,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
215,18,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,embarrassed,herself,The surgeon said that the bankers embarrassed herself . <eos>,The surgeon said that the bankers embarrassed herself .,the surgeon said that the bankers embarrassed ***mask*** .,0.01685328081602027
216,19,embed,local,1,a,none,none,mechanic,surgeon,disguised,herself,The mechanic said that the surgeon disguised herself . <eos>,The mechanic said that the surgeon disguised herself .,the mechanic said that the surgeon disguised ***mask*** .,1.7347212692563213e-05
217,19,embed,local,1,b,none,none,surgeon,mechanic,disguised,herself,The surgeon said that the mechanic disguised herself . <eos>,The surgeon said that the mechanic disguised herself .,the surgeon said that the mechanic disguised ***mask*** .,8.094116326804772e-06
218,19,embed,local,1,c,none,none,banker,surgeon,disguised,herself,The banker said that the surgeon disguised herself . <eos>,The banker said that the surgeon disguised herself .,the banker said that the surgeon disguised ***mask*** .,1.9738102133290093e-05
219,19,embed,local,1,d,none,none,surgeon,banker,disguised,herself,The surgeon said that the banker disguised herself . <eos>,The surgeon said that the banker disguised herself .,the surgeon said that the banker disguised ***mask*** .,1.5930003866174635e-05
220,19,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,disguised,herself,The mechanics said that the surgeon disguised herself . <eos>,The mechanics said that the surgeon disguised herself .,the mechanics said that the surgeon disguised ***mask*** .,2.0957778685632426e-05
221,19,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,disguised,herself,The surgeons said that the mechanic disguised herself . <eos>,The surgeons said that the mechanic disguised herself .,the surgeons said that the mechanic disguised ***mask*** .,1.2095392649788094e-05
222,19,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,disguised,herself,The bankers said that the surgeon disguised herself . <eos>,The bankers said that the surgeon disguised herself .,the bankers said that the surgeon disguised ***mask*** .,1.831180345002195e-05
223,19,embed,local,1,d,nonlocal_subj,number,surgeons,banker,disguised,herself,The surgeons said that the banker disguised herself . <eos>,The surgeons said that the banker disguised herself .,the surgeons said that the banker disguised ***mask*** .,1.9047887160451617e-05
224,19,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,disguised,herself,The mechanic said that the surgeons disguised herself . <eos>,The mechanic said that the surgeons disguised herself .,the mechanic said that the surgeons disguised ***mask*** .,0.0004361922002657356
225,19,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,disguised,herself,The surgeon said that the mechanics disguised herself . <eos>,The surgeon said that the mechanics disguised herself .,the surgeon said that the mechanics disguised ***mask*** .,0.0004283052722806797
226,19,embed,nonlocal,0,c,local_subj,number,banker,surgeons,disguised,herself,The banker said that the surgeons disguised herself . <eos>,The banker said that the surgeons disguised herself .,the banker said that the surgeons disguised ***mask*** .,0.0005714809158623069
227,19,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,disguised,herself,The surgeon said that the bankers disguised herself . <eos>,The surgeon said that the bankers disguised herself .,the surgeon said that the bankers disguised ***mask*** .,0.0006549597402991312
228,20,embed,local,1,a,none,none,mechanic,surgeon,hated,herself,The mechanic said that the surgeon hated herself . <eos>,The mechanic said that the surgeon hated herself .,the mechanic said that the surgeon hated ***mask*** .,0.12038556744230296
229,20,embed,local,1,b,none,none,surgeon,mechanic,hated,herself,The surgeon said that the mechanic hated herself . <eos>,The surgeon said that the mechanic hated herself .,the surgeon said that the mechanic hated ***mask*** .,0.1155238178940404
230,20,embed,local,1,c,none,none,banker,surgeon,hated,herself,The banker said that the surgeon hated herself . <eos>,The banker said that the surgeon hated herself .,the banker said that the surgeon hated ***mask*** .,0.13587043347063057
231,20,embed,local,1,d,none,none,surgeon,banker,hated,herself,The surgeon said that the banker hated herself . <eos>,The surgeon said that the banker hated herself .,the surgeon said that the banker hated ***mask*** .,0.13270214583158438
232,20,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,hated,herself,The mechanics said that the surgeon hated herself . <eos>,The mechanics said that the surgeon hated herself .,the mechanics said that the surgeon hated ***mask*** .,0.20222792273453083
233,20,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,hated,herself,The surgeons said that the mechanic hated herself . <eos>,The surgeons said that the mechanic hated herself .,the surgeons said that the mechanic hated ***mask*** .,0.173233095937674
234,20,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,hated,herself,The bankers said that the surgeon hated herself . <eos>,The bankers said that the surgeon hated herself .,the bankers said that the surgeon hated ***mask*** .,0.08601552566095119
235,20,embed,local,1,d,nonlocal_subj,number,surgeons,banker,hated,herself,The surgeons said that the banker hated herself . <eos>,The surgeons said that the banker hated herself .,the surgeons said that the banker hated ***mask*** .,0.1952761893352189
236,20,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,hated,herself,The mechanic said that the surgeons hated herself . <eos>,The mechanic said that the surgeons hated herself .,the mechanic said that the surgeons hated ***mask*** .,0.29645176130973283
237,20,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,hated,herself,The surgeon said that the mechanics hated herself . <eos>,The surgeon said that the mechanics hated herself .,the surgeon said that the mechanics hated ***mask*** .,0.3366889808265455
238,20,embed,nonlocal,0,c,local_subj,number,banker,surgeons,hated,herself,The banker said that the surgeons hated herself . <eos>,The banker said that the surgeons hated herself .,the banker said that the surgeons hated ***mask*** .,0.31765115560200946
239,20,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,hated,herself,The surgeon said that the bankers hated herself . <eos>,The surgeon said that the bankers hated herself .,the surgeon said that the bankers hated ***mask*** .,0.5424677028057108
240,21,embed,local,1,a,none,none,mechanic,surgeon,doubted,herself,The mechanic said that the surgeon doubted herself . <eos>,The mechanic said that the surgeon doubted herself .,the mechanic said that the surgeon doubted ***mask*** .,0.09048284504983156
241,21,embed,local,1,b,none,none,surgeon,mechanic,doubted,herself,The surgeon said that the mechanic doubted herself . <eos>,The surgeon said that the mechanic doubted herself .,the surgeon said that the mechanic doubted ***mask*** .,0.05200441816061601
242,21,embed,local,1,c,none,none,banker,surgeon,doubted,herself,The banker said that the surgeon doubted herself . <eos>,The banker said that the surgeon doubted herself .,the banker said that the surgeon doubted ***mask*** .,0.039913490020603015
243,21,embed,local,1,d,none,none,surgeon,banker,doubted,herself,The surgeon said that the banker doubted herself . <eos>,The surgeon said that the banker doubted herself .,the surgeon said that the banker doubted ***mask*** .,0.04356776538136628
244,21,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,doubted,herself,The mechanics said that the surgeon doubted herself . <eos>,The mechanics said that the surgeon doubted herself .,the mechanics said that the surgeon doubted ***mask*** .,0.09318690928658503
245,21,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,doubted,herself,The surgeons said that the mechanic doubted herself . <eos>,The surgeons said that the mechanic doubted herself .,the surgeons said that the mechanic doubted ***mask*** .,0.06261886574720653
246,21,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,doubted,herself,The bankers said that the surgeon doubted herself . <eos>,The bankers said that the surgeon doubted herself .,the bankers said that the surgeon doubted ***mask*** .,0.026783680058454013
247,21,embed,local,1,d,nonlocal_subj,number,surgeons,banker,doubted,herself,The surgeons said that the banker doubted herself . <eos>,The surgeons said that the banker doubted herself .,the surgeons said that the banker doubted ***mask*** .,0.056471118315250216
248,21,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,doubted,herself,The mechanic said that the surgeons doubted herself . <eos>,The mechanic said that the surgeons doubted herself .,the mechanic said that the surgeons doubted ***mask*** .,0.1843077873344599
249,21,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,doubted,herself,The surgeon said that the mechanics doubted herself . <eos>,The surgeon said that the mechanics doubted herself .,the surgeon said that the mechanics doubted ***mask*** .,0.14312646179671487
250,21,embed,nonlocal,0,c,local_subj,number,banker,surgeons,doubted,herself,The banker said that the surgeons doubted herself . <eos>,The banker said that the surgeons doubted herself .,the banker said that the surgeons doubted ***mask*** .,0.11355743368727571
251,21,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,doubted,herself,The surgeon said that the bankers doubted herself . <eos>,The surgeon said that the bankers doubted herself .,the surgeon said that the bankers doubted ***mask*** .,0.22213507208394426
252,22,embed,local,1,a,none,none,mechanic,farmer,hurt,herself,The mechanic said that the farmer hurt herself . <eos>,The mechanic said that the farmer hurt herself .,the mechanic said that the farmer hurt ***mask*** .,0.0015856856338354115
253,22,embed,local,1,b,none,none,farmer,mechanic,hurt,herself,The farmer said that the mechanic hurt herself . <eos>,The farmer said that the mechanic hurt herself .,the farmer said that the mechanic hurt ***mask*** .,0.0006749171545242286
254,22,embed,local,1,c,none,none,banker,farmer,hurt,herself,The banker said that the farmer hurt herself . <eos>,The banker said that the farmer hurt herself .,the banker said that the farmer hurt ***mask*** .,0.0029650061832725326
255,22,embed,local,1,d,none,none,farmer,banker,hurt,herself,The farmer said that the banker hurt herself . <eos>,The farmer said that the banker hurt herself .,the farmer said that the banker hurt ***mask*** .,0.0036635486670906943
256,22,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,hurt,herself,The mechanics said that the farmer hurt herself . <eos>,The mechanics said that the farmer hurt herself .,the mechanics said that the farmer hurt ***mask*** .,0.002715739847445955
257,22,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,hurt,herself,The farmers said that the mechanic hurt herself . <eos>,The farmers said that the mechanic hurt herself .,the farmers said that the mechanic hurt ***mask*** .,0.0013699322977570915
258,22,embed,local,1,c,nonlocal_subj,number,bankers,farmer,hurt,herself,The bankers said that the farmer hurt herself . <eos>,The bankers said that the farmer hurt herself .,the bankers said that the farmer hurt ***mask*** .,0.006769852320358269
259,22,embed,local,1,d,nonlocal_subj,number,farmers,banker,hurt,herself,The farmers said that the banker hurt herself . <eos>,The farmers said that the banker hurt herself .,the farmers said that the banker hurt ***mask*** .,0.006936972296903142
260,22,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,hurt,herself,The mechanic said that the farmers hurt herself . <eos>,The mechanic said that the farmers hurt herself .,the mechanic said that the farmers hurt ***mask*** .,0.009943190122169678
261,22,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,hurt,herself,The farmer said that the mechanics hurt herself . <eos>,The farmer said that the mechanics hurt herself .,the farmer said that the mechanics hurt ***mask*** .,0.006704552955734907
262,22,embed,nonlocal,0,c,local_subj,number,banker,farmers,hurt,herself,The banker said that the farmers hurt herself . <eos>,The banker said that the farmers hurt herself .,the banker said that the farmers hurt ***mask*** .,0.016366542300192043
263,22,embed,nonlocal,0,d,local_subj,number,farmer,bankers,hurt,herself,The farmer said that the bankers hurt herself . <eos>,The farmer said that the bankers hurt herself .,the farmer said that the bankers hurt ***mask*** .,0.02288845378844373
264,23,embed,local,1,a,none,none,mechanic,farmer,injured,herself,The mechanic said that the farmer injured herself . <eos>,The mechanic said that the farmer injured herself .,the mechanic said that the farmer injured ***mask*** .,0.0002191432236483901
265,23,embed,local,1,b,none,none,farmer,mechanic,injured,herself,The farmer said that the mechanic injured herself . <eos>,The farmer said that the mechanic injured herself .,the farmer said that the mechanic injured ***mask*** .,0.00014298018866042484
266,23,embed,local,1,c,none,none,banker,farmer,injured,herself,The banker said that the farmer injured herself . <eos>,The banker said that the farmer injured herself .,the banker said that the farmer injured ***mask*** .,0.00018095296288516
267,23,embed,local,1,d,none,none,farmer,banker,injured,herself,The farmer said that the banker injured herself . <eos>,The farmer said that the banker injured herself .,the farmer said that the banker injured ***mask*** .,0.00016197422804588866
268,23,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,injured,herself,The mechanics said that the farmer injured herself . <eos>,The mechanics said that the farmer injured herself .,the mechanics said that the farmer injured ***mask*** .,0.0003232303154496309
269,23,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,injured,herself,The farmers said that the mechanic injured herself . <eos>,The farmers said that the mechanic injured herself .,the farmers said that the mechanic injured ***mask*** .,0.0001572957321524377
270,23,embed,local,1,c,nonlocal_subj,number,bankers,farmer,injured,herself,The bankers said that the farmer injured herself . <eos>,The bankers said that the farmer injured herself .,the bankers said that the farmer injured ***mask*** .,0.00018547347504350244
271,23,embed,local,1,d,nonlocal_subj,number,farmers,banker,injured,herself,The farmers said that the banker injured herself . <eos>,The farmers said that the banker injured herself .,the farmers said that the banker injured ***mask*** .,0.00023002246385934243
272,23,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,injured,herself,The mechanic said that the farmers injured herself . <eos>,The mechanic said that the farmers injured herself .,the mechanic said that the farmers injured ***mask*** .,0.002378780783292045
273,23,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,injured,herself,The farmer said that the mechanics injured herself . <eos>,The farmer said that the mechanics injured herself .,the farmer said that the mechanics injured ***mask*** .,0.001315702250085382
274,23,embed,nonlocal,0,c,local_subj,number,banker,farmers,injured,herself,The banker said that the farmers injured herself . <eos>,The banker said that the farmers injured herself .,the banker said that the farmers injured ***mask*** .,0.0027618212428469637
275,23,embed,nonlocal,0,d,local_subj,number,farmer,bankers,injured,herself,The farmer said that the bankers injured herself . <eos>,The farmer said that the bankers injured herself .,the farmer said that the bankers injured ***mask*** .,0.001914205784452431
276,24,embed,local,1,a,none,none,mechanic,farmer,congratulated,herself,The mechanic said that the farmer congratulated herself . <eos>,The mechanic said that the farmer congratulated herself .,the mechanic said that the farmer congratulated ***mask*** .,0.010012870632000813
277,24,embed,local,1,b,none,none,farmer,mechanic,congratulated,herself,The farmer said that the mechanic congratulated herself . <eos>,The farmer said that the mechanic congratulated herself .,the farmer said that the mechanic congratulated ***mask*** .,0.0049247495463986815
278,24,embed,local,1,c,none,none,banker,farmer,congratulated,herself,The banker said that the farmer congratulated herself . <eos>,The banker said that the farmer congratulated herself .,the banker said that the farmer congratulated ***mask*** .,0.007387669162883397
279,24,embed,local,1,d,none,none,farmer,banker,congratulated,herself,The farmer said that the banker congratulated herself . <eos>,The farmer said that the banker congratulated herself .,the farmer said that the banker congratulated ***mask*** .,0.010744218494085066
280,24,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,congratulated,herself,The mechanics said that the farmer congratulated herself . <eos>,The mechanics said that the farmer congratulated herself .,the mechanics said that the farmer congratulated ***mask*** .,0.013374606803631374
281,24,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,congratulated,herself,The farmers said that the mechanic congratulated herself . <eos>,The farmers said that the mechanic congratulated herself .,the farmers said that the mechanic congratulated ***mask*** .,0.008817952178424737
282,24,embed,local,1,c,nonlocal_subj,number,bankers,farmer,congratulated,herself,The bankers said that the farmer congratulated herself . <eos>,The bankers said that the farmer congratulated herself .,the bankers said that the farmer congratulated ***mask*** .,0.01075449306128714
283,24,embed,local,1,d,nonlocal_subj,number,farmers,banker,congratulated,herself,The farmers said that the banker congratulated herself . <eos>,The farmers said that the banker congratulated herself .,the farmers said that the banker congratulated ***mask*** .,0.01930199815582806
284,24,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,congratulated,herself,The mechanic said that the farmers congratulated herself . <eos>,The mechanic said that the farmers congratulated herself .,the mechanic said that the farmers congratulated ***mask*** .,0.026207141798772857
285,24,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,congratulated,herself,The farmer said that the mechanics congratulated herself . <eos>,The farmer said that the mechanics congratulated herself .,the farmer said that the mechanics congratulated ***mask*** .,0.011696638465186123
286,24,embed,nonlocal,0,c,local_subj,number,banker,farmers,congratulated,herself,The banker said that the farmers congratulated herself . <eos>,The banker said that the farmers congratulated herself .,the banker said that the farmers congratulated ***mask*** .,0.01944818713375151
287,24,embed,nonlocal,0,d,local_subj,number,farmer,bankers,congratulated,herself,The farmer said that the bankers congratulated herself . <eos>,The farmer said that the bankers congratulated herself .,the farmer said that the bankers congratulated ***mask*** .,0.019758651604210715
288,25,embed,local,1,a,none,none,mechanic,farmer,embarrassed,herself,The mechanic said that the farmer embarrassed herself . <eos>,The mechanic said that the farmer embarrassed herself .,the mechanic said that the farmer embarrassed ***mask*** .,0.0033787582502862873
289,25,embed,local,1,b,none,none,farmer,mechanic,embarrassed,herself,The farmer said that the mechanic embarrassed herself . <eos>,The farmer said that the mechanic embarrassed herself .,the farmer said that the mechanic embarrassed ***mask*** .,0.0021178628958616924
290,25,embed,local,1,c,none,none,banker,farmer,embarrassed,herself,The banker said that the farmer embarrassed herself . <eos>,The banker said that the farmer embarrassed herself .,the banker said that the farmer embarrassed ***mask*** .,0.0038267861822024224
291,25,embed,local,1,d,none,none,farmer,banker,embarrassed,herself,The farmer said that the banker embarrassed herself . <eos>,The farmer said that the banker embarrassed herself .,the farmer said that the banker embarrassed ***mask*** .,0.004866178395727018
292,25,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,embarrassed,herself,The mechanics said that the farmer embarrassed herself . <eos>,The mechanics said that the farmer embarrassed herself .,the mechanics said that the farmer embarrassed ***mask*** .,0.007993402106787038
293,25,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,embarrassed,herself,The farmers said that the mechanic embarrassed herself . <eos>,The farmers said that the mechanic embarrassed herself .,the farmers said that the mechanic embarrassed ***mask*** .,0.004391340644770109
294,25,embed,local,1,c,nonlocal_subj,number,bankers,farmer,embarrassed,herself,The bankers said that the farmer embarrassed herself . <eos>,The bankers said that the farmer embarrassed herself .,the bankers said that the farmer embarrassed ***mask*** .,0.004604548213427949
295,25,embed,local,1,d,nonlocal_subj,number,farmers,banker,embarrassed,herself,The farmers said that the banker embarrassed herself . <eos>,The farmers said that the banker embarrassed herself .,the farmers said that the banker embarrassed ***mask*** .,0.007965244374368277
296,25,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,embarrassed,herself,The mechanic said that the farmers embarrassed herself . <eos>,The mechanic said that the farmers embarrassed herself .,the mechanic said that the farmers embarrassed ***mask*** .,0.00841336782120493
297,25,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,embarrassed,herself,The farmer said that the mechanics embarrassed herself . <eos>,The farmer said that the mechanics embarrassed herself .,the farmer said that the mechanics embarrassed ***mask*** .,0.006658171653567468
298,25,embed,nonlocal,0,c,local_subj,number,banker,farmers,embarrassed,herself,The banker said that the farmers embarrassed herself . <eos>,The banker said that the farmers embarrassed herself .,the banker said that the farmers embarrassed ***mask*** .,0.0067893775973368676
299,25,embed,nonlocal,0,d,local_subj,number,farmer,bankers,embarrassed,herself,The farmer said that the bankers embarrassed herself . <eos>,The farmer said that the bankers embarrassed herself .,the farmer said that the bankers embarrassed ***mask*** .,0.014110272950415727
300,26,embed,local,1,a,none,none,mechanic,farmer,disguised,herself,The mechanic said that the farmer disguised herself . <eos>,The mechanic said that the farmer disguised herself .,the mechanic said that the farmer disguised ***mask*** .,1.551080560734165e-05
301,26,embed,local,1,b,none,none,farmer,mechanic,disguised,herself,The farmer said that the mechanic disguised herself . <eos>,The farmer said that the mechanic disguised herself .,the farmer said that the mechanic disguised ***mask*** .,9.090810672074079e-06
302,26,embed,local,1,c,none,none,banker,farmer,disguised,herself,The banker said that the farmer disguised herself . <eos>,The banker said that the farmer disguised herself .,the banker said that the farmer disguised ***mask*** .,1.5730577001900412e-05
303,26,embed,local,1,d,none,none,farmer,banker,disguised,herself,The farmer said that the banker disguised herself . <eos>,The farmer said that the banker disguised herself .,the farmer said that the banker disguised ***mask*** .,1.7068533823235663e-05
304,26,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,disguised,herself,The mechanics said that the farmer disguised herself . <eos>,The mechanics said that the farmer disguised herself .,the mechanics said that the farmer disguised ***mask*** .,2.187425688699613e-05
305,26,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,disguised,herself,The farmers said that the mechanic disguised herself . <eos>,The farmers said that the mechanic disguised herself .,the farmers said that the mechanic disguised ***mask*** .,9.52780414287142e-06
306,26,embed,local,1,c,nonlocal_subj,number,bankers,farmer,disguised,herself,The bankers said that the farmer disguised herself . <eos>,The bankers said that the farmer disguised herself .,the bankers said that the farmer disguised ***mask*** .,2.4054667333201354e-05
307,26,embed,local,1,d,nonlocal_subj,number,farmers,banker,disguised,herself,The farmers said that the banker disguised herself . <eos>,The farmers said that the banker disguised herself .,the farmers said that the banker disguised ***mask*** .,1.8113159981436343e-05
308,26,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,disguised,herself,The mechanic said that the farmers disguised herself . <eos>,The mechanic said that the farmers disguised herself .,the mechanic said that the farmers disguised ***mask*** .,0.0006384850459572435
309,26,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,disguised,herself,The farmer said that the mechanics disguised herself . <eos>,The farmer said that the mechanics disguised herself .,the farmer said that the mechanics disguised ***mask*** .,0.00037149990223185375
310,26,embed,nonlocal,0,c,local_subj,number,banker,farmers,disguised,herself,The banker said that the farmers disguised herself . <eos>,The banker said that the farmers disguised herself .,the banker said that the farmers disguised ***mask*** .,0.0005799403378615474
311,26,embed,nonlocal,0,d,local_subj,number,farmer,bankers,disguised,herself,The farmer said that the bankers disguised herself . <eos>,The farmer said that the bankers disguised herself .,the farmer said that the bankers disguised ***mask*** .,0.000694080834736597
312,27,embed,local,1,a,none,none,mechanic,farmer,hated,herself,The mechanic said that the farmer hated herself . <eos>,The mechanic said that the farmer hated herself .,the mechanic said that the farmer hated ***mask*** .,0.25361781854355836
313,27,embed,local,1,b,none,none,farmer,mechanic,hated,herself,The farmer said that the mechanic hated herself . <eos>,The farmer said that the mechanic hated herself .,the farmer said that the mechanic hated ***mask*** .,0.30384525836403303
314,27,embed,local,1,c,none,none,banker,farmer,hated,herself,The banker said that the farmer hated herself . <eos>,The banker said that the farmer hated herself .,the banker said that the farmer hated ***mask*** .,0.2318052852544078
315,27,embed,local,1,d,none,none,farmer,banker,hated,herself,The farmer said that the banker hated herself . <eos>,The farmer said that the banker hated herself .,the farmer said that the banker hated ***mask*** .,0.27082445725073223
316,27,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,hated,herself,The mechanics said that the farmer hated herself . <eos>,The mechanics said that the farmer hated herself .,the mechanics said that the farmer hated ***mask*** .,0.49171271746430995
317,27,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,hated,herself,The farmers said that the mechanic hated herself . <eos>,The farmers said that the mechanic hated herself .,the farmers said that the mechanic hated ***mask*** .,0.3905162862433839
318,27,embed,local,1,c,nonlocal_subj,number,bankers,farmer,hated,herself,The bankers said that the farmer hated herself . <eos>,The bankers said that the farmer hated herself .,the bankers said that the farmer hated ***mask*** .,0.3801593505266543
319,27,embed,local,1,d,nonlocal_subj,number,farmers,banker,hated,herself,The farmers said that the banker hated herself . <eos>,The farmers said that the banker hated herself .,the farmers said that the banker hated ***mask*** .,0.3174948789629904
320,27,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,hated,herself,The mechanic said that the farmers hated herself . <eos>,The mechanic said that the farmers hated herself .,the mechanic said that the farmers hated ***mask*** .,0.6407816544589098
321,27,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,hated,herself,The farmer said that the mechanics hated herself . <eos>,The farmer said that the mechanics hated herself .,the farmer said that the mechanics hated ***mask*** .,0.7610527981120206
322,27,embed,nonlocal,0,c,local_subj,number,banker,farmers,hated,herself,The banker said that the farmers hated herself . <eos>,The banker said that the farmers hated herself .,the banker said that the farmers hated ***mask*** .,0.4894043038408883
323,27,embed,nonlocal,0,d,local_subj,number,farmer,bankers,hated,herself,The farmer said that the bankers hated herself . <eos>,The farmer said that the bankers hated herself .,the farmer said that the bankers hated ***mask*** .,0.7885504249694294
324,28,embed,local,1,a,none,none,mechanic,farmer,doubted,herself,The mechanic said that the farmer doubted herself . <eos>,The mechanic said that the farmer doubted herself .,the mechanic said that the farmer doubted ***mask*** .,0.07600552141689539
325,28,embed,local,1,b,none,none,farmer,mechanic,doubted,herself,The farmer said that the mechanic doubted herself . <eos>,The farmer said that the mechanic doubted herself .,the farmer said that the mechanic doubted ***mask*** .,0.061930324932397265
326,28,embed,local,1,c,none,none,banker,farmer,doubted,herself,The banker said that the farmer doubted herself . <eos>,The banker said that the farmer doubted herself .,the banker said that the farmer doubted ***mask*** .,0.05194066813831957
327,28,embed,local,1,d,none,none,farmer,banker,doubted,herself,The farmer said that the banker doubted herself . <eos>,The farmer said that the banker doubted herself .,the farmer said that the banker doubted ***mask*** .,0.07411169789926209
328,28,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,doubted,herself,The mechanics said that the farmer doubted herself . <eos>,The mechanics said that the farmer doubted herself .,the mechanics said that the farmer doubted ***mask*** .,0.09815327374813206
329,28,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,doubted,herself,The farmers said that the mechanic doubted herself . <eos>,The farmers said that the mechanic doubted herself .,the farmers said that the mechanic doubted ***mask*** .,0.07910851254274096
330,28,embed,local,1,c,nonlocal_subj,number,bankers,farmer,doubted,herself,The bankers said that the farmer doubted herself . <eos>,The bankers said that the farmer doubted herself .,the bankers said that the farmer doubted ***mask*** .,0.08379836358151813
331,28,embed,local,1,d,nonlocal_subj,number,farmers,banker,doubted,herself,The farmers said that the banker doubted herself . <eos>,The farmers said that the banker doubted herself .,the farmers said that the banker doubted ***mask*** .,0.10338923138529306
332,28,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,doubted,herself,The mechanic said that the farmers doubted herself . <eos>,The mechanic said that the farmers doubted herself .,the mechanic said that the farmers doubted ***mask*** .,0.21361978962683087
333,28,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,doubted,herself,The farmer said that the mechanics doubted herself . <eos>,The farmer said that the mechanics doubted herself .,the farmer said that the mechanics doubted ***mask*** .,0.13905021172764473
334,28,embed,nonlocal,0,c,local_subj,number,banker,farmers,doubted,herself,The banker said that the farmers doubted herself . <eos>,The banker said that the farmers doubted herself .,the banker said that the farmers doubted ***mask*** .,0.13101007882462276
335,28,embed,nonlocal,0,d,local_subj,number,farmer,bankers,doubted,herself,The farmer said that the bankers doubted herself . <eos>,The farmer said that the bankers doubted herself .,the farmer said that the bankers doubted ***mask*** .,0.2928892958335011
336,29,embed,local,1,a,none,none,mechanic,manager,hurt,herself,The mechanic said that the manager hurt herself . <eos>,The mechanic said that the manager hurt herself .,the mechanic said that the manager hurt ***mask*** .,0.002363443949751892
337,29,embed,local,1,b,none,none,manager,mechanic,hurt,herself,The manager said that the mechanic hurt herself . <eos>,The manager said that the mechanic hurt herself .,the manager said that the mechanic hurt ***mask*** .,0.0023760758658784346
338,29,embed,local,1,c,none,none,banker,manager,hurt,herself,The banker said that the manager hurt herself . <eos>,The banker said that the manager hurt herself .,the banker said that the manager hurt ***mask*** .,0.004016253695103809
339,29,embed,local,1,d,none,none,manager,banker,hurt,herself,The manager said that the banker hurt herself . <eos>,The manager said that the banker hurt herself .,the manager said that the banker hurt ***mask*** .,0.006993084012808128
340,29,embed,local,1,a,nonlocal_subj,number,mechanics,manager,hurt,herself,The mechanics said that the manager hurt herself . <eos>,The mechanics said that the manager hurt herself .,the mechanics said that the manager hurt ***mask*** .,0.02080906529074771
341,29,embed,local,1,b,nonlocal_subj,number,managers,mechanic,hurt,herself,The managers said that the mechanic hurt herself . <eos>,The managers said that the mechanic hurt herself .,the managers said that the mechanic hurt ***mask*** .,0.003130240198748543
342,29,embed,local,1,c,nonlocal_subj,number,bankers,manager,hurt,herself,The bankers said that the manager hurt herself . <eos>,The bankers said that the manager hurt herself .,the bankers said that the manager hurt ***mask*** .,0.010493958363466872
343,29,embed,local,1,d,nonlocal_subj,number,managers,banker,hurt,herself,The managers said that the banker hurt herself . <eos>,The managers said that the banker hurt herself .,the managers said that the banker hurt ***mask*** .,0.011332463354444348
344,29,embed,nonlocal,0,a,local_subj,number,mechanic,managers,hurt,herself,The mechanic said that the managers hurt herself . <eos>,The mechanic said that the managers hurt herself .,the mechanic said that the managers hurt ***mask*** .,0.009340120482407552
