,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
150,26,embed,local,1,a,none,none,boy,son,called,himself,The boy said that the son called himself . <eos>,The boy said that the son called himself .,the boy said that the son called ***mask*** .,0.00877018077156868
151,26,embed,local,1,b,none,none,son,boy,called,himself,The son said that the boy called himself . <eos>,The son said that the boy called himself .,the son said that the boy called ***mask*** .,0.005484432755147143
152,26,embed,local,1,a,nonlocal_subj,number,boys,son,called,himself,The boys said that the son called himself . <eos>,The boys said that the son called himself .,the boys said that the son called ***mask*** .,0.010506514986567303
153,26,embed,local,1,b,nonlocal_subj,number,sons,boy,called,himself,The sons said that the boy called himself . <eos>,The sons said that the boy called himself .,the sons said that the boy called ***mask*** .,0.004424170588377579
154,26,embed,nonlocal,0,a,local_subj,number,boy,sons,called,himself,The boy said that the sons called himself . <eos>,The boy said that the sons called himself .,the boy said that the sons called ***mask*** .,0.03726663347453427
155,26,embed,nonlocal,0,b,local_subj,number,son,boys,called,himself,The son said that the boys called himself . <eos>,The son said that the boys called himself .,the son said that the boys called ***mask*** .,0.0561416821538239
156,27,embed,local,1,a,none,none,boy,son,dedicated,himself,The boy said that the son dedicated himself . <eos>,The boy said that the son dedicated himself .,the boy said that the son dedicated ***mask*** .,3.048273294084267e-05
157,27,embed,local,1,b,none,none,son,boy,dedicated,himself,The son said that the boy dedicated himself . <eos>,The son said that the boy dedicated himself .,the son said that the boy dedicated ***mask*** .,8.063790785442854e-06
158,27,embed,local,1,a,nonlocal_subj,number,boys,son,dedicated,himself,The boys said that the son dedicated himself . <eos>,The boys said that the son dedicated himself .,the boys said that the son dedicated ***mask*** .,1.566054011647446e-05
159,27,embed,local,1,b,nonlocal_subj,number,sons,boy,dedicated,himself,The sons said that the boy dedicated himself . <eos>,The sons said that the boy dedicated himself .,the sons said that the boy dedicated ***mask*** .,5.545021939850648e-06
160,27,embed,nonlocal,0,a,local_subj,number,boy,sons,dedicated,himself,The boy said that the sons dedicated himself . <eos>,The boy said that the sons dedicated himself .,the boy said that the sons dedicated ***mask*** .,0.0006560347209297894
161,27,embed,nonlocal,0,b,local_subj,number,son,boys,dedicated,himself,The son said that the boys dedicated himself . <eos>,The son said that the boys dedicated himself .,the son said that the boys dedicated ***mask*** .,0.0005764036293733236
162,28,embed,local,1,a,none,none,boy,son,declared,himself,The boy said that the son declared himself . <eos>,The boy said that the son declared himself .,the boy said that the son declared ***mask*** .,0.00041602357956678704
163,28,embed,local,1,b,none,none,son,boy,declared,himself,The son said that the boy declared himself . <eos>,The son said that the boy declared himself .,the son said that the boy declared ***mask*** .,0.00023496587473672575
164,28,embed,local,1,a,nonlocal_subj,number,boys,son,declared,himself,The boys said that the son declared himself . <eos>,The boys said that the son declared himself .,the boys said that the son declared ***mask*** .,0.00032847237585219036
165,28,embed,local,1,b,nonlocal_subj,number,sons,boy,declared,himself,The sons said that the boy declared himself . <eos>,The sons said that the boy declared himself .,the sons said that the boy declared ***mask*** .,0.0002726128387987159
166,28,embed,nonlocal,0,a,local_subj,number,boy,sons,declared,himself,The boy said that the sons declared himself . <eos>,The boy said that the sons declared himself .,the boy said that the sons declared ***mask*** .,0.009066256026358658
167,28,embed,nonlocal,0,b,local_subj,number,son,boys,declared,himself,The son said that the boys declared himself . <eos>,The son said that the boys declared himself .,the son said that the boys declared ***mask*** .,0.005287301547121452
168,29,embed,local,1,a,none,none,boy,son,proved,himself,The boy said that the son proved himself . <eos>,The boy said that the son proved himself .,the boy said that the son proved ***mask*** .,0.00022776076088785582
169,29,embed,local,1,b,none,none,son,boy,proved,himself,The son said that the boy proved himself . <eos>,The son said that the boy proved himself .,the son said that the boy proved ***mask*** .,0.0002104666174767996
170,29,embed,local,1,a,nonlocal_subj,number,boys,son,proved,himself,The boys said that the son proved himself . <eos>,The boys said that the son proved himself .,the boys said that the son proved ***mask*** .,0.00039140990812735023
171,29,embed,local,1,b,nonlocal_subj,number,sons,boy,proved,himself,The sons said that the boy proved himself . <eos>,The sons said that the boy proved himself .,the sons said that the boy proved ***mask*** .,0.00032961479173143415
172,29,embed,nonlocal,0,a,local_subj,number,boy,sons,proved,himself,The boy said that the sons proved himself . <eos>,The boy said that the sons proved himself .,the boy said that the sons proved ***mask*** .,0.0027365657561782765
173,29,embed,nonlocal,0,b,local_subj,number,son,boys,proved,himself,The son said that the boys proved himself . <eos>,The son said that the boys proved himself .,the son said that the boys proved ***mask*** .,0.0023012947489021262
174,30,embed,local,1,a,none,none,boy,son,shot,himself,The boy said that the son shot himself . <eos>,The boy said that the son shot himself .,the boy said that the son shot ***mask*** .,0.00038625112188498805
175,30,embed,local,1,b,none,none,son,boy,shot,himself,The son said that the boy shot himself . <eos>,The son said that the boy shot himself .,the son said that the boy shot ***mask*** .,0.0002814070377548565
176,30,embed,local,1,a,nonlocal_subj,number,boys,son,shot,himself,The boys said that the son shot himself . <eos>,The boys said that the son shot himself .,the boys said that the son shot ***mask*** .,0.0002876904760430373
177,30,embed,local,1,b,nonlocal_subj,number,sons,boy,shot,himself,The sons said that the boy shot himself . <eos>,The sons said that the boy shot himself .,the sons said that the boy shot ***mask*** .,0.00020855801761613562
178,30,embed,nonlocal,0,a,local_subj,number,boy,sons,shot,himself,The boy said that the sons shot himself . <eos>,The boy said that the sons shot himself .,the boy said that the sons shot ***mask*** .,0.00907404675852969
179,30,embed,nonlocal,0,b,local_subj,number,son,boys,shot,himself,The son said that the boys shot himself . <eos>,The son said that the boys shot himself .,the son said that the boys shot ***mask*** .,0.005652381095716768
180,31,embed,local,1,a,none,none,boy,man,saw,himself,The boy said that the man saw himself . <eos>,The boy said that the man saw himself .,the boy said that the man saw ***mask*** .,0.03468159205777643
181,31,embed,local,1,b,none,none,man,boy,saw,himself,The man said that the boy saw himself . <eos>,The man said that the boy saw himself .,the man said that the boy saw ***mask*** .,0.04418600148517181
182,31,embed,local,1,a,nonlocal_subj,number,boys,man,saw,himself,The boys said that the man saw himself . <eos>,The boys said that the man saw himself .,the boys said that the man saw ***mask*** .,0.03824203529896897
183,31,embed,local,1,b,nonlocal_subj,number,men,boy,saw,himself,The men said that the boy saw himself . <eos>,The men said that the boy saw himself .,the men said that the boy saw ***mask*** .,0.0419617422751049
184,31,embed,nonlocal,0,a,local_subj,number,boy,men,saw,himself,The boy said that the men saw himself . <eos>,The boy said that the men saw himself .,the boy said that the men saw ***mask*** .,0.28181870940125014
185,31,embed,nonlocal,0,b,local_subj,number,man,boys,saw,himself,The man said that the boys saw himself . <eos>,The man said that the boys saw himself .,the man said that the boys saw ***mask*** .,0.45994795907028363
186,32,embed,local,1,a,none,none,boy,man,established,himself,The boy said that the man established himself . <eos>,The boy said that the man established himself .,the boy said that the man established ***mask*** .,2.7061537987476688e-05
187,32,embed,local,1,b,none,none,man,boy,established,himself,The man said that the boy established himself . <eos>,The man said that the boy established himself .,the man said that the boy established ***mask*** .,8.908265001114045e-06
188,32,embed,local,1,a,nonlocal_subj,number,boys,man,established,himself,The boys said that the man established himself . <eos>,The boys said that the man established himself .,the boys said that the man established ***mask*** .,2.1088799946849784e-05
189,32,embed,local,1,b,nonlocal_subj,number,men,boy,established,himself,The men said that the boy established himself . <eos>,The men said that the boy established himself .,the men said that the boy established ***mask*** .,9.469440010897093e-06
190,32,embed,nonlocal,0,a,local_subj,number,boy,men,established,himself,The boy said that the men established himself . <eos>,The boy said that the men established himself .,the boy said that the men established ***mask*** .,0.0009091863639772341
191,32,embed,nonlocal,0,b,local_subj,number,man,boys,established,himself,The man said that the boys established himself . <eos>,The man said that the boys established himself .,the man said that the boys established ***mask*** .,0.0003013168166189388
192,33,embed,local,1,a,none,none,boy,man,devoted,himself,The boy said that the man devoted himself . <eos>,The boy said that the man devoted himself .,the boy said that the man devoted ***mask*** .,6.7387991321755565e-06
193,33,embed,local,1,b,none,none,man,boy,devoted,himself,The man said that the boy devoted himself . <eos>,The man said that the boy devoted himself .,the man said that the boy devoted ***mask*** .,4.0775004676363035e-06
194,33,embed,local,1,a,nonlocal_subj,number,boys,man,devoted,himself,The boys said that the man devoted himself . <eos>,The boys said that the man devoted himself .,the boys said that the man devoted ***mask*** .,4.530756244340267e-06
195,33,embed,local,1,b,nonlocal_subj,number,men,boy,devoted,himself,The men said that the boy devoted himself . <eos>,The men said that the boy devoted himself .,the men said that the boy devoted ***mask*** .,2.5722176980446096e-06
196,33,embed,nonlocal,0,a,local_subj,number,boy,men,devoted,himself,The boy said that the men devoted himself . <eos>,The boy said that the men devoted himself .,the boy said that the men devoted ***mask*** .,0.0008338985767622352
197,33,embed,nonlocal,0,b,local_subj,number,man,boys,devoted,himself,The man said that the boys devoted himself . <eos>,The man said that the boys devoted himself .,the man said that the boys devoted ***mask*** .,0.0013066133809005206
198,34,embed,local,1,a,none,none,boy,man,considered,himself,The boy said that the man considered himself . <eos>,The boy said that the man considered himself .,the boy said that the man considered ***mask*** .,0.008604523013419556
199,34,embed,local,1,b,none,none,man,boy,considered,himself,The man said that the boy considered himself . <eos>,The man said that the boy considered himself .,the man said that the boy considered ***mask*** .,0.008546385694139125
200,34,embed,local,1,a,nonlocal_subj,number,boys,man,considered,himself,The boys said that the man considered himself . <eos>,The boys said that the man considered himself .,the boys said that the man considered ***mask*** .,0.006784718560129247
201,34,embed,local,1,b,nonlocal_subj,number,men,boy,considered,himself,The men said that the boy considered himself . <eos>,The men said that the boy considered himself .,the men said that the boy considered ***mask*** .,0.00887919313531637
202,34,embed,nonlocal,0,a,local_subj,number,boy,men,considered,himself,The boy said that the men considered himself . <eos>,The boy said that the men considered himself .,the boy said that the men considered ***mask*** .,0.10866532320241928
203,34,embed,nonlocal,0,b,local_subj,number,man,boys,considered,himself,The man said that the boys considered himself . <eos>,The man said that the boys considered himself .,the man said that the boys considered ***mask*** .,0.10310741280412437
204,35,embed,local,1,a,none,none,boy,man,identified,himself,The boy said that the man identified himself . <eos>,The boy said that the man identified himself .,the boy said that the man identified ***mask*** .,3.881153460022349e-05
205,35,embed,local,1,b,none,none,man,boy,identified,himself,The man said that the boy identified himself . <eos>,The man said that the boy identified himself .,the man said that the boy identified ***mask*** .,2.414179074982714e-05
206,35,embed,local,1,a,nonlocal_subj,number,boys,man,identified,himself,The boys said that the man identified himself . <eos>,The boys said that the man identified himself .,the boys said that the man identified ***mask*** .,1.84966369552684e-05
207,35,embed,local,1,b,nonlocal_subj,number,men,boy,identified,himself,The men said that the boy identified himself . <eos>,The men said that the boy identified himself .,the men said that the boy identified ***mask*** .,2.8243851952562975e-05
208,35,embed,nonlocal,0,a,local_subj,number,boy,men,identified,himself,The boy said that the men identified himself . <eos>,The boy said that the men identified himself .,the boy said that the men identified ***mask*** .,0.001012365473818863
209,35,embed,nonlocal,0,b,local_subj,number,man,boys,identified,himself,The man said that the boys identified himself . <eos>,The man said that the boys identified himself .,the man said that the boys identified ***mask*** .,0.0003726664850914341
210,36,embed,local,1,a,none,none,boy,man,made,himself,The boy said that the man made himself . <eos>,The boy said that the man made himself .,the boy said that the man made ***mask*** .,0.031128242801909966
211,36,embed,local,1,b,none,none,man,boy,made,himself,The man said that the boy made himself . <eos>,The man said that the boy made himself .,the man said that the boy made ***mask*** .,0.06919200914463772
212,36,embed,local,1,a,nonlocal_subj,number,boys,man,made,himself,The boys said that the man made himself . <eos>,The boys said that the man made himself .,the boys said that the man made ***mask*** .,0.04906714898061899
213,36,embed,local,1,b,nonlocal_subj,number,men,boy,made,himself,The men said that the boy made himself . <eos>,The men said that the boy made himself .,the men said that the boy made ***mask*** .,0.07377568991431646
214,36,embed,nonlocal,0,a,local_subj,number,boy,men,made,himself,The boy said that the men made himself . <eos>,The boy said that the men made himself .,the boy said that the men made ***mask*** .,0.4877689199903548
215,36,embed,nonlocal,0,b,local_subj,number,man,boys,made,himself,The man said that the boys made himself . <eos>,The man said that the boys made himself .,the man said that the boys made ***mask*** .,1.3553493645308041
216,37,embed,local,1,a,none,none,boy,man,found,himself,The boy said that the man found himself . <eos>,The boy said that the man found himself .,the boy said that the man found ***mask*** .,0.03496738866763452
217,37,embed,local,1,b,none,none,man,boy,found,himself,The man said that the boy found himself . <eos>,The man said that the boy found himself .,the man said that the boy found ***mask*** .,0.02327423807873666
218,37,embed,local,1,a,nonlocal_subj,number,boys,man,found,himself,The boys said that the man found himself . <eos>,The boys said that the man found himself .,the boys said that the man found ***mask*** .,0.03385016447870122
219,37,embed,local,1,b,nonlocal_subj,number,men,boy,found,himself,The men said that the boy found himself . <eos>,The men said that the boy found himself .,the men said that the boy found ***mask*** .,0.018984914989019996
220,37,embed,nonlocal,0,a,local_subj,number,boy,men,found,himself,The boy said that the men found himself . <eos>,The boy said that the men found himself .,the boy said that the men found ***mask*** .,0.31549699308145923
221,37,embed,nonlocal,0,b,local_subj,number,man,boys,found,himself,The man said that the boys found himself . <eos>,The man said that the boys found himself .,the man said that the boys found ***mask*** .,0.342519381895853
222,38,embed,local,1,a,none,none,boy,man,distinguished,himself,The boy said that the man distinguished himself . <eos>,The boy said that the man distinguished himself .,the boy said that the man distinguished ***mask*** .,2.669526184546144e-07
223,38,embed,local,1,b,none,none,man,boy,distinguished,himself,The man said that the boy distinguished himself . <eos>,The man said that the boy distinguished himself .,the man said that the boy distinguished ***mask*** .,2.444565332644742e-07
224,38,embed,local,1,a,nonlocal_subj,number,boys,man,distinguished,himself,The boys said that the man distinguished himself . <eos>,The boys said that the man distinguished himself .,the boys said that the man distinguished ***mask*** .,1.2514288241081296e-07
225,38,embed,local,1,b,nonlocal_subj,number,men,boy,distinguished,himself,The men said that the boy distinguished himself . <eos>,The men said that the boy distinguished himself .,the men said that the boy distinguished ***mask*** .,2.2636882767532337e-07
226,38,embed,nonlocal,0,a,local_subj,number,boy,men,distinguished,himself,The boy said that the men distinguished himself . <eos>,The boy said that the men distinguished himself .,the boy said that the men distinguished ***mask*** .,9.379605374546158e-05
227,38,embed,nonlocal,0,b,local_subj,number,man,boys,distinguished,himself,The man said that the boys distinguished himself . <eos>,The man said that the boys distinguished himself .,the man said that the boys distinguished ***mask*** .,8.710989820408977e-05
228,39,embed,local,1,a,none,none,boy,man,taught,himself,The boy said that the man taught himself . <eos>,The boy said that the man taught himself .,the boy said that the man taught ***mask*** .,0.006626233905965706
229,39,embed,local,1,b,none,none,man,boy,taught,himself,The man said that the boy taught himself . <eos>,The man said that the boy taught himself .,the man said that the boy taught ***mask*** .,0.005679166621198457
230,39,embed,local,1,a,nonlocal_subj,number,boys,man,taught,himself,The boys said that the man taught himself . <eos>,The boys said that the man taught himself .,the boys said that the man taught ***mask*** .,0.005911189141035052
231,39,embed,local,1,b,nonlocal_subj,number,men,boy,taught,himself,The men said that the boy taught himself . <eos>,The men said that the boy taught himself .,the men said that the boy taught ***mask*** .,0.004659136863895052
232,39,embed,nonlocal,0,a,local_subj,number,boy,men,taught,himself,The boy said that the men taught himself . <eos>,The boy said that the men taught himself .,the boy said that the men taught ***mask*** .,0.041209708932816835
233,39,embed,nonlocal,0,b,local_subj,number,man,boys,taught,himself,The man said that the boys taught himself . <eos>,The man said that the boys taught himself .,the man said that the boys taught ***mask*** .,0.017955741045465958
234,40,embed,local,1,a,none,none,boy,man,killed,himself,The boy said that the man killed himself . <eos>,The boy said that the man killed himself .,the boy said that the man killed ***mask*** .,0.0004958522922943846
235,40,embed,local,1,b,none,none,man,boy,killed,himself,The man said that the boy killed himself . <eos>,The man said that the boy killed himself .,the man said that the boy killed ***mask*** .,0.00036280108776256913
236,40,embed,local,1,a,nonlocal_subj,number,boys,man,killed,himself,The boys said that the man killed himself . <eos>,The boys said that the man killed himself .,the boys said that the man killed ***mask*** .,0.0004460418152818313
237,40,embed,local,1,b,nonlocal_subj,number,men,boy,killed,himself,The men said that the boy killed himself . <eos>,The men said that the boy killed himself .,the men said that the boy killed ***mask*** .,0.000452842419235093
238,40,embed,nonlocal,0,a,local_subj,number,boy,men,killed,himself,The boy said that the men killed himself . <eos>,The boy said that the men killed himself .,the boy said that the men killed ***mask*** .,0.007164756928676009
239,40,embed,nonlocal,0,b,local_subj,number,man,boys,killed,himself,The man said that the boys killed himself . <eos>,The man said that the boys killed himself .,the man said that the boys killed ***mask*** .,0.004108538847316352
240,41,embed,local,1,a,none,none,boy,man,called,himself,The boy said that the man called himself . <eos>,The boy said that the man called himself .,the boy said that the man called ***mask*** .,0.004917976828254533
241,41,embed,local,1,b,none,none,man,boy,called,himself,The man said that the boy called himself . <eos>,The man said that the boy called himself .,the man said that the boy called ***mask*** .,0.006354078231938613
242,41,embed,local,1,a,nonlocal_subj,number,boys,man,called,himself,The boys said that the man called himself . <eos>,The boys said that the man called himself .,the boys said that the man called ***mask*** .,0.005711343882693029
243,41,embed,local,1,b,nonlocal_subj,number,men,boy,called,himself,The men said that the boy called himself . <eos>,The men said that the boy called himself .,the men said that the boy called ***mask*** .,0.008883698003158615
244,41,embed,nonlocal,0,a,local_subj,number,boy,men,called,himself,The boy said that the men called himself . <eos>,The boy said that the men called himself .,the boy said that the men called ***mask*** .,0.03755687120209251
245,41,embed,nonlocal,0,b,local_subj,number,man,boys,called,himself,The man said that the boys called himself . <eos>,The man said that the boys called himself .,the man said that the boys called ***mask*** .,0.10251178245685806
246,42,embed,local,1,a,none,none,boy,man,dedicated,himself,The boy said that the man dedicated himself . <eos>,The boy said that the man dedicated himself .,the boy said that the man dedicated ***mask*** .,4.008286458252395e-06
247,42,embed,local,1,b,none,none,man,boy,dedicated,himself,The man said that the boy dedicated himself . <eos>,The man said that the boy dedicated himself .,the man said that the boy dedicated ***mask*** .,3.7222640626766732e-06
248,42,embed,local,1,a,nonlocal_subj,number,boys,man,dedicated,himself,The boys said that the man dedicated himself . <eos>,The boys said that the man dedicated himself .,the boys said that the man dedicated ***mask*** .,1.96691384177678e-06
249,42,embed,local,1,b,nonlocal_subj,number,men,boy,dedicated,himself,The men said that the boy dedicated himself . <eos>,The men said that the boy dedicated himself .,the men said that the boy dedicated ***mask*** .,1.7638938413498055e-06
250,42,embed,nonlocal,0,a,local_subj,number,boy,men,dedicated,himself,The boy said that the men dedicated himself . <eos>,The boy said that the men dedicated himself .,the boy said that the men dedicated ***mask*** .,0.0005973436889290678
251,42,embed,nonlocal,0,b,local_subj,number,man,boys,dedicated,himself,The man said that the boys dedicated himself . <eos>,The man said that the boys dedicated himself .,the man said that the boys dedicated ***mask*** .,0.001266902264515248
252,43,embed,local,1,a,none,none,boy,man,declared,himself,The boy said that the man declared himself . <eos>,The boy said that the man declared himself .,the boy said that the man declared ***mask*** .,0.0003973769202270953
253,43,embed,local,1,b,none,none,man,boy,declared,himself,The man said that the boy declared himself . <eos>,The man said that the boy declared himself .,the man said that the boy declared ***mask*** .,0.00037590282838226313
254,43,embed,local,1,a,nonlocal_subj,number,boys,man,declared,himself,The boys said that the man declared himself . <eos>,The boys said that the man declared himself .,the boys said that the man declared ***mask*** .,0.00024784497273921973
255,43,embed,local,1,b,nonlocal_subj,number,men,boy,declared,himself,The men said that the boy declared himself . <eos>,The men said that the boy declared himself .,the men said that the boy declared ***mask*** .,0.00030051480371369796
256,43,embed,nonlocal,0,a,local_subj,number,boy,men,declared,himself,The boy said that the men declared himself . <eos>,The boy said that the men declared himself .,the boy said that the men declared ***mask*** .,0.008798728071412684
257,43,embed,nonlocal,0,b,local_subj,number,man,boys,declared,himself,The man said that the boys declared himself . <eos>,The man said that the boys declared himself .,the man said that the boys declared ***mask*** .,0.015375498101707425
258,44,embed,local,1,a,none,none,boy,man,proved,himself,The boy said that the man proved himself . <eos>,The boy said that the man proved himself .,the boy said that the man proved ***mask*** .,0.00021360711891371247
259,44,embed,local,1,b,none,none,man,boy,proved,himself,The man said that the boy proved himself . <eos>,The man said that the boy proved himself .,the man said that the boy proved ***mask*** .,0.00021053667411961304
260,44,embed,local,1,a,nonlocal_subj,number,boys,man,proved,himself,The boys said that the man proved himself . <eos>,The boys said that the man proved himself .,the boys said that the man proved ***mask*** .,0.00028111576646623653
261,44,embed,local,1,b,nonlocal_subj,number,men,boy,proved,himself,The men said that the boy proved himself . <eos>,The men said that the boy proved himself .,the men said that the boy proved ***mask*** .,0.00037648574836176906
262,44,embed,nonlocal,0,a,local_subj,number,boy,men,proved,himself,The boy said that the men proved himself . <eos>,The boy said that the men proved himself .,the boy said that the men proved ***mask*** .,0.0031392408284258394
263,44,embed,nonlocal,0,b,local_subj,number,man,boys,proved,himself,The man said that the boys proved himself . <eos>,The man said that the boys proved himself .,the man said that the boys proved ***mask*** .,0.002043148114718191
264,45,embed,local,1,a,none,none,boy,man,shot,himself,The boy said that the man shot himself . <eos>,The boy said that the man shot himself .,the boy said that the man shot ***mask*** .,0.0007275554721310801
265,45,embed,local,1,b,none,none,man,boy,shot,himself,The man said that the boy shot himself . <eos>,The man said that the boy shot himself .,the man said that the boy shot ***mask*** .,0.0006577451902728409
266,45,embed,local,1,a,nonlocal_subj,number,boys,man,shot,himself,The boys said that the man shot himself . <eos>,The boys said that the man shot himself .,the boys said that the man shot ***mask*** .,0.0004846459287778701
267,45,embed,local,1,b,nonlocal_subj,number,men,boy,shot,himself,The men said that the boy shot himself . <eos>,The men said that the boy shot himself .,the men said that the boy shot ***mask*** .,0.00040799015267641513
268,45,embed,nonlocal,0,a,local_subj,number,boy,men,shot,himself,The boy said that the men shot himself . <eos>,The boy said that the men shot himself .,the boy said that the men shot ***mask*** .,0.009760138689315155
269,45,embed,nonlocal,0,b,local_subj,number,man,boys,shot,himself,The man said that the boys shot himself . <eos>,The man said that the boys shot himself .,the man said that the boys shot ***mask*** .,0.014520937224715522
270,46,embed,local,1,a,none,none,boy,actor,saw,himself,The boy said that the actor saw himself . <eos>,The boy said that the actor saw himself .,the boy said that the actor saw ***mask*** .,0.009630460287584712
271,46,embed,local,1,b,none,none,actor,boy,saw,himself,The actor said that the boy saw himself . <eos>,The actor said that the boy saw himself .,the actor said that the boy saw ***mask*** .,0.014884811768459428
272,46,embed,local,1,a,nonlocal_subj,number,boys,actor,saw,himself,The boys said that the actor saw himself . <eos>,The boys said that the actor saw himself .,the boys said that the actor saw ***mask*** .,0.014347760849823239
273,46,embed,local,1,b,nonlocal_subj,number,actors,boy,saw,himself,The actors said that the boy saw himself . <eos>,The actors said that the boy saw himself .,the actors said that the boy saw ***mask*** .,0.014039784366664873
274,46,embed,nonlocal,0,a,local_subj,number,boy,actors,saw,himself,The boy said that the actors saw himself . <eos>,The boy said that the actors saw himself .,the boy said that the actors saw ***mask*** .,0.061765386848506666
275,46,embed,nonlocal,0,b,local_subj,number,actor,boys,saw,himself,The actor said that the boys saw himself . <eos>,The actor said that the boys saw himself .,the actor said that the boys saw ***mask*** .,0.1488906374151542
276,47,embed,local,1,a,none,none,boy,actor,established,himself,The boy said that the actor established himself . <eos>,The boy said that the actor established himself .,the boy said that the actor established ***mask*** .,1.1755627879980363e-06
277,47,embed,local,1,b,none,none,actor,boy,established,himself,The actor said that the boy established himself . <eos>,The actor said that the boy established himself .,the actor said that the boy established ***mask*** .,1.4235138681389616e-06
278,47,embed,local,1,a,nonlocal_subj,number,boys,actor,established,himself,The boys said that the actor established himself . <eos>,The boys said that the actor established himself .,the boys said that the actor established ***mask*** .,1.8485977080828766e-06
279,47,embed,local,1,b,nonlocal_subj,number,actors,boy,established,himself,The actors said that the boy established himself . <eos>,The actors said that the boy established himself .,the actors said that the boy established ***mask*** .,2.3294077625332696e-06
280,47,embed,nonlocal,0,a,local_subj,number,boy,actors,established,himself,The boy said that the actors established himself . <eos>,The boy said that the actors established himself .,the boy said that the actors established ***mask*** .,6.295999434792574e-05
281,47,embed,nonlocal,0,b,local_subj,number,actor,boys,established,himself,The actor said that the boys established himself . <eos>,The actor said that the boys established himself .,the actor said that the boys established ***mask*** .,0.00012489634961714027
282,48,embed,local,1,a,none,none,boy,actor,devoted,himself,The boy said that the actor devoted himself . <eos>,The boy said that the actor devoted himself .,the boy said that the actor devoted ***mask*** .,2.3048022964576424e-06
283,48,embed,local,1,b,none,none,actor,boy,devoted,himself,The actor said that the boy devoted himself . <eos>,The actor said that the boy devoted himself .,the actor said that the boy devoted ***mask*** .,4.535749586197266e-06
284,48,embed,local,1,a,nonlocal_subj,number,boys,actor,devoted,himself,The boys said that the actor devoted himself . <eos>,The boys said that the actor devoted himself .,the boys said that the actor devoted ***mask*** .,2.1576090546676897e-06
285,48,embed,local,1,b,nonlocal_subj,number,actors,boy,devoted,himself,The actors said that the boy devoted himself . <eos>,The actors said that the boy devoted himself .,the actors said that the boy devoted ***mask*** .,4.943948130966342e-06
286,48,embed,nonlocal,0,a,local_subj,number,boy,actors,devoted,himself,The boy said that the actors devoted himself . <eos>,The boy said that the actors devoted himself .,the boy said that the actors devoted ***mask*** .,0.00021380846592684223
287,48,embed,nonlocal,0,b,local_subj,number,actor,boys,devoted,himself,The actor said that the boys devoted himself . <eos>,The actor said that the boys devoted himself .,the actor said that the boys devoted ***mask*** .,0.0005879012915549513
288,49,embed,local,1,a,none,none,boy,actor,considered,himself,The boy said that the actor considered himself . <eos>,The boy said that the actor considered himself .,the boy said that the actor considered ***mask*** .,0.004992577410638569
289,49,embed,local,1,b,none,none,actor,boy,considered,himself,The actor said that the boy considered himself . <eos>,The actor said that the boy considered himself .,the actor said that the boy considered ***mask*** .,0.00566771594529346
290,49,embed,local,1,a,nonlocal_subj,number,boys,actor,considered,himself,The boys said that the actor considered himself . <eos>,The boys said that the actor considered himself .,the boys said that the actor considered ***mask*** .,0.0033192142950904386
291,49,embed,local,1,b,nonlocal_subj,number,actors,boy,considered,himself,The actors said that the boy considered himself . <eos>,The actors said that the boy considered himself .,the actors said that the boy considered ***mask*** .,0.005173632458870243
292,49,embed,nonlocal,0,a,local_subj,number,boy,actors,considered,himself,The boy said that the actors considered himself . <eos>,The boy said that the actors considered himself .,the boy said that the actors considered ***mask*** .,0.04016196608631457
293,49,embed,nonlocal,0,b,local_subj,number,actor,boys,considered,himself,The actor said that the boys considered himself . <eos>,The actor said that the boys considered himself .,the actor said that the boys considered ***mask*** .,0.04073163316741806
294,50,embed,local,1,a,none,none,boy,actor,identified,himself,The boy said that the actor identified himself . <eos>,The boy said that the actor identified himself .,the boy said that the actor identified ***mask*** .,2.4767285034865287e-05
295,50,embed,local,1,b,none,none,actor,boy,identified,himself,The actor said that the boy identified himself . <eos>,The actor said that the boy identified himself .,the actor said that the boy identified ***mask*** .,1.388429953802571e-05
296,50,embed,local,1,a,nonlocal_subj,number,boys,actor,identified,himself,The boys said that the actor identified himself . <eos>,The boys said that the actor identified himself .,the boys said that the actor identified ***mask*** .,2.7065899832083644e-05
297,50,embed,local,1,b,nonlocal_subj,number,actors,boy,identified,himself,The actors said that the boy identified himself . <eos>,The actors said that the boy identified himself .,the actors said that the boy identified ***mask*** .,2.409054948768401e-05
298,50,embed,nonlocal,0,a,local_subj,number,boy,actors,identified,himself,The boy said that the actors identified himself . <eos>,The boy said that the actors identified himself .,the boy said that the actors identified ***mask*** .,0.0004166901618389862
299,50,embed,nonlocal,0,b,local_subj,number,actor,boys,identified,himself,The actor said that the boys identified himself . <eos>,The actor said that the boys identified himself .,the actor said that the boys identified ***mask*** .,0.00022499265952186277
300,51,embed,local,1,a,none,none,boy,actor,made,himself,The boy said that the actor made himself . <eos>,The boy said that the actor made himself .,the boy said that the actor made ***mask*** .,0.04402762606225553
301,51,embed,local,1,b,none,none,actor,boy,made,himself,The actor said that the boy made himself . <eos>,The actor said that the boy made himself .,the actor said that the boy made ***mask*** .,0.053284123958400015
302,51,embed,local,1,a,nonlocal_subj,number,boys,actor,made,himself,The boys said that the actor made himself . <eos>,The boys said that the actor made himself .,the boys said that the actor made ***mask*** .,0.03490792884456334
