,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
476,40,liked,embed,local,1,a,rc_subj,number,mechanic,customers,disguised,himself,The mechanic that the customers liked disguised himself . <eos>,The mechanic that the customers liked disguised himself .,the mechanic that the customers liked disguised ***mask*** .,0.0005935692704727359
477,40,liked,embed,local,1,b,rc_subj,number,customer,mechanics,disguised,himself,The customer that the mechanics liked disguised himself . <eos>,The customer that the mechanics liked disguised himself .,the customer that the mechanics liked disguised ***mask*** .,7.808937145455316e-05
478,40,liked,embed,local,1,c,rc_subj,number,banker,customers,disguised,himself,The banker that the customers liked disguised himself . <eos>,The banker that the customers liked disguised himself .,the banker that the customers liked disguised ***mask*** .,0.003555542464921113
479,40,liked,embed,local,1,d,rc_subj,number,customer,bankers,disguised,himself,The customer that the bankers liked disguised himself . <eos>,The customer that the bankers liked disguised himself .,the customer that the bankers liked disguised ***mask*** .,0.00023866551522537126
480,41,liked,embed,local,1,a,none,none,mechanic,customer,hated,himself,The mechanic that the customer liked hated himself . <eos>,The mechanic that the customer liked hated himself .,the mechanic that the customer liked hated ***mask*** .,0.02089406688450632
481,41,liked,embed,local,1,b,none,none,customer,mechanic,hated,himself,The customer that the mechanic liked hated himself . <eos>,The customer that the mechanic liked hated himself .,the customer that the mechanic liked hated ***mask*** .,0.03073122147183975
482,41,liked,embed,local,1,c,none,none,banker,customer,hated,himself,The banker that the customer liked hated himself . <eos>,The banker that the customer liked hated himself .,the banker that the customer liked hated ***mask*** .,0.03323236476459854
483,41,liked,embed,local,1,d,none,none,customer,banker,hated,himself,The customer that the banker liked hated himself . <eos>,The customer that the banker liked hated himself .,the customer that the banker liked hated ***mask*** .,0.0354932292454227
484,41,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,hated,himself,The mechanics that the customer liked hated himself . <eos>,The mechanics that the customer liked hated himself .,the mechanics that the customer liked hated ***mask*** .,0.06685641966401112
485,41,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,hated,himself,The customers that the mechanic liked hated himself . <eos>,The customers that the mechanic liked hated himself .,the customers that the mechanic liked hated ***mask*** .,0.06670868415247239
486,41,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,hated,himself,The bankers that the customer liked hated himself . <eos>,The bankers that the customer liked hated himself .,the bankers that the customer liked hated ***mask*** .,0.1028485093621793
487,41,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,hated,himself,The customers that the banker liked hated himself . <eos>,The customers that the banker liked hated himself .,the customers that the banker liked hated ***mask*** .,0.08826809632166645
488,41,liked,embed,local,1,a,rc_subj,number,mechanic,customers,hated,himself,The mechanic that the customers liked hated himself . <eos>,The mechanic that the customers liked hated himself .,the mechanic that the customers liked hated ***mask*** .,0.018487793112708244
489,41,liked,embed,local,1,b,rc_subj,number,customer,mechanics,hated,himself,The customer that the mechanics liked hated himself . <eos>,The customer that the mechanics liked hated himself .,the customer that the mechanics liked hated ***mask*** .,0.04073313652805874
490,41,liked,embed,local,1,c,rc_subj,number,banker,customers,hated,himself,The banker that the customers liked hated himself . <eos>,The banker that the customers liked hated himself .,the banker that the customers liked hated ***mask*** .,0.02591062904301927
491,41,liked,embed,local,1,d,rc_subj,number,customer,bankers,hated,himself,The customer that the bankers liked hated himself . <eos>,The customer that the bankers liked hated himself .,the customer that the bankers liked hated ***mask*** .,0.042446554649781726
492,42,liked,embed,local,1,a,none,none,mechanic,customer,doubted,himself,The mechanic that the customer liked doubted himself . <eos>,The mechanic that the customer liked doubted himself .,the mechanic that the customer liked doubted ***mask*** .,0.0029726074064627506
493,42,liked,embed,local,1,b,none,none,customer,mechanic,doubted,himself,The customer that the mechanic liked doubted himself . <eos>,The customer that the mechanic liked doubted himself .,the customer that the mechanic liked doubted ***mask*** .,0.006836000791502771
494,42,liked,embed,local,1,c,none,none,banker,customer,doubted,himself,The banker that the customer liked doubted himself . <eos>,The banker that the customer liked doubted himself .,the banker that the customer liked doubted ***mask*** .,0.003687862776027258
495,42,liked,embed,local,1,d,none,none,customer,banker,doubted,himself,The customer that the banker liked doubted himself . <eos>,The customer that the banker liked doubted himself .,the customer that the banker liked doubted ***mask*** .,0.004550528814520224
496,42,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,doubted,himself,The mechanics that the customer liked doubted himself . <eos>,The mechanics that the customer liked doubted himself .,the mechanics that the customer liked doubted ***mask*** .,0.005577713915230215
497,42,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,doubted,himself,The customers that the mechanic liked doubted himself . <eos>,The customers that the mechanic liked doubted himself .,the customers that the mechanic liked doubted ***mask*** .,0.012241816306439945
498,42,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,doubted,himself,The bankers that the customer liked doubted himself . <eos>,The bankers that the customer liked doubted himself .,the bankers that the customer liked doubted ***mask*** .,0.009454459294226926
499,42,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,doubted,himself,The customers that the banker liked doubted himself . <eos>,The customers that the banker liked doubted himself .,the customers that the banker liked doubted ***mask*** .,0.009799163956779723
500,42,liked,embed,local,1,a,rc_subj,number,mechanic,customers,doubted,himself,The mechanic that the customers liked doubted himself . <eos>,The mechanic that the customers liked doubted himself .,the mechanic that the customers liked doubted ***mask*** .,0.0036022004103032283
501,42,liked,embed,local,1,b,rc_subj,number,customer,mechanics,doubted,himself,The customer that the mechanics liked doubted himself . <eos>,The customer that the mechanics liked doubted himself .,the customer that the mechanics liked doubted ***mask*** .,0.008522308618520578
502,42,liked,embed,local,1,c,rc_subj,number,banker,customers,doubted,himself,The banker that the customers liked doubted himself . <eos>,The banker that the customers liked doubted himself .,the banker that the customers liked doubted ***mask*** .,0.004591652499923379
503,42,liked,embed,local,1,d,rc_subj,number,customer,bankers,doubted,himself,The customer that the bankers liked doubted himself . <eos>,The customer that the bankers liked doubted himself .,the customer that the bankers liked doubted ***mask*** .,0.007472128284619934
504,43,liked,embed,local,1,a,none,none,mechanic,officer,hurt,himself,The mechanic that the officer liked hurt himself . <eos>,The mechanic that the officer liked hurt himself .,the mechanic that the officer liked hurt ***mask*** .,0.0038246364291135786
505,43,liked,embed,local,1,b,none,none,officer,mechanic,hurt,himself,The officer that the mechanic liked hurt himself . <eos>,The officer that the mechanic liked hurt himself .,the officer that the mechanic liked hurt ***mask*** .,0.005328460548685641
506,43,liked,embed,local,1,c,none,none,banker,officer,hurt,himself,The banker that the officer liked hurt himself . <eos>,The banker that the officer liked hurt himself .,the banker that the officer liked hurt ***mask*** .,0.013942221931786783
507,43,liked,embed,local,1,d,none,none,officer,banker,hurt,himself,The officer that the banker liked hurt himself . <eos>,The officer that the banker liked hurt himself .,the officer that the banker liked hurt ***mask*** .,0.007258910175416401
508,43,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,hurt,himself,The mechanics that the officer liked hurt himself . <eos>,The mechanics that the officer liked hurt himself .,the mechanics that the officer liked hurt ***mask*** .,0.014407102264476763
509,43,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,hurt,himself,The officers that the mechanic liked hurt himself . <eos>,The officers that the mechanic liked hurt himself .,the officers that the mechanic liked hurt ***mask*** .,0.011915966725493691
510,43,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,hurt,himself,The bankers that the officer liked hurt himself . <eos>,The bankers that the officer liked hurt himself .,the bankers that the officer liked hurt ***mask*** .,0.05940551426567867
511,43,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,hurt,himself,The officers that the banker liked hurt himself . <eos>,The officers that the banker liked hurt himself .,the officers that the banker liked hurt ***mask*** .,0.015182256913688246
512,43,liked,embed,local,1,a,rc_subj,number,mechanic,officers,hurt,himself,The mechanic that the officers liked hurt himself . <eos>,The mechanic that the officers liked hurt himself .,the mechanic that the officers liked hurt ***mask*** .,0.005212171301572641
513,43,liked,embed,local,1,b,rc_subj,number,officer,mechanics,hurt,himself,The officer that the mechanics liked hurt himself . <eos>,The officer that the mechanics liked hurt himself .,the officer that the mechanics liked hurt ***mask*** .,0.005149854494517586
514,43,liked,embed,local,1,c,rc_subj,number,banker,officers,hurt,himself,The banker that the officers liked hurt himself . <eos>,The banker that the officers liked hurt himself .,the banker that the officers liked hurt ***mask*** .,0.023626087876319056
515,43,liked,embed,local,1,d,rc_subj,number,officer,bankers,hurt,himself,The officer that the bankers liked hurt himself . <eos>,The officer that the bankers liked hurt himself .,the officer that the bankers liked hurt ***mask*** .,0.009932994100732971
516,44,liked,embed,local,1,a,none,none,mechanic,officer,injured,himself,The mechanic that the officer liked injured himself . <eos>,The mechanic that the officer liked injured himself .,the mechanic that the officer liked injured ***mask*** .,0.007969745380841792
517,44,liked,embed,local,1,b,none,none,officer,mechanic,injured,himself,The officer that the mechanic liked injured himself . <eos>,The officer that the mechanic liked injured himself .,the officer that the mechanic liked injured ***mask*** .,0.002900112904331825
518,44,liked,embed,local,1,c,none,none,banker,officer,injured,himself,The banker that the officer liked injured himself . <eos>,The banker that the officer liked injured himself .,the banker that the officer liked injured ***mask*** .,0.021956067543198565
519,44,liked,embed,local,1,d,none,none,officer,banker,injured,himself,The officer that the banker liked injured himself . <eos>,The officer that the banker liked injured himself .,the officer that the banker liked injured ***mask*** .,0.0024511410930521125
520,44,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,injured,himself,The mechanics that the officer liked injured himself . <eos>,The mechanics that the officer liked injured himself .,the mechanics that the officer liked injured ***mask*** .,0.006794068914729861
521,44,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,injured,himself,The officers that the mechanic liked injured himself . <eos>,The officers that the mechanic liked injured himself .,the officers that the mechanic liked injured ***mask*** .,0.008315579660546416
522,44,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,injured,himself,The bankers that the officer liked injured himself . <eos>,The bankers that the officer liked injured himself .,the bankers that the officer liked injured ***mask*** .,0.016113297447542235
523,44,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,injured,himself,The officers that the banker liked injured himself . <eos>,The officers that the banker liked injured himself .,the officers that the banker liked injured ***mask*** .,0.007196808460323266
524,44,liked,embed,local,1,a,rc_subj,number,mechanic,officers,injured,himself,The mechanic that the officers liked injured himself . <eos>,The mechanic that the officers liked injured himself .,the mechanic that the officers liked injured ***mask*** .,0.03821987997797175
525,44,liked,embed,local,1,b,rc_subj,number,officer,mechanics,injured,himself,The officer that the mechanics liked injured himself . <eos>,The officer that the mechanics liked injured himself .,the officer that the mechanics liked injured ***mask*** .,0.005150094724017152
526,44,liked,embed,local,1,c,rc_subj,number,banker,officers,injured,himself,The banker that the officers liked injured himself . <eos>,The banker that the officers liked injured himself .,the banker that the officers liked injured ***mask*** .,0.04646247935636671
527,44,liked,embed,local,1,d,rc_subj,number,officer,bankers,injured,himself,The officer that the bankers liked injured himself . <eos>,The officer that the bankers liked injured himself .,the officer that the bankers liked injured ***mask*** .,0.004825459174478264
528,45,liked,embed,local,1,a,none,none,mechanic,officer,congratulated,himself,The mechanic that the officer liked congratulated himself . <eos>,The mechanic that the officer liked congratulated himself .,the mechanic that the officer liked congratulated ***mask*** .,0.0036928627301236016
529,45,liked,embed,local,1,b,none,none,officer,mechanic,congratulated,himself,The officer that the mechanic liked congratulated himself . <eos>,The officer that the mechanic liked congratulated himself .,the officer that the mechanic liked congratulated ***mask*** .,0.0035968742249758725
530,45,liked,embed,local,1,c,none,none,banker,officer,congratulated,himself,The banker that the officer liked congratulated himself . <eos>,The banker that the officer liked congratulated himself .,the banker that the officer liked congratulated ***mask*** .,0.005881788698578261
531,45,liked,embed,local,1,d,none,none,officer,banker,congratulated,himself,The officer that the banker liked congratulated himself . <eos>,The officer that the banker liked congratulated himself .,the officer that the banker liked congratulated ***mask*** .,0.004495793500894905
532,45,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,congratulated,himself,The mechanics that the officer liked congratulated himself . <eos>,The mechanics that the officer liked congratulated himself .,the mechanics that the officer liked congratulated ***mask*** .,0.009573163681695984
533,45,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,congratulated,himself,The officers that the mechanic liked congratulated himself . <eos>,The officers that the mechanic liked congratulated himself .,the officers that the mechanic liked congratulated ***mask*** .,0.011234793033304089
534,45,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,congratulated,himself,The bankers that the officer liked congratulated himself . <eos>,The bankers that the officer liked congratulated himself .,the bankers that the officer liked congratulated ***mask*** .,0.01066150708555408
535,45,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,congratulated,himself,The officers that the banker liked congratulated himself . <eos>,The officers that the banker liked congratulated himself .,the officers that the banker liked congratulated ***mask*** .,0.015140444741546282
536,45,liked,embed,local,1,a,rc_subj,number,mechanic,officers,congratulated,himself,The mechanic that the officers liked congratulated himself . <eos>,The mechanic that the officers liked congratulated himself .,the mechanic that the officers liked congratulated ***mask*** .,0.0062472051817395145
537,45,liked,embed,local,1,b,rc_subj,number,officer,mechanics,congratulated,himself,The officer that the mechanics liked congratulated himself . <eos>,The officer that the mechanics liked congratulated himself .,the officer that the mechanics liked congratulated ***mask*** .,0.0054323023958635945
538,45,liked,embed,local,1,c,rc_subj,number,banker,officers,congratulated,himself,The banker that the officers liked congratulated himself . <eos>,The banker that the officers liked congratulated himself .,the banker that the officers liked congratulated ***mask*** .,0.009863412892151759
539,45,liked,embed,local,1,d,rc_subj,number,officer,bankers,congratulated,himself,The officer that the bankers liked congratulated himself . <eos>,The officer that the bankers liked congratulated himself .,the officer that the bankers liked congratulated ***mask*** .,0.008243471973185009
540,46,liked,embed,local,1,a,none,none,mechanic,officer,embarrassed,himself,The mechanic that the officer liked embarrassed himself . <eos>,The mechanic that the officer liked embarrassed himself .,the mechanic that the officer liked embarrassed ***mask*** .,0.019495498641941406
541,46,liked,embed,local,1,b,none,none,officer,mechanic,embarrassed,himself,The officer that the mechanic liked embarrassed himself . <eos>,The officer that the mechanic liked embarrassed himself .,the officer that the mechanic liked embarrassed ***mask*** .,0.006117954133673847
542,46,liked,embed,local,1,c,none,none,banker,officer,embarrassed,himself,The banker that the officer liked embarrassed himself . <eos>,The banker that the officer liked embarrassed himself .,the banker that the officer liked embarrassed ***mask*** .,0.030557332767676134
543,46,liked,embed,local,1,d,none,none,officer,banker,embarrassed,himself,The officer that the banker liked embarrassed himself . <eos>,The officer that the banker liked embarrassed himself .,the officer that the banker liked embarrassed ***mask*** .,0.01192013216156472
544,46,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,embarrassed,himself,The mechanics that the officer liked embarrassed himself . <eos>,The mechanics that the officer liked embarrassed himself .,the mechanics that the officer liked embarrassed ***mask*** .,0.02643338242310626
545,46,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,embarrassed,himself,The officers that the mechanic liked embarrassed himself . <eos>,The officers that the mechanic liked embarrassed himself .,the officers that the mechanic liked embarrassed ***mask*** .,0.01621426893217391
546,46,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,embarrassed,himself,The bankers that the officer liked embarrassed himself . <eos>,The bankers that the officer liked embarrassed himself .,the bankers that the officer liked embarrassed ***mask*** .,0.03787624731390844
547,46,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,embarrassed,himself,The officers that the banker liked embarrassed himself . <eos>,The officers that the banker liked embarrassed himself .,the officers that the banker liked embarrassed ***mask*** .,0.024937954521229405
548,46,liked,embed,local,1,a,rc_subj,number,mechanic,officers,embarrassed,himself,The mechanic that the officers liked embarrassed himself . <eos>,The mechanic that the officers liked embarrassed himself .,the mechanic that the officers liked embarrassed ***mask*** .,0.03723492983333874
549,46,liked,embed,local,1,b,rc_subj,number,officer,mechanics,embarrassed,himself,The officer that the mechanics liked embarrassed himself . <eos>,The officer that the mechanics liked embarrassed himself .,the officer that the mechanics liked embarrassed ***mask*** .,0.007449131621867701
550,46,liked,embed,local,1,c,rc_subj,number,banker,officers,embarrassed,himself,The banker that the officers liked embarrassed himself . <eos>,The banker that the officers liked embarrassed himself .,the banker that the officers liked embarrassed ***mask*** .,0.055778350804237806
551,46,liked,embed,local,1,d,rc_subj,number,officer,bankers,embarrassed,himself,The officer that the bankers liked embarrassed himself . <eos>,The officer that the bankers liked embarrassed himself .,the officer that the bankers liked embarrassed ***mask*** .,0.0214013227221682
552,47,liked,embed,local,1,a,none,none,mechanic,officer,disguised,himself,The mechanic that the officer liked disguised himself . <eos>,The mechanic that the officer liked disguised himself .,the mechanic that the officer liked disguised ***mask*** .,0.0003388016956585336
553,47,liked,embed,local,1,b,none,none,officer,mechanic,disguised,himself,The officer that the mechanic liked disguised himself . <eos>,The officer that the mechanic liked disguised himself .,the officer that the mechanic liked disguised ***mask*** .,5.1934939762694984e-05
554,47,liked,embed,local,1,c,none,none,banker,officer,disguised,himself,The banker that the officer liked disguised himself . <eos>,The banker that the officer liked disguised himself .,the banker that the officer liked disguised ***mask*** .,0.001208156283749393
555,47,liked,embed,local,1,d,none,none,officer,banker,disguised,himself,The officer that the banker liked disguised himself . <eos>,The officer that the banker liked disguised himself .,the officer that the banker liked disguised ***mask*** .,6.152531706252179e-05
556,47,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,disguised,himself,The mechanics that the officer liked disguised himself . <eos>,The mechanics that the officer liked disguised himself .,the mechanics that the officer liked disguised ***mask*** .,0.0004811451578661178
557,47,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,disguised,himself,The officers that the mechanic liked disguised himself . <eos>,The officers that the mechanic liked disguised himself .,the officers that the mechanic liked disguised ***mask*** .,0.00025980189310927473
558,47,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,disguised,himself,The bankers that the officer liked disguised himself . <eos>,The bankers that the officer liked disguised himself .,the bankers that the officer liked disguised ***mask*** .,0.0012215028383755712
559,47,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,disguised,himself,The officers that the banker liked disguised himself . <eos>,The officers that the banker liked disguised himself .,the officers that the banker liked disguised ***mask*** .,0.00018928564067167375
560,47,liked,embed,local,1,a,rc_subj,number,mechanic,officers,disguised,himself,The mechanic that the officers liked disguised himself . <eos>,The mechanic that the officers liked disguised himself .,the mechanic that the officers liked disguised ***mask*** .,0.0017388428601315899
561,47,liked,embed,local,1,b,rc_subj,number,officer,mechanics,disguised,himself,The officer that the mechanics liked disguised himself . <eos>,The officer that the mechanics liked disguised himself .,the officer that the mechanics liked disguised ***mask*** .,5.158565853106281e-05
562,47,liked,embed,local,1,c,rc_subj,number,banker,officers,disguised,himself,The banker that the officers liked disguised himself . <eos>,The banker that the officers liked disguised himself .,the banker that the officers liked disguised ***mask*** .,0.00919949626751641
563,47,liked,embed,local,1,d,rc_subj,number,officer,bankers,disguised,himself,The officer that the bankers liked disguised himself . <eos>,The officer that the bankers liked disguised himself .,the officer that the bankers liked disguised ***mask*** .,0.0002763783801386955
564,48,liked,embed,local,1,a,none,none,mechanic,officer,hated,himself,The mechanic that the officer liked hated himself . <eos>,The mechanic that the officer liked hated himself .,the mechanic that the officer liked hated ***mask*** .,0.023461983777192854
565,48,liked,embed,local,1,b,none,none,officer,mechanic,hated,himself,The officer that the mechanic liked hated himself . <eos>,The officer that the mechanic liked hated himself .,the officer that the mechanic liked hated ***mask*** .,0.01787150417403522
566,48,liked,embed,local,1,c,none,none,banker,officer,hated,himself,The banker that the officer liked hated himself . <eos>,The banker that the officer liked hated himself .,the banker that the officer liked hated ***mask*** .,0.03581558517230675
567,48,liked,embed,local,1,d,none,none,officer,banker,hated,himself,The officer that the banker liked hated himself . <eos>,The officer that the banker liked hated himself .,the officer that the banker liked hated ***mask*** .,0.021741785448755907
568,48,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,hated,himself,The mechanics that the officer liked hated himself . <eos>,The mechanics that the officer liked hated himself .,the mechanics that the officer liked hated ***mask*** .,0.04541231350628328
569,48,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,hated,himself,The officers that the mechanic liked hated himself . <eos>,The officers that the mechanic liked hated himself .,the officers that the mechanic liked hated ***mask*** .,0.06423859218946512
570,48,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,hated,himself,The bankers that the officer liked hated himself . <eos>,The bankers that the officer liked hated himself .,the bankers that the officer liked hated ***mask*** .,0.06538148240849273
571,48,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,hated,himself,The officers that the banker liked hated himself . <eos>,The officers that the banker liked hated himself .,the officers that the banker liked hated ***mask*** .,0.06446389786226556
572,48,liked,embed,local,1,a,rc_subj,number,mechanic,officers,hated,himself,The mechanic that the officers liked hated himself . <eos>,The mechanic that the officers liked hated himself .,the mechanic that the officers liked hated ***mask*** .,0.03844841724595086
573,48,liked,embed,local,1,b,rc_subj,number,officer,mechanics,hated,himself,The officer that the mechanics liked hated himself . <eos>,The officer that the mechanics liked hated himself .,the officer that the mechanics liked hated ***mask*** .,0.02192585269742562
574,48,liked,embed,local,1,c,rc_subj,number,banker,officers,hated,himself,The banker that the officers liked hated himself . <eos>,The banker that the officers liked hated himself .,the banker that the officers liked hated ***mask*** .,0.04648806012354207
575,48,liked,embed,local,1,d,rc_subj,number,officer,bankers,hated,himself,The officer that the bankers liked hated himself . <eos>,The officer that the bankers liked hated himself .,the officer that the bankers liked hated ***mask*** .,0.03807446314861725
576,49,liked,embed,local,1,a,none,none,mechanic,officer,doubted,himself,The mechanic that the officer liked doubted himself . <eos>,The mechanic that the officer liked doubted himself .,the mechanic that the officer liked doubted ***mask*** .,0.002655782096856079
577,49,liked,embed,local,1,b,none,none,officer,mechanic,doubted,himself,The officer that the mechanic liked doubted himself . <eos>,The officer that the mechanic liked doubted himself .,the officer that the mechanic liked doubted ***mask*** .,0.0051239364152728265
578,49,liked,embed,local,1,c,none,none,banker,officer,doubted,himself,The banker that the officer liked doubted himself . <eos>,The banker that the officer liked doubted himself .,the banker that the officer liked doubted ***mask*** .,0.0036937703009718966
579,49,liked,embed,local,1,d,none,none,officer,banker,doubted,himself,The officer that the banker liked doubted himself . <eos>,The officer that the banker liked doubted himself .,the officer that the banker liked doubted ***mask*** .,0.0043954572070315215
580,49,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,doubted,himself,The mechanics that the officer liked doubted himself . <eos>,The mechanics that the officer liked doubted himself .,the mechanics that the officer liked doubted ***mask*** .,0.007071317365525721
581,49,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,doubted,himself,The officers that the mechanic liked doubted himself . <eos>,The officers that the mechanic liked doubted himself .,the officers that the mechanic liked doubted ***mask*** .,0.016365549040497338
582,49,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,doubted,himself,The bankers that the officer liked doubted himself . <eos>,The bankers that the officer liked doubted himself .,the bankers that the officer liked doubted ***mask*** .,0.009419501548530463
583,49,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,doubted,himself,The officers that the banker liked doubted himself . <eos>,The officers that the banker liked doubted himself .,the officers that the banker liked doubted ***mask*** .,0.01402442964642485
584,49,liked,embed,local,1,a,rc_subj,number,mechanic,officers,doubted,himself,The mechanic that the officers liked doubted himself . <eos>,The mechanic that the officers liked doubted himself .,the mechanic that the officers liked doubted ***mask*** .,0.003924883410089088
585,49,liked,embed,local,1,b,rc_subj,number,officer,mechanics,doubted,himself,The officer that the mechanics liked doubted himself . <eos>,The officer that the mechanics liked doubted himself .,the officer that the mechanics liked doubted ***mask*** .,0.005922443011524403
586,49,liked,embed,local,1,c,rc_subj,number,banker,officers,doubted,himself,The banker that the officers liked doubted himself . <eos>,The banker that the officers liked doubted himself .,the banker that the officers liked doubted ***mask*** .,0.009081045561944959
587,49,liked,embed,local,1,d,rc_subj,number,officer,bankers,doubted,himself,The officer that the bankers liked doubted himself . <eos>,The officer that the bankers liked doubted himself .,the officer that the bankers liked doubted ***mask*** .,0.008406046758683406
588,50,liked,embed,local,1,a,none,none,mechanic,teacher,hurt,himself,The mechanic that the teacher liked hurt himself . <eos>,The mechanic that the teacher liked hurt himself .,the mechanic that the teacher liked hurt ***mask*** .,0.007858967771529037
589,50,liked,embed,local,1,b,none,none,teacher,mechanic,hurt,himself,The teacher that the mechanic liked hurt himself . <eos>,The teacher that the mechanic liked hurt himself .,the teacher that the mechanic liked hurt ***mask*** .,0.003579113378224567
590,50,liked,embed,local,1,c,none,none,banker,teacher,hurt,himself,The banker that the teacher liked hurt himself . <eos>,The banker that the teacher liked hurt himself .,the banker that the teacher liked hurt ***mask*** .,0.015145084875980597
591,50,liked,embed,local,1,d,none,none,teacher,banker,hurt,himself,The teacher that the banker liked hurt himself . <eos>,The teacher that the banker liked hurt himself .,the teacher that the banker liked hurt ***mask*** .,0.005603818252911325
592,50,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,hurt,himself,The mechanics that the teacher liked hurt himself . <eos>,The mechanics that the teacher liked hurt himself .,the mechanics that the teacher liked hurt ***mask*** .,0.03805191117916781
593,50,liked,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,hurt,himself,The teachers that the mechanic liked hurt himself . <eos>,The teachers that the mechanic liked hurt himself .,the teachers that the mechanic liked hurt ***mask*** .,0.011358167213631622
594,50,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,hurt,himself,The bankers that the teacher liked hurt himself . <eos>,The bankers that the teacher liked hurt himself .,the bankers that the teacher liked hurt ***mask*** .,0.052501836722206506
595,50,liked,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,hurt,himself,The teachers that the banker liked hurt himself . <eos>,The teachers that the banker liked hurt himself .,the teachers that the banker liked hurt ***mask*** .,0.012741694246838861
596,50,liked,embed,local,1,a,rc_subj,number,mechanic,teachers,hurt,himself,The mechanic that the teachers liked hurt himself . <eos>,The mechanic that the teachers liked hurt himself .,the mechanic that the teachers liked hurt ***mask*** .,0.017302663197228896
597,50,liked,embed,local,1,b,rc_subj,number,teacher,mechanics,hurt,himself,The teacher that the mechanics liked hurt himself . <eos>,The teacher that the mechanics liked hurt himself .,the teacher that the mechanics liked hurt ***mask*** .,0.004692251972943594
598,50,liked,embed,local,1,c,rc_subj,number,banker,teachers,hurt,himself,The banker that the teachers liked hurt himself . <eos>,The banker that the teachers liked hurt himself .,the banker that the teachers liked hurt ***mask*** .,0.03008102336817972
599,50,liked,embed,local,1,d,rc_subj,number,teacher,bankers,hurt,himself,The teacher that the bankers liked hurt himself . <eos>,The teacher that the bankers liked hurt himself .,the teacher that the bankers liked hurt ***mask*** .,0.007562634496412164
600,51,liked,embed,local,1,a,none,none,mechanic,teacher,injured,himself,The mechanic that the teacher liked injured himself . <eos>,The mechanic that the teacher liked injured himself .,the mechanic that the teacher liked injured ***mask*** .,0.0014397689842825464
601,51,liked,embed,local,1,b,none,none,teacher,mechanic,injured,himself,The teacher that the mechanic liked injured himself . <eos>,The teacher that the mechanic liked injured himself .,the teacher that the mechanic liked injured ***mask*** .,0.007159735362160511
602,51,liked,embed,local,1,c,none,none,banker,teacher,injured,himself,The banker that the teacher liked injured himself . <eos>,The banker that the teacher liked injured himself .,the banker that the teacher liked injured ***mask*** .,0.025338115437793025
603,51,liked,embed,local,1,d,none,none,teacher,banker,injured,himself,The teacher that the banker liked injured himself . <eos>,The teacher that the banker liked injured himself .,the teacher that the banker liked injured ***mask*** .,0.01127154560709739
604,51,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,injured,himself,The mechanics that the teacher liked injured himself . <eos>,The mechanics that the teacher liked injured himself .,the mechanics that the teacher liked injured ***mask*** .,0.006227493204743882
