,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
182,16,simple,local,c-command,1,a,female,none,none,girls,daughters,saw,themselves,The girls near the daughters saw themselves . <eos>,The girls near the daughters saw themselves .,the girls near the daughters saw ***mask*** .,0.08206046555354331
183,16,simple,local,c-command,1,b,female,none,none,daughters,girls,saw,themselves,The daughters near the girls saw themselves . <eos>,The daughters near the girls saw themselves .,the daughters near the girls saw ***mask*** .,0.09308281075151321
184,16,simple,local,no-c-command,0,a,male,head,number,boy,sons,saw,themselves,The boy near the sons saw themselves . <eos>,The boy near the sons saw themselves .,the boy near the sons saw ***mask*** .,0.42733709191054053
185,16,simple,local,no-c-command,0,b,male,head,number,son,boys,saw,themselves,The son near the boys saw themselves . <eos>,The son near the boys saw themselves .,the son near the boys saw ***mask*** .,0.36213337787988714
186,16,simple,local,no-c-command,0,a,female,head,number,girl,daughters,saw,themselves,The girl near the daughters saw themselves . <eos>,The girl near the daughters saw themselves .,the girl near the daughters saw ***mask*** .,0.4438056707623534
187,16,simple,local,no-c-command,0,b,female,head,number,daughter,girls,saw,themselves,The daughter near the girls saw themselves . <eos>,The daughter near the girls saw themselves .,the daughter near the girls saw ***mask*** .,0.3777011105960548
188,16,simple,local,c-command,1,a,male,distractor,number,boys,son,saw,themselves,The boys near the son saw themselves . <eos>,The boys near the son saw themselves .,the boys near the son saw ***mask*** .,0.10686812382274138
189,16,simple,local,c-command,1,b,male,distractor,number,sons,boy,saw,themselves,The sons near the boy saw themselves . <eos>,The sons near the boy saw themselves .,the sons near the boy saw ***mask*** .,0.11057174330672496
190,16,simple,local,c-command,1,a,female,distractor,number,girls,daughter,saw,themselves,The girls near the daughter saw themselves . <eos>,The girls near the daughter saw themselves .,the girls near the daughter saw ***mask*** .,0.07866858890319949
191,16,simple,local,c-command,1,b,female,distractor,number,daughters,girl,saw,themselves,The daughters near the girl saw themselves . <eos>,The daughters near the girl saw themselves .,the daughters near the girl saw ***mask*** .,0.08911051154465825
192,17,simple,local,c-command,1,a,male,none,none,boys,sons,established,themselves,The boys near the sons established themselves . <eos>,The boys near the sons established themselves .,the boys near the sons established ***mask*** .,2.4718487586187676e-05
193,17,simple,local,c-command,1,b,male,none,none,sons,boys,established,themselves,The sons near the boys established themselves . <eos>,The sons near the boys established themselves .,the sons near the boys established ***mask*** .,2.718315803963879e-05
194,17,simple,local,c-command,1,a,female,none,none,girls,daughters,established,themselves,The girls near the daughters established themselves . <eos>,The girls near the daughters established themselves .,the girls near the daughters established ***mask*** .,1.1641504686048646e-05
195,17,simple,local,c-command,1,b,female,none,none,daughters,girls,established,themselves,The daughters near the girls established themselves . <eos>,The daughters near the girls established themselves .,the daughters near the girls established ***mask*** .,2.3245077098835456e-05
196,17,simple,local,no-c-command,0,a,male,head,number,boy,sons,established,themselves,The boy near the sons established themselves . <eos>,The boy near the sons established themselves .,the boy near the sons established ***mask*** .,0.00017311778223894975
197,17,simple,local,no-c-command,0,b,male,head,number,son,boys,established,themselves,The son near the boys established themselves . <eos>,The son near the boys established themselves .,the son near the boys established ***mask*** .,0.0004305976246940783
198,17,simple,local,no-c-command,0,a,female,head,number,girl,daughters,established,themselves,The girl near the daughters established themselves . <eos>,The girl near the daughters established themselves .,the girl near the daughters established ***mask*** .,0.00013847382945124699
199,17,simple,local,no-c-command,0,b,female,head,number,daughter,girls,established,themselves,The daughter near the girls established themselves . <eos>,The daughter near the girls established themselves .,the daughter near the girls established ***mask*** .,0.0001900248040386174
200,17,simple,local,c-command,1,a,male,distractor,number,boys,son,established,themselves,The boys near the son established themselves . <eos>,The boys near the son established themselves .,the boys near the son established ***mask*** .,4.050708081016741e-05
201,17,simple,local,c-command,1,b,male,distractor,number,sons,boy,established,themselves,The sons near the boy established themselves . <eos>,The sons near the boy established themselves .,the sons near the boy established ***mask*** .,1.7885822519896647e-05
202,17,simple,local,c-command,1,a,female,distractor,number,girls,daughter,established,themselves,The girls near the daughter established themselves . <eos>,The girls near the daughter established themselves .,the girls near the daughter established ***mask*** .,1.188645055562185e-05
203,17,simple,local,c-command,1,b,female,distractor,number,daughters,girl,established,themselves,The daughters near the girl established themselves . <eos>,The daughters near the girl established themselves .,the daughters near the girl established ***mask*** .,1.7855316277736146e-05
204,18,simple,local,c-command,1,a,male,none,none,boys,sons,devoted,themselves,The boys near the sons devoted themselves . <eos>,The boys near the sons devoted themselves .,the boys near the sons devoted ***mask*** .,1.998591398035103e-06
205,18,simple,local,c-command,1,b,male,none,none,sons,boys,devoted,themselves,The sons near the boys devoted themselves . <eos>,The sons near the boys devoted themselves .,the sons near the boys devoted ***mask*** .,1.0306725203654113e-06
206,18,simple,local,c-command,1,a,female,none,none,girls,daughters,devoted,themselves,The girls near the daughters devoted themselves . <eos>,The girls near the daughters devoted themselves .,the girls near the daughters devoted ***mask*** .,1.1313797657108458e-06
207,18,simple,local,c-command,1,b,female,none,none,daughters,girls,devoted,themselves,The daughters near the girls devoted themselves . <eos>,The daughters near the girls devoted themselves .,the daughters near the girls devoted ***mask*** .,9.534317539596636e-07
208,18,simple,local,no-c-command,0,a,male,head,number,boy,sons,devoted,themselves,The boy near the sons devoted themselves . <eos>,The boy near the sons devoted themselves .,the boy near the sons devoted ***mask*** .,0.00030765873584696684
209,18,simple,local,no-c-command,0,b,male,head,number,son,boys,devoted,themselves,The son near the boys devoted themselves . <eos>,The son near the boys devoted themselves .,the son near the boys devoted ***mask*** .,4.5803376041616826e-05
210,18,simple,local,no-c-command,0,a,female,head,number,girl,daughters,devoted,themselves,The girl near the daughters devoted themselves . <eos>,The girl near the daughters devoted themselves .,the girl near the daughters devoted ***mask*** .,0.00038681799582894076
211,18,simple,local,no-c-command,0,b,female,head,number,daughter,girls,devoted,themselves,The daughter near the girls devoted themselves . <eos>,The daughter near the girls devoted themselves .,the daughter near the girls devoted ***mask*** .,6.722434704365601e-05
212,18,simple,local,c-command,1,a,male,distractor,number,boys,son,devoted,themselves,The boys near the son devoted themselves . <eos>,The boys near the son devoted themselves .,the boys near the son devoted ***mask*** .,5.083422562977718e-06
213,18,simple,local,c-command,1,b,male,distractor,number,sons,boy,devoted,themselves,The sons near the boy devoted themselves . <eos>,The sons near the boy devoted themselves .,the sons near the boy devoted ***mask*** .,3.440254151440145e-06
214,18,simple,local,c-command,1,a,female,distractor,number,girls,daughter,devoted,themselves,The girls near the daughter devoted themselves . <eos>,The girls near the daughter devoted themselves .,the girls near the daughter devoted ***mask*** .,3.764869640659657e-06
215,18,simple,local,c-command,1,b,female,distractor,number,daughters,girl,devoted,themselves,The daughters near the girl devoted themselves . <eos>,The daughters near the girl devoted themselves .,the daughters near the girl devoted ***mask*** .,2.6375690685650802e-06
216,19,simple,local,c-command,1,a,male,none,none,boys,sons,considered,themselves,The boys near the sons considered themselves . <eos>,The boys near the sons considered themselves .,the boys near the sons considered ***mask*** .,0.01804699898530264
217,19,simple,local,c-command,1,b,male,none,none,sons,boys,considered,themselves,The sons near the boys considered themselves . <eos>,The sons near the boys considered themselves .,the sons near the boys considered ***mask*** .,0.016980259967200872
218,19,simple,local,c-command,1,a,female,none,none,girls,daughters,considered,themselves,The girls near the daughters considered themselves . <eos>,The girls near the daughters considered themselves .,the girls near the daughters considered ***mask*** .,0.014701492958877144
219,19,simple,local,c-command,1,b,female,none,none,daughters,girls,considered,themselves,The daughters near the girls considered themselves . <eos>,The daughters near the girls considered themselves .,the daughters near the girls considered ***mask*** .,0.013187092453712844
220,19,simple,local,no-c-command,0,a,male,head,number,boy,sons,considered,themselves,The boy near the sons considered themselves . <eos>,The boy near the sons considered themselves .,the boy near the sons considered ***mask*** .,0.5161824462430172
221,19,simple,local,no-c-command,0,b,male,head,number,son,boys,considered,themselves,The son near the boys considered themselves . <eos>,The son near the boys considered themselves .,the son near the boys considered ***mask*** .,0.22201668298034166
222,19,simple,local,no-c-command,0,a,female,head,number,girl,daughters,considered,themselves,The girl near the daughters considered themselves . <eos>,The girl near the daughters considered themselves .,the girl near the daughters considered ***mask*** .,0.27098689751289357
223,19,simple,local,no-c-command,0,b,female,head,number,daughter,girls,considered,themselves,The daughter near the girls considered themselves . <eos>,The daughter near the girls considered themselves .,the daughter near the girls considered ***mask*** .,0.24495068842592535
224,19,simple,local,c-command,1,a,male,distractor,number,boys,son,considered,themselves,The boys near the son considered themselves . <eos>,The boys near the son considered themselves .,the boys near the son considered ***mask*** .,0.04931972169387807
225,19,simple,local,c-command,1,b,male,distractor,number,sons,boy,considered,themselves,The sons near the boy considered themselves . <eos>,The sons near the boy considered themselves .,the sons near the boy considered ***mask*** .,0.03478191740508756
226,19,simple,local,c-command,1,a,female,distractor,number,girls,daughter,considered,themselves,The girls near the daughter considered themselves . <eos>,The girls near the daughter considered themselves .,the girls near the daughter considered ***mask*** .,0.04135545825193691
227,19,simple,local,c-command,1,b,female,distractor,number,daughters,girl,considered,themselves,The daughters near the girl considered themselves . <eos>,The daughters near the girl considered themselves .,the daughters near the girl considered ***mask*** .,0.012643757126447556
228,20,simple,local,c-command,1,a,male,none,none,boys,sons,identified,themselves,The boys near the sons identified themselves . <eos>,The boys near the sons identified themselves .,the boys near the sons identified ***mask*** .,0.00019047836904614025
229,20,simple,local,c-command,1,b,male,none,none,sons,boys,identified,themselves,The sons near the boys identified themselves . <eos>,The sons near the boys identified themselves .,the sons near the boys identified ***mask*** .,0.00011714721985001915
230,20,simple,local,c-command,1,a,female,none,none,girls,daughters,identified,themselves,The girls near the daughters identified themselves . <eos>,The girls near the daughters identified themselves .,the girls near the daughters identified ***mask*** .,5.879045194111919e-05
231,20,simple,local,c-command,1,b,female,none,none,daughters,girls,identified,themselves,The daughters near the girls identified themselves . <eos>,The daughters near the girls identified themselves .,the daughters near the girls identified ***mask*** .,4.468155382418796e-05
232,20,simple,local,no-c-command,0,a,male,head,number,boy,sons,identified,themselves,The boy near the sons identified themselves . <eos>,The boy near the sons identified themselves .,the boy near the sons identified ***mask*** .,0.0021225201169012588
233,20,simple,local,no-c-command,0,b,male,head,number,son,boys,identified,themselves,The son near the boys identified themselves . <eos>,The son near the boys identified themselves .,the son near the boys identified ***mask*** .,0.000716881848005161
234,20,simple,local,no-c-command,0,a,female,head,number,girl,daughters,identified,themselves,The girl near the daughters identified themselves . <eos>,The girl near the daughters identified themselves .,the girl near the daughters identified ***mask*** .,0.0010803470715066807
235,20,simple,local,no-c-command,0,b,female,head,number,daughter,girls,identified,themselves,The daughter near the girls identified themselves . <eos>,The daughter near the girls identified themselves .,the daughter near the girls identified ***mask*** .,0.0006354738753818496
236,20,simple,local,c-command,1,a,male,distractor,number,boys,son,identified,themselves,The boys near the son identified themselves . <eos>,The boys near the son identified themselves .,the boys near the son identified ***mask*** .,0.00020653196666955322
237,20,simple,local,c-command,1,b,male,distractor,number,sons,boy,identified,themselves,The sons near the boy identified themselves . <eos>,The sons near the boy identified themselves .,the sons near the boy identified ***mask*** .,0.00013231590278894973
238,20,simple,local,c-command,1,a,female,distractor,number,girls,daughter,identified,themselves,The girls near the daughter identified themselves . <eos>,The girls near the daughter identified themselves .,the girls near the daughter identified ***mask*** .,6.232711151699078e-05
239,20,simple,local,c-command,1,b,female,distractor,number,daughters,girl,identified,themselves,The daughters near the girl identified themselves . <eos>,The daughters near the girl identified themselves .,the daughters near the girl identified ***mask*** .,3.2693974338473984e-05
240,21,simple,local,c-command,1,a,male,none,none,boys,sons,made,themselves,The boys near the sons made themselves . <eos>,The boys near the sons made themselves .,the boys near the sons made ***mask*** .,0.10066654617215295
241,21,simple,local,c-command,1,b,male,none,none,sons,boys,made,themselves,The sons near the boys made themselves . <eos>,The sons near the boys made themselves .,the sons near the boys made ***mask*** .,0.10552797541812028
242,21,simple,local,c-command,1,a,female,none,none,girls,daughters,made,themselves,The girls near the daughters made themselves . <eos>,The girls near the daughters made themselves .,the girls near the daughters made ***mask*** .,0.03473218530709472
243,21,simple,local,c-command,1,b,female,none,none,daughters,girls,made,themselves,The daughters near the girls made themselves . <eos>,The daughters near the girls made themselves .,the daughters near the girls made ***mask*** .,0.053886997281918585
244,21,simple,local,no-c-command,0,a,male,head,number,boy,sons,made,themselves,The boy near the sons made themselves . <eos>,The boy near the sons made themselves .,the boy near the sons made ***mask*** .,0.37326536784729225
245,21,simple,local,no-c-command,0,b,male,head,number,son,boys,made,themselves,The son near the boys made themselves . <eos>,The son near the boys made themselves .,the son near the boys made ***mask*** .,0.34724705870263867
246,21,simple,local,no-c-command,0,a,female,head,number,girl,daughters,made,themselves,The girl near the daughters made themselves . <eos>,The girl near the daughters made themselves .,the girl near the daughters made ***mask*** .,0.3198495760074993
247,21,simple,local,no-c-command,0,b,female,head,number,daughter,girls,made,themselves,The daughter near the girls made themselves . <eos>,The daughter near the girls made themselves .,the daughter near the girls made ***mask*** .,0.2890434958091249
248,21,simple,local,c-command,1,a,male,distractor,number,boys,son,made,themselves,The boys near the son made themselves . <eos>,The boys near the son made themselves .,the boys near the son made ***mask*** .,0.08602486315542558
249,21,simple,local,c-command,1,b,male,distractor,number,sons,boy,made,themselves,The sons near the boy made themselves . <eos>,The sons near the boy made themselves .,the sons near the boy made ***mask*** .,0.09984432116616838
250,21,simple,local,c-command,1,a,female,distractor,number,girls,daughter,made,themselves,The girls near the daughter made themselves . <eos>,The girls near the daughter made themselves .,the girls near the daughter made ***mask*** .,0.041452721531103846
251,21,simple,local,c-command,1,b,female,distractor,number,daughters,girl,made,themselves,The daughters near the girl made themselves . <eos>,The daughters near the girl made themselves .,the daughters near the girl made ***mask*** .,0.04454811297600308
252,22,simple,local,c-command,1,a,male,none,none,boys,sons,found,themselves,The boys near the sons found themselves . <eos>,The boys near the sons found themselves .,the boys near the sons found ***mask*** .,0.0019064353973339452
253,22,simple,local,c-command,1,b,male,none,none,sons,boys,found,themselves,The sons near the boys found themselves . <eos>,The sons near the boys found themselves .,the sons near the boys found ***mask*** .,0.003146511797990443
254,22,simple,local,c-command,1,a,female,none,none,girls,daughters,found,themselves,The girls near the daughters found themselves . <eos>,The girls near the daughters found themselves .,the girls near the daughters found ***mask*** .,0.0008358614459893414
255,22,simple,local,c-command,1,b,female,none,none,daughters,girls,found,themselves,The daughters near the girls found themselves . <eos>,The daughters near the girls found themselves .,the daughters near the girls found ***mask*** .,0.0014828944176331908
256,22,simple,local,no-c-command,0,a,male,head,number,boy,sons,found,themselves,The boy near the sons found themselves . <eos>,The boy near the sons found themselves .,the boy near the sons found ***mask*** .,0.06445100246245457
257,22,simple,local,no-c-command,0,b,male,head,number,son,boys,found,themselves,The son near the boys found themselves . <eos>,The son near the boys found themselves .,the son near the boys found ***mask*** .,0.03865042397619369
258,22,simple,local,no-c-command,0,a,female,head,number,girl,daughters,found,themselves,The girl near the daughters found themselves . <eos>,The girl near the daughters found themselves .,the girl near the daughters found ***mask*** .,0.028354261459553543
259,22,simple,local,no-c-command,0,b,female,head,number,daughter,girls,found,themselves,The daughter near the girls found themselves . <eos>,The daughter near the girls found themselves .,the daughter near the girls found ***mask*** .,0.022375561263072313
260,22,simple,local,c-command,1,a,male,distractor,number,boys,son,found,themselves,The boys near the son found themselves . <eos>,The boys near the son found themselves .,the boys near the son found ***mask*** .,0.005457127480771427
261,22,simple,local,c-command,1,b,male,distractor,number,sons,boy,found,themselves,The sons near the boy found themselves . <eos>,The sons near the boy found themselves .,the sons near the boy found ***mask*** .,0.008214283519105822
262,22,simple,local,c-command,1,a,female,distractor,number,girls,daughter,found,themselves,The girls near the daughter found themselves . <eos>,The girls near the daughter found themselves .,the girls near the daughter found ***mask*** .,0.0017635562340817517
263,22,simple,local,c-command,1,b,female,distractor,number,daughters,girl,found,themselves,The daughters near the girl found themselves . <eos>,The daughters near the girl found themselves .,the daughters near the girl found ***mask*** .,0.0036665455404764004
264,23,simple,local,c-command,1,a,male,none,none,boys,sons,distinguished,themselves,The boys near the sons distinguished themselves . <eos>,The boys near the sons distinguished themselves .,the boys near the sons distinguished ***mask*** .,4.205969033736673e-08
265,23,simple,local,c-command,1,b,male,none,none,sons,boys,distinguished,themselves,The sons near the boys distinguished themselves . <eos>,The sons near the boys distinguished themselves .,the sons near the boys distinguished ***mask*** .,1.6861019590412246e-08
266,23,simple,local,c-command,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls near the daughters distinguished themselves . <eos>,The girls near the daughters distinguished themselves .,the girls near the daughters distinguished ***mask*** .,6.211432624310634e-08
267,23,simple,local,c-command,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters near the girls distinguished themselves . <eos>,The daughters near the girls distinguished themselves .,the daughters near the girls distinguished ***mask*** .,4.4476790549827126e-08
268,23,simple,local,no-c-command,0,a,male,head,number,boy,sons,distinguished,themselves,The boy near the sons distinguished themselves . <eos>,The boy near the sons distinguished themselves .,the boy near the sons distinguished ***mask*** .,6.090287025311988e-06
269,23,simple,local,no-c-command,0,b,male,head,number,son,boys,distinguished,themselves,The son near the boys distinguished themselves . <eos>,The son near the boys distinguished themselves .,the son near the boys distinguished ***mask*** .,5.988439588248162e-07
270,23,simple,local,no-c-command,0,a,female,head,number,girl,daughters,distinguished,themselves,The girl near the daughters distinguished themselves . <eos>,The girl near the daughters distinguished themselves .,the girl near the daughters distinguished ***mask*** .,3.7333001884623123e-05
271,23,simple,local,no-c-command,0,b,female,head,number,daughter,girls,distinguished,themselves,The daughter near the girls distinguished themselves . <eos>,The daughter near the girls distinguished themselves .,the daughter near the girls distinguished ***mask*** .,5.240407667714582e-06
272,23,simple,local,c-command,1,a,male,distractor,number,boys,son,distinguished,themselves,The boys near the son distinguished themselves . <eos>,The boys near the son distinguished themselves .,the boys near the son distinguished ***mask*** .,8.257441870181748e-08
273,23,simple,local,c-command,1,b,male,distractor,number,sons,boy,distinguished,themselves,The sons near the boy distinguished themselves . <eos>,The sons near the boy distinguished themselves .,the sons near the boy distinguished ***mask*** .,2.4137880894474954e-08
274,23,simple,local,c-command,1,a,female,distractor,number,girls,daughter,distinguished,themselves,The girls near the daughter distinguished themselves . <eos>,The girls near the daughter distinguished themselves .,the girls near the daughter distinguished ***mask*** .,1.7244635459281136e-07
275,23,simple,local,c-command,1,b,female,distractor,number,daughters,girl,distinguished,themselves,The daughters near the girl distinguished themselves . <eos>,The daughters near the girl distinguished themselves .,the daughters near the girl distinguished ***mask*** .,1.414418737608214e-07
276,24,simple,local,c-command,1,a,male,none,none,boys,sons,taught,themselves,The boys near the sons taught themselves . <eos>,The boys near the sons taught themselves .,the boys near the sons taught ***mask*** .,0.0017077156896255876
277,24,simple,local,c-command,1,b,male,none,none,sons,boys,taught,themselves,The sons near the boys taught themselves . <eos>,The sons near the boys taught themselves .,the sons near the boys taught ***mask*** .,0.002136909614089374
278,24,simple,local,c-command,1,a,female,none,none,girls,daughters,taught,themselves,The girls near the daughters taught themselves . <eos>,The girls near the daughters taught themselves .,the girls near the daughters taught ***mask*** .,0.001971885594713662
279,24,simple,local,c-command,1,b,female,none,none,daughters,girls,taught,themselves,The daughters near the girls taught themselves . <eos>,The daughters near the girls taught themselves .,the daughters near the girls taught ***mask*** .,0.002557159948080464
280,24,simple,local,no-c-command,0,a,male,head,number,boy,sons,taught,themselves,The boy near the sons taught themselves . <eos>,The boy near the sons taught themselves .,the boy near the sons taught ***mask*** .,0.03290068547689335
281,24,simple,local,no-c-command,0,b,male,head,number,son,boys,taught,themselves,The son near the boys taught themselves . <eos>,The son near the boys taught themselves .,the son near the boys taught ***mask*** .,0.01525490521260707
282,24,simple,local,no-c-command,0,a,female,head,number,girl,daughters,taught,themselves,The girl near the daughters taught themselves . <eos>,The girl near the daughters taught themselves .,the girl near the daughters taught ***mask*** .,0.024630676195361346
283,24,simple,local,no-c-command,0,b,female,head,number,daughter,girls,taught,themselves,The daughter near the girls taught themselves . <eos>,The daughter near the girls taught themselves .,the daughter near the girls taught ***mask*** .,0.014586332742089106
284,24,simple,local,c-command,1,a,male,distractor,number,boys,son,taught,themselves,The boys near the son taught themselves . <eos>,The boys near the son taught themselves .,the boys near the son taught ***mask*** .,0.004268764034910234
285,24,simple,local,c-command,1,b,male,distractor,number,sons,boy,taught,themselves,The sons near the boy taught themselves . <eos>,The sons near the boy taught themselves .,the sons near the boy taught ***mask*** .,0.019210531978725482
286,24,simple,local,c-command,1,a,female,distractor,number,girls,daughter,taught,themselves,The girls near the daughter taught themselves . <eos>,The girls near the daughter taught themselves .,the girls near the daughter taught ***mask*** .,0.0041437418811100446
287,24,simple,local,c-command,1,b,female,distractor,number,daughters,girl,taught,themselves,The daughters near the girl taught themselves . <eos>,The daughters near the girl taught themselves .,the daughters near the girl taught ***mask*** .,0.00831527522567341
288,25,simple,local,c-command,1,a,male,none,none,boys,sons,killed,themselves,The boys near the sons killed themselves . <eos>,The boys near the sons killed themselves .,the boys near the sons killed ***mask*** .,0.00021570956469879742
289,25,simple,local,c-command,1,b,male,none,none,sons,boys,killed,themselves,The sons near the boys killed themselves . <eos>,The sons near the boys killed themselves .,the sons near the boys killed ***mask*** .,0.00013608082539791336
290,25,simple,local,c-command,1,a,female,none,none,girls,daughters,killed,themselves,The girls near the daughters killed themselves . <eos>,The girls near the daughters killed themselves .,the girls near the daughters killed ***mask*** .,2.57133995676256e-05
291,25,simple,local,c-command,1,b,female,none,none,daughters,girls,killed,themselves,The daughters near the girls killed themselves . <eos>,The daughters near the girls killed themselves .,the daughters near the girls killed ***mask*** .,0.00010012950978909136
292,25,simple,local,no-c-command,0,a,male,head,number,boy,sons,killed,themselves,The boy near the sons killed themselves . <eos>,The boy near the sons killed themselves .,the boy near the sons killed ***mask*** .,0.011211230960579396
293,25,simple,local,no-c-command,0,b,male,head,number,son,boys,killed,themselves,The son near the boys killed themselves . <eos>,The son near the boys killed themselves .,the son near the boys killed ***mask*** .,0.0009681483964661945
294,25,simple,local,no-c-command,0,a,female,head,number,girl,daughters,killed,themselves,The girl near the daughters killed themselves . <eos>,The girl near the daughters killed themselves .,the girl near the daughters killed ***mask*** .,0.0014534212648978282
295,25,simple,local,no-c-command,0,b,female,head,number,daughter,girls,killed,themselves,The daughter near the girls killed themselves . <eos>,The daughter near the girls killed themselves .,the daughter near the girls killed ***mask*** .,0.0008976177866912324
296,25,simple,local,c-command,1,a,male,distractor,number,boys,son,killed,themselves,The boys near the son killed themselves . <eos>,The boys near the son killed themselves .,the boys near the son killed ***mask*** .,0.00043375755461975724
297,25,simple,local,c-command,1,b,male,distractor,number,sons,boy,killed,themselves,The sons near the boy killed themselves . <eos>,The sons near the boy killed themselves .,the sons near the boy killed ***mask*** .,0.0016787134875457716
298,25,simple,local,c-command,1,a,female,distractor,number,girls,daughter,killed,themselves,The girls near the daughter killed themselves . <eos>,The girls near the daughter killed themselves .,the girls near the daughter killed ***mask*** .,0.0002230588833777339
299,25,simple,local,c-command,1,b,female,distractor,number,daughters,girl,killed,themselves,The daughters near the girl killed themselves . <eos>,The daughters near the girl killed themselves .,the daughters near the girl killed ***mask*** .,0.0002882721060771762
300,26,simple,local,c-command,1,a,male,none,none,boys,sons,called,themselves,The boys near the sons called themselves . <eos>,The boys near the sons called themselves .,the boys near the sons called ***mask*** .,0.01874461487879305
301,26,simple,local,c-command,1,b,male,none,none,sons,boys,called,themselves,The sons near the boys called themselves . <eos>,The sons near the boys called themselves .,the sons near the boys called ***mask*** .,0.014899357727099823
302,26,simple,local,c-command,1,a,female,none,none,girls,daughters,called,themselves,The girls near the daughters called themselves . <eos>,The girls near the daughters called themselves .,the girls near the daughters called ***mask*** .,0.011737626802344452
303,26,simple,local,c-command,1,b,female,none,none,daughters,girls,called,themselves,The daughters near the girls called themselves . <eos>,The daughters near the girls called themselves .,the daughters near the girls called ***mask*** .,0.008861912562724191
304,26,simple,local,no-c-command,0,a,male,head,number,boy,sons,called,themselves,The boy near the sons called themselves . <eos>,The boy near the sons called themselves .,the boy near the sons called ***mask*** .,0.9789872453543562
305,26,simple,local,no-c-command,0,b,male,head,number,son,boys,called,themselves,The son near the boys called themselves . <eos>,The son near the boys called themselves .,the son near the boys called ***mask*** .,0.78545408774614
306,26,simple,local,no-c-command,0,a,female,head,number,girl,daughters,called,themselves,The girl near the daughters called themselves . <eos>,The girl near the daughters called themselves .,the girl near the daughters called ***mask*** .,1.0311456959415586
307,26,simple,local,no-c-command,0,b,female,head,number,daughter,girls,called,themselves,The daughter near the girls called themselves . <eos>,The daughter near the girls called themselves .,the daughter near the girls called ***mask*** .,0.9869778012428791
308,26,simple,local,c-command,1,a,male,distractor,number,boys,son,called,themselves,The boys near the son called themselves . <eos>,The boys near the son called themselves .,the boys near the son called ***mask*** .,0.02810720681429322
309,26,simple,local,c-command,1,b,male,distractor,number,sons,boy,called,themselves,The sons near the boy called themselves . <eos>,The sons near the boy called themselves .,the sons near the boy called ***mask*** .,0.013584082983112514
310,26,simple,local,c-command,1,a,female,distractor,number,girls,daughter,called,themselves,The girls near the daughter called themselves . <eos>,The girls near the daughter called themselves .,the girls near the daughter called ***mask*** .,0.02253395931919907
311,26,simple,local,c-command,1,b,female,distractor,number,daughters,girl,called,themselves,The daughters near the girl called themselves . <eos>,The daughters near the girl called themselves .,the daughters near the girl called ***mask*** .,0.008444080586419489
312,27,simple,local,c-command,1,a,male,none,none,boys,sons,dedicated,themselves,The boys near the sons dedicated themselves . <eos>,The boys near the sons dedicated themselves .,the boys near the sons dedicated ***mask*** .,3.430076580390939e-05
313,27,simple,local,c-command,1,b,male,none,none,sons,boys,dedicated,themselves,The sons near the boys dedicated themselves . <eos>,The sons near the boys dedicated themselves .,the sons near the boys dedicated ***mask*** .,2.2511007075360106e-05
314,27,simple,local,c-command,1,a,female,none,none,girls,daughters,dedicated,themselves,The girls near the daughters dedicated themselves . <eos>,The girls near the daughters dedicated themselves .,the girls near the daughters dedicated ***mask*** .,1.3613222316166681e-05
315,27,simple,local,c-command,1,b,female,none,none,daughters,girls,dedicated,themselves,The daughters near the girls dedicated themselves . <eos>,The daughters near the girls dedicated themselves .,the daughters near the girls dedicated ***mask*** .,3.4782886228195355e-05
316,27,simple,local,no-c-command,0,a,male,head,number,boy,sons,dedicated,themselves,The boy near the sons dedicated themselves . <eos>,The boy near the sons dedicated themselves .,the boy near the sons dedicated ***mask*** .,0.0011675994192814907
317,27,simple,local,no-c-command,0,b,male,head,number,son,boys,dedicated,themselves,The son near the boys dedicated themselves . <eos>,The son near the boys dedicated themselves .,the son near the boys dedicated ***mask*** .,0.0014456823475435144
318,27,simple,local,no-c-command,0,a,female,head,number,girl,daughters,dedicated,themselves,The girl near the daughters dedicated themselves . <eos>,The girl near the daughters dedicated themselves .,the girl near the daughters dedicated ***mask*** .,0.0010929327241244033
319,27,simple,local,no-c-command,0,b,female,head,number,daughter,girls,dedicated,themselves,The daughter near the girls dedicated themselves . <eos>,The daughter near the girls dedicated themselves .,the daughter near the girls dedicated ***mask*** .,0.002171576410663838
320,27,simple,local,c-command,1,a,male,distractor,number,boys,son,dedicated,themselves,The boys near the son dedicated themselves . <eos>,The boys near the son dedicated themselves .,the boys near the son dedicated ***mask*** .,0.00022747272878140523
321,27,simple,local,c-command,1,b,male,distractor,number,sons,boy,dedicated,themselves,The sons near the boy dedicated themselves . <eos>,The sons near the boy dedicated themselves .,the sons near the boy dedicated ***mask*** .,6.864642816170098e-05
322,27,simple,local,c-command,1,a,female,distractor,number,girls,daughter,dedicated,themselves,The girls near the daughter dedicated themselves . <eos>,The girls near the daughter dedicated themselves .,the girls near the daughter dedicated ***mask*** .,0.00010245907003278868
