,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
440,37,liked,embed,local,1,a,rc_subj,number,mechanic,customers,injured,herself,The mechanic that the customers liked injured herself . <eos>,The mechanic that the customers liked injured herself .,the mechanic that the customers liked injured ***mask*** .,0.3432893446735969
441,37,liked,embed,local,1,b,rc_subj,number,customer,mechanics,injured,herself,The customer that the mechanics liked injured herself . <eos>,The customer that the mechanics liked injured herself .,the customer that the mechanics liked injured ***mask*** .,0.26528075950200936
442,37,liked,embed,local,1,c,rc_subj,number,banker,customers,injured,herself,The banker that the customers liked injured herself . <eos>,The banker that the customers liked injured herself .,the banker that the customers liked injured ***mask*** .,0.29332746008606275
443,37,liked,embed,local,1,d,rc_subj,number,customer,bankers,injured,herself,The customer that the bankers liked injured herself . <eos>,The customer that the bankers liked injured herself .,the customer that the bankers liked injured ***mask*** .,0.06625974553474542
444,38,liked,embed,local,1,a,none,none,mechanic,customer,congratulated,herself,The mechanic that the customer liked congratulated herself . <eos>,The mechanic that the customer liked congratulated herself .,the mechanic that the customer liked congratulated ***mask*** .,0.016482168121055834
445,38,liked,embed,local,1,b,none,none,customer,mechanic,congratulated,herself,The customer that the mechanic liked congratulated herself . <eos>,The customer that the mechanic liked congratulated herself .,the customer that the mechanic liked congratulated ***mask*** .,0.01475230654509974
446,38,liked,embed,local,1,c,none,none,banker,customer,congratulated,herself,The banker that the customer liked congratulated herself . <eos>,The banker that the customer liked congratulated herself .,the banker that the customer liked congratulated ***mask*** .,0.023330329726832084
447,38,liked,embed,local,1,d,none,none,customer,banker,congratulated,herself,The customer that the banker liked congratulated herself . <eos>,The customer that the banker liked congratulated herself .,the customer that the banker liked congratulated ***mask*** .,0.023502678398028012
448,38,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,congratulated,herself,The mechanics that the customer liked congratulated herself . <eos>,The mechanics that the customer liked congratulated herself .,the mechanics that the customer liked congratulated ***mask*** .,0.029253868616689563
449,38,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,congratulated,herself,The customers that the mechanic liked congratulated herself . <eos>,The customers that the mechanic liked congratulated herself .,the customers that the mechanic liked congratulated ***mask*** .,0.03337056542587469
450,38,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,congratulated,herself,The bankers that the customer liked congratulated herself . <eos>,The bankers that the customer liked congratulated herself .,the bankers that the customer liked congratulated ***mask*** .,0.02535784863216878
451,38,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,congratulated,herself,The customers that the banker liked congratulated herself . <eos>,The customers that the banker liked congratulated herself .,the customers that the banker liked congratulated ***mask*** .,0.06593754936713445
452,38,liked,embed,local,1,a,rc_subj,number,mechanic,customers,congratulated,herself,The mechanic that the customers liked congratulated herself . <eos>,The mechanic that the customers liked congratulated herself .,the mechanic that the customers liked congratulated ***mask*** .,0.016880819044439905
453,38,liked,embed,local,1,b,rc_subj,number,customer,mechanics,congratulated,herself,The customer that the mechanics liked congratulated herself . <eos>,The customer that the mechanics liked congratulated herself .,the customer that the mechanics liked congratulated ***mask*** .,0.020446478669046433
454,38,liked,embed,local,1,c,rc_subj,number,banker,customers,congratulated,herself,The banker that the customers liked congratulated herself . <eos>,The banker that the customers liked congratulated herself .,the banker that the customers liked congratulated ***mask*** .,0.022097115497295965
455,38,liked,embed,local,1,d,rc_subj,number,customer,bankers,congratulated,herself,The customer that the bankers liked congratulated herself . <eos>,The customer that the bankers liked congratulated herself .,the customer that the bankers liked congratulated ***mask*** .,0.036801028261059555
456,39,liked,embed,local,1,a,none,none,mechanic,customer,embarrassed,herself,The mechanic that the customer liked embarrassed herself . <eos>,The mechanic that the customer liked embarrassed herself .,the mechanic that the customer liked embarrassed ***mask*** .,0.04466931461895004
457,39,liked,embed,local,1,b,none,none,customer,mechanic,embarrassed,herself,The customer that the mechanic liked embarrassed herself . <eos>,The customer that the mechanic liked embarrassed herself .,the customer that the mechanic liked embarrassed ***mask*** .,0.03324366135003272
458,39,liked,embed,local,1,c,none,none,banker,customer,embarrassed,herself,The banker that the customer liked embarrassed herself . <eos>,The banker that the customer liked embarrassed herself .,the banker that the customer liked embarrassed ***mask*** .,0.041881328139411554
459,39,liked,embed,local,1,d,none,none,customer,banker,embarrassed,herself,The customer that the banker liked embarrassed herself . <eos>,The customer that the banker liked embarrassed herself .,the customer that the banker liked embarrassed ***mask*** .,0.09231073691919311
460,39,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,embarrassed,herself,The mechanics that the customer liked embarrassed herself . <eos>,The mechanics that the customer liked embarrassed herself .,the mechanics that the customer liked embarrassed ***mask*** .,0.09117042414224324
461,39,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,embarrassed,herself,The customers that the mechanic liked embarrassed herself . <eos>,The customers that the mechanic liked embarrassed herself .,the customers that the mechanic liked embarrassed ***mask*** .,0.052985268101075185
462,39,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,embarrassed,herself,The bankers that the customer liked embarrassed herself . <eos>,The bankers that the customer liked embarrassed herself .,the bankers that the customer liked embarrassed ***mask*** .,0.06965255735461774
463,39,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,embarrassed,herself,The customers that the banker liked embarrassed herself . <eos>,The customers that the banker liked embarrassed herself .,the customers that the banker liked embarrassed ***mask*** .,0.1530533364090044
464,39,liked,embed,local,1,a,rc_subj,number,mechanic,customers,embarrassed,herself,The mechanic that the customers liked embarrassed herself . <eos>,The mechanic that the customers liked embarrassed herself .,the mechanic that the customers liked embarrassed ***mask*** .,0.04134838273882298
465,39,liked,embed,local,1,b,rc_subj,number,customer,mechanics,embarrassed,herself,The customer that the mechanics liked embarrassed herself . <eos>,The customer that the mechanics liked embarrassed herself .,the customer that the mechanics liked embarrassed ***mask*** .,0.07161531242483224
466,39,liked,embed,local,1,c,rc_subj,number,banker,customers,embarrassed,herself,The banker that the customers liked embarrassed herself . <eos>,The banker that the customers liked embarrassed herself .,the banker that the customers liked embarrassed ***mask*** .,0.04275388497604844
467,39,liked,embed,local,1,d,rc_subj,number,customer,bankers,embarrassed,herself,The customer that the bankers liked embarrassed herself . <eos>,The customer that the bankers liked embarrassed herself .,the customer that the bankers liked embarrassed ***mask*** .,0.15664518093370647
468,40,liked,embed,local,1,a,none,none,mechanic,customer,disguised,herself,The mechanic that the customer liked disguised herself . <eos>,The mechanic that the customer liked disguised herself .,the mechanic that the customer liked disguised ***mask*** .,0.006114362899519748
469,40,liked,embed,local,1,b,none,none,customer,mechanic,disguised,herself,The customer that the mechanic liked disguised herself . <eos>,The customer that the mechanic liked disguised herself .,the customer that the mechanic liked disguised ***mask*** .,0.0012434003953119873
470,40,liked,embed,local,1,c,none,none,banker,customer,disguised,herself,The banker that the customer liked disguised herself . <eos>,The banker that the customer liked disguised herself .,the banker that the customer liked disguised ***mask*** .,0.019641338475203586
471,40,liked,embed,local,1,d,none,none,customer,banker,disguised,herself,The customer that the banker liked disguised herself . <eos>,The customer that the banker liked disguised herself .,the customer that the banker liked disguised ***mask*** .,0.0019244327530203273
472,40,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,disguised,herself,The mechanics that the customer liked disguised herself . <eos>,The mechanics that the customer liked disguised herself .,the mechanics that the customer liked disguised ***mask*** .,0.009313898599278335
473,40,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,disguised,herself,The customers that the mechanic liked disguised herself . <eos>,The customers that the mechanic liked disguised herself .,the customers that the mechanic liked disguised ***mask*** .,0.0015140671076823676
474,40,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,disguised,herself,The bankers that the customer liked disguised herself . <eos>,The bankers that the customer liked disguised herself .,the bankers that the customer liked disguised ***mask*** .,0.005412116509522806
475,40,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,disguised,herself,The customers that the banker liked disguised herself . <eos>,The customers that the banker liked disguised herself .,the customers that the banker liked disguised ***mask*** .,0.0016073200962482802
476,40,liked,embed,local,1,a,rc_subj,number,mechanic,customers,disguised,herself,The mechanic that the customers liked disguised herself . <eos>,The mechanic that the customers liked disguised herself .,the mechanic that the customers liked disguised ***mask*** .,0.010833130888985514
477,40,liked,embed,local,1,b,rc_subj,number,customer,mechanics,disguised,herself,The customer that the mechanics liked disguised herself . <eos>,The customer that the mechanics liked disguised herself .,the customer that the mechanics liked disguised ***mask*** .,0.0008786341491369632
478,40,liked,embed,local,1,c,rc_subj,number,banker,customers,disguised,herself,The banker that the customers liked disguised herself . <eos>,The banker that the customers liked disguised herself .,the banker that the customers liked disguised ***mask*** .,0.03780041125365074
479,40,liked,embed,local,1,d,rc_subj,number,customer,bankers,disguised,herself,The customer that the bankers liked disguised herself . <eos>,The customer that the bankers liked disguised herself .,the customer that the bankers liked disguised ***mask*** .,0.002872299405822218
480,41,liked,embed,local,1,a,none,none,mechanic,customer,hated,herself,The mechanic that the customer liked hated herself . <eos>,The mechanic that the customer liked hated herself .,the mechanic that the customer liked hated ***mask*** .,0.15339631752911692
481,41,liked,embed,local,1,b,none,none,customer,mechanic,hated,herself,The customer that the mechanic liked hated herself . <eos>,The customer that the mechanic liked hated herself .,the customer that the mechanic liked hated ***mask*** .,0.08565793904962753
482,41,liked,embed,local,1,c,none,none,banker,customer,hated,herself,The banker that the customer liked hated herself . <eos>,The banker that the customer liked hated herself .,the banker that the customer liked hated ***mask*** .,0.227901939967429
483,41,liked,embed,local,1,d,none,none,customer,banker,hated,herself,The customer that the banker liked hated herself . <eos>,The customer that the banker liked hated herself .,the customer that the banker liked hated ***mask*** .,0.12775064632393954
484,41,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,hated,herself,The mechanics that the customer liked hated herself . <eos>,The mechanics that the customer liked hated herself .,the mechanics that the customer liked hated ***mask*** .,0.2489690422216113
485,41,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,hated,herself,The customers that the mechanic liked hated herself . <eos>,The customers that the mechanic liked hated herself .,the customers that the mechanic liked hated ***mask*** .,0.22838829791393708
486,41,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,hated,herself,The bankers that the customer liked hated herself . <eos>,The bankers that the customer liked hated herself .,the bankers that the customer liked hated ***mask*** .,0.25032753117508183
487,41,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,hated,herself,The customers that the banker liked hated herself . <eos>,The customers that the banker liked hated herself .,the customers that the banker liked hated ***mask*** .,0.3733773166817624
488,41,liked,embed,local,1,a,rc_subj,number,mechanic,customers,hated,herself,The mechanic that the customers liked hated herself . <eos>,The mechanic that the customers liked hated herself .,the mechanic that the customers liked hated ***mask*** .,0.18644616368877365
489,41,liked,embed,local,1,b,rc_subj,number,customer,mechanics,hated,herself,The customer that the mechanics liked hated herself . <eos>,The customer that the mechanics liked hated herself .,the customer that the mechanics liked hated ***mask*** .,0.11545657864969426
490,41,liked,embed,local,1,c,rc_subj,number,banker,customers,hated,herself,The banker that the customers liked hated herself . <eos>,The banker that the customers liked hated herself .,the banker that the customers liked hated ***mask*** .,0.24400515555904714
491,41,liked,embed,local,1,d,rc_subj,number,customer,bankers,hated,herself,The customer that the bankers liked hated herself . <eos>,The customer that the bankers liked hated herself .,the customer that the bankers liked hated ***mask*** .,0.2505292941010991
492,42,liked,embed,local,1,a,none,none,mechanic,customer,doubted,herself,The mechanic that the customer liked doubted herself . <eos>,The mechanic that the customer liked doubted herself .,the mechanic that the customer liked doubted ***mask*** .,0.032364289643907675
493,42,liked,embed,local,1,b,none,none,customer,mechanic,doubted,herself,The customer that the mechanic liked doubted herself . <eos>,The customer that the mechanic liked doubted herself .,the customer that the mechanic liked doubted ***mask*** .,0.033149550454971956
494,42,liked,embed,local,1,c,none,none,banker,customer,doubted,herself,The banker that the customer liked doubted herself . <eos>,The banker that the customer liked doubted herself .,the banker that the customer liked doubted ***mask*** .,0.028894527899485486
495,42,liked,embed,local,1,d,none,none,customer,banker,doubted,herself,The customer that the banker liked doubted herself . <eos>,The customer that the banker liked doubted herself .,the customer that the banker liked doubted ***mask*** .,0.02788552464709529
496,42,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,customer,doubted,herself,The mechanics that the customer liked doubted herself . <eos>,The mechanics that the customer liked doubted herself .,the mechanics that the customer liked doubted ***mask*** .,0.04202468803301309
497,42,liked,embed,nonlocal,0,b,matrix_subj,number,customers,mechanic,doubted,herself,The customers that the mechanic liked doubted herself . <eos>,The customers that the mechanic liked doubted herself .,the customers that the mechanic liked doubted ***mask*** .,0.04394543866190047
498,42,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,customer,doubted,herself,The bankers that the customer liked doubted herself . <eos>,The bankers that the customer liked doubted herself .,the bankers that the customer liked doubted ***mask*** .,0.04336174269305301
499,42,liked,embed,nonlocal,0,d,matrix_subj,number,customers,banker,doubted,herself,The customers that the banker liked doubted herself . <eos>,The customers that the banker liked doubted herself .,the customers that the banker liked doubted ***mask*** .,0.05310129101674452
500,42,liked,embed,local,1,a,rc_subj,number,mechanic,customers,doubted,herself,The mechanic that the customers liked doubted herself . <eos>,The mechanic that the customers liked doubted herself .,the mechanic that the customers liked doubted ***mask*** .,0.038047765846206456
501,42,liked,embed,local,1,b,rc_subj,number,customer,mechanics,doubted,herself,The customer that the mechanics liked doubted herself . <eos>,The customer that the mechanics liked doubted herself .,the customer that the mechanics liked doubted ***mask*** .,0.0399613101687855
502,42,liked,embed,local,1,c,rc_subj,number,banker,customers,doubted,herself,The banker that the customers liked doubted herself . <eos>,The banker that the customers liked doubted herself .,the banker that the customers liked doubted ***mask*** .,0.038037265733821185
503,42,liked,embed,local,1,d,rc_subj,number,customer,bankers,doubted,herself,The customer that the bankers liked doubted herself . <eos>,The customer that the bankers liked doubted herself .,the customer that the bankers liked doubted ***mask*** .,0.05425579374298867
504,43,liked,embed,local,1,a,none,none,mechanic,officer,hurt,herself,The mechanic that the officer liked hurt herself . <eos>,The mechanic that the officer liked hurt herself .,the mechanic that the officer liked hurt ***mask*** .,0.08766779322162443
505,43,liked,embed,local,1,b,none,none,officer,mechanic,hurt,herself,The officer that the mechanic liked hurt herself . <eos>,The officer that the mechanic liked hurt herself .,the officer that the mechanic liked hurt ***mask*** .,0.07408636645105773
506,43,liked,embed,local,1,c,none,none,banker,officer,hurt,herself,The banker that the officer liked hurt herself . <eos>,The banker that the officer liked hurt herself .,the banker that the officer liked hurt ***mask*** .,0.23018703652707323
507,43,liked,embed,local,1,d,none,none,officer,banker,hurt,herself,The officer that the banker liked hurt herself . <eos>,The officer that the banker liked hurt herself .,the officer that the banker liked hurt ***mask*** .,0.13181825475658415
508,43,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,hurt,herself,The mechanics that the officer liked hurt herself . <eos>,The mechanics that the officer liked hurt herself .,the mechanics that the officer liked hurt ***mask*** .,0.13886660958868122
509,43,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,hurt,herself,The officers that the mechanic liked hurt herself . <eos>,The officers that the mechanic liked hurt herself .,the officers that the mechanic liked hurt ***mask*** .,0.06747235977281994
510,43,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,hurt,herself,The bankers that the officer liked hurt herself . <eos>,The bankers that the officer liked hurt herself .,the bankers that the officer liked hurt ***mask*** .,0.48511330268624797
511,43,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,hurt,herself,The officers that the banker liked hurt herself . <eos>,The officers that the banker liked hurt herself .,the officers that the banker liked hurt ***mask*** .,0.1310511112063967
512,43,liked,embed,local,1,a,rc_subj,number,mechanic,officers,hurt,herself,The mechanic that the officers liked hurt herself . <eos>,The mechanic that the officers liked hurt herself .,the mechanic that the officers liked hurt ***mask*** .,0.10457269147625979
513,43,liked,embed,local,1,b,rc_subj,number,officer,mechanics,hurt,herself,The officer that the mechanics liked hurt herself . <eos>,The officer that the mechanics liked hurt herself .,the officer that the mechanics liked hurt ***mask*** .,0.0684402375548653
514,43,liked,embed,local,1,c,rc_subj,number,banker,officers,hurt,herself,The banker that the officers liked hurt herself . <eos>,The banker that the officers liked hurt herself .,the banker that the officers liked hurt ***mask*** .,0.24746936273334957
515,43,liked,embed,local,1,d,rc_subj,number,officer,bankers,hurt,herself,The officer that the bankers liked hurt herself . <eos>,The officer that the bankers liked hurt herself .,the officer that the bankers liked hurt ***mask*** .,0.12454742928624818
516,44,liked,embed,local,1,a,none,none,mechanic,officer,injured,herself,The mechanic that the officer liked injured herself . <eos>,The mechanic that the officer liked injured herself .,the mechanic that the officer liked injured ***mask*** .,0.1921661786655234
517,44,liked,embed,local,1,b,none,none,officer,mechanic,injured,herself,The officer that the mechanic liked injured herself . <eos>,The officer that the mechanic liked injured herself .,the officer that the mechanic liked injured ***mask*** .,0.05835867162010251
518,44,liked,embed,local,1,c,none,none,banker,officer,injured,herself,The banker that the officer liked injured herself . <eos>,The banker that the officer liked injured herself .,the banker that the officer liked injured ***mask*** .,0.4608521545336674
519,44,liked,embed,local,1,d,none,none,officer,banker,injured,herself,The officer that the banker liked injured herself . <eos>,The officer that the banker liked injured herself .,the officer that the banker liked injured ***mask*** .,0.09117114032586865
520,44,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,injured,herself,The mechanics that the officer liked injured herself . <eos>,The mechanics that the officer liked injured herself .,the mechanics that the officer liked injured ***mask*** .,0.10429771714783387
521,44,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,injured,herself,The officers that the mechanic liked injured herself . <eos>,The officers that the mechanic liked injured herself .,the officers that the mechanic liked injured ***mask*** .,0.0742401035219973
522,44,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,injured,herself,The bankers that the officer liked injured herself . <eos>,The bankers that the officer liked injured herself .,the bankers that the officer liked injured ***mask*** .,0.2853134677258409
523,44,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,injured,herself,The officers that the banker liked injured herself . <eos>,The officers that the banker liked injured herself .,the officers that the banker liked injured ***mask*** .,0.10821509101001141
524,44,liked,embed,local,1,a,rc_subj,number,mechanic,officers,injured,herself,The mechanic that the officers liked injured herself . <eos>,The mechanic that the officers liked injured herself .,the mechanic that the officers liked injured ***mask*** .,0.3687810200778431
525,44,liked,embed,local,1,b,rc_subj,number,officer,mechanics,injured,herself,The officer that the mechanics liked injured herself . <eos>,The officer that the mechanics liked injured herself .,the officer that the mechanics liked injured ***mask*** .,0.07192333866355251
526,44,liked,embed,local,1,c,rc_subj,number,banker,officers,injured,herself,The banker that the officers liked injured herself . <eos>,The banker that the officers liked injured herself .,the banker that the officers liked injured ***mask*** .,0.4252896491494711
527,44,liked,embed,local,1,d,rc_subj,number,officer,bankers,injured,herself,The officer that the bankers liked injured herself . <eos>,The officer that the bankers liked injured herself .,the officer that the bankers liked injured ***mask*** .,0.1134649116537585
528,45,liked,embed,local,1,a,none,none,mechanic,officer,congratulated,herself,The mechanic that the officer liked congratulated herself . <eos>,The mechanic that the officer liked congratulated herself .,the mechanic that the officer liked congratulated ***mask*** .,0.020705391140045482
529,45,liked,embed,local,1,b,none,none,officer,mechanic,congratulated,herself,The officer that the mechanic liked congratulated herself . <eos>,The officer that the mechanic liked congratulated herself .,the officer that the mechanic liked congratulated ***mask*** .,0.024846495857107097
530,45,liked,embed,local,1,c,none,none,banker,officer,congratulated,herself,The banker that the officer liked congratulated herself . <eos>,The banker that the officer liked congratulated herself .,the banker that the officer liked congratulated ***mask*** .,0.026755451897800306
531,45,liked,embed,local,1,d,none,none,officer,banker,congratulated,herself,The officer that the banker liked congratulated herself . <eos>,The officer that the banker liked congratulated herself .,the officer that the banker liked congratulated ***mask*** .,0.048497849088524496
532,45,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,congratulated,herself,The mechanics that the officer liked congratulated herself . <eos>,The mechanics that the officer liked congratulated herself .,the mechanics that the officer liked congratulated ***mask*** .,0.03036401584685947
533,45,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,congratulated,herself,The officers that the mechanic liked congratulated herself . <eos>,The officers that the mechanic liked congratulated herself .,the officers that the mechanic liked congratulated ***mask*** .,0.04300636352592792
534,45,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,congratulated,herself,The bankers that the officer liked congratulated herself . <eos>,The bankers that the officer liked congratulated herself .,the bankers that the officer liked congratulated ***mask*** .,0.028676301872599803
535,45,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,congratulated,herself,The officers that the banker liked congratulated herself . <eos>,The officers that the banker liked congratulated herself .,the officers that the banker liked congratulated ***mask*** .,0.08354342289465552
536,45,liked,embed,local,1,a,rc_subj,number,mechanic,officers,congratulated,herself,The mechanic that the officers liked congratulated herself . <eos>,The mechanic that the officers liked congratulated herself .,the mechanic that the officers liked congratulated ***mask*** .,0.022758862134623463
537,45,liked,embed,local,1,b,rc_subj,number,officer,mechanics,congratulated,herself,The officer that the mechanics liked congratulated herself . <eos>,The officer that the mechanics liked congratulated herself .,the officer that the mechanics liked congratulated ***mask*** .,0.029108639882636546
538,45,liked,embed,local,1,c,rc_subj,number,banker,officers,congratulated,herself,The banker that the officers liked congratulated herself . <eos>,The banker that the officers liked congratulated herself .,the banker that the officers liked congratulated ***mask*** .,0.029295047669722754
539,45,liked,embed,local,1,d,rc_subj,number,officer,bankers,congratulated,herself,The officer that the bankers liked congratulated herself . <eos>,The officer that the bankers liked congratulated herself .,the officer that the bankers liked congratulated ***mask*** .,0.05382079332308811
540,46,liked,embed,local,1,a,none,none,mechanic,officer,embarrassed,herself,The mechanic that the officer liked embarrassed herself . <eos>,The mechanic that the officer liked embarrassed herself .,the mechanic that the officer liked embarrassed ***mask*** .,0.05122865816341335
541,46,liked,embed,local,1,b,none,none,officer,mechanic,embarrassed,herself,The officer that the mechanic liked embarrassed herself . <eos>,The officer that the mechanic liked embarrassed herself .,the officer that the mechanic liked embarrassed ***mask*** .,0.024830150349706606
542,46,liked,embed,local,1,c,none,none,banker,officer,embarrassed,herself,The banker that the officer liked embarrassed herself . <eos>,The banker that the officer liked embarrassed herself .,the banker that the officer liked embarrassed ***mask*** .,0.08228596677566191
543,46,liked,embed,local,1,d,none,none,officer,banker,embarrassed,herself,The officer that the banker liked embarrassed herself . <eos>,The officer that the banker liked embarrassed herself .,the officer that the banker liked embarrassed ***mask*** .,0.0687049622070983
544,46,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,embarrassed,herself,The mechanics that the officer liked embarrassed herself . <eos>,The mechanics that the officer liked embarrassed herself .,the mechanics that the officer liked embarrassed ***mask*** .,0.060540689155281026
545,46,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,embarrassed,herself,The officers that the mechanic liked embarrassed herself . <eos>,The officers that the mechanic liked embarrassed herself .,the officers that the mechanic liked embarrassed ***mask*** .,0.034153226848761015
546,46,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,embarrassed,herself,The bankers that the officer liked embarrassed herself . <eos>,The bankers that the officer liked embarrassed herself .,the bankers that the officer liked embarrassed ***mask*** .,0.10277022282874251
547,46,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,embarrassed,herself,The officers that the banker liked embarrassed herself . <eos>,The officers that the banker liked embarrassed herself .,the officers that the banker liked embarrassed ***mask*** .,0.0804740536087123
548,46,liked,embed,local,1,a,rc_subj,number,mechanic,officers,embarrassed,herself,The mechanic that the officers liked embarrassed herself . <eos>,The mechanic that the officers liked embarrassed herself .,the mechanic that the officers liked embarrassed ***mask*** .,0.07429904363744234
549,46,liked,embed,local,1,b,rc_subj,number,officer,mechanics,embarrassed,herself,The officer that the mechanics liked embarrassed herself . <eos>,The officer that the mechanics liked embarrassed herself .,the officer that the mechanics liked embarrassed ***mask*** .,0.030528633371791174
550,46,liked,embed,local,1,c,rc_subj,number,banker,officers,embarrassed,herself,The banker that the officers liked embarrassed herself . <eos>,The banker that the officers liked embarrassed herself .,the banker that the officers liked embarrassed ***mask*** .,0.12569160465778603
551,46,liked,embed,local,1,d,rc_subj,number,officer,bankers,embarrassed,herself,The officer that the bankers liked embarrassed herself . <eos>,The officer that the bankers liked embarrassed herself .,the officer that the bankers liked embarrassed ***mask*** .,0.07918295027685122
552,47,liked,embed,local,1,a,none,none,mechanic,officer,disguised,herself,The mechanic that the officer liked disguised herself . <eos>,The mechanic that the officer liked disguised herself .,the mechanic that the officer liked disguised ***mask*** .,0.010319869814840147
553,47,liked,embed,local,1,b,none,none,officer,mechanic,disguised,herself,The officer that the mechanic liked disguised herself . <eos>,The officer that the mechanic liked disguised herself .,the officer that the mechanic liked disguised ***mask*** .,0.0014017726998642097
554,47,liked,embed,local,1,c,none,none,banker,officer,disguised,herself,The banker that the officer liked disguised herself . <eos>,The banker that the officer liked disguised herself .,the banker that the officer liked disguised ***mask*** .,0.043094584106048855
555,47,liked,embed,local,1,d,none,none,officer,banker,disguised,herself,The officer that the banker liked disguised herself . <eos>,The officer that the banker liked disguised herself .,the officer that the banker liked disguised ***mask*** .,0.0028780847343834346
556,47,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,disguised,herself,The mechanics that the officer liked disguised herself . <eos>,The mechanics that the officer liked disguised herself .,the mechanics that the officer liked disguised ***mask*** .,0.00844485144216347
557,47,liked,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,disguised,herself,The officers that the mechanic liked disguised herself . <eos>,The officers that the mechanic liked disguised herself .,the officers that the mechanic liked disguised ***mask*** .,0.0026161517009087466
558,47,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,disguised,herself,The bankers that the officer liked disguised herself . <eos>,The bankers that the officer liked disguised herself .,the bankers that the officer liked disguised ***mask*** .,0.015130357690375275
559,47,liked,embed,nonlocal,0,d,matrix_subj,number,officers,banker,disguised,herself,The officers that the banker liked disguised herself . <eos>,The officers that the banker liked disguised herself .,the officers that the banker liked disguised ***mask*** .,0.0037970830231211293
560,47,liked,embed,local,1,a,rc_subj,number,mechanic,officers,disguised,herself,The mechanic that the officers liked disguised herself . <eos>,The mechanic that the officers liked disguised herself .,the mechanic that the officers liked disguised ***mask*** .,0.018429930933699375
561,47,liked,embed,local,1,b,rc_subj,number,officer,mechanics,disguised,herself,The officer that the mechanics liked disguised herself . <eos>,The officer that the mechanics liked disguised herself .,the officer that the mechanics liked disguised ***mask*** .,0.0014527204252002374
562,47,liked,embed,local,1,c,rc_subj,number,banker,officers,disguised,herself,The banker that the officers liked disguised herself . <eos>,The banker that the officers liked disguised herself .,the banker that the officers liked disguised ***mask*** .,0.13440793544520505
563,47,liked,embed,local,1,d,rc_subj,number,officer,bankers,disguised,herself,The officer that the bankers liked disguised herself . <eos>,The officer that the bankers liked disguised herself .,the officer that the bankers liked disguised ***mask*** .,0.008304599363630769
564,48,liked,embed,local,1,a,none,none,mechanic,officer,hated,herself,The mechanic that the officer liked hated herself . <eos>,The mechanic that the officer liked hated herself .,the mechanic that the officer liked hated ***mask*** .,0.26986813321326975
565,48,liked,embed,local,1,b,none,none,officer,mechanic,hated,herself,The officer that the mechanic liked hated herself . <eos>,The officer that the mechanic liked hated herself .,the officer that the mechanic liked hated ***mask*** .,0.14317087663043954
566,48,liked,embed,local,1,c,none,none,banker,officer,hated,herself,The banker that the officer liked hated herself . <eos>,The banker that the officer liked hated herself .,the banker that the officer liked hated ***mask*** .,0.35192721420103373
567,48,liked,embed,local,1,d,none,none,officer,banker,hated,herself,The officer that the banker liked hated herself . <eos>,The officer that the banker liked hated herself .,the officer that the banker liked hated ***mask*** .,0.28114993108078284
