,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
155,26,simple,local,c-command,1,b,distractor,number,son,boys,called,himself,The son near the boys called himself . <eos>,The son near the boys called himself .,the son near the boys called ***mask*** .,0.04477347362640918
156,27,simple,local,c-command,1,a,none,none,boy,son,dedicated,himself,The boy near the son dedicated himself . <eos>,The boy near the son dedicated himself .,the boy near the son dedicated ***mask*** .,0.0010141404507159318
157,27,simple,local,c-command,1,b,none,none,son,boy,dedicated,himself,The son near the boy dedicated himself . <eos>,The son near the boy dedicated himself .,the son near the boy dedicated ***mask*** .,0.0007915559218330048
158,27,simple,local,no-c-command,0,a,head,number,boys,son,dedicated,himself,The boys near the son dedicated himself . <eos>,The boys near the son dedicated himself .,the boys near the son dedicated ***mask*** .,0.01021601664470185
159,27,simple,local,no-c-command,0,b,head,number,sons,boy,dedicated,himself,The sons near the boy dedicated himself . <eos>,The sons near the boy dedicated himself .,the sons near the boy dedicated ***mask*** .,0.004387927740978917
160,27,simple,local,c-command,1,a,distractor,number,boy,sons,dedicated,himself,The boy near the sons dedicated himself . <eos>,The boy near the sons dedicated himself .,the boy near the sons dedicated ***mask*** .,0.0005149615704855887
161,27,simple,local,c-command,1,b,distractor,number,son,boys,dedicated,himself,The son near the boys dedicated himself . <eos>,The son near the boys dedicated himself .,the son near the boys dedicated ***mask*** .,0.0007666223636938645
162,28,simple,local,c-command,1,a,none,none,boy,son,declared,himself,The boy near the son declared himself . <eos>,The boy near the son declared himself .,the boy near the son declared ***mask*** .,0.002214892171956174
163,28,simple,local,c-command,1,b,none,none,son,boy,declared,himself,The son near the boy declared himself . <eos>,The son near the boy declared himself .,the son near the boy declared ***mask*** .,0.001378871129533525
164,28,simple,local,no-c-command,0,a,head,number,boys,son,declared,himself,The boys near the son declared himself . <eos>,The boys near the son declared himself .,the boys near the son declared ***mask*** .,0.01679134766441024
165,28,simple,local,no-c-command,0,b,head,number,sons,boy,declared,himself,The sons near the boy declared himself . <eos>,The sons near the boy declared himself .,the sons near the boy declared ***mask*** .,0.018204304013453347
166,28,simple,local,c-command,1,a,distractor,number,boy,sons,declared,himself,The boy near the sons declared himself . <eos>,The boy near the sons declared himself .,the boy near the sons declared ***mask*** .,0.0028749208114796435
167,28,simple,local,c-command,1,b,distractor,number,son,boys,declared,himself,The son near the boys declared himself . <eos>,The son near the boys declared himself .,the son near the boys declared ***mask*** .,0.0019473739278002742
168,29,simple,local,c-command,1,a,none,none,boy,son,proved,himself,The boy near the son proved himself . <eos>,The boy near the son proved himself .,the boy near the son proved ***mask*** .,0.0038654862582072802
169,29,simple,local,c-command,1,b,none,none,son,boy,proved,himself,The son near the boy proved himself . <eos>,The son near the boy proved himself .,the son near the boy proved ***mask*** .,0.0032351113969048893
170,29,simple,local,no-c-command,0,a,head,number,boys,son,proved,himself,The boys near the son proved himself . <eos>,The boys near the son proved himself .,the boys near the son proved ***mask*** .,0.021400411074980013
171,29,simple,local,no-c-command,0,b,head,number,sons,boy,proved,himself,The sons near the boy proved himself . <eos>,The sons near the boy proved himself .,the sons near the boy proved ***mask*** .,0.013452640429435354
172,29,simple,local,c-command,1,a,distractor,number,boy,sons,proved,himself,The boy near the sons proved himself . <eos>,The boy near the sons proved himself .,the boy near the sons proved ***mask*** .,0.002938802959676766
173,29,simple,local,c-command,1,b,distractor,number,son,boys,proved,himself,The son near the boys proved himself . <eos>,The son near the boys proved himself .,the son near the boys proved ***mask*** .,0.0019328787196832744
174,30,simple,local,c-command,1,a,none,none,boy,son,shot,himself,The boy near the son shot himself . <eos>,The boy near the son shot himself .,the boy near the son shot ***mask*** .,0.0006626777937645235
175,30,simple,local,c-command,1,b,none,none,son,boy,shot,himself,The son near the boy shot himself . <eos>,The son near the boy shot himself .,the son near the boy shot ***mask*** .,0.00038865923119153246
176,30,simple,local,no-c-command,0,a,head,number,boys,son,shot,himself,The boys near the son shot himself . <eos>,The boys near the son shot himself .,the boys near the son shot ***mask*** .,0.0030141352319025256
177,30,simple,local,no-c-command,0,b,head,number,sons,boy,shot,himself,The sons near the boy shot himself . <eos>,The sons near the boy shot himself .,the sons near the boy shot ***mask*** .,0.0019001266121555654
178,30,simple,local,c-command,1,a,distractor,number,boy,sons,shot,himself,The boy near the sons shot himself . <eos>,The boy near the sons shot himself .,the boy near the sons shot ***mask*** .,0.0005596393206027629
179,30,simple,local,c-command,1,b,distractor,number,son,boys,shot,himself,The son near the boys shot himself . <eos>,The son near the boys shot himself .,the son near the boys shot ***mask*** .,0.00042756588468896876
180,31,simple,local,c-command,1,a,none,none,boy,man,saw,himself,The boy near the man saw himself . <eos>,The boy near the man saw himself .,the boy near the man saw ***mask*** .,0.07157709327449868
181,31,simple,local,c-command,1,b,none,none,man,boy,saw,himself,The man near the boy saw himself . <eos>,The man near the boy saw himself .,the man near the boy saw ***mask*** .,0.06829829227608201
182,31,simple,local,no-c-command,0,a,head,number,boys,man,saw,himself,The boys near the man saw himself . <eos>,The boys near the man saw himself .,the boys near the man saw ***mask*** .,0.3921339787145487
183,31,simple,local,no-c-command,0,b,head,number,men,boy,saw,himself,The men near the boy saw himself . <eos>,The men near the boy saw himself .,the men near the boy saw ***mask*** .,0.3149427650176359
184,31,simple,local,c-command,1,a,distractor,number,boy,men,saw,himself,The boy near the men saw himself . <eos>,The boy near the men saw himself .,the boy near the men saw ***mask*** .,0.08153330269500003
185,31,simple,local,c-command,1,b,distractor,number,man,boys,saw,himself,The man near the boys saw himself . <eos>,The man near the boys saw himself .,the man near the boys saw ***mask*** .,0.07697771129258918
186,32,simple,local,c-command,1,a,none,none,boy,man,established,himself,The boy near the man established himself . <eos>,The boy near the man established himself .,the boy near the man established ***mask*** .,3.289635779394771e-05
187,32,simple,local,c-command,1,b,none,none,man,boy,established,himself,The man near the boy established himself . <eos>,The man near the boy established himself .,the man near the boy established ***mask*** .,1.2690640979523211e-05
188,32,simple,local,no-c-command,0,a,head,number,boys,man,established,himself,The boys near the man established himself . <eos>,The boys near the man established himself .,the boys near the man established ***mask*** .,0.001228533978717058
189,32,simple,local,no-c-command,0,b,head,number,men,boy,established,himself,The men near the boy established himself . <eos>,The men near the boy established himself .,the men near the boy established ***mask*** .,0.0007714505678652523
190,32,simple,local,c-command,1,a,distractor,number,boy,men,established,himself,The boy near the men established himself . <eos>,The boy near the men established himself .,the boy near the men established ***mask*** .,0.0003767439563764316
191,32,simple,local,c-command,1,b,distractor,number,man,boys,established,himself,The man near the boys established himself . <eos>,The man near the boys established himself .,the man near the boys established ***mask*** .,0.00011414870950852907
192,33,simple,local,c-command,1,a,none,none,boy,man,devoted,himself,The boy near the man devoted himself . <eos>,The boy near the man devoted himself .,the boy near the man devoted ***mask*** .,0.00010423719025083531
193,33,simple,local,c-command,1,b,none,none,man,boy,devoted,himself,The man near the boy devoted himself . <eos>,The man near the boy devoted himself .,the man near the boy devoted ***mask*** .,1.4398650591947166e-05
194,33,simple,local,no-c-command,0,a,head,number,boys,man,devoted,himself,The boys near the man devoted himself . <eos>,The boys near the man devoted himself .,the boys near the man devoted ***mask*** .,0.004316380369122732
195,33,simple,local,no-c-command,0,b,head,number,men,boy,devoted,himself,The men near the boy devoted himself . <eos>,The men near the boy devoted himself .,the men near the boy devoted ***mask*** .,0.003682573187576303
196,33,simple,local,c-command,1,a,distractor,number,boy,men,devoted,himself,The boy near the men devoted himself . <eos>,The boy near the men devoted himself .,the boy near the men devoted ***mask*** .,1.4669606650394473e-05
197,33,simple,local,c-command,1,b,distractor,number,man,boys,devoted,himself,The man near the boys devoted himself . <eos>,The man near the boys devoted himself .,the man near the boys devoted ***mask*** .,6.6222062545558805e-06
198,34,simple,local,c-command,1,a,none,none,boy,man,considered,himself,The boy near the man considered himself . <eos>,The boy near the man considered himself .,the boy near the man considered ***mask*** .,0.015438086263886295
199,34,simple,local,c-command,1,b,none,none,man,boy,considered,himself,The man near the boy considered himself . <eos>,The man near the boy considered himself .,the man near the boy considered ***mask*** .,0.015075716970606386
200,34,simple,local,no-c-command,0,a,head,number,boys,man,considered,himself,The boys near the man considered himself . <eos>,The boys near the man considered himself .,the boys near the man considered ***mask*** .,0.16165587658968728
201,34,simple,local,no-c-command,0,b,head,number,men,boy,considered,himself,The men near the boy considered himself . <eos>,The men near the boy considered himself .,the men near the boy considered ***mask*** .,0.10701827795493163
202,34,simple,local,c-command,1,a,distractor,number,boy,men,considered,himself,The boy near the men considered himself . <eos>,The boy near the men considered himself .,the boy near the men considered ***mask*** .,0.033206072997024376
203,34,simple,local,c-command,1,b,distractor,number,man,boys,considered,himself,The man near the boys considered himself . <eos>,The man near the boys considered himself .,the man near the boys considered ***mask*** .,0.02773574322305395
204,35,simple,local,c-command,1,a,none,none,boy,man,identified,himself,The boy near the man identified himself . <eos>,The boy near the man identified himself .,the boy near the man identified ***mask*** .,7.171471183421525e-05
205,35,simple,local,c-command,1,b,none,none,man,boy,identified,himself,The man near the boy identified himself . <eos>,The man near the boy identified himself .,the man near the boy identified ***mask*** .,4.558727429356352e-05
206,35,simple,local,no-c-command,0,a,head,number,boys,man,identified,himself,The boys near the man identified himself . <eos>,The boys near the man identified himself .,the boys near the man identified ***mask*** .,0.0005506384338189496
207,35,simple,local,no-c-command,0,b,head,number,men,boy,identified,himself,The men near the boy identified himself . <eos>,The men near the boy identified himself .,the men near the boy identified ***mask*** .,0.0009293011096609423
208,35,simple,local,c-command,1,a,distractor,number,boy,men,identified,himself,The boy near the men identified himself . <eos>,The boy near the men identified himself .,the boy near the men identified ***mask*** .,0.00015950851174196328
209,35,simple,local,c-command,1,b,distractor,number,man,boys,identified,himself,The man near the boys identified himself . <eos>,The man near the boys identified himself .,the man near the boys identified ***mask*** .,6.52287958776117e-05
210,36,simple,local,c-command,1,a,none,none,boy,man,made,himself,The boy near the man made himself . <eos>,The boy near the man made himself .,the boy near the man made ***mask*** .,0.10323382224117329
211,36,simple,local,c-command,1,b,none,none,man,boy,made,himself,The man near the boy made himself . <eos>,The man near the boy made himself .,the man near the boy made ***mask*** .,0.16366973663509327
212,36,simple,local,no-c-command,0,a,head,number,boys,man,made,himself,The boys near the man made himself . <eos>,The boys near the man made himself .,the boys near the man made ***mask*** .,1.7865390612167913
213,36,simple,local,no-c-command,0,b,head,number,men,boy,made,himself,The men near the boy made himself . <eos>,The men near the boy made himself .,the men near the boy made ***mask*** .,2.2685734997588853
214,36,simple,local,c-command,1,a,distractor,number,boy,men,made,himself,The boy near the men made himself . <eos>,The boy near the men made himself .,the boy near the men made ***mask*** .,0.3061716715139176
215,36,simple,local,c-command,1,b,distractor,number,man,boys,made,himself,The man near the boys made himself . <eos>,The man near the boys made himself .,the man near the boys made ***mask*** .,0.1741894672978493
216,37,simple,local,c-command,1,a,none,none,boy,man,found,himself,The boy near the man found himself . <eos>,The boy near the man found himself .,the boy near the man found ***mask*** .,0.012422138295842631
217,37,simple,local,c-command,1,b,none,none,man,boy,found,himself,The man near the boy found himself . <eos>,The man near the boy found himself .,the man near the boy found ***mask*** .,0.015245342490124901
218,37,simple,local,no-c-command,0,a,head,number,boys,man,found,himself,The boys near the man found himself . <eos>,The boys near the man found himself .,the boys near the man found ***mask*** .,0.15187642098264187
219,37,simple,local,no-c-command,0,b,head,number,men,boy,found,himself,The men near the boy found himself . <eos>,The men near the boy found himself .,the men near the boy found ***mask*** .,0.11546128761216702
220,37,simple,local,c-command,1,a,distractor,number,boy,men,found,himself,The boy near the men found himself . <eos>,The boy near the men found himself .,the boy near the men found ***mask*** .,0.02128450134971113
221,37,simple,local,c-command,1,b,distractor,number,man,boys,found,himself,The man near the boys found himself . <eos>,The man near the boys found himself .,the man near the boys found ***mask*** .,0.02582543370379409
222,38,simple,local,c-command,1,a,none,none,boy,man,distinguished,himself,The boy near the man distinguished himself . <eos>,The boy near the man distinguished himself .,the boy near the man distinguished ***mask*** .,2.641396050338984e-07
223,38,simple,local,c-command,1,b,none,none,man,boy,distinguished,himself,The man near the boy distinguished himself . <eos>,The man near the boy distinguished himself .,the man near the boy distinguished ***mask*** .,6.865915080654152e-08
224,38,simple,local,no-c-command,0,a,head,number,boys,man,distinguished,himself,The boys near the man distinguished himself . <eos>,The boys near the man distinguished himself .,the boys near the man distinguished ***mask*** .,3.7242324370210854e-05
225,38,simple,local,no-c-command,0,b,head,number,men,boy,distinguished,himself,The men near the boy distinguished himself . <eos>,The men near the boy distinguished himself .,the men near the boy distinguished ***mask*** .,2.5724142442868996e-05
226,38,simple,local,c-command,1,a,distractor,number,boy,men,distinguished,himself,The boy near the men distinguished himself . <eos>,The boy near the men distinguished himself .,the boy near the men distinguished ***mask*** .,7.503768163717447e-07
227,38,simple,local,c-command,1,b,distractor,number,man,boys,distinguished,himself,The man near the boys distinguished himself . <eos>,The man near the boys distinguished himself .,the man near the boys distinguished ***mask*** .,1.711298241464137e-07
228,39,simple,local,c-command,1,a,none,none,boy,man,taught,himself,The boy near the man taught himself . <eos>,The boy near the man taught himself .,the boy near the man taught ***mask*** .,0.012792460775212199
229,39,simple,local,c-command,1,b,none,none,man,boy,taught,himself,The man near the boy taught himself . <eos>,The man near the boy taught himself .,the man near the boy taught ***mask*** .,0.009411723833909709
230,39,simple,local,no-c-command,0,a,head,number,boys,man,taught,himself,The boys near the man taught himself . <eos>,The boys near the man taught himself .,the boys near the man taught ***mask*** .,0.037199058659391465
231,39,simple,local,no-c-command,0,b,head,number,men,boy,taught,himself,The men near the boy taught himself . <eos>,The men near the boy taught himself .,the men near the boy taught ***mask*** .,0.07351761782448898
232,39,simple,local,c-command,1,a,distractor,number,boy,men,taught,himself,The boy near the men taught himself . <eos>,The boy near the men taught himself .,the boy near the men taught ***mask*** .,0.010590785334733867
233,39,simple,local,c-command,1,b,distractor,number,man,boys,taught,himself,The man near the boys taught himself . <eos>,The man near the boys taught himself .,the man near the boys taught ***mask*** .,0.00768889724806484
234,40,simple,local,c-command,1,a,none,none,boy,man,killed,himself,The boy near the man killed himself . <eos>,The boy near the man killed himself .,the boy near the man killed ***mask*** .,0.0003603108712140203
235,40,simple,local,c-command,1,b,none,none,man,boy,killed,himself,The man near the boy killed himself . <eos>,The man near the boy killed himself .,the man near the boy killed ***mask*** .,0.0005114529765297342
236,40,simple,local,no-c-command,0,a,head,number,boys,man,killed,himself,The boys near the man killed himself . <eos>,The boys near the man killed himself .,the boys near the man killed ***mask*** .,0.0008345332583119138
237,40,simple,local,no-c-command,0,b,head,number,men,boy,killed,himself,The men near the boy killed himself . <eos>,The men near the boy killed himself .,the men near the boy killed ***mask*** .,0.0040865209345062594
238,40,simple,local,c-command,1,a,distractor,number,boy,men,killed,himself,The boy near the men killed himself . <eos>,The boy near the men killed himself .,the boy near the men killed ***mask*** .,0.0003920307030288547
239,40,simple,local,c-command,1,b,distractor,number,man,boys,killed,himself,The man near the boys killed himself . <eos>,The man near the boys killed himself .,the man near the boys killed ***mask*** .,0.0001929252334682381
240,41,simple,local,c-command,1,a,none,none,boy,man,called,himself,The boy near the man called himself . <eos>,The boy near the man called himself .,the boy near the man called ***mask*** .,0.0688338208079155
241,41,simple,local,c-command,1,b,none,none,man,boy,called,himself,The man near the boy called himself . <eos>,The man near the boy called himself .,the man near the boy called ***mask*** .,0.05791290597630736
242,41,simple,local,no-c-command,0,a,head,number,boys,man,called,himself,The boys near the man called himself . <eos>,The boys near the man called himself .,the boys near the man called ***mask*** .,0.20365935231083557
243,41,simple,local,no-c-command,0,b,head,number,men,boy,called,himself,The men near the boy called himself . <eos>,The men near the boy called himself .,the men near the boy called ***mask*** .,0.21621169340348012
244,41,simple,local,c-command,1,a,distractor,number,boy,men,called,himself,The boy near the men called himself . <eos>,The boy near the men called himself .,the boy near the men called ***mask*** .,0.04554542742514002
245,41,simple,local,c-command,1,b,distractor,number,man,boys,called,himself,The man near the boys called himself . <eos>,The man near the boys called himself .,the man near the boys called ***mask*** .,0.057729911788307546
246,42,simple,local,c-command,1,a,none,none,boy,man,dedicated,himself,The boy near the man dedicated himself . <eos>,The boy near the man dedicated himself .,the boy near the man dedicated ***mask*** .,4.494926788455582e-05
247,42,simple,local,c-command,1,b,none,none,man,boy,dedicated,himself,The man near the boy dedicated himself . <eos>,The man near the boy dedicated himself .,the man near the boy dedicated ***mask*** .,2.9941795358265346e-05
248,42,simple,local,no-c-command,0,a,head,number,boys,man,dedicated,himself,The boys near the man dedicated himself . <eos>,The boys near the man dedicated himself .,the boys near the man dedicated ***mask*** .,0.004811776290329807
249,42,simple,local,no-c-command,0,b,head,number,men,boy,dedicated,himself,The men near the boy dedicated himself . <eos>,The men near the boy dedicated himself .,the men near the boy dedicated ***mask*** .,0.0027159261534858217
250,42,simple,local,c-command,1,a,distractor,number,boy,men,dedicated,himself,The boy near the men dedicated himself . <eos>,The boy near the men dedicated himself .,the boy near the men dedicated ***mask*** .,7.440960317568393e-05
251,42,simple,local,c-command,1,b,distractor,number,man,boys,dedicated,himself,The man near the boys dedicated himself . <eos>,The man near the boys dedicated himself .,the man near the boys dedicated ***mask*** .,1.841862299065273e-05
252,43,simple,local,c-command,1,a,none,none,boy,man,declared,himself,The boy near the man declared himself . <eos>,The boy near the man declared himself .,the boy near the man declared ***mask*** .,0.001997156613183397
253,43,simple,local,c-command,1,b,none,none,man,boy,declared,himself,The man near the boy declared himself . <eos>,The man near the boy declared himself .,the man near the boy declared ***mask*** .,0.002090897246526868
254,43,simple,local,no-c-command,0,a,head,number,boys,man,declared,himself,The boys near the man declared himself . <eos>,The boys near the man declared himself .,the boys near the man declared ***mask*** .,0.061997812634457104
255,43,simple,local,no-c-command,0,b,head,number,men,boy,declared,himself,The men near the boy declared himself . <eos>,The men near the boy declared himself .,the men near the boy declared ***mask*** .,0.04098891686077146
256,43,simple,local,c-command,1,a,distractor,number,boy,men,declared,himself,The boy near the men declared himself . <eos>,The boy near the men declared himself .,the boy near the men declared ***mask*** .,0.0016609590216096779
257,43,simple,local,c-command,1,b,distractor,number,man,boys,declared,himself,The man near the boys declared himself . <eos>,The man near the boys declared himself .,the man near the boys declared ***mask*** .,0.0021846685475545263
258,44,simple,local,c-command,1,a,none,none,boy,man,proved,himself,The boy near the man proved himself . <eos>,The boy near the man proved himself .,the boy near the man proved ***mask*** .,0.0017057750166989845
259,44,simple,local,c-command,1,b,none,none,man,boy,proved,himself,The man near the boy proved himself . <eos>,The man near the boy proved himself .,the man near the boy proved ***mask*** .,0.0011069057126903072
260,44,simple,local,no-c-command,0,a,head,number,boys,man,proved,himself,The boys near the man proved himself . <eos>,The boys near the man proved himself .,the boys near the man proved ***mask*** .,0.024604860715538898
261,44,simple,local,no-c-command,0,b,head,number,men,boy,proved,himself,The men near the boy proved himself . <eos>,The men near the boy proved himself .,the men near the boy proved ***mask*** .,0.020048293624533878
262,44,simple,local,c-command,1,a,distractor,number,boy,men,proved,himself,The boy near the men proved himself . <eos>,The boy near the men proved himself .,the boy near the men proved ***mask*** .,0.002436763361414672
263,44,simple,local,c-command,1,b,distractor,number,man,boys,proved,himself,The man near the boys proved himself . <eos>,The man near the boys proved himself .,the man near the boys proved ***mask*** .,0.0013898593841094502
264,45,simple,local,c-command,1,a,none,none,boy,man,shot,himself,The boy near the man shot himself . <eos>,The boy near the man shot himself .,the boy near the man shot ***mask*** .,0.0023770745601803035
265,45,simple,local,c-command,1,b,none,none,man,boy,shot,himself,The man near the boy shot himself . <eos>,The man near the boy shot himself .,the man near the boy shot ***mask*** .,0.0032722393089784922
266,45,simple,local,no-c-command,0,a,head,number,boys,man,shot,himself,The boys near the man shot himself . <eos>,The boys near the man shot himself .,the boys near the man shot ***mask*** .,0.004797419545467185
267,45,simple,local,no-c-command,0,b,head,number,men,boy,shot,himself,The men near the boy shot himself . <eos>,The men near the boy shot himself .,the men near the boy shot ***mask*** .,0.00819757997841117
268,45,simple,local,c-command,1,a,distractor,number,boy,men,shot,himself,The boy near the men shot himself . <eos>,The boy near the men shot himself .,the boy near the men shot ***mask*** .,0.0012581533569445654
269,45,simple,local,c-command,1,b,distractor,number,man,boys,shot,himself,The man near the boys shot himself . <eos>,The man near the boys shot himself .,the man near the boys shot ***mask*** .,0.0018807586579709123
270,46,simple,local,c-command,1,a,none,none,boy,actor,saw,himself,The boy near the actor saw himself . <eos>,The boy near the actor saw himself .,the boy near the actor saw ***mask*** .,0.043368067676257345
271,46,simple,local,c-command,1,b,none,none,actor,boy,saw,himself,The actor near the boy saw himself . <eos>,The actor near the boy saw himself .,the actor near the boy saw ***mask*** .,0.09963039267431702
272,46,simple,local,no-c-command,0,a,head,number,boys,actor,saw,himself,The boys near the actor saw himself . <eos>,The boys near the actor saw himself .,the boys near the actor saw ***mask*** .,0.36287010560477395
273,46,simple,local,no-c-command,0,b,head,number,actors,boy,saw,himself,The actors near the boy saw himself . <eos>,The actors near the boy saw himself .,the actors near the boy saw ***mask*** .,0.25076854932466225
274,46,simple,local,c-command,1,a,distractor,number,boy,actors,saw,himself,The boy near the actors saw himself . <eos>,The boy near the actors saw himself .,the boy near the actors saw ***mask*** .,0.054142248814413
275,46,simple,local,c-command,1,b,distractor,number,actor,boys,saw,himself,The actor near the boys saw himself . <eos>,The actor near the boys saw himself .,the actor near the boys saw ***mask*** .,0.18374440174174572
276,47,simple,local,c-command,1,a,none,none,boy,actor,established,himself,The boy near the actor established himself . <eos>,The boy near the actor established himself .,the boy near the actor established ***mask*** .,7.45690094795583e-05
277,47,simple,local,c-command,1,b,none,none,actor,boy,established,himself,The actor near the boy established himself . <eos>,The actor near the boy established himself .,the actor near the boy established ***mask*** .,8.062477125102781e-05
278,47,simple,local,no-c-command,0,a,head,number,boys,actor,established,himself,The boys near the actor established himself . <eos>,The boys near the actor established himself .,the boys near the actor established ***mask*** .,0.0005283715042888126
279,47,simple,local,no-c-command,0,b,head,number,actors,boy,established,himself,The actors near the boy established himself . <eos>,The actors near the boy established himself .,the actors near the boy established ***mask*** .,0.0005784451208204115
280,47,simple,local,c-command,1,a,distractor,number,boy,actors,established,himself,The boy near the actors established himself . <eos>,The boy near the actors established himself .,the boy near the actors established ***mask*** .,7.881936425586949e-05
281,47,simple,local,c-command,1,b,distractor,number,actor,boys,established,himself,The actor near the boys established himself . <eos>,The actor near the boys established himself .,the actor near the boys established ***mask*** .,0.0004601229753473848
282,48,simple,local,c-command,1,a,none,none,boy,actor,devoted,himself,The boy near the actor devoted himself . <eos>,The boy near the actor devoted himself .,the boy near the actor devoted ***mask*** .,4.861067793259248e-05
283,48,simple,local,c-command,1,b,none,none,actor,boy,devoted,himself,The actor near the boy devoted himself . <eos>,The actor near the boy devoted himself .,the actor near the boy devoted ***mask*** .,4.483132624444221e-05
284,48,simple,local,no-c-command,0,a,head,number,boys,actor,devoted,himself,The boys near the actor devoted himself . <eos>,The boys near the actor devoted himself .,the boys near the actor devoted ***mask*** .,0.003403252120560661
285,48,simple,local,no-c-command,0,b,head,number,actors,boy,devoted,himself,The actors near the boy devoted himself . <eos>,The actors near the boy devoted himself .,the actors near the boy devoted ***mask*** .,0.004806650338428509
286,48,simple,local,c-command,1,a,distractor,number,boy,actors,devoted,himself,The boy near the actors devoted himself . <eos>,The boy near the actors devoted himself .,the boy near the actors devoted ***mask*** .,1.6209977466919278e-05
287,48,simple,local,c-command,1,b,distractor,number,actor,boys,devoted,himself,The actor near the boys devoted himself . <eos>,The actor near the boys devoted himself .,the actor near the boys devoted ***mask*** .,4.634010109223681e-05
288,49,simple,local,c-command,1,a,none,none,boy,actor,considered,himself,The boy near the actor considered himself . <eos>,The boy near the actor considered himself .,the boy near the actor considered ***mask*** .,0.020033877912413216
289,49,simple,local,c-command,1,b,none,none,actor,boy,considered,himself,The actor near the boy considered himself . <eos>,The actor near the boy considered himself .,the actor near the boy considered ***mask*** .,0.007671515117137927
290,49,simple,local,no-c-command,0,a,head,number,boys,actor,considered,himself,The boys near the actor considered himself . <eos>,The boys near the actor considered himself .,the boys near the actor considered ***mask*** .,0.05762115775408901
291,49,simple,local,no-c-command,0,b,head,number,actors,boy,considered,himself,The actors near the boy considered himself . <eos>,The actors near the boy considered himself .,the actors near the boy considered ***mask*** .,0.10149822780746941
292,49,simple,local,c-command,1,a,distractor,number,boy,actors,considered,himself,The boy near the actors considered himself . <eos>,The boy near the actors considered himself .,the boy near the actors considered ***mask*** .,0.027108024757194274
293,49,simple,local,c-command,1,b,distractor,number,actor,boys,considered,himself,The actor near the boys considered himself . <eos>,The actor near the boys considered himself .,the actor near the boys considered ***mask*** .,0.009762991652899754
294,50,simple,local,c-command,1,a,none,none,boy,actor,identified,himself,The boy near the actor identified himself . <eos>,The boy near the actor identified himself .,the boy near the actor identified ***mask*** .,9.481725449328934e-05
295,50,simple,local,c-command,1,b,none,none,actor,boy,identified,himself,The actor near the boy identified himself . <eos>,The actor near the boy identified himself .,the actor near the boy identified ***mask*** .,7.375343045743753e-05
296,50,simple,local,no-c-command,0,a,head,number,boys,actor,identified,himself,The boys near the actor identified himself . <eos>,The boys near the actor identified himself .,the boys near the actor identified ***mask*** .,0.0007006125773533367
297,50,simple,local,no-c-command,0,b,head,number,actors,boy,identified,himself,The actors near the boy identified himself . <eos>,The actors near the boy identified himself .,the actors near the boy identified ***mask*** .,0.0007268524244412783
298,50,simple,local,c-command,1,a,distractor,number,boy,actors,identified,himself,The boy near the actors identified himself . <eos>,The boy near the actors identified himself .,the boy near the actors identified ***mask*** .,0.00016980536087452504
299,50,simple,local,c-command,1,b,distractor,number,actor,boys,identified,himself,The actor near the boys identified himself . <eos>,The actor near the boys identified himself .,the actor near the boys identified ***mask*** .,9.29759336436296e-05
300,51,simple,local,c-command,1,a,none,none,boy,actor,made,himself,The boy near the actor made himself . <eos>,The boy near the actor made himself .,the boy near the actor made ***mask*** .,0.24807615005643138
301,51,simple,local,c-command,1,b,none,none,actor,boy,made,himself,The actor near the boy made himself . <eos>,The actor near the boy made himself .,the actor near the boy made ***mask*** .,0.20834086362189724
302,51,simple,local,no-c-command,0,a,head,number,boys,actor,made,himself,The boys near the actor made himself . <eos>,The boys near the actor made himself .,the boys near the actor made ***mask*** .,2.3711180529729416
303,51,simple,local,no-c-command,0,b,head,number,actors,boy,made,himself,The actors near the boy made himself . <eos>,The actors near the boy made himself .,the actors near the boy made ***mask*** .,2.6815378013815816
304,51,simple,local,c-command,1,a,distractor,number,boy,actors,made,himself,The boy near the actors made himself . <eos>,The boy near the actors made himself .,the boy near the actors made ***mask*** .,0.2612930779408682
305,51,simple,local,c-command,1,b,distractor,number,actor,boys,made,himself,The actor near the boys made himself . <eos>,The actor near the boys made himself .,the actor near the boys made ***mask*** .,0.36949277532371705
306,52,simple,local,c-command,1,a,none,none,boy,actor,found,himself,The boy near the actor found himself . <eos>,The boy near the actor found himself .,the boy near the actor found ***mask*** .,0.003946183826241113
307,52,simple,local,c-command,1,b,none,none,actor,boy,found,himself,The actor near the boy found himself . <eos>,The actor near the boy found himself .,the actor near the boy found ***mask*** .,0.008511149219627421
308,52,simple,local,no-c-command,0,a,head,number,boys,actor,found,himself,The boys near the actor found himself . <eos>,The boys near the actor found himself .,the boys near the actor found ***mask*** .,0.0385713071085572
309,52,simple,local,no-c-command,0,b,head,number,actors,boy,found,himself,The actors near the boy found himself . <eos>,The actors near the boy found himself .,the actors near the boy found ***mask*** .,0.08223600034582876
310,52,simple,local,c-command,1,a,distractor,number,boy,actors,found,himself,The boy near the actors found himself . <eos>,The boy near the actors found himself .,the boy near the actors found ***mask*** .,0.016655338912357317
311,52,simple,local,c-command,1,b,distractor,number,actor,boys,found,himself,The actor near the boys found himself . <eos>,The actor near the boys found himself .,the actor near the boys found ***mask*** .,0.011294268293147487
