,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
136,23,simple,local,c-command,1,a,rc_subj,number,girl,daughters,distinguished,herself,The girl that the daughters liked distinguished herself . <eos>,The girl that the daughters liked distinguished herself .,the girl that the daughters liked distinguished ***mask*** .,0.002210261993920487
137,23,simple,local,c-command,1,b,rc_subj,number,daughter,girls,distinguished,herself,The daughter that the girls liked distinguished herself . <eos>,The daughter that the girls liked distinguished herself .,the daughter that the girls liked distinguished ***mask*** .,0.053562741769235506
138,24,simple,local,c-command,1,a,none,none,girl,daughter,taught,herself,The girl that the daughter liked taught herself . <eos>,The girl that the daughter liked taught herself .,the girl that the daughter liked taught ***mask*** .,0.017265698352499335
139,24,simple,local,c-command,1,b,none,none,daughter,girl,taught,herself,The daughter that the girl liked taught herself . <eos>,The daughter that the girl liked taught herself .,the daughter that the girl liked taught ***mask*** .,0.03280201315508773
140,24,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,taught,herself,The girls that the daughter liked taught herself . <eos>,The girls that the daughter liked taught herself .,the girls that the daughter liked taught ***mask*** .,0.011873213535185419
141,24,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,taught,herself,The daughters that the girl liked taught herself . <eos>,The daughters that the girl liked taught herself .,the daughters that the girl liked taught ***mask*** .,0.02572256638968294
142,24,simple,local,c-command,1,a,rc_subj,number,girl,daughters,taught,herself,The girl that the daughters liked taught herself . <eos>,The girl that the daughters liked taught herself .,the girl that the daughters liked taught ***mask*** .,0.04114439778418917
143,24,simple,local,c-command,1,b,rc_subj,number,daughter,girls,taught,herself,The daughter that the girls liked taught herself . <eos>,The daughter that the girls liked taught herself .,the daughter that the girls liked taught ***mask*** .,0.032028639525894194
144,25,simple,local,c-command,1,a,none,none,girl,daughter,killed,herself,The girl that the daughter liked killed herself . <eos>,The girl that the daughter liked killed herself .,the girl that the daughter liked killed ***mask*** .,0.0013848070530723938
145,25,simple,local,c-command,1,b,none,none,daughter,girl,killed,herself,The daughter that the girl liked killed herself . <eos>,The daughter that the girl liked killed herself .,the daughter that the girl liked killed ***mask*** .,0.0012712634434244988
146,25,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,killed,herself,The girls that the daughter liked killed herself . <eos>,The girls that the daughter liked killed herself .,the girls that the daughter liked killed ***mask*** .,0.005180670310158278
147,25,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,killed,herself,The daughters that the girl liked killed herself . <eos>,The daughters that the girl liked killed herself .,the daughters that the girl liked killed ***mask*** .,0.01211121290574238
148,25,simple,local,c-command,1,a,rc_subj,number,girl,daughters,killed,herself,The girl that the daughters liked killed herself . <eos>,The girl that the daughters liked killed herself .,the girl that the daughters liked killed ***mask*** .,0.0015897769615779171
149,25,simple,local,c-command,1,b,rc_subj,number,daughter,girls,killed,herself,The daughter that the girls liked killed herself . <eos>,The daughter that the girls liked killed herself .,the daughter that the girls liked killed ***mask*** .,0.0014611974102539695
150,26,simple,local,c-command,1,a,none,none,girl,daughter,called,herself,The girl that the daughter liked called herself . <eos>,The girl that the daughter liked called herself .,the girl that the daughter liked called ***mask*** .,0.011504343954232749
151,26,simple,local,c-command,1,b,none,none,daughter,girl,called,herself,The daughter that the girl liked called herself . <eos>,The daughter that the girl liked called herself .,the daughter that the girl liked called ***mask*** .,0.014191318444579716
152,26,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,called,herself,The girls that the daughter liked called herself . <eos>,The girls that the daughter liked called herself .,the girls that the daughter liked called ***mask*** .,0.0023147546971332097
153,26,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,called,herself,The daughters that the girl liked called herself . <eos>,The daughters that the girl liked called herself .,the daughters that the girl liked called ***mask*** .,0.0022790046635674187
154,26,simple,local,c-command,1,a,rc_subj,number,girl,daughters,called,herself,The girl that the daughters liked called herself . <eos>,The girl that the daughters liked called herself .,the girl that the daughters liked called ***mask*** .,0.014780285335649556
155,26,simple,local,c-command,1,b,rc_subj,number,daughter,girls,called,herself,The daughter that the girls liked called herself . <eos>,The daughter that the girls liked called herself .,the daughter that the girls liked called ***mask*** .,0.022931459106384573
156,27,simple,local,c-command,1,a,none,none,girl,daughter,dedicated,herself,The girl that the daughter liked dedicated herself . <eos>,The girl that the daughter liked dedicated herself .,the girl that the daughter liked dedicated ***mask*** .,0.02623754891653049
157,27,simple,local,c-command,1,b,none,none,daughter,girl,dedicated,herself,The daughter that the girl liked dedicated herself . <eos>,The daughter that the girl liked dedicated herself .,the daughter that the girl liked dedicated ***mask*** .,0.17881280022220175
158,27,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,dedicated,herself,The girls that the daughter liked dedicated herself . <eos>,The girls that the daughter liked dedicated herself .,the girls that the daughter liked dedicated ***mask*** .,0.04287404386797569
159,27,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,dedicated,herself,The daughters that the girl liked dedicated herself . <eos>,The daughters that the girl liked dedicated herself .,the daughters that the girl liked dedicated ***mask*** .,0.050855493643354156
160,27,simple,local,c-command,1,a,rc_subj,number,girl,daughters,dedicated,herself,The girl that the daughters liked dedicated herself . <eos>,The girl that the daughters liked dedicated herself .,the girl that the daughters liked dedicated ***mask*** .,0.03522636937930209
161,27,simple,local,c-command,1,b,rc_subj,number,daughter,girls,dedicated,herself,The daughter that the girls liked dedicated herself . <eos>,The daughter that the girls liked dedicated herself .,the daughter that the girls liked dedicated ***mask*** .,0.24257711231689924
162,28,simple,local,c-command,1,a,none,none,girl,daughter,declared,herself,The girl that the daughter liked declared herself . <eos>,The girl that the daughter liked declared herself .,the girl that the daughter liked declared ***mask*** .,0.00035671043276251
163,28,simple,local,c-command,1,b,none,none,daughter,girl,declared,herself,The daughter that the girl liked declared herself . <eos>,The daughter that the girl liked declared herself .,the daughter that the girl liked declared ***mask*** .,0.0003536258181950905
164,28,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,declared,herself,The girls that the daughter liked declared herself . <eos>,The girls that the daughter liked declared herself .,the girls that the daughter liked declared ***mask*** .,0.001704747825057825
165,28,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,declared,herself,The daughters that the girl liked declared herself . <eos>,The daughters that the girl liked declared herself .,the daughters that the girl liked declared ***mask*** .,0.0012668418818631425
166,28,simple,local,c-command,1,a,rc_subj,number,girl,daughters,declared,herself,The girl that the daughters liked declared herself . <eos>,The girl that the daughters liked declared herself .,the girl that the daughters liked declared ***mask*** .,0.00040320183038340706
167,28,simple,local,c-command,1,b,rc_subj,number,daughter,girls,declared,herself,The daughter that the girls liked declared herself . <eos>,The daughter that the girls liked declared herself .,the daughter that the girls liked declared ***mask*** .,0.0005107521830516951
168,29,simple,local,c-command,1,a,none,none,girl,daughter,proved,herself,The girl that the daughter liked proved herself . <eos>,The girl that the daughter liked proved herself .,the girl that the daughter liked proved ***mask*** .,0.003915480589456704
169,29,simple,local,c-command,1,b,none,none,daughter,girl,proved,herself,The daughter that the girl liked proved herself . <eos>,The daughter that the girl liked proved herself .,the daughter that the girl liked proved ***mask*** .,0.005394405524509066
170,29,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,proved,herself,The girls that the daughter liked proved herself . <eos>,The girls that the daughter liked proved herself .,the girls that the daughter liked proved ***mask*** .,0.004802990649070442
171,29,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,proved,herself,The daughters that the girl liked proved herself . <eos>,The daughters that the girl liked proved herself .,the daughters that the girl liked proved ***mask*** .,0.005465897614825316
172,29,simple,local,c-command,1,a,rc_subj,number,girl,daughters,proved,herself,The girl that the daughters liked proved herself . <eos>,The girl that the daughters liked proved herself .,the girl that the daughters liked proved ***mask*** .,0.0046216608796012795
173,29,simple,local,c-command,1,b,rc_subj,number,daughter,girls,proved,herself,The daughter that the girls liked proved herself . <eos>,The daughter that the girls liked proved herself .,the daughter that the girls liked proved ***mask*** .,0.007744140679449828
174,30,simple,local,c-command,1,a,none,none,girl,daughter,shot,herself,The girl that the daughter liked shot herself . <eos>,The girl that the daughter liked shot herself .,the girl that the daughter liked shot ***mask*** .,0.0018623244337151617
175,30,simple,local,c-command,1,b,none,none,daughter,girl,shot,herself,The daughter that the girl liked shot herself . <eos>,The daughter that the girl liked shot herself .,the daughter that the girl liked shot ***mask*** .,0.002831969605734052
176,30,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,shot,herself,The girls that the daughter liked shot herself . <eos>,The girls that the daughter liked shot herself .,the girls that the daughter liked shot ***mask*** .,0.008892241126604292
177,30,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,shot,herself,The daughters that the girl liked shot herself . <eos>,The daughters that the girl liked shot herself .,the daughters that the girl liked shot ***mask*** .,0.012781503763578853
178,30,simple,local,c-command,1,a,rc_subj,number,girl,daughters,shot,herself,The girl that the daughters liked shot herself . <eos>,The girl that the daughters liked shot herself .,the girl that the daughters liked shot ***mask*** .,0.001685487171861359
179,30,simple,local,c-command,1,b,rc_subj,number,daughter,girls,shot,herself,The daughter that the girls liked shot herself . <eos>,The daughter that the girls liked shot herself .,the daughter that the girls liked shot ***mask*** .,0.004955572178221207
180,31,simple,local,c-command,1,a,none,none,girl,woman,saw,herself,The girl that the woman liked saw herself . <eos>,The girl that the woman liked saw herself .,the girl that the woman liked saw ***mask*** .,0.02188688366515719
181,31,simple,local,c-command,1,b,none,none,woman,girl,saw,herself,The woman that the girl liked saw herself . <eos>,The woman that the girl liked saw herself .,the woman that the girl liked saw ***mask*** .,0.02655929328093095
182,31,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,saw,herself,The girls that the woman liked saw herself . <eos>,The girls that the woman liked saw herself .,the girls that the woman liked saw ***mask*** .,0.06407348407115675
183,31,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,saw,herself,The women that the girl liked saw herself . <eos>,The women that the girl liked saw herself .,the women that the girl liked saw ***mask*** .,0.05028766837123665
184,31,simple,local,c-command,1,a,rc_subj,number,girl,women,saw,herself,The girl that the women liked saw herself . <eos>,The girl that the women liked saw herself .,the girl that the women liked saw ***mask*** .,0.01258057464095157
185,31,simple,local,c-command,1,b,rc_subj,number,woman,girls,saw,herself,The woman that the girls liked saw herself . <eos>,The woman that the girls liked saw herself .,the woman that the girls liked saw ***mask*** .,0.01764399005054815
186,32,simple,local,c-command,1,a,none,none,girl,woman,established,herself,The girl that the woman liked established herself . <eos>,The girl that the woman liked established herself .,the girl that the woman liked established ***mask*** .,1.0011062503847646e-05
187,32,simple,local,c-command,1,b,none,none,woman,girl,established,herself,The woman that the girl liked established herself . <eos>,The woman that the girl liked established herself .,the woman that the girl liked established ***mask*** .,6.183540633405919e-06
188,32,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,established,herself,The girls that the woman liked established herself . <eos>,The girls that the woman liked established herself .,the girls that the woman liked established ***mask*** .,6.555125555145224e-05
189,32,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,established,herself,The women that the girl liked established herself . <eos>,The women that the girl liked established herself .,the women that the girl liked established ***mask*** .,7.705232664177261e-05
190,32,simple,local,c-command,1,a,rc_subj,number,girl,women,established,herself,The girl that the women liked established herself . <eos>,The girl that the women liked established herself .,the girl that the women liked established ***mask*** .,8.177935450358068e-05
191,32,simple,local,c-command,1,b,rc_subj,number,woman,girls,established,herself,The woman that the girls liked established herself . <eos>,The woman that the girls liked established herself .,the woman that the girls liked established ***mask*** .,2.288515675641342e-05
192,33,simple,local,c-command,1,a,none,none,girl,woman,devoted,herself,The girl that the woman liked devoted herself . <eos>,The girl that the woman liked devoted herself .,the girl that the woman liked devoted ***mask*** .,0.4131983971429659
193,33,simple,local,c-command,1,b,none,none,woman,girl,devoted,herself,The woman that the girl liked devoted herself . <eos>,The woman that the girl liked devoted herself .,the woman that the girl liked devoted ***mask*** .,0.37385987605420656
194,33,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,devoted,herself,The girls that the woman liked devoted herself . <eos>,The girls that the woman liked devoted herself .,the girls that the woman liked devoted ***mask*** .,0.2309269625718574
195,33,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,devoted,herself,The women that the girl liked devoted herself . <eos>,The women that the girl liked devoted herself .,the women that the girl liked devoted ***mask*** .,0.1567387458250594
196,33,simple,local,c-command,1,a,rc_subj,number,girl,women,devoted,herself,The girl that the women liked devoted herself . <eos>,The girl that the women liked devoted herself .,the girl that the women liked devoted ***mask*** .,0.7847880777554412
197,33,simple,local,c-command,1,b,rc_subj,number,woman,girls,devoted,herself,The woman that the girls liked devoted herself . <eos>,The woman that the girls liked devoted herself .,the woman that the girls liked devoted ***mask*** .,0.7225274097490124
198,34,simple,local,c-command,1,a,none,none,girl,woman,considered,herself,The girl that the woman liked considered herself . <eos>,The girl that the woman liked considered herself .,the girl that the woman liked considered ***mask*** .,0.0024806015733906373
199,34,simple,local,c-command,1,b,none,none,woman,girl,considered,herself,The woman that the girl liked considered herself . <eos>,The woman that the girl liked considered herself .,the woman that the girl liked considered ***mask*** .,0.0017304350880062913
200,34,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,considered,herself,The girls that the woman liked considered herself . <eos>,The girls that the woman liked considered herself .,the girls that the woman liked considered ***mask*** .,0.0025168466696862775
201,34,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,considered,herself,The women that the girl liked considered herself . <eos>,The women that the girl liked considered herself .,the women that the girl liked considered ***mask*** .,0.0024485511067383115
202,34,simple,local,c-command,1,a,rc_subj,number,girl,women,considered,herself,The girl that the women liked considered herself . <eos>,The girl that the women liked considered herself .,the girl that the women liked considered ***mask*** .,0.0023080006232381674
203,34,simple,local,c-command,1,b,rc_subj,number,woman,girls,considered,herself,The woman that the girls liked considered herself . <eos>,The woman that the girls liked considered herself .,the woman that the girls liked considered ***mask*** .,0.0021554084706293095
204,35,simple,local,c-command,1,a,none,none,girl,woman,identified,herself,The girl that the woman liked identified herself . <eos>,The girl that the woman liked identified herself .,the girl that the woman liked identified ***mask*** .,7.804470234753781e-05
205,35,simple,local,c-command,1,b,none,none,woman,girl,identified,herself,The woman that the girl liked identified herself . <eos>,The woman that the girl liked identified herself .,the woman that the girl liked identified ***mask*** .,4.169460567794396e-05
206,35,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,identified,herself,The girls that the woman liked identified herself . <eos>,The girls that the woman liked identified herself .,the girls that the woman liked identified ***mask*** .,0.00019317670779681325
207,35,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,identified,herself,The women that the girl liked identified herself . <eos>,The women that the girl liked identified herself .,the women that the girl liked identified ***mask*** .,0.0004178220982109496
208,35,simple,local,c-command,1,a,rc_subj,number,girl,women,identified,herself,The girl that the women liked identified herself . <eos>,The girl that the women liked identified herself .,the girl that the women liked identified ***mask*** .,0.0008282381195211679
209,35,simple,local,c-command,1,b,rc_subj,number,woman,girls,identified,herself,The woman that the girls liked identified herself . <eos>,The woman that the girls liked identified herself .,the woman that the girls liked identified ***mask*** .,0.00013438153578175773
210,36,simple,local,c-command,1,a,none,none,girl,woman,made,herself,The girl that the woman liked made herself . <eos>,The girl that the woman liked made herself .,the girl that the woman liked made ***mask*** .,0.13125720514412864
211,36,simple,local,c-command,1,b,none,none,woman,girl,made,herself,The woman that the girl liked made herself . <eos>,The woman that the girl liked made herself .,the woman that the girl liked made ***mask*** .,0.11211351906307035
212,36,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,made,herself,The girls that the woman liked made herself . <eos>,The girls that the woman liked made herself .,the girls that the woman liked made ***mask*** .,0.16564939339563486
213,36,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,made,herself,The women that the girl liked made herself . <eos>,The women that the girl liked made herself .,the women that the girl liked made ***mask*** .,0.169774750318777
214,36,simple,local,c-command,1,a,rc_subj,number,girl,women,made,herself,The girl that the women liked made herself . <eos>,The girl that the women liked made herself .,the girl that the women liked made ***mask*** .,0.16084451090552207
215,36,simple,local,c-command,1,b,rc_subj,number,woman,girls,made,herself,The woman that the girls liked made herself . <eos>,The woman that the girls liked made herself .,the woman that the girls liked made ***mask*** .,0.24735642251289713
216,37,simple,local,c-command,1,a,none,none,girl,woman,found,herself,The girl that the woman liked found herself . <eos>,The girl that the woman liked found herself .,the girl that the woman liked found ***mask*** .,0.0012376927366241882
217,37,simple,local,c-command,1,b,none,none,woman,girl,found,herself,The woman that the girl liked found herself . <eos>,The woman that the girl liked found herself .,the woman that the girl liked found ***mask*** .,0.0011003049972967544
218,37,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,found,herself,The girls that the woman liked found herself . <eos>,The girls that the woman liked found herself .,the girls that the woman liked found ***mask*** .,0.006901986326762499
219,37,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,found,herself,The women that the girl liked found herself . <eos>,The women that the girl liked found herself .,the women that the girl liked found ***mask*** .,0.006854144628353684
220,37,simple,local,c-command,1,a,rc_subj,number,girl,women,found,herself,The girl that the women liked found herself . <eos>,The girl that the women liked found herself .,the girl that the women liked found ***mask*** .,0.0015094934061351216
221,37,simple,local,c-command,1,b,rc_subj,number,woman,girls,found,herself,The woman that the girls liked found herself . <eos>,The woman that the girls liked found herself .,the woman that the girls liked found ***mask*** .,0.0013254720146601475
222,38,simple,local,c-command,1,a,none,none,girl,woman,distinguished,herself,The girl that the woman liked distinguished herself . <eos>,The girl that the woman liked distinguished herself .,the girl that the woman liked distinguished ***mask*** .,0.00011812544277177939
223,38,simple,local,c-command,1,b,none,none,woman,girl,distinguished,herself,The woman that the girl liked distinguished herself . <eos>,The woman that the girl liked distinguished herself .,the woman that the girl liked distinguished ***mask*** .,5.772736186210152e-05
224,38,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,distinguished,herself,The girls that the woman liked distinguished herself . <eos>,The girls that the woman liked distinguished herself .,the girls that the woman liked distinguished ***mask*** .,0.0006169098557981705
225,38,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,distinguished,herself,The women that the girl liked distinguished herself . <eos>,The women that the girl liked distinguished herself .,the women that the girl liked distinguished ***mask*** .,0.000209735328623645
226,38,simple,local,c-command,1,a,rc_subj,number,girl,women,distinguished,herself,The girl that the women liked distinguished herself . <eos>,The girl that the women liked distinguished herself .,the girl that the women liked distinguished ***mask*** .,0.00041393903581212263
227,38,simple,local,c-command,1,b,rc_subj,number,woman,girls,distinguished,herself,The woman that the girls liked distinguished herself . <eos>,The woman that the girls liked distinguished herself .,the woman that the girls liked distinguished ***mask*** .,0.00033135593236516844
228,39,simple,local,c-command,1,a,none,none,girl,woman,taught,herself,The girl that the woman liked taught herself . <eos>,The girl that the woman liked taught herself .,the girl that the woman liked taught ***mask*** .,0.023517823444426093
229,39,simple,local,c-command,1,b,none,none,woman,girl,taught,herself,The woman that the girl liked taught herself . <eos>,The woman that the girl liked taught herself .,the woman that the girl liked taught ***mask*** .,0.01957624633828601
230,39,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,taught,herself,The girls that the woman liked taught herself . <eos>,The girls that the woman liked taught herself .,the girls that the woman liked taught ***mask*** .,0.019948667017523684
231,39,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,taught,herself,The women that the girl liked taught herself . <eos>,The women that the girl liked taught herself .,the women that the girl liked taught ***mask*** .,0.016628079683956402
232,39,simple,local,c-command,1,a,rc_subj,number,girl,women,taught,herself,The girl that the women liked taught herself . <eos>,The girl that the women liked taught herself .,the girl that the women liked taught ***mask*** .,0.0354872196273802
233,39,simple,local,c-command,1,b,rc_subj,number,woman,girls,taught,herself,The woman that the girls liked taught herself . <eos>,The woman that the girls liked taught herself .,the woman that the girls liked taught ***mask*** .,0.044889883248665524
234,40,simple,local,c-command,1,a,none,none,girl,woman,killed,herself,The girl that the woman liked killed herself . <eos>,The girl that the woman liked killed herself .,the girl that the woman liked killed ***mask*** .,0.0010009634571782164
235,40,simple,local,c-command,1,b,none,none,woman,girl,killed,herself,The woman that the girl liked killed herself . <eos>,The woman that the girl liked killed herself .,the woman that the girl liked killed ***mask*** .,0.0006873143604790354
236,40,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,killed,herself,The girls that the woman liked killed herself . <eos>,The girls that the woman liked killed herself .,the girls that the woman liked killed ***mask*** .,0.003583406272211092
237,40,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,killed,herself,The women that the girl liked killed herself . <eos>,The women that the girl liked killed herself .,the women that the girl liked killed ***mask*** .,0.0038121135621537075
238,40,simple,local,c-command,1,a,rc_subj,number,girl,women,killed,herself,The girl that the women liked killed herself . <eos>,The girl that the women liked killed herself .,the girl that the women liked killed ***mask*** .,0.001646291776426221
239,40,simple,local,c-command,1,b,rc_subj,number,woman,girls,killed,herself,The woman that the girls liked killed herself . <eos>,The woman that the girls liked killed herself .,the woman that the girls liked killed ***mask*** .,0.0007195054738891093
240,41,simple,local,c-command,1,a,none,none,girl,woman,called,herself,The girl that the woman liked called herself . <eos>,The girl that the woman liked called herself .,the girl that the woman liked called ***mask*** .,0.012895180261071169
241,41,simple,local,c-command,1,b,none,none,woman,girl,called,herself,The woman that the girl liked called herself . <eos>,The woman that the girl liked called herself .,the woman that the girl liked called ***mask*** .,0.00418403464081892
242,41,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,called,herself,The girls that the woman liked called herself . <eos>,The girls that the woman liked called herself .,the girls that the woman liked called ***mask*** .,0.001836067742066928
243,41,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,called,herself,The women that the girl liked called herself . <eos>,The women that the girl liked called herself .,the women that the girl liked called ***mask*** .,0.002130707582830795
244,41,simple,local,c-command,1,a,rc_subj,number,girl,women,called,herself,The girl that the women liked called herself . <eos>,The girl that the women liked called herself .,the girl that the women liked called ***mask*** .,0.017861166214108194
245,41,simple,local,c-command,1,b,rc_subj,number,woman,girls,called,herself,The woman that the girls liked called herself . <eos>,The woman that the girls liked called herself .,the woman that the girls liked called ***mask*** .,0.008227589412914866
246,42,simple,local,c-command,1,a,none,none,girl,woman,dedicated,herself,The girl that the woman liked dedicated herself . <eos>,The girl that the woman liked dedicated herself .,the girl that the woman liked dedicated ***mask*** .,0.09750158427865548
247,42,simple,local,c-command,1,b,none,none,woman,girl,dedicated,herself,The woman that the girl liked dedicated herself . <eos>,The woman that the girl liked dedicated herself .,the woman that the girl liked dedicated ***mask*** .,0.06124540686228927
248,42,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,dedicated,herself,The girls that the woman liked dedicated herself . <eos>,The girls that the woman liked dedicated herself .,the girls that the woman liked dedicated ***mask*** .,0.11401135727660981
249,42,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,dedicated,herself,The women that the girl liked dedicated herself . <eos>,The women that the girl liked dedicated herself .,the women that the girl liked dedicated ***mask*** .,0.02023063076395062
250,42,simple,local,c-command,1,a,rc_subj,number,girl,women,dedicated,herself,The girl that the women liked dedicated herself . <eos>,The girl that the women liked dedicated herself .,the girl that the women liked dedicated ***mask*** .,0.09485736111271544
251,42,simple,local,c-command,1,b,rc_subj,number,woman,girls,dedicated,herself,The woman that the girls liked dedicated herself . <eos>,The woman that the girls liked dedicated herself .,the woman that the girls liked dedicated ***mask*** .,0.17442034555033167
252,43,simple,local,c-command,1,a,none,none,girl,woman,declared,herself,The girl that the woman liked declared herself . <eos>,The girl that the woman liked declared herself .,the girl that the woman liked declared ***mask*** .,0.00021404286223226007
253,43,simple,local,c-command,1,b,none,none,woman,girl,declared,herself,The woman that the girl liked declared herself . <eos>,The woman that the girl liked declared herself .,the woman that the girl liked declared ***mask*** .,0.00017628640478738815
254,43,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,declared,herself,The girls that the woman liked declared herself . <eos>,The girls that the woman liked declared herself .,the girls that the woman liked declared ***mask*** .,0.0010512011320755455
255,43,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,declared,herself,The women that the girl liked declared herself . <eos>,The women that the girl liked declared herself .,the women that the girl liked declared ***mask*** .,0.0008973794867136653
256,43,simple,local,c-command,1,a,rc_subj,number,girl,women,declared,herself,The girl that the women liked declared herself . <eos>,The girl that the women liked declared herself .,the girl that the women liked declared ***mask*** .,0.00026174649268898855
257,43,simple,local,c-command,1,b,rc_subj,number,woman,girls,declared,herself,The woman that the girls liked declared herself . <eos>,The woman that the girls liked declared herself .,the woman that the girls liked declared ***mask*** .,0.00018536791375066894
258,44,simple,local,c-command,1,a,none,none,girl,woman,proved,herself,The girl that the woman liked proved herself . <eos>,The girl that the woman liked proved herself .,the girl that the woman liked proved ***mask*** .,0.002805672277430773
259,44,simple,local,c-command,1,b,none,none,woman,girl,proved,herself,The woman that the girl liked proved herself . <eos>,The woman that the girl liked proved herself .,the woman that the girl liked proved ***mask*** .,0.002544572175561669
260,44,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,proved,herself,The girls that the woman liked proved herself . <eos>,The girls that the woman liked proved herself .,the girls that the woman liked proved ***mask*** .,0.003285316698917629
261,44,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,proved,herself,The women that the girl liked proved herself . <eos>,The women that the girl liked proved herself .,the women that the girl liked proved ***mask*** .,0.0028895430527898667
262,44,simple,local,c-command,1,a,rc_subj,number,girl,women,proved,herself,The girl that the women liked proved herself . <eos>,The girl that the women liked proved herself .,the girl that the women liked proved ***mask*** .,0.003926429366134958
263,44,simple,local,c-command,1,b,rc_subj,number,woman,girls,proved,herself,The woman that the girls liked proved herself . <eos>,The woman that the girls liked proved herself .,the woman that the girls liked proved ***mask*** .,0.004101174044111544
264,45,simple,local,c-command,1,a,none,none,girl,woman,shot,herself,The girl that the woman liked shot herself . <eos>,The girl that the woman liked shot herself .,the girl that the woman liked shot ***mask*** .,0.0016865357175569519
265,45,simple,local,c-command,1,b,none,none,woman,girl,shot,herself,The woman that the girl liked shot herself . <eos>,The woman that the girl liked shot herself .,the woman that the girl liked shot ***mask*** .,0.0020316284335354096
266,45,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,shot,herself,The girls that the woman liked shot herself . <eos>,The girls that the woman liked shot herself .,the girls that the woman liked shot ***mask*** .,0.010208078298521625
267,45,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,shot,herself,The women that the girl liked shot herself . <eos>,The women that the girl liked shot herself .,the women that the girl liked shot ***mask*** .,0.009031861885476783
268,45,simple,local,c-command,1,a,rc_subj,number,girl,women,shot,herself,The girl that the women liked shot herself . <eos>,The girl that the women liked shot herself .,the girl that the women liked shot ***mask*** .,0.0026639717433421164
269,45,simple,local,c-command,1,b,rc_subj,number,woman,girls,shot,herself,The woman that the girls liked shot herself . <eos>,The woman that the girls liked shot herself .,the woman that the girls liked shot ***mask*** .,0.0023493742363378226
270,46,simple,local,c-command,1,a,none,none,girl,wife,saw,herself,The girl that the wife liked saw herself . <eos>,The girl that the wife liked saw herself .,the girl that the wife liked saw ***mask*** .,0.02943597239123439
271,46,simple,local,c-command,1,b,none,none,wife,girl,saw,herself,The wife that the girl liked saw herself . <eos>,The wife that the girl liked saw herself .,the wife that the girl liked saw ***mask*** .,0.03852153920733993
272,46,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,saw,herself,The girls that the wife liked saw herself . <eos>,The girls that the wife liked saw herself .,the girls that the wife liked saw ***mask*** .,0.10590066119763253
273,46,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,saw,herself,The wives that the girl liked saw herself . <eos>,The wives that the girl liked saw herself .,the wives that the girl liked saw ***mask*** .,0.09501541240042632
274,46,simple,local,c-command,1,a,rc_subj,number,girl,wives,saw,herself,The girl that the wives liked saw herself . <eos>,The girl that the wives liked saw herself .,the girl that the wives liked saw ***mask*** .,0.023545503145666412
