item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
17,embed,local,1,b,male,nonlocal_subj,number,son,boys,established,themselves,The son said that the boys established themselves . <eos>,The son said that the boys established themselves .
17,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,established,themselves,The girl said that the daughters established themselves . <eos>,The girl said that the daughters established themselves .
17,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,established,themselves,The daughter said that the girls established themselves . <eos>,The daughter said that the girls established themselves .
17,embed,nonlocal,0,a,male,local_subj,number,boys,son,established,themselves,The boys said that the son established themselves . <eos>,The boys said that the son established themselves .
17,embed,nonlocal,0,b,male,local_subj,number,sons,boy,established,themselves,The sons said that the boy established themselves . <eos>,The sons said that the boy established themselves .
17,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,established,themselves,The girls said that the daughter established themselves . <eos>,The girls said that the daughter established themselves .
17,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,established,themselves,The daughters said that the girl established themselves . <eos>,The daughters said that the girl established themselves .
18,embed,local,1,a,male,none,none,boys,sons,devoted,themselves,The boys said that the sons devoted themselves . <eos>,The boys said that the sons devoted themselves .
18,embed,local,1,b,male,none,none,sons,boys,devoted,themselves,The sons said that the boys devoted themselves . <eos>,The sons said that the boys devoted themselves .
18,embed,local,1,a,female,none,none,girls,daughters,devoted,themselves,The girls said that the daughters devoted themselves . <eos>,The girls said that the daughters devoted themselves .
18,embed,local,1,b,female,none,none,daughters,girls,devoted,themselves,The daughters said that the girls devoted themselves . <eos>,The daughters said that the girls devoted themselves .
18,embed,local,1,a,male,nonlocal_subj,number,boy,sons,devoted,themselves,The boy said that the sons devoted themselves . <eos>,The boy said that the sons devoted themselves .
18,embed,local,1,b,male,nonlocal_subj,number,son,boys,devoted,themselves,The son said that the boys devoted themselves . <eos>,The son said that the boys devoted themselves .
18,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,devoted,themselves,The girl said that the daughters devoted themselves . <eos>,The girl said that the daughters devoted themselves .
18,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,devoted,themselves,The daughter said that the girls devoted themselves . <eos>,The daughter said that the girls devoted themselves .
18,embed,nonlocal,0,a,male,local_subj,number,boys,son,devoted,themselves,The boys said that the son devoted themselves . <eos>,The boys said that the son devoted themselves .
18,embed,nonlocal,0,b,male,local_subj,number,sons,boy,devoted,themselves,The sons said that the boy devoted themselves . <eos>,The sons said that the boy devoted themselves .
18,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,devoted,themselves,The girls said that the daughter devoted themselves . <eos>,The girls said that the daughter devoted themselves .
18,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,devoted,themselves,The daughters said that the girl devoted themselves . <eos>,The daughters said that the girl devoted themselves .
19,embed,local,1,a,male,none,none,boys,sons,considered,themselves,The boys said that the sons considered themselves . <eos>,The boys said that the sons considered themselves .
19,embed,local,1,b,male,none,none,sons,boys,considered,themselves,The sons said that the boys considered themselves . <eos>,The sons said that the boys considered themselves .
19,embed,local,1,a,female,none,none,girls,daughters,considered,themselves,The girls said that the daughters considered themselves . <eos>,The girls said that the daughters considered themselves .
19,embed,local,1,b,female,none,none,daughters,girls,considered,themselves,The daughters said that the girls considered themselves . <eos>,The daughters said that the girls considered themselves .
19,embed,local,1,a,male,nonlocal_subj,number,boy,sons,considered,themselves,The boy said that the sons considered themselves . <eos>,The boy said that the sons considered themselves .
19,embed,local,1,b,male,nonlocal_subj,number,son,boys,considered,themselves,The son said that the boys considered themselves . <eos>,The son said that the boys considered themselves .
19,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,considered,themselves,The girl said that the daughters considered themselves . <eos>,The girl said that the daughters considered themselves .
19,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,considered,themselves,The daughter said that the girls considered themselves . <eos>,The daughter said that the girls considered themselves .
19,embed,nonlocal,0,a,male,local_subj,number,boys,son,considered,themselves,The boys said that the son considered themselves . <eos>,The boys said that the son considered themselves .
19,embed,nonlocal,0,b,male,local_subj,number,sons,boy,considered,themselves,The sons said that the boy considered themselves . <eos>,The sons said that the boy considered themselves .
19,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,considered,themselves,The girls said that the daughter considered themselves . <eos>,The girls said that the daughter considered themselves .
19,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,considered,themselves,The daughters said that the girl considered themselves . <eos>,The daughters said that the girl considered themselves .
20,embed,local,1,a,male,none,none,boys,sons,identified,themselves,The boys said that the sons identified themselves . <eos>,The boys said that the sons identified themselves .
20,embed,local,1,b,male,none,none,sons,boys,identified,themselves,The sons said that the boys identified themselves . <eos>,The sons said that the boys identified themselves .
20,embed,local,1,a,female,none,none,girls,daughters,identified,themselves,The girls said that the daughters identified themselves . <eos>,The girls said that the daughters identified themselves .
20,embed,local,1,b,female,none,none,daughters,girls,identified,themselves,The daughters said that the girls identified themselves . <eos>,The daughters said that the girls identified themselves .
20,embed,local,1,a,male,nonlocal_subj,number,boy,sons,identified,themselves,The boy said that the sons identified themselves . <eos>,The boy said that the sons identified themselves .
20,embed,local,1,b,male,nonlocal_subj,number,son,boys,identified,themselves,The son said that the boys identified themselves . <eos>,The son said that the boys identified themselves .
20,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,identified,themselves,The girl said that the daughters identified themselves . <eos>,The girl said that the daughters identified themselves .
20,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,identified,themselves,The daughter said that the girls identified themselves . <eos>,The daughter said that the girls identified themselves .
20,embed,nonlocal,0,a,male,local_subj,number,boys,son,identified,themselves,The boys said that the son identified themselves . <eos>,The boys said that the son identified themselves .
20,embed,nonlocal,0,b,male,local_subj,number,sons,boy,identified,themselves,The sons said that the boy identified themselves . <eos>,The sons said that the boy identified themselves .
20,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,identified,themselves,The girls said that the daughter identified themselves . <eos>,The girls said that the daughter identified themselves .
20,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,identified,themselves,The daughters said that the girl identified themselves . <eos>,The daughters said that the girl identified themselves .
21,embed,local,1,a,male,none,none,boys,sons,made,themselves,The boys said that the sons made themselves . <eos>,The boys said that the sons made themselves .
21,embed,local,1,b,male,none,none,sons,boys,made,themselves,The sons said that the boys made themselves . <eos>,The sons said that the boys made themselves .
21,embed,local,1,a,female,none,none,girls,daughters,made,themselves,The girls said that the daughters made themselves . <eos>,The girls said that the daughters made themselves .
21,embed,local,1,b,female,none,none,daughters,girls,made,themselves,The daughters said that the girls made themselves . <eos>,The daughters said that the girls made themselves .
21,embed,local,1,a,male,nonlocal_subj,number,boy,sons,made,themselves,The boy said that the sons made themselves . <eos>,The boy said that the sons made themselves .
21,embed,local,1,b,male,nonlocal_subj,number,son,boys,made,themselves,The son said that the boys made themselves . <eos>,The son said that the boys made themselves .
21,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,made,themselves,The girl said that the daughters made themselves . <eos>,The girl said that the daughters made themselves .
21,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,made,themselves,The daughter said that the girls made themselves . <eos>,The daughter said that the girls made themselves .
21,embed,nonlocal,0,a,male,local_subj,number,boys,son,made,themselves,The boys said that the son made themselves . <eos>,The boys said that the son made themselves .
21,embed,nonlocal,0,b,male,local_subj,number,sons,boy,made,themselves,The sons said that the boy made themselves . <eos>,The sons said that the boy made themselves .
21,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,made,themselves,The girls said that the daughter made themselves . <eos>,The girls said that the daughter made themselves .
21,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,made,themselves,The daughters said that the girl made themselves . <eos>,The daughters said that the girl made themselves .
22,embed,local,1,a,male,none,none,boys,sons,found,themselves,The boys said that the sons found themselves . <eos>,The boys said that the sons found themselves .
22,embed,local,1,b,male,none,none,sons,boys,found,themselves,The sons said that the boys found themselves . <eos>,The sons said that the boys found themselves .
22,embed,local,1,a,female,none,none,girls,daughters,found,themselves,The girls said that the daughters found themselves . <eos>,The girls said that the daughters found themselves .
22,embed,local,1,b,female,none,none,daughters,girls,found,themselves,The daughters said that the girls found themselves . <eos>,The daughters said that the girls found themselves .
22,embed,local,1,a,male,nonlocal_subj,number,boy,sons,found,themselves,The boy said that the sons found themselves . <eos>,The boy said that the sons found themselves .
22,embed,local,1,b,male,nonlocal_subj,number,son,boys,found,themselves,The son said that the boys found themselves . <eos>,The son said that the boys found themselves .
22,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,found,themselves,The girl said that the daughters found themselves . <eos>,The girl said that the daughters found themselves .
22,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,found,themselves,The daughter said that the girls found themselves . <eos>,The daughter said that the girls found themselves .
22,embed,nonlocal,0,a,male,local_subj,number,boys,son,found,themselves,The boys said that the son found themselves . <eos>,The boys said that the son found themselves .
22,embed,nonlocal,0,b,male,local_subj,number,sons,boy,found,themselves,The sons said that the boy found themselves . <eos>,The sons said that the boy found themselves .
22,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,found,themselves,The girls said that the daughter found themselves . <eos>,The girls said that the daughter found themselves .
22,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,found,themselves,The daughters said that the girl found themselves . <eos>,The daughters said that the girl found themselves .
23,embed,local,1,a,male,none,none,boys,sons,distinguished,themselves,The boys said that the sons distinguished themselves . <eos>,The boys said that the sons distinguished themselves .
23,embed,local,1,b,male,none,none,sons,boys,distinguished,themselves,The sons said that the boys distinguished themselves . <eos>,The sons said that the boys distinguished themselves .
23,embed,local,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls said that the daughters distinguished themselves . <eos>,The girls said that the daughters distinguished themselves .
23,embed,local,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters said that the girls distinguished themselves . <eos>,The daughters said that the girls distinguished themselves .
23,embed,local,1,a,male,nonlocal_subj,number,boy,sons,distinguished,themselves,The boy said that the sons distinguished themselves . <eos>,The boy said that the sons distinguished themselves .
23,embed,local,1,b,male,nonlocal_subj,number,son,boys,distinguished,themselves,The son said that the boys distinguished themselves . <eos>,The son said that the boys distinguished themselves .
23,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,distinguished,themselves,The girl said that the daughters distinguished themselves . <eos>,The girl said that the daughters distinguished themselves .
23,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,distinguished,themselves,The daughter said that the girls distinguished themselves . <eos>,The daughter said that the girls distinguished themselves .
23,embed,nonlocal,0,a,male,local_subj,number,boys,son,distinguished,themselves,The boys said that the son distinguished themselves . <eos>,The boys said that the son distinguished themselves .
23,embed,nonlocal,0,b,male,local_subj,number,sons,boy,distinguished,themselves,The sons said that the boy distinguished themselves . <eos>,The sons said that the boy distinguished themselves .
23,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,distinguished,themselves,The girls said that the daughter distinguished themselves . <eos>,The girls said that the daughter distinguished themselves .
23,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,distinguished,themselves,The daughters said that the girl distinguished themselves . <eos>,The daughters said that the girl distinguished themselves .
24,embed,local,1,a,male,none,none,boys,sons,taught,themselves,The boys said that the sons taught themselves . <eos>,The boys said that the sons taught themselves .
24,embed,local,1,b,male,none,none,sons,boys,taught,themselves,The sons said that the boys taught themselves . <eos>,The sons said that the boys taught themselves .
24,embed,local,1,a,female,none,none,girls,daughters,taught,themselves,The girls said that the daughters taught themselves . <eos>,The girls said that the daughters taught themselves .
24,embed,local,1,b,female,none,none,daughters,girls,taught,themselves,The daughters said that the girls taught themselves . <eos>,The daughters said that the girls taught themselves .
24,embed,local,1,a,male,nonlocal_subj,number,boy,sons,taught,themselves,The boy said that the sons taught themselves . <eos>,The boy said that the sons taught themselves .
24,embed,local,1,b,male,nonlocal_subj,number,son,boys,taught,themselves,The son said that the boys taught themselves . <eos>,The son said that the boys taught themselves .
24,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,taught,themselves,The girl said that the daughters taught themselves . <eos>,The girl said that the daughters taught themselves .
24,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,taught,themselves,The daughter said that the girls taught themselves . <eos>,The daughter said that the girls taught themselves .
24,embed,nonlocal,0,a,male,local_subj,number,boys,son,taught,themselves,The boys said that the son taught themselves . <eos>,The boys said that the son taught themselves .
24,embed,nonlocal,0,b,male,local_subj,number,sons,boy,taught,themselves,The sons said that the boy taught themselves . <eos>,The sons said that the boy taught themselves .
24,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,taught,themselves,The girls said that the daughter taught themselves . <eos>,The girls said that the daughter taught themselves .
24,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,taught,themselves,The daughters said that the girl taught themselves . <eos>,The daughters said that the girl taught themselves .
25,embed,local,1,a,male,none,none,boys,sons,killed,themselves,The boys said that the sons killed themselves . <eos>,The boys said that the sons killed themselves .
25,embed,local,1,b,male,none,none,sons,boys,killed,themselves,The sons said that the boys killed themselves . <eos>,The sons said that the boys killed themselves .
25,embed,local,1,a,female,none,none,girls,daughters,killed,themselves,The girls said that the daughters killed themselves . <eos>,The girls said that the daughters killed themselves .
25,embed,local,1,b,female,none,none,daughters,girls,killed,themselves,The daughters said that the girls killed themselves . <eos>,The daughters said that the girls killed themselves .
25,embed,local,1,a,male,nonlocal_subj,number,boy,sons,killed,themselves,The boy said that the sons killed themselves . <eos>,The boy said that the sons killed themselves .
25,embed,local,1,b,male,nonlocal_subj,number,son,boys,killed,themselves,The son said that the boys killed themselves . <eos>,The son said that the boys killed themselves .
25,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,killed,themselves,The girl said that the daughters killed themselves . <eos>,The girl said that the daughters killed themselves .
25,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,killed,themselves,The daughter said that the girls killed themselves . <eos>,The daughter said that the girls killed themselves .
25,embed,nonlocal,0,a,male,local_subj,number,boys,son,killed,themselves,The boys said that the son killed themselves . <eos>,The boys said that the son killed themselves .
25,embed,nonlocal,0,b,male,local_subj,number,sons,boy,killed,themselves,The sons said that the boy killed themselves . <eos>,The sons said that the boy killed themselves .
25,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,killed,themselves,The girls said that the daughter killed themselves . <eos>,The girls said that the daughter killed themselves .
25,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,killed,themselves,The daughters said that the girl killed themselves . <eos>,The daughters said that the girl killed themselves .
26,embed,local,1,a,male,none,none,boys,sons,called,themselves,The boys said that the sons called themselves . <eos>,The boys said that the sons called themselves .
26,embed,local,1,b,male,none,none,sons,boys,called,themselves,The sons said that the boys called themselves . <eos>,The sons said that the boys called themselves .
26,embed,local,1,a,female,none,none,girls,daughters,called,themselves,The girls said that the daughters called themselves . <eos>,The girls said that the daughters called themselves .
26,embed,local,1,b,female,none,none,daughters,girls,called,themselves,The daughters said that the girls called themselves . <eos>,The daughters said that the girls called themselves .
26,embed,local,1,a,male,nonlocal_subj,number,boy,sons,called,themselves,The boy said that the sons called themselves . <eos>,The boy said that the sons called themselves .
26,embed,local,1,b,male,nonlocal_subj,number,son,boys,called,themselves,The son said that the boys called themselves . <eos>,The son said that the boys called themselves .
26,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,called,themselves,The girl said that the daughters called themselves . <eos>,The girl said that the daughters called themselves .
26,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,called,themselves,The daughter said that the girls called themselves . <eos>,The daughter said that the girls called themselves .
26,embed,nonlocal,0,a,male,local_subj,number,boys,son,called,themselves,The boys said that the son called themselves . <eos>,The boys said that the son called themselves .
26,embed,nonlocal,0,b,male,local_subj,number,sons,boy,called,themselves,The sons said that the boy called themselves . <eos>,The sons said that the boy called themselves .
26,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,called,themselves,The girls said that the daughter called themselves . <eos>,The girls said that the daughter called themselves .
26,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,called,themselves,The daughters said that the girl called themselves . <eos>,The daughters said that the girl called themselves .
27,embed,local,1,a,male,none,none,boys,sons,dedicated,themselves,The boys said that the sons dedicated themselves . <eos>,The boys said that the sons dedicated themselves .
27,embed,local,1,b,male,none,none,sons,boys,dedicated,themselves,The sons said that the boys dedicated themselves . <eos>,The sons said that the boys dedicated themselves .
27,embed,local,1,a,female,none,none,girls,daughters,dedicated,themselves,The girls said that the daughters dedicated themselves . <eos>,The girls said that the daughters dedicated themselves .
27,embed,local,1,b,female,none,none,daughters,girls,dedicated,themselves,The daughters said that the girls dedicated themselves . <eos>,The daughters said that the girls dedicated themselves .
27,embed,local,1,a,male,nonlocal_subj,number,boy,sons,dedicated,themselves,The boy said that the sons dedicated themselves . <eos>,The boy said that the sons dedicated themselves .
27,embed,local,1,b,male,nonlocal_subj,number,son,boys,dedicated,themselves,The son said that the boys dedicated themselves . <eos>,The son said that the boys dedicated themselves .
27,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,dedicated,themselves,The girl said that the daughters dedicated themselves . <eos>,The girl said that the daughters dedicated themselves .
27,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,dedicated,themselves,The daughter said that the girls dedicated themselves . <eos>,The daughter said that the girls dedicated themselves .
27,embed,nonlocal,0,a,male,local_subj,number,boys,son,dedicated,themselves,The boys said that the son dedicated themselves . <eos>,The boys said that the son dedicated themselves .
27,embed,nonlocal,0,b,male,local_subj,number,sons,boy,dedicated,themselves,The sons said that the boy dedicated themselves . <eos>,The sons said that the boy dedicated themselves .
27,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,dedicated,themselves,The girls said that the daughter dedicated themselves . <eos>,The girls said that the daughter dedicated themselves .
27,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,dedicated,themselves,The daughters said that the girl dedicated themselves . <eos>,The daughters said that the girl dedicated themselves .
28,embed,local,1,a,male,none,none,boys,sons,declared,themselves,The boys said that the sons declared themselves . <eos>,The boys said that the sons declared themselves .
28,embed,local,1,b,male,none,none,sons,boys,declared,themselves,The sons said that the boys declared themselves . <eos>,The sons said that the boys declared themselves .
28,embed,local,1,a,female,none,none,girls,daughters,declared,themselves,The girls said that the daughters declared themselves . <eos>,The girls said that the daughters declared themselves .
28,embed,local,1,b,female,none,none,daughters,girls,declared,themselves,The daughters said that the girls declared themselves . <eos>,The daughters said that the girls declared themselves .
28,embed,local,1,a,male,nonlocal_subj,number,boy,sons,declared,themselves,The boy said that the sons declared themselves . <eos>,The boy said that the sons declared themselves .
28,embed,local,1,b,male,nonlocal_subj,number,son,boys,declared,themselves,The son said that the boys declared themselves . <eos>,The son said that the boys declared themselves .
28,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,declared,themselves,The girl said that the daughters declared themselves . <eos>,The girl said that the daughters declared themselves .
28,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,declared,themselves,The daughter said that the girls declared themselves . <eos>,The daughter said that the girls declared themselves .
28,embed,nonlocal,0,a,male,local_subj,number,boys,son,declared,themselves,The boys said that the son declared themselves . <eos>,The boys said that the son declared themselves .
28,embed,nonlocal,0,b,male,local_subj,number,sons,boy,declared,themselves,The sons said that the boy declared themselves . <eos>,The sons said that the boy declared themselves .
28,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,declared,themselves,The girls said that the daughter declared themselves . <eos>,The girls said that the daughter declared themselves .
28,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,declared,themselves,The daughters said that the girl declared themselves . <eos>,The daughters said that the girl declared themselves .
29,embed,local,1,a,male,none,none,boys,sons,proved,themselves,The boys said that the sons proved themselves . <eos>,The boys said that the sons proved themselves .
29,embed,local,1,b,male,none,none,sons,boys,proved,themselves,The sons said that the boys proved themselves . <eos>,The sons said that the boys proved themselves .
29,embed,local,1,a,female,none,none,girls,daughters,proved,themselves,The girls said that the daughters proved themselves . <eos>,The girls said that the daughters proved themselves .
29,embed,local,1,b,female,none,none,daughters,girls,proved,themselves,The daughters said that the girls proved themselves . <eos>,The daughters said that the girls proved themselves .
29,embed,local,1,a,male,nonlocal_subj,number,boy,sons,proved,themselves,The boy said that the sons proved themselves . <eos>,The boy said that the sons proved themselves .
29,embed,local,1,b,male,nonlocal_subj,number,son,boys,proved,themselves,The son said that the boys proved themselves . <eos>,The son said that the boys proved themselves .
29,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,proved,themselves,The girl said that the daughters proved themselves . <eos>,The girl said that the daughters proved themselves .
29,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,proved,themselves,The daughter said that the girls proved themselves . <eos>,The daughter said that the girls proved themselves .
29,embed,nonlocal,0,a,male,local_subj,number,boys,son,proved,themselves,The boys said that the son proved themselves . <eos>,The boys said that the son proved themselves .
29,embed,nonlocal,0,b,male,local_subj,number,sons,boy,proved,themselves,The sons said that the boy proved themselves . <eos>,The sons said that the boy proved themselves .
29,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,proved,themselves,The girls said that the daughter proved themselves . <eos>,The girls said that the daughter proved themselves .
29,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,proved,themselves,The daughters said that the girl proved themselves . <eos>,The daughters said that the girl proved themselves .
30,embed,local,1,a,male,none,none,boys,sons,shot,themselves,The boys said that the sons shot themselves . <eos>,The boys said that the sons shot themselves .
30,embed,local,1,b,male,none,none,sons,boys,shot,themselves,The sons said that the boys shot themselves . <eos>,The sons said that the boys shot themselves .
30,embed,local,1,a,female,none,none,girls,daughters,shot,themselves,The girls said that the daughters shot themselves . <eos>,The girls said that the daughters shot themselves .
30,embed,local,1,b,female,none,none,daughters,girls,shot,themselves,The daughters said that the girls shot themselves . <eos>,The daughters said that the girls shot themselves .
30,embed,local,1,a,male,nonlocal_subj,number,boy,sons,shot,themselves,The boy said that the sons shot themselves . <eos>,The boy said that the sons shot themselves .
30,embed,local,1,b,male,nonlocal_subj,number,son,boys,shot,themselves,The son said that the boys shot themselves . <eos>,The son said that the boys shot themselves .
30,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,shot,themselves,The girl said that the daughters shot themselves . <eos>,The girl said that the daughters shot themselves .
30,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,shot,themselves,The daughter said that the girls shot themselves . <eos>,The daughter said that the girls shot themselves .
30,embed,nonlocal,0,a,male,local_subj,number,boys,son,shot,themselves,The boys said that the son shot themselves . <eos>,The boys said that the son shot themselves .
30,embed,nonlocal,0,b,male,local_subj,number,sons,boy,shot,themselves,The sons said that the boy shot themselves . <eos>,The sons said that the boy shot themselves .
30,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,shot,themselves,The girls said that the daughter shot themselves . <eos>,The girls said that the daughter shot themselves .
30,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,shot,themselves,The daughters said that the girl shot themselves . <eos>,The daughters said that the girl shot themselves .
31,embed,local,1,a,male,none,none,boys,men,saw,themselves,The boys said that the men saw themselves . <eos>,The boys said that the men saw themselves .
31,embed,local,1,b,male,none,none,men,boys,saw,themselves,The men said that the boys saw themselves . <eos>,The men said that the boys saw themselves .
31,embed,local,1,a,female,none,none,girls,women,saw,themselves,The girls said that the women saw themselves . <eos>,The girls said that the women saw themselves .
31,embed,local,1,b,female,none,none,women,girls,saw,themselves,The women said that the girls saw themselves . <eos>,The women said that the girls saw themselves .
31,embed,local,1,a,male,nonlocal_subj,number,boy,men,saw,themselves,The boy said that the men saw themselves . <eos>,The boy said that the men saw themselves .
31,embed,local,1,b,male,nonlocal_subj,number,man,boys,saw,themselves,The man said that the boys saw themselves . <eos>,The man said that the boys saw themselves .
31,embed,local,1,a,female,nonlocal_subj,number,girl,women,saw,themselves,The girl said that the women saw themselves . <eos>,The girl said that the women saw themselves .
31,embed,local,1,b,female,nonlocal_subj,number,woman,girls,saw,themselves,The woman said that the girls saw themselves . <eos>,The woman said that the girls saw themselves .
31,embed,nonlocal,0,a,male,local_subj,number,boys,man,saw,themselves,The boys said that the man saw themselves . <eos>,The boys said that the man saw themselves .
31,embed,nonlocal,0,b,male,local_subj,number,men,boy,saw,themselves,The men said that the boy saw themselves . <eos>,The men said that the boy saw themselves .
31,embed,nonlocal,0,a,female,local_subj,number,girls,woman,saw,themselves,The girls said that the woman saw themselves . <eos>,The girls said that the woman saw themselves .
31,embed,nonlocal,0,b,female,local_subj,number,women,girl,saw,themselves,The women said that the girl saw themselves . <eos>,The women said that the girl saw themselves .
32,embed,local,1,a,male,none,none,boys,men,established,themselves,The boys said that the men established themselves . <eos>,The boys said that the men established themselves .
32,embed,local,1,b,male,none,none,men,boys,established,themselves,The men said that the boys established themselves . <eos>,The men said that the boys established themselves .
32,embed,local,1,a,female,none,none,girls,women,established,themselves,The girls said that the women established themselves . <eos>,The girls said that the women established themselves .
32,embed,local,1,b,female,none,none,women,girls,established,themselves,The women said that the girls established themselves . <eos>,The women said that the girls established themselves .
32,embed,local,1,a,male,nonlocal_subj,number,boy,men,established,themselves,The boy said that the men established themselves . <eos>,The boy said that the men established themselves .
32,embed,local,1,b,male,nonlocal_subj,number,man,boys,established,themselves,The man said that the boys established themselves . <eos>,The man said that the boys established themselves .
32,embed,local,1,a,female,nonlocal_subj,number,girl,women,established,themselves,The girl said that the women established themselves . <eos>,The girl said that the women established themselves .
32,embed,local,1,b,female,nonlocal_subj,number,woman,girls,established,themselves,The woman said that the girls established themselves . <eos>,The woman said that the girls established themselves .
32,embed,nonlocal,0,a,male,local_subj,number,boys,man,established,themselves,The boys said that the man established themselves . <eos>,The boys said that the man established themselves .
32,embed,nonlocal,0,b,male,local_subj,number,men,boy,established,themselves,The men said that the boy established themselves . <eos>,The men said that the boy established themselves .
32,embed,nonlocal,0,a,female,local_subj,number,girls,woman,established,themselves,The girls said that the woman established themselves . <eos>,The girls said that the woman established themselves .
32,embed,nonlocal,0,b,female,local_subj,number,women,girl,established,themselves,The women said that the girl established themselves . <eos>,The women said that the girl established themselves .
33,embed,local,1,a,male,none,none,boys,men,devoted,themselves,The boys said that the men devoted themselves . <eos>,The boys said that the men devoted themselves .
33,embed,local,1,b,male,none,none,men,boys,devoted,themselves,The men said that the boys devoted themselves . <eos>,The men said that the boys devoted themselves .
33,embed,local,1,a,female,none,none,girls,women,devoted,themselves,The girls said that the women devoted themselves . <eos>,The girls said that the women devoted themselves .
33,embed,local,1,b,female,none,none,women,girls,devoted,themselves,The women said that the girls devoted themselves . <eos>,The women said that the girls devoted themselves .
33,embed,local,1,a,male,nonlocal_subj,number,boy,men,devoted,themselves,The boy said that the men devoted themselves . <eos>,The boy said that the men devoted themselves .
33,embed,local,1,b,male,nonlocal_subj,number,man,boys,devoted,themselves,The man said that the boys devoted themselves . <eos>,The man said that the boys devoted themselves .
33,embed,local,1,a,female,nonlocal_subj,number,girl,women,devoted,themselves,The girl said that the women devoted themselves . <eos>,The girl said that the women devoted themselves .
33,embed,local,1,b,female,nonlocal_subj,number,woman,girls,devoted,themselves,The woman said that the girls devoted themselves . <eos>,The woman said that the girls devoted themselves .
33,embed,nonlocal,0,a,male,local_subj,number,boys,man,devoted,themselves,The boys said that the man devoted themselves . <eos>,The boys said that the man devoted themselves .
33,embed,nonlocal,0,b,male,local_subj,number,men,boy,devoted,themselves,The men said that the boy devoted themselves . <eos>,The men said that the boy devoted themselves .
33,embed,nonlocal,0,a,female,local_subj,number,girls,woman,devoted,themselves,The girls said that the woman devoted themselves . <eos>,The girls said that the woman devoted themselves .
33,embed,nonlocal,0,b,female,local_subj,number,women,girl,devoted,themselves,The women said that the girl devoted themselves . <eos>,The women said that the girl devoted themselves .
34,embed,local,1,a,male,none,none,boys,men,considered,themselves,The boys said that the men considered themselves . <eos>,The boys said that the men considered themselves .
34,embed,local,1,b,male,none,none,men,boys,considered,themselves,The men said that the boys considered themselves . <eos>,The men said that the boys considered themselves .
