item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
38,embed,local,1,a,nonlocal_subj,number,boys,man,distinguished,himself,The boys said that the man distinguished himself . <eos>,The boys said that the man distinguished himself .
38,embed,local,1,b,nonlocal_subj,number,men,boy,distinguished,himself,The men said that the boy distinguished himself . <eos>,The men said that the boy distinguished himself .
38,embed,nonlocal,0,a,local_subj,number,boy,men,distinguished,himself,The boy said that the men distinguished himself . <eos>,The boy said that the men distinguished himself .
38,embed,nonlocal,0,b,local_subj,number,man,boys,distinguished,himself,The man said that the boys distinguished himself . <eos>,The man said that the boys distinguished himself .
39,embed,local,1,a,none,none,boy,man,taught,himself,The boy said that the man taught himself . <eos>,The boy said that the man taught himself .
39,embed,local,1,b,none,none,man,boy,taught,himself,The man said that the boy taught himself . <eos>,The man said that the boy taught himself .
39,embed,local,1,a,nonlocal_subj,number,boys,man,taught,himself,The boys said that the man taught himself . <eos>,The boys said that the man taught himself .
39,embed,local,1,b,nonlocal_subj,number,men,boy,taught,himself,The men said that the boy taught himself . <eos>,The men said that the boy taught himself .
39,embed,nonlocal,0,a,local_subj,number,boy,men,taught,himself,The boy said that the men taught himself . <eos>,The boy said that the men taught himself .
39,embed,nonlocal,0,b,local_subj,number,man,boys,taught,himself,The man said that the boys taught himself . <eos>,The man said that the boys taught himself .
40,embed,local,1,a,none,none,boy,man,killed,himself,The boy said that the man killed himself . <eos>,The boy said that the man killed himself .
40,embed,local,1,b,none,none,man,boy,killed,himself,The man said that the boy killed himself . <eos>,The man said that the boy killed himself .
40,embed,local,1,a,nonlocal_subj,number,boys,man,killed,himself,The boys said that the man killed himself . <eos>,The boys said that the man killed himself .
40,embed,local,1,b,nonlocal_subj,number,men,boy,killed,himself,The men said that the boy killed himself . <eos>,The men said that the boy killed himself .
40,embed,nonlocal,0,a,local_subj,number,boy,men,killed,himself,The boy said that the men killed himself . <eos>,The boy said that the men killed himself .
40,embed,nonlocal,0,b,local_subj,number,man,boys,killed,himself,The man said that the boys killed himself . <eos>,The man said that the boys killed himself .
41,embed,local,1,a,none,none,boy,man,called,himself,The boy said that the man called himself . <eos>,The boy said that the man called himself .
41,embed,local,1,b,none,none,man,boy,called,himself,The man said that the boy called himself . <eos>,The man said that the boy called himself .
41,embed,local,1,a,nonlocal_subj,number,boys,man,called,himself,The boys said that the man called himself . <eos>,The boys said that the man called himself .
41,embed,local,1,b,nonlocal_subj,number,men,boy,called,himself,The men said that the boy called himself . <eos>,The men said that the boy called himself .
41,embed,nonlocal,0,a,local_subj,number,boy,men,called,himself,The boy said that the men called himself . <eos>,The boy said that the men called himself .
41,embed,nonlocal,0,b,local_subj,number,man,boys,called,himself,The man said that the boys called himself . <eos>,The man said that the boys called himself .
42,embed,local,1,a,none,none,boy,man,dedicated,himself,The boy said that the man dedicated himself . <eos>,The boy said that the man dedicated himself .
42,embed,local,1,b,none,none,man,boy,dedicated,himself,The man said that the boy dedicated himself . <eos>,The man said that the boy dedicated himself .
42,embed,local,1,a,nonlocal_subj,number,boys,man,dedicated,himself,The boys said that the man dedicated himself . <eos>,The boys said that the man dedicated himself .
42,embed,local,1,b,nonlocal_subj,number,men,boy,dedicated,himself,The men said that the boy dedicated himself . <eos>,The men said that the boy dedicated himself .
42,embed,nonlocal,0,a,local_subj,number,boy,men,dedicated,himself,The boy said that the men dedicated himself . <eos>,The boy said that the men dedicated himself .
42,embed,nonlocal,0,b,local_subj,number,man,boys,dedicated,himself,The man said that the boys dedicated himself . <eos>,The man said that the boys dedicated himself .
43,embed,local,1,a,none,none,boy,man,declared,himself,The boy said that the man declared himself . <eos>,The boy said that the man declared himself .
43,embed,local,1,b,none,none,man,boy,declared,himself,The man said that the boy declared himself . <eos>,The man said that the boy declared himself .
43,embed,local,1,a,nonlocal_subj,number,boys,man,declared,himself,The boys said that the man declared himself . <eos>,The boys said that the man declared himself .
43,embed,local,1,b,nonlocal_subj,number,men,boy,declared,himself,The men said that the boy declared himself . <eos>,The men said that the boy declared himself .
43,embed,nonlocal,0,a,local_subj,number,boy,men,declared,himself,The boy said that the men declared himself . <eos>,The boy said that the men declared himself .
43,embed,nonlocal,0,b,local_subj,number,man,boys,declared,himself,The man said that the boys declared himself . <eos>,The man said that the boys declared himself .
44,embed,local,1,a,none,none,boy,man,proved,himself,The boy said that the man proved himself . <eos>,The boy said that the man proved himself .
44,embed,local,1,b,none,none,man,boy,proved,himself,The man said that the boy proved himself . <eos>,The man said that the boy proved himself .
44,embed,local,1,a,nonlocal_subj,number,boys,man,proved,himself,The boys said that the man proved himself . <eos>,The boys said that the man proved himself .
44,embed,local,1,b,nonlocal_subj,number,men,boy,proved,himself,The men said that the boy proved himself . <eos>,The men said that the boy proved himself .
44,embed,nonlocal,0,a,local_subj,number,boy,men,proved,himself,The boy said that the men proved himself . <eos>,The boy said that the men proved himself .
44,embed,nonlocal,0,b,local_subj,number,man,boys,proved,himself,The man said that the boys proved himself . <eos>,The man said that the boys proved himself .
45,embed,local,1,a,none,none,boy,man,shot,himself,The boy said that the man shot himself . <eos>,The boy said that the man shot himself .
45,embed,local,1,b,none,none,man,boy,shot,himself,The man said that the boy shot himself . <eos>,The man said that the boy shot himself .
45,embed,local,1,a,nonlocal_subj,number,boys,man,shot,himself,The boys said that the man shot himself . <eos>,The boys said that the man shot himself .
45,embed,local,1,b,nonlocal_subj,number,men,boy,shot,himself,The men said that the boy shot himself . <eos>,The men said that the boy shot himself .
45,embed,nonlocal,0,a,local_subj,number,boy,men,shot,himself,The boy said that the men shot himself . <eos>,The boy said that the men shot himself .
45,embed,nonlocal,0,b,local_subj,number,man,boys,shot,himself,The man said that the boys shot himself . <eos>,The man said that the boys shot himself .
46,embed,local,1,a,none,none,boy,actor,saw,himself,The boy said that the actor saw himself . <eos>,The boy said that the actor saw himself .
46,embed,local,1,b,none,none,actor,boy,saw,himself,The actor said that the boy saw himself . <eos>,The actor said that the boy saw himself .
46,embed,local,1,a,nonlocal_subj,number,boys,actor,saw,himself,The boys said that the actor saw himself . <eos>,The boys said that the actor saw himself .
46,embed,local,1,b,nonlocal_subj,number,actors,boy,saw,himself,The actors said that the boy saw himself . <eos>,The actors said that the boy saw himself .
46,embed,nonlocal,0,a,local_subj,number,boy,actors,saw,himself,The boy said that the actors saw himself . <eos>,The boy said that the actors saw himself .
46,embed,nonlocal,0,b,local_subj,number,actor,boys,saw,himself,The actor said that the boys saw himself . <eos>,The actor said that the boys saw himself .
47,embed,local,1,a,none,none,boy,actor,established,himself,The boy said that the actor established himself . <eos>,The boy said that the actor established himself .
47,embed,local,1,b,none,none,actor,boy,established,himself,The actor said that the boy established himself . <eos>,The actor said that the boy established himself .
47,embed,local,1,a,nonlocal_subj,number,boys,actor,established,himself,The boys said that the actor established himself . <eos>,The boys said that the actor established himself .
47,embed,local,1,b,nonlocal_subj,number,actors,boy,established,himself,The actors said that the boy established himself . <eos>,The actors said that the boy established himself .
47,embed,nonlocal,0,a,local_subj,number,boy,actors,established,himself,The boy said that the actors established himself . <eos>,The boy said that the actors established himself .
47,embed,nonlocal,0,b,local_subj,number,actor,boys,established,himself,The actor said that the boys established himself . <eos>,The actor said that the boys established himself .
48,embed,local,1,a,none,none,boy,actor,devoted,himself,The boy said that the actor devoted himself . <eos>,The boy said that the actor devoted himself .
48,embed,local,1,b,none,none,actor,boy,devoted,himself,The actor said that the boy devoted himself . <eos>,The actor said that the boy devoted himself .
48,embed,local,1,a,nonlocal_subj,number,boys,actor,devoted,himself,The boys said that the actor devoted himself . <eos>,The boys said that the actor devoted himself .
48,embed,local,1,b,nonlocal_subj,number,actors,boy,devoted,himself,The actors said that the boy devoted himself . <eos>,The actors said that the boy devoted himself .
48,embed,nonlocal,0,a,local_subj,number,boy,actors,devoted,himself,The boy said that the actors devoted himself . <eos>,The boy said that the actors devoted himself .
48,embed,nonlocal,0,b,local_subj,number,actor,boys,devoted,himself,The actor said that the boys devoted himself . <eos>,The actor said that the boys devoted himself .
49,embed,local,1,a,none,none,boy,actor,considered,himself,The boy said that the actor considered himself . <eos>,The boy said that the actor considered himself .
49,embed,local,1,b,none,none,actor,boy,considered,himself,The actor said that the boy considered himself . <eos>,The actor said that the boy considered himself .
49,embed,local,1,a,nonlocal_subj,number,boys,actor,considered,himself,The boys said that the actor considered himself . <eos>,The boys said that the actor considered himself .
49,embed,local,1,b,nonlocal_subj,number,actors,boy,considered,himself,The actors said that the boy considered himself . <eos>,The actors said that the boy considered himself .
49,embed,nonlocal,0,a,local_subj,number,boy,actors,considered,himself,The boy said that the actors considered himself . <eos>,The boy said that the actors considered himself .
49,embed,nonlocal,0,b,local_subj,number,actor,boys,considered,himself,The actor said that the boys considered himself . <eos>,The actor said that the boys considered himself .
50,embed,local,1,a,none,none,boy,actor,identified,himself,The boy said that the actor identified himself . <eos>,The boy said that the actor identified himself .
50,embed,local,1,b,none,none,actor,boy,identified,himself,The actor said that the boy identified himself . <eos>,The actor said that the boy identified himself .
50,embed,local,1,a,nonlocal_subj,number,boys,actor,identified,himself,The boys said that the actor identified himself . <eos>,The boys said that the actor identified himself .
50,embed,local,1,b,nonlocal_subj,number,actors,boy,identified,himself,The actors said that the boy identified himself . <eos>,The actors said that the boy identified himself .
50,embed,nonlocal,0,a,local_subj,number,boy,actors,identified,himself,The boy said that the actors identified himself . <eos>,The boy said that the actors identified himself .
50,embed,nonlocal,0,b,local_subj,number,actor,boys,identified,himself,The actor said that the boys identified himself . <eos>,The actor said that the boys identified himself .
51,embed,local,1,a,none,none,boy,actor,made,himself,The boy said that the actor made himself . <eos>,The boy said that the actor made himself .
51,embed,local,1,b,none,none,actor,boy,made,himself,The actor said that the boy made himself . <eos>,The actor said that the boy made himself .
51,embed,local,1,a,nonlocal_subj,number,boys,actor,made,himself,The boys said that the actor made himself . <eos>,The boys said that the actor made himself .
51,embed,local,1,b,nonlocal_subj,number,actors,boy,made,himself,The actors said that the boy made himself . <eos>,The actors said that the boy made himself .
51,embed,nonlocal,0,a,local_subj,number,boy,actors,made,himself,The boy said that the actors made himself . <eos>,The boy said that the actors made himself .
51,embed,nonlocal,0,b,local_subj,number,actor,boys,made,himself,The actor said that the boys made himself . <eos>,The actor said that the boys made himself .
52,embed,local,1,a,none,none,boy,actor,found,himself,The boy said that the actor found himself . <eos>,The boy said that the actor found himself .
52,embed,local,1,b,none,none,actor,boy,found,himself,The actor said that the boy found himself . <eos>,The actor said that the boy found himself .
52,embed,local,1,a,nonlocal_subj,number,boys,actor,found,himself,The boys said that the actor found himself . <eos>,The boys said that the actor found himself .
52,embed,local,1,b,nonlocal_subj,number,actors,boy,found,himself,The actors said that the boy found himself . <eos>,The actors said that the boy found himself .
52,embed,nonlocal,0,a,local_subj,number,boy,actors,found,himself,The boy said that the actors found himself . <eos>,The boy said that the actors found himself .
52,embed,nonlocal,0,b,local_subj,number,actor,boys,found,himself,The actor said that the boys found himself . <eos>,The actor said that the boys found himself .
53,embed,local,1,a,none,none,boy,actor,distinguished,himself,The boy said that the actor distinguished himself . <eos>,The boy said that the actor distinguished himself .
53,embed,local,1,b,none,none,actor,boy,distinguished,himself,The actor said that the boy distinguished himself . <eos>,The actor said that the boy distinguished himself .
53,embed,local,1,a,nonlocal_subj,number,boys,actor,distinguished,himself,The boys said that the actor distinguished himself . <eos>,The boys said that the actor distinguished himself .
53,embed,local,1,b,nonlocal_subj,number,actors,boy,distinguished,himself,The actors said that the boy distinguished himself . <eos>,The actors said that the boy distinguished himself .
53,embed,nonlocal,0,a,local_subj,number,boy,actors,distinguished,himself,The boy said that the actors distinguished himself . <eos>,The boy said that the actors distinguished himself .
53,embed,nonlocal,0,b,local_subj,number,actor,boys,distinguished,himself,The actor said that the boys distinguished himself . <eos>,The actor said that the boys distinguished himself .
54,embed,local,1,a,none,none,boy,actor,taught,himself,The boy said that the actor taught himself . <eos>,The boy said that the actor taught himself .
54,embed,local,1,b,none,none,actor,boy,taught,himself,The actor said that the boy taught himself . <eos>,The actor said that the boy taught himself .
54,embed,local,1,a,nonlocal_subj,number,boys,actor,taught,himself,The boys said that the actor taught himself . <eos>,The boys said that the actor taught himself .
54,embed,local,1,b,nonlocal_subj,number,actors,boy,taught,himself,The actors said that the boy taught himself . <eos>,The actors said that the boy taught himself .
54,embed,nonlocal,0,a,local_subj,number,boy,actors,taught,himself,The boy said that the actors taught himself . <eos>,The boy said that the actors taught himself .
54,embed,nonlocal,0,b,local_subj,number,actor,boys,taught,himself,The actor said that the boys taught himself . <eos>,The actor said that the boys taught himself .
55,embed,local,1,a,none,none,boy,actor,killed,himself,The boy said that the actor killed himself . <eos>,The boy said that the actor killed himself .
55,embed,local,1,b,none,none,actor,boy,killed,himself,The actor said that the boy killed himself . <eos>,The actor said that the boy killed himself .
55,embed,local,1,a,nonlocal_subj,number,boys,actor,killed,himself,The boys said that the actor killed himself . <eos>,The boys said that the actor killed himself .
55,embed,local,1,b,nonlocal_subj,number,actors,boy,killed,himself,The actors said that the boy killed himself . <eos>,The actors said that the boy killed himself .
55,embed,nonlocal,0,a,local_subj,number,boy,actors,killed,himself,The boy said that the actors killed himself . <eos>,The boy said that the actors killed himself .
55,embed,nonlocal,0,b,local_subj,number,actor,boys,killed,himself,The actor said that the boys killed himself . <eos>,The actor said that the boys killed himself .
56,embed,local,1,a,none,none,boy,actor,called,himself,The boy said that the actor called himself . <eos>,The boy said that the actor called himself .
56,embed,local,1,b,none,none,actor,boy,called,himself,The actor said that the boy called himself . <eos>,The actor said that the boy called himself .
56,embed,local,1,a,nonlocal_subj,number,boys,actor,called,himself,The boys said that the actor called himself . <eos>,The boys said that the actor called himself .
56,embed,local,1,b,nonlocal_subj,number,actors,boy,called,himself,The actors said that the boy called himself . <eos>,The actors said that the boy called himself .
56,embed,nonlocal,0,a,local_subj,number,boy,actors,called,himself,The boy said that the actors called himself . <eos>,The boy said that the actors called himself .
56,embed,nonlocal,0,b,local_subj,number,actor,boys,called,himself,The actor said that the boys called himself . <eos>,The actor said that the boys called himself .
57,embed,local,1,a,none,none,boy,actor,dedicated,himself,The boy said that the actor dedicated himself . <eos>,The boy said that the actor dedicated himself .
57,embed,local,1,b,none,none,actor,boy,dedicated,himself,The actor said that the boy dedicated himself . <eos>,The actor said that the boy dedicated himself .
57,embed,local,1,a,nonlocal_subj,number,boys,actor,dedicated,himself,The boys said that the actor dedicated himself . <eos>,The boys said that the actor dedicated himself .
57,embed,local,1,b,nonlocal_subj,number,actors,boy,dedicated,himself,The actors said that the boy dedicated himself . <eos>,The actors said that the boy dedicated himself .
57,embed,nonlocal,0,a,local_subj,number,boy,actors,dedicated,himself,The boy said that the actors dedicated himself . <eos>,The boy said that the actors dedicated himself .
57,embed,nonlocal,0,b,local_subj,number,actor,boys,dedicated,himself,The actor said that the boys dedicated himself . <eos>,The actor said that the boys dedicated himself .
58,embed,local,1,a,none,none,boy,actor,declared,himself,The boy said that the actor declared himself . <eos>,The boy said that the actor declared himself .
58,embed,local,1,b,none,none,actor,boy,declared,himself,The actor said that the boy declared himself . <eos>,The actor said that the boy declared himself .
58,embed,local,1,a,nonlocal_subj,number,boys,actor,declared,himself,The boys said that the actor declared himself . <eos>,The boys said that the actor declared himself .
58,embed,local,1,b,nonlocal_subj,number,actors,boy,declared,himself,The actors said that the boy declared himself . <eos>,The actors said that the boy declared himself .
58,embed,nonlocal,0,a,local_subj,number,boy,actors,declared,himself,The boy said that the actors declared himself . <eos>,The boy said that the actors declared himself .
58,embed,nonlocal,0,b,local_subj,number,actor,boys,declared,himself,The actor said that the boys declared himself . <eos>,The actor said that the boys declared himself .
59,embed,local,1,a,none,none,boy,actor,proved,himself,The boy said that the actor proved himself . <eos>,The boy said that the actor proved himself .
59,embed,local,1,b,none,none,actor,boy,proved,himself,The actor said that the boy proved himself . <eos>,The actor said that the boy proved himself .
59,embed,local,1,a,nonlocal_subj,number,boys,actor,proved,himself,The boys said that the actor proved himself . <eos>,The boys said that the actor proved himself .
59,embed,local,1,b,nonlocal_subj,number,actors,boy,proved,himself,The actors said that the boy proved himself . <eos>,The actors said that the boy proved himself .
59,embed,nonlocal,0,a,local_subj,number,boy,actors,proved,himself,The boy said that the actors proved himself . <eos>,The boy said that the actors proved himself .
59,embed,nonlocal,0,b,local_subj,number,actor,boys,proved,himself,The actor said that the boys proved himself . <eos>,The actor said that the boys proved himself .
60,embed,local,1,a,none,none,boy,actor,shot,himself,The boy said that the actor shot himself . <eos>,The boy said that the actor shot himself .
60,embed,local,1,b,none,none,actor,boy,shot,himself,The actor said that the boy shot himself . <eos>,The actor said that the boy shot himself .
60,embed,local,1,a,nonlocal_subj,number,boys,actor,shot,himself,The boys said that the actor shot himself . <eos>,The boys said that the actor shot himself .
60,embed,local,1,b,nonlocal_subj,number,actors,boy,shot,himself,The actors said that the boy shot himself . <eos>,The actors said that the boy shot himself .
60,embed,nonlocal,0,a,local_subj,number,boy,actors,shot,himself,The boy said that the actors shot himself . <eos>,The boy said that the actors shot himself .
60,embed,nonlocal,0,b,local_subj,number,actor,boys,shot,himself,The actor said that the boys shot himself . <eos>,The actor said that the boys shot himself .
61,embed,local,1,a,none,none,boy,husband,saw,himself,The boy said that the husband saw himself . <eos>,The boy said that the husband saw himself .
61,embed,local,1,b,none,none,husband,boy,saw,himself,The husband said that the boy saw himself . <eos>,The husband said that the boy saw himself .
61,embed,local,1,a,nonlocal_subj,number,boys,husband,saw,himself,The boys said that the husband saw himself . <eos>,The boys said that the husband saw himself .
61,embed,local,1,b,nonlocal_subj,number,husbands,boy,saw,himself,The husbands said that the boy saw himself . <eos>,The husbands said that the boy saw himself .
61,embed,nonlocal,0,a,local_subj,number,boy,husbands,saw,himself,The boy said that the husbands saw himself . <eos>,The boy said that the husbands saw himself .
61,embed,nonlocal,0,b,local_subj,number,husband,boys,saw,himself,The husband said that the boys saw himself . <eos>,The husband said that the boys saw himself .
62,embed,local,1,a,none,none,boy,husband,established,himself,The boy said that the husband established himself . <eos>,The boy said that the husband established himself .
62,embed,local,1,b,none,none,husband,boy,established,himself,The husband said that the boy established himself . <eos>,The husband said that the boy established himself .
62,embed,local,1,a,nonlocal_subj,number,boys,husband,established,himself,The boys said that the husband established himself . <eos>,The boys said that the husband established himself .
62,embed,local,1,b,nonlocal_subj,number,husbands,boy,established,himself,The husbands said that the boy established himself . <eos>,The husbands said that the boy established himself .
62,embed,nonlocal,0,a,local_subj,number,boy,husbands,established,himself,The boy said that the husbands established himself . <eos>,The boy said that the husbands established himself .
62,embed,nonlocal,0,b,local_subj,number,husband,boys,established,himself,The husband said that the boys established himself . <eos>,The husband said that the boys established himself .
63,embed,local,1,a,none,none,boy,husband,devoted,himself,The boy said that the husband devoted himself . <eos>,The boy said that the husband devoted himself .
63,embed,local,1,b,none,none,husband,boy,devoted,himself,The husband said that the boy devoted himself . <eos>,The husband said that the boy devoted himself .
63,embed,local,1,a,nonlocal_subj,number,boys,husband,devoted,himself,The boys said that the husband devoted himself . <eos>,The boys said that the husband devoted himself .
63,embed,local,1,b,nonlocal_subj,number,husbands,boy,devoted,himself,The husbands said that the boy devoted himself . <eos>,The husbands said that the boy devoted himself .
63,embed,nonlocal,0,a,local_subj,number,boy,husbands,devoted,himself,The boy said that the husbands devoted himself . <eos>,The boy said that the husbands devoted himself .
63,embed,nonlocal,0,b,local_subj,number,husband,boys,devoted,himself,The husband said that the boys devoted himself . <eos>,The husband said that the boys devoted himself .
64,embed,local,1,a,none,none,boy,husband,considered,himself,The boy said that the husband considered himself . <eos>,The boy said that the husband considered himself .
64,embed,local,1,b,none,none,husband,boy,considered,himself,The husband said that the boy considered himself . <eos>,The husband said that the boy considered himself .
64,embed,local,1,a,nonlocal_subj,number,boys,husband,considered,himself,The boys said that the husband considered himself . <eos>,The boys said that the husband considered himself .
64,embed,local,1,b,nonlocal_subj,number,husbands,boy,considered,himself,The husbands said that the boy considered himself . <eos>,The husbands said that the boy considered himself .
64,embed,nonlocal,0,a,local_subj,number,boy,husbands,considered,himself,The boy said that the husbands considered himself . <eos>,The boy said that the husbands considered himself .
64,embed,nonlocal,0,b,local_subj,number,husband,boys,considered,himself,The husband said that the boys considered himself . <eos>,The husband said that the boys considered himself .
65,embed,local,1,a,none,none,boy,husband,identified,himself,The boy said that the husband identified himself . <eos>,The boy said that the husband identified himself .
65,embed,local,1,b,none,none,husband,boy,identified,himself,The husband said that the boy identified himself . <eos>,The husband said that the boy identified himself .
65,embed,local,1,a,nonlocal_subj,number,boys,husband,identified,himself,The boys said that the husband identified himself . <eos>,The boys said that the husband identified himself .
65,embed,local,1,b,nonlocal_subj,number,husbands,boy,identified,himself,The husbands said that the boy identified himself . <eos>,The husbands said that the boy identified himself .
65,embed,nonlocal,0,a,local_subj,number,boy,husbands,identified,himself,The boy said that the husbands identified himself . <eos>,The boy said that the husbands identified himself .
65,embed,nonlocal,0,b,local_subj,number,husband,boys,identified,himself,The husband said that the boys identified himself . <eos>,The husband said that the boys identified himself .
66,embed,local,1,a,none,none,boy,husband,made,himself,The boy said that the husband made himself . <eos>,The boy said that the husband made himself .
66,embed,local,1,b,none,none,husband,boy,made,himself,The husband said that the boy made himself . <eos>,The husband said that the boy made himself .
66,embed,local,1,a,nonlocal_subj,number,boys,husband,made,himself,The boys said that the husband made himself . <eos>,The boys said that the husband made himself .
66,embed,local,1,b,nonlocal_subj,number,husbands,boy,made,himself,The husbands said that the boy made himself . <eos>,The husbands said that the boy made himself .
66,embed,nonlocal,0,a,local_subj,number,boy,husbands,made,himself,The boy said that the husbands made himself . <eos>,The boy said that the husbands made himself .
66,embed,nonlocal,0,b,local_subj,number,husband,boys,made,himself,The husband said that the boys made himself . <eos>,The husband said that the boys made himself .
67,embed,local,1,a,none,none,boy,husband,found,himself,The boy said that the husband found himself . <eos>,The boy said that the husband found himself .
67,embed,local,1,b,none,none,husband,boy,found,himself,The husband said that the boy found himself . <eos>,The husband said that the boy found himself .
67,embed,local,1,a,nonlocal_subj,number,boys,husband,found,himself,The boys said that the husband found himself . <eos>,The boys said that the husband found himself .
67,embed,local,1,b,nonlocal_subj,number,husbands,boy,found,himself,The husbands said that the boy found himself . <eos>,The husbands said that the boy found himself .
67,embed,nonlocal,0,a,local_subj,number,boy,husbands,found,himself,The boy said that the husbands found himself . <eos>,The boy said that the husbands found himself .
67,embed,nonlocal,0,b,local_subj,number,husband,boys,found,himself,The husband said that the boys found himself . <eos>,The husband said that the boys found himself .
68,embed,local,1,a,none,none,boy,husband,distinguished,himself,The boy said that the husband distinguished himself . <eos>,The boy said that the husband distinguished himself .
68,embed,local,1,b,none,none,husband,boy,distinguished,himself,The husband said that the boy distinguished himself . <eos>,The husband said that the boy distinguished himself .
68,embed,local,1,a,nonlocal_subj,number,boys,husband,distinguished,himself,The boys said that the husband distinguished himself . <eos>,The boys said that the husband distinguished himself .
68,embed,local,1,b,nonlocal_subj,number,husbands,boy,distinguished,himself,The husbands said that the boy distinguished himself . <eos>,The husbands said that the boy distinguished himself .
68,embed,nonlocal,0,a,local_subj,number,boy,husbands,distinguished,himself,The boy said that the husbands distinguished himself . <eos>,The boy said that the husbands distinguished himself .
68,embed,nonlocal,0,b,local_subj,number,husband,boys,distinguished,himself,The husband said that the boys distinguished himself . <eos>,The husband said that the boys distinguished himself .
69,embed,local,1,a,none,none,boy,husband,taught,himself,The boy said that the husband taught himself . <eos>,The boy said that the husband taught himself .
69,embed,local,1,b,none,none,husband,boy,taught,himself,The husband said that the boy taught himself . <eos>,The husband said that the boy taught himself .
69,embed,local,1,a,nonlocal_subj,number,boys,husband,taught,himself,The boys said that the husband taught himself . <eos>,The boys said that the husband taught himself .
69,embed,local,1,b,nonlocal_subj,number,husbands,boy,taught,himself,The husbands said that the boy taught himself . <eos>,The husbands said that the boy taught himself .
69,embed,nonlocal,0,a,local_subj,number,boy,husbands,taught,himself,The boy said that the husbands taught himself . <eos>,The boy said that the husbands taught himself .
69,embed,nonlocal,0,b,local_subj,number,husband,boys,taught,himself,The husband said that the boys taught himself . <eos>,The husband said that the boys taught himself .
70,embed,local,1,a,none,none,boy,husband,killed,himself,The boy said that the husband killed himself . <eos>,The boy said that the husband killed himself .
70,embed,local,1,b,none,none,husband,boy,killed,himself,The husband said that the boy killed himself . <eos>,The husband said that the boy killed himself .
70,embed,local,1,a,nonlocal_subj,number,boys,husband,killed,himself,The boys said that the husband killed himself . <eos>,The boys said that the husband killed himself .
70,embed,local,1,b,nonlocal_subj,number,husbands,boy,killed,himself,The husbands said that the boy killed himself . <eos>,The husbands said that the boy killed himself .
70,embed,nonlocal,0,a,local_subj,number,boy,husbands,killed,himself,The boy said that the husbands killed himself . <eos>,The boy said that the husbands killed himself .
70,embed,nonlocal,0,b,local_subj,number,husband,boys,killed,himself,The husband said that the boys killed himself . <eos>,The husband said that the boys killed himself .
71,embed,local,1,a,none,none,boy,husband,called,himself,The boy said that the husband called himself . <eos>,The boy said that the husband called himself .
71,embed,local,1,b,none,none,husband,boy,called,himself,The husband said that the boy called himself . <eos>,The husband said that the boy called himself .
71,embed,local,1,a,nonlocal_subj,number,boys,husband,called,himself,The boys said that the husband called himself . <eos>,The boys said that the husband called himself .
71,embed,local,1,b,nonlocal_subj,number,husbands,boy,called,himself,The husbands said that the boy called himself . <eos>,The husbands said that the boy called himself .
71,embed,nonlocal,0,a,local_subj,number,boy,husbands,called,himself,The boy said that the husbands called himself . <eos>,The boy said that the husbands called himself .
71,embed,nonlocal,0,b,local_subj,number,husband,boys,called,himself,The husband said that the boys called himself . <eos>,The husband said that the boys called himself .
72,embed,local,1,a,none,none,boy,husband,dedicated,himself,The boy said that the husband dedicated himself . <eos>,The boy said that the husband dedicated himself .
72,embed,local,1,b,none,none,husband,boy,dedicated,himself,The husband said that the boy dedicated himself . <eos>,The husband said that the boy dedicated himself .
72,embed,local,1,a,nonlocal_subj,number,boys,husband,dedicated,himself,The boys said that the husband dedicated himself . <eos>,The boys said that the husband dedicated himself .
72,embed,local,1,b,nonlocal_subj,number,husbands,boy,dedicated,himself,The husbands said that the boy dedicated himself . <eos>,The husbands said that the boy dedicated himself .
72,embed,nonlocal,0,a,local_subj,number,boy,husbands,dedicated,himself,The boy said that the husbands dedicated himself . <eos>,The boy said that the husbands dedicated himself .
72,embed,nonlocal,0,b,local_subj,number,husband,boys,dedicated,himself,The husband said that the boys dedicated himself . <eos>,The husband said that the boys dedicated himself .
73,embed,local,1,a,none,none,boy,husband,declared,himself,The boy said that the husband declared himself . <eos>,The boy said that the husband declared himself .
73,embed,local,1,b,none,none,husband,boy,declared,himself,The husband said that the boy declared himself . <eos>,The husband said that the boy declared himself .
73,embed,local,1,a,nonlocal_subj,number,boys,husband,declared,himself,The boys said that the husband declared himself . <eos>,The boys said that the husband declared himself .
73,embed,local,1,b,nonlocal_subj,number,husbands,boy,declared,himself,The husbands said that the boy declared himself . <eos>,The husbands said that the boy declared himself .
73,embed,nonlocal,0,a,local_subj,number,boy,husbands,declared,himself,The boy said that the husbands declared himself . <eos>,The boy said that the husbands declared himself .
73,embed,nonlocal,0,b,local_subj,number,husband,boys,declared,himself,The husband said that the boys declared himself . <eos>,The husband said that the boys declared himself .
74,embed,local,1,a,none,none,boy,husband,proved,himself,The boy said that the husband proved himself . <eos>,The boy said that the husband proved himself .
74,embed,local,1,b,none,none,husband,boy,proved,himself,The husband said that the boy proved himself . <eos>,The husband said that the boy proved himself .
74,embed,local,1,a,nonlocal_subj,number,boys,husband,proved,himself,The boys said that the husband proved himself . <eos>,The boys said that the husband proved himself .
74,embed,local,1,b,nonlocal_subj,number,husbands,boy,proved,himself,The husbands said that the boy proved himself . <eos>,The husbands said that the boy proved himself .
