item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
2,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had convinced,himself,The sergeant who taught the maid had convinced himself . <eos>,The sergeant who taught the maid had convinced himself .
3,taught,embed,local,1,a,none,none,surgeon,sergeant,saw,himself,The surgeon who taught the sergeant saw himself . <eos>,The surgeon who taught the sergeant saw himself .
3,taught,embed,local,1,b,none,none,sergeant,surgeon,saw,himself,The sergeant who taught the surgeon saw himself . <eos>,The sergeant who taught the surgeon saw himself .
3,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,saw,himself,The maid who taught the surgeon saw himself . <eos>,The maid who taught the surgeon saw himself .
3,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,saw,himself,The maid who taught the sergeant saw himself . <eos>,The maid who taught the sergeant saw himself .
3,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,saw,himself,The surgeon who taught the maid saw himself . <eos>,The surgeon who taught the maid saw himself .
3,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,saw,himself,The sergeant who taught the maid saw himself . <eos>,The sergeant who taught the maid saw himself .
4,taught,embed,local,1,a,none,none,surgeon,sergeant,had blamed,himself,The surgeon who taught the sergeant had blamed himself . <eos>,The surgeon who taught the sergeant had blamed himself .
4,taught,embed,local,1,b,none,none,sergeant,surgeon,had blamed,himself,The sergeant who taught the surgeon had blamed himself . <eos>,The sergeant who taught the surgeon had blamed himself .
4,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had blamed,himself,The maid who taught the surgeon had blamed himself . <eos>,The maid who taught the surgeon had blamed himself .
4,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had blamed,himself,The maid who taught the sergeant had blamed himself . <eos>,The maid who taught the sergeant had blamed himself .
4,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had blamed,himself,The surgeon who taught the maid had blamed himself . <eos>,The surgeon who taught the maid had blamed himself .
4,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had blamed,himself,The sergeant who taught the maid had blamed himself . <eos>,The sergeant who taught the maid had blamed himself .
5,taught,embed,local,1,a,none,none,surgeon,sergeant,had cut,himself,The surgeon who taught the sergeant had cut himself . <eos>,The surgeon who taught the sergeant had cut himself .
5,taught,embed,local,1,b,none,none,sergeant,surgeon,had cut,himself,The sergeant who taught the surgeon had cut himself . <eos>,The sergeant who taught the surgeon had cut himself .
5,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had cut,himself,The maid who taught the surgeon had cut himself . <eos>,The maid who taught the surgeon had cut himself .
5,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had cut,himself,The maid who taught the sergeant had cut himself . <eos>,The maid who taught the sergeant had cut himself .
5,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had cut,himself,The surgeon who taught the maid had cut himself . <eos>,The surgeon who taught the maid had cut himself .
5,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had cut,himself,The sergeant who taught the maid had cut himself . <eos>,The sergeant who taught the maid had cut himself .
6,taught,embed,local,1,a,none,none,surgeon,sergeant,had amused,himself,The surgeon who taught the sergeant had amused himself . <eos>,The surgeon who taught the sergeant had amused himself .
6,taught,embed,local,1,b,none,none,sergeant,surgeon,had amused,himself,The sergeant who taught the surgeon had amused himself . <eos>,The sergeant who taught the surgeon had amused himself .
6,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had amused,himself,The maid who taught the surgeon had amused himself . <eos>,The maid who taught the surgeon had amused himself .
6,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had amused,himself,The maid who taught the sergeant had amused himself . <eos>,The maid who taught the sergeant had amused himself .
6,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had amused,himself,The surgeon who taught the maid had amused himself . <eos>,The surgeon who taught the maid had amused himself .
6,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had amused,himself,The sergeant who taught the maid had amused himself . <eos>,The sergeant who taught the maid had amused himself .
7,taught,embed,local,1,a,none,none,surgeon,sergeant,had hurt,himself,The surgeon who taught the sergeant had hurt himself . <eos>,The surgeon who taught the sergeant had hurt himself .
7,taught,embed,local,1,b,none,none,sergeant,surgeon,had hurt,himself,The sergeant who taught the surgeon had hurt himself . <eos>,The sergeant who taught the surgeon had hurt himself .
7,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had hurt,himself,The maid who taught the surgeon had hurt himself . <eos>,The maid who taught the surgeon had hurt himself .
7,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had hurt,himself,The maid who taught the sergeant had hurt himself . <eos>,The maid who taught the sergeant had hurt himself .
7,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had hurt,himself,The surgeon who taught the maid had hurt himself . <eos>,The surgeon who taught the maid had hurt himself .
7,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had hurt,himself,The sergeant who taught the maid had hurt himself . <eos>,The sergeant who taught the maid had hurt himself .
8,taught,embed,local,1,a,none,none,surgeon,sergeant,had taught,himself,The surgeon who taught the sergeant had taught himself . <eos>,The surgeon who taught the sergeant had taught himself .
8,taught,embed,local,1,b,none,none,sergeant,surgeon,had taught,himself,The sergeant who taught the surgeon had taught himself . <eos>,The sergeant who taught the surgeon had taught himself .
8,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had taught,himself,The maid who taught the surgeon had taught himself . <eos>,The maid who taught the surgeon had taught himself .
8,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had taught,himself,The maid who taught the sergeant had taught himself . <eos>,The maid who taught the sergeant had taught himself .
8,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had taught,himself,The surgeon who taught the maid had taught himself . <eos>,The surgeon who taught the maid had taught himself .
8,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had taught,himself,The sergeant who taught the maid had taught himself . <eos>,The sergeant who taught the maid had taught himself .
9,taught,embed,local,1,a,none,none,surgeon,sergeant,had introduced,himself,The surgeon who taught the sergeant had introduced himself . <eos>,The surgeon who taught the sergeant had introduced himself .
9,taught,embed,local,1,b,none,none,sergeant,surgeon,had introduced,himself,The sergeant who taught the surgeon had introduced himself . <eos>,The sergeant who taught the surgeon had introduced himself .
9,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had introduced,himself,The maid who taught the surgeon had introduced himself . <eos>,The maid who taught the surgeon had introduced himself .
9,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had introduced,himself,The maid who taught the sergeant had introduced himself . <eos>,The maid who taught the sergeant had introduced himself .
9,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had introduced,himself,The surgeon who taught the maid had introduced himself . <eos>,The surgeon who taught the maid had introduced himself .
9,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had introduced,himself,The sergeant who taught the maid had introduced himself . <eos>,The sergeant who taught the maid had introduced himself .
10,taught,embed,local,1,a,none,none,surgeon,sergeant,had enjoyed,himself,The surgeon who taught the sergeant had enjoyed himself . <eos>,The surgeon who taught the sergeant had enjoyed himself .
10,taught,embed,local,1,b,none,none,sergeant,surgeon,had enjoyed,himself,The sergeant who taught the surgeon had enjoyed himself . <eos>,The sergeant who taught the surgeon had enjoyed himself .
10,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had enjoyed,himself,The maid who taught the surgeon had enjoyed himself . <eos>,The maid who taught the surgeon had enjoyed himself .
10,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had enjoyed,himself,The maid who taught the sergeant had enjoyed himself . <eos>,The maid who taught the sergeant had enjoyed himself .
10,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had enjoyed,himself,The surgeon who taught the maid had enjoyed himself . <eos>,The surgeon who taught the maid had enjoyed himself .
10,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had enjoyed,himself,The sergeant who taught the maid had enjoyed himself . <eos>,The sergeant who taught the maid had enjoyed himself .
11,taught,embed,local,1,a,none,none,surgeon,sergeant,had prepared,himself,The surgeon who taught the sergeant had prepared himself . <eos>,The surgeon who taught the sergeant had prepared himself .
11,taught,embed,local,1,b,none,none,sergeant,surgeon,had prepared,himself,The sergeant who taught the surgeon had prepared himself . <eos>,The sergeant who taught the surgeon had prepared himself .
11,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had prepared,himself,The maid who taught the surgeon had prepared himself . <eos>,The maid who taught the surgeon had prepared himself .
11,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had prepared,himself,The maid who taught the sergeant had prepared himself . <eos>,The maid who taught the sergeant had prepared himself .
11,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had prepared,himself,The surgeon who taught the maid had prepared himself . <eos>,The surgeon who taught the maid had prepared himself .
11,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had prepared,himself,The sergeant who taught the maid had prepared himself . <eos>,The sergeant who taught the maid had prepared himself .
12,taught,embed,local,1,a,none,none,surgeon,sergeant,had shouted,himself,The surgeon who taught the sergeant had shouted himself . <eos>,The surgeon who taught the sergeant had shouted himself .
12,taught,embed,local,1,b,none,none,sergeant,surgeon,had shouted,himself,The sergeant who taught the surgeon had shouted himself . <eos>,The sergeant who taught the surgeon had shouted himself .
12,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had shouted,himself,The maid who taught the surgeon had shouted himself . <eos>,The maid who taught the surgeon had shouted himself .
12,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had shouted,himself,The maid who taught the sergeant had shouted himself . <eos>,The maid who taught the sergeant had shouted himself .
12,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had shouted,himself,The surgeon who taught the maid had shouted himself . <eos>,The surgeon who taught the maid had shouted himself .
12,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had shouted,himself,The sergeant who taught the maid had shouted himself . <eos>,The sergeant who taught the maid had shouted himself .
13,taught,embed,local,1,a,none,none,surgeon,sergeant,had washed,himself,The surgeon who taught the sergeant had washed himself . <eos>,The surgeon who taught the sergeant had washed himself .
13,taught,embed,local,1,b,none,none,sergeant,surgeon,had washed,himself,The sergeant who taught the surgeon had washed himself . <eos>,The sergeant who taught the surgeon had washed himself .
13,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had washed,himself,The maid who taught the surgeon had washed himself . <eos>,The maid who taught the surgeon had washed himself .
13,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had washed,himself,The maid who taught the sergeant had washed himself . <eos>,The maid who taught the sergeant had washed himself .
13,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had washed,himself,The surgeon who taught the maid had washed himself . <eos>,The surgeon who taught the maid had washed himself .
13,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had washed,himself,The sergeant who taught the maid had washed himself . <eos>,The sergeant who taught the maid had washed himself .
14,taught,embed,local,1,a,none,none,surgeon,sergeant,had asserted,himself,The surgeon who taught the sergeant had asserted himself . <eos>,The surgeon who taught the sergeant had asserted himself .
14,taught,embed,local,1,b,none,none,sergeant,surgeon,had asserted,himself,The sergeant who taught the surgeon had asserted himself . <eos>,The sergeant who taught the surgeon had asserted himself .
14,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had asserted,himself,The maid who taught the surgeon had asserted himself . <eos>,The maid who taught the surgeon had asserted himself .
14,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had asserted,himself,The maid who taught the sergeant had asserted himself . <eos>,The maid who taught the sergeant had asserted himself .
14,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,had asserted,himself,The surgeon who taught the maid had asserted himself . <eos>,The surgeon who taught the maid had asserted himself .
14,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,had asserted,himself,The sergeant who taught the maid had asserted himself . <eos>,The sergeant who taught the maid had asserted himself .
15,taught,embed,local,1,a,none,none,surgeon,sergeant,kicked,himself,The surgeon who taught the sergeant kicked himself . <eos>,The surgeon who taught the sergeant kicked himself .
15,taught,embed,local,1,b,none,none,sergeant,surgeon,kicked,himself,The sergeant who taught the surgeon kicked himself . <eos>,The sergeant who taught the surgeon kicked himself .
15,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,kicked,himself,The maid who taught the surgeon kicked himself . <eos>,The maid who taught the surgeon kicked himself .
15,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,kicked,himself,The maid who taught the sergeant kicked himself . <eos>,The maid who taught the sergeant kicked himself .
15,taught,embed,local,1,a,rc_subj,gender,surgeon,maid,kicked,himself,The surgeon who taught the maid kicked himself . <eos>,The surgeon who taught the maid kicked himself .
15,taught,embed,local,1,b,rc_subj,gender,sergeant,maid,kicked,himself,The sergeant who taught the maid kicked himself . <eos>,The sergeant who taught the maid kicked himself .
16,taught,embed,local,1,a,none,none,plumber,quarterback,had admired,himself,The plumber who taught the quarterback had admired himself . <eos>,The plumber who taught the quarterback had admired himself .
16,taught,embed,local,1,b,none,none,quarterback,plumber,had admired,himself,The quarterback who taught the plumber had admired himself . <eos>,The quarterback who taught the plumber had admired himself .
16,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had admired,himself,The maid who taught the plumber had admired himself . <eos>,The maid who taught the plumber had admired himself .
16,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had admired,himself,The maid who taught the quarterback had admired himself . <eos>,The maid who taught the quarterback had admired himself .
16,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had admired,himself,The plumber who taught the maid had admired himself . <eos>,The plumber who taught the maid had admired himself .
16,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had admired,himself,The quarterback who taught the maid had admired himself . <eos>,The quarterback who taught the maid had admired himself .
17,taught,embed,local,1,a,none,none,plumber,quarterback,had convinced,himself,The plumber who taught the quarterback had convinced himself . <eos>,The plumber who taught the quarterback had convinced himself .
17,taught,embed,local,1,b,none,none,quarterback,plumber,had convinced,himself,The quarterback who taught the plumber had convinced himself . <eos>,The quarterback who taught the plumber had convinced himself .
17,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had convinced,himself,The maid who taught the plumber had convinced himself . <eos>,The maid who taught the plumber had convinced himself .
17,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had convinced,himself,The maid who taught the quarterback had convinced himself . <eos>,The maid who taught the quarterback had convinced himself .
17,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had convinced,himself,The plumber who taught the maid had convinced himself . <eos>,The plumber who taught the maid had convinced himself .
17,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had convinced,himself,The quarterback who taught the maid had convinced himself . <eos>,The quarterback who taught the maid had convinced himself .
18,taught,embed,local,1,a,none,none,plumber,quarterback,saw,himself,The plumber who taught the quarterback saw himself . <eos>,The plumber who taught the quarterback saw himself .
18,taught,embed,local,1,b,none,none,quarterback,plumber,saw,himself,The quarterback who taught the plumber saw himself . <eos>,The quarterback who taught the plumber saw himself .
18,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,saw,himself,The maid who taught the plumber saw himself . <eos>,The maid who taught the plumber saw himself .
18,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,saw,himself,The maid who taught the quarterback saw himself . <eos>,The maid who taught the quarterback saw himself .
18,taught,embed,local,1,a,rc_subj,gender,plumber,maid,saw,himself,The plumber who taught the maid saw himself . <eos>,The plumber who taught the maid saw himself .
18,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,saw,himself,The quarterback who taught the maid saw himself . <eos>,The quarterback who taught the maid saw himself .
19,taught,embed,local,1,a,none,none,plumber,quarterback,had blamed,himself,The plumber who taught the quarterback had blamed himself . <eos>,The plumber who taught the quarterback had blamed himself .
19,taught,embed,local,1,b,none,none,quarterback,plumber,had blamed,himself,The quarterback who taught the plumber had blamed himself . <eos>,The quarterback who taught the plumber had blamed himself .
19,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had blamed,himself,The maid who taught the plumber had blamed himself . <eos>,The maid who taught the plumber had blamed himself .
19,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had blamed,himself,The maid who taught the quarterback had blamed himself . <eos>,The maid who taught the quarterback had blamed himself .
19,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had blamed,himself,The plumber who taught the maid had blamed himself . <eos>,The plumber who taught the maid had blamed himself .
19,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had blamed,himself,The quarterback who taught the maid had blamed himself . <eos>,The quarterback who taught the maid had blamed himself .
20,taught,embed,local,1,a,none,none,plumber,quarterback,had cut,himself,The plumber who taught the quarterback had cut himself . <eos>,The plumber who taught the quarterback had cut himself .
20,taught,embed,local,1,b,none,none,quarterback,plumber,had cut,himself,The quarterback who taught the plumber had cut himself . <eos>,The quarterback who taught the plumber had cut himself .
20,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had cut,himself,The maid who taught the plumber had cut himself . <eos>,The maid who taught the plumber had cut himself .
20,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had cut,himself,The maid who taught the quarterback had cut himself . <eos>,The maid who taught the quarterback had cut himself .
20,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had cut,himself,The plumber who taught the maid had cut himself . <eos>,The plumber who taught the maid had cut himself .
20,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had cut,himself,The quarterback who taught the maid had cut himself . <eos>,The quarterback who taught the maid had cut himself .
21,taught,embed,local,1,a,none,none,plumber,quarterback,had amused,himself,The plumber who taught the quarterback had amused himself . <eos>,The plumber who taught the quarterback had amused himself .
21,taught,embed,local,1,b,none,none,quarterback,plumber,had amused,himself,The quarterback who taught the plumber had amused himself . <eos>,The quarterback who taught the plumber had amused himself .
21,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had amused,himself,The maid who taught the plumber had amused himself . <eos>,The maid who taught the plumber had amused himself .
21,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had amused,himself,The maid who taught the quarterback had amused himself . <eos>,The maid who taught the quarterback had amused himself .
21,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had amused,himself,The plumber who taught the maid had amused himself . <eos>,The plumber who taught the maid had amused himself .
21,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had amused,himself,The quarterback who taught the maid had amused himself . <eos>,The quarterback who taught the maid had amused himself .
22,taught,embed,local,1,a,none,none,plumber,quarterback,had hurt,himself,The plumber who taught the quarterback had hurt himself . <eos>,The plumber who taught the quarterback had hurt himself .
22,taught,embed,local,1,b,none,none,quarterback,plumber,had hurt,himself,The quarterback who taught the plumber had hurt himself . <eos>,The quarterback who taught the plumber had hurt himself .
22,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had hurt,himself,The maid who taught the plumber had hurt himself . <eos>,The maid who taught the plumber had hurt himself .
22,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had hurt,himself,The maid who taught the quarterback had hurt himself . <eos>,The maid who taught the quarterback had hurt himself .
22,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had hurt,himself,The plumber who taught the maid had hurt himself . <eos>,The plumber who taught the maid had hurt himself .
22,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had hurt,himself,The quarterback who taught the maid had hurt himself . <eos>,The quarterback who taught the maid had hurt himself .
23,taught,embed,local,1,a,none,none,plumber,quarterback,had taught,himself,The plumber who taught the quarterback had taught himself . <eos>,The plumber who taught the quarterback had taught himself .
23,taught,embed,local,1,b,none,none,quarterback,plumber,had taught,himself,The quarterback who taught the plumber had taught himself . <eos>,The quarterback who taught the plumber had taught himself .
23,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had taught,himself,The maid who taught the plumber had taught himself . <eos>,The maid who taught the plumber had taught himself .
23,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had taught,himself,The maid who taught the quarterback had taught himself . <eos>,The maid who taught the quarterback had taught himself .
23,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had taught,himself,The plumber who taught the maid had taught himself . <eos>,The plumber who taught the maid had taught himself .
23,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had taught,himself,The quarterback who taught the maid had taught himself . <eos>,The quarterback who taught the maid had taught himself .
24,taught,embed,local,1,a,none,none,plumber,quarterback,had introduced,himself,The plumber who taught the quarterback had introduced himself . <eos>,The plumber who taught the quarterback had introduced himself .
24,taught,embed,local,1,b,none,none,quarterback,plumber,had introduced,himself,The quarterback who taught the plumber had introduced himself . <eos>,The quarterback who taught the plumber had introduced himself .
24,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had introduced,himself,The maid who taught the plumber had introduced himself . <eos>,The maid who taught the plumber had introduced himself .
24,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had introduced,himself,The maid who taught the quarterback had introduced himself . <eos>,The maid who taught the quarterback had introduced himself .
24,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had introduced,himself,The plumber who taught the maid had introduced himself . <eos>,The plumber who taught the maid had introduced himself .
24,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had introduced,himself,The quarterback who taught the maid had introduced himself . <eos>,The quarterback who taught the maid had introduced himself .
25,taught,embed,local,1,a,none,none,plumber,quarterback,had enjoyed,himself,The plumber who taught the quarterback had enjoyed himself . <eos>,The plumber who taught the quarterback had enjoyed himself .
25,taught,embed,local,1,b,none,none,quarterback,plumber,had enjoyed,himself,The quarterback who taught the plumber had enjoyed himself . <eos>,The quarterback who taught the plumber had enjoyed himself .
25,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had enjoyed,himself,The maid who taught the plumber had enjoyed himself . <eos>,The maid who taught the plumber had enjoyed himself .
25,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had enjoyed,himself,The maid who taught the quarterback had enjoyed himself . <eos>,The maid who taught the quarterback had enjoyed himself .
25,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had enjoyed,himself,The plumber who taught the maid had enjoyed himself . <eos>,The plumber who taught the maid had enjoyed himself .
25,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had enjoyed,himself,The quarterback who taught the maid had enjoyed himself . <eos>,The quarterback who taught the maid had enjoyed himself .
26,taught,embed,local,1,a,none,none,plumber,quarterback,had prepared,himself,The plumber who taught the quarterback had prepared himself . <eos>,The plumber who taught the quarterback had prepared himself .
26,taught,embed,local,1,b,none,none,quarterback,plumber,had prepared,himself,The quarterback who taught the plumber had prepared himself . <eos>,The quarterback who taught the plumber had prepared himself .
26,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had prepared,himself,The maid who taught the plumber had prepared himself . <eos>,The maid who taught the plumber had prepared himself .
26,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had prepared,himself,The maid who taught the quarterback had prepared himself . <eos>,The maid who taught the quarterback had prepared himself .
26,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had prepared,himself,The plumber who taught the maid had prepared himself . <eos>,The plumber who taught the maid had prepared himself .
26,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had prepared,himself,The quarterback who taught the maid had prepared himself . <eos>,The quarterback who taught the maid had prepared himself .
27,taught,embed,local,1,a,none,none,plumber,quarterback,had shouted,himself,The plumber who taught the quarterback had shouted himself . <eos>,The plumber who taught the quarterback had shouted himself .
27,taught,embed,local,1,b,none,none,quarterback,plumber,had shouted,himself,The quarterback who taught the plumber had shouted himself . <eos>,The quarterback who taught the plumber had shouted himself .
27,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had shouted,himself,The maid who taught the plumber had shouted himself . <eos>,The maid who taught the plumber had shouted himself .
27,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had shouted,himself,The maid who taught the quarterback had shouted himself . <eos>,The maid who taught the quarterback had shouted himself .
27,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had shouted,himself,The plumber who taught the maid had shouted himself . <eos>,The plumber who taught the maid had shouted himself .
27,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had shouted,himself,The quarterback who taught the maid had shouted himself . <eos>,The quarterback who taught the maid had shouted himself .
28,taught,embed,local,1,a,none,none,plumber,quarterback,had washed,himself,The plumber who taught the quarterback had washed himself . <eos>,The plumber who taught the quarterback had washed himself .
28,taught,embed,local,1,b,none,none,quarterback,plumber,had washed,himself,The quarterback who taught the plumber had washed himself . <eos>,The quarterback who taught the plumber had washed himself .
28,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had washed,himself,The maid who taught the plumber had washed himself . <eos>,The maid who taught the plumber had washed himself .
28,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had washed,himself,The maid who taught the quarterback had washed himself . <eos>,The maid who taught the quarterback had washed himself .
28,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had washed,himself,The plumber who taught the maid had washed himself . <eos>,The plumber who taught the maid had washed himself .
28,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had washed,himself,The quarterback who taught the maid had washed himself . <eos>,The quarterback who taught the maid had washed himself .
29,taught,embed,local,1,a,none,none,plumber,quarterback,had asserted,himself,The plumber who taught the quarterback had asserted himself . <eos>,The plumber who taught the quarterback had asserted himself .
29,taught,embed,local,1,b,none,none,quarterback,plumber,had asserted,himself,The quarterback who taught the plumber had asserted himself . <eos>,The quarterback who taught the plumber had asserted himself .
29,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had asserted,himself,The maid who taught the plumber had asserted himself . <eos>,The maid who taught the plumber had asserted himself .
29,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had asserted,himself,The maid who taught the quarterback had asserted himself . <eos>,The maid who taught the quarterback had asserted himself .
29,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had asserted,himself,The plumber who taught the maid had asserted himself . <eos>,The plumber who taught the maid had asserted himself .
29,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had asserted,himself,The quarterback who taught the maid had asserted himself . <eos>,The quarterback who taught the maid had asserted himself .
30,taught,embed,local,1,a,none,none,plumber,quarterback,kicked,himself,The plumber who taught the quarterback kicked himself . <eos>,The plumber who taught the quarterback kicked himself .
30,taught,embed,local,1,b,none,none,quarterback,plumber,kicked,himself,The quarterback who taught the plumber kicked himself . <eos>,The quarterback who taught the plumber kicked himself .
30,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,kicked,himself,The maid who taught the plumber kicked himself . <eos>,The maid who taught the plumber kicked himself .
30,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,kicked,himself,The maid who taught the quarterback kicked himself . <eos>,The maid who taught the quarterback kicked himself .
30,taught,embed,local,1,a,rc_subj,gender,plumber,maid,kicked,himself,The plumber who taught the maid kicked himself . <eos>,The plumber who taught the maid kicked himself .
30,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,kicked,himself,The quarterback who taught the maid kicked himself . <eos>,The quarterback who taught the maid kicked himself .
31,taught,embed,local,1,a,none,none,president,pilot,had admired,himself,The president who taught the pilot had admired himself . <eos>,The president who taught the pilot had admired himself .
31,taught,embed,local,1,b,none,none,pilot,president,had admired,himself,The pilot who taught the president had admired himself . <eos>,The pilot who taught the president had admired himself .
31,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had admired,himself,The maid who taught the president had admired himself . <eos>,The maid who taught the president had admired himself .
