item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
78,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,saw,herself,The nurse who the mechanics telephoned saw herself . <eos>,The nurse who the mechanics telephoned saw herself .
78,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,saw,herself,The hairdresser who the mechanics telephoned saw herself . <eos>,The hairdresser who the mechanics telephoned saw herself .
79,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had blamed,herself,The nurse who the hairdresser telephoned had blamed herself . <eos>,The nurse who the hairdresser telephoned had blamed herself .
79,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had blamed,herself,The hairdresser who the nurse telephoned had blamed herself . <eos>,The hairdresser who the nurse telephoned had blamed herself .
79,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had blamed,herself,The mechanics who the nurse telephoned had blamed herself . <eos>,The mechanics who the nurse telephoned had blamed herself .
79,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had blamed,herself,The mechanics who the hairdresser telephoned had blamed herself . <eos>,The mechanics who the hairdresser telephoned had blamed herself .
79,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had blamed,herself,The nurse who the mechanics telephoned had blamed herself . <eos>,The nurse who the mechanics telephoned had blamed herself .
79,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had blamed,herself,The hairdresser who the mechanics telephoned had blamed herself . <eos>,The hairdresser who the mechanics telephoned had blamed herself .
80,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had cut,herself,The nurse who the hairdresser telephoned had cut herself . <eos>,The nurse who the hairdresser telephoned had cut herself .
80,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had cut,herself,The hairdresser who the nurse telephoned had cut herself . <eos>,The hairdresser who the nurse telephoned had cut herself .
80,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had cut,herself,The mechanics who the nurse telephoned had cut herself . <eos>,The mechanics who the nurse telephoned had cut herself .
80,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had cut,herself,The mechanics who the hairdresser telephoned had cut herself . <eos>,The mechanics who the hairdresser telephoned had cut herself .
80,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had cut,herself,The nurse who the mechanics telephoned had cut herself . <eos>,The nurse who the mechanics telephoned had cut herself .
80,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had cut,herself,The hairdresser who the mechanics telephoned had cut herself . <eos>,The hairdresser who the mechanics telephoned had cut herself .
81,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had amused,herself,The nurse who the hairdresser telephoned had amused herself . <eos>,The nurse who the hairdresser telephoned had amused herself .
81,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had amused,herself,The hairdresser who the nurse telephoned had amused herself . <eos>,The hairdresser who the nurse telephoned had amused herself .
81,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had amused,herself,The mechanics who the nurse telephoned had amused herself . <eos>,The mechanics who the nurse telephoned had amused herself .
81,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had amused,herself,The mechanics who the hairdresser telephoned had amused herself . <eos>,The mechanics who the hairdresser telephoned had amused herself .
81,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had amused,herself,The nurse who the mechanics telephoned had amused herself . <eos>,The nurse who the mechanics telephoned had amused herself .
81,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had amused,herself,The hairdresser who the mechanics telephoned had amused herself . <eos>,The hairdresser who the mechanics telephoned had amused herself .
82,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had hurt,herself,The nurse who the hairdresser telephoned had hurt herself . <eos>,The nurse who the hairdresser telephoned had hurt herself .
82,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had hurt,herself,The hairdresser who the nurse telephoned had hurt herself . <eos>,The hairdresser who the nurse telephoned had hurt herself .
82,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had hurt,herself,The mechanics who the nurse telephoned had hurt herself . <eos>,The mechanics who the nurse telephoned had hurt herself .
82,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had hurt,herself,The mechanics who the hairdresser telephoned had hurt herself . <eos>,The mechanics who the hairdresser telephoned had hurt herself .
82,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had hurt,herself,The nurse who the mechanics telephoned had hurt herself . <eos>,The nurse who the mechanics telephoned had hurt herself .
82,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had hurt,herself,The hairdresser who the mechanics telephoned had hurt herself . <eos>,The hairdresser who the mechanics telephoned had hurt herself .
83,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had taught,herself,The nurse who the hairdresser telephoned had taught herself . <eos>,The nurse who the hairdresser telephoned had taught herself .
83,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had taught,herself,The hairdresser who the nurse telephoned had taught herself . <eos>,The hairdresser who the nurse telephoned had taught herself .
83,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had taught,herself,The mechanics who the nurse telephoned had taught herself . <eos>,The mechanics who the nurse telephoned had taught herself .
83,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had taught,herself,The mechanics who the hairdresser telephoned had taught herself . <eos>,The mechanics who the hairdresser telephoned had taught herself .
83,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had taught,herself,The nurse who the mechanics telephoned had taught herself . <eos>,The nurse who the mechanics telephoned had taught herself .
83,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had taught,herself,The hairdresser who the mechanics telephoned had taught herself . <eos>,The hairdresser who the mechanics telephoned had taught herself .
84,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had introduced,herself,The nurse who the hairdresser telephoned had introduced herself . <eos>,The nurse who the hairdresser telephoned had introduced herself .
84,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had introduced,herself,The hairdresser who the nurse telephoned had introduced herself . <eos>,The hairdresser who the nurse telephoned had introduced herself .
84,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had introduced,herself,The mechanics who the nurse telephoned had introduced herself . <eos>,The mechanics who the nurse telephoned had introduced herself .
84,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had introduced,herself,The mechanics who the hairdresser telephoned had introduced herself . <eos>,The mechanics who the hairdresser telephoned had introduced herself .
84,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had introduced,herself,The nurse who the mechanics telephoned had introduced herself . <eos>,The nurse who the mechanics telephoned had introduced herself .
84,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had introduced,herself,The hairdresser who the mechanics telephoned had introduced herself . <eos>,The hairdresser who the mechanics telephoned had introduced herself .
85,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had enjoyed,herself,The nurse who the hairdresser telephoned had enjoyed herself . <eos>,The nurse who the hairdresser telephoned had enjoyed herself .
85,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had enjoyed,herself,The hairdresser who the nurse telephoned had enjoyed herself . <eos>,The hairdresser who the nurse telephoned had enjoyed herself .
85,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had enjoyed,herself,The mechanics who the nurse telephoned had enjoyed herself . <eos>,The mechanics who the nurse telephoned had enjoyed herself .
85,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had enjoyed,herself,The mechanics who the hairdresser telephoned had enjoyed herself . <eos>,The mechanics who the hairdresser telephoned had enjoyed herself .
85,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had enjoyed,herself,The nurse who the mechanics telephoned had enjoyed herself . <eos>,The nurse who the mechanics telephoned had enjoyed herself .
85,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had enjoyed,herself,The hairdresser who the mechanics telephoned had enjoyed herself . <eos>,The hairdresser who the mechanics telephoned had enjoyed herself .
86,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had prepared,herself,The nurse who the hairdresser telephoned had prepared herself . <eos>,The nurse who the hairdresser telephoned had prepared herself .
86,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had prepared,herself,The hairdresser who the nurse telephoned had prepared herself . <eos>,The hairdresser who the nurse telephoned had prepared herself .
86,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had prepared,herself,The mechanics who the nurse telephoned had prepared herself . <eos>,The mechanics who the nurse telephoned had prepared herself .
86,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had prepared,herself,The mechanics who the hairdresser telephoned had prepared herself . <eos>,The mechanics who the hairdresser telephoned had prepared herself .
86,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had prepared,herself,The nurse who the mechanics telephoned had prepared herself . <eos>,The nurse who the mechanics telephoned had prepared herself .
86,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had prepared,herself,The hairdresser who the mechanics telephoned had prepared herself . <eos>,The hairdresser who the mechanics telephoned had prepared herself .
87,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had shouted,herself,The nurse who the hairdresser telephoned had shouted herself . <eos>,The nurse who the hairdresser telephoned had shouted herself .
87,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had shouted,herself,The hairdresser who the nurse telephoned had shouted herself . <eos>,The hairdresser who the nurse telephoned had shouted herself .
87,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had shouted,herself,The mechanics who the nurse telephoned had shouted herself . <eos>,The mechanics who the nurse telephoned had shouted herself .
87,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had shouted,herself,The mechanics who the hairdresser telephoned had shouted herself . <eos>,The mechanics who the hairdresser telephoned had shouted herself .
87,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had shouted,herself,The nurse who the mechanics telephoned had shouted herself . <eos>,The nurse who the mechanics telephoned had shouted herself .
87,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had shouted,herself,The hairdresser who the mechanics telephoned had shouted herself . <eos>,The hairdresser who the mechanics telephoned had shouted herself .
88,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had washed,herself,The nurse who the hairdresser telephoned had washed herself . <eos>,The nurse who the hairdresser telephoned had washed herself .
88,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had washed,herself,The hairdresser who the nurse telephoned had washed herself . <eos>,The hairdresser who the nurse telephoned had washed herself .
88,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had washed,herself,The mechanics who the nurse telephoned had washed herself . <eos>,The mechanics who the nurse telephoned had washed herself .
88,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had washed,herself,The mechanics who the hairdresser telephoned had washed herself . <eos>,The mechanics who the hairdresser telephoned had washed herself .
88,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had washed,herself,The nurse who the mechanics telephoned had washed herself . <eos>,The nurse who the mechanics telephoned had washed herself .
88,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had washed,herself,The hairdresser who the mechanics telephoned had washed herself . <eos>,The hairdresser who the mechanics telephoned had washed herself .
89,telephoned,embed,local,1,a,none,none,nurse,hairdresser,had asserted,herself,The nurse who the hairdresser telephoned had asserted herself . <eos>,The nurse who the hairdresser telephoned had asserted herself .
89,telephoned,embed,local,1,b,none,none,hairdresser,nurse,had asserted,herself,The hairdresser who the nurse telephoned had asserted herself . <eos>,The hairdresser who the nurse telephoned had asserted herself .
89,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had asserted,herself,The mechanics who the nurse telephoned had asserted herself . <eos>,The mechanics who the nurse telephoned had asserted herself .
89,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had asserted,herself,The mechanics who the hairdresser telephoned had asserted herself . <eos>,The mechanics who the hairdresser telephoned had asserted herself .
89,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,had asserted,herself,The nurse who the mechanics telephoned had asserted herself . <eos>,The nurse who the mechanics telephoned had asserted herself .
89,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had asserted,herself,The hairdresser who the mechanics telephoned had asserted herself . <eos>,The hairdresser who the mechanics telephoned had asserted herself .
90,telephoned,embed,local,1,a,none,none,nurse,hairdresser,kicked,herself,The nurse who the hairdresser telephoned kicked herself . <eos>,The nurse who the hairdresser telephoned kicked herself .
90,telephoned,embed,local,1,b,none,none,hairdresser,nurse,kicked,herself,The hairdresser who the nurse telephoned kicked herself . <eos>,The hairdresser who the nurse telephoned kicked herself .
90,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,kicked,herself,The mechanics who the nurse telephoned kicked herself . <eos>,The mechanics who the nurse telephoned kicked herself .
90,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,kicked,herself,The mechanics who the hairdresser telephoned kicked herself . <eos>,The mechanics who the hairdresser telephoned kicked herself .
90,telephoned,embed,local,1,a,rc_subj,gender,nurse,mechanics,kicked,herself,The nurse who the mechanics telephoned kicked herself . <eos>,The nurse who the mechanics telephoned kicked herself .
90,telephoned,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,kicked,herself,The hairdresser who the mechanics telephoned kicked herself . <eos>,The hairdresser who the mechanics telephoned kicked herself .
1,taught,embed,local,1,a,none,none,hygenist,cheerleader,had admired,herself,The hygenist who the cheerleader taught had admired herself . <eos>,The hygenist who the cheerleader taught had admired herself .
1,taught,embed,local,1,b,none,none,cheerleader,hygenist,had admired,herself,The cheerleader who the hygenist taught had admired herself . <eos>,The cheerleader who the hygenist taught had admired herself .
1,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had admired,herself,The mechanic who the hygenist taught had admired herself . <eos>,The mechanic who the hygenist taught had admired herself .
1,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had admired,herself,The mechanic who the cheerleader taught had admired herself . <eos>,The mechanic who the cheerleader taught had admired herself .
1,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had admired,herself,The hygenist who the mechanic taught had admired herself . <eos>,The hygenist who the mechanic taught had admired herself .
1,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had admired,herself,The cheerleader who the mechanic taught had admired herself . <eos>,The cheerleader who the mechanic taught had admired herself .
2,taught,embed,local,1,a,none,none,hygenist,cheerleader,had convinced,herself,The hygenist who the cheerleader taught had convinced herself . <eos>,The hygenist who the cheerleader taught had convinced herself .
2,taught,embed,local,1,b,none,none,cheerleader,hygenist,had convinced,herself,The cheerleader who the hygenist taught had convinced herself . <eos>,The cheerleader who the hygenist taught had convinced herself .
2,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had convinced,herself,The mechanic who the hygenist taught had convinced herself . <eos>,The mechanic who the hygenist taught had convinced herself .
2,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had convinced,herself,The mechanic who the cheerleader taught had convinced herself . <eos>,The mechanic who the cheerleader taught had convinced herself .
2,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had convinced,herself,The hygenist who the mechanic taught had convinced herself . <eos>,The hygenist who the mechanic taught had convinced herself .
2,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had convinced,herself,The cheerleader who the mechanic taught had convinced herself . <eos>,The cheerleader who the mechanic taught had convinced herself .
3,taught,embed,local,1,a,none,none,hygenist,cheerleader,saw,herself,The hygenist who the cheerleader taught saw herself . <eos>,The hygenist who the cheerleader taught saw herself .
3,taught,embed,local,1,b,none,none,cheerleader,hygenist,saw,herself,The cheerleader who the hygenist taught saw herself . <eos>,The cheerleader who the hygenist taught saw herself .
3,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,saw,herself,The mechanic who the hygenist taught saw herself . <eos>,The mechanic who the hygenist taught saw herself .
3,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,saw,herself,The mechanic who the cheerleader taught saw herself . <eos>,The mechanic who the cheerleader taught saw herself .
3,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,saw,herself,The hygenist who the mechanic taught saw herself . <eos>,The hygenist who the mechanic taught saw herself .
3,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,saw,herself,The cheerleader who the mechanic taught saw herself . <eos>,The cheerleader who the mechanic taught saw herself .
4,taught,embed,local,1,a,none,none,hygenist,cheerleader,had blamed,herself,The hygenist who the cheerleader taught had blamed herself . <eos>,The hygenist who the cheerleader taught had blamed herself .
4,taught,embed,local,1,b,none,none,cheerleader,hygenist,had blamed,herself,The cheerleader who the hygenist taught had blamed herself . <eos>,The cheerleader who the hygenist taught had blamed herself .
4,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had blamed,herself,The mechanic who the hygenist taught had blamed herself . <eos>,The mechanic who the hygenist taught had blamed herself .
4,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had blamed,herself,The mechanic who the cheerleader taught had blamed herself . <eos>,The mechanic who the cheerleader taught had blamed herself .
4,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had blamed,herself,The hygenist who the mechanic taught had blamed herself . <eos>,The hygenist who the mechanic taught had blamed herself .
4,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had blamed,herself,The cheerleader who the mechanic taught had blamed herself . <eos>,The cheerleader who the mechanic taught had blamed herself .
5,taught,embed,local,1,a,none,none,hygenist,cheerleader,had cut,herself,The hygenist who the cheerleader taught had cut herself . <eos>,The hygenist who the cheerleader taught had cut herself .
5,taught,embed,local,1,b,none,none,cheerleader,hygenist,had cut,herself,The cheerleader who the hygenist taught had cut herself . <eos>,The cheerleader who the hygenist taught had cut herself .
5,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had cut,herself,The mechanic who the hygenist taught had cut herself . <eos>,The mechanic who the hygenist taught had cut herself .
5,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had cut,herself,The mechanic who the cheerleader taught had cut herself . <eos>,The mechanic who the cheerleader taught had cut herself .
5,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had cut,herself,The hygenist who the mechanic taught had cut herself . <eos>,The hygenist who the mechanic taught had cut herself .
5,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had cut,herself,The cheerleader who the mechanic taught had cut herself . <eos>,The cheerleader who the mechanic taught had cut herself .
6,taught,embed,local,1,a,none,none,hygenist,cheerleader,had amused,herself,The hygenist who the cheerleader taught had amused herself . <eos>,The hygenist who the cheerleader taught had amused herself .
6,taught,embed,local,1,b,none,none,cheerleader,hygenist,had amused,herself,The cheerleader who the hygenist taught had amused herself . <eos>,The cheerleader who the hygenist taught had amused herself .
6,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had amused,herself,The mechanic who the hygenist taught had amused herself . <eos>,The mechanic who the hygenist taught had amused herself .
6,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had amused,herself,The mechanic who the cheerleader taught had amused herself . <eos>,The mechanic who the cheerleader taught had amused herself .
6,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had amused,herself,The hygenist who the mechanic taught had amused herself . <eos>,The hygenist who the mechanic taught had amused herself .
6,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had amused,herself,The cheerleader who the mechanic taught had amused herself . <eos>,The cheerleader who the mechanic taught had amused herself .
7,taught,embed,local,1,a,none,none,hygenist,cheerleader,had hurt,herself,The hygenist who the cheerleader taught had hurt herself . <eos>,The hygenist who the cheerleader taught had hurt herself .
7,taught,embed,local,1,b,none,none,cheerleader,hygenist,had hurt,herself,The cheerleader who the hygenist taught had hurt herself . <eos>,The cheerleader who the hygenist taught had hurt herself .
7,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had hurt,herself,The mechanic who the hygenist taught had hurt herself . <eos>,The mechanic who the hygenist taught had hurt herself .
7,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had hurt,herself,The mechanic who the cheerleader taught had hurt herself . <eos>,The mechanic who the cheerleader taught had hurt herself .
7,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had hurt,herself,The hygenist who the mechanic taught had hurt herself . <eos>,The hygenist who the mechanic taught had hurt herself .
7,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had hurt,herself,The cheerleader who the mechanic taught had hurt herself . <eos>,The cheerleader who the mechanic taught had hurt herself .
8,taught,embed,local,1,a,none,none,hygenist,cheerleader,had taught,herself,The hygenist who the cheerleader taught had taught herself . <eos>,The hygenist who the cheerleader taught had taught herself .
8,taught,embed,local,1,b,none,none,cheerleader,hygenist,had taught,herself,The cheerleader who the hygenist taught had taught herself . <eos>,The cheerleader who the hygenist taught had taught herself .
8,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had taught,herself,The mechanic who the hygenist taught had taught herself . <eos>,The mechanic who the hygenist taught had taught herself .
8,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had taught,herself,The mechanic who the cheerleader taught had taught herself . <eos>,The mechanic who the cheerleader taught had taught herself .
8,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had taught,herself,The hygenist who the mechanic taught had taught herself . <eos>,The hygenist who the mechanic taught had taught herself .
8,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had taught,herself,The cheerleader who the mechanic taught had taught herself . <eos>,The cheerleader who the mechanic taught had taught herself .
9,taught,embed,local,1,a,none,none,hygenist,cheerleader,had introduced,herself,The hygenist who the cheerleader taught had introduced herself . <eos>,The hygenist who the cheerleader taught had introduced herself .
9,taught,embed,local,1,b,none,none,cheerleader,hygenist,had introduced,herself,The cheerleader who the hygenist taught had introduced herself . <eos>,The cheerleader who the hygenist taught had introduced herself .
9,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had introduced,herself,The mechanic who the hygenist taught had introduced herself . <eos>,The mechanic who the hygenist taught had introduced herself .
9,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had introduced,herself,The mechanic who the cheerleader taught had introduced herself . <eos>,The mechanic who the cheerleader taught had introduced herself .
9,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had introduced,herself,The hygenist who the mechanic taught had introduced herself . <eos>,The hygenist who the mechanic taught had introduced herself .
9,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had introduced,herself,The cheerleader who the mechanic taught had introduced herself . <eos>,The cheerleader who the mechanic taught had introduced herself .
10,taught,embed,local,1,a,none,none,hygenist,cheerleader,had enjoyed,herself,The hygenist who the cheerleader taught had enjoyed herself . <eos>,The hygenist who the cheerleader taught had enjoyed herself .
10,taught,embed,local,1,b,none,none,cheerleader,hygenist,had enjoyed,herself,The cheerleader who the hygenist taught had enjoyed herself . <eos>,The cheerleader who the hygenist taught had enjoyed herself .
10,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had enjoyed,herself,The mechanic who the hygenist taught had enjoyed herself . <eos>,The mechanic who the hygenist taught had enjoyed herself .
10,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had enjoyed,herself,The mechanic who the cheerleader taught had enjoyed herself . <eos>,The mechanic who the cheerleader taught had enjoyed herself .
10,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had enjoyed,herself,The hygenist who the mechanic taught had enjoyed herself . <eos>,The hygenist who the mechanic taught had enjoyed herself .
10,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had enjoyed,herself,The cheerleader who the mechanic taught had enjoyed herself . <eos>,The cheerleader who the mechanic taught had enjoyed herself .
11,taught,embed,local,1,a,none,none,hygenist,cheerleader,had prepared,herself,The hygenist who the cheerleader taught had prepared herself . <eos>,The hygenist who the cheerleader taught had prepared herself .
11,taught,embed,local,1,b,none,none,cheerleader,hygenist,had prepared,herself,The cheerleader who the hygenist taught had prepared herself . <eos>,The cheerleader who the hygenist taught had prepared herself .
11,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had prepared,herself,The mechanic who the hygenist taught had prepared herself . <eos>,The mechanic who the hygenist taught had prepared herself .
11,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had prepared,herself,The mechanic who the cheerleader taught had prepared herself . <eos>,The mechanic who the cheerleader taught had prepared herself .
11,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had prepared,herself,The hygenist who the mechanic taught had prepared herself . <eos>,The hygenist who the mechanic taught had prepared herself .
11,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had prepared,herself,The cheerleader who the mechanic taught had prepared herself . <eos>,The cheerleader who the mechanic taught had prepared herself .
12,taught,embed,local,1,a,none,none,hygenist,cheerleader,had shouted,herself,The hygenist who the cheerleader taught had shouted herself . <eos>,The hygenist who the cheerleader taught had shouted herself .
12,taught,embed,local,1,b,none,none,cheerleader,hygenist,had shouted,herself,The cheerleader who the hygenist taught had shouted herself . <eos>,The cheerleader who the hygenist taught had shouted herself .
12,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had shouted,herself,The mechanic who the hygenist taught had shouted herself . <eos>,The mechanic who the hygenist taught had shouted herself .
12,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had shouted,herself,The mechanic who the cheerleader taught had shouted herself . <eos>,The mechanic who the cheerleader taught had shouted herself .
12,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had shouted,herself,The hygenist who the mechanic taught had shouted herself . <eos>,The hygenist who the mechanic taught had shouted herself .
12,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had shouted,herself,The cheerleader who the mechanic taught had shouted herself . <eos>,The cheerleader who the mechanic taught had shouted herself .
13,taught,embed,local,1,a,none,none,hygenist,cheerleader,had washed,herself,The hygenist who the cheerleader taught had washed herself . <eos>,The hygenist who the cheerleader taught had washed herself .
13,taught,embed,local,1,b,none,none,cheerleader,hygenist,had washed,herself,The cheerleader who the hygenist taught had washed herself . <eos>,The cheerleader who the hygenist taught had washed herself .
13,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanic,hygenist,had washed,herself,The mechanic who the hygenist taught had washed herself . <eos>,The mechanic who the hygenist taught had washed herself .
13,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanic,cheerleader,had washed,herself,The mechanic who the cheerleader taught had washed herself . <eos>,The mechanic who the cheerleader taught had washed herself .
13,taught,embed,local,1,a,rc_subj,gender,hygenist,mechanic,had washed,herself,The hygenist who the mechanic taught had washed herself . <eos>,The hygenist who the mechanic taught had washed herself .
13,taught,embed,local,1,b,rc_subj,gender,cheerleader,mechanic,had washed,herself,The cheerleader who the mechanic taught had washed herself . <eos>,The cheerleader who the mechanic taught had washed herself .
14,taught,embed,local,1,a,none,none,hygenist,cheerleader,had asserted,herself,The hygenist who the cheerleader taught had asserted herself . <eos>,The hygenist who the cheerleader taught had asserted herself .
14,taught,embed,local,1,b,none,none,cheerleader,hygenist,had asserted,herself,The cheerleader who the hygenist taught had asserted herself . <eos>,The cheerleader who the hygenist taught had asserted herself .
