item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
36,embed,local,1,a,nonlocal_subj,number,girls,woman,made,herself,The girls said that the woman made herself . <eos>,The girls said that the woman made herself .
36,embed,local,1,b,nonlocal_subj,number,women,girl,made,herself,The women said that the girl made herself . <eos>,The women said that the girl made herself .
36,embed,nonlocal,0,a,local_subj,number,girl,women,made,herself,The girl said that the women made herself . <eos>,The girl said that the women made herself .
36,embed,nonlocal,0,b,local_subj,number,woman,girls,made,herself,The woman said that the girls made herself . <eos>,The woman said that the girls made herself .
37,embed,local,1,a,none,none,girl,woman,found,herself,The girl said that the woman found herself . <eos>,The girl said that the woman found herself .
37,embed,local,1,b,none,none,woman,girl,found,herself,The woman said that the girl found herself . <eos>,The woman said that the girl found herself .
37,embed,local,1,a,nonlocal_subj,number,girls,woman,found,herself,The girls said that the woman found herself . <eos>,The girls said that the woman found herself .
37,embed,local,1,b,nonlocal_subj,number,women,girl,found,herself,The women said that the girl found herself . <eos>,The women said that the girl found herself .
37,embed,nonlocal,0,a,local_subj,number,girl,women,found,herself,The girl said that the women found herself . <eos>,The girl said that the women found herself .
37,embed,nonlocal,0,b,local_subj,number,woman,girls,found,herself,The woman said that the girls found herself . <eos>,The woman said that the girls found herself .
38,embed,local,1,a,none,none,girl,woman,distinguished,herself,The girl said that the woman distinguished herself . <eos>,The girl said that the woman distinguished herself .
38,embed,local,1,b,none,none,woman,girl,distinguished,herself,The woman said that the girl distinguished herself . <eos>,The woman said that the girl distinguished herself .
38,embed,local,1,a,nonlocal_subj,number,girls,woman,distinguished,herself,The girls said that the woman distinguished herself . <eos>,The girls said that the woman distinguished herself .
38,embed,local,1,b,nonlocal_subj,number,women,girl,distinguished,herself,The women said that the girl distinguished herself . <eos>,The women said that the girl distinguished herself .
38,embed,nonlocal,0,a,local_subj,number,girl,women,distinguished,herself,The girl said that the women distinguished herself . <eos>,The girl said that the women distinguished herself .
38,embed,nonlocal,0,b,local_subj,number,woman,girls,distinguished,herself,The woman said that the girls distinguished herself . <eos>,The woman said that the girls distinguished herself .
39,embed,local,1,a,none,none,girl,woman,taught,herself,The girl said that the woman taught herself . <eos>,The girl said that the woman taught herself .
39,embed,local,1,b,none,none,woman,girl,taught,herself,The woman said that the girl taught herself . <eos>,The woman said that the girl taught herself .
39,embed,local,1,a,nonlocal_subj,number,girls,woman,taught,herself,The girls said that the woman taught herself . <eos>,The girls said that the woman taught herself .
39,embed,local,1,b,nonlocal_subj,number,women,girl,taught,herself,The women said that the girl taught herself . <eos>,The women said that the girl taught herself .
39,embed,nonlocal,0,a,local_subj,number,girl,women,taught,herself,The girl said that the women taught herself . <eos>,The girl said that the women taught herself .
39,embed,nonlocal,0,b,local_subj,number,woman,girls,taught,herself,The woman said that the girls taught herself . <eos>,The woman said that the girls taught herself .
40,embed,local,1,a,none,none,girl,woman,killed,herself,The girl said that the woman killed herself . <eos>,The girl said that the woman killed herself .
40,embed,local,1,b,none,none,woman,girl,killed,herself,The woman said that the girl killed herself . <eos>,The woman said that the girl killed herself .
40,embed,local,1,a,nonlocal_subj,number,girls,woman,killed,herself,The girls said that the woman killed herself . <eos>,The girls said that the woman killed herself .
40,embed,local,1,b,nonlocal_subj,number,women,girl,killed,herself,The women said that the girl killed herself . <eos>,The women said that the girl killed herself .
40,embed,nonlocal,0,a,local_subj,number,girl,women,killed,herself,The girl said that the women killed herself . <eos>,The girl said that the women killed herself .
40,embed,nonlocal,0,b,local_subj,number,woman,girls,killed,herself,The woman said that the girls killed herself . <eos>,The woman said that the girls killed herself .
41,embed,local,1,a,none,none,girl,woman,called,herself,The girl said that the woman called herself . <eos>,The girl said that the woman called herself .
41,embed,local,1,b,none,none,woman,girl,called,herself,The woman said that the girl called herself . <eos>,The woman said that the girl called herself .
41,embed,local,1,a,nonlocal_subj,number,girls,woman,called,herself,The girls said that the woman called herself . <eos>,The girls said that the woman called herself .
41,embed,local,1,b,nonlocal_subj,number,women,girl,called,herself,The women said that the girl called herself . <eos>,The women said that the girl called herself .
41,embed,nonlocal,0,a,local_subj,number,girl,women,called,herself,The girl said that the women called herself . <eos>,The girl said that the women called herself .
41,embed,nonlocal,0,b,local_subj,number,woman,girls,called,herself,The woman said that the girls called herself . <eos>,The woman said that the girls called herself .
42,embed,local,1,a,none,none,girl,woman,dedicated,herself,The girl said that the woman dedicated herself . <eos>,The girl said that the woman dedicated herself .
42,embed,local,1,b,none,none,woman,girl,dedicated,herself,The woman said that the girl dedicated herself . <eos>,The woman said that the girl dedicated herself .
42,embed,local,1,a,nonlocal_subj,number,girls,woman,dedicated,herself,The girls said that the woman dedicated herself . <eos>,The girls said that the woman dedicated herself .
42,embed,local,1,b,nonlocal_subj,number,women,girl,dedicated,herself,The women said that the girl dedicated herself . <eos>,The women said that the girl dedicated herself .
42,embed,nonlocal,0,a,local_subj,number,girl,women,dedicated,herself,The girl said that the women dedicated herself . <eos>,The girl said that the women dedicated herself .
42,embed,nonlocal,0,b,local_subj,number,woman,girls,dedicated,herself,The woman said that the girls dedicated herself . <eos>,The woman said that the girls dedicated herself .
43,embed,local,1,a,none,none,girl,woman,declared,herself,The girl said that the woman declared herself . <eos>,The girl said that the woman declared herself .
43,embed,local,1,b,none,none,woman,girl,declared,herself,The woman said that the girl declared herself . <eos>,The woman said that the girl declared herself .
43,embed,local,1,a,nonlocal_subj,number,girls,woman,declared,herself,The girls said that the woman declared herself . <eos>,The girls said that the woman declared herself .
43,embed,local,1,b,nonlocal_subj,number,women,girl,declared,herself,The women said that the girl declared herself . <eos>,The women said that the girl declared herself .
43,embed,nonlocal,0,a,local_subj,number,girl,women,declared,herself,The girl said that the women declared herself . <eos>,The girl said that the women declared herself .
43,embed,nonlocal,0,b,local_subj,number,woman,girls,declared,herself,The woman said that the girls declared herself . <eos>,The woman said that the girls declared herself .
44,embed,local,1,a,none,none,girl,woman,proved,herself,The girl said that the woman proved herself . <eos>,The girl said that the woman proved herself .
44,embed,local,1,b,none,none,woman,girl,proved,herself,The woman said that the girl proved herself . <eos>,The woman said that the girl proved herself .
44,embed,local,1,a,nonlocal_subj,number,girls,woman,proved,herself,The girls said that the woman proved herself . <eos>,The girls said that the woman proved herself .
44,embed,local,1,b,nonlocal_subj,number,women,girl,proved,herself,The women said that the girl proved herself . <eos>,The women said that the girl proved herself .
44,embed,nonlocal,0,a,local_subj,number,girl,women,proved,herself,The girl said that the women proved herself . <eos>,The girl said that the women proved herself .
44,embed,nonlocal,0,b,local_subj,number,woman,girls,proved,herself,The woman said that the girls proved herself . <eos>,The woman said that the girls proved herself .
45,embed,local,1,a,none,none,girl,woman,shot,herself,The girl said that the woman shot herself . <eos>,The girl said that the woman shot herself .
45,embed,local,1,b,none,none,woman,girl,shot,herself,The woman said that the girl shot herself . <eos>,The woman said that the girl shot herself .
45,embed,local,1,a,nonlocal_subj,number,girls,woman,shot,herself,The girls said that the woman shot herself . <eos>,The girls said that the woman shot herself .
45,embed,local,1,b,nonlocal_subj,number,women,girl,shot,herself,The women said that the girl shot herself . <eos>,The women said that the girl shot herself .
45,embed,nonlocal,0,a,local_subj,number,girl,women,shot,herself,The girl said that the women shot herself . <eos>,The girl said that the women shot herself .
45,embed,nonlocal,0,b,local_subj,number,woman,girls,shot,herself,The woman said that the girls shot herself . <eos>,The woman said that the girls shot herself .
46,embed,local,1,a,none,none,girl,sister,saw,herself,The girl said that the sister saw herself . <eos>,The girl said that the sister saw herself .
46,embed,local,1,b,none,none,sister,girl,saw,herself,The sister said that the girl saw herself . <eos>,The sister said that the girl saw herself .
46,embed,local,1,a,nonlocal_subj,number,girls,sister,saw,herself,The girls said that the sister saw herself . <eos>,The girls said that the sister saw herself .
46,embed,local,1,b,nonlocal_subj,number,sisters,girl,saw,herself,The sisters said that the girl saw herself . <eos>,The sisters said that the girl saw herself .
46,embed,nonlocal,0,a,local_subj,number,girl,sisters,saw,herself,The girl said that the sisters saw herself . <eos>,The girl said that the sisters saw herself .
46,embed,nonlocal,0,b,local_subj,number,sister,girls,saw,herself,The sister said that the girls saw herself . <eos>,The sister said that the girls saw herself .
47,embed,local,1,a,none,none,girl,sister,established,herself,The girl said that the sister established herself . <eos>,The girl said that the sister established herself .
47,embed,local,1,b,none,none,sister,girl,established,herself,The sister said that the girl established herself . <eos>,The sister said that the girl established herself .
47,embed,local,1,a,nonlocal_subj,number,girls,sister,established,herself,The girls said that the sister established herself . <eos>,The girls said that the sister established herself .
47,embed,local,1,b,nonlocal_subj,number,sisters,girl,established,herself,The sisters said that the girl established herself . <eos>,The sisters said that the girl established herself .
47,embed,nonlocal,0,a,local_subj,number,girl,sisters,established,herself,The girl said that the sisters established herself . <eos>,The girl said that the sisters established herself .
47,embed,nonlocal,0,b,local_subj,number,sister,girls,established,herself,The sister said that the girls established herself . <eos>,The sister said that the girls established herself .
48,embed,local,1,a,none,none,girl,sister,devoted,herself,The girl said that the sister devoted herself . <eos>,The girl said that the sister devoted herself .
48,embed,local,1,b,none,none,sister,girl,devoted,herself,The sister said that the girl devoted herself . <eos>,The sister said that the girl devoted herself .
48,embed,local,1,a,nonlocal_subj,number,girls,sister,devoted,herself,The girls said that the sister devoted herself . <eos>,The girls said that the sister devoted herself .
48,embed,local,1,b,nonlocal_subj,number,sisters,girl,devoted,herself,The sisters said that the girl devoted herself . <eos>,The sisters said that the girl devoted herself .
48,embed,nonlocal,0,a,local_subj,number,girl,sisters,devoted,herself,The girl said that the sisters devoted herself . <eos>,The girl said that the sisters devoted herself .
48,embed,nonlocal,0,b,local_subj,number,sister,girls,devoted,herself,The sister said that the girls devoted herself . <eos>,The sister said that the girls devoted herself .
49,embed,local,1,a,none,none,girl,sister,considered,herself,The girl said that the sister considered herself . <eos>,The girl said that the sister considered herself .
49,embed,local,1,b,none,none,sister,girl,considered,herself,The sister said that the girl considered herself . <eos>,The sister said that the girl considered herself .
49,embed,local,1,a,nonlocal_subj,number,girls,sister,considered,herself,The girls said that the sister considered herself . <eos>,The girls said that the sister considered herself .
49,embed,local,1,b,nonlocal_subj,number,sisters,girl,considered,herself,The sisters said that the girl considered herself . <eos>,The sisters said that the girl considered herself .
49,embed,nonlocal,0,a,local_subj,number,girl,sisters,considered,herself,The girl said that the sisters considered herself . <eos>,The girl said that the sisters considered herself .
49,embed,nonlocal,0,b,local_subj,number,sister,girls,considered,herself,The sister said that the girls considered herself . <eos>,The sister said that the girls considered herself .
50,embed,local,1,a,none,none,girl,sister,identified,herself,The girl said that the sister identified herself . <eos>,The girl said that the sister identified herself .
50,embed,local,1,b,none,none,sister,girl,identified,herself,The sister said that the girl identified herself . <eos>,The sister said that the girl identified herself .
50,embed,local,1,a,nonlocal_subj,number,girls,sister,identified,herself,The girls said that the sister identified herself . <eos>,The girls said that the sister identified herself .
50,embed,local,1,b,nonlocal_subj,number,sisters,girl,identified,herself,The sisters said that the girl identified herself . <eos>,The sisters said that the girl identified herself .
50,embed,nonlocal,0,a,local_subj,number,girl,sisters,identified,herself,The girl said that the sisters identified herself . <eos>,The girl said that the sisters identified herself .
50,embed,nonlocal,0,b,local_subj,number,sister,girls,identified,herself,The sister said that the girls identified herself . <eos>,The sister said that the girls identified herself .
51,embed,local,1,a,none,none,girl,sister,made,herself,The girl said that the sister made herself . <eos>,The girl said that the sister made herself .
51,embed,local,1,b,none,none,sister,girl,made,herself,The sister said that the girl made herself . <eos>,The sister said that the girl made herself .
51,embed,local,1,a,nonlocal_subj,number,girls,sister,made,herself,The girls said that the sister made herself . <eos>,The girls said that the sister made herself .
51,embed,local,1,b,nonlocal_subj,number,sisters,girl,made,herself,The sisters said that the girl made herself . <eos>,The sisters said that the girl made herself .
51,embed,nonlocal,0,a,local_subj,number,girl,sisters,made,herself,The girl said that the sisters made herself . <eos>,The girl said that the sisters made herself .
51,embed,nonlocal,0,b,local_subj,number,sister,girls,made,herself,The sister said that the girls made herself . <eos>,The sister said that the girls made herself .
52,embed,local,1,a,none,none,girl,sister,found,herself,The girl said that the sister found herself . <eos>,The girl said that the sister found herself .
52,embed,local,1,b,none,none,sister,girl,found,herself,The sister said that the girl found herself . <eos>,The sister said that the girl found herself .
52,embed,local,1,a,nonlocal_subj,number,girls,sister,found,herself,The girls said that the sister found herself . <eos>,The girls said that the sister found herself .
52,embed,local,1,b,nonlocal_subj,number,sisters,girl,found,herself,The sisters said that the girl found herself . <eos>,The sisters said that the girl found herself .
52,embed,nonlocal,0,a,local_subj,number,girl,sisters,found,herself,The girl said that the sisters found herself . <eos>,The girl said that the sisters found herself .
52,embed,nonlocal,0,b,local_subj,number,sister,girls,found,herself,The sister said that the girls found herself . <eos>,The sister said that the girls found herself .
53,embed,local,1,a,none,none,girl,sister,distinguished,herself,The girl said that the sister distinguished herself . <eos>,The girl said that the sister distinguished herself .
53,embed,local,1,b,none,none,sister,girl,distinguished,herself,The sister said that the girl distinguished herself . <eos>,The sister said that the girl distinguished herself .
53,embed,local,1,a,nonlocal_subj,number,girls,sister,distinguished,herself,The girls said that the sister distinguished herself . <eos>,The girls said that the sister distinguished herself .
53,embed,local,1,b,nonlocal_subj,number,sisters,girl,distinguished,herself,The sisters said that the girl distinguished herself . <eos>,The sisters said that the girl distinguished herself .
53,embed,nonlocal,0,a,local_subj,number,girl,sisters,distinguished,herself,The girl said that the sisters distinguished herself . <eos>,The girl said that the sisters distinguished herself .
53,embed,nonlocal,0,b,local_subj,number,sister,girls,distinguished,herself,The sister said that the girls distinguished herself . <eos>,The sister said that the girls distinguished herself .
54,embed,local,1,a,none,none,girl,sister,taught,herself,The girl said that the sister taught herself . <eos>,The girl said that the sister taught herself .
54,embed,local,1,b,none,none,sister,girl,taught,herself,The sister said that the girl taught herself . <eos>,The sister said that the girl taught herself .
54,embed,local,1,a,nonlocal_subj,number,girls,sister,taught,herself,The girls said that the sister taught herself . <eos>,The girls said that the sister taught herself .
54,embed,local,1,b,nonlocal_subj,number,sisters,girl,taught,herself,The sisters said that the girl taught herself . <eos>,The sisters said that the girl taught herself .
54,embed,nonlocal,0,a,local_subj,number,girl,sisters,taught,herself,The girl said that the sisters taught herself . <eos>,The girl said that the sisters taught herself .
54,embed,nonlocal,0,b,local_subj,number,sister,girls,taught,herself,The sister said that the girls taught herself . <eos>,The sister said that the girls taught herself .
55,embed,local,1,a,none,none,girl,sister,killed,herself,The girl said that the sister killed herself . <eos>,The girl said that the sister killed herself .
55,embed,local,1,b,none,none,sister,girl,killed,herself,The sister said that the girl killed herself . <eos>,The sister said that the girl killed herself .
55,embed,local,1,a,nonlocal_subj,number,girls,sister,killed,herself,The girls said that the sister killed herself . <eos>,The girls said that the sister killed herself .
55,embed,local,1,b,nonlocal_subj,number,sisters,girl,killed,herself,The sisters said that the girl killed herself . <eos>,The sisters said that the girl killed herself .
55,embed,nonlocal,0,a,local_subj,number,girl,sisters,killed,herself,The girl said that the sisters killed herself . <eos>,The girl said that the sisters killed herself .
55,embed,nonlocal,0,b,local_subj,number,sister,girls,killed,herself,The sister said that the girls killed herself . <eos>,The sister said that the girls killed herself .
56,embed,local,1,a,none,none,girl,sister,called,herself,The girl said that the sister called herself . <eos>,The girl said that the sister called herself .
56,embed,local,1,b,none,none,sister,girl,called,herself,The sister said that the girl called herself . <eos>,The sister said that the girl called herself .
56,embed,local,1,a,nonlocal_subj,number,girls,sister,called,herself,The girls said that the sister called herself . <eos>,The girls said that the sister called herself .
56,embed,local,1,b,nonlocal_subj,number,sisters,girl,called,herself,The sisters said that the girl called herself . <eos>,The sisters said that the girl called herself .
56,embed,nonlocal,0,a,local_subj,number,girl,sisters,called,herself,The girl said that the sisters called herself . <eos>,The girl said that the sisters called herself .
56,embed,nonlocal,0,b,local_subj,number,sister,girls,called,herself,The sister said that the girls called herself . <eos>,The sister said that the girls called herself .
57,embed,local,1,a,none,none,girl,sister,dedicated,herself,The girl said that the sister dedicated herself . <eos>,The girl said that the sister dedicated herself .
57,embed,local,1,b,none,none,sister,girl,dedicated,herself,The sister said that the girl dedicated herself . <eos>,The sister said that the girl dedicated herself .
57,embed,local,1,a,nonlocal_subj,number,girls,sister,dedicated,herself,The girls said that the sister dedicated herself . <eos>,The girls said that the sister dedicated herself .
57,embed,local,1,b,nonlocal_subj,number,sisters,girl,dedicated,herself,The sisters said that the girl dedicated herself . <eos>,The sisters said that the girl dedicated herself .
57,embed,nonlocal,0,a,local_subj,number,girl,sisters,dedicated,herself,The girl said that the sisters dedicated herself . <eos>,The girl said that the sisters dedicated herself .
57,embed,nonlocal,0,b,local_subj,number,sister,girls,dedicated,herself,The sister said that the girls dedicated herself . <eos>,The sister said that the girls dedicated herself .
58,embed,local,1,a,none,none,girl,sister,declared,herself,The girl said that the sister declared herself . <eos>,The girl said that the sister declared herself .
58,embed,local,1,b,none,none,sister,girl,declared,herself,The sister said that the girl declared herself . <eos>,The sister said that the girl declared herself .
58,embed,local,1,a,nonlocal_subj,number,girls,sister,declared,herself,The girls said that the sister declared herself . <eos>,The girls said that the sister declared herself .
58,embed,local,1,b,nonlocal_subj,number,sisters,girl,declared,herself,The sisters said that the girl declared herself . <eos>,The sisters said that the girl declared herself .
58,embed,nonlocal,0,a,local_subj,number,girl,sisters,declared,herself,The girl said that the sisters declared herself . <eos>,The girl said that the sisters declared herself .
58,embed,nonlocal,0,b,local_subj,number,sister,girls,declared,herself,The sister said that the girls declared herself . <eos>,The sister said that the girls declared herself .
59,embed,local,1,a,none,none,girl,sister,proved,herself,The girl said that the sister proved herself . <eos>,The girl said that the sister proved herself .
59,embed,local,1,b,none,none,sister,girl,proved,herself,The sister said that the girl proved herself . <eos>,The sister said that the girl proved herself .
59,embed,local,1,a,nonlocal_subj,number,girls,sister,proved,herself,The girls said that the sister proved herself . <eos>,The girls said that the sister proved herself .
59,embed,local,1,b,nonlocal_subj,number,sisters,girl,proved,herself,The sisters said that the girl proved herself . <eos>,The sisters said that the girl proved herself .
59,embed,nonlocal,0,a,local_subj,number,girl,sisters,proved,herself,The girl said that the sisters proved herself . <eos>,The girl said that the sisters proved herself .
59,embed,nonlocal,0,b,local_subj,number,sister,girls,proved,herself,The sister said that the girls proved herself . <eos>,The sister said that the girls proved herself .
60,embed,local,1,a,none,none,girl,sister,shot,herself,The girl said that the sister shot herself . <eos>,The girl said that the sister shot herself .
60,embed,local,1,b,none,none,sister,girl,shot,herself,The sister said that the girl shot herself . <eos>,The sister said that the girl shot herself .
60,embed,local,1,a,nonlocal_subj,number,girls,sister,shot,herself,The girls said that the sister shot herself . <eos>,The girls said that the sister shot herself .
60,embed,local,1,b,nonlocal_subj,number,sisters,girl,shot,herself,The sisters said that the girl shot herself . <eos>,The sisters said that the girl shot herself .
60,embed,nonlocal,0,a,local_subj,number,girl,sisters,shot,herself,The girl said that the sisters shot herself . <eos>,The girl said that the sisters shot herself .
60,embed,nonlocal,0,b,local_subj,number,sister,girls,shot,herself,The sister said that the girls shot herself . <eos>,The sister said that the girls shot herself .
61,embed,local,1,a,none,none,girl,wife,saw,herself,The girl said that the wife saw herself . <eos>,The girl said that the wife saw herself .
61,embed,local,1,b,none,none,wife,girl,saw,herself,The wife said that the girl saw herself . <eos>,The wife said that the girl saw herself .
61,embed,local,1,a,nonlocal_subj,number,girls,wife,saw,herself,The girls said that the wife saw herself . <eos>,The girls said that the wife saw herself .
61,embed,local,1,b,nonlocal_subj,number,wives,girl,saw,herself,The wives said that the girl saw herself . <eos>,The wives said that the girl saw herself .
61,embed,nonlocal,0,a,local_subj,number,girl,wives,saw,herself,The girl said that the wives saw herself . <eos>,The girl said that the wives saw herself .
61,embed,nonlocal,0,b,local_subj,number,wife,girls,saw,herself,The wife said that the girls saw herself . <eos>,The wife said that the girls saw herself .
62,embed,local,1,a,none,none,girl,wife,established,herself,The girl said that the wife established herself . <eos>,The girl said that the wife established herself .
62,embed,local,1,b,none,none,wife,girl,established,herself,The wife said that the girl established herself . <eos>,The wife said that the girl established herself .
62,embed,local,1,a,nonlocal_subj,number,girls,wife,established,herself,The girls said that the wife established herself . <eos>,The girls said that the wife established herself .
62,embed,local,1,b,nonlocal_subj,number,wives,girl,established,herself,The wives said that the girl established herself . <eos>,The wives said that the girl established herself .
62,embed,nonlocal,0,a,local_subj,number,girl,wives,established,herself,The girl said that the wives established herself . <eos>,The girl said that the wives established herself .
62,embed,nonlocal,0,b,local_subj,number,wife,girls,established,herself,The wife said that the girls established herself . <eos>,The wife said that the girls established herself .
63,embed,local,1,a,none,none,girl,wife,devoted,herself,The girl said that the wife devoted herself . <eos>,The girl said that the wife devoted herself .
63,embed,local,1,b,none,none,wife,girl,devoted,herself,The wife said that the girl devoted herself . <eos>,The wife said that the girl devoted herself .
63,embed,local,1,a,nonlocal_subj,number,girls,wife,devoted,herself,The girls said that the wife devoted herself . <eos>,The girls said that the wife devoted herself .
63,embed,local,1,b,nonlocal_subj,number,wives,girl,devoted,herself,The wives said that the girl devoted herself . <eos>,The wives said that the girl devoted herself .
63,embed,nonlocal,0,a,local_subj,number,girl,wives,devoted,herself,The girl said that the wives devoted herself . <eos>,The girl said that the wives devoted herself .
63,embed,nonlocal,0,b,local_subj,number,wife,girls,devoted,herself,The wife said that the girls devoted herself . <eos>,The wife said that the girls devoted herself .
64,embed,local,1,a,none,none,girl,wife,considered,herself,The girl said that the wife considered herself . <eos>,The girl said that the wife considered herself .
64,embed,local,1,b,none,none,wife,girl,considered,herself,The wife said that the girl considered herself . <eos>,The wife said that the girl considered herself .
64,embed,local,1,a,nonlocal_subj,number,girls,wife,considered,herself,The girls said that the wife considered herself . <eos>,The girls said that the wife considered herself .
64,embed,local,1,b,nonlocal_subj,number,wives,girl,considered,herself,The wives said that the girl considered herself . <eos>,The wives said that the girl considered herself .
64,embed,nonlocal,0,a,local_subj,number,girl,wives,considered,herself,The girl said that the wives considered herself . <eos>,The girl said that the wives considered herself .
64,embed,nonlocal,0,b,local_subj,number,wife,girls,considered,herself,The wife said that the girls considered herself . <eos>,The wife said that the girls considered herself .
65,embed,local,1,a,none,none,girl,wife,identified,herself,The girl said that the wife identified herself . <eos>,The girl said that the wife identified herself .
65,embed,local,1,b,none,none,wife,girl,identified,herself,The wife said that the girl identified herself . <eos>,The wife said that the girl identified herself .
65,embed,local,1,a,nonlocal_subj,number,girls,wife,identified,herself,The girls said that the wife identified herself . <eos>,The girls said that the wife identified herself .
65,embed,local,1,b,nonlocal_subj,number,wives,girl,identified,herself,The wives said that the girl identified herself . <eos>,The wives said that the girl identified herself .
65,embed,nonlocal,0,a,local_subj,number,girl,wives,identified,herself,The girl said that the wives identified herself . <eos>,The girl said that the wives identified herself .
65,embed,nonlocal,0,b,local_subj,number,wife,girls,identified,herself,The wife said that the girls identified herself . <eos>,The wife said that the girls identified herself .
66,embed,local,1,a,none,none,girl,wife,made,herself,The girl said that the wife made herself . <eos>,The girl said that the wife made herself .
66,embed,local,1,b,none,none,wife,girl,made,herself,The wife said that the girl made herself . <eos>,The wife said that the girl made herself .
66,embed,local,1,a,nonlocal_subj,number,girls,wife,made,herself,The girls said that the wife made herself . <eos>,The girls said that the wife made herself .
66,embed,local,1,b,nonlocal_subj,number,wives,girl,made,herself,The wives said that the girl made herself . <eos>,The wives said that the girl made herself .
66,embed,nonlocal,0,a,local_subj,number,girl,wives,made,herself,The girl said that the wives made herself . <eos>,The girl said that the wives made herself .
66,embed,nonlocal,0,b,local_subj,number,wife,girls,made,herself,The wife said that the girls made herself . <eos>,The wife said that the girls made herself .
67,embed,local,1,a,none,none,girl,wife,found,herself,The girl said that the wife found herself . <eos>,The girl said that the wife found herself .
67,embed,local,1,b,none,none,wife,girl,found,herself,The wife said that the girl found herself . <eos>,The wife said that the girl found herself .
67,embed,local,1,a,nonlocal_subj,number,girls,wife,found,herself,The girls said that the wife found herself . <eos>,The girls said that the wife found herself .
67,embed,local,1,b,nonlocal_subj,number,wives,girl,found,herself,The wives said that the girl found herself . <eos>,The wives said that the girl found herself .
67,embed,nonlocal,0,a,local_subj,number,girl,wives,found,herself,The girl said that the wives found herself . <eos>,The girl said that the wives found herself .
67,embed,nonlocal,0,b,local_subj,number,wife,girls,found,herself,The wife said that the girls found herself . <eos>,The wife said that the girls found herself .
68,embed,local,1,a,none,none,girl,wife,distinguished,herself,The girl said that the wife distinguished herself . <eos>,The girl said that the wife distinguished herself .
68,embed,local,1,b,none,none,wife,girl,distinguished,herself,The wife said that the girl distinguished herself . <eos>,The wife said that the girl distinguished herself .
68,embed,local,1,a,nonlocal_subj,number,girls,wife,distinguished,herself,The girls said that the wife distinguished herself . <eos>,The girls said that the wife distinguished herself .
68,embed,local,1,b,nonlocal_subj,number,wives,girl,distinguished,herself,The wives said that the girl distinguished herself . <eos>,The wives said that the girl distinguished herself .
68,embed,nonlocal,0,a,local_subj,number,girl,wives,distinguished,herself,The girl said that the wives distinguished herself . <eos>,The girl said that the wives distinguished herself .
68,embed,nonlocal,0,b,local_subj,number,wife,girls,distinguished,herself,The wife said that the girls distinguished herself . <eos>,The wife said that the girls distinguished herself .
69,embed,local,1,a,none,none,girl,wife,taught,herself,The girl said that the wife taught herself . <eos>,The girl said that the wife taught herself .
69,embed,local,1,b,none,none,wife,girl,taught,herself,The wife said that the girl taught herself . <eos>,The wife said that the girl taught herself .
69,embed,local,1,a,nonlocal_subj,number,girls,wife,taught,herself,The girls said that the wife taught herself . <eos>,The girls said that the wife taught herself .
69,embed,local,1,b,nonlocal_subj,number,wives,girl,taught,herself,The wives said that the girl taught herself . <eos>,The wives said that the girl taught herself .
69,embed,nonlocal,0,a,local_subj,number,girl,wives,taught,herself,The girl said that the wives taught herself . <eos>,The girl said that the wives taught herself .
69,embed,nonlocal,0,b,local_subj,number,wife,girls,taught,herself,The wife said that the girls taught herself . <eos>,The wife said that the girls taught herself .
70,embed,local,1,a,none,none,girl,wife,killed,herself,The girl said that the wife killed herself . <eos>,The girl said that the wife killed herself .
70,embed,local,1,b,none,none,wife,girl,killed,herself,The wife said that the girl killed herself . <eos>,The wife said that the girl killed herself .
70,embed,local,1,a,nonlocal_subj,number,girls,wife,killed,herself,The girls said that the wife killed herself . <eos>,The girls said that the wife killed herself .
70,embed,local,1,b,nonlocal_subj,number,wives,girl,killed,herself,The wives said that the girl killed herself . <eos>,The wives said that the girl killed herself .
70,embed,nonlocal,0,a,local_subj,number,girl,wives,killed,herself,The girl said that the wives killed herself . <eos>,The girl said that the wives killed herself .
70,embed,nonlocal,0,b,local_subj,number,wife,girls,killed,herself,The wife said that the girls killed herself . <eos>,The wife said that the girls killed herself .
71,embed,local,1,a,none,none,girl,wife,called,herself,The girl said that the wife called herself . <eos>,The girl said that the wife called herself .
71,embed,local,1,b,none,none,wife,girl,called,herself,The wife said that the girl called herself . <eos>,The wife said that the girl called herself .
71,embed,local,1,a,nonlocal_subj,number,girls,wife,called,herself,The girls said that the wife called herself . <eos>,The girls said that the wife called herself .
71,embed,local,1,b,nonlocal_subj,number,wives,girl,called,herself,The wives said that the girl called herself . <eos>,The wives said that the girl called herself .
71,embed,nonlocal,0,a,local_subj,number,girl,wives,called,herself,The girl said that the wives called herself . <eos>,The girl said that the wives called herself .
71,embed,nonlocal,0,b,local_subj,number,wife,girls,called,herself,The wife said that the girls called herself . <eos>,The wife said that the girls called herself .
72,embed,local,1,a,none,none,girl,wife,dedicated,herself,The girl said that the wife dedicated herself . <eos>,The girl said that the wife dedicated herself .
72,embed,local,1,b,none,none,wife,girl,dedicated,herself,The wife said that the girl dedicated herself . <eos>,The wife said that the girl dedicated herself .
72,embed,local,1,a,nonlocal_subj,number,girls,wife,dedicated,herself,The girls said that the wife dedicated herself . <eos>,The girls said that the wife dedicated herself .
