item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos
16,simple,local,c-command,1,b,female,none,none,daughters,girls,saw,themselves,The daughters that the girls liked saw themselves . <eos>,The daughters that the girls liked saw themselves .
16,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,saw,themselves,The boy that the sons liked saw themselves . <eos>,The boy that the sons liked saw themselves .
16,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,saw,themselves,The son that the boys liked saw themselves . <eos>,The son that the boys liked saw themselves .
16,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,saw,themselves,The girl that the daughters liked saw themselves . <eos>,The girl that the daughters liked saw themselves .
16,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,saw,themselves,The daughter that the girls liked saw themselves . <eos>,The daughter that the girls liked saw themselves .
16,simple,local,c-command,1,a,male,rc_subj,number,boys,son,saw,themselves,The boys that the son liked saw themselves . <eos>,The boys that the son liked saw themselves .
16,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,saw,themselves,The sons that the boy liked saw themselves . <eos>,The sons that the boy liked saw themselves .
16,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,saw,themselves,The girls that the daughter liked saw themselves . <eos>,The girls that the daughter liked saw themselves .
16,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,saw,themselves,The daughters that the girl liked saw themselves . <eos>,The daughters that the girl liked saw themselves .
17,simple,local,c-command,1,a,male,none,none,boys,sons,established,themselves,The boys that the sons liked established themselves . <eos>,The boys that the sons liked established themselves .
17,simple,local,c-command,1,b,male,none,none,sons,boys,established,themselves,The sons that the boys liked established themselves . <eos>,The sons that the boys liked established themselves .
17,simple,local,c-command,1,a,female,none,none,girls,daughters,established,themselves,The girls that the daughters liked established themselves . <eos>,The girls that the daughters liked established themselves .
17,simple,local,c-command,1,b,female,none,none,daughters,girls,established,themselves,The daughters that the girls liked established themselves . <eos>,The daughters that the girls liked established themselves .
17,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,established,themselves,The boy that the sons liked established themselves . <eos>,The boy that the sons liked established themselves .
17,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,established,themselves,The son that the boys liked established themselves . <eos>,The son that the boys liked established themselves .
17,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,established,themselves,The girl that the daughters liked established themselves . <eos>,The girl that the daughters liked established themselves .
17,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,established,themselves,The daughter that the girls liked established themselves . <eos>,The daughter that the girls liked established themselves .
17,simple,local,c-command,1,a,male,rc_subj,number,boys,son,established,themselves,The boys that the son liked established themselves . <eos>,The boys that the son liked established themselves .
17,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,established,themselves,The sons that the boy liked established themselves . <eos>,The sons that the boy liked established themselves .
17,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,established,themselves,The girls that the daughter liked established themselves . <eos>,The girls that the daughter liked established themselves .
17,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,established,themselves,The daughters that the girl liked established themselves . <eos>,The daughters that the girl liked established themselves .
18,simple,local,c-command,1,a,male,none,none,boys,sons,devoted,themselves,The boys that the sons liked devoted themselves . <eos>,The boys that the sons liked devoted themselves .
18,simple,local,c-command,1,b,male,none,none,sons,boys,devoted,themselves,The sons that the boys liked devoted themselves . <eos>,The sons that the boys liked devoted themselves .
18,simple,local,c-command,1,a,female,none,none,girls,daughters,devoted,themselves,The girls that the daughters liked devoted themselves . <eos>,The girls that the daughters liked devoted themselves .
18,simple,local,c-command,1,b,female,none,none,daughters,girls,devoted,themselves,The daughters that the girls liked devoted themselves . <eos>,The daughters that the girls liked devoted themselves .
18,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,devoted,themselves,The boy that the sons liked devoted themselves . <eos>,The boy that the sons liked devoted themselves .
18,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,devoted,themselves,The son that the boys liked devoted themselves . <eos>,The son that the boys liked devoted themselves .
18,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,devoted,themselves,The girl that the daughters liked devoted themselves . <eos>,The girl that the daughters liked devoted themselves .
18,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,devoted,themselves,The daughter that the girls liked devoted themselves . <eos>,The daughter that the girls liked devoted themselves .
18,simple,local,c-command,1,a,male,rc_subj,number,boys,son,devoted,themselves,The boys that the son liked devoted themselves . <eos>,The boys that the son liked devoted themselves .
18,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,devoted,themselves,The sons that the boy liked devoted themselves . <eos>,The sons that the boy liked devoted themselves .
18,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,devoted,themselves,The girls that the daughter liked devoted themselves . <eos>,The girls that the daughter liked devoted themselves .
18,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,devoted,themselves,The daughters that the girl liked devoted themselves . <eos>,The daughters that the girl liked devoted themselves .
19,simple,local,c-command,1,a,male,none,none,boys,sons,considered,themselves,The boys that the sons liked considered themselves . <eos>,The boys that the sons liked considered themselves .
19,simple,local,c-command,1,b,male,none,none,sons,boys,considered,themselves,The sons that the boys liked considered themselves . <eos>,The sons that the boys liked considered themselves .
19,simple,local,c-command,1,a,female,none,none,girls,daughters,considered,themselves,The girls that the daughters liked considered themselves . <eos>,The girls that the daughters liked considered themselves .
19,simple,local,c-command,1,b,female,none,none,daughters,girls,considered,themselves,The daughters that the girls liked considered themselves . <eos>,The daughters that the girls liked considered themselves .
19,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,considered,themselves,The boy that the sons liked considered themselves . <eos>,The boy that the sons liked considered themselves .
19,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,considered,themselves,The son that the boys liked considered themselves . <eos>,The son that the boys liked considered themselves .
19,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,considered,themselves,The girl that the daughters liked considered themselves . <eos>,The girl that the daughters liked considered themselves .
19,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,considered,themselves,The daughter that the girls liked considered themselves . <eos>,The daughter that the girls liked considered themselves .
19,simple,local,c-command,1,a,male,rc_subj,number,boys,son,considered,themselves,The boys that the son liked considered themselves . <eos>,The boys that the son liked considered themselves .
19,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,considered,themselves,The sons that the boy liked considered themselves . <eos>,The sons that the boy liked considered themselves .
19,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,considered,themselves,The girls that the daughter liked considered themselves . <eos>,The girls that the daughter liked considered themselves .
19,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,considered,themselves,The daughters that the girl liked considered themselves . <eos>,The daughters that the girl liked considered themselves .
20,simple,local,c-command,1,a,male,none,none,boys,sons,identified,themselves,The boys that the sons liked identified themselves . <eos>,The boys that the sons liked identified themselves .
20,simple,local,c-command,1,b,male,none,none,sons,boys,identified,themselves,The sons that the boys liked identified themselves . <eos>,The sons that the boys liked identified themselves .
20,simple,local,c-command,1,a,female,none,none,girls,daughters,identified,themselves,The girls that the daughters liked identified themselves . <eos>,The girls that the daughters liked identified themselves .
20,simple,local,c-command,1,b,female,none,none,daughters,girls,identified,themselves,The daughters that the girls liked identified themselves . <eos>,The daughters that the girls liked identified themselves .
20,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,identified,themselves,The boy that the sons liked identified themselves . <eos>,The boy that the sons liked identified themselves .
20,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,identified,themselves,The son that the boys liked identified themselves . <eos>,The son that the boys liked identified themselves .
20,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,identified,themselves,The girl that the daughters liked identified themselves . <eos>,The girl that the daughters liked identified themselves .
20,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,identified,themselves,The daughter that the girls liked identified themselves . <eos>,The daughter that the girls liked identified themselves .
20,simple,local,c-command,1,a,male,rc_subj,number,boys,son,identified,themselves,The boys that the son liked identified themselves . <eos>,The boys that the son liked identified themselves .
20,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,identified,themselves,The sons that the boy liked identified themselves . <eos>,The sons that the boy liked identified themselves .
20,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,identified,themselves,The girls that the daughter liked identified themselves . <eos>,The girls that the daughter liked identified themselves .
20,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,identified,themselves,The daughters that the girl liked identified themselves . <eos>,The daughters that the girl liked identified themselves .
21,simple,local,c-command,1,a,male,none,none,boys,sons,made,themselves,The boys that the sons liked made themselves . <eos>,The boys that the sons liked made themselves .
21,simple,local,c-command,1,b,male,none,none,sons,boys,made,themselves,The sons that the boys liked made themselves . <eos>,The sons that the boys liked made themselves .
21,simple,local,c-command,1,a,female,none,none,girls,daughters,made,themselves,The girls that the daughters liked made themselves . <eos>,The girls that the daughters liked made themselves .
21,simple,local,c-command,1,b,female,none,none,daughters,girls,made,themselves,The daughters that the girls liked made themselves . <eos>,The daughters that the girls liked made themselves .
21,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,made,themselves,The boy that the sons liked made themselves . <eos>,The boy that the sons liked made themselves .
21,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,made,themselves,The son that the boys liked made themselves . <eos>,The son that the boys liked made themselves .
21,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,made,themselves,The girl that the daughters liked made themselves . <eos>,The girl that the daughters liked made themselves .
21,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,made,themselves,The daughter that the girls liked made themselves . <eos>,The daughter that the girls liked made themselves .
21,simple,local,c-command,1,a,male,rc_subj,number,boys,son,made,themselves,The boys that the son liked made themselves . <eos>,The boys that the son liked made themselves .
21,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,made,themselves,The sons that the boy liked made themselves . <eos>,The sons that the boy liked made themselves .
21,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,made,themselves,The girls that the daughter liked made themselves . <eos>,The girls that the daughter liked made themselves .
21,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,made,themselves,The daughters that the girl liked made themselves . <eos>,The daughters that the girl liked made themselves .
22,simple,local,c-command,1,a,male,none,none,boys,sons,found,themselves,The boys that the sons liked found themselves . <eos>,The boys that the sons liked found themselves .
22,simple,local,c-command,1,b,male,none,none,sons,boys,found,themselves,The sons that the boys liked found themselves . <eos>,The sons that the boys liked found themselves .
22,simple,local,c-command,1,a,female,none,none,girls,daughters,found,themselves,The girls that the daughters liked found themselves . <eos>,The girls that the daughters liked found themselves .
22,simple,local,c-command,1,b,female,none,none,daughters,girls,found,themselves,The daughters that the girls liked found themselves . <eos>,The daughters that the girls liked found themselves .
22,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,found,themselves,The boy that the sons liked found themselves . <eos>,The boy that the sons liked found themselves .
22,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,found,themselves,The son that the boys liked found themselves . <eos>,The son that the boys liked found themselves .
22,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,found,themselves,The girl that the daughters liked found themselves . <eos>,The girl that the daughters liked found themselves .
22,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,found,themselves,The daughter that the girls liked found themselves . <eos>,The daughter that the girls liked found themselves .
22,simple,local,c-command,1,a,male,rc_subj,number,boys,son,found,themselves,The boys that the son liked found themselves . <eos>,The boys that the son liked found themselves .
22,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,found,themselves,The sons that the boy liked found themselves . <eos>,The sons that the boy liked found themselves .
22,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,found,themselves,The girls that the daughter liked found themselves . <eos>,The girls that the daughter liked found themselves .
22,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,found,themselves,The daughters that the girl liked found themselves . <eos>,The daughters that the girl liked found themselves .
23,simple,local,c-command,1,a,male,none,none,boys,sons,distinguished,themselves,The boys that the sons liked distinguished themselves . <eos>,The boys that the sons liked distinguished themselves .
23,simple,local,c-command,1,b,male,none,none,sons,boys,distinguished,themselves,The sons that the boys liked distinguished themselves . <eos>,The sons that the boys liked distinguished themselves .
23,simple,local,c-command,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls that the daughters liked distinguished themselves . <eos>,The girls that the daughters liked distinguished themselves .
23,simple,local,c-command,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters that the girls liked distinguished themselves . <eos>,The daughters that the girls liked distinguished themselves .
23,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,distinguished,themselves,The boy that the sons liked distinguished themselves . <eos>,The boy that the sons liked distinguished themselves .
23,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,distinguished,themselves,The son that the boys liked distinguished themselves . <eos>,The son that the boys liked distinguished themselves .
23,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,distinguished,themselves,The girl that the daughters liked distinguished themselves . <eos>,The girl that the daughters liked distinguished themselves .
23,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,distinguished,themselves,The daughter that the girls liked distinguished themselves . <eos>,The daughter that the girls liked distinguished themselves .
23,simple,local,c-command,1,a,male,rc_subj,number,boys,son,distinguished,themselves,The boys that the son liked distinguished themselves . <eos>,The boys that the son liked distinguished themselves .
23,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,distinguished,themselves,The sons that the boy liked distinguished themselves . <eos>,The sons that the boy liked distinguished themselves .
23,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,distinguished,themselves,The girls that the daughter liked distinguished themselves . <eos>,The girls that the daughter liked distinguished themselves .
23,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,distinguished,themselves,The daughters that the girl liked distinguished themselves . <eos>,The daughters that the girl liked distinguished themselves .
24,simple,local,c-command,1,a,male,none,none,boys,sons,taught,themselves,The boys that the sons liked taught themselves . <eos>,The boys that the sons liked taught themselves .
24,simple,local,c-command,1,b,male,none,none,sons,boys,taught,themselves,The sons that the boys liked taught themselves . <eos>,The sons that the boys liked taught themselves .
24,simple,local,c-command,1,a,female,none,none,girls,daughters,taught,themselves,The girls that the daughters liked taught themselves . <eos>,The girls that the daughters liked taught themselves .
24,simple,local,c-command,1,b,female,none,none,daughters,girls,taught,themselves,The daughters that the girls liked taught themselves . <eos>,The daughters that the girls liked taught themselves .
24,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,taught,themselves,The boy that the sons liked taught themselves . <eos>,The boy that the sons liked taught themselves .
24,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,taught,themselves,The son that the boys liked taught themselves . <eos>,The son that the boys liked taught themselves .
24,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,taught,themselves,The girl that the daughters liked taught themselves . <eos>,The girl that the daughters liked taught themselves .
24,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,taught,themselves,The daughter that the girls liked taught themselves . <eos>,The daughter that the girls liked taught themselves .
24,simple,local,c-command,1,a,male,rc_subj,number,boys,son,taught,themselves,The boys that the son liked taught themselves . <eos>,The boys that the son liked taught themselves .
24,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,taught,themselves,The sons that the boy liked taught themselves . <eos>,The sons that the boy liked taught themselves .
24,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,taught,themselves,The girls that the daughter liked taught themselves . <eos>,The girls that the daughter liked taught themselves .
24,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,taught,themselves,The daughters that the girl liked taught themselves . <eos>,The daughters that the girl liked taught themselves .
25,simple,local,c-command,1,a,male,none,none,boys,sons,killed,themselves,The boys that the sons liked killed themselves . <eos>,The boys that the sons liked killed themselves .
25,simple,local,c-command,1,b,male,none,none,sons,boys,killed,themselves,The sons that the boys liked killed themselves . <eos>,The sons that the boys liked killed themselves .
25,simple,local,c-command,1,a,female,none,none,girls,daughters,killed,themselves,The girls that the daughters liked killed themselves . <eos>,The girls that the daughters liked killed themselves .
25,simple,local,c-command,1,b,female,none,none,daughters,girls,killed,themselves,The daughters that the girls liked killed themselves . <eos>,The daughters that the girls liked killed themselves .
25,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,killed,themselves,The boy that the sons liked killed themselves . <eos>,The boy that the sons liked killed themselves .
25,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,killed,themselves,The son that the boys liked killed themselves . <eos>,The son that the boys liked killed themselves .
25,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,killed,themselves,The girl that the daughters liked killed themselves . <eos>,The girl that the daughters liked killed themselves .
25,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,killed,themselves,The daughter that the girls liked killed themselves . <eos>,The daughter that the girls liked killed themselves .
25,simple,local,c-command,1,a,male,rc_subj,number,boys,son,killed,themselves,The boys that the son liked killed themselves . <eos>,The boys that the son liked killed themselves .
25,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,killed,themselves,The sons that the boy liked killed themselves . <eos>,The sons that the boy liked killed themselves .
25,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,killed,themselves,The girls that the daughter liked killed themselves . <eos>,The girls that the daughter liked killed themselves .
25,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,killed,themselves,The daughters that the girl liked killed themselves . <eos>,The daughters that the girl liked killed themselves .
26,simple,local,c-command,1,a,male,none,none,boys,sons,called,themselves,The boys that the sons liked called themselves . <eos>,The boys that the sons liked called themselves .
26,simple,local,c-command,1,b,male,none,none,sons,boys,called,themselves,The sons that the boys liked called themselves . <eos>,The sons that the boys liked called themselves .
26,simple,local,c-command,1,a,female,none,none,girls,daughters,called,themselves,The girls that the daughters liked called themselves . <eos>,The girls that the daughters liked called themselves .
26,simple,local,c-command,1,b,female,none,none,daughters,girls,called,themselves,The daughters that the girls liked called themselves . <eos>,The daughters that the girls liked called themselves .
26,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,called,themselves,The boy that the sons liked called themselves . <eos>,The boy that the sons liked called themselves .
26,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,called,themselves,The son that the boys liked called themselves . <eos>,The son that the boys liked called themselves .
26,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,called,themselves,The girl that the daughters liked called themselves . <eos>,The girl that the daughters liked called themselves .
26,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,called,themselves,The daughter that the girls liked called themselves . <eos>,The daughter that the girls liked called themselves .
26,simple,local,c-command,1,a,male,rc_subj,number,boys,son,called,themselves,The boys that the son liked called themselves . <eos>,The boys that the son liked called themselves .
26,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,called,themselves,The sons that the boy liked called themselves . <eos>,The sons that the boy liked called themselves .
26,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,called,themselves,The girls that the daughter liked called themselves . <eos>,The girls that the daughter liked called themselves .
26,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,called,themselves,The daughters that the girl liked called themselves . <eos>,The daughters that the girl liked called themselves .
27,simple,local,c-command,1,a,male,none,none,boys,sons,dedicated,themselves,The boys that the sons liked dedicated themselves . <eos>,The boys that the sons liked dedicated themselves .
27,simple,local,c-command,1,b,male,none,none,sons,boys,dedicated,themselves,The sons that the boys liked dedicated themselves . <eos>,The sons that the boys liked dedicated themselves .
27,simple,local,c-command,1,a,female,none,none,girls,daughters,dedicated,themselves,The girls that the daughters liked dedicated themselves . <eos>,The girls that the daughters liked dedicated themselves .
27,simple,local,c-command,1,b,female,none,none,daughters,girls,dedicated,themselves,The daughters that the girls liked dedicated themselves . <eos>,The daughters that the girls liked dedicated themselves .
27,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,dedicated,themselves,The boy that the sons liked dedicated themselves . <eos>,The boy that the sons liked dedicated themselves .
27,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,dedicated,themselves,The son that the boys liked dedicated themselves . <eos>,The son that the boys liked dedicated themselves .
27,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,dedicated,themselves,The girl that the daughters liked dedicated themselves . <eos>,The girl that the daughters liked dedicated themselves .
27,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,dedicated,themselves,The daughter that the girls liked dedicated themselves . <eos>,The daughter that the girls liked dedicated themselves .
27,simple,local,c-command,1,a,male,rc_subj,number,boys,son,dedicated,themselves,The boys that the son liked dedicated themselves . <eos>,The boys that the son liked dedicated themselves .
27,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,dedicated,themselves,The sons that the boy liked dedicated themselves . <eos>,The sons that the boy liked dedicated themselves .
27,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,dedicated,themselves,The girls that the daughter liked dedicated themselves . <eos>,The girls that the daughter liked dedicated themselves .
27,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,dedicated,themselves,The daughters that the girl liked dedicated themselves . <eos>,The daughters that the girl liked dedicated themselves .
28,simple,local,c-command,1,a,male,none,none,boys,sons,declared,themselves,The boys that the sons liked declared themselves . <eos>,The boys that the sons liked declared themselves .
28,simple,local,c-command,1,b,male,none,none,sons,boys,declared,themselves,The sons that the boys liked declared themselves . <eos>,The sons that the boys liked declared themselves .
28,simple,local,c-command,1,a,female,none,none,girls,daughters,declared,themselves,The girls that the daughters liked declared themselves . <eos>,The girls that the daughters liked declared themselves .
28,simple,local,c-command,1,b,female,none,none,daughters,girls,declared,themselves,The daughters that the girls liked declared themselves . <eos>,The daughters that the girls liked declared themselves .
28,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,declared,themselves,The boy that the sons liked declared themselves . <eos>,The boy that the sons liked declared themselves .
28,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,declared,themselves,The son that the boys liked declared themselves . <eos>,The son that the boys liked declared themselves .
28,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,declared,themselves,The girl that the daughters liked declared themselves . <eos>,The girl that the daughters liked declared themselves .
28,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,declared,themselves,The daughter that the girls liked declared themselves . <eos>,The daughter that the girls liked declared themselves .
28,simple,local,c-command,1,a,male,rc_subj,number,boys,son,declared,themselves,The boys that the son liked declared themselves . <eos>,The boys that the son liked declared themselves .
28,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,declared,themselves,The sons that the boy liked declared themselves . <eos>,The sons that the boy liked declared themselves .
28,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,declared,themselves,The girls that the daughter liked declared themselves . <eos>,The girls that the daughter liked declared themselves .
28,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,declared,themselves,The daughters that the girl liked declared themselves . <eos>,The daughters that the girl liked declared themselves .
29,simple,local,c-command,1,a,male,none,none,boys,sons,proved,themselves,The boys that the sons liked proved themselves . <eos>,The boys that the sons liked proved themselves .
29,simple,local,c-command,1,b,male,none,none,sons,boys,proved,themselves,The sons that the boys liked proved themselves . <eos>,The sons that the boys liked proved themselves .
29,simple,local,c-command,1,a,female,none,none,girls,daughters,proved,themselves,The girls that the daughters liked proved themselves . <eos>,The girls that the daughters liked proved themselves .
29,simple,local,c-command,1,b,female,none,none,daughters,girls,proved,themselves,The daughters that the girls liked proved themselves . <eos>,The daughters that the girls liked proved themselves .
29,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,proved,themselves,The boy that the sons liked proved themselves . <eos>,The boy that the sons liked proved themselves .
29,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,proved,themselves,The son that the boys liked proved themselves . <eos>,The son that the boys liked proved themselves .
29,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,proved,themselves,The girl that the daughters liked proved themselves . <eos>,The girl that the daughters liked proved themselves .
29,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,proved,themselves,The daughter that the girls liked proved themselves . <eos>,The daughter that the girls liked proved themselves .
29,simple,local,c-command,1,a,male,rc_subj,number,boys,son,proved,themselves,The boys that the son liked proved themselves . <eos>,The boys that the son liked proved themselves .
29,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,proved,themselves,The sons that the boy liked proved themselves . <eos>,The sons that the boy liked proved themselves .
29,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,proved,themselves,The girls that the daughter liked proved themselves . <eos>,The girls that the daughter liked proved themselves .
29,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,proved,themselves,The daughters that the girl liked proved themselves . <eos>,The daughters that the girl liked proved themselves .
30,simple,local,c-command,1,a,male,none,none,boys,sons,shot,themselves,The boys that the sons liked shot themselves . <eos>,The boys that the sons liked shot themselves .
30,simple,local,c-command,1,b,male,none,none,sons,boys,shot,themselves,The sons that the boys liked shot themselves . <eos>,The sons that the boys liked shot themselves .
30,simple,local,c-command,1,a,female,none,none,girls,daughters,shot,themselves,The girls that the daughters liked shot themselves . <eos>,The girls that the daughters liked shot themselves .
30,simple,local,c-command,1,b,female,none,none,daughters,girls,shot,themselves,The daughters that the girls liked shot themselves . <eos>,The daughters that the girls liked shot themselves .
30,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,shot,themselves,The boy that the sons liked shot themselves . <eos>,The boy that the sons liked shot themselves .
30,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,shot,themselves,The son that the boys liked shot themselves . <eos>,The son that the boys liked shot themselves .
30,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,shot,themselves,The girl that the daughters liked shot themselves . <eos>,The girl that the daughters liked shot themselves .
30,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,shot,themselves,The daughter that the girls liked shot themselves . <eos>,The daughter that the girls liked shot themselves .
30,simple,local,c-command,1,a,male,rc_subj,number,boys,son,shot,themselves,The boys that the son liked shot themselves . <eos>,The boys that the son liked shot themselves .
30,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,shot,themselves,The sons that the boy liked shot themselves . <eos>,The sons that the boy liked shot themselves .
30,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,shot,themselves,The girls that the daughter liked shot themselves . <eos>,The girls that the daughter liked shot themselves .
30,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,shot,themselves,The daughters that the girl liked shot themselves . <eos>,The daughters that the girl liked shot themselves .
31,simple,local,c-command,1,a,male,none,none,boys,men,saw,themselves,The boys that the men liked saw themselves . <eos>,The boys that the men liked saw themselves .
31,simple,local,c-command,1,b,male,none,none,men,boys,saw,themselves,The men that the boys liked saw themselves . <eos>,The men that the boys liked saw themselves .
31,simple,local,c-command,1,a,female,none,none,girls,women,saw,themselves,The girls that the women liked saw themselves . <eos>,The girls that the women liked saw themselves .
31,simple,local,c-command,1,b,female,none,none,women,girls,saw,themselves,The women that the girls liked saw themselves . <eos>,The women that the girls liked saw themselves .
31,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,saw,themselves,The boy that the men liked saw themselves . <eos>,The boy that the men liked saw themselves .
31,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,saw,themselves,The man that the boys liked saw themselves . <eos>,The man that the boys liked saw themselves .
31,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,saw,themselves,The girl that the women liked saw themselves . <eos>,The girl that the women liked saw themselves .
31,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,saw,themselves,The woman that the girls liked saw themselves . <eos>,The woman that the girls liked saw themselves .
31,simple,local,c-command,1,a,male,rc_subj,number,boys,man,saw,themselves,The boys that the man liked saw themselves . <eos>,The boys that the man liked saw themselves .
