,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
187,16,simple,local,no-c-command,0,b,female,head,number,daughter,girls,saw,themselves,The daughter near the girls saw themselves . <eos>,The daughter near the girls saw themselves .,the daughter near the girls saw ***mask*** .,12.605258905374255
188,16,simple,local,c-command,1,a,male,distractor,number,boys,son,saw,themselves,The boys near the son saw themselves . <eos>,The boys near the son saw themselves .,the boys near the son saw ***mask*** .,11.006067994322654
189,16,simple,local,c-command,1,b,male,distractor,number,sons,boy,saw,themselves,The sons near the boy saw themselves . <eos>,The sons near the boy saw themselves .,the sons near the boy saw ***mask*** .,11.034874958488942
190,16,simple,local,c-command,1,a,female,distractor,number,girls,daughter,saw,themselves,The girls near the daughter saw themselves . <eos>,The girls near the daughter saw themselves .,the girls near the daughter saw ***mask*** .,10.895127909578123
191,16,simple,local,c-command,1,b,female,distractor,number,daughters,girl,saw,themselves,The daughters near the girl saw themselves . <eos>,The daughters near the girl saw themselves .,the daughters near the girl saw ***mask*** .,11.100400876682743
192,17,simple,local,c-command,1,a,male,none,none,boys,sons,established,themselves,The boys near the sons established themselves . <eos>,The boys near the sons established themselves .,the boys near the sons established ***mask*** .,1.3033008015987346
193,17,simple,local,c-command,1,b,male,none,none,sons,boys,established,themselves,The sons near the boys established themselves . <eos>,The sons near the boys established themselves .,the sons near the boys established ***mask*** .,1.5189172563503535
194,17,simple,local,c-command,1,a,female,none,none,girls,daughters,established,themselves,The girls near the daughters established themselves . <eos>,The girls near the daughters established themselves .,the girls near the daughters established ***mask*** .,0.8542492606800494
195,17,simple,local,c-command,1,b,female,none,none,daughters,girls,established,themselves,The daughters near the girls established themselves . <eos>,The daughters near the girls established themselves .,the daughters near the girls established ***mask*** .,1.4248663484204651
196,17,simple,local,no-c-command,0,a,male,head,number,boy,sons,established,themselves,The boy near the sons established themselves . <eos>,The boy near the sons established themselves .,the boy near the sons established ***mask*** .,1.7947927604674851
197,17,simple,local,no-c-command,0,b,male,head,number,son,boys,established,themselves,The son near the boys established themselves . <eos>,The son near the boys established themselves .,the son near the boys established ***mask*** .,3.037413897255525
198,17,simple,local,no-c-command,0,a,female,head,number,girl,daughters,established,themselves,The girl near the daughters established themselves . <eos>,The girl near the daughters established themselves .,the girl near the daughters established ***mask*** .,1.765018013849396
199,17,simple,local,no-c-command,0,b,female,head,number,daughter,girls,established,themselves,The daughter near the girls established themselves . <eos>,The daughter near the girls established themselves .,the daughter near the girls established ***mask*** .,2.4332668891259903
200,17,simple,local,c-command,1,a,male,distractor,number,boys,son,established,themselves,The boys near the son established themselves . <eos>,The boys near the son established themselves .,the boys near the son established ***mask*** .,1.2600199154069691
201,17,simple,local,c-command,1,b,male,distractor,number,sons,boy,established,themselves,The sons near the boy established themselves . <eos>,The sons near the boy established themselves .,the sons near the boy established ***mask*** .,0.935422831126719
202,17,simple,local,c-command,1,a,female,distractor,number,girls,daughter,established,themselves,The girls near the daughter established themselves . <eos>,The girls near the daughter established themselves .,the girls near the daughter established ***mask*** .,0.5900673676151124
203,17,simple,local,c-command,1,b,female,distractor,number,daughters,girl,established,themselves,The daughters near the girl established themselves . <eos>,The daughters near the girl established themselves .,the daughters near the girl established ***mask*** .,0.9169182333984887
204,18,simple,local,c-command,1,a,male,none,none,boys,sons,devoted,themselves,The boys near the sons devoted themselves . <eos>,The boys near the sons devoted themselves .,the boys near the sons devoted ***mask*** .,0.2628887438821525
205,18,simple,local,c-command,1,b,male,none,none,sons,boys,devoted,themselves,The sons near the boys devoted themselves . <eos>,The sons near the boys devoted themselves .,the sons near the boys devoted ***mask*** .,0.12625185712909615
206,18,simple,local,c-command,1,a,female,none,none,girls,daughters,devoted,themselves,The girls near the daughters devoted themselves . <eos>,The girls near the daughters devoted themselves .,the girls near the daughters devoted ***mask*** .,0.29990291198235164
207,18,simple,local,c-command,1,b,female,none,none,daughters,girls,devoted,themselves,The daughters near the girls devoted themselves . <eos>,The daughters near the girls devoted themselves .,the daughters near the girls devoted ***mask*** .,0.11539774929206574
208,18,simple,local,no-c-command,0,a,male,head,number,boy,sons,devoted,themselves,The boy near the sons devoted themselves . <eos>,The boy near the sons devoted themselves .,the boy near the sons devoted ***mask*** .,4.251264280134975
209,18,simple,local,no-c-command,0,b,male,head,number,son,boys,devoted,themselves,The son near the boys devoted themselves . <eos>,The son near the boys devoted themselves .,the son near the boys devoted ***mask*** .,1.8552739283189716
210,18,simple,local,no-c-command,0,a,female,head,number,girl,daughters,devoted,themselves,The girl near the daughters devoted themselves . <eos>,The girl near the daughters devoted themselves .,the girl near the daughters devoted ***mask*** .,5.305170189036834
211,18,simple,local,no-c-command,0,b,female,head,number,daughter,girls,devoted,themselves,The daughter near the girls devoted themselves . <eos>,The daughter near the girls devoted themselves .,the daughter near the girls devoted ***mask*** .,3.0454936659459504
212,18,simple,local,c-command,1,a,male,distractor,number,boys,son,devoted,themselves,The boys near the son devoted themselves . <eos>,The boys near the son devoted themselves .,the boys near the son devoted ***mask*** .,0.8558267641265728
213,18,simple,local,c-command,1,b,male,distractor,number,sons,boy,devoted,themselves,The sons near the boy devoted themselves . <eos>,The sons near the boy devoted themselves .,the sons near the boy devoted ***mask*** .,0.2941867682537975
214,18,simple,local,c-command,1,a,female,distractor,number,girls,daughter,devoted,themselves,The girls near the daughter devoted themselves . <eos>,The girls near the daughter devoted themselves .,the girls near the daughter devoted ***mask*** .,1.0950318455477224
215,18,simple,local,c-command,1,b,female,distractor,number,daughters,girl,devoted,themselves,The daughters near the girl devoted themselves . <eos>,The daughters near the girl devoted themselves .,the daughters near the girl devoted ***mask*** .,0.3089431973183768
216,19,simple,local,c-command,1,a,male,none,none,boys,sons,considered,themselves,The boys near the sons considered themselves . <eos>,The boys near the sons considered themselves .,the boys near the sons considered ***mask*** .,8.471781994041054
217,19,simple,local,c-command,1,b,male,none,none,sons,boys,considered,themselves,The sons near the boys considered themselves . <eos>,The sons near the boys considered themselves .,the sons near the boys considered ***mask*** .,8.388217136980916
218,19,simple,local,c-command,1,a,female,none,none,girls,daughters,considered,themselves,The girls near the daughters considered themselves . <eos>,The girls near the daughters considered themselves .,the girls near the daughters considered ***mask*** .,8.636147041971613
219,19,simple,local,c-command,1,b,female,none,none,daughters,girls,considered,themselves,The daughters near the girls considered themselves . <eos>,The daughters near the girls considered themselves .,the daughters near the girls considered ***mask*** .,8.337355852065462
220,19,simple,local,no-c-command,0,a,male,head,number,boy,sons,considered,themselves,The boy near the sons considered themselves . <eos>,The boy near the sons considered themselves .,the boy near the sons considered ***mask*** .,12.849960529922937
221,19,simple,local,no-c-command,0,b,male,head,number,son,boys,considered,themselves,The son near the boys considered themselves . <eos>,The son near the boys considered themselves .,the son near the boys considered ***mask*** .,11.743526954344722
222,19,simple,local,no-c-command,0,a,female,head,number,girl,daughters,considered,themselves,The girl near the daughters considered themselves . <eos>,The girl near the daughters considered themselves .,the girl near the daughters considered ***mask*** .,11.73612894056802
223,19,simple,local,no-c-command,0,b,female,head,number,daughter,girls,considered,themselves,The daughter near the girls considered themselves . <eos>,The daughter near the girls considered themselves .,the daughter near the girls considered ***mask*** .,11.85385631979498
224,19,simple,local,c-command,1,a,male,distractor,number,boys,son,considered,themselves,The boys near the son considered themselves . <eos>,The boys near the son considered themselves .,the boys near the son considered ***mask*** .,10.278028453052931
225,19,simple,local,c-command,1,b,male,distractor,number,sons,boy,considered,themselves,The sons near the boy considered themselves . <eos>,The sons near the boy considered themselves .,the sons near the boy considered ***mask*** .,9.681648483241393
226,19,simple,local,c-command,1,a,female,distractor,number,girls,daughter,considered,themselves,The girls near the daughter considered themselves . <eos>,The girls near the daughter considered themselves .,the girls near the daughter considered ***mask*** .,9.817224680437374
227,19,simple,local,c-command,1,b,female,distractor,number,daughters,girl,considered,themselves,The daughters near the girl considered themselves . <eos>,The daughters near the girl considered themselves .,the daughters near the girl considered ***mask*** .,8.60393514735366
228,20,simple,local,c-command,1,a,male,none,none,boys,sons,identified,themselves,The boys near the sons identified themselves . <eos>,The boys near the sons identified themselves .,the boys near the sons identified ***mask*** .,2.0163422493394054
229,20,simple,local,c-command,1,b,male,none,none,sons,boys,identified,themselves,The sons near the boys identified themselves . <eos>,The sons near the boys identified themselves .,the sons near the boys identified ***mask*** .,1.4829556622827453
230,20,simple,local,c-command,1,a,female,none,none,girls,daughters,identified,themselves,The girls near the daughters identified themselves . <eos>,The girls near the daughters identified themselves .,the girls near the daughters identified ***mask*** .,1.0908864420387143
231,20,simple,local,c-command,1,b,female,none,none,daughters,girls,identified,themselves,The daughters near the girls identified themselves . <eos>,The daughters near the girls identified themselves .,the daughters near the girls identified ***mask*** .,0.9514061999600268
232,20,simple,local,no-c-command,0,a,male,head,number,boy,sons,identified,themselves,The boy near the sons identified themselves . <eos>,The boy near the sons identified themselves .,the boy near the sons identified ***mask*** .,4.543085650485595
233,20,simple,local,no-c-command,0,b,male,head,number,son,boys,identified,themselves,The son near the boys identified themselves . <eos>,The son near the boys identified themselves .,the son near the boys identified ***mask*** .,3.5246444392779956
234,20,simple,local,no-c-command,0,a,female,head,number,girl,daughters,identified,themselves,The girl near the daughters identified themselves . <eos>,The girl near the daughters identified themselves .,the girl near the daughters identified ***mask*** .,4.425608927025068
235,20,simple,local,no-c-command,0,b,female,head,number,daughter,girls,identified,themselves,The daughter near the girls identified themselves . <eos>,The daughter near the girls identified themselves .,the daughter near the girls identified ***mask*** .,4.002314247899275
236,20,simple,local,c-command,1,a,male,distractor,number,boys,son,identified,themselves,The boys near the son identified themselves . <eos>,The boys near the son identified themselves .,the boys near the son identified ***mask*** .,1.997448658896264
237,20,simple,local,c-command,1,b,male,distractor,number,sons,boy,identified,themselves,The sons near the boy identified themselves . <eos>,The sons near the boy identified themselves .,the sons near the boy identified ***mask*** .,1.587727103282928
238,20,simple,local,c-command,1,a,female,distractor,number,girls,daughter,identified,themselves,The girls near the daughter identified themselves . <eos>,The girls near the daughter identified themselves .,the girls near the daughter identified ***mask*** .,1.2716979891096705
239,20,simple,local,c-command,1,b,female,distractor,number,daughters,girl,identified,themselves,The daughters near the girl identified themselves . <eos>,The daughters near the girl identified themselves .,the daughters near the girl identified ***mask*** .,0.974665918321372
240,21,simple,local,c-command,1,a,male,none,none,boys,sons,made,themselves,The boys near the sons made themselves . <eos>,The boys near the sons made themselves .,the boys near the sons made ***mask*** .,11.833129890784672
241,21,simple,local,c-command,1,b,male,none,none,sons,boys,made,themselves,The sons near the boys made themselves . <eos>,The sons near the boys made themselves .,the sons near the boys made ***mask*** .,11.75683633325259
242,21,simple,local,c-command,1,a,female,none,none,girls,daughters,made,themselves,The girls near the daughters made themselves . <eos>,The girls near the daughters made themselves .,the girls near the daughters made ***mask*** .,11.016425830831164
243,21,simple,local,c-command,1,b,female,none,none,daughters,girls,made,themselves,The daughters near the girls made themselves . <eos>,The daughters near the girls made themselves .,the daughters near the girls made ***mask*** .,11.323955237548983
244,21,simple,local,no-c-command,0,a,male,head,number,boy,sons,made,themselves,The boy near the sons made themselves . <eos>,The boy near the sons made themselves .,the boy near the sons made ***mask*** .,12.82222022620736
245,21,simple,local,no-c-command,0,b,male,head,number,son,boys,made,themselves,The son near the boys made themselves . <eos>,The son near the boys made themselves .,the son near the boys made ***mask*** .,12.827753954299048
246,21,simple,local,no-c-command,0,a,female,head,number,girl,daughters,made,themselves,The girl near the daughters made themselves . <eos>,The girl near the daughters made themselves .,the girl near the daughters made ***mask*** .,12.789949708486443
247,21,simple,local,no-c-command,0,b,female,head,number,daughter,girls,made,themselves,The daughter near the girls made themselves . <eos>,The daughter near the girls made themselves .,the daughter near the girls made ***mask*** .,12.83999797194809
248,21,simple,local,c-command,1,a,male,distractor,number,boys,son,made,themselves,The boys near the son made themselves . <eos>,The boys near the son made themselves .,the boys near the son made ***mask*** .,12.106361658283237
249,21,simple,local,c-command,1,b,male,distractor,number,sons,boy,made,themselves,The sons near the boy made themselves . <eos>,The sons near the boy made themselves .,the sons near the boy made ***mask*** .,12.175004368052806
250,21,simple,local,c-command,1,a,female,distractor,number,girls,daughter,made,themselves,The girls near the daughter made themselves . <eos>,The girls near the daughter made themselves .,the girls near the daughter made ***mask*** .,11.586217660001529
251,21,simple,local,c-command,1,b,female,distractor,number,daughters,girl,made,themselves,The daughters near the girl made themselves . <eos>,The daughters near the girl made themselves .,the daughters near the girl made ***mask*** .,11.603369481869525
252,22,simple,local,c-command,1,a,male,none,none,boys,sons,found,themselves,The boys near the sons found themselves . <eos>,The boys near the sons found themselves .,the boys near the sons found ***mask*** .,5.232231068387487
253,22,simple,local,c-command,1,b,male,none,none,sons,boys,found,themselves,The sons near the boys found themselves . <eos>,The sons near the boys found themselves .,the sons near the boys found ***mask*** .,6.086457431748345
254,22,simple,local,c-command,1,a,female,none,none,girls,daughters,found,themselves,The girls near the daughters found themselves . <eos>,The girls near the daughters found themselves .,the girls near the daughters found ***mask*** .,4.786458909155432
255,22,simple,local,c-command,1,b,female,none,none,daughters,girls,found,themselves,The daughters near the girls found themselves . <eos>,The daughters near the girls found themselves .,the daughters near the girls found ***mask*** .,5.727982673316005
256,22,simple,local,no-c-command,0,a,male,head,number,boy,sons,found,themselves,The boy near the sons found themselves . <eos>,The boy near the sons found themselves .,the boy near the sons found ***mask*** .,9.401213477351577
257,22,simple,local,no-c-command,0,b,male,head,number,son,boys,found,themselves,The son near the boys found themselves . <eos>,The son near the boys found themselves .,the son near the boys found ***mask*** .,8.64106206166211
258,22,simple,local,no-c-command,0,a,female,head,number,girl,daughters,found,themselves,The girl near the daughters found themselves . <eos>,The girl near the daughters found themselves .,the girl near the daughters found ***mask*** .,8.73224674938335
259,22,simple,local,no-c-command,0,b,female,head,number,daughter,girls,found,themselves,The daughter near the girls found themselves . <eos>,The daughter near the girls found themselves .,the daughter near the girls found ***mask*** .,8.54440700817495
260,22,simple,local,c-command,1,a,male,distractor,number,boys,son,found,themselves,The boys near the son found themselves . <eos>,The boys near the son found themselves .,the boys near the son found ***mask*** .,6.835361712463357
261,22,simple,local,c-command,1,b,male,distractor,number,sons,boy,found,themselves,The sons near the boy found themselves . <eos>,The sons near the boy found themselves .,the sons near the boy found ***mask*** .,7.663673647762985
262,22,simple,local,c-command,1,a,female,distractor,number,girls,daughter,found,themselves,The girls near the daughter found themselves . <eos>,The girls near the daughter found themselves .,the girls near the daughter found ***mask*** .,5.85871169794857
263,22,simple,local,c-command,1,b,female,distractor,number,daughters,girl,found,themselves,The daughters near the girl found themselves . <eos>,The daughters near the girl found themselves .,the daughters near the girl found ***mask*** .,7.315312259795716
264,23,simple,local,c-command,1,a,male,none,none,boys,sons,distinguished,themselves,The boys near the sons distinguished themselves . <eos>,The boys near the sons distinguished themselves .,the boys near the sons distinguished ***mask*** .,0.004448475218652774
265,23,simple,local,c-command,1,b,male,none,none,sons,boys,distinguished,themselves,The sons near the boys distinguished themselves . <eos>,The sons near the boys distinguished themselves .,the sons near the boys distinguished ***mask*** .,0.0035515099992660185
266,23,simple,local,c-command,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls near the daughters distinguished themselves . <eos>,The girls near the daughters distinguished themselves .,the girls near the daughters distinguished ***mask*** .,0.005160528976839497
267,23,simple,local,c-command,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters near the girls distinguished themselves . <eos>,The daughters near the girls distinguished themselves .,the daughters near the girls distinguished ***mask*** .,0.00492098154299258
268,23,simple,local,no-c-command,0,a,male,head,number,boy,sons,distinguished,themselves,The boy near the sons distinguished themselves . <eos>,The boy near the sons distinguished themselves .,the boy near the sons distinguished ***mask*** .,0.702355597318403
269,23,simple,local,no-c-command,0,b,male,head,number,son,boys,distinguished,themselves,The son near the boys distinguished themselves . <eos>,The son near the boys distinguished themselves .,the son near the boys distinguished ***mask*** .,0.660429952581157
270,23,simple,local,no-c-command,0,a,female,head,number,girl,daughters,distinguished,themselves,The girl near the daughters distinguished themselves . <eos>,The girl near the daughters distinguished themselves .,the girl near the daughters distinguished ***mask*** .,1.9120340050300244
271,23,simple,local,no-c-command,0,b,female,head,number,daughter,girls,distinguished,themselves,The daughter near the girls distinguished themselves . <eos>,The daughter near the girls distinguished themselves .,the daughter near the girls distinguished ***mask*** .,2.013604915450574
272,23,simple,local,c-command,1,a,male,distractor,number,boys,son,distinguished,themselves,The boys near the son distinguished themselves . <eos>,The boys near the son distinguished themselves .,the boys near the son distinguished ***mask*** .,0.0062459804166816344
273,23,simple,local,c-command,1,b,male,distractor,number,sons,boy,distinguished,themselves,The sons near the boy distinguished themselves . <eos>,The sons near the boy distinguished themselves .,the sons near the boy distinguished ***mask*** .,0.004270365747116255
274,23,simple,local,c-command,1,a,female,distractor,number,girls,daughter,distinguished,themselves,The girls near the daughter distinguished themselves . <eos>,The girls near the daughter distinguished themselves .,the girls near the daughter distinguished ***mask*** .,0.01153954186108579
275,23,simple,local,c-command,1,b,female,distractor,number,daughters,girl,distinguished,themselves,The daughters near the girl distinguished themselves . <eos>,The daughters near the girl distinguished themselves .,the daughters near the girl distinguished ***mask*** .,0.011524459290398926
276,24,simple,local,c-command,1,a,male,none,none,boys,sons,taught,themselves,The boys near the sons taught themselves . <eos>,The boys near the sons taught themselves .,the boys near the sons taught ***mask*** .,5.149294655739304
277,24,simple,local,c-command,1,b,male,none,none,sons,boys,taught,themselves,The sons near the boys taught themselves . <eos>,The sons near the boys taught themselves .,the sons near the boys taught ***mask*** .,5.5326066435296
278,24,simple,local,c-command,1,a,female,none,none,girls,daughters,taught,themselves,The girls near the daughters taught themselves . <eos>,The girls near the daughters taught themselves .,the girls near the daughters taught ***mask*** .,5.664563301251896
279,24,simple,local,c-command,1,b,female,none,none,daughters,girls,taught,themselves,The daughters near the girls taught themselves . <eos>,The daughters near the girls taught themselves .,the daughters near the girls taught ***mask*** .,6.135241893915893
280,24,simple,local,no-c-command,0,a,male,head,number,boy,sons,taught,themselves,The boy near the sons taught themselves . <eos>,The boy near the sons taught themselves .,the boy near the sons taught ***mask*** .,8.349063639349247
281,24,simple,local,no-c-command,0,b,male,head,number,son,boys,taught,themselves,The son near the boys taught themselves . <eos>,The son near the boys taught themselves .,the son near the boys taught ***mask*** .,7.622220070623357
282,24,simple,local,no-c-command,0,a,female,head,number,girl,daughters,taught,themselves,The girl near the daughters taught themselves . <eos>,The girl near the daughters taught themselves .,the girl near the daughters taught ***mask*** .,8.051548013398376
283,24,simple,local,no-c-command,0,b,female,head,number,daughter,girls,taught,themselves,The daughter near the girls taught themselves . <eos>,The daughter near the girls taught themselves .,the daughter near the girls taught ***mask*** .,7.953224355448415
284,24,simple,local,c-command,1,a,male,distractor,number,boys,son,taught,themselves,The boys near the son taught themselves . <eos>,The boys near the son taught themselves .,the boys near the son taught ***mask*** .,5.891744838349941
285,24,simple,local,c-command,1,b,male,distractor,number,sons,boy,taught,themselves,The sons near the boy taught themselves . <eos>,The sons near the boy taught themselves .,the sons near the boy taught ***mask*** .,8.481958377751337
286,24,simple,local,c-command,1,a,female,distractor,number,girls,daughter,taught,themselves,The girls near the daughter taught themselves . <eos>,The girls near the daughter taught themselves .,the girls near the daughter taught ***mask*** .,6.236314300591158
287,24,simple,local,c-command,1,b,female,distractor,number,daughters,girl,taught,themselves,The daughters near the girl taught themselves . <eos>,The daughters near the girl taught themselves .,the daughters near the girl taught ***mask*** .,7.477720318064133
288,25,simple,local,c-command,1,a,male,none,none,boys,sons,killed,themselves,The boys near the sons killed themselves . <eos>,The boys near the sons killed themselves .,the boys near the sons killed ***mask*** .,2.242705526731343
289,25,simple,local,c-command,1,b,male,none,none,sons,boys,killed,themselves,The sons near the boys killed themselves . <eos>,The sons near the boys killed themselves .,the sons near the boys killed ***mask*** .,1.9089764572470105
290,25,simple,local,c-command,1,a,female,none,none,girls,daughters,killed,themselves,The girls near the daughters killed themselves . <eos>,The girls near the daughters killed themselves .,the girls near the daughters killed ***mask*** .,0.8303605944612702
291,25,simple,local,c-command,1,b,female,none,none,daughters,girls,killed,themselves,The daughters near the girls killed themselves . <eos>,The daughters near the girls killed themselves .,the daughters near the girls killed ***mask*** .,1.8644438205167433
292,25,simple,local,no-c-command,0,a,male,head,number,boy,sons,killed,themselves,The boy near the sons killed themselves . <eos>,The boy near the sons killed themselves .,the boy near the sons killed ***mask*** .,7.4296014486703035
293,25,simple,local,no-c-command,0,b,male,head,number,son,boys,killed,themselves,The son near the boys killed themselves . <eos>,The son near the boys killed themselves .,the son near the boys killed ***mask*** .,4.776087708932215
294,25,simple,local,no-c-command,0,a,female,head,number,girl,daughters,killed,themselves,The girl near the daughters killed themselves . <eos>,The girl near the daughters killed themselves .,the girl near the daughters killed ***mask*** .,5.8255600735125395
295,25,simple,local,no-c-command,0,b,female,head,number,daughter,girls,killed,themselves,The daughter near the girls killed themselves . <eos>,The daughter near the girls killed themselves .,the daughter near the girls killed ***mask*** .,5.275711714677461
296,25,simple,local,c-command,1,a,male,distractor,number,boys,son,killed,themselves,The boys near the son killed themselves . <eos>,The boys near the son killed themselves .,the boys near the son killed ***mask*** .,3.4374772476358895
297,25,simple,local,c-command,1,b,male,distractor,number,sons,boy,killed,themselves,The sons near the boy killed themselves . <eos>,The sons near the boy killed themselves .,the sons near the boy killed ***mask*** .,5.78029541803406
298,25,simple,local,c-command,1,a,female,distractor,number,girls,daughter,killed,themselves,The girls near the daughter killed themselves . <eos>,The girls near the daughter killed themselves .,the girls near the daughter killed ***mask*** .,2.8855872450695634
299,25,simple,local,c-command,1,b,female,distractor,number,daughters,girl,killed,themselves,The daughters near the girl killed themselves . <eos>,The daughters near the girl killed themselves .,the daughters near the girl killed ***mask*** .,3.670395384260349
300,26,simple,local,c-command,1,a,male,none,none,boys,sons,called,themselves,The boys near the sons called themselves . <eos>,The boys near the sons called themselves .,the boys near the sons called ***mask*** .,6.834371477984861
301,26,simple,local,c-command,1,b,male,none,none,sons,boys,called,themselves,The sons near the boys called themselves . <eos>,The sons near the boys called themselves .,the sons near the boys called ***mask*** .,6.536091528060714
302,26,simple,local,c-command,1,a,female,none,none,girls,daughters,called,themselves,The girls near the daughters called themselves . <eos>,The girls near the daughters called themselves .,the girls near the daughters called ***mask*** .,7.06309073298883
303,26,simple,local,c-command,1,b,female,none,none,daughters,girls,called,themselves,The daughters near the girls called themselves . <eos>,The daughters near the girls called themselves .,the daughters near the girls called ***mask*** .,7.045010878844876
304,26,simple,local,no-c-command,0,a,male,head,number,boy,sons,called,themselves,The boy near the sons called themselves . <eos>,The boy near the sons called themselves .,the boy near the sons called ***mask*** .,12.756884285198806
305,26,simple,local,no-c-command,0,b,male,head,number,son,boys,called,themselves,The son near the boys called themselves . <eos>,The son near the boys called themselves .,the son near the boys called ***mask*** .,12.088899638481646
306,26,simple,local,no-c-command,0,a,female,head,number,girl,daughters,called,themselves,The girl near the daughters called themselves . <eos>,The girl near the daughters called themselves .,the girl near the daughters called ***mask*** .,13.197609757407148
307,26,simple,local,no-c-command,0,b,female,head,number,daughter,girls,called,themselves,The daughter near the girls called themselves . <eos>,The daughter near the girls called themselves .,the daughter near the girls called ***mask*** .,13.029012510756738
308,26,simple,local,c-command,1,a,male,distractor,number,boys,son,called,themselves,The boys near the son called themselves . <eos>,The boys near the son called themselves .,the boys near the son called ***mask*** .,7.900500810163395
309,26,simple,local,c-command,1,b,male,distractor,number,sons,boy,called,themselves,The sons near the boy called themselves . <eos>,The sons near the boy called themselves .,the sons near the boy called ***mask*** .,8.405775415574421
310,26,simple,local,c-command,1,a,female,distractor,number,girls,daughter,called,themselves,The girls near the daughter called themselves . <eos>,The girls near the daughter called themselves .,the girls near the daughter called ***mask*** .,7.576753648475087
311,26,simple,local,c-command,1,b,female,distractor,number,daughters,girl,called,themselves,The daughters near the girl called themselves . <eos>,The daughters near the girl called themselves .,the daughters near the girl called ***mask*** .,7.556990211304519
312,27,simple,local,c-command,1,a,male,none,none,boys,sons,dedicated,themselves,The boys near the sons dedicated themselves . <eos>,The boys near the sons dedicated themselves .,the boys near the sons dedicated ***mask*** .,1.4281437999898814
313,27,simple,local,c-command,1,b,male,none,none,sons,boys,dedicated,themselves,The sons near the boys dedicated themselves . <eos>,The sons near the boys dedicated themselves .,the sons near the boys dedicated ***mask*** .,1.1816719663152422
314,27,simple,local,c-command,1,a,female,none,none,girls,daughters,dedicated,themselves,The girls near the daughters dedicated themselves . <eos>,The girls near the daughters dedicated themselves .,the girls near the daughters dedicated ***mask*** .,0.8297911404558083
315,27,simple,local,c-command,1,b,female,none,none,daughters,girls,dedicated,themselves,The daughters near the girls dedicated themselves . <eos>,The daughters near the girls dedicated themselves .,the daughters near the girls dedicated ***mask*** .,1.7041890351095257
316,27,simple,local,no-c-command,0,a,male,head,number,boy,sons,dedicated,themselves,The boy near the sons dedicated themselves . <eos>,The boy near the sons dedicated themselves .,the boy near the sons dedicated ***mask*** .,4.694811335813691
317,27,simple,local,no-c-command,0,b,male,head,number,son,boys,dedicated,themselves,The son near the boys dedicated themselves . <eos>,The son near the boys dedicated themselves .,the son near the boys dedicated ***mask*** .,6.12198810903605
318,27,simple,local,no-c-command,0,a,female,head,number,girl,daughters,dedicated,themselves,The girl near the daughters dedicated themselves . <eos>,The girl near the daughters dedicated themselves .,the girl near the daughters dedicated ***mask*** .,4.996740657698824
319,27,simple,local,no-c-command,0,b,female,head,number,daughter,girls,dedicated,themselves,The daughter near the girls dedicated themselves . <eos>,The daughter near the girls dedicated themselves .,the daughter near the girls dedicated ***mask*** .,6.975840869877007
320,27,simple,local,c-command,1,a,male,distractor,number,boys,son,dedicated,themselves,The boys near the son dedicated themselves . <eos>,The boys near the son dedicated themselves .,the boys near the son dedicated ***mask*** .,3.7217194303193755
321,27,simple,local,c-command,1,b,male,distractor,number,sons,boy,dedicated,themselves,The sons near the boy dedicated themselves . <eos>,The sons near the boy dedicated themselves .,the sons near the boy dedicated ***mask*** .,2.0650493926857894
322,27,simple,local,c-command,1,a,female,distractor,number,girls,daughter,dedicated,themselves,The girls near the daughter dedicated themselves . <eos>,The girls near the daughter dedicated themselves .,the girls near the daughter dedicated ***mask*** .,2.9436808067238105
323,27,simple,local,c-command,1,b,female,distractor,number,daughters,girl,dedicated,themselves,The daughters near the girl dedicated themselves . <eos>,The daughters near the girl dedicated themselves .,the daughters near the girl dedicated ***mask*** .,3.1876779348259188
324,28,simple,local,c-command,1,a,male,none,none,boys,sons,declared,themselves,The boys near the sons declared themselves . <eos>,The boys near the sons declared themselves .,the boys near the sons declared ***mask*** .,5.7344195751143445
325,28,simple,local,c-command,1,b,male,none,none,sons,boys,declared,themselves,The sons near the boys declared themselves . <eos>,The sons near the boys declared themselves .,the sons near the boys declared ***mask*** .,5.908383833561944
326,28,simple,local,c-command,1,a,female,none,none,girls,daughters,declared,themselves,The girls near the daughters declared themselves . <eos>,The girls near the daughters declared themselves .,the girls near the daughters declared ***mask*** .,4.193867655397261
327,28,simple,local,c-command,1,b,female,none,none,daughters,girls,declared,themselves,The daughters near the girls declared themselves . <eos>,The daughters near the girls declared themselves .,the daughters near the girls declared ***mask*** .,4.626635516090908
328,28,simple,local,no-c-command,0,a,male,head,number,boy,sons,declared,themselves,The boy near the sons declared themselves . <eos>,The boy near the sons declared themselves .,the boy near the sons declared ***mask*** .,9.870384770481325
329,28,simple,local,no-c-command,0,b,male,head,number,son,boys,declared,themselves,The son near the boys declared themselves . <eos>,The son near the boys declared themselves .,the son near the boys declared ***mask*** .,9.908678097053311
330,28,simple,local,no-c-command,0,a,female,head,number,girl,daughters,declared,themselves,The girl near the daughters declared themselves . <eos>,The girl near the daughters declared themselves .,the girl near the daughters declared ***mask*** .,9.205700652727568
