item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
31,embed,local,1,a,nonlocal_subj,gender,maid,president,had admired,himself,The maid said that the president had admired himself . <eos>,The maid said that the president had admired himself .
31,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had admired,himself,The maid said that the pilot had admired himself . <eos>,The maid said that the pilot had admired himself .
31,embed,nonlocal,0,a,local_subj,gender,president,maid,had admired,himself,The president said that the maid had admired himself . <eos>,The president said that the maid had admired himself .
31,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had admired,himself,The pilot said that the maid had admired himself . <eos>,The pilot said that the maid had admired himself .
32,embed,local,1,a,none,none,president,pilot,had convinced,himself,The president said that the pilot had convinced himself . <eos>,The president said that the pilot had convinced himself .
32,embed,local,1,b,none,none,pilot,president,had convinced,himself,The pilot said that the president had convinced himself . <eos>,The pilot said that the president had convinced himself .
32,embed,local,1,a,nonlocal_subj,gender,maid,president,had convinced,himself,The maid said that the president had convinced himself . <eos>,The maid said that the president had convinced himself .
32,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had convinced,himself,The maid said that the pilot had convinced himself . <eos>,The maid said that the pilot had convinced himself .
32,embed,nonlocal,0,a,local_subj,gender,president,maid,had convinced,himself,The president said that the maid had convinced himself . <eos>,The president said that the maid had convinced himself .
32,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had convinced,himself,The pilot said that the maid had convinced himself . <eos>,The pilot said that the maid had convinced himself .
33,embed,local,1,a,none,none,president,pilot,saw,himself,The president said that the pilot saw himself . <eos>,The president said that the pilot saw himself .
33,embed,local,1,b,none,none,pilot,president,saw,himself,The pilot said that the president saw himself . <eos>,The pilot said that the president saw himself .
33,embed,local,1,a,nonlocal_subj,gender,maid,president,saw,himself,The maid said that the president saw himself . <eos>,The maid said that the president saw himself .
33,embed,local,1,b,nonlocal_subj,gender,maid,pilot,saw,himself,The maid said that the pilot saw himself . <eos>,The maid said that the pilot saw himself .
33,embed,nonlocal,0,a,local_subj,gender,president,maid,saw,himself,The president said that the maid saw himself . <eos>,The president said that the maid saw himself .
33,embed,nonlocal,0,b,local_subj,gender,pilot,maid,saw,himself,The pilot said that the maid saw himself . <eos>,The pilot said that the maid saw himself .
34,embed,local,1,a,none,none,president,pilot,had blamed,himself,The president said that the pilot had blamed himself . <eos>,The president said that the pilot had blamed himself .
34,embed,local,1,b,none,none,pilot,president,had blamed,himself,The pilot said that the president had blamed himself . <eos>,The pilot said that the president had blamed himself .
34,embed,local,1,a,nonlocal_subj,gender,maid,president,had blamed,himself,The maid said that the president had blamed himself . <eos>,The maid said that the president had blamed himself .
34,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had blamed,himself,The maid said that the pilot had blamed himself . <eos>,The maid said that the pilot had blamed himself .
34,embed,nonlocal,0,a,local_subj,gender,president,maid,had blamed,himself,The president said that the maid had blamed himself . <eos>,The president said that the maid had blamed himself .
34,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had blamed,himself,The pilot said that the maid had blamed himself . <eos>,The pilot said that the maid had blamed himself .
35,embed,local,1,a,none,none,president,pilot,had cut,himself,The president said that the pilot had cut himself . <eos>,The president said that the pilot had cut himself .
35,embed,local,1,b,none,none,pilot,president,had cut,himself,The pilot said that the president had cut himself . <eos>,The pilot said that the president had cut himself .
35,embed,local,1,a,nonlocal_subj,gender,maid,president,had cut,himself,The maid said that the president had cut himself . <eos>,The maid said that the president had cut himself .
35,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had cut,himself,The maid said that the pilot had cut himself . <eos>,The maid said that the pilot had cut himself .
35,embed,nonlocal,0,a,local_subj,gender,president,maid,had cut,himself,The president said that the maid had cut himself . <eos>,The president said that the maid had cut himself .
35,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had cut,himself,The pilot said that the maid had cut himself . <eos>,The pilot said that the maid had cut himself .
36,embed,local,1,a,none,none,president,pilot,had amused,himself,The president said that the pilot had amused himself . <eos>,The president said that the pilot had amused himself .
36,embed,local,1,b,none,none,pilot,president,had amused,himself,The pilot said that the president had amused himself . <eos>,The pilot said that the president had amused himself .
36,embed,local,1,a,nonlocal_subj,gender,maid,president,had amused,himself,The maid said that the president had amused himself . <eos>,The maid said that the president had amused himself .
36,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had amused,himself,The maid said that the pilot had amused himself . <eos>,The maid said that the pilot had amused himself .
36,embed,nonlocal,0,a,local_subj,gender,president,maid,had amused,himself,The president said that the maid had amused himself . <eos>,The president said that the maid had amused himself .
36,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had amused,himself,The pilot said that the maid had amused himself . <eos>,The pilot said that the maid had amused himself .
37,embed,local,1,a,none,none,president,pilot,had hurt,himself,The president said that the pilot had hurt himself . <eos>,The president said that the pilot had hurt himself .
37,embed,local,1,b,none,none,pilot,president,had hurt,himself,The pilot said that the president had hurt himself . <eos>,The pilot said that the president had hurt himself .
37,embed,local,1,a,nonlocal_subj,gender,maid,president,had hurt,himself,The maid said that the president had hurt himself . <eos>,The maid said that the president had hurt himself .
37,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had hurt,himself,The maid said that the pilot had hurt himself . <eos>,The maid said that the pilot had hurt himself .
37,embed,nonlocal,0,a,local_subj,gender,president,maid,had hurt,himself,The president said that the maid had hurt himself . <eos>,The president said that the maid had hurt himself .
37,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had hurt,himself,The pilot said that the maid had hurt himself . <eos>,The pilot said that the maid had hurt himself .
38,embed,local,1,a,none,none,president,pilot,had taught,himself,The president said that the pilot had taught himself . <eos>,The president said that the pilot had taught himself .
38,embed,local,1,b,none,none,pilot,president,had taught,himself,The pilot said that the president had taught himself . <eos>,The pilot said that the president had taught himself .
38,embed,local,1,a,nonlocal_subj,gender,maid,president,had taught,himself,The maid said that the president had taught himself . <eos>,The maid said that the president had taught himself .
38,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had taught,himself,The maid said that the pilot had taught himself . <eos>,The maid said that the pilot had taught himself .
38,embed,nonlocal,0,a,local_subj,gender,president,maid,had taught,himself,The president said that the maid had taught himself . <eos>,The president said that the maid had taught himself .
38,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had taught,himself,The pilot said that the maid had taught himself . <eos>,The pilot said that the maid had taught himself .
39,embed,local,1,a,none,none,president,pilot,had introduced,himself,The president said that the pilot had introduced himself . <eos>,The president said that the pilot had introduced himself .
39,embed,local,1,b,none,none,pilot,president,had introduced,himself,The pilot said that the president had introduced himself . <eos>,The pilot said that the president had introduced himself .
39,embed,local,1,a,nonlocal_subj,gender,maid,president,had introduced,himself,The maid said that the president had introduced himself . <eos>,The maid said that the president had introduced himself .
39,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had introduced,himself,The maid said that the pilot had introduced himself . <eos>,The maid said that the pilot had introduced himself .
39,embed,nonlocal,0,a,local_subj,gender,president,maid,had introduced,himself,The president said that the maid had introduced himself . <eos>,The president said that the maid had introduced himself .
39,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had introduced,himself,The pilot said that the maid had introduced himself . <eos>,The pilot said that the maid had introduced himself .
40,embed,local,1,a,none,none,president,pilot,had enjoyed,himself,The president said that the pilot had enjoyed himself . <eos>,The president said that the pilot had enjoyed himself .
40,embed,local,1,b,none,none,pilot,president,had enjoyed,himself,The pilot said that the president had enjoyed himself . <eos>,The pilot said that the president had enjoyed himself .
40,embed,local,1,a,nonlocal_subj,gender,maid,president,had enjoyed,himself,The maid said that the president had enjoyed himself . <eos>,The maid said that the president had enjoyed himself .
40,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had enjoyed,himself,The maid said that the pilot had enjoyed himself . <eos>,The maid said that the pilot had enjoyed himself .
40,embed,nonlocal,0,a,local_subj,gender,president,maid,had enjoyed,himself,The president said that the maid had enjoyed himself . <eos>,The president said that the maid had enjoyed himself .
40,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had enjoyed,himself,The pilot said that the maid had enjoyed himself . <eos>,The pilot said that the maid had enjoyed himself .
41,embed,local,1,a,none,none,president,pilot,had prepared,himself,The president said that the pilot had prepared himself . <eos>,The president said that the pilot had prepared himself .
41,embed,local,1,b,none,none,pilot,president,had prepared,himself,The pilot said that the president had prepared himself . <eos>,The pilot said that the president had prepared himself .
41,embed,local,1,a,nonlocal_subj,gender,maid,president,had prepared,himself,The maid said that the president had prepared himself . <eos>,The maid said that the president had prepared himself .
41,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had prepared,himself,The maid said that the pilot had prepared himself . <eos>,The maid said that the pilot had prepared himself .
41,embed,nonlocal,0,a,local_subj,gender,president,maid,had prepared,himself,The president said that the maid had prepared himself . <eos>,The president said that the maid had prepared himself .
41,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had prepared,himself,The pilot said that the maid had prepared himself . <eos>,The pilot said that the maid had prepared himself .
42,embed,local,1,a,none,none,president,pilot,had shouted,himself,The president said that the pilot had shouted himself . <eos>,The president said that the pilot had shouted himself .
42,embed,local,1,b,none,none,pilot,president,had shouted,himself,The pilot said that the president had shouted himself . <eos>,The pilot said that the president had shouted himself .
42,embed,local,1,a,nonlocal_subj,gender,maid,president,had shouted,himself,The maid said that the president had shouted himself . <eos>,The maid said that the president had shouted himself .
42,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had shouted,himself,The maid said that the pilot had shouted himself . <eos>,The maid said that the pilot had shouted himself .
42,embed,nonlocal,0,a,local_subj,gender,president,maid,had shouted,himself,The president said that the maid had shouted himself . <eos>,The president said that the maid had shouted himself .
42,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had shouted,himself,The pilot said that the maid had shouted himself . <eos>,The pilot said that the maid had shouted himself .
43,embed,local,1,a,none,none,president,pilot,had washed,himself,The president said that the pilot had washed himself . <eos>,The president said that the pilot had washed himself .
43,embed,local,1,b,none,none,pilot,president,had washed,himself,The pilot said that the president had washed himself . <eos>,The pilot said that the president had washed himself .
43,embed,local,1,a,nonlocal_subj,gender,maid,president,had washed,himself,The maid said that the president had washed himself . <eos>,The maid said that the president had washed himself .
43,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had washed,himself,The maid said that the pilot had washed himself . <eos>,The maid said that the pilot had washed himself .
43,embed,nonlocal,0,a,local_subj,gender,president,maid,had washed,himself,The president said that the maid had washed himself . <eos>,The president said that the maid had washed himself .
43,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had washed,himself,The pilot said that the maid had washed himself . <eos>,The pilot said that the maid had washed himself .
44,embed,local,1,a,none,none,president,pilot,had asserted,himself,The president said that the pilot had asserted himself . <eos>,The president said that the pilot had asserted himself .
44,embed,local,1,b,none,none,pilot,president,had asserted,himself,The pilot said that the president had asserted himself . <eos>,The pilot said that the president had asserted himself .
44,embed,local,1,a,nonlocal_subj,gender,maid,president,had asserted,himself,The maid said that the president had asserted himself . <eos>,The maid said that the president had asserted himself .
44,embed,local,1,b,nonlocal_subj,gender,maid,pilot,had asserted,himself,The maid said that the pilot had asserted himself . <eos>,The maid said that the pilot had asserted himself .
44,embed,nonlocal,0,a,local_subj,gender,president,maid,had asserted,himself,The president said that the maid had asserted himself . <eos>,The president said that the maid had asserted himself .
44,embed,nonlocal,0,b,local_subj,gender,pilot,maid,had asserted,himself,The pilot said that the maid had asserted himself . <eos>,The pilot said that the maid had asserted himself .
45,embed,local,1,a,none,none,president,pilot,kicked,himself,The president said that the pilot kicked himself . <eos>,The president said that the pilot kicked himself .
45,embed,local,1,b,none,none,pilot,president,kicked,himself,The pilot said that the president kicked himself . <eos>,The pilot said that the president kicked himself .
45,embed,local,1,a,nonlocal_subj,gender,maid,president,kicked,himself,The maid said that the president kicked himself . <eos>,The maid said that the president kicked himself .
45,embed,local,1,b,nonlocal_subj,gender,maid,pilot,kicked,himself,The maid said that the pilot kicked himself . <eos>,The maid said that the pilot kicked himself .
45,embed,nonlocal,0,a,local_subj,gender,president,maid,kicked,himself,The president said that the maid kicked himself . <eos>,The president said that the maid kicked himself .
45,embed,nonlocal,0,b,local_subj,gender,pilot,maid,kicked,himself,The pilot said that the maid kicked himself . <eos>,The pilot said that the maid kicked himself .
46,embed,local,1,a,none,none,lumberjack,soldier,had admired,himself,The lumberjack said that the soldier had admired himself . <eos>,The lumberjack said that the soldier had admired himself .
46,embed,local,1,b,none,none,soldier,lumberjack,had admired,himself,The soldier said that the lumberjack had admired himself . <eos>,The soldier said that the lumberjack had admired himself .
46,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had admired,himself,The maid said that the lumberjack had admired himself . <eos>,The maid said that the lumberjack had admired himself .
46,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had admired,himself,The maid said that the soldier had admired himself . <eos>,The maid said that the soldier had admired himself .
46,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had admired,himself,The lumberjack said that the maid had admired himself . <eos>,The lumberjack said that the maid had admired himself .
46,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had admired,himself,The soldier said that the maid had admired himself . <eos>,The soldier said that the maid had admired himself .
47,embed,local,1,a,none,none,lumberjack,soldier,had convinced,himself,The lumberjack said that the soldier had convinced himself . <eos>,The lumberjack said that the soldier had convinced himself .
47,embed,local,1,b,none,none,soldier,lumberjack,had convinced,himself,The soldier said that the lumberjack had convinced himself . <eos>,The soldier said that the lumberjack had convinced himself .
47,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had convinced,himself,The maid said that the lumberjack had convinced himself . <eos>,The maid said that the lumberjack had convinced himself .
47,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had convinced,himself,The maid said that the soldier had convinced himself . <eos>,The maid said that the soldier had convinced himself .
47,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had convinced,himself,The lumberjack said that the maid had convinced himself . <eos>,The lumberjack said that the maid had convinced himself .
47,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had convinced,himself,The soldier said that the maid had convinced himself . <eos>,The soldier said that the maid had convinced himself .
48,embed,local,1,a,none,none,lumberjack,soldier,saw,himself,The lumberjack said that the soldier saw himself . <eos>,The lumberjack said that the soldier saw himself .
48,embed,local,1,b,none,none,soldier,lumberjack,saw,himself,The soldier said that the lumberjack saw himself . <eos>,The soldier said that the lumberjack saw himself .
48,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,saw,himself,The maid said that the lumberjack saw himself . <eos>,The maid said that the lumberjack saw himself .
48,embed,local,1,b,nonlocal_subj,gender,maid,soldier,saw,himself,The maid said that the soldier saw himself . <eos>,The maid said that the soldier saw himself .
48,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,saw,himself,The lumberjack said that the maid saw himself . <eos>,The lumberjack said that the maid saw himself .
48,embed,nonlocal,0,b,local_subj,gender,soldier,maid,saw,himself,The soldier said that the maid saw himself . <eos>,The soldier said that the maid saw himself .
49,embed,local,1,a,none,none,lumberjack,soldier,had blamed,himself,The lumberjack said that the soldier had blamed himself . <eos>,The lumberjack said that the soldier had blamed himself .
49,embed,local,1,b,none,none,soldier,lumberjack,had blamed,himself,The soldier said that the lumberjack had blamed himself . <eos>,The soldier said that the lumberjack had blamed himself .
49,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had blamed,himself,The maid said that the lumberjack had blamed himself . <eos>,The maid said that the lumberjack had blamed himself .
49,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had blamed,himself,The maid said that the soldier had blamed himself . <eos>,The maid said that the soldier had blamed himself .
49,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had blamed,himself,The lumberjack said that the maid had blamed himself . <eos>,The lumberjack said that the maid had blamed himself .
49,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had blamed,himself,The soldier said that the maid had blamed himself . <eos>,The soldier said that the maid had blamed himself .
50,embed,local,1,a,none,none,lumberjack,soldier,had cut,himself,The lumberjack said that the soldier had cut himself . <eos>,The lumberjack said that the soldier had cut himself .
50,embed,local,1,b,none,none,soldier,lumberjack,had cut,himself,The soldier said that the lumberjack had cut himself . <eos>,The soldier said that the lumberjack had cut himself .
50,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had cut,himself,The maid said that the lumberjack had cut himself . <eos>,The maid said that the lumberjack had cut himself .
50,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had cut,himself,The maid said that the soldier had cut himself . <eos>,The maid said that the soldier had cut himself .
50,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had cut,himself,The lumberjack said that the maid had cut himself . <eos>,The lumberjack said that the maid had cut himself .
50,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had cut,himself,The soldier said that the maid had cut himself . <eos>,The soldier said that the maid had cut himself .
51,embed,local,1,a,none,none,lumberjack,soldier,had amused,himself,The lumberjack said that the soldier had amused himself . <eos>,The lumberjack said that the soldier had amused himself .
51,embed,local,1,b,none,none,soldier,lumberjack,had amused,himself,The soldier said that the lumberjack had amused himself . <eos>,The soldier said that the lumberjack had amused himself .
51,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had amused,himself,The maid said that the lumberjack had amused himself . <eos>,The maid said that the lumberjack had amused himself .
51,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had amused,himself,The maid said that the soldier had amused himself . <eos>,The maid said that the soldier had amused himself .
51,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had amused,himself,The lumberjack said that the maid had amused himself . <eos>,The lumberjack said that the maid had amused himself .
51,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had amused,himself,The soldier said that the maid had amused himself . <eos>,The soldier said that the maid had amused himself .
52,embed,local,1,a,none,none,lumberjack,soldier,had hurt,himself,The lumberjack said that the soldier had hurt himself . <eos>,The lumberjack said that the soldier had hurt himself .
52,embed,local,1,b,none,none,soldier,lumberjack,had hurt,himself,The soldier said that the lumberjack had hurt himself . <eos>,The soldier said that the lumberjack had hurt himself .
52,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had hurt,himself,The maid said that the lumberjack had hurt himself . <eos>,The maid said that the lumberjack had hurt himself .
52,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had hurt,himself,The maid said that the soldier had hurt himself . <eos>,The maid said that the soldier had hurt himself .
52,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had hurt,himself,The lumberjack said that the maid had hurt himself . <eos>,The lumberjack said that the maid had hurt himself .
52,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had hurt,himself,The soldier said that the maid had hurt himself . <eos>,The soldier said that the maid had hurt himself .
53,embed,local,1,a,none,none,lumberjack,soldier,had taught,himself,The lumberjack said that the soldier had taught himself . <eos>,The lumberjack said that the soldier had taught himself .
53,embed,local,1,b,none,none,soldier,lumberjack,had taught,himself,The soldier said that the lumberjack had taught himself . <eos>,The soldier said that the lumberjack had taught himself .
53,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had taught,himself,The maid said that the lumberjack had taught himself . <eos>,The maid said that the lumberjack had taught himself .
53,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had taught,himself,The maid said that the soldier had taught himself . <eos>,The maid said that the soldier had taught himself .
53,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had taught,himself,The lumberjack said that the maid had taught himself . <eos>,The lumberjack said that the maid had taught himself .
53,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had taught,himself,The soldier said that the maid had taught himself . <eos>,The soldier said that the maid had taught himself .
54,embed,local,1,a,none,none,lumberjack,soldier,had introduced,himself,The lumberjack said that the soldier had introduced himself . <eos>,The lumberjack said that the soldier had introduced himself .
54,embed,local,1,b,none,none,soldier,lumberjack,had introduced,himself,The soldier said that the lumberjack had introduced himself . <eos>,The soldier said that the lumberjack had introduced himself .
54,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had introduced,himself,The maid said that the lumberjack had introduced himself . <eos>,The maid said that the lumberjack had introduced himself .
54,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had introduced,himself,The maid said that the soldier had introduced himself . <eos>,The maid said that the soldier had introduced himself .
54,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had introduced,himself,The lumberjack said that the maid had introduced himself . <eos>,The lumberjack said that the maid had introduced himself .
54,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had introduced,himself,The soldier said that the maid had introduced himself . <eos>,The soldier said that the maid had introduced himself .
55,embed,local,1,a,none,none,lumberjack,soldier,had enjoyed,himself,The lumberjack said that the soldier had enjoyed himself . <eos>,The lumberjack said that the soldier had enjoyed himself .
55,embed,local,1,b,none,none,soldier,lumberjack,had enjoyed,himself,The soldier said that the lumberjack had enjoyed himself . <eos>,The soldier said that the lumberjack had enjoyed himself .
55,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had enjoyed,himself,The maid said that the lumberjack had enjoyed himself . <eos>,The maid said that the lumberjack had enjoyed himself .
55,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had enjoyed,himself,The maid said that the soldier had enjoyed himself . <eos>,The maid said that the soldier had enjoyed himself .
55,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had enjoyed,himself,The lumberjack said that the maid had enjoyed himself . <eos>,The lumberjack said that the maid had enjoyed himself .
55,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had enjoyed,himself,The soldier said that the maid had enjoyed himself . <eos>,The soldier said that the maid had enjoyed himself .
56,embed,local,1,a,none,none,lumberjack,soldier,had prepared,himself,The lumberjack said that the soldier had prepared himself . <eos>,The lumberjack said that the soldier had prepared himself .
56,embed,local,1,b,none,none,soldier,lumberjack,had prepared,himself,The soldier said that the lumberjack had prepared himself . <eos>,The soldier said that the lumberjack had prepared himself .
56,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had prepared,himself,The maid said that the lumberjack had prepared himself . <eos>,The maid said that the lumberjack had prepared himself .
56,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had prepared,himself,The maid said that the soldier had prepared himself . <eos>,The maid said that the soldier had prepared himself .
56,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had prepared,himself,The lumberjack said that the maid had prepared himself . <eos>,The lumberjack said that the maid had prepared himself .
56,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had prepared,himself,The soldier said that the maid had prepared himself . <eos>,The soldier said that the maid had prepared himself .
57,embed,local,1,a,none,none,lumberjack,soldier,had shouted,himself,The lumberjack said that the soldier had shouted himself . <eos>,The lumberjack said that the soldier had shouted himself .
57,embed,local,1,b,none,none,soldier,lumberjack,had shouted,himself,The soldier said that the lumberjack had shouted himself . <eos>,The soldier said that the lumberjack had shouted himself .
57,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had shouted,himself,The maid said that the lumberjack had shouted himself . <eos>,The maid said that the lumberjack had shouted himself .
57,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had shouted,himself,The maid said that the soldier had shouted himself . <eos>,The maid said that the soldier had shouted himself .
57,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had shouted,himself,The lumberjack said that the maid had shouted himself . <eos>,The lumberjack said that the maid had shouted himself .
57,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had shouted,himself,The soldier said that the maid had shouted himself . <eos>,The soldier said that the maid had shouted himself .
58,embed,local,1,a,none,none,lumberjack,soldier,had washed,himself,The lumberjack said that the soldier had washed himself . <eos>,The lumberjack said that the soldier had washed himself .
58,embed,local,1,b,none,none,soldier,lumberjack,had washed,himself,The soldier said that the lumberjack had washed himself . <eos>,The soldier said that the lumberjack had washed himself .
58,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had washed,himself,The maid said that the lumberjack had washed himself . <eos>,The maid said that the lumberjack had washed himself .
58,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had washed,himself,The maid said that the soldier had washed himself . <eos>,The maid said that the soldier had washed himself .
58,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had washed,himself,The lumberjack said that the maid had washed himself . <eos>,The lumberjack said that the maid had washed himself .
58,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had washed,himself,The soldier said that the maid had washed himself . <eos>,The soldier said that the maid had washed himself .
59,embed,local,1,a,none,none,lumberjack,soldier,had asserted,himself,The lumberjack said that the soldier had asserted himself . <eos>,The lumberjack said that the soldier had asserted himself .
59,embed,local,1,b,none,none,soldier,lumberjack,had asserted,himself,The soldier said that the lumberjack had asserted himself . <eos>,The soldier said that the lumberjack had asserted himself .
59,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,had asserted,himself,The maid said that the lumberjack had asserted himself . <eos>,The maid said that the lumberjack had asserted himself .
59,embed,local,1,b,nonlocal_subj,gender,maid,soldier,had asserted,himself,The maid said that the soldier had asserted himself . <eos>,The maid said that the soldier had asserted himself .
59,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,had asserted,himself,The lumberjack said that the maid had asserted himself . <eos>,The lumberjack said that the maid had asserted himself .
59,embed,nonlocal,0,b,local_subj,gender,soldier,maid,had asserted,himself,The soldier said that the maid had asserted himself . <eos>,The soldier said that the maid had asserted himself .
60,embed,local,1,a,none,none,lumberjack,soldier,kicked,himself,The lumberjack said that the soldier kicked himself . <eos>,The lumberjack said that the soldier kicked himself .
60,embed,local,1,b,none,none,soldier,lumberjack,kicked,himself,The soldier said that the lumberjack kicked himself . <eos>,The soldier said that the lumberjack kicked himself .
60,embed,local,1,a,nonlocal_subj,gender,maid,lumberjack,kicked,himself,The maid said that the lumberjack kicked himself . <eos>,The maid said that the lumberjack kicked himself .
60,embed,local,1,b,nonlocal_subj,gender,maid,soldier,kicked,himself,The maid said that the soldier kicked himself . <eos>,The maid said that the soldier kicked himself .
60,embed,nonlocal,0,a,local_subj,gender,lumberjack,maid,kicked,himself,The lumberjack said that the maid kicked himself . <eos>,The lumberjack said that the maid kicked himself .
60,embed,nonlocal,0,b,local_subj,gender,soldier,maid,kicked,himself,The soldier said that the maid kicked himself . <eos>,The soldier said that the maid kicked himself .
61,embed,local,1,a,none,none,masan,taxi driver,had admired,himself,The masan said that the taxi driver had admired himself . <eos>,The masan said that the taxi driver had admired himself .
61,embed,local,1,b,none,none,taxi driver,masan,had admired,himself,The taxi driver said that the masan had admired himself . <eos>,The taxi driver said that the masan had admired himself .
61,embed,local,1,a,nonlocal_subj,gender,maid,masan,had admired,himself,The maid said that the masan had admired himself . <eos>,The maid said that the masan had admired himself .
61,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had admired,himself,The maid said that the taxi driver had admired himself . <eos>,The maid said that the taxi driver had admired himself .
61,embed,nonlocal,0,a,local_subj,gender,masan,maid,had admired,himself,The masan said that the maid had admired himself . <eos>,The masan said that the maid had admired himself .
61,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had admired,himself,The taxi driver said that the maid had admired himself . <eos>,The taxi driver said that the maid had admired himself .
62,embed,local,1,a,none,none,masan,taxi driver,had convinced,himself,The masan said that the taxi driver had convinced himself . <eos>,The masan said that the taxi driver had convinced himself .
62,embed,local,1,b,none,none,taxi driver,masan,had convinced,himself,The taxi driver said that the masan had convinced himself . <eos>,The taxi driver said that the masan had convinced himself .
62,embed,local,1,a,nonlocal_subj,gender,maid,masan,had convinced,himself,The maid said that the masan had convinced himself . <eos>,The maid said that the masan had convinced himself .
62,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had convinced,himself,The maid said that the taxi driver had convinced himself . <eos>,The maid said that the taxi driver had convinced himself .
62,embed,nonlocal,0,a,local_subj,gender,masan,maid,had convinced,himself,The masan said that the maid had convinced himself . <eos>,The masan said that the maid had convinced himself .
