item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
16,embed,local,1,d,none,none,surgeons,bankers,injured,themselves,The surgeons said that the bankers injured themselves . <eos>,The surgeons said that the bankers injured themselves .
16,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,injured,themselves,The mechanics said that the surgeon injured themselves . <eos>,The mechanics said that the surgeon injured themselves .
16,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,injured,themselves,The surgeons said that the mechanic injured themselves . <eos>,The surgeons said that the mechanic injured themselves .
16,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,injured,themselves,The bankers said that the surgeon injured themselves . <eos>,The bankers said that the surgeon injured themselves .
16,embed,nonlocal,0,d,local_subj,number,surgeons,banker,injured,themselves,The surgeons said that the banker injured themselves . <eos>,The surgeons said that the banker injured themselves .
16,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,injured,themselves,The mechanic said that the surgeons injured themselves . <eos>,The mechanic said that the surgeons injured themselves .
16,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,injured,themselves,The surgeon said that the mechanics injured themselves . <eos>,The surgeon said that the mechanics injured themselves .
16,embed,local,1,c,nonlocal_subj,number,banker,surgeons,injured,themselves,The banker said that the surgeons injured themselves . <eos>,The banker said that the surgeons injured themselves .
16,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,injured,themselves,The surgeon said that the bankers injured themselves . <eos>,The surgeon said that the bankers injured themselves .
17,embed,local,1,a,none,none,mechanics,surgeons,congratulated,themselves,The mechanics said that the surgeons congratulated themselves . <eos>,The mechanics said that the surgeons congratulated themselves .
17,embed,local,1,b,none,none,surgeons,mechanics,congratulated,themselves,The surgeons said that the mechanics congratulated themselves . <eos>,The surgeons said that the mechanics congratulated themselves .
17,embed,local,1,c,none,none,bankers,surgeons,congratulated,themselves,The bankers said that the surgeons congratulated themselves . <eos>,The bankers said that the surgeons congratulated themselves .
17,embed,local,1,d,none,none,surgeons,bankers,congratulated,themselves,The surgeons said that the bankers congratulated themselves . <eos>,The surgeons said that the bankers congratulated themselves .
17,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,congratulated,themselves,The mechanics said that the surgeon congratulated themselves . <eos>,The mechanics said that the surgeon congratulated themselves .
17,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,congratulated,themselves,The surgeons said that the mechanic congratulated themselves . <eos>,The surgeons said that the mechanic congratulated themselves .
17,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,congratulated,themselves,The bankers said that the surgeon congratulated themselves . <eos>,The bankers said that the surgeon congratulated themselves .
17,embed,nonlocal,0,d,local_subj,number,surgeons,banker,congratulated,themselves,The surgeons said that the banker congratulated themselves . <eos>,The surgeons said that the banker congratulated themselves .
17,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,congratulated,themselves,The mechanic said that the surgeons congratulated themselves . <eos>,The mechanic said that the surgeons congratulated themselves .
17,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,congratulated,themselves,The surgeon said that the mechanics congratulated themselves . <eos>,The surgeon said that the mechanics congratulated themselves .
17,embed,local,1,c,nonlocal_subj,number,banker,surgeons,congratulated,themselves,The banker said that the surgeons congratulated themselves . <eos>,The banker said that the surgeons congratulated themselves .
17,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,congratulated,themselves,The surgeon said that the bankers congratulated themselves . <eos>,The surgeon said that the bankers congratulated themselves .
18,embed,local,1,a,none,none,mechanics,surgeons,embarrassed,themselves,The mechanics said that the surgeons embarrassed themselves . <eos>,The mechanics said that the surgeons embarrassed themselves .
18,embed,local,1,b,none,none,surgeons,mechanics,embarrassed,themselves,The surgeons said that the mechanics embarrassed themselves . <eos>,The surgeons said that the mechanics embarrassed themselves .
18,embed,local,1,c,none,none,bankers,surgeons,embarrassed,themselves,The bankers said that the surgeons embarrassed themselves . <eos>,The bankers said that the surgeons embarrassed themselves .
18,embed,local,1,d,none,none,surgeons,bankers,embarrassed,themselves,The surgeons said that the bankers embarrassed themselves . <eos>,The surgeons said that the bankers embarrassed themselves .
18,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,embarrassed,themselves,The mechanics said that the surgeon embarrassed themselves . <eos>,The mechanics said that the surgeon embarrassed themselves .
18,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,embarrassed,themselves,The surgeons said that the mechanic embarrassed themselves . <eos>,The surgeons said that the mechanic embarrassed themselves .
18,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,embarrassed,themselves,The bankers said that the surgeon embarrassed themselves . <eos>,The bankers said that the surgeon embarrassed themselves .
18,embed,nonlocal,0,d,local_subj,number,surgeons,banker,embarrassed,themselves,The surgeons said that the banker embarrassed themselves . <eos>,The surgeons said that the banker embarrassed themselves .
18,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,embarrassed,themselves,The mechanic said that the surgeons embarrassed themselves . <eos>,The mechanic said that the surgeons embarrassed themselves .
18,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,embarrassed,themselves,The surgeon said that the mechanics embarrassed themselves . <eos>,The surgeon said that the mechanics embarrassed themselves .
18,embed,local,1,c,nonlocal_subj,number,banker,surgeons,embarrassed,themselves,The banker said that the surgeons embarrassed themselves . <eos>,The banker said that the surgeons embarrassed themselves .
18,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,embarrassed,themselves,The surgeon said that the bankers embarrassed themselves . <eos>,The surgeon said that the bankers embarrassed themselves .
19,embed,local,1,a,none,none,mechanics,surgeons,disguised,themselves,The mechanics said that the surgeons disguised themselves . <eos>,The mechanics said that the surgeons disguised themselves .
19,embed,local,1,b,none,none,surgeons,mechanics,disguised,themselves,The surgeons said that the mechanics disguised themselves . <eos>,The surgeons said that the mechanics disguised themselves .
19,embed,local,1,c,none,none,bankers,surgeons,disguised,themselves,The bankers said that the surgeons disguised themselves . <eos>,The bankers said that the surgeons disguised themselves .
19,embed,local,1,d,none,none,surgeons,bankers,disguised,themselves,The surgeons said that the bankers disguised themselves . <eos>,The surgeons said that the bankers disguised themselves .
19,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,disguised,themselves,The mechanics said that the surgeon disguised themselves . <eos>,The mechanics said that the surgeon disguised themselves .
19,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,disguised,themselves,The surgeons said that the mechanic disguised themselves . <eos>,The surgeons said that the mechanic disguised themselves .
19,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,disguised,themselves,The bankers said that the surgeon disguised themselves . <eos>,The bankers said that the surgeon disguised themselves .
19,embed,nonlocal,0,d,local_subj,number,surgeons,banker,disguised,themselves,The surgeons said that the banker disguised themselves . <eos>,The surgeons said that the banker disguised themselves .
19,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,disguised,themselves,The mechanic said that the surgeons disguised themselves . <eos>,The mechanic said that the surgeons disguised themselves .
19,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,disguised,themselves,The surgeon said that the mechanics disguised themselves . <eos>,The surgeon said that the mechanics disguised themselves .
19,embed,local,1,c,nonlocal_subj,number,banker,surgeons,disguised,themselves,The banker said that the surgeons disguised themselves . <eos>,The banker said that the surgeons disguised themselves .
19,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,disguised,themselves,The surgeon said that the bankers disguised themselves . <eos>,The surgeon said that the bankers disguised themselves .
20,embed,local,1,a,none,none,mechanics,surgeons,hated,themselves,The mechanics said that the surgeons hated themselves . <eos>,The mechanics said that the surgeons hated themselves .
20,embed,local,1,b,none,none,surgeons,mechanics,hated,themselves,The surgeons said that the mechanics hated themselves . <eos>,The surgeons said that the mechanics hated themselves .
20,embed,local,1,c,none,none,bankers,surgeons,hated,themselves,The bankers said that the surgeons hated themselves . <eos>,The bankers said that the surgeons hated themselves .
20,embed,local,1,d,none,none,surgeons,bankers,hated,themselves,The surgeons said that the bankers hated themselves . <eos>,The surgeons said that the bankers hated themselves .
20,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,hated,themselves,The mechanics said that the surgeon hated themselves . <eos>,The mechanics said that the surgeon hated themselves .
20,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,hated,themselves,The surgeons said that the mechanic hated themselves . <eos>,The surgeons said that the mechanic hated themselves .
20,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,hated,themselves,The bankers said that the surgeon hated themselves . <eos>,The bankers said that the surgeon hated themselves .
20,embed,nonlocal,0,d,local_subj,number,surgeons,banker,hated,themselves,The surgeons said that the banker hated themselves . <eos>,The surgeons said that the banker hated themselves .
20,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,hated,themselves,The mechanic said that the surgeons hated themselves . <eos>,The mechanic said that the surgeons hated themselves .
20,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,hated,themselves,The surgeon said that the mechanics hated themselves . <eos>,The surgeon said that the mechanics hated themselves .
20,embed,local,1,c,nonlocal_subj,number,banker,surgeons,hated,themselves,The banker said that the surgeons hated themselves . <eos>,The banker said that the surgeons hated themselves .
20,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,hated,themselves,The surgeon said that the bankers hated themselves . <eos>,The surgeon said that the bankers hated themselves .
21,embed,local,1,a,none,none,mechanics,surgeons,doubted,themselves,The mechanics said that the surgeons doubted themselves . <eos>,The mechanics said that the surgeons doubted themselves .
21,embed,local,1,b,none,none,surgeons,mechanics,doubted,themselves,The surgeons said that the mechanics doubted themselves . <eos>,The surgeons said that the mechanics doubted themselves .
21,embed,local,1,c,none,none,bankers,surgeons,doubted,themselves,The bankers said that the surgeons doubted themselves . <eos>,The bankers said that the surgeons doubted themselves .
21,embed,local,1,d,none,none,surgeons,bankers,doubted,themselves,The surgeons said that the bankers doubted themselves . <eos>,The surgeons said that the bankers doubted themselves .
21,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,doubted,themselves,The mechanics said that the surgeon doubted themselves . <eos>,The mechanics said that the surgeon doubted themselves .
21,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,doubted,themselves,The surgeons said that the mechanic doubted themselves . <eos>,The surgeons said that the mechanic doubted themselves .
21,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,doubted,themselves,The bankers said that the surgeon doubted themselves . <eos>,The bankers said that the surgeon doubted themselves .
21,embed,nonlocal,0,d,local_subj,number,surgeons,banker,doubted,themselves,The surgeons said that the banker doubted themselves . <eos>,The surgeons said that the banker doubted themselves .
21,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,doubted,themselves,The mechanic said that the surgeons doubted themselves . <eos>,The mechanic said that the surgeons doubted themselves .
21,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,doubted,themselves,The surgeon said that the mechanics doubted themselves . <eos>,The surgeon said that the mechanics doubted themselves .
21,embed,local,1,c,nonlocal_subj,number,banker,surgeons,doubted,themselves,The banker said that the surgeons doubted themselves . <eos>,The banker said that the surgeons doubted themselves .
21,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,doubted,themselves,The surgeon said that the bankers doubted themselves . <eos>,The surgeon said that the bankers doubted themselves .
22,embed,local,1,a,none,none,mechanics,farmers,hurt,themselves,The mechanics said that the farmers hurt themselves . <eos>,The mechanics said that the farmers hurt themselves .
22,embed,local,1,b,none,none,farmers,mechanics,hurt,themselves,The farmers said that the mechanics hurt themselves . <eos>,The farmers said that the mechanics hurt themselves .
22,embed,local,1,c,none,none,bankers,farmers,hurt,themselves,The bankers said that the farmers hurt themselves . <eos>,The bankers said that the farmers hurt themselves .
22,embed,local,1,d,none,none,farmers,bankers,hurt,themselves,The farmers said that the bankers hurt themselves . <eos>,The farmers said that the bankers hurt themselves .
22,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,hurt,themselves,The mechanics said that the farmer hurt themselves . <eos>,The mechanics said that the farmer hurt themselves .
22,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,hurt,themselves,The farmers said that the mechanic hurt themselves . <eos>,The farmers said that the mechanic hurt themselves .
22,embed,nonlocal,0,c,local_subj,number,bankers,farmer,hurt,themselves,The bankers said that the farmer hurt themselves . <eos>,The bankers said that the farmer hurt themselves .
22,embed,nonlocal,0,d,local_subj,number,farmers,banker,hurt,themselves,The farmers said that the banker hurt themselves . <eos>,The farmers said that the banker hurt themselves .
22,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,hurt,themselves,The mechanic said that the farmers hurt themselves . <eos>,The mechanic said that the farmers hurt themselves .
22,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,hurt,themselves,The farmer said that the mechanics hurt themselves . <eos>,The farmer said that the mechanics hurt themselves .
22,embed,local,1,c,nonlocal_subj,number,banker,farmers,hurt,themselves,The banker said that the farmers hurt themselves . <eos>,The banker said that the farmers hurt themselves .
22,embed,local,1,d,nonlocal_subj,number,farmer,bankers,hurt,themselves,The farmer said that the bankers hurt themselves . <eos>,The farmer said that the bankers hurt themselves .
23,embed,local,1,a,none,none,mechanics,farmers,injured,themselves,The mechanics said that the farmers injured themselves . <eos>,The mechanics said that the farmers injured themselves .
23,embed,local,1,b,none,none,farmers,mechanics,injured,themselves,The farmers said that the mechanics injured themselves . <eos>,The farmers said that the mechanics injured themselves .
23,embed,local,1,c,none,none,bankers,farmers,injured,themselves,The bankers said that the farmers injured themselves . <eos>,The bankers said that the farmers injured themselves .
23,embed,local,1,d,none,none,farmers,bankers,injured,themselves,The farmers said that the bankers injured themselves . <eos>,The farmers said that the bankers injured themselves .
23,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,injured,themselves,The mechanics said that the farmer injured themselves . <eos>,The mechanics said that the farmer injured themselves .
23,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,injured,themselves,The farmers said that the mechanic injured themselves . <eos>,The farmers said that the mechanic injured themselves .
23,embed,nonlocal,0,c,local_subj,number,bankers,farmer,injured,themselves,The bankers said that the farmer injured themselves . <eos>,The bankers said that the farmer injured themselves .
23,embed,nonlocal,0,d,local_subj,number,farmers,banker,injured,themselves,The farmers said that the banker injured themselves . <eos>,The farmers said that the banker injured themselves .
23,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,injured,themselves,The mechanic said that the farmers injured themselves . <eos>,The mechanic said that the farmers injured themselves .
23,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,injured,themselves,The farmer said that the mechanics injured themselves . <eos>,The farmer said that the mechanics injured themselves .
23,embed,local,1,c,nonlocal_subj,number,banker,farmers,injured,themselves,The banker said that the farmers injured themselves . <eos>,The banker said that the farmers injured themselves .
23,embed,local,1,d,nonlocal_subj,number,farmer,bankers,injured,themselves,The farmer said that the bankers injured themselves . <eos>,The farmer said that the bankers injured themselves .
24,embed,local,1,a,none,none,mechanics,farmers,congratulated,themselves,The mechanics said that the farmers congratulated themselves . <eos>,The mechanics said that the farmers congratulated themselves .
24,embed,local,1,b,none,none,farmers,mechanics,congratulated,themselves,The farmers said that the mechanics congratulated themselves . <eos>,The farmers said that the mechanics congratulated themselves .
24,embed,local,1,c,none,none,bankers,farmers,congratulated,themselves,The bankers said that the farmers congratulated themselves . <eos>,The bankers said that the farmers congratulated themselves .
24,embed,local,1,d,none,none,farmers,bankers,congratulated,themselves,The farmers said that the bankers congratulated themselves . <eos>,The farmers said that the bankers congratulated themselves .
24,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,congratulated,themselves,The mechanics said that the farmer congratulated themselves . <eos>,The mechanics said that the farmer congratulated themselves .
24,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,congratulated,themselves,The farmers said that the mechanic congratulated themselves . <eos>,The farmers said that the mechanic congratulated themselves .
24,embed,nonlocal,0,c,local_subj,number,bankers,farmer,congratulated,themselves,The bankers said that the farmer congratulated themselves . <eos>,The bankers said that the farmer congratulated themselves .
24,embed,nonlocal,0,d,local_subj,number,farmers,banker,congratulated,themselves,The farmers said that the banker congratulated themselves . <eos>,The farmers said that the banker congratulated themselves .
24,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,congratulated,themselves,The mechanic said that the farmers congratulated themselves . <eos>,The mechanic said that the farmers congratulated themselves .
24,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,congratulated,themselves,The farmer said that the mechanics congratulated themselves . <eos>,The farmer said that the mechanics congratulated themselves .
24,embed,local,1,c,nonlocal_subj,number,banker,farmers,congratulated,themselves,The banker said that the farmers congratulated themselves . <eos>,The banker said that the farmers congratulated themselves .
24,embed,local,1,d,nonlocal_subj,number,farmer,bankers,congratulated,themselves,The farmer said that the bankers congratulated themselves . <eos>,The farmer said that the bankers congratulated themselves .
25,embed,local,1,a,none,none,mechanics,farmers,embarrassed,themselves,The mechanics said that the farmers embarrassed themselves . <eos>,The mechanics said that the farmers embarrassed themselves .
25,embed,local,1,b,none,none,farmers,mechanics,embarrassed,themselves,The farmers said that the mechanics embarrassed themselves . <eos>,The farmers said that the mechanics embarrassed themselves .
25,embed,local,1,c,none,none,bankers,farmers,embarrassed,themselves,The bankers said that the farmers embarrassed themselves . <eos>,The bankers said that the farmers embarrassed themselves .
25,embed,local,1,d,none,none,farmers,bankers,embarrassed,themselves,The farmers said that the bankers embarrassed themselves . <eos>,The farmers said that the bankers embarrassed themselves .
25,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,embarrassed,themselves,The mechanics said that the farmer embarrassed themselves . <eos>,The mechanics said that the farmer embarrassed themselves .
25,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,embarrassed,themselves,The farmers said that the mechanic embarrassed themselves . <eos>,The farmers said that the mechanic embarrassed themselves .
25,embed,nonlocal,0,c,local_subj,number,bankers,farmer,embarrassed,themselves,The bankers said that the farmer embarrassed themselves . <eos>,The bankers said that the farmer embarrassed themselves .
25,embed,nonlocal,0,d,local_subj,number,farmers,banker,embarrassed,themselves,The farmers said that the banker embarrassed themselves . <eos>,The farmers said that the banker embarrassed themselves .
25,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,embarrassed,themselves,The mechanic said that the farmers embarrassed themselves . <eos>,The mechanic said that the farmers embarrassed themselves .
25,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,embarrassed,themselves,The farmer said that the mechanics embarrassed themselves . <eos>,The farmer said that the mechanics embarrassed themselves .
25,embed,local,1,c,nonlocal_subj,number,banker,farmers,embarrassed,themselves,The banker said that the farmers embarrassed themselves . <eos>,The banker said that the farmers embarrassed themselves .
25,embed,local,1,d,nonlocal_subj,number,farmer,bankers,embarrassed,themselves,The farmer said that the bankers embarrassed themselves . <eos>,The farmer said that the bankers embarrassed themselves .
26,embed,local,1,a,none,none,mechanics,farmers,disguised,themselves,The mechanics said that the farmers disguised themselves . <eos>,The mechanics said that the farmers disguised themselves .
26,embed,local,1,b,none,none,farmers,mechanics,disguised,themselves,The farmers said that the mechanics disguised themselves . <eos>,The farmers said that the mechanics disguised themselves .
26,embed,local,1,c,none,none,bankers,farmers,disguised,themselves,The bankers said that the farmers disguised themselves . <eos>,The bankers said that the farmers disguised themselves .
26,embed,local,1,d,none,none,farmers,bankers,disguised,themselves,The farmers said that the bankers disguised themselves . <eos>,The farmers said that the bankers disguised themselves .
26,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,disguised,themselves,The mechanics said that the farmer disguised themselves . <eos>,The mechanics said that the farmer disguised themselves .
26,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,disguised,themselves,The farmers said that the mechanic disguised themselves . <eos>,The farmers said that the mechanic disguised themselves .
26,embed,nonlocal,0,c,local_subj,number,bankers,farmer,disguised,themselves,The bankers said that the farmer disguised themselves . <eos>,The bankers said that the farmer disguised themselves .
26,embed,nonlocal,0,d,local_subj,number,farmers,banker,disguised,themselves,The farmers said that the banker disguised themselves . <eos>,The farmers said that the banker disguised themselves .
26,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,disguised,themselves,The mechanic said that the farmers disguised themselves . <eos>,The mechanic said that the farmers disguised themselves .
26,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,disguised,themselves,The farmer said that the mechanics disguised themselves . <eos>,The farmer said that the mechanics disguised themselves .
26,embed,local,1,c,nonlocal_subj,number,banker,farmers,disguised,themselves,The banker said that the farmers disguised themselves . <eos>,The banker said that the farmers disguised themselves .
26,embed,local,1,d,nonlocal_subj,number,farmer,bankers,disguised,themselves,The farmer said that the bankers disguised themselves . <eos>,The farmer said that the bankers disguised themselves .
27,embed,local,1,a,none,none,mechanics,farmers,hated,themselves,The mechanics said that the farmers hated themselves . <eos>,The mechanics said that the farmers hated themselves .
27,embed,local,1,b,none,none,farmers,mechanics,hated,themselves,The farmers said that the mechanics hated themselves . <eos>,The farmers said that the mechanics hated themselves .
27,embed,local,1,c,none,none,bankers,farmers,hated,themselves,The bankers said that the farmers hated themselves . <eos>,The bankers said that the farmers hated themselves .
27,embed,local,1,d,none,none,farmers,bankers,hated,themselves,The farmers said that the bankers hated themselves . <eos>,The farmers said that the bankers hated themselves .
27,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,hated,themselves,The mechanics said that the farmer hated themselves . <eos>,The mechanics said that the farmer hated themselves .
27,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,hated,themselves,The farmers said that the mechanic hated themselves . <eos>,The farmers said that the mechanic hated themselves .
27,embed,nonlocal,0,c,local_subj,number,bankers,farmer,hated,themselves,The bankers said that the farmer hated themselves . <eos>,The bankers said that the farmer hated themselves .
27,embed,nonlocal,0,d,local_subj,number,farmers,banker,hated,themselves,The farmers said that the banker hated themselves . <eos>,The farmers said that the banker hated themselves .
27,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,hated,themselves,The mechanic said that the farmers hated themselves . <eos>,The mechanic said that the farmers hated themselves .
27,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,hated,themselves,The farmer said that the mechanics hated themselves . <eos>,The farmer said that the mechanics hated themselves .
27,embed,local,1,c,nonlocal_subj,number,banker,farmers,hated,themselves,The banker said that the farmers hated themselves . <eos>,The banker said that the farmers hated themselves .
27,embed,local,1,d,nonlocal_subj,number,farmer,bankers,hated,themselves,The farmer said that the bankers hated themselves . <eos>,The farmer said that the bankers hated themselves .
28,embed,local,1,a,none,none,mechanics,farmers,doubted,themselves,The mechanics said that the farmers doubted themselves . <eos>,The mechanics said that the farmers doubted themselves .
28,embed,local,1,b,none,none,farmers,mechanics,doubted,themselves,The farmers said that the mechanics doubted themselves . <eos>,The farmers said that the mechanics doubted themselves .
28,embed,local,1,c,none,none,bankers,farmers,doubted,themselves,The bankers said that the farmers doubted themselves . <eos>,The bankers said that the farmers doubted themselves .
28,embed,local,1,d,none,none,farmers,bankers,doubted,themselves,The farmers said that the bankers doubted themselves . <eos>,The farmers said that the bankers doubted themselves .
28,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,doubted,themselves,The mechanics said that the farmer doubted themselves . <eos>,The mechanics said that the farmer doubted themselves .
28,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,doubted,themselves,The farmers said that the mechanic doubted themselves . <eos>,The farmers said that the mechanic doubted themselves .
28,embed,nonlocal,0,c,local_subj,number,bankers,farmer,doubted,themselves,The bankers said that the farmer doubted themselves . <eos>,The bankers said that the farmer doubted themselves .
28,embed,nonlocal,0,d,local_subj,number,farmers,banker,doubted,themselves,The farmers said that the banker doubted themselves . <eos>,The farmers said that the banker doubted themselves .
28,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,doubted,themselves,The mechanic said that the farmers doubted themselves . <eos>,The mechanic said that the farmers doubted themselves .
28,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,doubted,themselves,The farmer said that the mechanics doubted themselves . <eos>,The farmer said that the mechanics doubted themselves .
28,embed,local,1,c,nonlocal_subj,number,banker,farmers,doubted,themselves,The banker said that the farmers doubted themselves . <eos>,The banker said that the farmers doubted themselves .
28,embed,local,1,d,nonlocal_subj,number,farmer,bankers,doubted,themselves,The farmer said that the bankers doubted themselves . <eos>,The farmer said that the bankers doubted themselves .
29,embed,local,1,a,none,none,mechanics,managers,hurt,themselves,The mechanics said that the managers hurt themselves . <eos>,The mechanics said that the managers hurt themselves .
29,embed,local,1,b,none,none,managers,mechanics,hurt,themselves,The managers said that the mechanics hurt themselves . <eos>,The managers said that the mechanics hurt themselves .
29,embed,local,1,c,none,none,bankers,managers,hurt,themselves,The bankers said that the managers hurt themselves . <eos>,The bankers said that the managers hurt themselves .
29,embed,local,1,d,none,none,managers,bankers,hurt,themselves,The managers said that the bankers hurt themselves . <eos>,The managers said that the bankers hurt themselves .
29,embed,nonlocal,0,a,local_subj,number,mechanics,manager,hurt,themselves,The mechanics said that the manager hurt themselves . <eos>,The mechanics said that the manager hurt themselves .
29,embed,nonlocal,0,b,local_subj,number,managers,mechanic,hurt,themselves,The managers said that the mechanic hurt themselves . <eos>,The managers said that the mechanic hurt themselves .
29,embed,nonlocal,0,c,local_subj,number,bankers,manager,hurt,themselves,The bankers said that the manager hurt themselves . <eos>,The bankers said that the manager hurt themselves .
29,embed,nonlocal,0,d,local_subj,number,managers,banker,hurt,themselves,The managers said that the banker hurt themselves . <eos>,The managers said that the banker hurt themselves .
29,embed,local,1,a,nonlocal_subj,number,mechanic,managers,hurt,themselves,The mechanic said that the managers hurt themselves . <eos>,The mechanic said that the managers hurt themselves .
29,embed,local,1,b,nonlocal_subj,number,manager,mechanics,hurt,themselves,The manager said that the mechanics hurt themselves . <eos>,The manager said that the mechanics hurt themselves .
29,embed,local,1,c,nonlocal_subj,number,banker,managers,hurt,themselves,The banker said that the managers hurt themselves . <eos>,The banker said that the managers hurt themselves .
29,embed,local,1,d,nonlocal_subj,number,manager,bankers,hurt,themselves,The manager said that the bankers hurt themselves . <eos>,The manager said that the bankers hurt themselves .
30,embed,local,1,a,none,none,mechanics,managers,injured,themselves,The mechanics said that the managers injured themselves . <eos>,The mechanics said that the managers injured themselves .
30,embed,local,1,b,none,none,managers,mechanics,injured,themselves,The managers said that the mechanics injured themselves . <eos>,The managers said that the mechanics injured themselves .
30,embed,local,1,c,none,none,bankers,managers,injured,themselves,The bankers said that the managers injured themselves . <eos>,The bankers said that the managers injured themselves .
30,embed,local,1,d,none,none,managers,bankers,injured,themselves,The managers said that the bankers injured themselves . <eos>,The managers said that the bankers injured themselves .
30,embed,nonlocal,0,a,local_subj,number,mechanics,manager,injured,themselves,The mechanics said that the manager injured themselves . <eos>,The mechanics said that the manager injured themselves .
30,embed,nonlocal,0,b,local_subj,number,managers,mechanic,injured,themselves,The managers said that the mechanic injured themselves . <eos>,The managers said that the mechanic injured themselves .
30,embed,nonlocal,0,c,local_subj,number,bankers,manager,injured,themselves,The bankers said that the manager injured themselves . <eos>,The bankers said that the manager injured themselves .
30,embed,nonlocal,0,d,local_subj,number,managers,banker,injured,themselves,The managers said that the banker injured themselves . <eos>,The managers said that the banker injured themselves .
30,embed,local,1,a,nonlocal_subj,number,mechanic,managers,injured,themselves,The mechanic said that the managers injured themselves . <eos>,The mechanic said that the managers injured themselves .
30,embed,local,1,b,nonlocal_subj,number,manager,mechanics,injured,themselves,The manager said that the mechanics injured themselves . <eos>,The manager said that the mechanics injured themselves .
30,embed,local,1,c,nonlocal_subj,number,banker,managers,injured,themselves,The banker said that the managers injured themselves . <eos>,The banker said that the managers injured themselves .
30,embed,local,1,d,nonlocal_subj,number,manager,bankers,injured,themselves,The manager said that the bankers injured themselves . <eos>,The manager said that the bankers injured themselves .
31,embed,local,1,a,none,none,mechanics,managers,congratulated,themselves,The mechanics said that the managers congratulated themselves . <eos>,The mechanics said that the managers congratulated themselves .
31,embed,local,1,b,none,none,managers,mechanics,congratulated,themselves,The managers said that the mechanics congratulated themselves . <eos>,The managers said that the mechanics congratulated themselves .
