item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
18,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,devoted,them,The daughter said that the girls devoted them . <eos>,The daughter said that the girls devoted them .
18,embed,local,0,a,male,local_subj,number,boys,son,devoted,them,The boys said that the son devoted them . <eos>,The boys said that the son devoted them .
18,embed,local,0,b,male,local_subj,number,sons,boy,devoted,them,The sons said that the boy devoted them . <eos>,The sons said that the boy devoted them .
18,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,devoted,them,The girls said that the daughter devoted them . <eos>,The girls said that the daughter devoted them .
18,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,devoted,them,The daughters said that the girl devoted them . <eos>,The daughters said that the girl devoted them .
19,embed,nonlocal,1,a,male,none,none,boys,sons,considered,them,The boys said that the sons considered them . <eos>,The boys said that the sons considered them .
19,embed,nonlocal,1,b,male,none,none,sons,boys,considered,them,The sons said that the boys considered them . <eos>,The sons said that the boys considered them .
19,embed,local,0,a,female,none,none,girls,daughters,considered,them,The girls said that the daughters considered them . <eos>,The girls said that the daughters considered them .
19,embed,local,0,b,female,none,none,daughters,girls,considered,them,The daughters said that the girls considered them . <eos>,The daughters said that the girls considered them .
19,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,considered,them,The boy said that the sons considered them . <eos>,The boy said that the sons considered them .
19,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,considered,them,The son said that the boys considered them . <eos>,The son said that the boys considered them .
19,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,considered,them,The girl said that the daughters considered them . <eos>,The girl said that the daughters considered them .
19,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,considered,them,The daughter said that the girls considered them . <eos>,The daughter said that the girls considered them .
19,embed,local,0,a,male,local_subj,number,boys,son,considered,them,The boys said that the son considered them . <eos>,The boys said that the son considered them .
19,embed,local,0,b,male,local_subj,number,sons,boy,considered,them,The sons said that the boy considered them . <eos>,The sons said that the boy considered them .
19,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,considered,them,The girls said that the daughter considered them . <eos>,The girls said that the daughter considered them .
19,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,considered,them,The daughters said that the girl considered them . <eos>,The daughters said that the girl considered them .
20,embed,nonlocal,1,a,male,none,none,boys,sons,identified,them,The boys said that the sons identified them . <eos>,The boys said that the sons identified them .
20,embed,nonlocal,1,b,male,none,none,sons,boys,identified,them,The sons said that the boys identified them . <eos>,The sons said that the boys identified them .
20,embed,local,0,a,female,none,none,girls,daughters,identified,them,The girls said that the daughters identified them . <eos>,The girls said that the daughters identified them .
20,embed,local,0,b,female,none,none,daughters,girls,identified,them,The daughters said that the girls identified them . <eos>,The daughters said that the girls identified them .
20,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,identified,them,The boy said that the sons identified them . <eos>,The boy said that the sons identified them .
20,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,identified,them,The son said that the boys identified them . <eos>,The son said that the boys identified them .
20,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,identified,them,The girl said that the daughters identified them . <eos>,The girl said that the daughters identified them .
20,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,identified,them,The daughter said that the girls identified them . <eos>,The daughter said that the girls identified them .
20,embed,local,0,a,male,local_subj,number,boys,son,identified,them,The boys said that the son identified them . <eos>,The boys said that the son identified them .
20,embed,local,0,b,male,local_subj,number,sons,boy,identified,them,The sons said that the boy identified them . <eos>,The sons said that the boy identified them .
20,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,identified,them,The girls said that the daughter identified them . <eos>,The girls said that the daughter identified them .
20,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,identified,them,The daughters said that the girl identified them . <eos>,The daughters said that the girl identified them .
21,embed,nonlocal,1,a,male,none,none,boys,sons,made,them,The boys said that the sons made them . <eos>,The boys said that the sons made them .
21,embed,nonlocal,1,b,male,none,none,sons,boys,made,them,The sons said that the boys made them . <eos>,The sons said that the boys made them .
21,embed,local,0,a,female,none,none,girls,daughters,made,them,The girls said that the daughters made them . <eos>,The girls said that the daughters made them .
21,embed,local,0,b,female,none,none,daughters,girls,made,them,The daughters said that the girls made them . <eos>,The daughters said that the girls made them .
21,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,made,them,The boy said that the sons made them . <eos>,The boy said that the sons made them .
21,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,made,them,The son said that the boys made them . <eos>,The son said that the boys made them .
21,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,made,them,The girl said that the daughters made them . <eos>,The girl said that the daughters made them .
21,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,made,them,The daughter said that the girls made them . <eos>,The daughter said that the girls made them .
21,embed,local,0,a,male,local_subj,number,boys,son,made,them,The boys said that the son made them . <eos>,The boys said that the son made them .
21,embed,local,0,b,male,local_subj,number,sons,boy,made,them,The sons said that the boy made them . <eos>,The sons said that the boy made them .
21,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,made,them,The girls said that the daughter made them . <eos>,The girls said that the daughter made them .
21,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,made,them,The daughters said that the girl made them . <eos>,The daughters said that the girl made them .
22,embed,nonlocal,1,a,male,none,none,boys,sons,found,them,The boys said that the sons found them . <eos>,The boys said that the sons found them .
22,embed,nonlocal,1,b,male,none,none,sons,boys,found,them,The sons said that the boys found them . <eos>,The sons said that the boys found them .
22,embed,local,0,a,female,none,none,girls,daughters,found,them,The girls said that the daughters found them . <eos>,The girls said that the daughters found them .
22,embed,local,0,b,female,none,none,daughters,girls,found,them,The daughters said that the girls found them . <eos>,The daughters said that the girls found them .
22,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,found,them,The boy said that the sons found them . <eos>,The boy said that the sons found them .
22,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,found,them,The son said that the boys found them . <eos>,The son said that the boys found them .
22,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,found,them,The girl said that the daughters found them . <eos>,The girl said that the daughters found them .
22,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,found,them,The daughter said that the girls found them . <eos>,The daughter said that the girls found them .
22,embed,local,0,a,male,local_subj,number,boys,son,found,them,The boys said that the son found them . <eos>,The boys said that the son found them .
22,embed,local,0,b,male,local_subj,number,sons,boy,found,them,The sons said that the boy found them . <eos>,The sons said that the boy found them .
22,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,found,them,The girls said that the daughter found them . <eos>,The girls said that the daughter found them .
22,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,found,them,The daughters said that the girl found them . <eos>,The daughters said that the girl found them .
23,embed,nonlocal,1,a,male,none,none,boys,sons,distinguished,them,The boys said that the sons distinguished them . <eos>,The boys said that the sons distinguished them .
23,embed,nonlocal,1,b,male,none,none,sons,boys,distinguished,them,The sons said that the boys distinguished them . <eos>,The sons said that the boys distinguished them .
23,embed,local,0,a,female,none,none,girls,daughters,distinguished,them,The girls said that the daughters distinguished them . <eos>,The girls said that the daughters distinguished them .
23,embed,local,0,b,female,none,none,daughters,girls,distinguished,them,The daughters said that the girls distinguished them . <eos>,The daughters said that the girls distinguished them .
23,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,distinguished,them,The boy said that the sons distinguished them . <eos>,The boy said that the sons distinguished them .
23,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,distinguished,them,The son said that the boys distinguished them . <eos>,The son said that the boys distinguished them .
23,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,distinguished,them,The girl said that the daughters distinguished them . <eos>,The girl said that the daughters distinguished them .
23,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,distinguished,them,The daughter said that the girls distinguished them . <eos>,The daughter said that the girls distinguished them .
23,embed,local,0,a,male,local_subj,number,boys,son,distinguished,them,The boys said that the son distinguished them . <eos>,The boys said that the son distinguished them .
23,embed,local,0,b,male,local_subj,number,sons,boy,distinguished,them,The sons said that the boy distinguished them . <eos>,The sons said that the boy distinguished them .
23,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,distinguished,them,The girls said that the daughter distinguished them . <eos>,The girls said that the daughter distinguished them .
23,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,distinguished,them,The daughters said that the girl distinguished them . <eos>,The daughters said that the girl distinguished them .
24,embed,nonlocal,1,a,male,none,none,boys,sons,taught,them,The boys said that the sons taught them . <eos>,The boys said that the sons taught them .
24,embed,nonlocal,1,b,male,none,none,sons,boys,taught,them,The sons said that the boys taught them . <eos>,The sons said that the boys taught them .
24,embed,local,0,a,female,none,none,girls,daughters,taught,them,The girls said that the daughters taught them . <eos>,The girls said that the daughters taught them .
24,embed,local,0,b,female,none,none,daughters,girls,taught,them,The daughters said that the girls taught them . <eos>,The daughters said that the girls taught them .
24,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,taught,them,The boy said that the sons taught them . <eos>,The boy said that the sons taught them .
24,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,taught,them,The son said that the boys taught them . <eos>,The son said that the boys taught them .
24,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,taught,them,The girl said that the daughters taught them . <eos>,The girl said that the daughters taught them .
24,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,taught,them,The daughter said that the girls taught them . <eos>,The daughter said that the girls taught them .
24,embed,local,0,a,male,local_subj,number,boys,son,taught,them,The boys said that the son taught them . <eos>,The boys said that the son taught them .
24,embed,local,0,b,male,local_subj,number,sons,boy,taught,them,The sons said that the boy taught them . <eos>,The sons said that the boy taught them .
24,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,taught,them,The girls said that the daughter taught them . <eos>,The girls said that the daughter taught them .
24,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,taught,them,The daughters said that the girl taught them . <eos>,The daughters said that the girl taught them .
25,embed,nonlocal,1,a,male,none,none,boys,sons,killed,them,The boys said that the sons killed them . <eos>,The boys said that the sons killed them .
25,embed,nonlocal,1,b,male,none,none,sons,boys,killed,them,The sons said that the boys killed them . <eos>,The sons said that the boys killed them .
25,embed,local,0,a,female,none,none,girls,daughters,killed,them,The girls said that the daughters killed them . <eos>,The girls said that the daughters killed them .
25,embed,local,0,b,female,none,none,daughters,girls,killed,them,The daughters said that the girls killed them . <eos>,The daughters said that the girls killed them .
25,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,killed,them,The boy said that the sons killed them . <eos>,The boy said that the sons killed them .
25,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,killed,them,The son said that the boys killed them . <eos>,The son said that the boys killed them .
25,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,killed,them,The girl said that the daughters killed them . <eos>,The girl said that the daughters killed them .
25,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,killed,them,The daughter said that the girls killed them . <eos>,The daughter said that the girls killed them .
25,embed,local,0,a,male,local_subj,number,boys,son,killed,them,The boys said that the son killed them . <eos>,The boys said that the son killed them .
25,embed,local,0,b,male,local_subj,number,sons,boy,killed,them,The sons said that the boy killed them . <eos>,The sons said that the boy killed them .
25,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,killed,them,The girls said that the daughter killed them . <eos>,The girls said that the daughter killed them .
25,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,killed,them,The daughters said that the girl killed them . <eos>,The daughters said that the girl killed them .
26,embed,nonlocal,1,a,male,none,none,boys,sons,called,them,The boys said that the sons called them . <eos>,The boys said that the sons called them .
26,embed,nonlocal,1,b,male,none,none,sons,boys,called,them,The sons said that the boys called them . <eos>,The sons said that the boys called them .
26,embed,local,0,a,female,none,none,girls,daughters,called,them,The girls said that the daughters called them . <eos>,The girls said that the daughters called them .
26,embed,local,0,b,female,none,none,daughters,girls,called,them,The daughters said that the girls called them . <eos>,The daughters said that the girls called them .
26,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,called,them,The boy said that the sons called them . <eos>,The boy said that the sons called them .
26,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,called,them,The son said that the boys called them . <eos>,The son said that the boys called them .
26,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,called,them,The girl said that the daughters called them . <eos>,The girl said that the daughters called them .
26,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,called,them,The daughter said that the girls called them . <eos>,The daughter said that the girls called them .
26,embed,local,0,a,male,local_subj,number,boys,son,called,them,The boys said that the son called them . <eos>,The boys said that the son called them .
26,embed,local,0,b,male,local_subj,number,sons,boy,called,them,The sons said that the boy called them . <eos>,The sons said that the boy called them .
26,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,called,them,The girls said that the daughter called them . <eos>,The girls said that the daughter called them .
26,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,called,them,The daughters said that the girl called them . <eos>,The daughters said that the girl called them .
27,embed,nonlocal,1,a,male,none,none,boys,sons,dedicated,them,The boys said that the sons dedicated them . <eos>,The boys said that the sons dedicated them .
27,embed,nonlocal,1,b,male,none,none,sons,boys,dedicated,them,The sons said that the boys dedicated them . <eos>,The sons said that the boys dedicated them .
27,embed,local,0,a,female,none,none,girls,daughters,dedicated,them,The girls said that the daughters dedicated them . <eos>,The girls said that the daughters dedicated them .
27,embed,local,0,b,female,none,none,daughters,girls,dedicated,them,The daughters said that the girls dedicated them . <eos>,The daughters said that the girls dedicated them .
27,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,dedicated,them,The boy said that the sons dedicated them . <eos>,The boy said that the sons dedicated them .
27,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,dedicated,them,The son said that the boys dedicated them . <eos>,The son said that the boys dedicated them .
27,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,dedicated,them,The girl said that the daughters dedicated them . <eos>,The girl said that the daughters dedicated them .
27,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,dedicated,them,The daughter said that the girls dedicated them . <eos>,The daughter said that the girls dedicated them .
27,embed,local,0,a,male,local_subj,number,boys,son,dedicated,them,The boys said that the son dedicated them . <eos>,The boys said that the son dedicated them .
27,embed,local,0,b,male,local_subj,number,sons,boy,dedicated,them,The sons said that the boy dedicated them . <eos>,The sons said that the boy dedicated them .
27,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,dedicated,them,The girls said that the daughter dedicated them . <eos>,The girls said that the daughter dedicated them .
27,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,dedicated,them,The daughters said that the girl dedicated them . <eos>,The daughters said that the girl dedicated them .
28,embed,nonlocal,1,a,male,none,none,boys,sons,declared,them,The boys said that the sons declared them . <eos>,The boys said that the sons declared them .
28,embed,nonlocal,1,b,male,none,none,sons,boys,declared,them,The sons said that the boys declared them . <eos>,The sons said that the boys declared them .
28,embed,local,0,a,female,none,none,girls,daughters,declared,them,The girls said that the daughters declared them . <eos>,The girls said that the daughters declared them .
28,embed,local,0,b,female,none,none,daughters,girls,declared,them,The daughters said that the girls declared them . <eos>,The daughters said that the girls declared them .
28,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,declared,them,The boy said that the sons declared them . <eos>,The boy said that the sons declared them .
28,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,declared,them,The son said that the boys declared them . <eos>,The son said that the boys declared them .
28,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,declared,them,The girl said that the daughters declared them . <eos>,The girl said that the daughters declared them .
28,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,declared,them,The daughter said that the girls declared them . <eos>,The daughter said that the girls declared them .
28,embed,local,0,a,male,local_subj,number,boys,son,declared,them,The boys said that the son declared them . <eos>,The boys said that the son declared them .
28,embed,local,0,b,male,local_subj,number,sons,boy,declared,them,The sons said that the boy declared them . <eos>,The sons said that the boy declared them .
28,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,declared,them,The girls said that the daughter declared them . <eos>,The girls said that the daughter declared them .
28,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,declared,them,The daughters said that the girl declared them . <eos>,The daughters said that the girl declared them .
29,embed,nonlocal,1,a,male,none,none,boys,sons,proved,them,The boys said that the sons proved them . <eos>,The boys said that the sons proved them .
29,embed,nonlocal,1,b,male,none,none,sons,boys,proved,them,The sons said that the boys proved them . <eos>,The sons said that the boys proved them .
29,embed,local,0,a,female,none,none,girls,daughters,proved,them,The girls said that the daughters proved them . <eos>,The girls said that the daughters proved them .
29,embed,local,0,b,female,none,none,daughters,girls,proved,them,The daughters said that the girls proved them . <eos>,The daughters said that the girls proved them .
29,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,proved,them,The boy said that the sons proved them . <eos>,The boy said that the sons proved them .
29,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,proved,them,The son said that the boys proved them . <eos>,The son said that the boys proved them .
29,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,proved,them,The girl said that the daughters proved them . <eos>,The girl said that the daughters proved them .
29,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,proved,them,The daughter said that the girls proved them . <eos>,The daughter said that the girls proved them .
29,embed,local,0,a,male,local_subj,number,boys,son,proved,them,The boys said that the son proved them . <eos>,The boys said that the son proved them .
29,embed,local,0,b,male,local_subj,number,sons,boy,proved,them,The sons said that the boy proved them . <eos>,The sons said that the boy proved them .
29,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,proved,them,The girls said that the daughter proved them . <eos>,The girls said that the daughter proved them .
29,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,proved,them,The daughters said that the girl proved them . <eos>,The daughters said that the girl proved them .
30,embed,nonlocal,1,a,male,none,none,boys,sons,shot,them,The boys said that the sons shot them . <eos>,The boys said that the sons shot them .
30,embed,nonlocal,1,b,male,none,none,sons,boys,shot,them,The sons said that the boys shot them . <eos>,The sons said that the boys shot them .
30,embed,local,0,a,female,none,none,girls,daughters,shot,them,The girls said that the daughters shot them . <eos>,The girls said that the daughters shot them .
30,embed,local,0,b,female,none,none,daughters,girls,shot,them,The daughters said that the girls shot them . <eos>,The daughters said that the girls shot them .
30,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,sons,shot,them,The boy said that the sons shot them . <eos>,The boy said that the sons shot them .
30,embed,nonlocal,1,b,male,nonlocal_subj,number,son,boys,shot,them,The son said that the boys shot them . <eos>,The son said that the boys shot them .
30,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,daughters,shot,them,The girl said that the daughters shot them . <eos>,The girl said that the daughters shot them .
30,embed,nonlocal,1,b,female,nonlocal_subj,number,daughter,girls,shot,them,The daughter said that the girls shot them . <eos>,The daughter said that the girls shot them .
30,embed,local,0,a,male,local_subj,number,boys,son,shot,them,The boys said that the son shot them . <eos>,The boys said that the son shot them .
30,embed,local,0,b,male,local_subj,number,sons,boy,shot,them,The sons said that the boy shot them . <eos>,The sons said that the boy shot them .
30,embed,nonlocal,1,a,female,local_subj,number,girls,daughter,shot,them,The girls said that the daughter shot them . <eos>,The girls said that the daughter shot them .
30,embed,nonlocal,1,b,female,local_subj,number,daughters,girl,shot,them,The daughters said that the girl shot them . <eos>,The daughters said that the girl shot them .
31,embed,nonlocal,1,a,male,none,none,boys,men,saw,them,The boys said that the men saw them . <eos>,The boys said that the men saw them .
31,embed,nonlocal,1,b,male,none,none,men,boys,saw,them,The men said that the boys saw them . <eos>,The men said that the boys saw them .
31,embed,local,0,a,female,none,none,girls,women,saw,them,The girls said that the women saw them . <eos>,The girls said that the women saw them .
31,embed,local,0,b,female,none,none,women,girls,saw,them,The women said that the girls saw them . <eos>,The women said that the girls saw them .
31,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,saw,them,The boy said that the men saw them . <eos>,The boy said that the men saw them .
31,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,saw,them,The man said that the boys saw them . <eos>,The man said that the boys saw them .
31,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,saw,them,The girl said that the women saw them . <eos>,The girl said that the women saw them .
31,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,saw,them,The woman said that the girls saw them . <eos>,The woman said that the girls saw them .
31,embed,local,0,a,male,local_subj,number,boys,man,saw,them,The boys said that the man saw them . <eos>,The boys said that the man saw them .
31,embed,local,0,b,male,local_subj,number,men,boy,saw,them,The men said that the boy saw them . <eos>,The men said that the boy saw them .
31,embed,nonlocal,1,a,female,local_subj,number,girls,woman,saw,them,The girls said that the woman saw them . <eos>,The girls said that the woman saw them .
31,embed,nonlocal,1,b,female,local_subj,number,women,girl,saw,them,The women said that the girl saw them . <eos>,The women said that the girl saw them .
32,embed,nonlocal,1,a,male,none,none,boys,men,established,them,The boys said that the men established them . <eos>,The boys said that the men established them .
32,embed,nonlocal,1,b,male,none,none,men,boys,established,them,The men said that the boys established them . <eos>,The men said that the boys established them .
32,embed,local,0,a,female,none,none,girls,women,established,them,The girls said that the women established them . <eos>,The girls said that the women established them .
32,embed,local,0,b,female,none,none,women,girls,established,them,The women said that the girls established them . <eos>,The women said that the girls established them .
32,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,established,them,The boy said that the men established them . <eos>,The boy said that the men established them .
32,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,established,them,The man said that the boys established them . <eos>,The man said that the boys established them .
32,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,established,them,The girl said that the women established them . <eos>,The girl said that the women established them .
32,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,established,them,The woman said that the girls established them . <eos>,The woman said that the girls established them .
32,embed,local,0,a,male,local_subj,number,boys,man,established,them,The boys said that the man established them . <eos>,The boys said that the man established them .
32,embed,local,0,b,male,local_subj,number,men,boy,established,them,The men said that the boy established them . <eos>,The men said that the boy established them .
32,embed,nonlocal,1,a,female,local_subj,number,girls,woman,established,them,The girls said that the woman established them . <eos>,The girls said that the woman established them .
32,embed,nonlocal,1,b,female,local_subj,number,women,girl,established,them,The women said that the girl established them . <eos>,The women said that the girl established them .
33,embed,nonlocal,1,a,male,none,none,boys,men,devoted,them,The boys said that the men devoted them . <eos>,The boys said that the men devoted them .
33,embed,nonlocal,1,b,male,none,none,men,boys,devoted,them,The men said that the boys devoted them . <eos>,The men said that the boys devoted them .
33,embed,local,0,a,female,none,none,girls,women,devoted,them,The girls said that the women devoted them . <eos>,The girls said that the women devoted them .
33,embed,local,0,b,female,none,none,women,girls,devoted,them,The women said that the girls devoted them . <eos>,The women said that the girls devoted them .
33,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,devoted,them,The boy said that the men devoted them . <eos>,The boy said that the men devoted them .
33,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,devoted,them,The man said that the boys devoted them . <eos>,The man said that the boys devoted them .
33,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,devoted,them,The girl said that the women devoted them . <eos>,The girl said that the women devoted them .
33,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,devoted,them,The woman said that the girls devoted them . <eos>,The woman said that the girls devoted them .
33,embed,local,0,a,male,local_subj,number,boys,man,devoted,them,The boys said that the man devoted them . <eos>,The boys said that the man devoted them .
33,embed,local,0,b,male,local_subj,number,men,boy,devoted,them,The men said that the boy devoted them . <eos>,The men said that the boy devoted them .
33,embed,nonlocal,1,a,female,local_subj,number,girls,woman,devoted,them,The girls said that the woman devoted them . <eos>,The girls said that the woman devoted them .
33,embed,nonlocal,1,b,female,local_subj,number,women,girl,devoted,them,The women said that the girl devoted them . <eos>,The women said that the girl devoted them .
34,embed,nonlocal,1,a,male,none,none,boys,men,considered,them,The boys said that the men considered them . <eos>,The boys said that the men considered them .
34,embed,nonlocal,1,b,male,none,none,men,boys,considered,them,The men said that the boys considered them . <eos>,The men said that the boys considered them .
34,embed,local,0,a,female,none,none,girls,women,considered,them,The girls said that the women considered them . <eos>,The girls said that the women considered them .
34,embed,local,0,b,female,none,none,women,girls,considered,them,The women said that the girls considered them . <eos>,The women said that the girls considered them .
34,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,considered,them,The boy said that the men considered them . <eos>,The boy said that the men considered them .
34,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,considered,them,The man said that the boys considered them . <eos>,The man said that the boys considered them .
34,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,considered,them,The girl said that the women considered them . <eos>,The girl said that the women considered them .
34,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,considered,them,The woman said that the girls considered them . <eos>,The woman said that the girls considered them .
34,embed,local,0,a,male,local_subj,number,boys,man,considered,them,The boys said that the man considered them . <eos>,The boys said that the man considered them .
34,embed,local,0,b,male,local_subj,number,men,boy,considered,them,The men said that the boy considered them . <eos>,The men said that the boy considered them .
34,embed,nonlocal,1,a,female,local_subj,number,girls,woman,considered,them,The girls said that the woman considered them . <eos>,The girls said that the woman considered them .
34,embed,nonlocal,1,b,female,local_subj,number,women,girl,considered,them,The women said that the girl considered them . <eos>,The women said that the girl considered them .
35,embed,nonlocal,1,a,male,none,none,boys,men,identified,them,The boys said that the men identified them . <eos>,The boys said that the men identified them .
35,embed,nonlocal,1,b,male,none,none,men,boys,identified,them,The men said that the boys identified them . <eos>,The men said that the boys identified them .
35,embed,local,0,a,female,none,none,girls,women,identified,them,The girls said that the women identified them . <eos>,The girls said that the women identified them .
35,embed,local,0,b,female,none,none,women,girls,identified,them,The women said that the girls identified them . <eos>,The women said that the girls identified them .
35,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,identified,them,The boy said that the men identified them . <eos>,The boy said that the men identified them .
35,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,identified,them,The man said that the boys identified them . <eos>,The man said that the boys identified them .
35,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,identified,them,The girl said that the women identified them . <eos>,The girl said that the women identified them .
35,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,identified,them,The woman said that the girls identified them . <eos>,The woman said that the girls identified them .
35,embed,local,0,a,male,local_subj,number,boys,man,identified,them,The boys said that the man identified them . <eos>,The boys said that the man identified them .
35,embed,local,0,b,male,local_subj,number,men,boy,identified,them,The men said that the boy identified them . <eos>,The men said that the boy identified them .
35,embed,nonlocal,1,a,female,local_subj,number,girls,woman,identified,them,The girls said that the woman identified them . <eos>,The girls said that the woman identified them .
35,embed,nonlocal,1,b,female,local_subj,number,women,girl,identified,them,The women said that the girl identified them . <eos>,The women said that the girl identified them .
36,embed,nonlocal,1,a,male,none,none,boys,men,made,them,The boys said that the men made them . <eos>,The boys said that the men made them .
36,embed,nonlocal,1,b,male,none,none,men,boys,made,them,The men said that the boys made them . <eos>,The men said that the boys made them .
36,embed,local,0,a,female,none,none,girls,women,made,them,The girls said that the women made them . <eos>,The girls said that the women made them .
36,embed,local,0,b,female,none,none,women,girls,made,them,The women said that the girls made them . <eos>,The women said that the girls made them .
36,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,made,them,The boy said that the men made them . <eos>,The boy said that the men made them .
36,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,made,them,The man said that the boys made them . <eos>,The man said that the boys made them .
36,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,made,them,The girl said that the women made them . <eos>,The girl said that the women made them .
36,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,made,them,The woman said that the girls made them . <eos>,The woman said that the girls made them .
