item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
18,taught,embed,local,1,a,none,none,plumber,quarterback,saw,himself,The plumber who the quarterback taught saw himself . <eos>,The plumber who the quarterback taught saw himself .
18,taught,embed,local,1,b,none,none,quarterback,plumber,saw,himself,The quarterback who the plumber taught saw himself . <eos>,The quarterback who the plumber taught saw himself .
18,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,saw,himself,The maid who the plumber taught saw himself . <eos>,The maid who the plumber taught saw himself .
18,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,saw,himself,The maid who the quarterback taught saw himself . <eos>,The maid who the quarterback taught saw himself .
18,taught,embed,local,1,a,rc_subj,gender,plumber,maid,saw,himself,The plumber who the maid taught saw himself . <eos>,The plumber who the maid taught saw himself .
18,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,saw,himself,The quarterback who the maid taught saw himself . <eos>,The quarterback who the maid taught saw himself .
19,taught,embed,local,1,a,none,none,plumber,quarterback,had blamed,himself,The plumber who the quarterback taught had blamed himself . <eos>,The plumber who the quarterback taught had blamed himself .
19,taught,embed,local,1,b,none,none,quarterback,plumber,had blamed,himself,The quarterback who the plumber taught had blamed himself . <eos>,The quarterback who the plumber taught had blamed himself .
19,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had blamed,himself,The maid who the plumber taught had blamed himself . <eos>,The maid who the plumber taught had blamed himself .
19,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had blamed,himself,The maid who the quarterback taught had blamed himself . <eos>,The maid who the quarterback taught had blamed himself .
19,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had blamed,himself,The plumber who the maid taught had blamed himself . <eos>,The plumber who the maid taught had blamed himself .
19,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had blamed,himself,The quarterback who the maid taught had blamed himself . <eos>,The quarterback who the maid taught had blamed himself .
20,taught,embed,local,1,a,none,none,plumber,quarterback,had cut,himself,The plumber who the quarterback taught had cut himself . <eos>,The plumber who the quarterback taught had cut himself .
20,taught,embed,local,1,b,none,none,quarterback,plumber,had cut,himself,The quarterback who the plumber taught had cut himself . <eos>,The quarterback who the plumber taught had cut himself .
20,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had cut,himself,The maid who the plumber taught had cut himself . <eos>,The maid who the plumber taught had cut himself .
20,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had cut,himself,The maid who the quarterback taught had cut himself . <eos>,The maid who the quarterback taught had cut himself .
20,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had cut,himself,The plumber who the maid taught had cut himself . <eos>,The plumber who the maid taught had cut himself .
20,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had cut,himself,The quarterback who the maid taught had cut himself . <eos>,The quarterback who the maid taught had cut himself .
21,taught,embed,local,1,a,none,none,plumber,quarterback,had amused,himself,The plumber who the quarterback taught had amused himself . <eos>,The plumber who the quarterback taught had amused himself .
21,taught,embed,local,1,b,none,none,quarterback,plumber,had amused,himself,The quarterback who the plumber taught had amused himself . <eos>,The quarterback who the plumber taught had amused himself .
21,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had amused,himself,The maid who the plumber taught had amused himself . <eos>,The maid who the plumber taught had amused himself .
21,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had amused,himself,The maid who the quarterback taught had amused himself . <eos>,The maid who the quarterback taught had amused himself .
21,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had amused,himself,The plumber who the maid taught had amused himself . <eos>,The plumber who the maid taught had amused himself .
21,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had amused,himself,The quarterback who the maid taught had amused himself . <eos>,The quarterback who the maid taught had amused himself .
22,taught,embed,local,1,a,none,none,plumber,quarterback,had hurt,himself,The plumber who the quarterback taught had hurt himself . <eos>,The plumber who the quarterback taught had hurt himself .
22,taught,embed,local,1,b,none,none,quarterback,plumber,had hurt,himself,The quarterback who the plumber taught had hurt himself . <eos>,The quarterback who the plumber taught had hurt himself .
22,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had hurt,himself,The maid who the plumber taught had hurt himself . <eos>,The maid who the plumber taught had hurt himself .
22,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had hurt,himself,The maid who the quarterback taught had hurt himself . <eos>,The maid who the quarterback taught had hurt himself .
22,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had hurt,himself,The plumber who the maid taught had hurt himself . <eos>,The plumber who the maid taught had hurt himself .
22,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had hurt,himself,The quarterback who the maid taught had hurt himself . <eos>,The quarterback who the maid taught had hurt himself .
23,taught,embed,local,1,a,none,none,plumber,quarterback,had taught,himself,The plumber who the quarterback taught had taught himself . <eos>,The plumber who the quarterback taught had taught himself .
23,taught,embed,local,1,b,none,none,quarterback,plumber,had taught,himself,The quarterback who the plumber taught had taught himself . <eos>,The quarterback who the plumber taught had taught himself .
23,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had taught,himself,The maid who the plumber taught had taught himself . <eos>,The maid who the plumber taught had taught himself .
23,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had taught,himself,The maid who the quarterback taught had taught himself . <eos>,The maid who the quarterback taught had taught himself .
23,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had taught,himself,The plumber who the maid taught had taught himself . <eos>,The plumber who the maid taught had taught himself .
23,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had taught,himself,The quarterback who the maid taught had taught himself . <eos>,The quarterback who the maid taught had taught himself .
24,taught,embed,local,1,a,none,none,plumber,quarterback,had introduced,himself,The plumber who the quarterback taught had introduced himself . <eos>,The plumber who the quarterback taught had introduced himself .
24,taught,embed,local,1,b,none,none,quarterback,plumber,had introduced,himself,The quarterback who the plumber taught had introduced himself . <eos>,The quarterback who the plumber taught had introduced himself .
24,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had introduced,himself,The maid who the plumber taught had introduced himself . <eos>,The maid who the plumber taught had introduced himself .
24,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had introduced,himself,The maid who the quarterback taught had introduced himself . <eos>,The maid who the quarterback taught had introduced himself .
24,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had introduced,himself,The plumber who the maid taught had introduced himself . <eos>,The plumber who the maid taught had introduced himself .
24,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had introduced,himself,The quarterback who the maid taught had introduced himself . <eos>,The quarterback who the maid taught had introduced himself .
25,taught,embed,local,1,a,none,none,plumber,quarterback,had enjoyed,himself,The plumber who the quarterback taught had enjoyed himself . <eos>,The plumber who the quarterback taught had enjoyed himself .
25,taught,embed,local,1,b,none,none,quarterback,plumber,had enjoyed,himself,The quarterback who the plumber taught had enjoyed himself . <eos>,The quarterback who the plumber taught had enjoyed himself .
25,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had enjoyed,himself,The maid who the plumber taught had enjoyed himself . <eos>,The maid who the plumber taught had enjoyed himself .
25,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had enjoyed,himself,The maid who the quarterback taught had enjoyed himself . <eos>,The maid who the quarterback taught had enjoyed himself .
25,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had enjoyed,himself,The plumber who the maid taught had enjoyed himself . <eos>,The plumber who the maid taught had enjoyed himself .
25,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had enjoyed,himself,The quarterback who the maid taught had enjoyed himself . <eos>,The quarterback who the maid taught had enjoyed himself .
26,taught,embed,local,1,a,none,none,plumber,quarterback,had prepared,himself,The plumber who the quarterback taught had prepared himself . <eos>,The plumber who the quarterback taught had prepared himself .
26,taught,embed,local,1,b,none,none,quarterback,plumber,had prepared,himself,The quarterback who the plumber taught had prepared himself . <eos>,The quarterback who the plumber taught had prepared himself .
26,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had prepared,himself,The maid who the plumber taught had prepared himself . <eos>,The maid who the plumber taught had prepared himself .
26,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had prepared,himself,The maid who the quarterback taught had prepared himself . <eos>,The maid who the quarterback taught had prepared himself .
26,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had prepared,himself,The plumber who the maid taught had prepared himself . <eos>,The plumber who the maid taught had prepared himself .
26,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had prepared,himself,The quarterback who the maid taught had prepared himself . <eos>,The quarterback who the maid taught had prepared himself .
27,taught,embed,local,1,a,none,none,plumber,quarterback,had shouted,himself,The plumber who the quarterback taught had shouted himself . <eos>,The plumber who the quarterback taught had shouted himself .
27,taught,embed,local,1,b,none,none,quarterback,plumber,had shouted,himself,The quarterback who the plumber taught had shouted himself . <eos>,The quarterback who the plumber taught had shouted himself .
27,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had shouted,himself,The maid who the plumber taught had shouted himself . <eos>,The maid who the plumber taught had shouted himself .
27,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had shouted,himself,The maid who the quarterback taught had shouted himself . <eos>,The maid who the quarterback taught had shouted himself .
27,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had shouted,himself,The plumber who the maid taught had shouted himself . <eos>,The plumber who the maid taught had shouted himself .
27,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had shouted,himself,The quarterback who the maid taught had shouted himself . <eos>,The quarterback who the maid taught had shouted himself .
28,taught,embed,local,1,a,none,none,plumber,quarterback,had washed,himself,The plumber who the quarterback taught had washed himself . <eos>,The plumber who the quarterback taught had washed himself .
28,taught,embed,local,1,b,none,none,quarterback,plumber,had washed,himself,The quarterback who the plumber taught had washed himself . <eos>,The quarterback who the plumber taught had washed himself .
28,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had washed,himself,The maid who the plumber taught had washed himself . <eos>,The maid who the plumber taught had washed himself .
28,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had washed,himself,The maid who the quarterback taught had washed himself . <eos>,The maid who the quarterback taught had washed himself .
28,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had washed,himself,The plumber who the maid taught had washed himself . <eos>,The plumber who the maid taught had washed himself .
28,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had washed,himself,The quarterback who the maid taught had washed himself . <eos>,The quarterback who the maid taught had washed himself .
29,taught,embed,local,1,a,none,none,plumber,quarterback,had asserted,himself,The plumber who the quarterback taught had asserted himself . <eos>,The plumber who the quarterback taught had asserted himself .
29,taught,embed,local,1,b,none,none,quarterback,plumber,had asserted,himself,The quarterback who the plumber taught had asserted himself . <eos>,The quarterback who the plumber taught had asserted himself .
29,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had asserted,himself,The maid who the plumber taught had asserted himself . <eos>,The maid who the plumber taught had asserted himself .
29,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had asserted,himself,The maid who the quarterback taught had asserted himself . <eos>,The maid who the quarterback taught had asserted himself .
29,taught,embed,local,1,a,rc_subj,gender,plumber,maid,had asserted,himself,The plumber who the maid taught had asserted himself . <eos>,The plumber who the maid taught had asserted himself .
29,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,had asserted,himself,The quarterback who the maid taught had asserted himself . <eos>,The quarterback who the maid taught had asserted himself .
30,taught,embed,local,1,a,none,none,plumber,quarterback,kicked,himself,The plumber who the quarterback taught kicked himself . <eos>,The plumber who the quarterback taught kicked himself .
30,taught,embed,local,1,b,none,none,quarterback,plumber,kicked,himself,The quarterback who the plumber taught kicked himself . <eos>,The quarterback who the plumber taught kicked himself .
30,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,kicked,himself,The maid who the plumber taught kicked himself . <eos>,The maid who the plumber taught kicked himself .
30,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,kicked,himself,The maid who the quarterback taught kicked himself . <eos>,The maid who the quarterback taught kicked himself .
30,taught,embed,local,1,a,rc_subj,gender,plumber,maid,kicked,himself,The plumber who the maid taught kicked himself . <eos>,The plumber who the maid taught kicked himself .
30,taught,embed,local,1,b,rc_subj,gender,quarterback,maid,kicked,himself,The quarterback who the maid taught kicked himself . <eos>,The quarterback who the maid taught kicked himself .
31,taught,embed,local,1,a,none,none,president,pilot,had admired,himself,The president who the pilot taught had admired himself . <eos>,The president who the pilot taught had admired himself .
31,taught,embed,local,1,b,none,none,pilot,president,had admired,himself,The pilot who the president taught had admired himself . <eos>,The pilot who the president taught had admired himself .
31,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had admired,himself,The maid who the president taught had admired himself . <eos>,The maid who the president taught had admired himself .
31,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had admired,himself,The maid who the pilot taught had admired himself . <eos>,The maid who the pilot taught had admired himself .
31,taught,embed,local,1,a,rc_subj,gender,president,maid,had admired,himself,The president who the maid taught had admired himself . <eos>,The president who the maid taught had admired himself .
31,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had admired,himself,The pilot who the maid taught had admired himself . <eos>,The pilot who the maid taught had admired himself .
32,taught,embed,local,1,a,none,none,president,pilot,had convinced,himself,The president who the pilot taught had convinced himself . <eos>,The president who the pilot taught had convinced himself .
32,taught,embed,local,1,b,none,none,pilot,president,had convinced,himself,The pilot who the president taught had convinced himself . <eos>,The pilot who the president taught had convinced himself .
32,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had convinced,himself,The maid who the president taught had convinced himself . <eos>,The maid who the president taught had convinced himself .
32,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had convinced,himself,The maid who the pilot taught had convinced himself . <eos>,The maid who the pilot taught had convinced himself .
32,taught,embed,local,1,a,rc_subj,gender,president,maid,had convinced,himself,The president who the maid taught had convinced himself . <eos>,The president who the maid taught had convinced himself .
32,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had convinced,himself,The pilot who the maid taught had convinced himself . <eos>,The pilot who the maid taught had convinced himself .
33,taught,embed,local,1,a,none,none,president,pilot,saw,himself,The president who the pilot taught saw himself . <eos>,The president who the pilot taught saw himself .
33,taught,embed,local,1,b,none,none,pilot,president,saw,himself,The pilot who the president taught saw himself . <eos>,The pilot who the president taught saw himself .
33,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,saw,himself,The maid who the president taught saw himself . <eos>,The maid who the president taught saw himself .
33,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,saw,himself,The maid who the pilot taught saw himself . <eos>,The maid who the pilot taught saw himself .
33,taught,embed,local,1,a,rc_subj,gender,president,maid,saw,himself,The president who the maid taught saw himself . <eos>,The president who the maid taught saw himself .
33,taught,embed,local,1,b,rc_subj,gender,pilot,maid,saw,himself,The pilot who the maid taught saw himself . <eos>,The pilot who the maid taught saw himself .
34,taught,embed,local,1,a,none,none,president,pilot,had blamed,himself,The president who the pilot taught had blamed himself . <eos>,The president who the pilot taught had blamed himself .
34,taught,embed,local,1,b,none,none,pilot,president,had blamed,himself,The pilot who the president taught had blamed himself . <eos>,The pilot who the president taught had blamed himself .
34,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had blamed,himself,The maid who the president taught had blamed himself . <eos>,The maid who the president taught had blamed himself .
34,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had blamed,himself,The maid who the pilot taught had blamed himself . <eos>,The maid who the pilot taught had blamed himself .
34,taught,embed,local,1,a,rc_subj,gender,president,maid,had blamed,himself,The president who the maid taught had blamed himself . <eos>,The president who the maid taught had blamed himself .
34,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had blamed,himself,The pilot who the maid taught had blamed himself . <eos>,The pilot who the maid taught had blamed himself .
35,taught,embed,local,1,a,none,none,president,pilot,had cut,himself,The president who the pilot taught had cut himself . <eos>,The president who the pilot taught had cut himself .
35,taught,embed,local,1,b,none,none,pilot,president,had cut,himself,The pilot who the president taught had cut himself . <eos>,The pilot who the president taught had cut himself .
35,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had cut,himself,The maid who the president taught had cut himself . <eos>,The maid who the president taught had cut himself .
35,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had cut,himself,The maid who the pilot taught had cut himself . <eos>,The maid who the pilot taught had cut himself .
35,taught,embed,local,1,a,rc_subj,gender,president,maid,had cut,himself,The president who the maid taught had cut himself . <eos>,The president who the maid taught had cut himself .
35,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had cut,himself,The pilot who the maid taught had cut himself . <eos>,The pilot who the maid taught had cut himself .
36,taught,embed,local,1,a,none,none,president,pilot,had amused,himself,The president who the pilot taught had amused himself . <eos>,The president who the pilot taught had amused himself .
36,taught,embed,local,1,b,none,none,pilot,president,had amused,himself,The pilot who the president taught had amused himself . <eos>,The pilot who the president taught had amused himself .
36,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had amused,himself,The maid who the president taught had amused himself . <eos>,The maid who the president taught had amused himself .
36,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had amused,himself,The maid who the pilot taught had amused himself . <eos>,The maid who the pilot taught had amused himself .
36,taught,embed,local,1,a,rc_subj,gender,president,maid,had amused,himself,The president who the maid taught had amused himself . <eos>,The president who the maid taught had amused himself .
36,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had amused,himself,The pilot who the maid taught had amused himself . <eos>,The pilot who the maid taught had amused himself .
37,taught,embed,local,1,a,none,none,president,pilot,had hurt,himself,The president who the pilot taught had hurt himself . <eos>,The president who the pilot taught had hurt himself .
37,taught,embed,local,1,b,none,none,pilot,president,had hurt,himself,The pilot who the president taught had hurt himself . <eos>,The pilot who the president taught had hurt himself .
37,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had hurt,himself,The maid who the president taught had hurt himself . <eos>,The maid who the president taught had hurt himself .
37,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had hurt,himself,The maid who the pilot taught had hurt himself . <eos>,The maid who the pilot taught had hurt himself .
37,taught,embed,local,1,a,rc_subj,gender,president,maid,had hurt,himself,The president who the maid taught had hurt himself . <eos>,The president who the maid taught had hurt himself .
37,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had hurt,himself,The pilot who the maid taught had hurt himself . <eos>,The pilot who the maid taught had hurt himself .
38,taught,embed,local,1,a,none,none,president,pilot,had taught,himself,The president who the pilot taught had taught himself . <eos>,The president who the pilot taught had taught himself .
38,taught,embed,local,1,b,none,none,pilot,president,had taught,himself,The pilot who the president taught had taught himself . <eos>,The pilot who the president taught had taught himself .
38,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had taught,himself,The maid who the president taught had taught himself . <eos>,The maid who the president taught had taught himself .
38,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had taught,himself,The maid who the pilot taught had taught himself . <eos>,The maid who the pilot taught had taught himself .
38,taught,embed,local,1,a,rc_subj,gender,president,maid,had taught,himself,The president who the maid taught had taught himself . <eos>,The president who the maid taught had taught himself .
38,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had taught,himself,The pilot who the maid taught had taught himself . <eos>,The pilot who the maid taught had taught himself .
39,taught,embed,local,1,a,none,none,president,pilot,had introduced,himself,The president who the pilot taught had introduced himself . <eos>,The president who the pilot taught had introduced himself .
39,taught,embed,local,1,b,none,none,pilot,president,had introduced,himself,The pilot who the president taught had introduced himself . <eos>,The pilot who the president taught had introduced himself .
39,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had introduced,himself,The maid who the president taught had introduced himself . <eos>,The maid who the president taught had introduced himself .
39,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had introduced,himself,The maid who the pilot taught had introduced himself . <eos>,The maid who the pilot taught had introduced himself .
39,taught,embed,local,1,a,rc_subj,gender,president,maid,had introduced,himself,The president who the maid taught had introduced himself . <eos>,The president who the maid taught had introduced himself .
39,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had introduced,himself,The pilot who the maid taught had introduced himself . <eos>,The pilot who the maid taught had introduced himself .
40,taught,embed,local,1,a,none,none,president,pilot,had enjoyed,himself,The president who the pilot taught had enjoyed himself . <eos>,The president who the pilot taught had enjoyed himself .
40,taught,embed,local,1,b,none,none,pilot,president,had enjoyed,himself,The pilot who the president taught had enjoyed himself . <eos>,The pilot who the president taught had enjoyed himself .
40,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had enjoyed,himself,The maid who the president taught had enjoyed himself . <eos>,The maid who the president taught had enjoyed himself .
40,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had enjoyed,himself,The maid who the pilot taught had enjoyed himself . <eos>,The maid who the pilot taught had enjoyed himself .
40,taught,embed,local,1,a,rc_subj,gender,president,maid,had enjoyed,himself,The president who the maid taught had enjoyed himself . <eos>,The president who the maid taught had enjoyed himself .
40,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had enjoyed,himself,The pilot who the maid taught had enjoyed himself . <eos>,The pilot who the maid taught had enjoyed himself .
41,taught,embed,local,1,a,none,none,president,pilot,had prepared,himself,The president who the pilot taught had prepared himself . <eos>,The president who the pilot taught had prepared himself .
41,taught,embed,local,1,b,none,none,pilot,president,had prepared,himself,The pilot who the president taught had prepared himself . <eos>,The pilot who the president taught had prepared himself .
41,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had prepared,himself,The maid who the president taught had prepared himself . <eos>,The maid who the president taught had prepared himself .
41,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had prepared,himself,The maid who the pilot taught had prepared himself . <eos>,The maid who the pilot taught had prepared himself .
41,taught,embed,local,1,a,rc_subj,gender,president,maid,had prepared,himself,The president who the maid taught had prepared himself . <eos>,The president who the maid taught had prepared himself .
41,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had prepared,himself,The pilot who the maid taught had prepared himself . <eos>,The pilot who the maid taught had prepared himself .
42,taught,embed,local,1,a,none,none,president,pilot,had shouted,himself,The president who the pilot taught had shouted himself . <eos>,The president who the pilot taught had shouted himself .
42,taught,embed,local,1,b,none,none,pilot,president,had shouted,himself,The pilot who the president taught had shouted himself . <eos>,The pilot who the president taught had shouted himself .
42,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had shouted,himself,The maid who the president taught had shouted himself . <eos>,The maid who the president taught had shouted himself .
42,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had shouted,himself,The maid who the pilot taught had shouted himself . <eos>,The maid who the pilot taught had shouted himself .
42,taught,embed,local,1,a,rc_subj,gender,president,maid,had shouted,himself,The president who the maid taught had shouted himself . <eos>,The president who the maid taught had shouted himself .
42,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had shouted,himself,The pilot who the maid taught had shouted himself . <eos>,The pilot who the maid taught had shouted himself .
43,taught,embed,local,1,a,none,none,president,pilot,had washed,himself,The president who the pilot taught had washed himself . <eos>,The president who the pilot taught had washed himself .
43,taught,embed,local,1,b,none,none,pilot,president,had washed,himself,The pilot who the president taught had washed himself . <eos>,The pilot who the president taught had washed himself .
43,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had washed,himself,The maid who the president taught had washed himself . <eos>,The maid who the president taught had washed himself .
43,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had washed,himself,The maid who the pilot taught had washed himself . <eos>,The maid who the pilot taught had washed himself .
43,taught,embed,local,1,a,rc_subj,gender,president,maid,had washed,himself,The president who the maid taught had washed himself . <eos>,The president who the maid taught had washed himself .
43,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had washed,himself,The pilot who the maid taught had washed himself . <eos>,The pilot who the maid taught had washed himself .
44,taught,embed,local,1,a,none,none,president,pilot,had asserted,himself,The president who the pilot taught had asserted himself . <eos>,The president who the pilot taught had asserted himself .
44,taught,embed,local,1,b,none,none,pilot,president,had asserted,himself,The pilot who the president taught had asserted himself . <eos>,The pilot who the president taught had asserted himself .
44,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,had asserted,himself,The maid who the president taught had asserted himself . <eos>,The maid who the president taught had asserted himself .
44,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,had asserted,himself,The maid who the pilot taught had asserted himself . <eos>,The maid who the pilot taught had asserted himself .
44,taught,embed,local,1,a,rc_subj,gender,president,maid,had asserted,himself,The president who the maid taught had asserted himself . <eos>,The president who the maid taught had asserted himself .
44,taught,embed,local,1,b,rc_subj,gender,pilot,maid,had asserted,himself,The pilot who the maid taught had asserted himself . <eos>,The pilot who the maid taught had asserted himself .
45,taught,embed,local,1,a,none,none,president,pilot,kicked,himself,The president who the pilot taught kicked himself . <eos>,The president who the pilot taught kicked himself .
45,taught,embed,local,1,b,none,none,pilot,president,kicked,himself,The pilot who the president taught kicked himself . <eos>,The pilot who the president taught kicked himself .
45,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,president,kicked,himself,The maid who the president taught kicked himself . <eos>,The maid who the president taught kicked himself .
45,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,pilot,kicked,himself,The maid who the pilot taught kicked himself . <eos>,The maid who the pilot taught kicked himself .
45,taught,embed,local,1,a,rc_subj,gender,president,maid,kicked,himself,The president who the maid taught kicked himself . <eos>,The president who the maid taught kicked himself .
45,taught,embed,local,1,b,rc_subj,gender,pilot,maid,kicked,himself,The pilot who the maid taught kicked himself . <eos>,The pilot who the maid taught kicked himself .
46,taught,embed,local,1,a,none,none,lumberjack,soldier,had admired,himself,The lumberjack who the soldier taught had admired himself . <eos>,The lumberjack who the soldier taught had admired himself .
46,taught,embed,local,1,b,none,none,soldier,lumberjack,had admired,himself,The soldier who the lumberjack taught had admired himself . <eos>,The soldier who the lumberjack taught had admired himself .
46,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,lumberjack,had admired,himself,The maid who the lumberjack taught had admired himself . <eos>,The maid who the lumberjack taught had admired himself .
46,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,soldier,had admired,himself,The maid who the soldier taught had admired himself . <eos>,The maid who the soldier taught had admired himself .
46,taught,embed,local,1,a,rc_subj,gender,lumberjack,maid,had admired,himself,The lumberjack who the maid taught had admired himself . <eos>,The lumberjack who the maid taught had admired himself .
46,taught,embed,local,1,b,rc_subj,gender,soldier,maid,had admired,himself,The soldier who the maid taught had admired himself . <eos>,The soldier who the maid taught had admired himself .
47,taught,embed,local,1,a,none,none,lumberjack,soldier,had convinced,himself,The lumberjack who the soldier taught had convinced himself . <eos>,The lumberjack who the soldier taught had convinced himself .
47,taught,embed,local,1,b,none,none,soldier,lumberjack,had convinced,himself,The soldier who the lumberjack taught had convinced himself . <eos>,The soldier who the lumberjack taught had convinced himself .
47,taught,embed,nonlocal,0,a,matrix_subj,gender,maid,lumberjack,had convinced,himself,The maid who the lumberjack taught had convinced himself . <eos>,The maid who the lumberjack taught had convinced himself .
47,taught,embed,nonlocal,0,b,matrix_subj,gender,maid,soldier,had convinced,himself,The maid who the soldier taught had convinced himself . <eos>,The maid who the soldier taught had convinced himself .
47,taught,embed,local,1,a,rc_subj,gender,lumberjack,maid,had convinced,himself,The lumberjack who the maid taught had convinced himself . <eos>,The lumberjack who the maid taught had convinced himself .
47,taught,embed,local,1,b,rc_subj,gender,soldier,maid,had convinced,himself,The soldier who the maid taught had convinced himself . <eos>,The soldier who the maid taught had convinced himself .
