item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
37,embed,local,0,a,nonlocal_subj,number,girls,woman,found,her,The girls said that the woman found her . <eos>,The girls said that the woman found her .
37,embed,local,0,b,nonlocal_subj,number,women,girl,found,her,The women said that the girl found her . <eos>,The women said that the girl found her .
37,embed,nonlocal,1,a,local_subj,number,girl,women,found,her,The girl said that the women found her . <eos>,The girl said that the women found her .
37,embed,nonlocal,1,b,local_subj,number,woman,girls,found,her,The woman said that the girls found her . <eos>,The woman said that the girls found her .
38,embed,nonlocal,1,a,none,none,girl,woman,distinguished,her,The girl said that the woman distinguished her . <eos>,The girl said that the woman distinguished her .
38,embed,nonlocal,1,b,none,none,woman,girl,distinguished,her,The woman said that the girl distinguished her . <eos>,The woman said that the girl distinguished her .
38,embed,local,0,a,nonlocal_subj,number,girls,woman,distinguished,her,The girls said that the woman distinguished her . <eos>,The girls said that the woman distinguished her .
38,embed,local,0,b,nonlocal_subj,number,women,girl,distinguished,her,The women said that the girl distinguished her . <eos>,The women said that the girl distinguished her .
38,embed,nonlocal,1,a,local_subj,number,girl,women,distinguished,her,The girl said that the women distinguished her . <eos>,The girl said that the women distinguished her .
38,embed,nonlocal,1,b,local_subj,number,woman,girls,distinguished,her,The woman said that the girls distinguished her . <eos>,The woman said that the girls distinguished her .
39,embed,nonlocal,1,a,none,none,girl,woman,taught,her,The girl said that the woman taught her . <eos>,The girl said that the woman taught her .
39,embed,nonlocal,1,b,none,none,woman,girl,taught,her,The woman said that the girl taught her . <eos>,The woman said that the girl taught her .
39,embed,local,0,a,nonlocal_subj,number,girls,woman,taught,her,The girls said that the woman taught her . <eos>,The girls said that the woman taught her .
39,embed,local,0,b,nonlocal_subj,number,women,girl,taught,her,The women said that the girl taught her . <eos>,The women said that the girl taught her .
39,embed,nonlocal,1,a,local_subj,number,girl,women,taught,her,The girl said that the women taught her . <eos>,The girl said that the women taught her .
39,embed,nonlocal,1,b,local_subj,number,woman,girls,taught,her,The woman said that the girls taught her . <eos>,The woman said that the girls taught her .
40,embed,nonlocal,1,a,none,none,girl,woman,killed,her,The girl said that the woman killed her . <eos>,The girl said that the woman killed her .
40,embed,nonlocal,1,b,none,none,woman,girl,killed,her,The woman said that the girl killed her . <eos>,The woman said that the girl killed her .
40,embed,local,0,a,nonlocal_subj,number,girls,woman,killed,her,The girls said that the woman killed her . <eos>,The girls said that the woman killed her .
40,embed,local,0,b,nonlocal_subj,number,women,girl,killed,her,The women said that the girl killed her . <eos>,The women said that the girl killed her .
40,embed,nonlocal,1,a,local_subj,number,girl,women,killed,her,The girl said that the women killed her . <eos>,The girl said that the women killed her .
40,embed,nonlocal,1,b,local_subj,number,woman,girls,killed,her,The woman said that the girls killed her . <eos>,The woman said that the girls killed her .
41,embed,nonlocal,1,a,none,none,girl,woman,called,her,The girl said that the woman called her . <eos>,The girl said that the woman called her .
41,embed,nonlocal,1,b,none,none,woman,girl,called,her,The woman said that the girl called her . <eos>,The woman said that the girl called her .
41,embed,local,0,a,nonlocal_subj,number,girls,woman,called,her,The girls said that the woman called her . <eos>,The girls said that the woman called her .
41,embed,local,0,b,nonlocal_subj,number,women,girl,called,her,The women said that the girl called her . <eos>,The women said that the girl called her .
41,embed,nonlocal,1,a,local_subj,number,girl,women,called,her,The girl said that the women called her . <eos>,The girl said that the women called her .
41,embed,nonlocal,1,b,local_subj,number,woman,girls,called,her,The woman said that the girls called her . <eos>,The woman said that the girls called her .
42,embed,nonlocal,1,a,none,none,girl,woman,dedicated,her,The girl said that the woman dedicated her . <eos>,The girl said that the woman dedicated her .
42,embed,nonlocal,1,b,none,none,woman,girl,dedicated,her,The woman said that the girl dedicated her . <eos>,The woman said that the girl dedicated her .
42,embed,local,0,a,nonlocal_subj,number,girls,woman,dedicated,her,The girls said that the woman dedicated her . <eos>,The girls said that the woman dedicated her .
42,embed,local,0,b,nonlocal_subj,number,women,girl,dedicated,her,The women said that the girl dedicated her . <eos>,The women said that the girl dedicated her .
42,embed,nonlocal,1,a,local_subj,number,girl,women,dedicated,her,The girl said that the women dedicated her . <eos>,The girl said that the women dedicated her .
42,embed,nonlocal,1,b,local_subj,number,woman,girls,dedicated,her,The woman said that the girls dedicated her . <eos>,The woman said that the girls dedicated her .
43,embed,nonlocal,1,a,none,none,girl,woman,declared,her,The girl said that the woman declared her . <eos>,The girl said that the woman declared her .
43,embed,nonlocal,1,b,none,none,woman,girl,declared,her,The woman said that the girl declared her . <eos>,The woman said that the girl declared her .
43,embed,local,0,a,nonlocal_subj,number,girls,woman,declared,her,The girls said that the woman declared her . <eos>,The girls said that the woman declared her .
43,embed,local,0,b,nonlocal_subj,number,women,girl,declared,her,The women said that the girl declared her . <eos>,The women said that the girl declared her .
43,embed,nonlocal,1,a,local_subj,number,girl,women,declared,her,The girl said that the women declared her . <eos>,The girl said that the women declared her .
43,embed,nonlocal,1,b,local_subj,number,woman,girls,declared,her,The woman said that the girls declared her . <eos>,The woman said that the girls declared her .
44,embed,nonlocal,1,a,none,none,girl,woman,proved,her,The girl said that the woman proved her . <eos>,The girl said that the woman proved her .
44,embed,nonlocal,1,b,none,none,woman,girl,proved,her,The woman said that the girl proved her . <eos>,The woman said that the girl proved her .
44,embed,local,0,a,nonlocal_subj,number,girls,woman,proved,her,The girls said that the woman proved her . <eos>,The girls said that the woman proved her .
44,embed,local,0,b,nonlocal_subj,number,women,girl,proved,her,The women said that the girl proved her . <eos>,The women said that the girl proved her .
44,embed,nonlocal,1,a,local_subj,number,girl,women,proved,her,The girl said that the women proved her . <eos>,The girl said that the women proved her .
44,embed,nonlocal,1,b,local_subj,number,woman,girls,proved,her,The woman said that the girls proved her . <eos>,The woman said that the girls proved her .
45,embed,nonlocal,1,a,none,none,girl,woman,shot,her,The girl said that the woman shot her . <eos>,The girl said that the woman shot her .
45,embed,nonlocal,1,b,none,none,woman,girl,shot,her,The woman said that the girl shot her . <eos>,The woman said that the girl shot her .
45,embed,local,0,a,nonlocal_subj,number,girls,woman,shot,her,The girls said that the woman shot her . <eos>,The girls said that the woman shot her .
45,embed,local,0,b,nonlocal_subj,number,women,girl,shot,her,The women said that the girl shot her . <eos>,The women said that the girl shot her .
45,embed,nonlocal,1,a,local_subj,number,girl,women,shot,her,The girl said that the women shot her . <eos>,The girl said that the women shot her .
45,embed,nonlocal,1,b,local_subj,number,woman,girls,shot,her,The woman said that the girls shot her . <eos>,The woman said that the girls shot her .
46,embed,nonlocal,1,a,none,none,girl,wife,saw,her,The girl said that the wife saw her . <eos>,The girl said that the wife saw her .
46,embed,nonlocal,1,b,none,none,wife,girl,saw,her,The wife said that the girl saw her . <eos>,The wife said that the girl saw her .
46,embed,local,0,a,nonlocal_subj,number,girls,wife,saw,her,The girls said that the wife saw her . <eos>,The girls said that the wife saw her .
46,embed,local,0,b,nonlocal_subj,number,wives,girl,saw,her,The wives said that the girl saw her . <eos>,The wives said that the girl saw her .
46,embed,nonlocal,1,a,local_subj,number,girl,wives,saw,her,The girl said that the wives saw her . <eos>,The girl said that the wives saw her .
46,embed,nonlocal,1,b,local_subj,number,wife,girls,saw,her,The wife said that the girls saw her . <eos>,The wife said that the girls saw her .
47,embed,nonlocal,1,a,none,none,girl,wife,established,her,The girl said that the wife established her . <eos>,The girl said that the wife established her .
47,embed,nonlocal,1,b,none,none,wife,girl,established,her,The wife said that the girl established her . <eos>,The wife said that the girl established her .
47,embed,local,0,a,nonlocal_subj,number,girls,wife,established,her,The girls said that the wife established her . <eos>,The girls said that the wife established her .
47,embed,local,0,b,nonlocal_subj,number,wives,girl,established,her,The wives said that the girl established her . <eos>,The wives said that the girl established her .
47,embed,nonlocal,1,a,local_subj,number,girl,wives,established,her,The girl said that the wives established her . <eos>,The girl said that the wives established her .
47,embed,nonlocal,1,b,local_subj,number,wife,girls,established,her,The wife said that the girls established her . <eos>,The wife said that the girls established her .
48,embed,nonlocal,1,a,none,none,girl,wife,devoted,her,The girl said that the wife devoted her . <eos>,The girl said that the wife devoted her .
48,embed,nonlocal,1,b,none,none,wife,girl,devoted,her,The wife said that the girl devoted her . <eos>,The wife said that the girl devoted her .
48,embed,local,0,a,nonlocal_subj,number,girls,wife,devoted,her,The girls said that the wife devoted her . <eos>,The girls said that the wife devoted her .
48,embed,local,0,b,nonlocal_subj,number,wives,girl,devoted,her,The wives said that the girl devoted her . <eos>,The wives said that the girl devoted her .
48,embed,nonlocal,1,a,local_subj,number,girl,wives,devoted,her,The girl said that the wives devoted her . <eos>,The girl said that the wives devoted her .
48,embed,nonlocal,1,b,local_subj,number,wife,girls,devoted,her,The wife said that the girls devoted her . <eos>,The wife said that the girls devoted her .
49,embed,nonlocal,1,a,none,none,girl,wife,considered,her,The girl said that the wife considered her . <eos>,The girl said that the wife considered her .
49,embed,nonlocal,1,b,none,none,wife,girl,considered,her,The wife said that the girl considered her . <eos>,The wife said that the girl considered her .
49,embed,local,0,a,nonlocal_subj,number,girls,wife,considered,her,The girls said that the wife considered her . <eos>,The girls said that the wife considered her .
49,embed,local,0,b,nonlocal_subj,number,wives,girl,considered,her,The wives said that the girl considered her . <eos>,The wives said that the girl considered her .
49,embed,nonlocal,1,a,local_subj,number,girl,wives,considered,her,The girl said that the wives considered her . <eos>,The girl said that the wives considered her .
49,embed,nonlocal,1,b,local_subj,number,wife,girls,considered,her,The wife said that the girls considered her . <eos>,The wife said that the girls considered her .
50,embed,nonlocal,1,a,none,none,girl,wife,identified,her,The girl said that the wife identified her . <eos>,The girl said that the wife identified her .
50,embed,nonlocal,1,b,none,none,wife,girl,identified,her,The wife said that the girl identified her . <eos>,The wife said that the girl identified her .
50,embed,local,0,a,nonlocal_subj,number,girls,wife,identified,her,The girls said that the wife identified her . <eos>,The girls said that the wife identified her .
50,embed,local,0,b,nonlocal_subj,number,wives,girl,identified,her,The wives said that the girl identified her . <eos>,The wives said that the girl identified her .
50,embed,nonlocal,1,a,local_subj,number,girl,wives,identified,her,The girl said that the wives identified her . <eos>,The girl said that the wives identified her .
50,embed,nonlocal,1,b,local_subj,number,wife,girls,identified,her,The wife said that the girls identified her . <eos>,The wife said that the girls identified her .
51,embed,nonlocal,1,a,none,none,girl,wife,made,her,The girl said that the wife made her . <eos>,The girl said that the wife made her .
51,embed,nonlocal,1,b,none,none,wife,girl,made,her,The wife said that the girl made her . <eos>,The wife said that the girl made her .
51,embed,local,0,a,nonlocal_subj,number,girls,wife,made,her,The girls said that the wife made her . <eos>,The girls said that the wife made her .
51,embed,local,0,b,nonlocal_subj,number,wives,girl,made,her,The wives said that the girl made her . <eos>,The wives said that the girl made her .
51,embed,nonlocal,1,a,local_subj,number,girl,wives,made,her,The girl said that the wives made her . <eos>,The girl said that the wives made her .
51,embed,nonlocal,1,b,local_subj,number,wife,girls,made,her,The wife said that the girls made her . <eos>,The wife said that the girls made her .
52,embed,nonlocal,1,a,none,none,girl,wife,found,her,The girl said that the wife found her . <eos>,The girl said that the wife found her .
52,embed,nonlocal,1,b,none,none,wife,girl,found,her,The wife said that the girl found her . <eos>,The wife said that the girl found her .
52,embed,local,0,a,nonlocal_subj,number,girls,wife,found,her,The girls said that the wife found her . <eos>,The girls said that the wife found her .
52,embed,local,0,b,nonlocal_subj,number,wives,girl,found,her,The wives said that the girl found her . <eos>,The wives said that the girl found her .
52,embed,nonlocal,1,a,local_subj,number,girl,wives,found,her,The girl said that the wives found her . <eos>,The girl said that the wives found her .
52,embed,nonlocal,1,b,local_subj,number,wife,girls,found,her,The wife said that the girls found her . <eos>,The wife said that the girls found her .
53,embed,nonlocal,1,a,none,none,girl,wife,distinguished,her,The girl said that the wife distinguished her . <eos>,The girl said that the wife distinguished her .
53,embed,nonlocal,1,b,none,none,wife,girl,distinguished,her,The wife said that the girl distinguished her . <eos>,The wife said that the girl distinguished her .
53,embed,local,0,a,nonlocal_subj,number,girls,wife,distinguished,her,The girls said that the wife distinguished her . <eos>,The girls said that the wife distinguished her .
53,embed,local,0,b,nonlocal_subj,number,wives,girl,distinguished,her,The wives said that the girl distinguished her . <eos>,The wives said that the girl distinguished her .
53,embed,nonlocal,1,a,local_subj,number,girl,wives,distinguished,her,The girl said that the wives distinguished her . <eos>,The girl said that the wives distinguished her .
53,embed,nonlocal,1,b,local_subj,number,wife,girls,distinguished,her,The wife said that the girls distinguished her . <eos>,The wife said that the girls distinguished her .
54,embed,nonlocal,1,a,none,none,girl,wife,taught,her,The girl said that the wife taught her . <eos>,The girl said that the wife taught her .
54,embed,nonlocal,1,b,none,none,wife,girl,taught,her,The wife said that the girl taught her . <eos>,The wife said that the girl taught her .
54,embed,local,0,a,nonlocal_subj,number,girls,wife,taught,her,The girls said that the wife taught her . <eos>,The girls said that the wife taught her .
54,embed,local,0,b,nonlocal_subj,number,wives,girl,taught,her,The wives said that the girl taught her . <eos>,The wives said that the girl taught her .
54,embed,nonlocal,1,a,local_subj,number,girl,wives,taught,her,The girl said that the wives taught her . <eos>,The girl said that the wives taught her .
54,embed,nonlocal,1,b,local_subj,number,wife,girls,taught,her,The wife said that the girls taught her . <eos>,The wife said that the girls taught her .
55,embed,nonlocal,1,a,none,none,girl,wife,killed,her,The girl said that the wife killed her . <eos>,The girl said that the wife killed her .
55,embed,nonlocal,1,b,none,none,wife,girl,killed,her,The wife said that the girl killed her . <eos>,The wife said that the girl killed her .
55,embed,local,0,a,nonlocal_subj,number,girls,wife,killed,her,The girls said that the wife killed her . <eos>,The girls said that the wife killed her .
55,embed,local,0,b,nonlocal_subj,number,wives,girl,killed,her,The wives said that the girl killed her . <eos>,The wives said that the girl killed her .
55,embed,nonlocal,1,a,local_subj,number,girl,wives,killed,her,The girl said that the wives killed her . <eos>,The girl said that the wives killed her .
55,embed,nonlocal,1,b,local_subj,number,wife,girls,killed,her,The wife said that the girls killed her . <eos>,The wife said that the girls killed her .
56,embed,nonlocal,1,a,none,none,girl,wife,called,her,The girl said that the wife called her . <eos>,The girl said that the wife called her .
56,embed,nonlocal,1,b,none,none,wife,girl,called,her,The wife said that the girl called her . <eos>,The wife said that the girl called her .
56,embed,local,0,a,nonlocal_subj,number,girls,wife,called,her,The girls said that the wife called her . <eos>,The girls said that the wife called her .
56,embed,local,0,b,nonlocal_subj,number,wives,girl,called,her,The wives said that the girl called her . <eos>,The wives said that the girl called her .
56,embed,nonlocal,1,a,local_subj,number,girl,wives,called,her,The girl said that the wives called her . <eos>,The girl said that the wives called her .
56,embed,nonlocal,1,b,local_subj,number,wife,girls,called,her,The wife said that the girls called her . <eos>,The wife said that the girls called her .
57,embed,nonlocal,1,a,none,none,girl,wife,dedicated,her,The girl said that the wife dedicated her . <eos>,The girl said that the wife dedicated her .
57,embed,nonlocal,1,b,none,none,wife,girl,dedicated,her,The wife said that the girl dedicated her . <eos>,The wife said that the girl dedicated her .
57,embed,local,0,a,nonlocal_subj,number,girls,wife,dedicated,her,The girls said that the wife dedicated her . <eos>,The girls said that the wife dedicated her .
57,embed,local,0,b,nonlocal_subj,number,wives,girl,dedicated,her,The wives said that the girl dedicated her . <eos>,The wives said that the girl dedicated her .
57,embed,nonlocal,1,a,local_subj,number,girl,wives,dedicated,her,The girl said that the wives dedicated her . <eos>,The girl said that the wives dedicated her .
57,embed,nonlocal,1,b,local_subj,number,wife,girls,dedicated,her,The wife said that the girls dedicated her . <eos>,The wife said that the girls dedicated her .
58,embed,nonlocal,1,a,none,none,girl,wife,declared,her,The girl said that the wife declared her . <eos>,The girl said that the wife declared her .
58,embed,nonlocal,1,b,none,none,wife,girl,declared,her,The wife said that the girl declared her . <eos>,The wife said that the girl declared her .
58,embed,local,0,a,nonlocal_subj,number,girls,wife,declared,her,The girls said that the wife declared her . <eos>,The girls said that the wife declared her .
58,embed,local,0,b,nonlocal_subj,number,wives,girl,declared,her,The wives said that the girl declared her . <eos>,The wives said that the girl declared her .
58,embed,nonlocal,1,a,local_subj,number,girl,wives,declared,her,The girl said that the wives declared her . <eos>,The girl said that the wives declared her .
58,embed,nonlocal,1,b,local_subj,number,wife,girls,declared,her,The wife said that the girls declared her . <eos>,The wife said that the girls declared her .
59,embed,nonlocal,1,a,none,none,girl,wife,proved,her,The girl said that the wife proved her . <eos>,The girl said that the wife proved her .
59,embed,nonlocal,1,b,none,none,wife,girl,proved,her,The wife said that the girl proved her . <eos>,The wife said that the girl proved her .
59,embed,local,0,a,nonlocal_subj,number,girls,wife,proved,her,The girls said that the wife proved her . <eos>,The girls said that the wife proved her .
59,embed,local,0,b,nonlocal_subj,number,wives,girl,proved,her,The wives said that the girl proved her . <eos>,The wives said that the girl proved her .
59,embed,nonlocal,1,a,local_subj,number,girl,wives,proved,her,The girl said that the wives proved her . <eos>,The girl said that the wives proved her .
59,embed,nonlocal,1,b,local_subj,number,wife,girls,proved,her,The wife said that the girls proved her . <eos>,The wife said that the girls proved her .
60,embed,nonlocal,1,a,none,none,girl,wife,shot,her,The girl said that the wife shot her . <eos>,The girl said that the wife shot her .
60,embed,nonlocal,1,b,none,none,wife,girl,shot,her,The wife said that the girl shot her . <eos>,The wife said that the girl shot her .
60,embed,local,0,a,nonlocal_subj,number,girls,wife,shot,her,The girls said that the wife shot her . <eos>,The girls said that the wife shot her .
60,embed,local,0,b,nonlocal_subj,number,wives,girl,shot,her,The wives said that the girl shot her . <eos>,The wives said that the girl shot her .
60,embed,nonlocal,1,a,local_subj,number,girl,wives,shot,her,The girl said that the wives shot her . <eos>,The girl said that the wives shot her .
60,embed,nonlocal,1,b,local_subj,number,wife,girls,shot,her,The wife said that the girls shot her . <eos>,The wife said that the girls shot her .
61,embed,nonlocal,1,a,none,none,girl,wife,saw,her,The girl said that the wife saw her . <eos>,The girl said that the wife saw her .
61,embed,nonlocal,1,b,none,none,wife,girl,saw,her,The wife said that the girl saw her . <eos>,The wife said that the girl saw her .
61,embed,local,0,a,nonlocal_subj,number,girls,wife,saw,her,The girls said that the wife saw her . <eos>,The girls said that the wife saw her .
61,embed,local,0,b,nonlocal_subj,number,wives,girl,saw,her,The wives said that the girl saw her . <eos>,The wives said that the girl saw her .
61,embed,nonlocal,1,a,local_subj,number,girl,wives,saw,her,The girl said that the wives saw her . <eos>,The girl said that the wives saw her .
61,embed,nonlocal,1,b,local_subj,number,wife,girls,saw,her,The wife said that the girls saw her . <eos>,The wife said that the girls saw her .
62,embed,nonlocal,1,a,none,none,girl,wife,established,her,The girl said that the wife established her . <eos>,The girl said that the wife established her .
62,embed,nonlocal,1,b,none,none,wife,girl,established,her,The wife said that the girl established her . <eos>,The wife said that the girl established her .
62,embed,local,0,a,nonlocal_subj,number,girls,wife,established,her,The girls said that the wife established her . <eos>,The girls said that the wife established her .
62,embed,local,0,b,nonlocal_subj,number,wives,girl,established,her,The wives said that the girl established her . <eos>,The wives said that the girl established her .
62,embed,nonlocal,1,a,local_subj,number,girl,wives,established,her,The girl said that the wives established her . <eos>,The girl said that the wives established her .
62,embed,nonlocal,1,b,local_subj,number,wife,girls,established,her,The wife said that the girls established her . <eos>,The wife said that the girls established her .
63,embed,nonlocal,1,a,none,none,girl,wife,devoted,her,The girl said that the wife devoted her . <eos>,The girl said that the wife devoted her .
63,embed,nonlocal,1,b,none,none,wife,girl,devoted,her,The wife said that the girl devoted her . <eos>,The wife said that the girl devoted her .
63,embed,local,0,a,nonlocal_subj,number,girls,wife,devoted,her,The girls said that the wife devoted her . <eos>,The girls said that the wife devoted her .
63,embed,local,0,b,nonlocal_subj,number,wives,girl,devoted,her,The wives said that the girl devoted her . <eos>,The wives said that the girl devoted her .
63,embed,nonlocal,1,a,local_subj,number,girl,wives,devoted,her,The girl said that the wives devoted her . <eos>,The girl said that the wives devoted her .
63,embed,nonlocal,1,b,local_subj,number,wife,girls,devoted,her,The wife said that the girls devoted her . <eos>,The wife said that the girls devoted her .
64,embed,nonlocal,1,a,none,none,girl,wife,considered,her,The girl said that the wife considered her . <eos>,The girl said that the wife considered her .
64,embed,nonlocal,1,b,none,none,wife,girl,considered,her,The wife said that the girl considered her . <eos>,The wife said that the girl considered her .
64,embed,local,0,a,nonlocal_subj,number,girls,wife,considered,her,The girls said that the wife considered her . <eos>,The girls said that the wife considered her .
64,embed,local,0,b,nonlocal_subj,number,wives,girl,considered,her,The wives said that the girl considered her . <eos>,The wives said that the girl considered her .
64,embed,nonlocal,1,a,local_subj,number,girl,wives,considered,her,The girl said that the wives considered her . <eos>,The girl said that the wives considered her .
64,embed,nonlocal,1,b,local_subj,number,wife,girls,considered,her,The wife said that the girls considered her . <eos>,The wife said that the girls considered her .
65,embed,nonlocal,1,a,none,none,girl,wife,identified,her,The girl said that the wife identified her . <eos>,The girl said that the wife identified her .
65,embed,nonlocal,1,b,none,none,wife,girl,identified,her,The wife said that the girl identified her . <eos>,The wife said that the girl identified her .
65,embed,local,0,a,nonlocal_subj,number,girls,wife,identified,her,The girls said that the wife identified her . <eos>,The girls said that the wife identified her .
65,embed,local,0,b,nonlocal_subj,number,wives,girl,identified,her,The wives said that the girl identified her . <eos>,The wives said that the girl identified her .
65,embed,nonlocal,1,a,local_subj,number,girl,wives,identified,her,The girl said that the wives identified her . <eos>,The girl said that the wives identified her .
65,embed,nonlocal,1,b,local_subj,number,wife,girls,identified,her,The wife said that the girls identified her . <eos>,The wife said that the girls identified her .
66,embed,nonlocal,1,a,none,none,girl,wife,made,her,The girl said that the wife made her . <eos>,The girl said that the wife made her .
66,embed,nonlocal,1,b,none,none,wife,girl,made,her,The wife said that the girl made her . <eos>,The wife said that the girl made her .
66,embed,local,0,a,nonlocal_subj,number,girls,wife,made,her,The girls said that the wife made her . <eos>,The girls said that the wife made her .
66,embed,local,0,b,nonlocal_subj,number,wives,girl,made,her,The wives said that the girl made her . <eos>,The wives said that the girl made her .
66,embed,nonlocal,1,a,local_subj,number,girl,wives,made,her,The girl said that the wives made her . <eos>,The girl said that the wives made her .
66,embed,nonlocal,1,b,local_subj,number,wife,girls,made,her,The wife said that the girls made her . <eos>,The wife said that the girls made her .
67,embed,nonlocal,1,a,none,none,girl,wife,found,her,The girl said that the wife found her . <eos>,The girl said that the wife found her .
67,embed,nonlocal,1,b,none,none,wife,girl,found,her,The wife said that the girl found her . <eos>,The wife said that the girl found her .
67,embed,local,0,a,nonlocal_subj,number,girls,wife,found,her,The girls said that the wife found her . <eos>,The girls said that the wife found her .
67,embed,local,0,b,nonlocal_subj,number,wives,girl,found,her,The wives said that the girl found her . <eos>,The wives said that the girl found her .
67,embed,nonlocal,1,a,local_subj,number,girl,wives,found,her,The girl said that the wives found her . <eos>,The girl said that the wives found her .
67,embed,nonlocal,1,b,local_subj,number,wife,girls,found,her,The wife said that the girls found her . <eos>,The wife said that the girls found her .
68,embed,nonlocal,1,a,none,none,girl,wife,distinguished,her,The girl said that the wife distinguished her . <eos>,The girl said that the wife distinguished her .
68,embed,nonlocal,1,b,none,none,wife,girl,distinguished,her,The wife said that the girl distinguished her . <eos>,The wife said that the girl distinguished her .
68,embed,local,0,a,nonlocal_subj,number,girls,wife,distinguished,her,The girls said that the wife distinguished her . <eos>,The girls said that the wife distinguished her .
68,embed,local,0,b,nonlocal_subj,number,wives,girl,distinguished,her,The wives said that the girl distinguished her . <eos>,The wives said that the girl distinguished her .
68,embed,nonlocal,1,a,local_subj,number,girl,wives,distinguished,her,The girl said that the wives distinguished her . <eos>,The girl said that the wives distinguished her .
68,embed,nonlocal,1,b,local_subj,number,wife,girls,distinguished,her,The wife said that the girls distinguished her . <eos>,The wife said that the girls distinguished her .
69,embed,nonlocal,1,a,none,none,girl,wife,taught,her,The girl said that the wife taught her . <eos>,The girl said that the wife taught her .
69,embed,nonlocal,1,b,none,none,wife,girl,taught,her,The wife said that the girl taught her . <eos>,The wife said that the girl taught her .
69,embed,local,0,a,nonlocal_subj,number,girls,wife,taught,her,The girls said that the wife taught her . <eos>,The girls said that the wife taught her .
69,embed,local,0,b,nonlocal_subj,number,wives,girl,taught,her,The wives said that the girl taught her . <eos>,The wives said that the girl taught her .
69,embed,nonlocal,1,a,local_subj,number,girl,wives,taught,her,The girl said that the wives taught her . <eos>,The girl said that the wives taught her .
69,embed,nonlocal,1,b,local_subj,number,wife,girls,taught,her,The wife said that the girls taught her . <eos>,The wife said that the girls taught her .
70,embed,nonlocal,1,a,none,none,girl,wife,killed,her,The girl said that the wife killed her . <eos>,The girl said that the wife killed her .
70,embed,nonlocal,1,b,none,none,wife,girl,killed,her,The wife said that the girl killed her . <eos>,The wife said that the girl killed her .
70,embed,local,0,a,nonlocal_subj,number,girls,wife,killed,her,The girls said that the wife killed her . <eos>,The girls said that the wife killed her .
70,embed,local,0,b,nonlocal_subj,number,wives,girl,killed,her,The wives said that the girl killed her . <eos>,The wives said that the girl killed her .
70,embed,nonlocal,1,a,local_subj,number,girl,wives,killed,her,The girl said that the wives killed her . <eos>,The girl said that the wives killed her .
70,embed,nonlocal,1,b,local_subj,number,wife,girls,killed,her,The wife said that the girls killed her . <eos>,The wife said that the girls killed her .
71,embed,nonlocal,1,a,none,none,girl,wife,called,her,The girl said that the wife called her . <eos>,The girl said that the wife called her .
71,embed,nonlocal,1,b,none,none,wife,girl,called,her,The wife said that the girl called her . <eos>,The wife said that the girl called her .
71,embed,local,0,a,nonlocal_subj,number,girls,wife,called,her,The girls said that the wife called her . <eos>,The girls said that the wife called her .
71,embed,local,0,b,nonlocal_subj,number,wives,girl,called,her,The wives said that the girl called her . <eos>,The wives said that the girl called her .
71,embed,nonlocal,1,a,local_subj,number,girl,wives,called,her,The girl said that the wives called her . <eos>,The girl said that the wives called her .
71,embed,nonlocal,1,b,local_subj,number,wife,girls,called,her,The wife said that the girls called her . <eos>,The wife said that the girls called her .
72,embed,nonlocal,1,a,none,none,girl,wife,dedicated,her,The girl said that the wife dedicated her . <eos>,The girl said that the wife dedicated her .
72,embed,nonlocal,1,b,none,none,wife,girl,dedicated,her,The wife said that the girl dedicated her . <eos>,The wife said that the girl dedicated her .
72,embed,local,0,a,nonlocal_subj,number,girls,wife,dedicated,her,The girls said that the wife dedicated her . <eos>,The girls said that the wife dedicated her .
72,embed,local,0,b,nonlocal_subj,number,wives,girl,dedicated,her,The wives said that the girl dedicated her . <eos>,The wives said that the girl dedicated her .
72,embed,nonlocal,1,a,local_subj,number,girl,wives,dedicated,her,The girl said that the wives dedicated her . <eos>,The girl said that the wives dedicated her .
72,embed,nonlocal,1,b,local_subj,number,wife,girls,dedicated,her,The wife said that the girls dedicated her . <eos>,The wife said that the girls dedicated her .
73,embed,nonlocal,1,a,none,none,girl,wife,declared,her,The girl said that the wife declared her . <eos>,The girl said that the wife declared her .
73,embed,nonlocal,1,b,none,none,wife,girl,declared,her,The wife said that the girl declared her . <eos>,The wife said that the girl declared her .
73,embed,local,0,a,nonlocal_subj,number,girls,wife,declared,her,The girls said that the wife declared her . <eos>,The girls said that the wife declared her .
73,embed,local,0,b,nonlocal_subj,number,wives,girl,declared,her,The wives said that the girl declared her . <eos>,The wives said that the girl declared her .
73,embed,nonlocal,1,a,local_subj,number,girl,wives,declared,her,The girl said that the wives declared her . <eos>,The girl said that the wives declared her .
73,embed,nonlocal,1,b,local_subj,number,wife,girls,declared,her,The wife said that the girls declared her . <eos>,The wife said that the girls declared her .
74,embed,nonlocal,1,a,none,none,girl,wife,proved,her,The girl said that the wife proved her . <eos>,The girl said that the wife proved her .
74,embed,nonlocal,1,b,none,none,wife,girl,proved,her,The wife said that the girl proved her . <eos>,The wife said that the girl proved her .
74,embed,local,0,a,nonlocal_subj,number,girls,wife,proved,her,The girls said that the wife proved her . <eos>,The girls said that the wife proved her .
74,embed,local,0,b,nonlocal_subj,number,wives,girl,proved,her,The wives said that the girl proved her . <eos>,The wives said that the girl proved her .
