,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
146,25,embed,local,1,a,nonlocal_subj,number,girls,daughter,killed,herself,The girls said that the daughter killed herself . <eos>,The girls said that the daughter killed herself .,the girls said that the daughter killed ***mask*** .,0.7692026009901894
147,25,embed,local,1,b,nonlocal_subj,number,daughters,girl,killed,herself,The daughters said that the girl killed herself . <eos>,The daughters said that the girl killed herself .,the daughters said that the girl killed ***mask*** .,0.5994543260061731
148,25,embed,nonlocal,0,a,local_subj,number,girl,daughters,killed,herself,The girl said that the daughters killed herself . <eos>,The girl said that the daughters killed herself .,the girl said that the daughters killed ***mask*** .,4.761010483295614
149,25,embed,nonlocal,0,b,local_subj,number,daughter,girls,killed,herself,The daughter said that the girls killed herself . <eos>,The daughter said that the girls killed herself .,the daughter said that the girls killed ***mask*** .,3.59732163594464
150,26,embed,local,1,a,none,none,girl,daughter,called,herself,The girl said that the daughter called herself . <eos>,The girl said that the daughter called herself .,the girl said that the daughter called ***mask*** .,8.13971566027468
151,26,embed,local,1,b,none,none,daughter,girl,called,herself,The daughter said that the girl called herself . <eos>,The daughter said that the girl called herself .,the daughter said that the girl called ***mask*** .,7.216820195076566
152,26,embed,local,1,a,nonlocal_subj,number,girls,daughter,called,herself,The girls said that the daughter called herself . <eos>,The girls said that the daughter called herself .,the girls said that the daughter called ***mask*** .,7.61943073620623
153,26,embed,local,1,b,nonlocal_subj,number,daughters,girl,called,herself,The daughters said that the girl called herself . <eos>,The daughters said that the girl called herself .,the daughters said that the girl called ***mask*** .,5.778776059618155
154,26,embed,nonlocal,0,a,local_subj,number,girl,daughters,called,herself,The girl said that the daughters called herself . <eos>,The girl said that the daughters called herself .,the girl said that the daughters called ***mask*** .,9.833651162903603
155,26,embed,nonlocal,0,b,local_subj,number,daughter,girls,called,herself,The daughter said that the girls called herself . <eos>,The daughter said that the girls called herself .,the daughter said that the girls called ***mask*** .,10.38928286539379
156,27,embed,local,1,a,none,none,girl,daughter,dedicated,herself,The girl said that the daughter dedicated herself . <eos>,The girl said that the daughter dedicated herself .,the girl said that the daughter dedicated ***mask*** .,0.4408667301283469
157,27,embed,local,1,b,none,none,daughter,girl,dedicated,herself,The daughter said that the girl dedicated herself . <eos>,The daughter said that the girl dedicated herself .,the daughter said that the girl dedicated ***mask*** .,0.13730561109189682
158,27,embed,local,1,a,nonlocal_subj,number,girls,daughter,dedicated,herself,The girls said that the daughter dedicated herself . <eos>,The girls said that the daughter dedicated herself .,the girls said that the daughter dedicated ***mask*** .,0.19503830864149282
159,27,embed,local,1,b,nonlocal_subj,number,daughters,girl,dedicated,herself,The daughters said that the girl dedicated herself . <eos>,The daughters said that the girl dedicated herself .,the daughters said that the girl dedicated ***mask*** .,0.0780884390034204
160,27,embed,nonlocal,0,a,local_subj,number,girl,daughters,dedicated,herself,The girl said that the daughters dedicated herself . <eos>,The girl said that the daughters dedicated herself .,the girl said that the daughters dedicated ***mask*** .,6.833439842657451
161,27,embed,nonlocal,0,b,local_subj,number,daughter,girls,dedicated,herself,The daughter said that the girls dedicated herself . <eos>,The daughter said that the girls dedicated herself .,the daughter said that the girls dedicated ***mask*** .,7.2477937386414135
162,28,embed,local,1,a,none,none,girl,daughter,declared,herself,The girl said that the daughter declared herself . <eos>,The girl said that the daughter declared herself .,the girl said that the daughter declared ***mask*** .,3.7564606195366146
163,28,embed,local,1,b,none,none,daughter,girl,declared,herself,The daughter said that the girl declared herself . <eos>,The daughter said that the girl declared herself .,the daughter said that the girl declared ***mask*** .,3.1902233356098786
164,28,embed,local,1,a,nonlocal_subj,number,girls,daughter,declared,herself,The girls said that the daughter declared herself . <eos>,The girls said that the daughter declared herself .,the girls said that the daughter declared ***mask*** .,3.6062082765290757
165,28,embed,local,1,b,nonlocal_subj,number,daughters,girl,declared,herself,The daughters said that the girl declared herself . <eos>,The daughters said that the girl declared herself .,the daughters said that the girl declared ***mask*** .,2.8314533524776953
166,28,embed,nonlocal,0,a,local_subj,number,girl,daughters,declared,herself,The girl said that the daughters declared herself . <eos>,The girl said that the daughters declared herself .,the girl said that the daughters declared ***mask*** .,7.951316574433015
167,28,embed,nonlocal,0,b,local_subj,number,daughter,girls,declared,herself,The daughter said that the girls declared herself . <eos>,The daughter said that the girls declared herself .,the daughter said that the girls declared ***mask*** .,7.274975288673213
168,29,embed,local,1,a,none,none,girl,daughter,proved,herself,The girl said that the daughter proved herself . <eos>,The girl said that the daughter proved herself .,the girl said that the daughter proved ***mask*** .,2.774857005834686
169,29,embed,local,1,b,none,none,daughter,girl,proved,herself,The daughter said that the girl proved herself . <eos>,The daughter said that the girl proved herself .,the daughter said that the girl proved ***mask*** .,3.0675534572757335
170,29,embed,local,1,a,nonlocal_subj,number,girls,daughter,proved,herself,The girls said that the daughter proved herself . <eos>,The girls said that the daughter proved herself .,the girls said that the daughter proved ***mask*** .,3.525931053262208
171,29,embed,local,1,b,nonlocal_subj,number,daughters,girl,proved,herself,The daughters said that the girl proved herself . <eos>,The daughters said that the girl proved herself .,the daughters said that the girl proved ***mask*** .,3.6068279619673342
172,29,embed,nonlocal,0,a,local_subj,number,girl,daughters,proved,herself,The girl said that the daughters proved herself . <eos>,The girl said that the daughters proved herself .,the girl said that the daughters proved ***mask*** .,6.464751324975861
173,29,embed,nonlocal,0,b,local_subj,number,daughter,girls,proved,herself,The daughter said that the girls proved herself . <eos>,The daughter said that the girls proved herself .,the daughter said that the girls proved ***mask*** .,5.699256726178945
174,30,embed,local,1,a,none,none,girl,daughter,shot,herself,The girl said that the daughter shot herself . <eos>,The girl said that the daughter shot herself .,the girl said that the daughter shot ***mask*** .,3.640617717811108
175,30,embed,local,1,b,none,none,daughter,girl,shot,herself,The daughter said that the girl shot herself . <eos>,The daughter said that the girl shot herself .,the daughter said that the girl shot ***mask*** .,3.20526308551235
176,30,embed,local,1,a,nonlocal_subj,number,girls,daughter,shot,herself,The girls said that the daughter shot herself . <eos>,The girls said that the daughter shot herself .,the girls said that the daughter shot ***mask*** .,2.783241710547583
177,30,embed,local,1,b,nonlocal_subj,number,daughters,girl,shot,herself,The daughters said that the girl shot herself . <eos>,The daughters said that the girl shot herself .,the daughters said that the girl shot ***mask*** .,2.396228903284888
178,30,embed,nonlocal,0,a,local_subj,number,girl,daughters,shot,herself,The girl said that the daughters shot herself . <eos>,The girl said that the daughters shot herself .,the girl said that the daughters shot ***mask*** .,7.220206516173178
179,30,embed,nonlocal,0,b,local_subj,number,daughter,girls,shot,herself,The daughter said that the girls shot herself . <eos>,The daughter said that the girls shot herself .,the daughter said that the girls shot ***mask*** .,6.441182859606374
180,31,embed,local,1,a,none,none,girl,woman,saw,herself,The girl said that the woman saw herself . <eos>,The girl said that the woman saw herself .,the girl said that the woman saw ***mask*** .,9.206592856131694
181,31,embed,local,1,b,none,none,woman,girl,saw,herself,The woman said that the girl saw herself . <eos>,The woman said that the girl saw herself .,the woman said that the girl saw ***mask*** .,8.894220943053087
182,31,embed,local,1,a,nonlocal_subj,number,girls,woman,saw,herself,The girls said that the woman saw herself . <eos>,The girls said that the woman saw herself .,the girls said that the woman saw ***mask*** .,9.031989551252012
183,31,embed,local,1,b,nonlocal_subj,number,women,girl,saw,herself,The women said that the girl saw herself . <eos>,The women said that the girl saw herself .,the women said that the girl saw ***mask*** .,7.706185433024788
184,31,embed,nonlocal,0,a,local_subj,number,girl,women,saw,herself,The girl said that the women saw herself . <eos>,The girl said that the women saw herself .,the girl said that the women saw ***mask*** .,10.789268765116189
185,31,embed,nonlocal,0,b,local_subj,number,woman,girls,saw,herself,The woman said that the girls saw herself . <eos>,The woman said that the girls saw herself .,the woman said that the girls saw ***mask*** .,11.749578541519943
186,32,embed,local,1,a,none,none,girl,woman,established,herself,The girl said that the woman established herself . <eos>,The girl said that the woman established herself .,the girl said that the woman established ***mask*** .,0.3441538851169877
187,32,embed,local,1,b,none,none,woman,girl,established,herself,The woman said that the girl established herself . <eos>,The woman said that the girl established herself .,the woman said that the girl established ***mask*** .,0.22152647631743502
188,32,embed,local,1,a,nonlocal_subj,number,girls,woman,established,herself,The girls said that the woman established herself . <eos>,The girls said that the woman established herself .,the girls said that the woman established ***mask*** .,0.2329794414411836
189,32,embed,local,1,b,nonlocal_subj,number,women,girl,established,herself,The women said that the girl established herself . <eos>,The women said that the girl established herself .,the women said that the girl established ***mask*** .,0.1920249926441262
190,32,embed,nonlocal,0,a,local_subj,number,girl,women,established,herself,The girl said that the women established herself . <eos>,The girl said that the women established herself .,the girl said that the women established ***mask*** .,4.220655954726948
191,32,embed,nonlocal,0,b,local_subj,number,woman,girls,established,herself,The woman said that the girls established herself . <eos>,The woman said that the girls established herself .,the woman said that the girls established ***mask*** .,4.617391407887746
192,33,embed,local,1,a,none,none,girl,woman,devoted,herself,The girl said that the woman devoted herself . <eos>,The girl said that the woman devoted herself .,the girl said that the woman devoted ***mask*** .,0.5081987592824055
193,33,embed,local,1,b,none,none,woman,girl,devoted,herself,The woman said that the girl devoted herself . <eos>,The woman said that the girl devoted herself .,the woman said that the girl devoted ***mask*** .,0.3154729787930263
194,33,embed,local,1,a,nonlocal_subj,number,girls,woman,devoted,herself,The girls said that the woman devoted herself . <eos>,The girls said that the woman devoted herself .,the girls said that the woman devoted ***mask*** .,0.24730320641034884
195,33,embed,local,1,b,nonlocal_subj,number,women,girl,devoted,herself,The women said that the girl devoted herself . <eos>,The women said that the girl devoted herself .,the women said that the girl devoted ***mask*** .,0.1417033504250031
196,33,embed,nonlocal,0,a,local_subj,number,girl,women,devoted,herself,The girl said that the women devoted herself . <eos>,The girl said that the women devoted herself .,the girl said that the women devoted ***mask*** .,7.578058721652527
197,33,embed,nonlocal,0,b,local_subj,number,woman,girls,devoted,herself,The woman said that the girls devoted herself . <eos>,The woman said that the girls devoted herself .,the woman said that the girls devoted ***mask*** .,8.886527269621094
198,34,embed,local,1,a,none,none,girl,woman,considered,herself,The girl said that the woman considered herself . <eos>,The girl said that the woman considered herself .,the girl said that the woman considered ***mask*** .,8.54982881643547
199,34,embed,local,1,b,none,none,woman,girl,considered,herself,The woman said that the girl considered herself . <eos>,The woman said that the girl considered herself .,the woman said that the girl considered ***mask*** .,7.892586390471583
200,34,embed,local,1,a,nonlocal_subj,number,girls,woman,considered,herself,The girls said that the woman considered herself . <eos>,The girls said that the woman considered herself .,the girls said that the woman considered ***mask*** .,7.650684211059874
201,34,embed,local,1,b,nonlocal_subj,number,women,girl,considered,herself,The women said that the girl considered herself . <eos>,The women said that the girl considered herself .,the women said that the girl considered ***mask*** .,6.288256577506713
202,34,embed,nonlocal,0,a,local_subj,number,girl,women,considered,herself,The girl said that the women considered herself . <eos>,The girl said that the women considered herself .,the girl said that the women considered ***mask*** .,9.625011360375323
203,34,embed,nonlocal,0,b,local_subj,number,woman,girls,considered,herself,The woman said that the girls considered herself . <eos>,The woman said that the girls considered herself .,the woman said that the girls considered ***mask*** .,10.056656904910493
204,35,embed,local,1,a,none,none,girl,woman,identified,herself,The girl said that the woman identified herself . <eos>,The girl said that the woman identified herself .,the girl said that the woman identified ***mask*** .,0.3899071763384479
205,35,embed,local,1,b,none,none,woman,girl,identified,herself,The woman said that the girl identified herself . <eos>,The woman said that the girl identified herself .,the woman said that the girl identified ***mask*** .,0.234482006867815
206,35,embed,local,1,a,nonlocal_subj,number,girls,woman,identified,herself,The girls said that the woman identified herself . <eos>,The girls said that the woman identified herself .,the girls said that the woman identified ***mask*** .,0.25782473469416045
207,35,embed,local,1,b,nonlocal_subj,number,women,girl,identified,herself,The women said that the girl identified herself . <eos>,The women said that the girl identified herself .,the women said that the girl identified ***mask*** .,0.43008715697816924
208,35,embed,nonlocal,0,a,local_subj,number,girl,women,identified,herself,The girl said that the women identified herself . <eos>,The girl said that the women identified herself .,the girl said that the women identified ***mask*** .,5.0587958199130245
209,35,embed,nonlocal,0,b,local_subj,number,woman,girls,identified,herself,The woman said that the girls identified herself . <eos>,The woman said that the girls identified herself .,the woman said that the girls identified ***mask*** .,4.969336062699679
210,36,embed,local,1,a,none,none,girl,woman,made,herself,The girl said that the woman made herself . <eos>,The girl said that the woman made herself .,the girl said that the woman made ***mask*** .,10.03862608621851
211,36,embed,local,1,b,none,none,woman,girl,made,herself,The woman said that the girl made herself . <eos>,The woman said that the girl made herself .,the woman said that the girl made ***mask*** .,9.78032835296746
212,36,embed,local,1,a,nonlocal_subj,number,girls,woman,made,herself,The girls said that the woman made herself . <eos>,The girls said that the woman made herself .,the girls said that the woman made ***mask*** .,10.5997756549247
213,36,embed,local,1,b,nonlocal_subj,number,women,girl,made,herself,The women said that the girl made herself . <eos>,The women said that the girl made herself .,the women said that the girl made ***mask*** .,9.429733835176734
214,36,embed,nonlocal,0,a,local_subj,number,girl,women,made,herself,The girl said that the women made herself . <eos>,The girl said that the women made herself .,the girl said that the women made ***mask*** .,13.339034521033756
215,36,embed,nonlocal,0,b,local_subj,number,woman,girls,made,herself,The woman said that the girls made herself . <eos>,The woman said that the girls made herself .,the woman said that the girls made ***mask*** .,14.056461769787708
216,37,embed,local,1,a,none,none,girl,woman,found,herself,The girl said that the woman found herself . <eos>,The girl said that the woman found herself .,the girl said that the woman found ***mask*** .,8.680172998553473
217,37,embed,local,1,b,none,none,woman,girl,found,herself,The woman said that the girl found herself . <eos>,The woman said that the girl found herself .,the woman said that the girl found ***mask*** .,7.554835076601686
218,37,embed,local,1,a,nonlocal_subj,number,girls,woman,found,herself,The girls said that the woman found herself . <eos>,The girls said that the woman found herself .,the girls said that the woman found ***mask*** .,8.082296044631716
219,37,embed,local,1,b,nonlocal_subj,number,women,girl,found,herself,The women said that the girl found herself . <eos>,The women said that the girl found herself .,the women said that the girl found ***mask*** .,6.07201466222825
220,37,embed,nonlocal,0,a,local_subj,number,girl,women,found,herself,The girl said that the women found herself . <eos>,The girl said that the women found herself .,the girl said that the women found ***mask*** .,10.23067706304401
221,37,embed,nonlocal,0,b,local_subj,number,woman,girls,found,herself,The woman said that the girls found herself . <eos>,The woman said that the girls found herself .,the woman said that the girls found ***mask*** .,10.626771874428254
222,38,embed,local,1,a,none,none,girl,woman,distinguished,herself,The girl said that the woman distinguished herself . <eos>,The girl said that the woman distinguished herself .,the girl said that the woman distinguished ***mask*** .,0.07874679166972785
223,38,embed,local,1,b,none,none,woman,girl,distinguished,herself,The woman said that the girl distinguished herself . <eos>,The woman said that the girl distinguished herself .,the woman said that the girl distinguished ***mask*** .,0.061183264686296125
224,38,embed,local,1,a,nonlocal_subj,number,girls,woman,distinguished,herself,The girls said that the woman distinguished herself . <eos>,The girls said that the woman distinguished herself .,the girls said that the woman distinguished ***mask*** .,0.08429263970709133
225,38,embed,local,1,b,nonlocal_subj,number,women,girl,distinguished,herself,The women said that the girl distinguished herself . <eos>,The women said that the girl distinguished herself .,the women said that the girl distinguished ***mask*** .,0.08135391498140618
226,38,embed,nonlocal,0,a,local_subj,number,girl,women,distinguished,herself,The girl said that the women distinguished herself . <eos>,The girl said that the women distinguished herself .,the girl said that the women distinguished ***mask*** .,7.170292553685638
227,38,embed,nonlocal,0,b,local_subj,number,woman,girls,distinguished,herself,The woman said that the girls distinguished herself . <eos>,The woman said that the girls distinguished herself .,the woman said that the girls distinguished ***mask*** .,8.554076337683297
228,39,embed,local,1,a,none,none,girl,woman,taught,herself,The girl said that the woman taught herself . <eos>,The girl said that the woman taught herself .,the girl said that the woman taught ***mask*** .,8.556799826076839
229,39,embed,local,1,b,none,none,woman,girl,taught,herself,The woman said that the girl taught herself . <eos>,The woman said that the girl taught herself .,the woman said that the girl taught ***mask*** .,7.849615086975341
230,39,embed,local,1,a,nonlocal_subj,number,girls,woman,taught,herself,The girls said that the woman taught herself . <eos>,The girls said that the woman taught herself .,the girls said that the woman taught ***mask*** .,8.770657329962882
231,39,embed,local,1,b,nonlocal_subj,number,women,girl,taught,herself,The women said that the girl taught herself . <eos>,The women said that the girl taught herself .,the women said that the girl taught ***mask*** .,6.985670433132394
232,39,embed,nonlocal,0,a,local_subj,number,girl,women,taught,herself,The girl said that the women taught herself . <eos>,The girl said that the women taught herself .,the girl said that the women taught ***mask*** .,8.19029122999921
233,39,embed,nonlocal,0,b,local_subj,number,woman,girls,taught,herself,The woman said that the girls taught herself . <eos>,The woman said that the girls taught herself .,the woman said that the girls taught ***mask*** .,7.330204246523668
234,40,embed,local,1,a,none,none,girl,woman,killed,herself,The girl said that the woman killed herself . <eos>,The girl said that the woman killed herself .,the girl said that the woman killed ***mask*** .,1.0218307144597492
235,40,embed,local,1,b,none,none,woman,girl,killed,herself,The woman said that the girl killed herself . <eos>,The woman said that the girl killed herself .,the woman said that the girl killed ***mask*** .,0.8846133805933811
236,40,embed,local,1,a,nonlocal_subj,number,girls,woman,killed,herself,The girls said that the woman killed herself . <eos>,The girls said that the woman killed herself .,the girls said that the woman killed ***mask*** .,0.8399935080265268
237,40,embed,local,1,b,nonlocal_subj,number,women,girl,killed,herself,The women said that the girl killed herself . <eos>,The women said that the girl killed herself .,the women said that the girl killed ***mask*** .,0.6422429059674706
238,40,embed,nonlocal,0,a,local_subj,number,girl,women,killed,herself,The girl said that the women killed herself . <eos>,The girl said that the women killed herself .,the girl said that the women killed ***mask*** .,3.6665068033354387
239,40,embed,nonlocal,0,b,local_subj,number,woman,girls,killed,herself,The woman said that the girls killed herself . <eos>,The woman said that the girls killed herself .,the woman said that the girls killed ***mask*** .,3.936345549757071
240,41,embed,local,1,a,none,none,girl,woman,called,herself,The girl said that the woman called herself . <eos>,The girl said that the woman called herself .,the girl said that the woman called ***mask*** .,7.458861898876285
241,41,embed,local,1,b,none,none,woman,girl,called,herself,The woman said that the girl called herself . <eos>,The woman said that the girl called herself .,the woman said that the girl called ***mask*** .,7.081168601187294
242,41,embed,local,1,a,nonlocal_subj,number,girls,woman,called,herself,The girls said that the woman called herself . <eos>,The girls said that the woman called herself .,the girls said that the woman called ***mask*** .,6.889681738252081
243,41,embed,local,1,b,nonlocal_subj,number,women,girl,called,herself,The women said that the girl called herself . <eos>,The women said that the girl called herself .,the women said that the girl called ***mask*** .,6.220659862631064
244,41,embed,nonlocal,0,a,local_subj,number,girl,women,called,herself,The girl said that the women called herself . <eos>,The girl said that the women called herself .,the girl said that the women called ***mask*** .,9.621309049675368
245,41,embed,nonlocal,0,b,local_subj,number,woman,girls,called,herself,The woman said that the girls called herself . <eos>,The woman said that the girls called herself .,the woman said that the girls called ***mask*** .,9.98475307036706
246,42,embed,local,1,a,none,none,girl,woman,dedicated,herself,The girl said that the woman dedicated herself . <eos>,The girl said that the woman dedicated herself .,the girl said that the woman dedicated ***mask*** .,0.12228646858538642
247,42,embed,local,1,b,none,none,woman,girl,dedicated,herself,The woman said that the girl dedicated herself . <eos>,The woman said that the girl dedicated herself .,the woman said that the girl dedicated ***mask*** .,0.09831808352150703
248,42,embed,local,1,a,nonlocal_subj,number,girls,woman,dedicated,herself,The girls said that the woman dedicated herself . <eos>,The girls said that the woman dedicated herself .,the girls said that the woman dedicated ***mask*** .,0.06663414112320495
249,42,embed,local,1,b,nonlocal_subj,number,women,girl,dedicated,herself,The women said that the girl dedicated herself . <eos>,The women said that the girl dedicated herself .,the women said that the girl dedicated ***mask*** .,0.07003479482579769
250,42,embed,nonlocal,0,a,local_subj,number,girl,women,dedicated,herself,The girl said that the women dedicated herself . <eos>,The girl said that the women dedicated herself .,the girl said that the women dedicated ***mask*** .,6.075866459627737
251,42,embed,nonlocal,0,b,local_subj,number,woman,girls,dedicated,herself,The woman said that the girls dedicated herself . <eos>,The woman said that the girls dedicated herself .,the woman said that the girls dedicated ***mask*** .,7.724634204343282
252,43,embed,local,1,a,none,none,girl,woman,declared,herself,The girl said that the woman declared herself . <eos>,The girl said that the woman declared herself .,the girl said that the woman declared ***mask*** .,3.245626142197307
253,43,embed,local,1,b,none,none,woman,girl,declared,herself,The woman said that the girl declared herself . <eos>,The woman said that the girl declared herself .,the woman said that the girl declared ***mask*** .,2.9467220447665157
254,43,embed,local,1,a,nonlocal_subj,number,girls,woman,declared,herself,The girls said that the woman declared herself . <eos>,The girls said that the woman declared herself .,the girls said that the woman declared ***mask*** .,2.9862491704532728
255,43,embed,local,1,b,nonlocal_subj,number,women,girl,declared,herself,The women said that the girl declared herself . <eos>,The women said that the girl declared herself .,the women said that the girl declared ***mask*** .,2.633073534008157
256,43,embed,nonlocal,0,a,local_subj,number,girl,women,declared,herself,The girl said that the women declared herself . <eos>,The girl said that the women declared herself .,the girl said that the women declared ***mask*** .,6.958406013963017
257,43,embed,nonlocal,0,b,local_subj,number,woman,girls,declared,herself,The woman said that the girls declared herself . <eos>,The woman said that the girls declared herself .,the woman said that the girls declared ***mask*** .,7.258130649597976
258,44,embed,local,1,a,none,none,girl,woman,proved,herself,The girl said that the woman proved herself . <eos>,The girl said that the woman proved herself .,the girl said that the woman proved ***mask*** .,3.1287975889102437
259,44,embed,local,1,b,none,none,woman,girl,proved,herself,The woman said that the girl proved herself . <eos>,The woman said that the girl proved herself .,the woman said that the girl proved ***mask*** .,2.919430966956757
260,44,embed,local,1,a,nonlocal_subj,number,girls,woman,proved,herself,The girls said that the woman proved herself . <eos>,The girls said that the woman proved herself .,the girls said that the woman proved ***mask*** .,3.3131560559907762
261,44,embed,local,1,b,nonlocal_subj,number,women,girl,proved,herself,The women said that the girl proved herself . <eos>,The women said that the girl proved herself .,the women said that the girl proved ***mask*** .,2.803257112214489
262,44,embed,nonlocal,0,a,local_subj,number,girl,women,proved,herself,The girl said that the women proved herself . <eos>,The girl said that the women proved herself .,the girl said that the women proved ***mask*** .,5.010668218591706
263,44,embed,nonlocal,0,b,local_subj,number,woman,girls,proved,herself,The woman said that the girls proved herself . <eos>,The woman said that the girls proved herself .,the woman said that the girls proved ***mask*** .,5.007748899363994
264,45,embed,local,1,a,none,none,girl,woman,shot,herself,The girl said that the woman shot herself . <eos>,The girl said that the woman shot herself .,the girl said that the woman shot ***mask*** .,3.9444198298925777
265,45,embed,local,1,b,none,none,woman,girl,shot,herself,The woman said that the girl shot herself . <eos>,The woman said that the girl shot herself .,the woman said that the girl shot ***mask*** .,3.866943414528687
266,45,embed,local,1,a,nonlocal_subj,number,girls,woman,shot,herself,The girls said that the woman shot herself . <eos>,The girls said that the woman shot herself .,the girls said that the woman shot ***mask*** .,3.161253382674382
267,45,embed,local,1,b,nonlocal_subj,number,women,girl,shot,herself,The women said that the girl shot herself . <eos>,The women said that the girl shot herself .,the women said that the girl shot ***mask*** .,3.114361803783146
268,45,embed,nonlocal,0,a,local_subj,number,girl,women,shot,herself,The girl said that the women shot herself . <eos>,The girl said that the women shot herself .,the girl said that the women shot ***mask*** .,7.342385846387451
269,45,embed,nonlocal,0,b,local_subj,number,woman,girls,shot,herself,The woman said that the girls shot herself . <eos>,The woman said that the girls shot herself .,the woman said that the girls shot ***mask*** .,7.565877668986993
270,46,embed,local,1,a,none,none,girl,wife,saw,herself,The girl said that the wife saw herself . <eos>,The girl said that the wives saw herself .,the girl said that the wives saw ***mask*** .,11.968933892867856
271,46,embed,local,1,b,none,none,wife,girl,saw,herself,The wife said that the girl saw herself . <eos>,The wife said that the girl saw herself .,the wife said that the girl saw ***mask*** .,8.352906576334746
272,46,embed,local,1,a,nonlocal_subj,number,girls,wife,saw,herself,The girls said that the wife saw herself . <eos>,The girls said that the wife saw herself .,the girls said that the wife saw ***mask*** .,10.845466939617168
273,46,embed,local,1,b,nonlocal_subj,number,wives,girl,saw,herself,The wives said that the girl saw herself . <eos>,The wives said that the girl saw herself .,the wives said that the girl saw ***mask*** .,7.891852059879727
274,46,embed,nonlocal,0,a,local_subj,number,girl,wives,saw,herself,The girl said that the wives saw herself . <eos>,The girl said that the wives saw herself .,the girl said that the wives saw ***mask*** .,11.968933892867856
275,46,embed,nonlocal,0,b,local_subj,number,wife,girls,saw,herself,The wife said that the girls saw herself . <eos>,The wife said that the girls saw herself .,the wife said that the girls saw ***mask*** .,11.516568223662668
276,47,embed,local,1,a,none,none,girl,wife,established,herself,The girl said that the wife established herself . <eos>,The girl said that the wife established herself .,the girl said that the wife established ***mask*** .,0.8020850353114439
277,47,embed,local,1,b,none,none,wife,girl,established,herself,The wife said that the girl established herself . <eos>,The wife said that the girl established herself .,the wife said that the girl established ***mask*** .,0.15095336847794585
278,47,embed,local,1,a,nonlocal_subj,number,girls,wife,established,herself,The girls said that the wife established herself . <eos>,The girls said that the wife established herself .,the girls said that the wife established ***mask*** .,0.8402821520713107
279,47,embed,local,1,b,nonlocal_subj,number,wives,girl,established,herself,The wives said that the girl established herself . <eos>,The wives said that the girl established herself .,the wives said that the girl established ***mask*** .,0.18452532912834982
280,47,embed,nonlocal,0,a,local_subj,number,girl,wives,established,herself,The girl said that the wives established herself . <eos>,The girl said that the wives established herself .,the girl said that the wives established ***mask*** .,5.855788947328752
281,47,embed,nonlocal,0,b,local_subj,number,wife,girls,established,herself,The wife said that the girls established herself . <eos>,The wife said that the girls established herself .,the wife said that the girls established ***mask*** .,4.374785241885344
282,48,embed,local,1,a,none,none,girl,wife,devoted,herself,The girl said that the wife devoted herself . <eos>,The girl said that the wife devoted herself .,the girl said that the wife devoted ***mask*** .,0.8266783299579578
283,48,embed,local,1,b,none,none,wife,girl,devoted,herself,The wife said that the girl devoted herself . <eos>,The wife said that the girl devoted herself .,the wife said that the girl devoted ***mask*** .,0.4659283475558858
284,48,embed,local,1,a,nonlocal_subj,number,girls,wife,devoted,herself,The girls said that the wife devoted herself . <eos>,The girls said that the wife devoted herself .,the girls said that the wife devoted ***mask*** .,0.4920054353181558
285,48,embed,local,1,b,nonlocal_subj,number,wives,girl,devoted,herself,The wives said that the girl devoted herself . <eos>,The wives said that the girl devoted herself .,the wives said that the girl devoted ***mask*** .,0.18995483087058126
286,48,embed,nonlocal,0,a,local_subj,number,girl,wives,devoted,herself,The girl said that the wives devoted herself . <eos>,The girl said that the wives devoted herself .,the girl said that the wives devoted ***mask*** .,8.989476162424106
287,48,embed,nonlocal,0,b,local_subj,number,wife,girls,devoted,herself,The wife said that the girls devoted herself . <eos>,The wife said that the girls devoted herself .,the wife said that the girls devoted ***mask*** .,8.694579878393942
288,49,embed,local,1,a,none,none,girl,wife,considered,herself,The girl said that the wife considered herself . <eos>,The girl said that the wife considered herself .,the girl said that the wife considered ***mask*** .,9.78872406346944
289,49,embed,local,1,b,none,none,wife,girl,considered,herself,The wife said that the girl considered herself . <eos>,The wife said that the girl considered herself .,the wife said that the girl considered ***mask*** .,7.529408394418955
290,49,embed,local,1,a,nonlocal_subj,number,girls,wife,considered,herself,The girls said that the wife considered herself . <eos>,The girls said that the wife considered herself .,the girls said that the wife considered ***mask*** .,9.628766940885763
291,49,embed,local,1,b,nonlocal_subj,number,wives,girl,considered,herself,The wives said that the girl considered herself . <eos>,The wives said that the girl considered herself .,the wives said that the girl considered ***mask*** .,6.299119332817625
292,49,embed,nonlocal,0,a,local_subj,number,girl,wives,considered,herself,The girl said that the wives considered herself . <eos>,The girl said that the wives considered herself .,the girl said that the wives considered ***mask*** .,11.169789077057937
293,49,embed,nonlocal,0,b,local_subj,number,wife,girls,considered,herself,The wife said that the girls considered herself . <eos>,The wife said that the girls considered herself .,the wife said that the girls considered ***mask*** .,9.402883687398038
294,50,embed,local,1,a,none,none,girl,wife,identified,herself,The girl said that the wife identified herself . <eos>,The girl said that the wife identified herself .,the girl said that the wife identified ***mask*** .,0.7341823908950669
295,50,embed,local,1,b,none,none,wife,girl,identified,herself,The wife said that the girl identified herself . <eos>,The wife said that the girl identified herself .,the wife said that the girl identified ***mask*** .,0.25988276028907203
