,item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
225,19,embed,nonlocal,0,b,male,local_subj,number,sons,boy,considered,themselves,The sons said that the boy considered themselves . <eos>,The sons said that the boy considered themselves .,the sons said that the boy considered ***mask*** .,12.888421096870452
226,19,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,considered,themselves,The girls said that the daughter considered themselves . <eos>,The girls said that the daughter considered themselves .,the girls said that the daughter considered ***mask*** .,13.265951357949941
227,19,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,considered,themselves,The daughters said that the girl considered themselves . <eos>,The daughters said that the girl considered themselves .,the daughters said that the girl considered ***mask*** .,12.030315834757621
228,20,embed,local,1,a,male,none,none,boys,sons,identified,themselves,The boys said that the sons identified themselves . <eos>,The boys said that the sons identified themselves .,the boys said that the sons identified ***mask*** .,0.7176192295556632
229,20,embed,local,1,b,male,none,none,sons,boys,identified,themselves,The sons said that the boys identified themselves . <eos>,The sons said that the boys identified themselves .,the sons said that the boys identified ***mask*** .,0.24156327249825163
230,20,embed,local,1,a,female,none,none,girls,daughters,identified,themselves,The girls said that the daughters identified themselves . <eos>,The girls said that the daughters identified themselves .,the girls said that the daughters identified ***mask*** .,0.4133247665504591
231,20,embed,local,1,b,female,none,none,daughters,girls,identified,themselves,The daughters said that the girls identified themselves . <eos>,The daughters said that the girls identified themselves .,the daughters said that the girls identified ***mask*** .,0.25156849982682183
232,20,embed,local,1,a,male,nonlocal_subj,number,boy,sons,identified,themselves,The boy said that the sons identified themselves . <eos>,The boy said that the sons identified themselves .,the boy said that the sons identified ***mask*** .,0.943821236660179
233,20,embed,local,1,b,male,nonlocal_subj,number,son,boys,identified,themselves,The son said that the boys identified themselves . <eos>,The son said that the boys identified themselves .,the son said that the boys identified ***mask*** .,0.1694374055450307
234,20,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,identified,themselves,The girl said that the daughters identified themselves . <eos>,The girl said that the daughters identified themselves .,the girl said that the daughters identified ***mask*** .,0.31421317361493356
235,20,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,identified,themselves,The daughter said that the girls identified themselves . <eos>,The daughter said that the girls identified themselves .,the daughter said that the girls identified ***mask*** .,0.19969469334877274
236,20,embed,nonlocal,0,a,male,local_subj,number,boys,son,identified,themselves,The boys said that the son identified themselves . <eos>,The boys said that the son identified themselves .,the boys said that the son identified ***mask*** .,4.880104731761542
237,20,embed,nonlocal,0,b,male,local_subj,number,sons,boy,identified,themselves,The sons said that the boy identified themselves . <eos>,The sons said that the boy identified themselves .,the sons said that the boy identified ***mask*** .,4.951376435020936
238,20,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,identified,themselves,The girls said that the daughter identified themselves . <eos>,The girls said that the daughter identified themselves .,the girls said that the daughter identified ***mask*** .,3.5522486936067854
239,20,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,identified,themselves,The daughters said that the girl identified themselves . <eos>,The daughters said that the girl identified themselves .,the daughters said that the girl identified ***mask*** .,4.083218201775736
240,21,embed,local,1,a,male,none,none,boys,sons,made,themselves,The boys said that the sons made themselves . <eos>,The boys said that the sons made themselves .,the boys said that the sons made ***mask*** .,11.150965971420684
241,21,embed,local,1,b,male,none,none,sons,boys,made,themselves,The sons said that the boys made themselves . <eos>,The sons said that the boys made themselves .,the sons said that the boys made ***mask*** .,10.795304837687471
242,21,embed,local,1,a,female,none,none,girls,daughters,made,themselves,The girls said that the daughters made themselves . <eos>,The girls said that the daughters made themselves .,the girls said that the daughters made ***mask*** .,10.787415005803703
243,21,embed,local,1,b,female,none,none,daughters,girls,made,themselves,The daughters said that the girls made themselves . <eos>,The daughters said that the girls made themselves .,the daughters said that the girls made ***mask*** .,10.698025651479472
244,21,embed,local,1,a,male,nonlocal_subj,number,boy,sons,made,themselves,The boy said that the sons made themselves . <eos>,The boy said that the sons made themselves .,the boy said that the sons made ***mask*** .,10.172060369717622
245,21,embed,local,1,b,male,nonlocal_subj,number,son,boys,made,themselves,The son said that the boys made themselves . <eos>,The son said that the boys made themselves .,the son said that the boys made ***mask*** .,11.766446146673376
246,21,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,made,themselves,The girl said that the daughters made themselves . <eos>,The girl said that the daughters made themselves .,the girl said that the daughters made ***mask*** .,10.65836201035786
247,21,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,made,themselves,The daughter said that the girls made themselves . <eos>,The daughter said that the girls made themselves .,the daughter said that the girls made ***mask*** .,11.721529556171518
248,21,embed,nonlocal,0,a,male,local_subj,number,boys,son,made,themselves,The boys said that the son made themselves . <eos>,The boys said that the son made themselves .,the boys said that the son made ***mask*** .,14.969037917680165
249,21,embed,nonlocal,0,b,male,local_subj,number,sons,boy,made,themselves,The sons said that the boy made themselves . <eos>,The sons said that the boy made themselves .,the sons said that the boy made ***mask*** .,13.197331789700279
250,21,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,made,themselves,The girls said that the daughter made themselves . <eos>,The girls said that the daughter made themselves .,the girls said that the daughter made ***mask*** .,14.069938842382227
251,21,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,made,themselves,The daughters said that the girl made themselves . <eos>,The daughters said that the girl made themselves .,the daughters said that the girl made ***mask*** .,12.630957447718929
252,22,embed,local,1,a,male,none,none,boys,sons,found,themselves,The boys said that the sons found themselves . <eos>,The boys said that the sons found themselves .,the boys said that the sons found ***mask*** .,8.252964310470928
253,22,embed,local,1,b,male,none,none,sons,boys,found,themselves,The sons said that the boys found themselves . <eos>,The sons said that the boys found themselves .,the sons said that the boys found ***mask*** .,7.16100655976584
254,22,embed,local,1,a,female,none,none,girls,daughters,found,themselves,The girls said that the daughters found themselves . <eos>,The girls said that the daughters found themselves .,the girls said that the daughters found ***mask*** .,7.521503148858126
255,22,embed,local,1,b,female,none,none,daughters,girls,found,themselves,The daughters said that the girls found themselves . <eos>,The daughters said that the girls found themselves .,the daughters said that the girls found ***mask*** .,7.357638329055256
256,22,embed,local,1,a,male,nonlocal_subj,number,boy,sons,found,themselves,The boy said that the sons found themselves . <eos>,The boy said that the sons found themselves .,the boy said that the sons found ***mask*** .,8.784001694006557
257,22,embed,local,1,b,male,nonlocal_subj,number,son,boys,found,themselves,The son said that the boys found themselves . <eos>,The son said that the boys found themselves .,the son said that the boys found ***mask*** .,7.84328254158222
258,22,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,found,themselves,The girl said that the daughters found themselves . <eos>,The girl said that the daughters found themselves .,the girl said that the daughters found ***mask*** .,8.073053919417703
259,22,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,found,themselves,The daughter said that the girls found themselves . <eos>,The daughter said that the girls found themselves .,the daughter said that the girls found ***mask*** .,7.873363893572512
260,22,embed,nonlocal,0,a,male,local_subj,number,boys,son,found,themselves,The boys said that the son found themselves . <eos>,The boys said that the son found themselves .,the boys said that the son found ***mask*** .,12.026255607511356
261,22,embed,nonlocal,0,b,male,local_subj,number,sons,boy,found,themselves,The sons said that the boy found themselves . <eos>,The sons said that the boy found themselves .,the sons said that the boy found ***mask*** .,10.860313292627124
262,22,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,found,themselves,The girls said that the daughter found themselves . <eos>,The girls said that the daughter found themselves .,the girls said that the daughter found ***mask*** .,11.104197687328286
263,22,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,found,themselves,The daughters said that the girl found themselves . <eos>,The daughters said that the girl found themselves .,the daughters said that the girl found ***mask*** .,9.957784387200288
264,23,embed,local,1,a,male,none,none,boys,sons,distinguished,themselves,The boys said that the sons distinguished themselves . <eos>,The boys said that the sons distinguished themselves .,the boys said that the sons distinguished ***mask*** .,0.010122901970371464
265,23,embed,local,1,b,male,none,none,sons,boys,distinguished,themselves,The sons said that the boys distinguished themselves . <eos>,The sons said that the boys distinguished themselves .,the sons said that the boys distinguished ***mask*** .,0.003612629414241878
266,23,embed,local,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls said that the daughters distinguished themselves . <eos>,The girls said that the daughters distinguished themselves .,the girls said that the daughters distinguished ***mask*** .,0.012611935312623765
267,23,embed,local,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters said that the girls distinguished themselves . <eos>,The daughters said that the girls distinguished themselves .,the daughters said that the girls distinguished ***mask*** .,0.008684034211980853
268,23,embed,local,1,a,male,nonlocal_subj,number,boy,sons,distinguished,themselves,The boy said that the sons distinguished themselves . <eos>,The boy said that the sons distinguished themselves .,the boy said that the sons distinguished ***mask*** .,0.015237098184105456
269,23,embed,local,1,b,male,nonlocal_subj,number,son,boys,distinguished,themselves,The son said that the boys distinguished themselves . <eos>,The son said that the boys distinguished themselves .,the son said that the boys distinguished ***mask*** .,0.003089965310184602
270,23,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,distinguished,themselves,The girl said that the daughters distinguished themselves . <eos>,The girl said that the daughters distinguished themselves .,the girl said that the daughters distinguished ***mask*** .,0.01316418151815288
271,23,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,distinguished,themselves,The daughter said that the girls distinguished themselves . <eos>,The daughter said that the girls distinguished themselves .,the daughter said that the girls distinguished ***mask*** .,0.010000805622003756
272,23,embed,nonlocal,0,a,male,local_subj,number,boys,son,distinguished,themselves,The boys said that the son distinguished themselves . <eos>,The boys said that the son distinguished themselves .,the boys said that the son distinguished ***mask*** .,6.242691791120189
273,23,embed,nonlocal,0,b,male,local_subj,number,sons,boy,distinguished,themselves,The sons said that the boy distinguished themselves . <eos>,The sons said that the boy distinguished themselves .,the sons said that the boy distinguished ***mask*** .,5.8715071796144365
274,23,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,distinguished,themselves,The girls said that the daughter distinguished themselves . <eos>,The girls said that the daughter distinguished themselves .,the girls said that the daughter distinguished ***mask*** .,4.681319011750314
275,23,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,distinguished,themselves,The daughters said that the girl distinguished themselves . <eos>,The daughters said that the girl distinguished themselves .,the daughters said that the girl distinguished ***mask*** .,5.0140922402587425
276,24,embed,local,1,a,male,none,none,boys,sons,taught,themselves,The boys said that the sons taught themselves . <eos>,The boys said that the sons taught themselves .,the boys said that the sons taught ***mask*** .,5.1016946816023765
277,24,embed,local,1,b,male,none,none,sons,boys,taught,themselves,The sons said that the boys taught themselves . <eos>,The sons said that the boys taught themselves .,the sons said that the boys taught ***mask*** .,3.8817838219804286
278,24,embed,local,1,a,female,none,none,girls,daughters,taught,themselves,The girls said that the daughters taught themselves . <eos>,The girls said that the daughters taught themselves .,the girls said that the daughters taught ***mask*** .,3.900500007557618
279,24,embed,local,1,b,female,none,none,daughters,girls,taught,themselves,The daughters said that the girls taught themselves . <eos>,The daughters said that the girls taught themselves .,the daughters said that the girls taught ***mask*** .,3.515580630344415
280,24,embed,local,1,a,male,nonlocal_subj,number,boy,sons,taught,themselves,The boy said that the sons taught themselves . <eos>,The boy said that the sons taught themselves .,the boy said that the sons taught ***mask*** .,9.159889029602086
281,24,embed,local,1,b,male,nonlocal_subj,number,son,boys,taught,themselves,The son said that the boys taught themselves . <eos>,The son said that the boys taught themselves .,the son said that the boys taught ***mask*** .,5.193811493434465
282,24,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,taught,themselves,The girl said that the daughters taught themselves . <eos>,The girl said that the daughters taught themselves .,the girl said that the daughters taught ***mask*** .,7.4095755928282285
283,24,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,taught,themselves,The daughter said that the girls taught themselves . <eos>,The daughter said that the girls taught themselves .,the daughter said that the girls taught ***mask*** .,4.932089251912039
284,24,embed,nonlocal,0,a,male,local_subj,number,boys,son,taught,themselves,The boys said that the son taught themselves . <eos>,The boys said that the son taught themselves .,the boys said that the son taught ***mask*** .,11.419772260747838
285,24,embed,nonlocal,0,b,male,local_subj,number,sons,boy,taught,themselves,The sons said that the boy taught themselves . <eos>,The sons said that the boy taught themselves .,the sons said that the boy taught ***mask*** .,9.206061772893609
286,24,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,taught,themselves,The girls said that the daughter taught themselves . <eos>,The girls said that the daughter taught themselves .,the girls said that the daughter taught ***mask*** .,9.540374022790148
287,24,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,taught,themselves,The daughters said that the girl taught themselves . <eos>,The daughters said that the girl taught themselves .,the daughters said that the girl taught ***mask*** .,8.823716653018487
288,25,embed,local,1,a,male,none,none,boys,sons,killed,themselves,The boys said that the sons killed themselves . <eos>,The boys said that the sons killed themselves .,the boys said that the sons killed ***mask*** .,3.5046747426322016
289,25,embed,local,1,b,male,none,none,sons,boys,killed,themselves,The sons said that the boys killed themselves . <eos>,The sons said that the boys killed themselves .,the sons said that the boys killed ***mask*** .,1.6652550728246933
290,25,embed,local,1,a,female,none,none,girls,daughters,killed,themselves,The girls said that the daughters killed themselves . <eos>,The girls said that the daughters killed themselves .,the girls said that the daughters killed ***mask*** .,1.4317413901076743
291,25,embed,local,1,b,female,none,none,daughters,girls,killed,themselves,The daughters said that the girls killed themselves . <eos>,The daughters said that the girls killed themselves .,the daughters said that the girls killed ***mask*** .,1.0426960836165706
292,25,embed,local,1,a,male,nonlocal_subj,number,boy,sons,killed,themselves,The boy said that the sons killed themselves . <eos>,The boy said that the sons killed themselves .,the boy said that the sons killed ***mask*** .,5.223282347676547
293,25,embed,local,1,b,male,nonlocal_subj,number,son,boys,killed,themselves,The son said that the boys killed themselves . <eos>,The son said that the boys killed themselves .,the son said that the boys killed ***mask*** .,1.856248729873291
294,25,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,killed,themselves,The girl said that the daughters killed themselves . <eos>,The girl said that the daughters killed themselves .,the girl said that the daughters killed ***mask*** .,2.239095326247883
295,25,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,killed,themselves,The daughter said that the girls killed themselves . <eos>,The daughter said that the girls killed themselves .,the daughter said that the girls killed ***mask*** .,1.7038119364743989
296,25,embed,nonlocal,0,a,male,local_subj,number,boys,son,killed,themselves,The boys said that the son killed themselves . <eos>,The boys said that the son killed themselves .,the boys said that the son killed ***mask*** .,7.1524641188221585
297,25,embed,nonlocal,0,b,male,local_subj,number,sons,boy,killed,themselves,The sons said that the boy killed themselves . <eos>,The sons said that the boy killed themselves .,the sons said that the boy killed ***mask*** .,7.547887485426139
298,25,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,killed,themselves,The girls said that the daughter killed themselves . <eos>,The girls said that the daughter killed themselves .,the girls said that the daughter killed ***mask*** .,6.600383196005695
299,25,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,killed,themselves,The daughters said that the girl killed themselves . <eos>,The daughters said that the girl killed themselves .,the daughters said that the girl killed ***mask*** .,6.5894380177265095
300,26,embed,local,1,a,male,none,none,boys,sons,called,themselves,The boys said that the sons called themselves . <eos>,The boys said that the sons called themselves .,the boys said that the sons called ***mask*** .,7.11329069691867
301,26,embed,local,1,b,male,none,none,sons,boys,called,themselves,The sons said that the boys called themselves . <eos>,The sons said that the boys called themselves .,the sons said that the boys called ***mask*** .,6.7419779258023596
302,26,embed,local,1,a,female,none,none,girls,daughters,called,themselves,The girls said that the daughters called themselves . <eos>,The girls said that the daughters called themselves .,the girls said that the daughters called ***mask*** .,7.172501063335084
303,26,embed,local,1,b,female,none,none,daughters,girls,called,themselves,The daughters said that the girls called themselves . <eos>,The daughters said that the girls called themselves .,the daughters said that the girls called ***mask*** .,6.556620595969287
304,26,embed,local,1,a,male,nonlocal_subj,number,boy,sons,called,themselves,The boy said that the sons called themselves . <eos>,The boy said that the sons called themselves .,the boy said that the sons called ***mask*** .,6.700045104177532
305,26,embed,local,1,b,male,nonlocal_subj,number,son,boys,called,themselves,The son said that the boys called themselves . <eos>,The son said that the boys called themselves .,the son said that the boys called ***mask*** .,8.336978686687278
306,26,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,called,themselves,The girl said that the daughters called themselves . <eos>,The girl said that the daughters called themselves .,the girl said that the daughters called ***mask*** .,7.836365678053192
307,26,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,called,themselves,The daughter said that the girls called themselves . <eos>,The daughter said that the girls called themselves .,the daughter said that the girls called ***mask*** .,8.579080147809094
308,26,embed,nonlocal,0,a,male,local_subj,number,boys,son,called,themselves,The boys said that the son called themselves . <eos>,The boys said that the son called themselves .,the boys said that the son called ***mask*** .,11.141973175189127
309,26,embed,nonlocal,0,b,male,local_subj,number,sons,boy,called,themselves,The sons said that the boy called themselves . <eos>,The sons said that the boy called themselves .,the sons said that the boy called ***mask*** .,10.12085335296045
310,26,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,called,themselves,The girls said that the daughter called themselves . <eos>,The girls said that the daughter called themselves .,the girls said that the daughter called ***mask*** .,10.515940492986317
311,26,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,called,themselves,The daughters said that the girl called themselves . <eos>,The daughters said that the girl called themselves .,the daughters said that the girl called ***mask*** .,9.646302598488612
312,27,embed,local,1,a,male,none,none,boys,sons,dedicated,themselves,The boys said that the sons dedicated themselves . <eos>,The boys said that the sons dedicated themselves .,the boys said that the sons dedicated ***mask*** .,0.13379274393839324
313,27,embed,local,1,b,male,none,none,sons,boys,dedicated,themselves,The sons said that the boys dedicated themselves . <eos>,The sons said that the boys dedicated themselves .,the sons said that the boys dedicated ***mask*** .,0.052245451956441584
314,27,embed,local,1,a,female,none,none,girls,daughters,dedicated,themselves,The girls said that the daughters dedicated themselves . <eos>,The girls said that the daughters dedicated themselves .,the girls said that the daughters dedicated ***mask*** .,0.049265601044619516
315,27,embed,local,1,b,female,none,none,daughters,girls,dedicated,themselves,The daughters said that the girls dedicated themselves . <eos>,The daughters said that the girls dedicated themselves .,the daughters said that the girls dedicated ***mask*** .,0.04193065095683116
316,27,embed,local,1,a,male,nonlocal_subj,number,boy,sons,dedicated,themselves,The boy said that the sons dedicated themselves . <eos>,The boy said that the sons dedicated themselves .,the boy said that the sons dedicated ***mask*** .,0.2847265954448492
317,27,embed,local,1,b,male,nonlocal_subj,number,son,boys,dedicated,themselves,The son said that the boys dedicated themselves . <eos>,The son said that the boys dedicated themselves .,the son said that the boys dedicated ***mask*** .,0.056304661374077816
318,27,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,dedicated,themselves,The girl said that the daughters dedicated themselves . <eos>,The girl said that the daughters dedicated themselves .,the girl said that the daughters dedicated ***mask*** .,0.12746479364703997
319,27,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,dedicated,themselves,The daughter said that the girls dedicated themselves . <eos>,The daughter said that the girls dedicated themselves .,the daughter said that the girls dedicated ***mask*** .,0.043631730950490305
320,27,embed,nonlocal,0,a,male,local_subj,number,boys,son,dedicated,themselves,The boys said that the son dedicated themselves . <eos>,The boys said that the son dedicated themselves .,the boys said that the son dedicated ***mask*** .,5.883090375711291
321,27,embed,nonlocal,0,b,male,local_subj,number,sons,boy,dedicated,themselves,The sons said that the boy dedicated themselves . <eos>,The sons said that the boy dedicated themselves .,the sons said that the boy dedicated ***mask*** .,6.805481485086463
322,27,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,dedicated,themselves,The girls said that the daughter dedicated themselves . <eos>,The girls said that the daughter dedicated themselves .,the girls said that the daughter dedicated ***mask*** .,6.5823515453941175
323,27,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,dedicated,themselves,The daughters said that the girl dedicated themselves . <eos>,The daughters said that the girl dedicated themselves .,the daughters said that the girl dedicated ***mask*** .,7.78793575444036
324,28,embed,local,1,a,male,none,none,boys,sons,declared,themselves,The boys said that the sons declared themselves . <eos>,The boys said that the sons declared themselves .,the boys said that the sons declared ***mask*** .,5.007192672292371
325,28,embed,local,1,b,male,none,none,sons,boys,declared,themselves,The sons said that the boys declared themselves . <eos>,The sons said that the boys declared themselves .,the sons said that the boys declared ***mask*** .,4.251953677470788
326,28,embed,local,1,a,female,none,none,girls,daughters,declared,themselves,The girls said that the daughters declared themselves . <eos>,The girls said that the daughters declared themselves .,the girls said that the daughters declared ***mask*** .,3.660582727891564
327,28,embed,local,1,b,female,none,none,daughters,girls,declared,themselves,The daughters said that the girls declared themselves . <eos>,The daughters said that the girls declared themselves .,the daughters said that the girls declared ***mask*** .,3.5370998804728955
328,28,embed,local,1,a,male,nonlocal_subj,number,boy,sons,declared,themselves,The boy said that the sons declared themselves . <eos>,The boy said that the sons declared themselves .,the boy said that the sons declared ***mask*** .,5.289657664087667
329,28,embed,local,1,b,male,nonlocal_subj,number,son,boys,declared,themselves,The son said that the boys declared themselves . <eos>,The son said that the boys declared themselves .,the son said that the boys declared ***mask*** .,3.984843946490062
330,28,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,declared,themselves,The girl said that the daughters declared themselves . <eos>,The girl said that the daughters declared themselves .,the girl said that the daughters declared ***mask*** .,3.99585327208114
331,28,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,declared,themselves,The daughter said that the girls declared themselves . <eos>,The daughter said that the girls declared themselves .,the daughter said that the girls declared ***mask*** .,4.067654297899738
332,28,embed,nonlocal,0,a,male,local_subj,number,boys,son,declared,themselves,The boys said that the son declared themselves . <eos>,The boys said that the son declared themselves .,the boys said that the son declared ***mask*** .,10.090249349209188
333,28,embed,nonlocal,0,b,male,local_subj,number,sons,boy,declared,themselves,The sons said that the boy declared themselves . <eos>,The sons said that the boy declared themselves .,the sons said that the boy declared ***mask*** .,9.244790684125
334,28,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,declared,themselves,The girls said that the daughter declared themselves . <eos>,The girls said that the daughter declared themselves .,the girls said that the daughter declared ***mask*** .,9.803218697880197
335,28,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,declared,themselves,The daughters said that the girl declared themselves . <eos>,The daughters said that the girl declared themselves .,the daughters said that the girl declared ***mask*** .,9.33144542251922
336,29,embed,local,1,a,male,none,none,boys,sons,proved,themselves,The boys said that the sons proved themselves . <eos>,The boys said that the sons proved themselves .,the boys said that the sons proved ***mask*** .,4.6030837933835675
337,29,embed,local,1,b,male,none,none,sons,boys,proved,themselves,The sons said that the boys proved themselves . <eos>,The sons said that the boys proved themselves .,the sons said that the boys proved ***mask*** .,4.144850837626731
338,29,embed,local,1,a,female,none,none,girls,daughters,proved,themselves,The girls said that the daughters proved themselves . <eos>,The girls said that the daughters proved themselves .,the girls said that the daughters proved ***mask*** .,4.914989083425957
339,29,embed,local,1,b,female,none,none,daughters,girls,proved,themselves,The daughters said that the girls proved themselves . <eos>,The daughters said that the girls proved themselves .,the daughters said that the girls proved ***mask*** .,5.324184529601354
340,29,embed,local,1,a,male,nonlocal_subj,number,boy,sons,proved,themselves,The boy said that the sons proved themselves . <eos>,The boy said that the sons proved themselves .,the boy said that the sons proved ***mask*** .,4.076901149535513
341,29,embed,local,1,b,male,nonlocal_subj,number,son,boys,proved,themselves,The son said that the boys proved themselves . <eos>,The son said that the boys proved themselves .,the son said that the boys proved ***mask*** .,3.867752730203088
342,29,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,proved,themselves,The girl said that the daughters proved themselves . <eos>,The girl said that the daughters proved themselves .,the girl said that the daughters proved ***mask*** .,4.479567991584804
343,29,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,proved,themselves,The daughter said that the girls proved themselves . <eos>,The daughter said that the girls proved themselves .,the daughter said that the girls proved ***mask*** .,4.975771022266355
344,29,embed,nonlocal,0,a,male,local_subj,number,boys,son,proved,themselves,The boys said that the son proved themselves . <eos>,The boys said that the son proved themselves .,the boys said that the son proved ***mask*** .,8.181960784964433
345,29,embed,nonlocal,0,b,male,local_subj,number,sons,boy,proved,themselves,The sons said that the boy proved themselves . <eos>,The sons said that the boy proved themselves .,the sons said that the boy proved ***mask*** .,8.016725146211805
346,29,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,proved,themselves,The girls said that the daughter proved themselves . <eos>,The girls said that the daughter proved themselves .,the girls said that the daughter proved ***mask*** .,8.04047705764884
347,29,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,proved,themselves,The daughters said that the girl proved themselves . <eos>,The daughters said that the girl proved themselves .,the daughters said that the girl proved ***mask*** .,9.33367705373189
348,30,embed,local,1,a,male,none,none,boys,sons,shot,themselves,The boys said that the sons shot themselves . <eos>,The boys said that the sons shot themselves .,the boys said that the sons shot ***mask*** .,4.5204950269706075
349,30,embed,local,1,b,male,none,none,sons,boys,shot,themselves,The sons said that the boys shot themselves . <eos>,The sons said that the boys shot themselves .,the sons said that the boys shot ***mask*** .,3.621448080450998
350,30,embed,local,1,a,female,none,none,girls,daughters,shot,themselves,The girls said that the daughters shot themselves . <eos>,The girls said that the daughters shot themselves .,the girls said that the daughters shot ***mask*** .,3.361454048930253
351,30,embed,local,1,b,female,none,none,daughters,girls,shot,themselves,The daughters said that the girls shot themselves . <eos>,The daughters said that the girls shot themselves .,the daughters said that the girls shot ***mask*** .,3.2102581221932667
352,30,embed,local,1,a,male,nonlocal_subj,number,boy,sons,shot,themselves,The boy said that the sons shot themselves . <eos>,The boy said that the sons shot themselves .,the boy said that the sons shot ***mask*** .,5.360927843043469
353,30,embed,local,1,b,male,nonlocal_subj,number,son,boys,shot,themselves,The son said that the boys shot themselves . <eos>,The son said that the boys shot themselves .,the son said that the boys shot ***mask*** .,4.734674684657454
354,30,embed,local,1,a,female,nonlocal_subj,number,girl,daughters,shot,themselves,The girl said that the daughters shot themselves . <eos>,The girl said that the daughters shot themselves .,the girl said that the daughters shot ***mask*** .,4.030797945060054
355,30,embed,local,1,b,female,nonlocal_subj,number,daughter,girls,shot,themselves,The daughter said that the girls shot themselves . <eos>,The daughter said that the girls shot themselves .,the daughter said that the girls shot ***mask*** .,4.638432583845876
356,30,embed,nonlocal,0,a,male,local_subj,number,boys,son,shot,themselves,The boys said that the son shot themselves . <eos>,The boys said that the son shot themselves .,the boys said that the son shot ***mask*** .,8.74353357707987
357,30,embed,nonlocal,0,b,male,local_subj,number,sons,boy,shot,themselves,The sons said that the boy shot themselves . <eos>,The sons said that the boy shot themselves .,the sons said that the boy shot ***mask*** .,8.5538941633657
358,30,embed,nonlocal,0,a,female,local_subj,number,girls,daughter,shot,themselves,The girls said that the daughter shot themselves . <eos>,The girls said that the daughter shot themselves .,the girls said that the daughter shot ***mask*** .,8.085688963794126
359,30,embed,nonlocal,0,b,female,local_subj,number,daughters,girl,shot,themselves,The daughters said that the girl shot themselves . <eos>,The daughters said that the girl shot themselves .,the daughters said that the girl shot ***mask*** .,8.10433181206191
360,31,embed,local,1,a,male,none,none,boys,men,saw,themselves,The boys said that the men saw themselves . <eos>,The boys said that the men saw themselves .,the boys said that the men saw ***mask*** .,11.069778183717549
361,31,embed,local,1,b,male,none,none,men,boys,saw,themselves,The men said that the boys saw themselves . <eos>,The men said that the boys saw themselves .,the men said that the boys saw ***mask*** .,11.186532319062142
362,31,embed,local,1,a,female,none,none,girls,women,saw,themselves,The girls said that the women saw themselves . <eos>,The girls said that the women saw themselves .,the girls said that the women saw ***mask*** .,9.345602701435237
363,31,embed,local,1,b,female,none,none,women,girls,saw,themselves,The women said that the girls saw themselves . <eos>,The women said that the girls saw themselves .,the women said that the girls saw ***mask*** .,9.834028674138263
364,31,embed,local,1,a,male,nonlocal_subj,number,boy,men,saw,themselves,The boy said that the men saw themselves . <eos>,The boy said that the men saw themselves .,the boy said that the men saw ***mask*** .,11.45681332436451
365,31,embed,local,1,b,male,nonlocal_subj,number,man,boys,saw,themselves,The man said that the boys saw themselves . <eos>,The man said that the boys saw themselves .,the man said that the boys saw ***mask*** .,11.222006414925323
