,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
137,23,simple,local,c-command,1,b,rc_subj,number,daughter,girls,distinguished,herself,The daughter that the girls liked distinguished herself . <eos>,The daughter that the girls liked distinguished herself .,the daughter that the girls liked distinguished ***mask*** .,9.908489070659058
138,24,simple,local,c-command,1,a,none,none,girl,daughter,taught,herself,The girl that the daughter liked taught herself . <eos>,The girl that the daughter liked taught herself .,the girl that the daughter liked taught ***mask*** .,8.745264304421017
139,24,simple,local,c-command,1,b,none,none,daughter,girl,taught,herself,The daughter that the girl liked taught herself . <eos>,The daughter that the girl liked taught herself .,the daughter that the girl liked taught ***mask*** .,9.745151875191704
140,24,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,taught,herself,The girls that the daughter liked taught herself . <eos>,The girls that the daughter liked taught herself .,the girls that the daughter liked taught ***mask*** .,9.61983411159017
141,24,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,taught,herself,The daughters that the girl liked taught herself . <eos>,The daughters that the girl liked taught herself .,the daughters that the girl liked taught ***mask*** .,9.875812411647951
142,24,simple,local,c-command,1,a,rc_subj,number,girl,daughters,taught,herself,The girl that the daughters liked taught herself . <eos>,The girl that the daughters liked taught herself .,the girl that the daughters liked taught ***mask*** .,10.560244557580358
143,24,simple,local,c-command,1,b,rc_subj,number,daughter,girls,taught,herself,The daughter that the girls liked taught herself . <eos>,The daughter that the girls liked taught herself .,the daughter that the girls liked taught ***mask*** .,9.090960809235405
144,25,simple,local,c-command,1,a,none,none,girl,daughter,killed,herself,The girl that the daughter liked killed herself . <eos>,The girl that the daughter liked killed herself .,the girl that the daughter liked killed ***mask*** .,3.966363934256307
145,25,simple,local,c-command,1,b,none,none,daughter,girl,killed,herself,The daughter that the girl liked killed herself . <eos>,The daughter that the girl liked killed herself .,the daughter that the girl liked killed ***mask*** .,3.8857402453698975
146,25,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,killed,herself,The girls that the daughter liked killed herself . <eos>,The girls that the daughter liked killed herself .,the girls that the daughter liked killed ***mask*** .,6.621410378107905
147,25,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,killed,herself,The daughters that the girl liked killed herself . <eos>,The daughters that the girl liked killed herself .,the daughters that the girl liked killed ***mask*** .,7.621259578587615
148,25,simple,local,c-command,1,a,rc_subj,number,girl,daughters,killed,herself,The girl that the daughters liked killed herself . <eos>,The girl that the daughters liked killed herself .,the girl that the daughters liked killed ***mask*** .,4.129794371670171
149,25,simple,local,c-command,1,b,rc_subj,number,daughter,girls,killed,herself,The daughter that the girls liked killed herself . <eos>,The daughter that the girls liked killed herself .,the daughter that the girls liked killed ***mask*** .,4.006926692627745
150,26,simple,local,c-command,1,a,none,none,girl,daughter,called,herself,The girl that the daughter liked called herself . <eos>,The girl that the daughter liked called herself .,the girl that the daughter liked called ***mask*** .,6.852378309979403
151,26,simple,local,c-command,1,b,none,none,daughter,girl,called,herself,The daughter that the girl liked called herself . <eos>,The daughter that the girl liked called herself .,the daughter that the girl liked called ***mask*** .,7.365832948129509
152,26,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,called,herself,The girls that the daughter liked called herself . <eos>,The girls that the daughter liked called herself .,the girls that the daughter liked called ***mask*** .,5.416641383450998
153,26,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,called,herself,The daughters that the girl liked called herself . <eos>,The daughters that the girl liked called herself .,the daughters that the girl liked called ***mask*** .,5.195140098118679
154,26,simple,local,c-command,1,a,rc_subj,number,girl,daughters,called,herself,The girl that the daughters liked called herself . <eos>,The girl that the daughters liked called herself .,the girl that the daughters liked called ***mask*** .,7.524023943172516
155,26,simple,local,c-command,1,b,rc_subj,number,daughter,girls,called,herself,The daughter that the girls liked called herself . <eos>,The daughter that the girls liked called herself .,the daughter that the girls liked called ***mask*** .,8.27801552392341
156,27,simple,local,c-command,1,a,none,none,girl,daughter,dedicated,herself,The girl that the daughter liked dedicated herself . <eos>,The girl that the daughter liked dedicated herself .,the girl that the daughter liked dedicated ***mask*** .,11.359710264501295
157,27,simple,local,c-command,1,b,none,none,daughter,girl,dedicated,herself,The daughter that the girl liked dedicated herself . <eos>,The daughter that the girl liked dedicated herself .,the daughter that the girl liked dedicated ***mask*** .,15.131764944259544
158,27,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,dedicated,herself,The girls that the daughter liked dedicated herself . <eos>,The girls that the daughter liked dedicated herself .,the girls that the daughter liked dedicated ***mask*** .,11.868260137044249
159,27,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,dedicated,herself,The daughters that the girl liked dedicated herself . <eos>,The daughters that the girl liked dedicated herself .,the daughters that the girl liked dedicated ***mask*** .,11.899392355647192
160,27,simple,local,c-command,1,a,rc_subj,number,girl,daughters,dedicated,herself,The girl that the daughters liked dedicated herself . <eos>,The girl that the daughters liked dedicated herself .,the girl that the daughters liked dedicated ***mask*** .,10.988885036286156
161,27,simple,local,c-command,1,b,rc_subj,number,daughter,girls,dedicated,herself,The daughter that the girls liked dedicated herself . <eos>,The daughter that the girls liked dedicated herself .,the daughter that the girls liked dedicated ***mask*** .,15.53600910982233
162,28,simple,local,c-command,1,a,none,none,girl,daughter,declared,herself,The girl that the daughter liked declared herself . <eos>,The girl that the daughter liked declared herself .,the girl that the daughter liked declared ***mask*** .,2.138099712990136
163,28,simple,local,c-command,1,b,none,none,daughter,girl,declared,herself,The daughter that the girl liked declared herself . <eos>,The daughter that the girl liked declared herself .,the daughter that the girl liked declared ***mask*** .,2.276544341201295
164,28,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,declared,herself,The girls that the daughter liked declared herself . <eos>,The girls that the daughter liked declared herself .,the girls that the daughter liked declared ***mask*** .,5.63731530828579
165,28,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,declared,herself,The daughters that the girl liked declared herself . <eos>,The daughters that the girl liked declared herself .,the daughters that the girl liked declared ***mask*** .,5.676687902455354
166,28,simple,local,c-command,1,a,rc_subj,number,girl,daughters,declared,herself,The girl that the daughters liked declared herself . <eos>,The girl that the daughters liked declared herself .,the girl that the daughters liked declared ***mask*** .,2.2516514241255736
167,28,simple,local,c-command,1,b,rc_subj,number,daughter,girls,declared,herself,The daughter that the girls liked declared herself . <eos>,The daughter that the girls liked declared herself .,the daughter that the girls liked declared ***mask*** .,2.587627208550362
168,29,simple,local,c-command,1,a,none,none,girl,daughter,proved,herself,The girl that the daughter liked proved herself . <eos>,The girl that the daughter liked proved herself .,the girl that the daughter liked proved ***mask*** .,7.6188612084404985
169,29,simple,local,c-command,1,b,none,none,daughter,girl,proved,herself,The daughter that the girl liked proved herself . <eos>,The daughter that the girl liked proved herself .,the daughter that the girl liked proved ***mask*** .,8.101969677013601
170,29,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,proved,herself,The girls that the daughter liked proved herself . <eos>,The girls that the daughter liked proved herself .,the girls that the daughter liked proved ***mask*** .,7.848577705670478
171,29,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,proved,herself,The daughters that the girl liked proved herself . <eos>,The daughters that the girl liked proved herself .,the daughters that the girl liked proved ***mask*** .,7.898133460630194
172,29,simple,local,c-command,1,a,rc_subj,number,girl,daughters,proved,herself,The girl that the daughters liked proved herself . <eos>,The girl that the daughters liked proved herself .,the girl that the daughters liked proved ***mask*** .,7.640620801198498
173,29,simple,local,c-command,1,b,rc_subj,number,daughter,girls,proved,herself,The daughter that the girls liked proved herself . <eos>,The daughter that the girls liked proved herself .,the daughter that the girls liked proved ***mask*** .,8.34267697046942
174,30,simple,local,c-command,1,a,none,none,girl,daughter,shot,herself,The girl that the daughter liked shot herself . <eos>,The girl that the daughter liked shot herself .,the girl that the daughter liked shot ***mask*** .,5.029997180574742
175,30,simple,local,c-command,1,b,none,none,daughter,girl,shot,herself,The daughter that the girl liked shot herself . <eos>,The daughter that the girl liked shot herself .,the daughter that the girl liked shot ***mask*** .,4.56249897326201
176,30,simple,local,no-c-command,0,a,matrix_subj,number,girls,daughter,shot,herself,The girls that the daughter liked shot herself . <eos>,The girls that the daughter liked shot herself .,the girls that the daughter liked shot ***mask*** .,7.34631049203684
177,30,simple,local,no-c-command,0,b,matrix_subj,number,daughters,girl,shot,herself,The daughters that the girl liked shot herself . <eos>,The daughters that the girl liked shot herself .,the daughters that the girl liked shot ***mask*** .,7.142885773095986
178,30,simple,local,c-command,1,a,rc_subj,number,girl,daughters,shot,herself,The girl that the daughters liked shot herself . <eos>,The girl that the daughters liked shot herself .,the girl that the daughters liked shot ***mask*** .,4.510257244155474
179,30,simple,local,c-command,1,b,rc_subj,number,daughter,girls,shot,herself,The daughter that the girls liked shot herself . <eos>,The daughter that the girls liked shot herself .,the daughter that the girls liked shot ***mask*** .,5.303660772425461
180,31,simple,local,c-command,1,a,none,none,girl,woman,saw,herself,The girl that the woman liked saw herself . <eos>,The girl that the woman liked saw herself .,the girl that the woman liked saw ***mask*** .,8.54790420554529
181,31,simple,local,c-command,1,b,none,none,woman,girl,saw,herself,The woman that the girl liked saw herself . <eos>,The woman that the girl liked saw herself .,the woman that the girl liked saw ***mask*** .,9.071191239246218
182,31,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,saw,herself,The girls that the woman liked saw herself . <eos>,The girls that the woman liked saw herself .,the girls that the woman liked saw ***mask*** .,10.869015378350767
183,31,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,saw,herself,The women that the girl liked saw herself . <eos>,The women that the girl liked saw herself .,the women that the girl liked saw ***mask*** .,10.867690905625196
184,31,simple,local,c-command,1,a,rc_subj,number,girl,women,saw,herself,The girl that the women liked saw herself . <eos>,The girl that the women liked saw herself .,the girl that the women liked saw ***mask*** .,7.937802306708253
185,31,simple,local,c-command,1,b,rc_subj,number,woman,girls,saw,herself,The woman that the girls liked saw herself . <eos>,The woman that the girls liked saw herself .,the woman that the girls liked saw ***mask*** .,8.705688879393788
186,32,simple,local,c-command,1,a,none,none,girl,woman,established,herself,The girl that the woman liked established herself . <eos>,The girl that the woman liked established herself .,the girl that the woman liked established ***mask*** .,0.2282055938039385
187,32,simple,local,c-command,1,b,none,none,woman,girl,established,herself,The woman that the girl liked established herself . <eos>,The woman that the girl liked established herself .,the woman that the girl liked established ***mask*** .,0.21385652704411662
188,32,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,established,herself,The girls that the woman liked established herself . <eos>,The girls that the woman liked established herself .,the girls that the woman liked established ***mask*** .,2.595994219411724
189,32,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,established,herself,The women that the girl liked established herself . <eos>,The women that the girl liked established herself .,the women that the girl liked established ***mask*** .,4.215675377418763
190,32,simple,local,c-command,1,a,rc_subj,number,girl,women,established,herself,The girl that the women liked established herself . <eos>,The girl that the women liked established herself .,the girl that the women liked established ***mask*** .,2.4647215378932126
191,32,simple,local,c-command,1,b,rc_subj,number,woman,girls,established,herself,The woman that the girls liked established herself . <eos>,The woman that the girls liked established herself .,the woman that the girls liked established ***mask*** .,0.9427535514675998
192,33,simple,local,c-command,1,a,none,none,girl,woman,devoted,herself,The girl that the woman liked devoted herself . <eos>,The girl that the woman liked devoted herself .,the girl that the woman liked devoted ***mask*** .,18.097350348972572
193,33,simple,local,c-command,1,b,none,none,woman,girl,devoted,herself,The woman that the girl liked devoted herself . <eos>,The woman that the girl liked devoted herself .,the woman that the girl liked devoted ***mask*** .,18.005979829819733
194,33,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,devoted,herself,The girls that the woman liked devoted herself . <eos>,The girls that the woman liked devoted herself .,the girls that the woman liked devoted ***mask*** .,16.49394804051646
195,33,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,devoted,herself,The women that the girl liked devoted herself . <eos>,The women that the girl liked devoted herself .,the women that the girl liked devoted ***mask*** .,15.891615927774959
196,33,simple,local,c-command,1,a,rc_subj,number,girl,women,devoted,herself,The girl that the women liked devoted herself . <eos>,The girl that the women liked devoted herself .,the girl that the women liked devoted ***mask*** .,18.447114122619087
197,33,simple,local,c-command,1,b,rc_subj,number,woman,girls,devoted,herself,The woman that the girls liked devoted herself . <eos>,The woman that the girls liked devoted herself .,the woman that the girls liked devoted ***mask*** .,19.061172139875037
198,34,simple,local,c-command,1,a,none,none,girl,woman,considered,herself,The girl that the woman liked considered herself . <eos>,The girl that the woman liked considered herself .,the girl that the woman liked considered ***mask*** .,5.73602123127794
199,34,simple,local,c-command,1,b,none,none,woman,girl,considered,herself,The woman that the girl liked considered herself . <eos>,The woman that the girl liked considered herself .,the woman that the girl liked considered ***mask*** .,5.251768242860126
200,34,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,considered,herself,The girls that the woman liked considered herself . <eos>,The girls that the woman liked considered herself .,the girls that the woman liked considered ***mask*** .,6.990778074138836
201,34,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,considered,herself,The women that the girl liked considered herself . <eos>,The women that the girl liked considered herself .,the women that the girl liked considered ***mask*** .,6.985996391401797
202,34,simple,local,c-command,1,a,rc_subj,number,girl,women,considered,herself,The girl that the women liked considered herself . <eos>,The girl that the women liked considered herself .,the girl that the women liked considered ***mask*** .,5.646848327439386
203,34,simple,local,c-command,1,b,rc_subj,number,woman,girls,considered,herself,The woman that the girls liked considered herself . <eos>,The woman that the girls liked considered herself .,the woman that the girls liked considered ***mask*** .,5.585217358523567
204,35,simple,local,c-command,1,a,none,none,girl,woman,identified,herself,The girl that the woman liked identified herself . <eos>,The girl that the woman liked identified herself .,the girl that the woman liked identified ***mask*** .,1.743735729100559
205,35,simple,local,c-command,1,b,none,none,woman,girl,identified,herself,The woman that the girl liked identified herself . <eos>,The woman that the girl liked identified herself .,the woman that the girl liked identified ***mask*** .,1.270465343523384
206,35,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,identified,herself,The girls that the woman liked identified herself . <eos>,The girls that the woman liked identified herself .,the girls that the woman liked identified ***mask*** .,3.723388959249165
207,35,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,identified,herself,The women that the girl liked identified herself . <eos>,The women that the girl liked identified herself .,the women that the girl liked identified ***mask*** .,5.554255125698818
208,35,simple,local,c-command,1,a,rc_subj,number,girl,women,identified,herself,The girl that the women liked identified herself . <eos>,The girl that the women liked identified herself .,the girl that the women liked identified ***mask*** .,7.2813051325132
209,35,simple,local,c-command,1,b,rc_subj,number,woman,girls,identified,herself,The woman that the girls liked identified herself . <eos>,The woman that the girls liked identified herself .,the woman that the girls liked identified ***mask*** .,3.572667971871181
210,36,simple,local,c-command,1,a,none,none,girl,woman,made,herself,The girl that the woman liked made herself . <eos>,The girl that the woman liked made herself .,the girl that the woman liked made ***mask*** .,13.184698409139344
211,36,simple,local,c-command,1,b,none,none,woman,girl,made,herself,The woman that the girl liked made herself . <eos>,The woman that the girl liked made herself .,the woman that the girl liked made ***mask*** .,13.320491336556366
212,36,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,made,herself,The girls that the woman liked made herself . <eos>,The girls that the woman liked made herself .,the girls that the woman liked made ***mask*** .,13.272218591998055
213,36,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,made,herself,The women that the girl liked made herself . <eos>,The women that the girl liked made herself .,the women that the girl liked made ***mask*** .,13.690287047790989
214,36,simple,local,c-command,1,a,rc_subj,number,girl,women,made,herself,The girl that the women liked made herself . <eos>,The girl that the women liked made herself .,the girl that the women liked made ***mask*** .,12.988181053628516
215,36,simple,local,c-command,1,b,rc_subj,number,woman,girls,made,herself,The woman that the girls liked made herself . <eos>,The woman that the girls liked made herself .,the woman that the girls liked made ***mask*** .,14.539182554314529
216,37,simple,local,c-command,1,a,none,none,girl,woman,found,herself,The girl that the woman liked found herself . <eos>,The girl that the woman liked found herself .,the girl that the woman liked found ***mask*** .,4.8807240082898655
217,37,simple,local,c-command,1,b,none,none,woman,girl,found,herself,The woman that the girl liked found herself . <eos>,The woman that the girl liked found herself .,the woman that the girl liked found ***mask*** .,4.80872130463507
218,37,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,found,herself,The girls that the woman liked found herself . <eos>,The girls that the woman liked found herself .,the girls that the woman liked found ***mask*** .,7.705828149649794
219,37,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,found,herself,The women that the girl liked found herself . <eos>,The women that the girl liked found herself .,the women that the girl liked found ***mask*** .,7.90279214265987
220,37,simple,local,c-command,1,a,rc_subj,number,girl,women,found,herself,The girl that the women liked found herself . <eos>,The girl that the women liked found herself .,the girl that the women liked found ***mask*** .,5.54128688487898
221,37,simple,local,c-command,1,b,rc_subj,number,woman,girls,found,herself,The woman that the girls liked found herself . <eos>,The woman that the girls liked found herself .,the woman that the girls liked found ***mask*** .,5.368878687704395
222,38,simple,local,c-command,1,a,none,none,girl,woman,distinguished,herself,The girl that the woman liked distinguished herself . <eos>,The girl that the woman liked distinguished herself .,the girl that the woman liked distinguished ***mask*** .,1.9771442409433788
223,38,simple,local,c-command,1,b,none,none,woman,girl,distinguished,herself,The woman that the girl liked distinguished herself . <eos>,The woman that the girl liked distinguished herself .,the woman that the girl liked distinguished ***mask*** .,1.3665846614714314
224,38,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,distinguished,herself,The girls that the woman liked distinguished herself . <eos>,The girls that the woman liked distinguished herself .,the girls that the woman liked distinguished ***mask*** .,5.2444582458520195
225,38,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,distinguished,herself,The women that the girl liked distinguished herself . <eos>,The women that the girl liked distinguished herself .,the women that the girl liked distinguished ***mask*** .,5.120118870675955
226,38,simple,local,c-command,1,a,rc_subj,number,girl,women,distinguished,herself,The girl that the women liked distinguished herself . <eos>,The girl that the women liked distinguished herself .,the girl that the women liked distinguished ***mask*** .,3.4001550163161003
227,38,simple,local,c-command,1,b,rc_subj,number,woman,girls,distinguished,herself,The woman that the girls liked distinguished herself . <eos>,The woman that the girls liked distinguished herself .,the woman that the girls liked distinguished ***mask*** .,2.8477086580333246
228,39,simple,local,c-command,1,a,none,none,girl,woman,taught,herself,The girl that the woman liked taught herself . <eos>,The girl that the woman liked taught herself .,the girl that the woman liked taught ***mask*** .,9.785640706464326
229,39,simple,local,c-command,1,b,none,none,woman,girl,taught,herself,The woman that the girl liked taught herself . <eos>,The woman that the girl liked taught herself .,the woman that the girl liked taught ***mask*** .,9.215003195481486
230,39,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,taught,herself,The girls that the woman liked taught herself . <eos>,The girls that the woman liked taught herself .,the girls that the woman liked taught ***mask*** .,10.029364295729
231,39,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,taught,herself,The women that the girl liked taught herself . <eos>,The women that the girl liked taught herself .,the women that the girl liked taught ***mask*** .,9.855407566645379
232,39,simple,local,c-command,1,a,rc_subj,number,girl,women,taught,herself,The girl that the women liked taught herself . <eos>,The girl that the women liked taught herself .,the girl that the women liked taught ***mask*** .,9.799682361480524
233,39,simple,local,c-command,1,b,rc_subj,number,woman,girls,taught,herself,The woman that the girls liked taught herself . <eos>,The woman that the girls liked taught herself .,the woman that the girls liked taught ***mask*** .,10.557673781104196
234,40,simple,local,c-command,1,a,none,none,girl,woman,killed,herself,The girl that the woman liked killed herself . <eos>,The girl that the woman liked killed herself .,the girl that the woman liked killed ***mask*** .,3.381405466004013
235,40,simple,local,c-command,1,b,none,none,woman,girl,killed,herself,The woman that the girl liked killed herself . <eos>,The woman that the girl liked killed herself .,the woman that the girl liked killed ***mask*** .,3.1367220914686964
236,40,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,killed,herself,The girls that the woman liked killed herself . <eos>,The girls that the woman liked killed herself .,the girls that the woman liked killed ***mask*** .,6.247947313082131
237,40,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,killed,herself,The women that the girl liked killed herself . <eos>,The women that the girl liked killed herself .,the women that the girl liked killed ***mask*** .,6.8522207345836454
238,40,simple,local,c-command,1,a,rc_subj,number,girl,women,killed,herself,The girl that the women liked killed herself . <eos>,The girl that the women liked killed herself .,the girl that the women liked killed ***mask*** .,4.0431150120255674
239,40,simple,local,c-command,1,b,rc_subj,number,woman,girls,killed,herself,The woman that the girls liked killed herself . <eos>,The woman that the girls liked killed herself .,the woman that the girls liked killed ***mask*** .,3.0458389298434665
240,41,simple,local,c-command,1,a,none,none,girl,woman,called,herself,The girl that the woman liked called herself . <eos>,The girl that the woman liked called herself .,the girl that the woman liked called ***mask*** .,7.045227097091173
241,41,simple,local,c-command,1,b,none,none,woman,girl,called,herself,The woman that the girl liked called herself . <eos>,The woman that the girl liked called herself .,the woman that the girl liked called ***mask*** .,5.3057135364400345
242,41,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,called,herself,The girls that the woman liked called herself . <eos>,The girls that the woman liked called herself .,the girls that the woman liked called ***mask*** .,5.396232637900686
243,41,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,called,herself,The women that the girl liked called herself . <eos>,The women that the girl liked called herself .,the women that the girl liked called ***mask*** .,5.7262154966267
244,41,simple,local,c-command,1,a,rc_subj,number,girl,women,called,herself,The girl that the women liked called herself . <eos>,The girl that the women liked called herself .,the girl that the women liked called ***mask*** .,7.8886149945065585
245,41,simple,local,c-command,1,b,rc_subj,number,woman,girls,called,herself,The woman that the girls liked called herself . <eos>,The woman that the girls liked called herself .,the woman that the girls liked called ***mask*** .,6.7079831515502795
246,42,simple,local,c-command,1,a,none,none,girl,woman,dedicated,herself,The girl that the woman liked dedicated herself . <eos>,The girl that the woman liked dedicated herself .,the girl that the woman liked dedicated ***mask*** .,13.141448277706163
247,42,simple,local,c-command,1,b,none,none,woman,girl,dedicated,herself,The woman that the girl liked dedicated herself . <eos>,The woman that the girl liked dedicated herself .,the woman that the girl liked dedicated ***mask*** .,13.465556639956407
248,42,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,dedicated,herself,The girls that the woman liked dedicated herself . <eos>,The girls that the woman liked dedicated herself .,the girls that the woman liked dedicated ***mask*** .,14.012742320969497
249,42,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,dedicated,herself,The women that the girl liked dedicated herself . <eos>,The women that the girl liked dedicated herself .,the women that the girl liked dedicated ***mask*** .,11.070316099537155
250,42,simple,local,c-command,1,a,rc_subj,number,girl,women,dedicated,herself,The girl that the women liked dedicated herself . <eos>,The girl that the women liked dedicated herself .,the girl that the women liked dedicated ***mask*** .,13.273587446363408
251,42,simple,local,c-command,1,b,rc_subj,number,woman,girls,dedicated,herself,The woman that the girls liked dedicated herself . <eos>,The woman that the girls liked dedicated herself .,the woman that the girls liked dedicated ***mask*** .,15.910075497346789
252,43,simple,local,c-command,1,a,none,none,girl,woman,declared,herself,The girl that the woman liked declared herself . <eos>,The girl that the woman liked declared herself .,the girl that the woman liked declared ***mask*** .,1.6328093701003596
253,43,simple,local,c-command,1,b,none,none,woman,girl,declared,herself,The woman that the girl liked declared herself . <eos>,The woman that the girl liked declared herself .,the woman that the girl liked declared ***mask*** .,1.636575439046461
254,43,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,declared,herself,The girls that the woman liked declared herself . <eos>,The girls that the woman liked declared herself .,the girls that the woman liked declared ***mask*** .,5.181966638017055
255,43,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,declared,herself,The women that the girl liked declared herself . <eos>,The women that the girl liked declared herself .,the women that the girl liked declared ***mask*** .,5.440722346909221
256,43,simple,local,c-command,1,a,rc_subj,number,girl,women,declared,herself,The girl that the women liked declared herself . <eos>,The girl that the women liked declared herself .,the girl that the women liked declared ***mask*** .,1.7182889604613965
257,43,simple,local,c-command,1,b,rc_subj,number,woman,girls,declared,herself,The woman that the girls liked declared herself . <eos>,The woman that the girls liked declared herself .,the woman that the girls liked declared ***mask*** .,1.5949741300701061
258,44,simple,local,c-command,1,a,none,none,girl,woman,proved,herself,The girl that the woman liked proved herself . <eos>,The girl that the woman liked proved herself .,the girl that the woman liked proved ***mask*** .,7.539178555657629
259,44,simple,local,c-command,1,b,none,none,woman,girl,proved,herself,The woman that the girl liked proved herself . <eos>,The woman that the girl liked proved herself .,the woman that the girl liked proved ***mask*** .,7.648981665412373
260,44,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,proved,herself,The girls that the woman liked proved herself . <eos>,The girls that the woman liked proved herself .,the girls that the woman liked proved ***mask*** .,7.482116436394927
261,44,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,proved,herself,The women that the girl liked proved herself . <eos>,The women that the girl liked proved herself .,the women that the girl liked proved ***mask*** .,7.184161254552045
262,44,simple,local,c-command,1,a,rc_subj,number,girl,women,proved,herself,The girl that the women liked proved herself . <eos>,The girl that the women liked proved herself .,the girl that the women liked proved ***mask*** .,7.51599299838799
263,44,simple,local,c-command,1,b,rc_subj,number,woman,girls,proved,herself,The woman that the girls liked proved herself . <eos>,The woman that the girls liked proved herself .,the woman that the girls liked proved ***mask*** .,8.134624373516678
264,45,simple,local,c-command,1,a,none,none,girl,woman,shot,herself,The girl that the woman liked shot herself . <eos>,The girl that the woman liked shot herself .,the girl that the woman liked shot ***mask*** .,5.067042964041013
265,45,simple,local,c-command,1,b,none,none,woman,girl,shot,herself,The woman that the girl liked shot herself . <eos>,The woman that the girl liked shot herself .,the woman that the girl liked shot ***mask*** .,5.563150727428595
266,45,simple,local,no-c-command,0,a,matrix_subj,number,girls,woman,shot,herself,The girls that the woman liked shot herself . <eos>,The girls that the woman liked shot herself .,the girls that the woman liked shot ***mask*** .,7.803238655199649
267,45,simple,local,no-c-command,0,b,matrix_subj,number,women,girl,shot,herself,The women that the girl liked shot herself . <eos>,The women that the girl liked shot herself .,the women that the girl liked shot ***mask*** .,7.907261728157237
268,45,simple,local,c-command,1,a,rc_subj,number,girl,women,shot,herself,The girl that the women liked shot herself . <eos>,The girl that the women liked shot herself .,the girl that the women liked shot ***mask*** .,5.314034314427662
269,45,simple,local,c-command,1,b,rc_subj,number,woman,girls,shot,herself,The woman that the girls liked shot herself . <eos>,The woman that the girls liked shot herself .,the woman that the girls liked shot ***mask*** .,5.152750016323802
270,46,simple,local,c-command,1,a,none,none,girl,wife,saw,herself,The girl that the wife liked saw herself . <eos>,The girl that the wife liked saw herself .,the girl that the wife liked saw ***mask*** .,8.935388789508599
271,46,simple,local,c-command,1,b,none,none,wife,girl,saw,herself,The wife that the girl liked saw herself . <eos>,The wife that the girl liked saw herself .,the wife that the girl liked saw ***mask*** .,9.134307406844458
272,46,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,saw,herself,The girls that the wife liked saw herself . <eos>,The girls that the wife liked saw herself .,the girls that the wife liked saw ***mask*** .,11.195072467365584
273,46,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,saw,herself,The wives that the girl liked saw herself . <eos>,The wives that the girl liked saw herself .,the wives that the girl liked saw ***mask*** .,11.103084314215529
274,46,simple,local,c-command,1,a,rc_subj,number,girl,wives,saw,herself,The girl that the wives liked saw herself . <eos>,The girl that the wives liked saw herself .,the girl that the wives liked saw ***mask*** .,8.510495605645414
275,46,simple,local,c-command,1,b,rc_subj,number,wife,girls,saw,herself,The wife that the girls liked saw herself . <eos>,The wife that the girls liked saw herself .,the wife that the girls liked saw ***mask*** .,8.296646611979787
276,47,simple,local,c-command,1,a,none,none,girl,wife,established,herself,The girl that the wife liked established herself . <eos>,The girl that the wife liked established herself .,the girl that the wife liked established ***mask*** .,0.7414952106425723
277,47,simple,local,c-command,1,b,none,none,wife,girl,established,herself,The wife that the girl liked established herself . <eos>,The wife that the girl liked established herself .,the wife that the girl liked established ***mask*** .,1.633869251630305
