,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
435,37,liked,embed,local,1,d,none,none,customers,bankers,injured,themselves,The customers that the bankers liked injured themselves . <eos>,The customers that the bankers liked injured themselves .,the customers that the bankers liked injured ***mask*** .,0.0001639392229128525
436,37,liked,embed,local,1,a,rc_subj,number,mechanics,customer,injured,themselves,The mechanics that the customer liked injured themselves . <eos>,The mechanics that the customer liked injured themselves .,the mechanics that the customer liked injured ***mask*** .,0.00578806351562664
437,37,liked,embed,local,1,b,rc_subj,number,customers,mechanic,injured,themselves,The customers that the mechanic liked injured themselves . <eos>,The customers that the mechanic liked injured themselves .,the customers that the mechanic liked injured ***mask*** .,0.007412566908894908
438,37,liked,embed,local,1,c,rc_subj,number,bankers,customer,injured,themselves,The bankers that the customer liked injured themselves . <eos>,The bankers that the customer liked injured themselves .,the bankers that the customer liked injured ***mask*** .,0.005456273053639536
439,37,liked,embed,local,1,d,rc_subj,number,customers,banker,injured,themselves,The customers that the banker liked injured themselves . <eos>,The customers that the banker liked injured themselves .,the customers that the banker liked injured ***mask*** .,0.0011725038074732665
440,37,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,customers,injured,themselves,The mechanic that the customers liked injured themselves . <eos>,The mechanic that the customers liked injured themselves .,the mechanic that the customers liked injured ***mask*** .,0.04285464027247663
441,37,liked,embed,nonlocal,0,b,matrix_subj,number,customer,mechanics,injured,themselves,The customer that the mechanics liked injured themselves . <eos>,The customer that the mechanics liked injured themselves .,the customer that the mechanics liked injured ***mask*** .,0.03126174686276842
442,37,liked,embed,nonlocal,0,c,matrix_subj,number,banker,customers,injured,themselves,The banker that the customers liked injured themselves . <eos>,The banker that the customers liked injured themselves .,the banker that the customers liked injured ***mask*** .,0.013477954711132618
443,37,liked,embed,nonlocal,0,d,matrix_subj,number,customer,bankers,injured,themselves,The customer that the bankers liked injured themselves . <eos>,The customer that the bankers liked injured themselves .,the customer that the bankers liked injured ***mask*** .,0.027298235148406964
444,38,liked,embed,local,1,a,none,none,mechanics,customers,congratulated,themselves,The mechanics that the customers liked congratulated themselves . <eos>,The mechanics that the customers liked congratulated themselves .,the mechanics that the customers liked congratulated ***mask*** .,0.005339811599493437
445,38,liked,embed,local,1,b,none,none,customers,mechanics,congratulated,themselves,The customers that the mechanics liked congratulated themselves . <eos>,The customers that the mechanics liked congratulated themselves .,the customers that the mechanics liked congratulated ***mask*** .,0.0034667346793290183
446,38,liked,embed,local,1,c,none,none,bankers,customers,congratulated,themselves,The bankers that the customers liked congratulated themselves . <eos>,The bankers that the customers liked congratulated themselves .,the bankers that the customers liked congratulated ***mask*** .,0.008047175938754685
447,38,liked,embed,local,1,d,none,none,customers,bankers,congratulated,themselves,The customers that the bankers liked congratulated themselves . <eos>,The customers that the bankers liked congratulated themselves .,the customers that the bankers liked congratulated ***mask*** .,0.005062465454078606
448,38,liked,embed,local,1,a,rc_subj,number,mechanics,customer,congratulated,themselves,The mechanics that the customer liked congratulated themselves . <eos>,The mechanics that the customer liked congratulated themselves .,the mechanics that the customer liked congratulated ***mask*** .,0.0066450266190844175
449,38,liked,embed,local,1,b,rc_subj,number,customers,mechanic,congratulated,themselves,The customers that the mechanic liked congratulated themselves . <eos>,The customers that the mechanic liked congratulated themselves .,the customers that the mechanic liked congratulated ***mask*** .,0.007471151059560689
450,38,liked,embed,local,1,c,rc_subj,number,bankers,customer,congratulated,themselves,The bankers that the customer liked congratulated themselves . <eos>,The bankers that the customer liked congratulated themselves .,the bankers that the customer liked congratulated ***mask*** .,0.011421764375012895
451,38,liked,embed,local,1,d,rc_subj,number,customers,banker,congratulated,themselves,The customers that the banker liked congratulated themselves . <eos>,The customers that the banker liked congratulated themselves .,the customers that the banker liked congratulated ***mask*** .,0.008185910381257409
452,38,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,customers,congratulated,themselves,The mechanic that the customers liked congratulated themselves . <eos>,The mechanic that the customers liked congratulated themselves .,the mechanic that the customers liked congratulated ***mask*** .,0.02215546557152286
453,38,liked,embed,nonlocal,0,b,matrix_subj,number,customer,mechanics,congratulated,themselves,The customer that the mechanics liked congratulated themselves . <eos>,The customer that the mechanics liked congratulated themselves .,the customer that the mechanics liked congratulated ***mask*** .,0.015360497052012784
454,38,liked,embed,nonlocal,0,c,matrix_subj,number,banker,customers,congratulated,themselves,The banker that the customers liked congratulated themselves . <eos>,The banker that the customers liked congratulated themselves .,the banker that the customers liked congratulated ***mask*** .,0.024787821437541102
455,38,liked,embed,nonlocal,0,d,matrix_subj,number,customer,bankers,congratulated,themselves,The customer that the bankers liked congratulated themselves . <eos>,The customer that the bankers liked congratulated themselves .,the customer that the bankers liked congratulated ***mask*** .,0.024904707508026744
456,39,liked,embed,local,1,a,none,none,mechanics,customers,embarrassed,themselves,The mechanics that the customers liked embarrassed themselves . <eos>,The mechanics that the customers liked embarrassed themselves .,the mechanics that the customers liked embarrassed ***mask*** .,0.049118381352521105
457,39,liked,embed,local,1,b,none,none,customers,mechanics,embarrassed,themselves,The customers that the mechanics liked embarrassed themselves . <eos>,The customers that the mechanics liked embarrassed themselves .,the customers that the mechanics liked embarrassed ***mask*** .,0.050652763454625556
458,39,liked,embed,local,1,c,none,none,bankers,customers,embarrassed,themselves,The bankers that the customers liked embarrassed themselves . <eos>,The bankers that the customers liked embarrassed themselves .,the bankers that the customers liked embarrassed ***mask*** .,0.04808616474369126
459,39,liked,embed,local,1,d,none,none,customers,bankers,embarrassed,themselves,The customers that the bankers liked embarrassed themselves . <eos>,The customers that the bankers liked embarrassed themselves .,the customers that the bankers liked embarrassed ***mask*** .,0.04933176867849051
460,39,liked,embed,local,1,a,rc_subj,number,mechanics,customer,embarrassed,themselves,The mechanics that the customer liked embarrassed themselves . <eos>,The mechanics that the customer liked embarrassed themselves .,the mechanics that the customer liked embarrassed ***mask*** .,0.14977663357519708
461,39,liked,embed,local,1,b,rc_subj,number,customers,mechanic,embarrassed,themselves,The customers that the mechanic liked embarrassed themselves . <eos>,The customers that the mechanic liked embarrassed themselves .,the customers that the mechanic liked embarrassed ***mask*** .,0.09143779121229541
462,39,liked,embed,local,1,c,rc_subj,number,bankers,customer,embarrassed,themselves,The bankers that the customer liked embarrassed themselves . <eos>,The bankers that the customer liked embarrassed themselves .,the bankers that the customer liked embarrassed ***mask*** .,0.17941732522148474
463,39,liked,embed,local,1,d,rc_subj,number,customers,banker,embarrassed,themselves,The customers that the banker liked embarrassed themselves . <eos>,The customers that the banker liked embarrassed themselves .,the customers that the banker liked embarrassed ***mask*** .,0.1480366858859552
464,39,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,customers,embarrassed,themselves,The mechanic that the customers liked embarrassed themselves . <eos>,The mechanic that the customers liked embarrassed themselves .,the mechanic that the customers liked embarrassed ***mask*** .,0.05819757444644785
465,39,liked,embed,nonlocal,0,b,matrix_subj,number,customer,mechanics,embarrassed,themselves,The customer that the mechanics liked embarrassed themselves . <eos>,The customer that the mechanics liked embarrassed themselves .,the customer that the mechanics liked embarrassed ***mask*** .,0.13795303048604868
466,39,liked,embed,nonlocal,0,c,matrix_subj,number,banker,customers,embarrassed,themselves,The banker that the customers liked embarrassed themselves . <eos>,The banker that the customers liked embarrassed themselves .,the banker that the customers liked embarrassed ***mask*** .,0.04336511386730018
467,39,liked,embed,nonlocal,0,d,matrix_subj,number,customer,bankers,embarrassed,themselves,The customer that the bankers liked embarrassed themselves . <eos>,The customer that the bankers liked embarrassed themselves .,the customer that the bankers liked embarrassed ***mask*** .,0.22716507497767555
468,40,liked,embed,local,1,a,none,none,mechanics,customers,disguised,themselves,The mechanics that the customers liked disguised themselves . <eos>,The mechanics that the customers liked disguised themselves .,the mechanics that the customers liked disguised ***mask*** .,7.731994876354609e-06
469,40,liked,embed,local,1,b,none,none,customers,mechanics,disguised,themselves,The customers that the mechanics liked disguised themselves . <eos>,The customers that the mechanics liked disguised themselves .,the customers that the mechanics liked disguised ***mask*** .,1.7538998373009684e-06
470,40,liked,embed,local,1,c,none,none,bankers,customers,disguised,themselves,The bankers that the customers liked disguised themselves . <eos>,The bankers that the customers liked disguised themselves .,the bankers that the customers liked disguised ***mask*** .,1.247323615760082e-05
471,40,liked,embed,local,1,d,none,none,customers,bankers,disguised,themselves,The customers that the bankers liked disguised themselves . <eos>,The customers that the bankers liked disguised themselves .,the customers that the bankers liked disguised ***mask*** .,1.7691838005568679e-06
472,40,liked,embed,local,1,a,rc_subj,number,mechanics,customer,disguised,themselves,The mechanics that the customer liked disguised themselves . <eos>,The mechanics that the customer liked disguised themselves .,the mechanics that the customer liked disguised ***mask*** .,3.4701711788793954e-05
473,40,liked,embed,local,1,b,rc_subj,number,customers,mechanic,disguised,themselves,The customers that the mechanic liked disguised themselves . <eos>,The customers that the mechanic liked disguised themselves .,the customers that the mechanic liked disguised ***mask*** .,2.9261063963223834e-06
474,40,liked,embed,local,1,c,rc_subj,number,bankers,customer,disguised,themselves,The bankers that the customer liked disguised themselves . <eos>,The bankers that the customer liked disguised themselves .,the bankers that the customer liked disguised ***mask*** .,0.00010361271898313008
475,40,liked,embed,local,1,d,rc_subj,number,customers,banker,disguised,themselves,The customers that the banker liked disguised themselves . <eos>,The customers that the banker liked disguised themselves .,the customers that the banker liked disguised ***mask*** .,2.380042728687763e-06
476,40,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,customers,disguised,themselves,The mechanic that the customers liked disguised themselves . <eos>,The mechanic that the customers liked disguised themselves .,the mechanic that the customers liked disguised ***mask*** .,0.001473002846646211
477,40,liked,embed,nonlocal,0,b,matrix_subj,number,customer,mechanics,disguised,themselves,The customer that the mechanics liked disguised themselves . <eos>,The customer that the mechanics liked disguised themselves .,the customer that the mechanics liked disguised ***mask*** .,0.00018483748243674835
478,40,liked,embed,nonlocal,0,c,matrix_subj,number,banker,customers,disguised,themselves,The banker that the customers liked disguised themselves . <eos>,The banker that the customers liked disguised themselves .,the banker that the customers liked disguised ***mask*** .,0.001157658379570216
479,40,liked,embed,nonlocal,0,d,matrix_subj,number,customer,bankers,disguised,themselves,The customer that the bankers liked disguised themselves . <eos>,The customer that the bankers liked disguised themselves .,the customer that the bankers liked disguised ***mask*** .,0.0008039954111625187
480,41,liked,embed,local,1,a,none,none,mechanics,customers,hated,themselves,The mechanics that the customers liked hated themselves . <eos>,The mechanics that the customers liked hated themselves .,the mechanics that the customers liked hated ***mask*** .,0.03611663893702967
481,41,liked,embed,local,1,b,none,none,customers,mechanics,hated,themselves,The customers that the mechanics liked hated themselves . <eos>,The customers that the mechanics liked hated themselves .,the customers that the mechanics liked hated ***mask*** .,0.03996274790117429
482,41,liked,embed,local,1,c,none,none,bankers,customers,hated,themselves,The bankers that the customers liked hated themselves . <eos>,The bankers that the customers liked hated themselves .,the bankers that the customers liked hated ***mask*** .,0.04428615992255146
483,41,liked,embed,local,1,d,none,none,customers,bankers,hated,themselves,The customers that the bankers liked hated themselves . <eos>,The customers that the bankers liked hated themselves .,the customers that the bankers liked hated ***mask*** .,0.03541848568570491
484,41,liked,embed,local,1,a,rc_subj,number,mechanics,customer,hated,themselves,The mechanics that the customer liked hated themselves . <eos>,The mechanics that the customer liked hated themselves .,the mechanics that the customer liked hated ***mask*** .,0.05273527324122125
485,41,liked,embed,local,1,b,rc_subj,number,customers,mechanic,hated,themselves,The customers that the mechanic liked hated themselves . <eos>,The customers that the mechanic liked hated themselves .,the customers that the mechanic liked hated ***mask*** .,0.04435643401968033
486,41,liked,embed,local,1,c,rc_subj,number,bankers,customer,hated,themselves,The bankers that the customer liked hated themselves . <eos>,The bankers that the customer liked hated themselves .,the bankers that the customer liked hated ***mask*** .,0.059259121816327684
487,41,liked,embed,local,1,d,rc_subj,number,customers,banker,hated,themselves,The customers that the banker liked hated themselves . <eos>,The customers that the banker liked hated themselves .,the customers that the banker liked hated ***mask*** .,0.03739742884649937
488,41,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,customers,hated,themselves,The mechanic that the customers liked hated themselves . <eos>,The mechanic that the customers liked hated themselves .,the mechanic that the customers liked hated ***mask*** .,0.3404671403846998
489,41,liked,embed,nonlocal,0,b,matrix_subj,number,customer,mechanics,hated,themselves,The customer that the mechanics liked hated themselves . <eos>,The customer that the mechanics liked hated themselves .,the customer that the mechanics liked hated ***mask*** .,0.15693216749675462
490,41,liked,embed,nonlocal,0,c,matrix_subj,number,banker,customers,hated,themselves,The banker that the customers liked hated themselves . <eos>,The banker that the customers liked hated themselves .,the banker that the customers liked hated ***mask*** .,0.17744050935790864
491,41,liked,embed,nonlocal,0,d,matrix_subj,number,customer,bankers,hated,themselves,The customer that the bankers liked hated themselves . <eos>,The customer that the bankers liked hated themselves .,the customer that the bankers liked hated ***mask*** .,0.1794552194679769
492,42,liked,embed,local,1,a,none,none,mechanics,customers,doubted,themselves,The mechanics that the customers liked doubted themselves . <eos>,The mechanics that the customers liked doubted themselves .,the mechanics that the customers liked doubted ***mask*** .,0.004926641759367109
493,42,liked,embed,local,1,b,none,none,customers,mechanics,doubted,themselves,The customers that the mechanics liked doubted themselves . <eos>,The customers that the mechanics liked doubted themselves .,the customers that the mechanics liked doubted ***mask*** .,0.006210924837681111
494,42,liked,embed,local,1,c,none,none,bankers,customers,doubted,themselves,The bankers that the customers liked doubted themselves . <eos>,The bankers that the customers liked doubted themselves .,the bankers that the customers liked doubted ***mask*** .,0.007388132987269279
495,42,liked,embed,local,1,d,none,none,customers,bankers,doubted,themselves,The customers that the bankers liked doubted themselves . <eos>,The customers that the bankers liked doubted themselves .,the customers that the bankers liked doubted ***mask*** .,0.006047111832217406
496,42,liked,embed,local,1,a,rc_subj,number,mechanics,customer,doubted,themselves,The mechanics that the customer liked doubted themselves . <eos>,The mechanics that the customer liked doubted themselves .,the mechanics that the customer liked doubted ***mask*** .,0.004816958146947439
497,42,liked,embed,local,1,b,rc_subj,number,customers,mechanic,doubted,themselves,The customers that the mechanic liked doubted themselves . <eos>,The customers that the mechanic liked doubted themselves .,the customers that the mechanic liked doubted ***mask*** .,0.011280393460300457
498,42,liked,embed,local,1,c,rc_subj,number,bankers,customer,doubted,themselves,The bankers that the customer liked doubted themselves . <eos>,The bankers that the customer liked doubted themselves .,the bankers that the customer liked doubted ***mask*** .,0.008583236526080402
499,42,liked,embed,local,1,d,rc_subj,number,customers,banker,doubted,themselves,The customers that the banker liked doubted themselves . <eos>,The customers that the banker liked doubted themselves .,the customers that the banker liked doubted ***mask*** .,0.007154768354415914
500,42,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,customers,doubted,themselves,The mechanic that the customers liked doubted themselves . <eos>,The mechanic that the customers liked doubted themselves .,the mechanic that the customers liked doubted ***mask*** .,0.0490176007535337
501,42,liked,embed,nonlocal,0,b,matrix_subj,number,customer,mechanics,doubted,themselves,The customer that the mechanics liked doubted themselves . <eos>,The customer that the mechanics liked doubted themselves .,the customer that the mechanics liked doubted ***mask*** .,0.04075933442424042
502,42,liked,embed,nonlocal,0,c,matrix_subj,number,banker,customers,doubted,themselves,The banker that the customers liked doubted themselves . <eos>,The banker that the customers liked doubted themselves .,the banker that the customers liked doubted ***mask*** .,0.03096905252335259
503,42,liked,embed,nonlocal,0,d,matrix_subj,number,customer,bankers,doubted,themselves,The customer that the bankers liked doubted themselves . <eos>,The customer that the bankers liked doubted themselves .,the customer that the bankers liked doubted ***mask*** .,0.03278877797438036
504,43,liked,embed,local,1,a,none,none,mechanics,officers,hurt,themselves,The mechanics that the officers liked hurt themselves . <eos>,The mechanics that the officers liked hurt themselves .,the mechanics that the officers liked hurt ***mask*** .,0.012792709768829952
505,43,liked,embed,local,1,b,none,none,officers,mechanics,hurt,themselves,The officers that the mechanics liked hurt themselves . <eos>,The officers that the mechanics liked hurt themselves .,the officers that the mechanics liked hurt ***mask*** .,0.007951495656340757
506,43,liked,embed,local,1,c,none,none,bankers,officers,hurt,themselves,The bankers that the officers liked hurt themselves . <eos>,The bankers that the officers liked hurt themselves .,the bankers that the officers liked hurt ***mask*** .,0.09233075781192279
507,43,liked,embed,local,1,d,none,none,officers,bankers,hurt,themselves,The officers that the bankers liked hurt themselves . <eos>,The officers that the bankers liked hurt themselves .,the officers that the bankers liked hurt ***mask*** .,0.011912758743593129
508,43,liked,embed,local,1,a,rc_subj,number,mechanics,officer,hurt,themselves,The mechanics that the officer liked hurt themselves . <eos>,The mechanics that the officer liked hurt themselves .,the mechanics that the officer liked hurt ***mask*** .,0.038679067158439
509,43,liked,embed,local,1,b,rc_subj,number,officers,mechanic,hurt,themselves,The officers that the mechanic liked hurt themselves . <eos>,The officers that the mechanic liked hurt themselves .,the officers that the mechanic liked hurt ***mask*** .,0.017213898272015665
510,43,liked,embed,local,1,c,rc_subj,number,bankers,officer,hurt,themselves,The bankers that the officer liked hurt themselves . <eos>,The bankers that the officer liked hurt themselves .,the bankers that the officer liked hurt ***mask*** .,0.6151086634258827
511,43,liked,embed,local,1,d,rc_subj,number,officers,banker,hurt,themselves,The officers that the banker liked hurt themselves . <eos>,The officers that the banker liked hurt themselves .,the officers that the banker liked hurt ***mask*** .,0.029585617187230594
512,43,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,officers,hurt,themselves,The mechanic that the officers liked hurt themselves . <eos>,The mechanic that the officers liked hurt themselves .,the mechanic that the officers liked hurt ***mask*** .,0.0719264333040676
513,43,liked,embed,nonlocal,0,b,matrix_subj,number,officer,mechanics,hurt,themselves,The officer that the mechanics liked hurt themselves . <eos>,The officer that the mechanics liked hurt themselves .,the officer that the mechanics liked hurt ***mask*** .,0.21572187843732105
514,43,liked,embed,nonlocal,0,c,matrix_subj,number,banker,officers,hurt,themselves,The banker that the officers liked hurt themselves . <eos>,The banker that the officers liked hurt themselves .,the banker that the officers liked hurt ***mask*** .,0.08297177933123166
515,43,liked,embed,nonlocal,0,d,matrix_subj,number,officer,bankers,hurt,themselves,The officer that the bankers liked hurt themselves . <eos>,The officer that the bankers liked hurt themselves .,the officer that the bankers liked hurt ***mask*** .,0.2800425098024326
516,44,liked,embed,local,1,a,none,none,mechanics,officers,injured,themselves,The mechanics that the officers liked injured themselves . <eos>,The mechanics that the officers liked injured themselves .,the mechanics that the officers liked injured ***mask*** .,0.006571820818188185
517,44,liked,embed,local,1,b,none,none,officers,mechanics,injured,themselves,The officers that the mechanics liked injured themselves . <eos>,The officers that the mechanics liked injured themselves .,the officers that the mechanics liked injured ***mask*** .,0.003311101522381419
518,44,liked,embed,local,1,c,none,none,bankers,officers,injured,themselves,The bankers that the officers liked injured themselves . <eos>,The bankers that the officers liked injured themselves .,the bankers that the officers liked injured ***mask*** .,0.01590938592843533
519,44,liked,embed,local,1,d,none,none,officers,bankers,injured,themselves,The officers that the bankers liked injured themselves . <eos>,The officers that the bankers liked injured themselves .,the officers that the bankers liked injured ***mask*** .,0.0011897105380201435
520,44,liked,embed,local,1,a,rc_subj,number,mechanics,officer,injured,themselves,The mechanics that the officer liked injured themselves . <eos>,The mechanics that the officer liked injured themselves .,the mechanics that the officer liked injured ***mask*** .,0.012106187654487444
521,44,liked,embed,local,1,b,rc_subj,number,officers,mechanic,injured,themselves,The officers that the mechanic liked injured themselves . <eos>,The officers that the mechanic liked injured themselves .,the officers that the mechanic liked injured ***mask*** .,0.006088390734536312
522,44,liked,embed,local,1,c,rc_subj,number,bankers,officer,injured,themselves,The bankers that the officer liked injured themselves . <eos>,The bankers that the officer liked injured themselves .,the bankers that the officer liked injured ***mask*** .,0.07042438578235646
523,44,liked,embed,local,1,d,rc_subj,number,officers,banker,injured,themselves,The officers that the banker liked injured themselves . <eos>,The officers that the banker liked injured themselves .,the officers that the banker liked injured ***mask*** .,0.0037993294829507685
524,44,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,officers,injured,themselves,The mechanic that the officers liked injured themselves . <eos>,The mechanic that the officers liked injured themselves .,the mechanic that the officers liked injured ***mask*** .,0.03392464275486255
525,44,liked,embed,nonlocal,0,b,matrix_subj,number,officer,mechanics,injured,themselves,The officer that the mechanics liked injured themselves . <eos>,The officer that the mechanics liked injured themselves .,the officer that the mechanics liked injured ***mask*** .,0.019609828962758355
526,44,liked,embed,nonlocal,0,c,matrix_subj,number,banker,officers,injured,themselves,The banker that the officers liked injured themselves . <eos>,The banker that the officers liked injured themselves .,the banker that the officers liked injured ***mask*** .,0.019765006317214603
527,44,liked,embed,nonlocal,0,d,matrix_subj,number,officer,bankers,injured,themselves,The officer that the bankers liked injured themselves . <eos>,The officer that the bankers liked injured themselves .,the officer that the bankers liked injured ***mask*** .,0.03505980905895124
528,45,liked,embed,local,1,a,none,none,mechanics,officers,congratulated,themselves,The mechanics that the officers liked congratulated themselves . <eos>,The mechanics that the officers liked congratulated themselves .,the mechanics that the officers liked congratulated ***mask*** .,0.0070665594451999065
529,45,liked,embed,local,1,b,none,none,officers,mechanics,congratulated,themselves,The officers that the mechanics liked congratulated themselves . <eos>,The officers that the mechanics liked congratulated themselves .,the officers that the mechanics liked congratulated ***mask*** .,0.006393759902377631
530,45,liked,embed,local,1,c,none,none,bankers,officers,congratulated,themselves,The bankers that the officers liked congratulated themselves . <eos>,The bankers that the officers liked congratulated themselves .,the bankers that the officers liked congratulated ***mask*** .,0.012420156755768453
531,45,liked,embed,local,1,d,none,none,officers,bankers,congratulated,themselves,The officers that the bankers liked congratulated themselves . <eos>,The officers that the bankers liked congratulated themselves .,the officers that the bankers liked congratulated ***mask*** .,0.013077587895718262
532,45,liked,embed,local,1,a,rc_subj,number,mechanics,officer,congratulated,themselves,The mechanics that the officer liked congratulated themselves . <eos>,The mechanics that the officer liked congratulated themselves .,the mechanics that the officer liked congratulated ***mask*** .,0.010036469327047758
533,45,liked,embed,local,1,b,rc_subj,number,officers,mechanic,congratulated,themselves,The officers that the mechanic liked congratulated themselves . <eos>,The officers that the mechanic liked congratulated themselves .,the officers that the mechanic liked congratulated ***mask*** .,0.014008207517629483
534,45,liked,embed,local,1,c,rc_subj,number,bankers,officer,congratulated,themselves,The bankers that the officer liked congratulated themselves . <eos>,The bankers that the officer liked congratulated themselves .,the bankers that the officer liked congratulated ***mask*** .,0.016502748876985256
535,45,liked,embed,local,1,d,rc_subj,number,officers,banker,congratulated,themselves,The officers that the banker liked congratulated themselves . <eos>,The officers that the banker liked congratulated themselves .,the officers that the banker liked congratulated ***mask*** .,0.01474395955985072
536,45,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,officers,congratulated,themselves,The mechanic that the officers liked congratulated themselves . <eos>,The mechanic that the officers liked congratulated themselves .,the mechanic that the officers liked congratulated ***mask*** .,0.031219681240815856
537,45,liked,embed,nonlocal,0,b,matrix_subj,number,officer,mechanics,congratulated,themselves,The officer that the mechanics liked congratulated themselves . <eos>,The officer that the mechanics liked congratulated themselves .,the officer that the mechanics liked congratulated ***mask*** .,0.03055326725951595
538,45,liked,embed,nonlocal,0,c,matrix_subj,number,banker,officers,congratulated,themselves,The banker that the officers liked congratulated themselves . <eos>,The banker that the officers liked congratulated themselves .,the banker that the officers liked congratulated ***mask*** .,0.019956528295492083
539,45,liked,embed,nonlocal,0,d,matrix_subj,number,officer,bankers,congratulated,themselves,The officer that the bankers liked congratulated themselves . <eos>,The officer that the bankers liked congratulated themselves .,the officer that the bankers liked congratulated ***mask*** .,0.054232464568916096
540,46,liked,embed,local,1,a,none,none,mechanics,officers,embarrassed,themselves,The mechanics that the officers liked embarrassed themselves . <eos>,The mechanics that the officers liked embarrassed themselves .,the mechanics that the officers liked embarrassed ***mask*** .,0.08907125105331139
541,46,liked,embed,local,1,b,none,none,officers,mechanics,embarrassed,themselves,The officers that the mechanics liked embarrassed themselves . <eos>,The officers that the mechanics liked embarrassed themselves .,the officers that the mechanics liked embarrassed ***mask*** .,0.0324031816916241
542,46,liked,embed,local,1,c,none,none,bankers,officers,embarrassed,themselves,The bankers that the officers liked embarrassed themselves . <eos>,The bankers that the officers liked embarrassed themselves .,the bankers that the officers liked embarrassed ***mask*** .,0.1416367088320965
543,46,liked,embed,local,1,d,none,none,officers,bankers,embarrassed,themselves,The officers that the bankers liked embarrassed themselves . <eos>,The officers that the bankers liked embarrassed themselves .,the officers that the bankers liked embarrassed ***mask*** .,0.05612127155642154
544,46,liked,embed,local,1,a,rc_subj,number,mechanics,officer,embarrassed,themselves,The mechanics that the officer liked embarrassed themselves . <eos>,The mechanics that the officer liked embarrassed themselves .,the mechanics that the officer liked embarrassed ***mask*** .,0.23176334687230093
545,46,liked,embed,local,1,b,rc_subj,number,officers,mechanic,embarrassed,themselves,The officers that the mechanic liked embarrassed themselves . <eos>,The officers that the mechanic liked embarrassed themselves .,the officers that the mechanic liked embarrassed ***mask*** .,0.07459872749033958
546,46,liked,embed,local,1,c,rc_subj,number,bankers,officer,embarrassed,themselves,The bankers that the officer liked embarrassed themselves . <eos>,The bankers that the officer liked embarrassed themselves .,the bankers that the officer liked embarrassed ***mask*** .,0.6653696297849567
547,46,liked,embed,local,1,d,rc_subj,number,officers,banker,embarrassed,themselves,The officers that the banker liked embarrassed themselves . <eos>,The officers that the banker liked embarrassed themselves .,the officers that the banker liked embarrassed ***mask*** .,0.17489828084572484
548,46,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,officers,embarrassed,themselves,The mechanic that the officers liked embarrassed themselves . <eos>,The mechanic that the officers liked embarrassed themselves .,the mechanic that the officers liked embarrassed ***mask*** .,0.16525032261037428
549,46,liked,embed,nonlocal,0,b,matrix_subj,number,officer,mechanics,embarrassed,themselves,The officer that the mechanics liked embarrassed themselves . <eos>,The officer that the mechanics liked embarrassed themselves .,the officer that the mechanics liked embarrassed ***mask*** .,0.11259094044639169
550,46,liked,embed,nonlocal,0,c,matrix_subj,number,banker,officers,embarrassed,themselves,The banker that the officers liked embarrassed themselves . <eos>,The banker that the officers liked embarrassed themselves .,the banker that the officers liked embarrassed ***mask*** .,0.18736871107896724
551,46,liked,embed,nonlocal,0,d,matrix_subj,number,officer,bankers,embarrassed,themselves,The officer that the bankers liked embarrassed themselves . <eos>,The officer that the bankers liked embarrassed themselves .,the officer that the bankers liked embarrassed ***mask*** .,0.26952767919895054
552,47,liked,embed,local,1,a,none,none,mechanics,officers,disguised,themselves,The mechanics that the officers liked disguised themselves . <eos>,The mechanics that the officers liked disguised themselves .,the mechanics that the officers liked disguised ***mask*** .,2.6878666265178055e-05
553,47,liked,embed,local,1,b,none,none,officers,mechanics,disguised,themselves,The officers that the mechanics liked disguised themselves . <eos>,The officers that the mechanics liked disguised themselves .,the officers that the mechanics liked disguised ***mask*** .,5.026384371736771e-06
554,47,liked,embed,local,1,c,none,none,bankers,officers,disguised,themselves,The bankers that the officers liked disguised themselves . <eos>,The bankers that the officers liked disguised themselves .,the bankers that the officers liked disguised ***mask*** .,9.184317882039924e-05
555,47,liked,embed,local,1,d,none,none,officers,bankers,disguised,themselves,The officers that the bankers liked disguised themselves . <eos>,The officers that the bankers liked disguised themselves .,the officers that the bankers liked disguised ***mask*** .,6.239490072913592e-06
556,47,liked,embed,local,1,a,rc_subj,number,mechanics,officer,disguised,themselves,The mechanics that the officer liked disguised themselves . <eos>,The mechanics that the officer liked disguised themselves .,the mechanics that the officer liked disguised ***mask*** .,5.2638655146277425e-05
557,47,liked,embed,local,1,b,rc_subj,number,officers,mechanic,disguised,themselves,The officers that the mechanic liked disguised themselves . <eos>,The officers that the mechanic liked disguised themselves .,the officers that the mechanic liked disguised ***mask*** .,7.340437603704207e-06
