,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
150,26,simple,local,c-command,1,a,none,none,girl,daughter,called,herself,The girl near the daughter called herself . <eos>,The girl near the daughter called herself .,the girl near the daughter called ***mask*** .,8.905543235698202
151,26,simple,local,c-command,1,b,none,none,daughter,girl,called,herself,The daughter near the girl called herself . <eos>,The daughter near the girl called herself .,the daughter near the girl called ***mask*** .,7.15967144833898
152,26,simple,local,no-c-command,0,a,head,number,girls,daughter,called,herself,The girls near the daughter called herself . <eos>,The girls near the daughter called herself .,the girls near the daughter called ***mask*** .,10.070492349177496
153,26,simple,local,no-c-command,0,b,head,number,daughters,girl,called,herself,The daughters near the girl called herself . <eos>,The daughters near the girl called herself .,the daughters near the girl called ***mask*** .,9.40806077867615
154,26,simple,local,c-command,1,a,distractor,number,girl,daughters,called,herself,The girl near the daughters called herself . <eos>,The girl near the daughters called herself .,the girl near the daughters called ***mask*** .,7.837023292642451
155,26,simple,local,c-command,1,b,distractor,number,daughter,girls,called,herself,The daughter near the girls called herself . <eos>,The daughter near the girls called herself .,the daughter near the girls called ***mask*** .,7.00571295132072
156,27,simple,local,c-command,1,a,none,none,girl,daughter,dedicated,herself,The girl near the daughter dedicated herself . <eos>,The girl near the daughter dedicated herself .,the girl near the daughter dedicated ***mask*** .,3.3832212216913478
157,27,simple,local,c-command,1,b,none,none,daughter,girl,dedicated,herself,The daughter near the girl dedicated herself . <eos>,The daughter near the girl dedicated herself .,the daughter near the girl dedicated ***mask*** .,4.5607647679594905
158,27,simple,local,no-c-command,0,a,head,number,girls,daughter,dedicated,herself,The girls near the daughter dedicated herself . <eos>,The girls near the daughter dedicated herself .,the girls near the daughter dedicated ***mask*** .,7.083875619033912
159,27,simple,local,no-c-command,0,b,head,number,daughters,girl,dedicated,herself,The daughters near the girl dedicated herself . <eos>,The daughters near the girl dedicated herself .,the daughters near the girl dedicated ***mask*** .,6.794792462107171
160,27,simple,local,c-command,1,a,distractor,number,girl,daughters,dedicated,herself,The girl near the daughters dedicated herself . <eos>,The girl near the daughters dedicated herself .,the girl near the daughters dedicated ***mask*** .,2.4976090850530244
161,27,simple,local,c-command,1,b,distractor,number,daughter,girls,dedicated,herself,The daughter near the girls dedicated herself . <eos>,The daughter near the girls dedicated herself .,the daughter near the girls dedicated ***mask*** .,5.7510506560493955
162,28,simple,local,c-command,1,a,none,none,girl,daughter,declared,herself,The girl near the daughter declared herself . <eos>,The girl near the daughter declared herself .,the girl near the daughter declared ***mask*** .,6.079446785398739
163,28,simple,local,c-command,1,b,none,none,daughter,girl,declared,herself,The daughter near the girl declared herself . <eos>,The daughter near the girl declared herself .,the daughter near the girl declared ***mask*** .,5.309475606203828
164,28,simple,local,no-c-command,0,a,head,number,girls,daughter,declared,herself,The girls near the daughter declared herself . <eos>,The girls near the daughter declared herself .,the girls near the daughter declared ***mask*** .,9.146318281242374
165,28,simple,local,no-c-command,0,b,head,number,daughters,girl,declared,herself,The daughters near the girl declared herself . <eos>,The daughters near the girl declared herself .,the daughters near the girl declared ***mask*** .,8.078613480733171
166,28,simple,local,c-command,1,a,distractor,number,girl,daughters,declared,herself,The girl near the daughters declared herself . <eos>,The girl near the daughters declared herself .,the girl near the daughters declared ***mask*** .,5.944849653221307
167,28,simple,local,c-command,1,b,distractor,number,daughter,girls,declared,herself,The daughter near the girls declared herself . <eos>,The daughter near the girls declared herself .,the daughter near the girls declared ***mask*** .,5.620568351311674
168,29,simple,local,c-command,1,a,none,none,girl,daughter,proved,herself,The girl near the daughter proved herself . <eos>,The girl near the daughter proved herself .,the girl near the daughter proved ***mask*** .,6.225483664920069
169,29,simple,local,c-command,1,b,none,none,daughter,girl,proved,herself,The daughter near the girl proved herself . <eos>,The daughter near the girl proved herself .,the daughter near the girl proved ***mask*** .,6.294188244442721
170,29,simple,local,no-c-command,0,a,head,number,girls,daughter,proved,herself,The girls near the daughter proved herself . <eos>,The girls near the daughter proved herself .,the girls near the daughter proved ***mask*** .,8.86984628639544
171,29,simple,local,no-c-command,0,b,head,number,daughters,girl,proved,herself,The daughters near the girl proved herself . <eos>,The daughters near the girl proved herself .,the daughters near the girl proved ***mask*** .,8.845749571920193
172,29,simple,local,c-command,1,a,distractor,number,girl,daughters,proved,herself,The girl near the daughters proved herself . <eos>,The girl near the daughters proved herself .,the girl near the daughters proved ***mask*** .,6.233837410796833
173,29,simple,local,c-command,1,b,distractor,number,daughter,girls,proved,herself,The daughter near the girls proved herself . <eos>,The daughter near the girls proved herself .,the daughter near the girls proved ***mask*** .,6.520430639691873
174,30,simple,local,c-command,1,a,none,none,girl,daughter,shot,herself,The girl near the daughter shot herself . <eos>,The girl near the daughter shot herself .,the girl near the daughter shot ***mask*** .,4.028213174832597
175,30,simple,local,c-command,1,b,none,none,daughter,girl,shot,herself,The daughter near the girl shot herself . <eos>,The daughter near the girl shot herself .,the daughter near the girl shot ***mask*** .,3.3018224886776655
176,30,simple,local,no-c-command,0,a,head,number,girls,daughter,shot,herself,The girls near the daughter shot herself . <eos>,The girls near the daughter shot herself .,the girls near the daughter shot ***mask*** .,5.809180339378692
177,30,simple,local,no-c-command,0,b,head,number,daughters,girl,shot,herself,The daughters near the girl shot herself . <eos>,The daughters near the girl shot herself .,the daughters near the girl shot ***mask*** .,5.920690034890136
178,30,simple,local,c-command,1,a,distractor,number,girl,daughters,shot,herself,The girl near the daughters shot herself . <eos>,The girl near the daughters shot herself .,the girl near the daughters shot ***mask*** .,3.404262877199857
179,30,simple,local,c-command,1,b,distractor,number,daughter,girls,shot,herself,The daughter near the girls shot herself . <eos>,The daughter near the girls shot herself .,the daughter near the girls shot ***mask*** .,3.1267266569282413
180,31,simple,local,c-command,1,a,none,none,girl,woman,saw,herself,The girl near the woman saw herself . <eos>,The girl near the woman saw herself .,the girl near the woman saw ***mask*** .,10.488172802867428
181,31,simple,local,c-command,1,b,none,none,woman,girl,saw,herself,The woman near the girl saw herself . <eos>,The woman near the girl saw herself .,the woman near the girl saw ***mask*** .,10.972382488689895
182,31,simple,local,no-c-command,0,a,head,number,girls,woman,saw,herself,The girls near the woman saw herself . <eos>,The girls near the woman saw herself .,the girls near the woman saw ***mask*** .,12.602792154262303
183,31,simple,local,no-c-command,0,b,head,number,women,girl,saw,herself,The women near the girl saw herself . <eos>,The women near the girl saw herself .,the women near the girl saw ***mask*** .,12.447714948949404
184,31,simple,local,c-command,1,a,distractor,number,girl,women,saw,herself,The girl near the women saw herself . <eos>,The girl near the women saw herself .,the girl near the women saw ***mask*** .,10.172931615715381
185,31,simple,local,c-command,1,b,distractor,number,woman,girls,saw,herself,The woman near the girls saw herself . <eos>,The woman near the girls saw herself .,the woman near the girls saw ***mask*** .,11.122631418426634
186,32,simple,local,c-command,1,a,none,none,girl,woman,established,herself,The girl near the woman established herself . <eos>,The girl near the woman established herself .,the girl near the woman established ***mask*** .,2.335852774255903
187,32,simple,local,c-command,1,b,none,none,woman,girl,established,herself,The woman near the girl established herself . <eos>,The woman near the girl established herself .,the woman near the girl established ***mask*** .,1.3054224434110369
188,32,simple,local,no-c-command,0,a,head,number,girls,woman,established,herself,The girls near the woman established herself . <eos>,The girls near the woman established herself .,the girls near the woman established ***mask*** .,5.281539660177234
189,32,simple,local,no-c-command,0,b,head,number,women,girl,established,herself,The women near the girl established herself . <eos>,The women near the girl established herself .,the women near the girl established ***mask*** .,5.235031147062467
190,32,simple,local,c-command,1,a,distractor,number,girl,women,established,herself,The girl near the women established herself . <eos>,The girl near the women established herself .,the girl near the women established ***mask*** .,3.522484430413897
191,32,simple,local,c-command,1,b,distractor,number,woman,girls,established,herself,The woman near the girls established herself . <eos>,The woman near the girls established herself .,the woman near the girls established ***mask*** .,1.7201688375529924
192,33,simple,local,c-command,1,a,none,none,girl,woman,devoted,herself,The girl near the woman devoted herself . <eos>,The girl near the woman devoted herself .,the girl near the woman devoted ***mask*** .,2.2610194202439877
193,33,simple,local,c-command,1,b,none,none,woman,girl,devoted,herself,The woman near the girl devoted herself . <eos>,The woman near the girl devoted herself .,the woman near the girl devoted ***mask*** .,1.3695599973032806
194,33,simple,local,no-c-command,0,a,head,number,girls,woman,devoted,herself,The girls near the woman devoted herself . <eos>,The girls near the woman devoted herself .,the girls near the woman devoted ***mask*** .,9.052278531612073
195,33,simple,local,no-c-command,0,b,head,number,women,girl,devoted,herself,The women near the girl devoted herself . <eos>,The women near the girl devoted herself .,the women near the girl devoted ***mask*** .,7.559288833459788
196,33,simple,local,c-command,1,a,distractor,number,girl,women,devoted,herself,The girl near the women devoted herself . <eos>,The girl near the women devoted herself .,the girl near the women devoted ***mask*** .,0.4775262220627602
197,33,simple,local,c-command,1,b,distractor,number,woman,girls,devoted,herself,The woman near the girls devoted herself . <eos>,The woman near the girls devoted herself .,the woman near the girls devoted ***mask*** .,0.34552949399753846
198,34,simple,local,c-command,1,a,none,none,girl,woman,considered,herself,The girl near the woman considered herself . <eos>,The girl near the woman considered herself .,the girl near the woman considered ***mask*** .,9.932487351915771
199,34,simple,local,c-command,1,b,none,none,woman,girl,considered,herself,The woman near the girl considered herself . <eos>,The woman near the girl considered herself .,the woman near the girl considered ***mask*** .,10.243127426303628
200,34,simple,local,no-c-command,0,a,head,number,girls,woman,considered,herself,The girls near the woman considered herself . <eos>,The girls near the woman considered herself .,the girls near the woman considered ***mask*** .,11.592089148794317
201,34,simple,local,no-c-command,0,b,head,number,women,girl,considered,herself,The women near the girl considered herself . <eos>,The women near the girl considered herself .,the women near the girl considered ***mask*** .,10.750896821625773
202,34,simple,local,c-command,1,a,distractor,number,girl,women,considered,herself,The girl near the women considered herself . <eos>,The girl near the women considered herself .,the girl near the women considered ***mask*** .,8.758062805483577
203,34,simple,local,c-command,1,b,distractor,number,woman,girls,considered,herself,The woman near the girls considered herself . <eos>,The woman near the girls considered herself .,the woman near the girls considered ***mask*** .,10.093459741188328
204,35,simple,local,c-command,1,a,none,none,girl,woman,identified,herself,The girl near the woman identified herself . <eos>,The girl near the woman identified herself .,the girl near the woman identified ***mask*** .,0.5936832591057405
205,35,simple,local,c-command,1,b,none,none,woman,girl,identified,herself,The woman near the girl identified herself . <eos>,The woman near the girl identified herself .,the woman near the girl identified ***mask*** .,0.6132866508997562
206,35,simple,local,no-c-command,0,a,head,number,girls,woman,identified,herself,The girls near the woman identified herself . <eos>,The girls near the woman identified herself .,the girls near the woman identified ***mask*** .,5.41316410524757
207,35,simple,local,no-c-command,0,b,head,number,women,girl,identified,herself,The women near the girl identified herself . <eos>,The women near the girl identified herself .,the women near the girl identified ***mask*** .,5.887538857434982
208,35,simple,local,c-command,1,a,distractor,number,girl,women,identified,herself,The girl near the women identified herself . <eos>,The girl near the women identified herself .,the girl near the women identified ***mask*** .,1.0228494569328905
209,35,simple,local,c-command,1,b,distractor,number,woman,girls,identified,herself,The woman near the girls identified herself . <eos>,The woman near the girls identified herself .,the woman near the girls identified ***mask*** .,0.9518253022826988
210,36,simple,local,c-command,1,a,none,none,girl,woman,made,herself,The girl near the woman made herself . <eos>,The girl near the woman made herself .,the girl near the woman made ***mask*** .,10.952437044302402
211,36,simple,local,c-command,1,b,none,none,woman,girl,made,herself,The woman near the girl made herself . <eos>,The woman near the girl made herself .,the woman near the girl made ***mask*** .,11.25144576013847
212,36,simple,local,no-c-command,0,a,head,number,girls,woman,made,herself,The girls near the woman made herself . <eos>,The girls near the woman made herself .,the girls near the woman made ***mask*** .,16.301814432581438
213,36,simple,local,no-c-command,0,b,head,number,women,girl,made,herself,The women near the girl made herself . <eos>,The women near the girl made herself .,the women near the girl made ***mask*** .,16.687626082010418
214,36,simple,local,c-command,1,a,distractor,number,girl,women,made,herself,The girl near the women made herself . <eos>,The girl near the women made herself .,the girl near the women made ***mask*** .,10.675044886212246
215,36,simple,local,c-command,1,b,distractor,number,woman,girls,made,herself,The woman near the girls made herself . <eos>,The woman near the girls made herself .,the woman near the girls made ***mask*** .,11.390521386992672
216,37,simple,local,c-command,1,a,none,none,girl,woman,found,herself,The girl near the woman found herself . <eos>,The girl near the woman found herself .,the girl near the woman found ***mask*** .,8.138662868743538
217,37,simple,local,c-command,1,b,none,none,woman,girl,found,herself,The woman near the girl found herself . <eos>,The woman near the girl found herself .,the woman near the girl found ***mask*** .,8.67865745286846
218,37,simple,local,no-c-command,0,a,head,number,girls,woman,found,herself,The girls near the woman found herself . <eos>,The girls near the woman found herself .,the girls near the woman found ***mask*** .,11.199426691222248
219,37,simple,local,no-c-command,0,b,head,number,women,girl,found,herself,The women near the girl found herself . <eos>,The women near the girl found herself .,the women near the girl found ***mask*** .,10.653954617526665
220,37,simple,local,c-command,1,a,distractor,number,girl,women,found,herself,The girl near the women found herself . <eos>,The girl near the women found herself .,the girl near the women found ***mask*** .,7.300872603450403
221,37,simple,local,c-command,1,b,distractor,number,woman,girls,found,herself,The woman near the girls found herself . <eos>,The woman near the girls found herself .,the woman near the girls found ***mask*** .,8.527216585018744
222,38,simple,local,c-command,1,a,none,none,girl,woman,distinguished,herself,The girl near the woman distinguished herself . <eos>,The girl near the woman distinguished herself .,the girl near the woman distinguished ***mask*** .,0.3394463878510152
223,38,simple,local,c-command,1,b,none,none,woman,girl,distinguished,herself,The woman near the girl distinguished herself . <eos>,The woman near the girl distinguished herself .,the woman near the girl distinguished ***mask*** .,0.2799720592957792
224,38,simple,local,no-c-command,0,a,head,number,girls,woman,distinguished,herself,The girls near the woman distinguished herself . <eos>,The girls near the woman distinguished herself .,the girls near the woman distinguished ***mask*** .,10.184102733689478
225,38,simple,local,no-c-command,0,b,head,number,women,girl,distinguished,herself,The women near the girl distinguished herself . <eos>,The women near the girl distinguished herself .,the women near the girl distinguished ***mask*** .,8.548690772944859
226,38,simple,local,c-command,1,a,distractor,number,girl,women,distinguished,herself,The girl near the women distinguished herself . <eos>,The girl near the women distinguished herself .,the girl near the women distinguished ***mask*** .,0.753287956288367
227,38,simple,local,c-command,1,b,distractor,number,woman,girls,distinguished,herself,The woman near the girls distinguished herself . <eos>,The woman near the girls distinguished herself .,the woman near the girls distinguished ***mask*** .,0.20432176946150687
228,39,simple,local,c-command,1,a,none,none,girl,woman,taught,herself,The girl near the woman taught herself . <eos>,The girl near the woman taught herself .,the girl near the woman taught ***mask*** .,9.61052397167631
229,39,simple,local,c-command,1,b,none,none,woman,girl,taught,herself,The woman near the girl taught herself . <eos>,The woman near the girl taught herself .,the woman near the girl taught ***mask*** .,9.074388246211738
230,39,simple,local,no-c-command,0,a,head,number,girls,woman,taught,herself,The girls near the woman taught herself . <eos>,The girls near the woman taught herself .,the girls near the woman taught ***mask*** .,8.259133168200744
231,39,simple,local,no-c-command,0,b,head,number,women,girl,taught,herself,The women near the girl taught herself . <eos>,The women near the girl taught herself .,the women near the girl taught ***mask*** .,9.140270917777444
232,39,simple,local,c-command,1,a,distractor,number,girl,women,taught,herself,The girl near the women taught herself . <eos>,The girl near the women taught herself .,the girl near the women taught ***mask*** .,6.359548402847508
233,39,simple,local,c-command,1,b,distractor,number,woman,girls,taught,herself,The woman near the girls taught herself . <eos>,The woman near the girls taught herself .,the woman near the girls taught ***mask*** .,6.530215364181271
234,40,simple,local,c-command,1,a,none,none,girl,woman,killed,herself,The girl near the woman killed herself . <eos>,The girl near the woman killed herself .,the girl near the woman killed ***mask*** .,2.0821238088308767
235,40,simple,local,c-command,1,b,none,none,woman,girl,killed,herself,The woman near the girl killed herself . <eos>,The woman near the girl killed herself .,the woman near the girl killed ***mask*** .,2.6638894361031995
236,40,simple,local,no-c-command,0,a,head,number,girls,woman,killed,herself,The girls near the woman killed herself . <eos>,The girls near the woman killed herself .,the girls near the woman killed ***mask*** .,3.953553888636178
237,40,simple,local,no-c-command,0,b,head,number,women,girl,killed,herself,The women near the girl killed herself . <eos>,The women near the girl killed herself .,the women near the girl killed ***mask*** .,3.67945310519988
238,40,simple,local,c-command,1,a,distractor,number,girl,women,killed,herself,The girl near the women killed herself . <eos>,The girl near the women killed herself .,the girl near the women killed ***mask*** .,0.9334504007511824
239,40,simple,local,c-command,1,b,distractor,number,woman,girls,killed,herself,The woman near the girls killed herself . <eos>,The woman near the girls killed herself .,the woman near the girls killed ***mask*** .,1.8412012714523949
240,41,simple,local,c-command,1,a,none,none,girl,woman,called,herself,The girl near the woman called herself . <eos>,The girl near the woman called herself .,the girl near the woman called ***mask*** .,14.28685296870602
241,41,simple,local,c-command,1,b,none,none,woman,girl,called,herself,The woman near the girl called herself . <eos>,The woman near the girl called herself .,the woman near the girl called ***mask*** .,14.61414602319106
242,41,simple,local,no-c-command,0,a,head,number,girls,woman,called,herself,The girls near the woman called herself . <eos>,The girls near the woman called herself .,the girls near the woman called ***mask*** .,15.341786664604601
243,41,simple,local,no-c-command,0,b,head,number,women,girl,called,herself,The women near the girl called herself . <eos>,The women near the girl called herself .,the women near the girl called ***mask*** .,15.36251057461468
244,41,simple,local,c-command,1,a,distractor,number,girl,women,called,herself,The girl near the women called herself . <eos>,The girl near the women called herself .,the girl near the women called ***mask*** .,10.819977201909639
245,41,simple,local,c-command,1,b,distractor,number,woman,girls,called,herself,The woman near the girls called herself . <eos>,The woman near the girls called herself .,the woman near the girls called ***mask*** .,13.604133555213428
246,42,simple,local,c-command,1,a,none,none,girl,woman,dedicated,herself,The girl near the woman dedicated herself . <eos>,The girl near the woman dedicated herself .,the girl near the woman dedicated ***mask*** .,1.2886005245589978
247,42,simple,local,c-command,1,b,none,none,woman,girl,dedicated,herself,The woman near the girl dedicated herself . <eos>,The woman near the girl dedicated herself .,the woman near the girl dedicated ***mask*** .,0.9006433600313957
248,42,simple,local,no-c-command,0,a,head,number,girls,woman,dedicated,herself,The girls near the woman dedicated herself . <eos>,The girls near the woman dedicated herself .,the girls near the woman dedicated ***mask*** .,6.888860826672658
249,42,simple,local,no-c-command,0,b,head,number,women,girl,dedicated,herself,The women near the girl dedicated herself . <eos>,The women near the girl dedicated herself .,the women near the girl dedicated ***mask*** .,5.991592408722358
250,42,simple,local,c-command,1,a,distractor,number,girl,women,dedicated,herself,The girl near the women dedicated herself . <eos>,The girl near the women dedicated herself .,the girl near the women dedicated ***mask*** .,2.3533922918225083
251,42,simple,local,c-command,1,b,distractor,number,woman,girls,dedicated,herself,The woman near the girls dedicated herself . <eos>,The woman near the girls dedicated herself .,the woman near the girls dedicated ***mask*** .,1.14091058153682
252,43,simple,local,c-command,1,a,none,none,girl,woman,declared,herself,The girl near the woman declared herself . <eos>,The girl near the woman declared herself .,the girl near the woman declared ***mask*** .,4.760585167313532
253,43,simple,local,c-command,1,b,none,none,woman,girl,declared,herself,The woman near the girl declared herself . <eos>,The woman near the girl declared herself .,the woman near the girl declared ***mask*** .,5.107126493459803
254,43,simple,local,no-c-command,0,a,head,number,girls,woman,declared,herself,The girls near the woman declared herself . <eos>,The girls near the woman declared herself .,the girls near the woman declared ***mask*** .,9.288353189465651
255,43,simple,local,no-c-command,0,b,head,number,women,girl,declared,herself,The women near the girl declared herself . <eos>,The women near the girl declared herself .,the women near the girl declared ***mask*** .,8.482895933153632
256,43,simple,local,c-command,1,a,distractor,number,girl,women,declared,herself,The girl near the women declared herself . <eos>,The girl near the women declared herself .,the girl near the women declared ***mask*** .,4.009133093562671
257,43,simple,local,c-command,1,b,distractor,number,woman,girls,declared,herself,The woman near the girls declared herself . <eos>,The woman near the girls declared herself .,the woman near the girls declared ***mask*** .,4.596957150959956
258,44,simple,local,c-command,1,a,none,none,girl,woman,proved,herself,The girl near the woman proved herself . <eos>,The girl near the woman proved herself .,the girl near the woman proved ***mask*** .,5.759670266926757
259,44,simple,local,c-command,1,b,none,none,woman,girl,proved,herself,The woman near the girl proved herself . <eos>,The woman near the girl proved herself .,the woman near the girl proved ***mask*** .,5.884373509361906
260,44,simple,local,no-c-command,0,a,head,number,girls,woman,proved,herself,The girls near the woman proved herself . <eos>,The girls near the woman proved herself .,the girls near the woman proved ***mask*** .,8.49037115766095
261,44,simple,local,no-c-command,0,b,head,number,women,girl,proved,herself,The women near the girl proved herself . <eos>,The women near the girl proved herself .,the women near the girl proved ***mask*** .,8.112988053986125
262,44,simple,local,c-command,1,a,distractor,number,girl,women,proved,herself,The girl near the women proved herself . <eos>,The girl near the women proved herself .,the girl near the women proved ***mask*** .,5.281256956639455
263,44,simple,local,c-command,1,b,distractor,number,woman,girls,proved,herself,The woman near the girls proved herself . <eos>,The woman near the girls proved herself .,the woman near the girls proved ***mask*** .,5.369081913985874
264,45,simple,local,c-command,1,a,none,none,girl,woman,shot,herself,The girl near the woman shot herself . <eos>,The girl near the woman shot herself .,the girl near the woman shot ***mask*** .,7.121141096732579
265,45,simple,local,c-command,1,b,none,none,woman,girl,shot,herself,The woman near the girl shot herself . <eos>,The woman near the girl shot herself .,the woman near the girl shot ***mask*** .,8.640759158232058
266,45,simple,local,no-c-command,0,a,head,number,girls,woman,shot,herself,The girls near the woman shot herself . <eos>,The girls near the woman shot herself .,the girls near the woman shot ***mask*** .,9.053835916835709
267,45,simple,local,no-c-command,0,b,head,number,women,girl,shot,herself,The women near the girl shot herself . <eos>,The women near the girl shot herself .,the women near the girl shot ***mask*** .,8.912799081751823
268,45,simple,local,c-command,1,a,distractor,number,girl,women,shot,herself,The girl near the women shot herself . <eos>,The girl near the women shot herself .,the girl near the women shot ***mask*** .,5.206650807922284
269,45,simple,local,c-command,1,b,distractor,number,woman,girls,shot,herself,The woman near the girls shot herself . <eos>,The woman near the girls shot herself .,the woman near the girls shot ***mask*** .,7.060471359979207
270,46,simple,local,c-command,1,a,none,none,girl,wife,saw,herself,The girl near the wife saw herself . <eos>,The girl near the wife saw herself .,the girl near the wife saw ***mask*** .,12.01811537135352
271,46,simple,local,c-command,1,b,none,none,wife,girl,saw,herself,The wife near the girl saw herself . <eos>,The wife near the girl saw herself .,the wife near the girl saw ***mask*** .,12.092597583097948
272,46,simple,local,no-c-command,0,a,head,number,girls,wife,saw,herself,The girls near the wife saw herself . <eos>,The girls near the wife saw herself .,the girls near the wife saw ***mask*** .,14.661323455348986
273,46,simple,local,no-c-command,0,b,head,number,wives,girl,saw,herself,The wives near the girl saw herself . <eos>,The wives near the girl saw herself .,the wives near the girl saw ***mask*** .,13.288328090736869
274,46,simple,local,c-command,1,a,distractor,number,girl,wives,saw,herself,The girl near the wives saw herself . <eos>,The girl near the wives saw herself .,the girl near the wives saw ***mask*** .,11.933267953295758
275,46,simple,local,c-command,1,b,distractor,number,wife,girls,saw,herself,The wife near the girls saw herself . <eos>,The wife near the girls saw herself .,the wife near the girls saw ***mask*** .,12.369068808914072
276,47,simple,local,c-command,1,a,none,none,girl,wife,established,herself,The girl near the wife established herself . <eos>,The girl near the wife established herself .,the girl near the wife established ***mask*** .,4.652768478356116
277,47,simple,local,c-command,1,b,none,none,wife,girl,established,herself,The wife near the girl established herself . <eos>,The wife near the girl established herself .,the wife near the girl established ***mask*** .,2.3952439812880435
278,47,simple,local,no-c-command,0,a,head,number,girls,wife,established,herself,The girls near the wife established herself . <eos>,The girls near the wife established herself .,the girls near the wife established ***mask*** .,5.782679308221021
279,47,simple,local,no-c-command,0,b,head,number,wives,girl,established,herself,The wives near the girl established herself . <eos>,The wives near the girl established herself .,the wives near the girl established ***mask*** .,5.996965807310303
280,47,simple,local,c-command,1,a,distractor,number,girl,wives,established,herself,The girl near the wives established herself . <eos>,The girl near the wives established herself .,the girl near the wives established ***mask*** .,6.687113721884859
281,47,simple,local,c-command,1,b,distractor,number,wife,girls,established,herself,The wife near the girls established herself . <eos>,The wife near the girls established herself .,the wife near the girls established ***mask*** .,3.8557360366004785
282,48,simple,local,c-command,1,a,none,none,girl,wife,devoted,herself,The girl near the wife devoted herself . <eos>,The girl near the wife devoted herself .,the girl near the wife devoted ***mask*** .,3.6815545575809323
283,48,simple,local,c-command,1,b,none,none,wife,girl,devoted,herself,The wife near the girl devoted herself . <eos>,The wife near the girl devoted herself .,the wife near the girl devoted ***mask*** .,3.3003334054677618
284,48,simple,local,no-c-command,0,a,head,number,girls,wife,devoted,herself,The girls near the wife devoted herself . <eos>,The girls near the wife devoted herself .,the girls near the wife devoted ***mask*** .,9.339746278233514
285,48,simple,local,no-c-command,0,b,head,number,wives,girl,devoted,herself,The wives near the girl devoted herself . <eos>,The wives near the girl devoted herself .,the wives near the girl devoted ***mask*** .,8.10747608220634
286,48,simple,local,c-command,1,a,distractor,number,girl,wives,devoted,herself,The girl near the wives devoted herself . <eos>,The girl near the wives devoted herself .,the girl near the wives devoted ***mask*** .,2.6410179429516454
287,48,simple,local,c-command,1,b,distractor,number,wife,girls,devoted,herself,The wife near the girls devoted herself . <eos>,The wife near the girls devoted herself .,the wife near the girls devoted ***mask*** .,1.4101878376036345
288,49,simple,local,c-command,1,a,none,none,girl,wife,considered,herself,The girl near the wife considered herself . <eos>,The girl near the wife considered herself .,the girl near the wife considered ***mask*** .,9.76315310254146
289,49,simple,local,c-command,1,b,none,none,wife,girl,considered,herself,The wife near the girl considered herself . <eos>,The wife near the girl considered herself .,the wife near the girl considered ***mask*** .,9.447581371271141
290,49,simple,local,no-c-command,0,a,head,number,girls,wife,considered,herself,The girls near the wife considered herself . <eos>,The girls near the wife considered herself .,the girls near the wife considered ***mask*** .,11.431776419610001
291,49,simple,local,no-c-command,0,b,head,number,wives,girl,considered,herself,The wives near the girl considered herself . <eos>,The wives near the girl considered herself .,the wives near the girl considered ***mask*** .,10.523439681574034
292,49,simple,local,c-command,1,a,distractor,number,girl,wives,considered,herself,The girl near the wives considered herself . <eos>,The girl near the wives considered herself .,the girl near the wives considered ***mask*** .,9.049013813870344
293,49,simple,local,c-command,1,b,distractor,number,wife,girls,considered,herself,The wife near the girls considered herself . <eos>,The wife near the girls considered herself .,the wife near the girls considered ***mask*** .,9.58943659446194
294,50,simple,local,c-command,1,a,none,none,girl,wife,identified,herself,The girl near the wife identified herself . <eos>,The girl near the wife identified herself .,the girl near the wife identified ***mask*** .,2.107685653749575
295,50,simple,local,c-command,1,b,none,none,wife,girl,identified,herself,The wife near the girl identified herself . <eos>,The wife near the girl identified herself .,the wife near the girl identified ***mask*** .,1.9685399121919445
296,50,simple,local,no-c-command,0,a,head,number,girls,wife,identified,herself,The girls near the wife identified herself . <eos>,The girls near the wife identified herself .,the girls near the wife identified ***mask*** .,6.641092637122259
297,50,simple,local,no-c-command,0,b,head,number,wives,girl,identified,herself,The wives near the girl identified herself . <eos>,The wives near the girl identified herself .,the wives near the girl identified ***mask*** .,5.5632317885828755
298,50,simple,local,c-command,1,a,distractor,number,girl,wives,identified,herself,The girl near the wives identified herself . <eos>,The girl near the wives identified herself .,the girl near the wives identified ***mask*** .,3.442543426969425
299,50,simple,local,c-command,1,b,distractor,number,wife,girls,identified,herself,The wife near the girls identified herself . <eos>,The wife near the girls identified herself .,the wife near the girls identified ***mask*** .,2.710443024036808
300,51,simple,local,c-command,1,a,none,none,girl,wife,made,herself,The girl near the wife made herself . <eos>,The girl near the wife made herself .,the girl near the wife made ***mask*** .,10.85260034196264
301,51,simple,local,c-command,1,b,none,none,wife,girl,made,herself,The wife near the girl made herself . <eos>,The wife near the girl made herself .,the wife near the girl made ***mask*** .,12.00072517508992
302,51,simple,local,no-c-command,0,a,head,number,girls,wife,made,herself,The girls near the wife made herself . <eos>,The girls near the wife made herself .,the girls near the wife made ***mask*** .,15.704161015476469
303,51,simple,local,no-c-command,0,b,head,number,wives,girl,made,herself,The wives near the girl made herself . <eos>,The wives near the girl made herself .,the wives near the girl made ***mask*** .,17.488691188165323
304,51,simple,local,c-command,1,a,distractor,number,girl,wives,made,herself,The girl near the wives made herself . <eos>,The girl near the wives made herself .,the girl near the wives made ***mask*** .,11.111675445199337
