,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
658,55,liked,embed,local,1,c,rc_subj,number,banker,teachers,hated,himself,The banker that the teachers liked hated himself . <eos>,The banker that the teachers liked hated himself .,the banker that the teachers liked hated ***mask*** .,11.074866022325773
659,55,liked,embed,local,1,d,rc_subj,number,teacher,bankers,hated,himself,The teacher that the bankers liked hated himself . <eos>,The teacher that the bankers liked hated himself .,the teacher that the bankers liked hated ***mask*** .,10.626818879218021
660,56,liked,embed,local,1,a,none,none,mechanic,teacher,doubted,himself,The mechanic that the teacher liked doubted himself . <eos>,The mechanic that the teacher liked doubted himself .,the mechanic that the teacher liked doubted ***mask*** .,7.746668678114446
661,56,liked,embed,local,1,b,none,none,teacher,mechanic,doubted,himself,The teacher that the mechanic liked doubted himself . <eos>,The teacher that the mechanic liked doubted himself .,the teacher that the mechanic liked doubted ***mask*** .,8.646273662040857
662,56,liked,embed,local,1,c,none,none,banker,teacher,doubted,himself,The banker that the teacher liked doubted himself . <eos>,The banker that the teacher liked doubted himself .,the banker that the teacher liked doubted ***mask*** .,7.233368380936693
663,56,liked,embed,local,1,d,none,none,teacher,banker,doubted,himself,The teacher that the banker liked doubted himself . <eos>,The teacher that the banker liked doubted himself .,the teacher that the banker liked doubted ***mask*** .,7.841925829417744
664,56,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,doubted,himself,The mechanics that the teacher liked doubted himself . <eos>,The mechanics that the teacher liked doubted himself .,the mechanics that the teacher liked doubted ***mask*** .,8.345786829098499
665,56,liked,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,doubted,himself,The teachers that the mechanic liked doubted himself . <eos>,The teachers that the mechanic liked doubted himself .,the teachers that the mechanic liked doubted ***mask*** .,9.628165672406386
666,56,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,doubted,himself,The bankers that the teacher liked doubted himself . <eos>,The bankers that the teacher liked doubted himself .,the bankers that the teacher liked doubted ***mask*** .,8.052660206216945
667,56,liked,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,doubted,himself,The teachers that the banker liked doubted himself . <eos>,The teachers that the banker liked doubted himself .,the teachers that the banker liked doubted ***mask*** .,8.853315423987668
668,56,liked,embed,local,1,a,rc_subj,number,mechanic,teachers,doubted,himself,The mechanic that the teachers liked doubted himself . <eos>,The mechanic that the teachers liked doubted himself .,the mechanic that the teachers liked doubted ***mask*** .,7.622893418118645
669,56,liked,embed,local,1,b,rc_subj,number,teacher,mechanics,doubted,himself,The teacher that the mechanics liked doubted himself . <eos>,The teacher that the mechanics liked doubted himself .,the teacher that the mechanics liked doubted ***mask*** .,8.830412429758042
670,56,liked,embed,local,1,c,rc_subj,number,banker,teachers,doubted,himself,The banker that the teachers liked doubted himself . <eos>,The banker that the teachers liked doubted himself .,the banker that the teachers liked doubted ***mask*** .,8.029187909902156
671,56,liked,embed,local,1,d,rc_subj,number,teacher,bankers,doubted,himself,The teacher that the bankers liked doubted himself . <eos>,The teacher that the bankers liked doubted himself .,the teacher that the bankers liked doubted ***mask*** .,8.225148207267214
672,57,liked,embed,local,1,a,none,none,mechanic,senator,hurt,himself,The mechanic that the senator liked hurt himself . <eos>,The mechanic that the senator liked hurt himself .,the mechanic that the senator liked hurt ***mask*** .,8.96387938921447
673,57,liked,embed,local,1,b,none,none,senator,mechanic,hurt,himself,The senator that the mechanic liked hurt himself . <eos>,The senator that the mechanic liked hurt himself .,the senator that the mechanic liked hurt ***mask*** .,7.893818083026167
674,57,liked,embed,local,1,c,none,none,banker,senator,hurt,himself,The banker that the senator liked hurt himself . <eos>,The banker that the senator liked hurt himself .,the banker that the senator liked hurt ***mask*** .,8.16346234121293
675,57,liked,embed,local,1,d,none,none,senator,banker,hurt,himself,The senator that the banker liked hurt himself . <eos>,The senator that the banker liked hurt himself .,the senator that the banker liked hurt ***mask*** .,7.844487812852308
676,57,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hurt,himself,The mechanics that the senator liked hurt himself . <eos>,The mechanics that the senator liked hurt himself .,the mechanics that the senator liked hurt ***mask*** .,10.897205704845181
677,57,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hurt,himself,The senators that the mechanic liked hurt himself . <eos>,The senators that the mechanic liked hurt himself .,the senators that the mechanic liked hurt ***mask*** .,9.539544228679889
678,57,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hurt,himself,The bankers that the senator liked hurt himself . <eos>,The bankers that the senator liked hurt himself .,the bankers that the senator liked hurt ***mask*** .,10.886241303842997
679,57,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hurt,himself,The senators that the banker liked hurt himself . <eos>,The senators that the banker liked hurt himself .,the senators that the banker liked hurt ***mask*** .,9.01320088974011
680,57,liked,embed,local,1,a,rc_subj,number,mechanic,senators,hurt,himself,The mechanic that the senators liked hurt himself . <eos>,The mechanic that the senators liked hurt himself .,the mechanic that the senators liked hurt ***mask*** .,9.241709982879918
681,57,liked,embed,local,1,b,rc_subj,number,senator,mechanics,hurt,himself,The senator that the mechanics liked hurt himself . <eos>,The senator that the mechanics liked hurt himself .,the senator that the mechanics liked hurt ***mask*** .,7.811969623868448
682,57,liked,embed,local,1,c,rc_subj,number,banker,senators,hurt,himself,The banker that the senators liked hurt himself . <eos>,The banker that the senators liked hurt himself .,the banker that the senators liked hurt ***mask*** .,8.159925920804781
683,57,liked,embed,local,1,d,rc_subj,number,senator,bankers,hurt,himself,The senator that the bankers liked hurt himself . <eos>,The senator that the bankers liked hurt himself .,the senator that the bankers liked hurt ***mask*** .,7.609311336644973
684,58,liked,embed,local,1,a,none,none,mechanic,senator,injured,himself,The mechanic that the senator liked injured himself . <eos>,The mechanic that the senator liked injured himself .,the mechanic that the senator liked injured ***mask*** .,6.26354831272083
685,58,liked,embed,local,1,b,none,none,senator,mechanic,injured,himself,The senator that the mechanic liked injured himself . <eos>,The senator that the mechanic liked injured himself .,the senator that the mechanic liked injured ***mask*** .,9.22409157824282
686,58,liked,embed,local,1,c,none,none,banker,senator,injured,himself,The banker that the senator liked injured himself . <eos>,The banker that the senator liked injured himself .,the banker that the senator liked injured ***mask*** .,10.41768697294356
687,58,liked,embed,local,1,d,none,none,senator,banker,injured,himself,The senator that the banker liked injured himself . <eos>,The senator that the banker liked injured himself .,the senator that the banker liked injured ***mask*** .,5.38909907070696
688,58,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,injured,himself,The mechanics that the senator liked injured himself . <eos>,The mechanics that the senator liked injured himself .,the mechanics that the senator liked injured ***mask*** .,9.33597140422564
689,58,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,injured,himself,The senators that the mechanic liked injured himself . <eos>,The senators that the mechanic liked injured himself .,the senators that the mechanic liked injured ***mask*** .,8.959822338271213
690,58,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,injured,himself,The bankers that the senator liked injured himself . <eos>,The bankers that the senator liked injured himself .,the bankers that the senator liked injured ***mask*** .,8.39690061058485
691,58,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,injured,himself,The senators that the banker liked injured himself . <eos>,The senators that the banker liked injured himself .,the senators that the banker liked injured ***mask*** .,8.676228466243884
692,58,liked,embed,local,1,a,rc_subj,number,mechanic,senators,injured,himself,The mechanic that the senators liked injured himself . <eos>,The mechanic that the senators liked injured himself .,the mechanic that the senators liked injured ***mask*** .,10.060709638971487
693,58,liked,embed,local,1,b,rc_subj,number,senator,mechanics,injured,himself,The senator that the mechanics liked injured himself . <eos>,The senator that the mechanics liked injured himself .,the senator that the mechanics liked injured ***mask*** .,11.410194351027215
694,58,liked,embed,local,1,c,rc_subj,number,banker,senators,injured,himself,The banker that the senators liked injured himself . <eos>,The banker that the senators liked injured himself .,the banker that the senators liked injured ***mask*** .,13.190099132467425
695,58,liked,embed,local,1,d,rc_subj,number,senator,bankers,injured,himself,The senator that the bankers liked injured himself . <eos>,The senator that the bankers liked injured himself .,the senator that the bankers liked injured ***mask*** .,5.251704559607715
696,59,liked,embed,local,1,a,none,none,mechanic,senator,congratulated,himself,The mechanic that the senator liked congratulated himself . <eos>,The mechanic that the senator liked congratulated himself .,the mechanic that the senator liked congratulated ***mask*** .,7.569555232938299
697,59,liked,embed,local,1,b,none,none,senator,mechanic,congratulated,himself,The senator that the mechanic liked congratulated himself . <eos>,The senator that the mechanic liked congratulated himself .,the senator that the mechanic liked congratulated ***mask*** .,6.792860232808419
698,59,liked,embed,local,1,c,none,none,banker,senator,congratulated,himself,The banker that the senator liked congratulated himself . <eos>,The banker that the senator liked congratulated himself .,the banker that the senator liked congratulated ***mask*** .,7.8056815343221855
699,59,liked,embed,local,1,d,none,none,senator,banker,congratulated,himself,The senator that the banker liked congratulated himself . <eos>,The senator that the banker liked congratulated himself .,the senator that the banker liked congratulated ***mask*** .,6.94154280014478
700,59,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,congratulated,himself,The mechanics that the senator liked congratulated himself . <eos>,The mechanics that the senator liked congratulated himself .,the mechanics that the senator liked congratulated ***mask*** .,8.305638924304683
701,59,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,congratulated,himself,The senators that the mechanic liked congratulated himself . <eos>,The senators that the mechanic liked congratulated himself .,the senators that the mechanic liked congratulated ***mask*** .,9.07745415877523
702,59,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,congratulated,himself,The bankers that the senator liked congratulated himself . <eos>,The bankers that the senator liked congratulated himself .,the bankers that the senator liked congratulated ***mask*** .,9.208155491334434
703,59,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,congratulated,himself,The senators that the banker liked congratulated himself . <eos>,The senators that the banker liked congratulated himself .,the senators that the banker liked congratulated ***mask*** .,9.394693776678022
704,59,liked,embed,local,1,a,rc_subj,number,mechanic,senators,congratulated,himself,The mechanic that the senators liked congratulated himself . <eos>,The mechanic that the senators liked congratulated himself .,the mechanic that the senators liked congratulated ***mask*** .,8.310611933839054
705,59,liked,embed,local,1,b,rc_subj,number,senator,mechanics,congratulated,himself,The senator that the mechanics liked congratulated himself . <eos>,The senator that the mechanics liked congratulated himself .,the senator that the mechanics liked congratulated ***mask*** .,6.852258923690563
706,59,liked,embed,local,1,c,rc_subj,number,banker,senators,congratulated,himself,The banker that the senators liked congratulated himself . <eos>,The banker that the senators liked congratulated himself .,the banker that the senators liked congratulated ***mask*** .,8.33632898118561
707,59,liked,embed,local,1,d,rc_subj,number,senator,bankers,congratulated,himself,The senator that the bankers liked congratulated himself . <eos>,The senator that the bankers liked congratulated himself .,the senator that the bankers liked congratulated ***mask*** .,7.366752636814779
708,60,liked,embed,local,1,a,none,none,mechanic,senator,embarrassed,himself,The mechanic that the senator liked embarrassed himself . <eos>,The mechanic that the senator liked embarrassed himself .,the mechanic that the senator liked embarrassed ***mask*** .,11.004430965177376
709,60,liked,embed,local,1,b,none,none,senator,mechanic,embarrassed,himself,The senator that the mechanic liked embarrassed himself . <eos>,The senator that the mechanic liked embarrassed himself .,the senator that the mechanic liked embarrassed ***mask*** .,8.365184297867325
710,60,liked,embed,local,1,c,none,none,banker,senator,embarrassed,himself,The banker that the senator liked embarrassed himself . <eos>,The banker that the senator liked embarrassed himself .,the banker that the senator liked embarrassed ***mask*** .,10.51638199135823
711,60,liked,embed,local,1,d,none,none,senator,banker,embarrassed,himself,The senator that the banker liked embarrassed himself . <eos>,The senator that the banker liked embarrassed himself .,the senator that the banker liked embarrassed ***mask*** .,8.425520804492361
712,60,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,embarrassed,himself,The mechanics that the senator liked embarrassed himself . <eos>,The mechanics that the senator liked embarrassed himself .,the mechanics that the senator liked embarrassed ***mask*** .,10.69176569536247
713,60,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,embarrassed,himself,The senators that the mechanic liked embarrassed himself . <eos>,The senators that the mechanic liked embarrassed himself .,the senators that the mechanic liked embarrassed ***mask*** .,9.834913445931901
714,60,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,embarrassed,himself,The bankers that the senator liked embarrassed himself . <eos>,The bankers that the senator liked embarrassed himself .,the bankers that the senator liked embarrassed ***mask*** .,10.692850481965511
715,60,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,embarrassed,himself,The senators that the banker liked embarrassed himself . <eos>,The senators that the banker liked embarrassed himself .,the senators that the banker liked embarrassed ***mask*** .,10.132011620098377
716,60,liked,embed,local,1,a,rc_subj,number,mechanic,senators,embarrassed,himself,The mechanic that the senators liked embarrassed himself . <eos>,The mechanic that the senators liked embarrassed himself .,the mechanic that the senators liked embarrassed ***mask*** .,11.89176893058886
717,60,liked,embed,local,1,b,rc_subj,number,senator,mechanics,embarrassed,himself,The senator that the mechanics liked embarrassed himself . <eos>,The senator that the mechanics liked embarrassed himself .,the senator that the mechanics liked embarrassed ***mask*** .,8.779619015153639
718,60,liked,embed,local,1,c,rc_subj,number,banker,senators,embarrassed,himself,The banker that the senators liked embarrassed himself . <eos>,The banker that the senators liked embarrassed himself .,the banker that the senators liked embarrassed ***mask*** .,11.216708670281532
719,60,liked,embed,local,1,d,rc_subj,number,senator,bankers,embarrassed,himself,The senator that the bankers liked embarrassed himself . <eos>,The senator that the bankers liked embarrassed himself .,the senator that the bankers liked embarrassed ***mask*** .,9.22493261863674
720,61,liked,embed,local,1,a,none,none,mechanic,senator,disguised,himself,The mechanic that the senator liked disguised himself . <eos>,The mechanic that the senator liked disguised himself .,the mechanic that the senator liked disguised ***mask*** .,2.068373814193152
721,61,liked,embed,local,1,b,none,none,senator,mechanic,disguised,himself,The senator that the mechanic liked disguised himself . <eos>,The senator that the mechanic liked disguised himself .,the senator that the mechanic liked disguised ***mask*** .,1.263180667293883
722,61,liked,embed,local,1,c,none,none,banker,senator,disguised,himself,The banker that the senator liked disguised himself . <eos>,The banker that the senator liked disguised himself .,the banker that the senator liked disguised ***mask*** .,2.54982403286159
723,61,liked,embed,local,1,d,none,none,senator,banker,disguised,himself,The senator that the banker liked disguised himself . <eos>,The senator that the banker liked disguised himself .,the senator that the banker liked disguised ***mask*** .,1.6171634695350008
724,61,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,disguised,himself,The mechanics that the senator liked disguised himself . <eos>,The mechanics that the senator liked disguised himself .,the mechanics that the senator liked disguised ***mask*** .,4.220185480348713
725,61,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,disguised,himself,The senators that the mechanic liked disguised himself . <eos>,The senators that the mechanic liked disguised himself .,the senators that the mechanic liked disguised ***mask*** .,4.9903437452329245
726,61,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,disguised,himself,The bankers that the senator liked disguised himself . <eos>,The bankers that the senator liked disguised himself .,the bankers that the senator liked disguised ***mask*** .,4.524779408088857
727,61,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,disguised,himself,The senators that the banker liked disguised himself . <eos>,The senators that the banker liked disguised himself .,the senators that the banker liked disguised ***mask*** .,6.015472715089474
728,61,liked,embed,local,1,a,rc_subj,number,mechanic,senators,disguised,himself,The mechanic that the senators liked disguised himself . <eos>,The mechanic that the senators liked disguised himself .,the mechanic that the senators liked disguised ***mask*** .,3.9498439549780984
729,61,liked,embed,local,1,b,rc_subj,number,senator,mechanics,disguised,himself,The senator that the mechanics liked disguised himself . <eos>,The senator that the mechanics liked disguised himself .,the senator that the mechanics liked disguised ***mask*** .,1.6466427461972102
730,61,liked,embed,local,1,c,rc_subj,number,banker,senators,disguised,himself,The banker that the senators liked disguised himself . <eos>,The banker that the senators liked disguised himself .,the banker that the senators liked disguised ***mask*** .,3.3639793914132525
731,61,liked,embed,local,1,d,rc_subj,number,senator,bankers,disguised,himself,The senator that the bankers liked disguised himself . <eos>,The senator that the bankers liked disguised himself .,the senator that the bankers liked disguised ***mask*** .,1.9523811332554997
732,62,liked,embed,local,1,a,none,none,mechanic,senator,hated,himself,The mechanic that the senator liked hated himself . <eos>,The mechanic that the senator liked hated himself .,the mechanic that the senator liked hated ***mask*** .,9.612876816807812
733,62,liked,embed,local,1,b,none,none,senator,mechanic,hated,himself,The senator that the mechanic liked hated himself . <eos>,The senator that the mechanic liked hated himself .,the senator that the mechanic liked hated ***mask*** .,8.966924555557563
734,62,liked,embed,local,1,c,none,none,banker,senator,hated,himself,The banker that the senator liked hated himself . <eos>,The banker that the senator liked hated himself .,the banker that the senator liked hated ***mask*** .,9.730053228515079
735,62,liked,embed,local,1,d,none,none,senator,banker,hated,himself,The senator that the banker liked hated himself . <eos>,The senator that the banker liked hated himself .,the senator that the banker liked hated ***mask*** .,9.105197960905826
736,62,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hated,himself,The mechanics that the senator liked hated himself . <eos>,The mechanics that the senator liked hated himself .,the mechanics that the senator liked hated ***mask*** .,10.387848492232544
737,62,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hated,himself,The senators that the mechanic liked hated himself . <eos>,The senators that the mechanic liked hated himself .,the senators that the mechanic liked hated ***mask*** .,11.04860286348588
738,62,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hated,himself,The bankers that the senator liked hated himself . <eos>,The bankers that the senator liked hated himself .,the bankers that the senator liked hated ***mask*** .,11.719608398025757
739,62,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hated,himself,The senators that the banker liked hated himself . <eos>,The senators that the banker liked hated himself .,the senators that the banker liked hated ***mask*** .,12.082342748474499
740,62,liked,embed,local,1,a,rc_subj,number,mechanic,senators,hated,himself,The mechanic that the senators liked hated himself . <eos>,The mechanic that the senators liked hated himself .,the mechanic that the senators liked hated ***mask*** .,10.893808016961152
741,62,liked,embed,local,1,b,rc_subj,number,senator,mechanics,hated,himself,The senator that the mechanics liked hated himself . <eos>,The senator that the mechanics liked hated himself .,the senator that the mechanics liked hated ***mask*** .,8.830964996601443
742,62,liked,embed,local,1,c,rc_subj,number,banker,senators,hated,himself,The banker that the senators liked hated himself . <eos>,The banker that the senators liked hated himself .,the banker that the senators liked hated ***mask*** .,10.442084582685938
743,62,liked,embed,local,1,d,rc_subj,number,senator,bankers,hated,himself,The senator that the bankers liked hated himself . <eos>,The senator that the bankers liked hated himself .,the senator that the bankers liked hated ***mask*** .,9.122599119758661
744,63,liked,embed,local,1,a,none,none,mechanic,senator,doubted,himself,The mechanic that the senator liked doubted himself . <eos>,The mechanic that the senator liked doubted himself .,the mechanic that the senator liked doubted ***mask*** .,7.926267013980104
745,63,liked,embed,local,1,b,none,none,senator,mechanic,doubted,himself,The senator that the mechanic liked doubted himself . <eos>,The senator that the mechanic liked doubted himself .,the senator that the mechanic liked doubted ***mask*** .,8.346440152835903
746,63,liked,embed,local,1,c,none,none,banker,senator,doubted,himself,The banker that the senator liked doubted himself . <eos>,The banker that the senator liked doubted himself .,the banker that the senator liked doubted ***mask*** .,7.812656384948767
747,63,liked,embed,local,1,d,none,none,senator,banker,doubted,himself,The senator that the banker liked doubted himself . <eos>,The senator that the banker liked doubted himself .,the senator that the banker liked doubted ***mask*** .,7.906026405193323
748,63,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,doubted,himself,The mechanics that the senator liked doubted himself . <eos>,The mechanics that the senator liked doubted himself .,the mechanics that the senator liked doubted ***mask*** .,8.544619345528375
749,63,liked,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,doubted,himself,The senators that the mechanic liked doubted himself . <eos>,The senators that the mechanic liked doubted himself .,the senators that the mechanic liked doubted ***mask*** .,9.229455266152408
750,63,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,doubted,himself,The bankers that the senator liked doubted himself . <eos>,The bankers that the senator liked doubted himself .,the bankers that the senator liked doubted ***mask*** .,8.953831194428936
751,63,liked,embed,nonlocal,0,d,matrix_subj,number,senators,banker,doubted,himself,The senators that the banker liked doubted himself . <eos>,The senators that the banker liked doubted himself .,the senators that the banker liked doubted ***mask*** .,9.363496073113918
752,63,liked,embed,local,1,a,rc_subj,number,mechanic,senators,doubted,himself,The mechanic that the senators liked doubted himself . <eos>,The mechanic that the senators liked doubted himself .,the mechanic that the senators liked doubted ***mask*** .,7.881327076859596
753,63,liked,embed,local,1,b,rc_subj,number,senator,mechanics,doubted,himself,The senator that the mechanics liked doubted himself . <eos>,The senator that the mechanics liked doubted himself .,the senator that the mechanics liked doubted ***mask*** .,8.148514957493296
754,63,liked,embed,local,1,c,rc_subj,number,banker,senators,doubted,himself,The banker that the senators liked doubted himself . <eos>,The banker that the senators liked doubted himself .,the banker that the senators liked doubted ***mask*** .,7.757459978274745
755,63,liked,embed,local,1,d,rc_subj,number,senator,bankers,doubted,himself,The senator that the bankers liked doubted himself . <eos>,The senator that the bankers liked doubted himself .,the senator that the bankers liked doubted ***mask*** .,8.192512903045628
756,64,liked,embed,local,1,a,none,none,mechanic,consultant,hurt,himself,The mechanic that the consultant liked hurt himself . <eos>,The mechanic that the consultant liked hurt himself .,the mechanic that the consultant liked hurt ***mask*** .,7.58044904724867
757,64,liked,embed,local,1,b,none,none,consultant,mechanic,hurt,himself,The consultant that the mechanic liked hurt himself . <eos>,The consultant that the mechanic liked hurt himself .,the consultant that the mechanic liked hurt ***mask*** .,8.428715246866552
758,64,liked,embed,local,1,c,none,none,banker,consultant,hurt,himself,The banker that the consultant liked hurt himself . <eos>,The banker that the consultant liked hurt himself .,the banker that the consultant liked hurt ***mask*** .,7.9284315823899965
759,64,liked,embed,local,1,d,none,none,consultant,banker,hurt,himself,The consultant that the banker liked hurt himself . <eos>,The consultant that the banker liked hurt himself .,the consultant that the banker liked hurt ***mask*** .,7.8311891118411445
760,64,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,hurt,himself,The mechanics that the consultant liked hurt himself . <eos>,The mechanics that the consultant liked hurt himself .,the mechanics that the consultant liked hurt ***mask*** .,10.130372177579117
761,64,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,hurt,himself,The consultants that the mechanic liked hurt himself . <eos>,The consultants that the mechanic liked hurt himself .,the consultants that the mechanic liked hurt ***mask*** .,9.484596716597586
762,64,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,hurt,himself,The bankers that the consultant liked hurt himself . <eos>,The bankers that the consultant liked hurt himself .,the bankers that the consultant liked hurt ***mask*** .,10.009968508103476
763,64,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,hurt,himself,The consultants that the banker liked hurt himself . <eos>,The consultants that the banker liked hurt himself .,the consultants that the banker liked hurt ***mask*** .,9.282138589384969
764,64,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,hurt,himself,The mechanic that the consultants liked hurt himself . <eos>,The mechanic that the consultants liked hurt himself .,the mechanic that the consultants liked hurt ***mask*** .,6.688173400508119
765,64,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,hurt,himself,The consultant that the mechanics liked hurt himself . <eos>,The consultant that the mechanics liked hurt himself .,the consultant that the mechanics liked hurt ***mask*** .,8.526641063269972
766,64,liked,embed,local,1,c,rc_subj,number,banker,consultants,hurt,himself,The banker that the consultants liked hurt himself . <eos>,The banker that the consultants liked hurt himself .,the banker that the consultants liked hurt ***mask*** .,7.141241520721097
767,64,liked,embed,local,1,d,rc_subj,number,consultant,bankers,hurt,himself,The consultant that the bankers liked hurt himself . <eos>,The consultant that the bankers liked hurt himself .,the consultant that the bankers liked hurt ***mask*** .,7.840884873055918
768,65,liked,embed,local,1,a,none,none,mechanic,consultant,injured,himself,The mechanic that the consultant liked injured himself . <eos>,The mechanic that the consultant liked injured himself .,the mechanic that the consultant liked injured ***mask*** .,7.75681962310036
769,65,liked,embed,local,1,b,none,none,consultant,mechanic,injured,himself,The consultant that the mechanic liked injured himself . <eos>,The consultant that the mechanic liked injured himself .,the consultant that the mechanic liked injured ***mask*** .,10.272323275174703
770,65,liked,embed,local,1,c,none,none,banker,consultant,injured,himself,The banker that the consultant liked injured himself . <eos>,The banker that the consultant liked injured himself .,the banker that the consultant liked injured ***mask*** .,12.84592622591064
771,65,liked,embed,local,1,d,none,none,consultant,banker,injured,himself,The consultant that the banker liked injured himself . <eos>,The consultant that the banker liked injured himself .,the consultant that the banker liked injured ***mask*** .,10.707576271814956
772,65,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,injured,himself,The mechanics that the consultant liked injured himself . <eos>,The mechanics that the consultant liked injured himself .,the mechanics that the consultant liked injured ***mask*** .,9.958095250630457
773,65,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,injured,himself,The consultants that the mechanic liked injured himself . <eos>,The consultants that the mechanic liked injured himself .,the consultants that the mechanic liked injured ***mask*** .,10.085624266504265
774,65,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,injured,himself,The bankers that the consultant liked injured himself . <eos>,The bankers that the consultant liked injured himself .,the bankers that the consultant liked injured ***mask*** .,11.59493009965562
775,65,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,injured,himself,The consultants that the banker liked injured himself . <eos>,The consultants that the banker liked injured himself .,the consultants that the banker liked injured ***mask*** .,10.41118759224352
776,65,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,injured,himself,The mechanic that the consultants liked injured himself . <eos>,The mechanic that the consultants liked injured himself .,the mechanic that the consultants liked injured ***mask*** .,8.404158979714955
777,65,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,injured,himself,The consultant that the mechanics liked injured himself . <eos>,The consultant that the mechanics liked injured himself .,the consultant that the mechanics liked injured ***mask*** .,10.881077932103231
778,65,liked,embed,local,1,c,rc_subj,number,banker,consultants,injured,himself,The banker that the consultants liked injured himself . <eos>,The banker that the consultants liked injured himself .,the banker that the consultants liked injured ***mask*** .,14.136471206149087
779,65,liked,embed,local,1,d,rc_subj,number,consultant,bankers,injured,himself,The consultant that the bankers liked injured himself . <eos>,The consultant that the bankers liked injured himself .,the consultant that the bankers liked injured ***mask*** .,10.654593264264848
780,66,liked,embed,local,1,a,none,none,mechanic,consultant,congratulated,himself,The mechanic that the consultant liked congratulated himself . <eos>,The mechanic that the consultant liked congratulated himself .,the mechanic that the consultant liked congratulated ***mask*** .,7.126861578143297
781,66,liked,embed,local,1,b,none,none,consultant,mechanic,congratulated,himself,The consultant that the mechanic liked congratulated himself . <eos>,The consultant that the mechanic liked congratulated himself .,the consultant that the mechanic liked congratulated ***mask*** .,7.391589045174041
782,66,liked,embed,local,1,c,none,none,banker,consultant,congratulated,himself,The banker that the consultant liked congratulated himself . <eos>,The banker that the consultant liked congratulated himself .,the banker that the consultant liked congratulated ***mask*** .,7.747613483831611
783,66,liked,embed,local,1,d,none,none,consultant,banker,congratulated,himself,The consultant that the banker liked congratulated himself . <eos>,The consultant that the banker liked congratulated himself .,the consultant that the banker liked congratulated ***mask*** .,7.783887685768298
784,66,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,congratulated,himself,The mechanics that the consultant liked congratulated himself . <eos>,The mechanics that the consultant liked congratulated himself .,the mechanics that the consultant liked congratulated ***mask*** .,8.342753304855897
785,66,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,congratulated,himself,The consultants that the mechanic liked congratulated himself . <eos>,The consultants that the mechanic liked congratulated himself .,the consultants that the mechanic liked congratulated ***mask*** .,7.84138538132369
786,66,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,congratulated,himself,The bankers that the consultant liked congratulated himself . <eos>,The bankers that the consultant liked congratulated himself .,the bankers that the consultant liked congratulated ***mask*** .,9.28315082102806
