,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
141,24,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,taught,himself,The sons that the boy liked taught himself . <eos>,The sons that the boy liked taught himself .,the sons that the boy liked taught ***mask*** .,0.0269405449526968
142,24,simple,local,c-command,1,a,rc_subj,number,boy,sons,taught,himself,The boy that the sons liked taught himself . <eos>,The boy that the sons liked taught himself .,the boy that the sons liked taught ***mask*** .,0.025580660680730855
143,24,simple,local,c-command,1,b,rc_subj,number,son,boys,taught,himself,The son that the boys liked taught himself . <eos>,The son that the boys liked taught himself .,the son that the boys liked taught ***mask*** .,0.025210881578798007
144,25,simple,local,c-command,1,a,none,none,boy,son,killed,himself,The boy that the son liked killed himself . <eos>,The boy that the son liked killed himself .,the boy that the son liked killed ***mask*** .,0.0009943044323300527
145,25,simple,local,c-command,1,b,none,none,son,boy,killed,himself,The son that the boy liked killed himself . <eos>,The son that the boy liked killed himself .,the son that the boy liked killed ***mask*** .,0.0007373320240996303
146,25,simple,local,no-c-command,0,a,matrix_subj,number,boys,son,killed,himself,The boys that the son liked killed himself . <eos>,The boys that the son liked killed himself .,the boys that the son liked killed ***mask*** .,0.005521115965202022
147,25,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,killed,himself,The sons that the boy liked killed himself . <eos>,The sons that the boy liked killed himself .,the sons that the boy liked killed ***mask*** .,0.004964948401398495
148,25,simple,local,c-command,1,a,rc_subj,number,boy,sons,killed,himself,The boy that the sons liked killed himself . <eos>,The boy that the sons liked killed himself .,the boy that the sons liked killed ***mask*** .,0.0009155277350773941
149,25,simple,local,c-command,1,b,rc_subj,number,son,boys,killed,himself,The son that the boys liked killed himself . <eos>,The son that the boys liked killed himself .,the son that the boys liked killed ***mask*** .,0.0007118145826196363
150,26,simple,local,c-command,1,a,none,none,boy,son,called,himself,The boy that the son liked called himself . <eos>,The boy that the son liked called himself .,the boy that the son liked called ***mask*** .,0.017575978141483383
151,26,simple,local,c-command,1,b,none,none,son,boy,called,himself,The son that the boy liked called himself . <eos>,The son that the boy liked called himself .,the son that the boy liked called ***mask*** .,0.02955092319977654
152,26,simple,local,no-c-command,0,a,matrix_subj,number,boys,son,called,himself,The boys that the son liked called himself . <eos>,The boys that the son liked called himself .,the boys that the son liked called ***mask*** .,0.007238337497296869
153,26,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,called,himself,The sons that the boy liked called himself . <eos>,The sons that the boy liked called himself .,the sons that the boy liked called ***mask*** .,0.0031346506859894698
154,26,simple,local,c-command,1,a,rc_subj,number,boy,sons,called,himself,The boy that the sons liked called himself . <eos>,The boy that the sons liked called himself .,the boy that the sons liked called ***mask*** .,0.02937029888564432
155,26,simple,local,c-command,1,b,rc_subj,number,son,boys,called,himself,The son that the boys liked called himself . <eos>,The son that the boys liked called himself .,the son that the boys liked called ***mask*** .,0.05178700111062965
156,27,simple,local,c-command,1,a,none,none,boy,son,dedicated,himself,The boy that the son liked dedicated himself . <eos>,The boy that the son liked dedicated himself .,the boy that the son liked dedicated ***mask*** .,0.05150325644567611
157,27,simple,local,c-command,1,b,none,none,son,boy,dedicated,himself,The son that the boy liked dedicated himself . <eos>,The son that the boy liked dedicated himself .,the son that the boy liked dedicated ***mask*** .,0.1314042752121326
158,27,simple,local,no-c-command,0,a,matrix_subj,number,boys,son,dedicated,himself,The boys that the son liked dedicated himself . <eos>,The boys that the son liked dedicated himself .,the boys that the son liked dedicated ***mask*** .,0.2291168783985702
159,27,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,dedicated,himself,The sons that the boy liked dedicated himself . <eos>,The sons that the boy liked dedicated himself .,the sons that the boy liked dedicated ***mask*** .,0.14159149292916445
160,27,simple,local,c-command,1,a,rc_subj,number,boy,sons,dedicated,himself,The boy that the sons liked dedicated himself . <eos>,The boy that the sons liked dedicated himself .,the boy that the sons liked dedicated ***mask*** .,0.18102603719907517
161,27,simple,local,c-command,1,b,rc_subj,number,son,boys,dedicated,himself,The son that the boys liked dedicated himself . <eos>,The son that the boys liked dedicated himself .,the son that the boys liked dedicated ***mask*** .,0.36628137501050695
162,28,simple,local,c-command,1,a,none,none,boy,son,declared,himself,The boy that the son liked declared himself . <eos>,The boy that the son liked declared himself .,the boy that the son liked declared ***mask*** .,0.00029364648426234474
163,28,simple,local,c-command,1,b,none,none,son,boy,declared,himself,The son that the boy liked declared himself . <eos>,The son that the boy liked declared himself .,the son that the boy liked declared ***mask*** .,0.00024016639331184516
164,28,simple,local,no-c-command,0,a,matrix_subj,number,boys,son,declared,himself,The boys that the son liked declared himself . <eos>,The boys that the son liked declared himself .,the boys that the son liked declared ***mask*** .,0.004378745095407796
165,28,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,declared,himself,The sons that the boy liked declared himself . <eos>,The sons that the boy liked declared himself .,the sons that the boy liked declared ***mask*** .,0.002117490557814342
166,28,simple,local,c-command,1,a,rc_subj,number,boy,sons,declared,himself,The boy that the sons liked declared himself . <eos>,The boy that the sons liked declared himself .,the boy that the sons liked declared ***mask*** .,0.000394264253335696
167,28,simple,local,c-command,1,b,rc_subj,number,son,boys,declared,himself,The son that the boys liked declared himself . <eos>,The son that the boys liked declared himself .,the son that the boys liked declared ***mask*** .,0.00030437706682631644
168,29,simple,local,c-command,1,a,none,none,boy,son,proved,himself,The boy that the son liked proved himself . <eos>,The boy that the son liked proved himself .,the boy that the son liked proved ***mask*** .,0.002548793181832684
169,29,simple,local,c-command,1,b,none,none,son,boy,proved,himself,The son that the boy liked proved himself . <eos>,The son that the boy liked proved himself .,the son that the boy liked proved ***mask*** .,0.0038683109841685906
170,29,simple,local,no-c-command,0,a,matrix_subj,number,boys,son,proved,himself,The boys that the son liked proved himself . <eos>,The boys that the son liked proved himself .,the boys that the son liked proved ***mask*** .,0.008733036236917988
171,29,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,proved,himself,The sons that the boy liked proved himself . <eos>,The sons that the boy liked proved himself .,the sons that the boy liked proved ***mask*** .,0.00942742905064891
172,29,simple,local,c-command,1,a,rc_subj,number,boy,sons,proved,himself,The boy that the sons liked proved himself . <eos>,The boy that the sons liked proved himself .,the boy that the sons liked proved ***mask*** .,0.0032897871775932888
173,29,simple,local,c-command,1,b,rc_subj,number,son,boys,proved,himself,The son that the boys liked proved himself . <eos>,The son that the boys liked proved himself .,the son that the boys liked proved ***mask*** .,0.006048280190725461
174,30,simple,local,c-command,1,a,none,none,boy,son,shot,himself,The boy that the son liked shot himself . <eos>,The boy that the son liked shot himself .,the boy that the son liked shot ***mask*** .,0.0025813575750135943
175,30,simple,local,c-command,1,b,none,none,son,boy,shot,himself,The son that the boy liked shot himself . <eos>,The son that the boy liked shot himself .,the son that the boy liked shot ***mask*** .,0.005443420843159052
176,30,simple,local,no-c-command,0,a,matrix_subj,number,boys,son,shot,himself,The boys that the son liked shot himself . <eos>,The boys that the son liked shot himself .,the boys that the son liked shot ***mask*** .,0.007726270228241794
177,30,simple,local,no-c-command,0,b,matrix_subj,number,sons,boy,shot,himself,The sons that the boy liked shot himself . <eos>,The sons that the boy liked shot himself .,the sons that the boy liked shot ***mask*** .,0.005500941022470328
178,30,simple,local,c-command,1,a,rc_subj,number,boy,sons,shot,himself,The boy that the sons liked shot himself . <eos>,The boy that the sons liked shot himself .,the boy that the sons liked shot ***mask*** .,0.003713291067483455
179,30,simple,local,c-command,1,b,rc_subj,number,son,boys,shot,himself,The son that the boys liked shot himself . <eos>,The son that the boys liked shot himself .,the son that the boys liked shot ***mask*** .,0.014241559888232504
180,31,simple,local,c-command,1,a,none,none,boy,man,saw,himself,The boy that the man liked saw himself . <eos>,The boy that the man liked saw himself .,the boy that the man liked saw ***mask*** .,0.023711610788300405
181,31,simple,local,c-command,1,b,none,none,man,boy,saw,himself,The man that the boy liked saw himself . <eos>,The man that the boy liked saw himself .,the man that the boy liked saw ***mask*** .,0.016542732125967758
182,31,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,saw,himself,The boys that the man liked saw himself . <eos>,The boys that the man liked saw himself .,the boys that the man liked saw ***mask*** .,0.20487860768395638
183,31,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,saw,himself,The men that the boy liked saw himself . <eos>,The men that the boy liked saw himself .,the men that the boy liked saw ***mask*** .,0.06214728735063375
184,31,simple,local,c-command,1,a,rc_subj,number,boy,men,saw,himself,The boy that the men liked saw himself . <eos>,The boy that the men liked saw himself .,the boy that the men liked saw ***mask*** .,0.022849052097049107
185,31,simple,local,c-command,1,b,rc_subj,number,man,boys,saw,himself,The man that the boys liked saw himself . <eos>,The man that the boys liked saw himself .,the man that the boys liked saw ***mask*** .,0.018274532764956407
186,32,simple,local,c-command,1,a,none,none,boy,man,established,himself,The boy that the man liked established himself . <eos>,The boy that the man liked established himself .,the boy that the man liked established ***mask*** .,6.324186021953555e-05
187,32,simple,local,c-command,1,b,none,none,man,boy,established,himself,The man that the boy liked established himself . <eos>,The man that the boy liked established himself .,the man that the boy liked established ***mask*** .,1.2269895415441878e-05
188,32,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,established,himself,The boys that the man liked established himself . <eos>,The boys that the man liked established himself .,the boys that the man liked established ***mask*** .,0.00028776098894784443
189,32,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,established,himself,The men that the boy liked established himself . <eos>,The men that the boy liked established himself .,the men that the boy liked established ***mask*** .,7.639951147362398e-05
190,32,simple,local,c-command,1,a,rc_subj,number,boy,men,established,himself,The boy that the men liked established himself . <eos>,The boy that the men liked established himself .,the boy that the men liked established ***mask*** .,0.00032226087294031394
191,32,simple,local,c-command,1,b,rc_subj,number,man,boys,established,himself,The man that the boys liked established himself . <eos>,The man that the boys liked established himself .,the man that the boys liked established ***mask*** .,0.0002566358474101864
192,33,simple,local,c-command,1,a,none,none,boy,man,devoted,himself,The boy that the man liked devoted himself . <eos>,The boy that the man liked devoted himself .,the boy that the man liked devoted ***mask*** .,0.2490883294661063
193,33,simple,local,c-command,1,b,none,none,man,boy,devoted,himself,The man that the boy liked devoted himself . <eos>,The man that the boy liked devoted himself .,the man that the boy liked devoted ***mask*** .,0.1768895107856802
194,33,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,devoted,himself,The boys that the man liked devoted himself . <eos>,The boys that the man liked devoted himself .,the boys that the man liked devoted ***mask*** .,0.4333698857946877
195,33,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,devoted,himself,The men that the boy liked devoted himself . <eos>,The men that the boy liked devoted himself .,the men that the boy liked devoted ***mask*** .,0.1540175121441849
196,33,simple,local,c-command,1,a,rc_subj,number,boy,men,devoted,himself,The boy that the men liked devoted himself . <eos>,The boy that the men liked devoted himself .,the boy that the men liked devoted ***mask*** .,0.4993912821034317
197,33,simple,local,c-command,1,b,rc_subj,number,man,boys,devoted,himself,The man that the boys liked devoted himself . <eos>,The man that the boys liked devoted himself .,the man that the boys liked devoted ***mask*** .,0.5282342561733306
198,34,simple,local,c-command,1,a,none,none,boy,man,considered,himself,The boy that the man liked considered himself . <eos>,The boy that the man liked considered himself .,the boy that the man liked considered ***mask*** .,0.001604687202950034
199,34,simple,local,c-command,1,b,none,none,man,boy,considered,himself,The man that the boy liked considered himself . <eos>,The man that the boy liked considered himself .,the man that the boy liked considered ***mask*** .,0.0011010274243381483
200,34,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,considered,himself,The boys that the man liked considered himself . <eos>,The boys that the man liked considered himself .,the boys that the man liked considered ***mask*** .,0.00649552468332958
201,34,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,considered,himself,The men that the boy liked considered himself . <eos>,The men that the boy liked considered himself .,the men that the boy liked considered ***mask*** .,0.005076671460691491
202,34,simple,local,c-command,1,a,rc_subj,number,boy,men,considered,himself,The boy that the men liked considered himself . <eos>,The boy that the men liked considered himself .,the boy that the men liked considered ***mask*** .,0.0014913604405757553
203,34,simple,local,c-command,1,b,rc_subj,number,man,boys,considered,himself,The man that the boys liked considered himself . <eos>,The man that the boys liked considered himself .,the man that the boys liked considered ***mask*** .,0.0012587825708764249
204,35,simple,local,c-command,1,a,none,none,boy,man,identified,himself,The boy that the man liked identified himself . <eos>,The boy that the man liked identified himself .,the boy that the man liked identified ***mask*** .,6.40105722192272e-05
205,35,simple,local,c-command,1,b,none,none,man,boy,identified,himself,The man that the boy liked identified himself . <eos>,The man that the boy liked identified himself .,the man that the boy liked identified ***mask*** .,3.586093054829602e-05
206,35,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,identified,himself,The boys that the man liked identified himself . <eos>,The boys that the man liked identified himself .,the boys that the man liked identified ***mask*** .,0.00025734113395312514
207,35,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,identified,himself,The men that the boy liked identified himself . <eos>,The men that the boy liked identified himself .,the men that the boy liked identified ***mask*** .,0.0002857609880524627
208,35,simple,local,c-command,1,a,rc_subj,number,boy,men,identified,himself,The boy that the men liked identified himself . <eos>,The boy that the men liked identified himself .,the boy that the men liked identified ***mask*** .,0.00030754258129591223
209,35,simple,local,c-command,1,b,rc_subj,number,man,boys,identified,himself,The man that the boys liked identified himself . <eos>,The man that the boys liked identified himself .,the man that the boys liked identified ***mask*** .,0.00013443152367419105
210,36,simple,local,c-command,1,a,none,none,boy,man,made,himself,The boy that the man liked made himself . <eos>,The boy that the man liked made himself .,the boy that the man liked made ***mask*** .,0.09362176304821011
211,36,simple,local,c-command,1,b,none,none,man,boy,made,himself,The man that the boy liked made himself . <eos>,The man that the boy liked made himself .,the man that the boy liked made ***mask*** .,0.10850868229228319
212,36,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,made,himself,The boys that the man liked made himself . <eos>,The boys that the man liked made himself .,the boys that the man liked made ***mask*** .,0.1858908537475746
213,36,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,made,himself,The men that the boy liked made himself . <eos>,The men that the boy liked made himself .,the men that the boy liked made ***mask*** .,0.1760097638375268
214,36,simple,local,c-command,1,a,rc_subj,number,boy,men,made,himself,The boy that the men liked made himself . <eos>,The boy that the men liked made himself .,the boy that the men liked made ***mask*** .,0.09731137461843896
215,36,simple,local,c-command,1,b,rc_subj,number,man,boys,made,himself,The man that the boys liked made himself . <eos>,The man that the boys liked made himself .,the man that the boys liked made ***mask*** .,0.25432118396205505
216,37,simple,local,c-command,1,a,none,none,boy,man,found,himself,The boy that the man liked found himself . <eos>,The boy that the man liked found himself .,the boy that the man liked found ***mask*** .,0.002916179752915363
217,37,simple,local,c-command,1,b,none,none,man,boy,found,himself,The man that the boy liked found himself . <eos>,The man that the boy liked found himself .,the man that the boy liked found ***mask*** .,0.0016896643318611735
218,37,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,found,himself,The boys that the man liked found himself . <eos>,The boys that the man liked found himself .,the boys that the man liked found ***mask*** .,0.03574587794736909
219,37,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,found,himself,The men that the boy liked found himself . <eos>,The men that the boy liked found himself .,the men that the boy liked found ***mask*** .,0.009811055225130398
220,37,simple,local,c-command,1,a,rc_subj,number,boy,men,found,himself,The boy that the men liked found himself . <eos>,The boy that the men liked found himself .,the boy that the men liked found ***mask*** .,0.002712133979106214
221,37,simple,local,c-command,1,b,rc_subj,number,man,boys,found,himself,The man that the boys liked found himself . <eos>,The man that the boys liked found himself .,the man that the boys liked found ***mask*** .,0.001627761016335015
222,38,simple,local,c-command,1,a,none,none,boy,man,distinguished,himself,The boy that the man liked distinguished himself . <eos>,The boy that the man liked distinguished himself .,the boy that the man liked distinguished ***mask*** .,0.00014777432675695554
223,38,simple,local,c-command,1,b,none,none,man,boy,distinguished,himself,The man that the boy liked distinguished himself . <eos>,The man that the boy liked distinguished himself .,the man that the boy liked distinguished ***mask*** .,1.8752024573652032e-05
224,38,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,distinguished,himself,The boys that the man liked distinguished himself . <eos>,The boys that the man liked distinguished himself .,the boys that the man liked distinguished ***mask*** .,0.0012987882547689027
225,38,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,distinguished,himself,The men that the boy liked distinguished himself . <eos>,The men that the boy liked distinguished himself .,the men that the boy liked distinguished ***mask*** .,0.00016756843337813418
226,38,simple,local,c-command,1,a,rc_subj,number,boy,men,distinguished,himself,The boy that the men liked distinguished himself . <eos>,The boy that the men liked distinguished himself .,the boy that the men liked distinguished ***mask*** .,0.0004822125429084547
227,38,simple,local,c-command,1,b,rc_subj,number,man,boys,distinguished,himself,The man that the boys liked distinguished himself . <eos>,The man that the boys liked distinguished himself .,the man that the boys liked distinguished ***mask*** .,0.00032148128143381623
228,39,simple,local,c-command,1,a,none,none,boy,man,taught,himself,The boy that the man liked taught himself . <eos>,The boy that the man liked taught himself .,the boy that the man liked taught ***mask*** .,0.0276259265509696
229,39,simple,local,c-command,1,b,none,none,man,boy,taught,himself,The man that the boy liked taught himself . <eos>,The man that the boy liked taught himself .,the man that the boy liked taught ***mask*** .,0.02239956459155239
230,39,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,taught,himself,The boys that the man liked taught himself . <eos>,The boys that the man liked taught himself .,the boys that the man liked taught ***mask*** .,0.028062008977265376
231,39,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,taught,himself,The men that the boy liked taught himself . <eos>,The men that the boy liked taught himself .,the men that the boy liked taught ***mask*** .,0.02900251095021467
232,39,simple,local,c-command,1,a,rc_subj,number,boy,men,taught,himself,The boy that the men liked taught himself . <eos>,The boy that the men liked taught himself .,the boy that the men liked taught ***mask*** .,0.0486791902003885
233,39,simple,local,c-command,1,b,rc_subj,number,man,boys,taught,himself,The man that the boys liked taught himself . <eos>,The man that the boys liked taught himself .,the man that the boys liked taught ***mask*** .,0.09777600946604567
234,40,simple,local,c-command,1,a,none,none,boy,man,killed,himself,The boy that the man liked killed himself . <eos>,The boy that the man liked killed himself .,the boy that the man liked killed ***mask*** .,0.0009124374396564523
235,40,simple,local,c-command,1,b,none,none,man,boy,killed,himself,The man that the boy liked killed himself . <eos>,The man that the boy liked killed himself .,the man that the boy liked killed ***mask*** .,0.0006209238278123929
236,40,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,killed,himself,The boys that the man liked killed himself . <eos>,The boys that the man liked killed himself .,the boys that the man liked killed ***mask*** .,0.004635304917539564
237,40,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,killed,himself,The men that the boy liked killed himself . <eos>,The men that the boy liked killed himself .,the men that the boy liked killed ***mask*** .,0.006461262878946214
238,40,simple,local,c-command,1,a,rc_subj,number,boy,men,killed,himself,The boy that the men liked killed himself . <eos>,The boy that the men liked killed himself .,the boy that the men liked killed ***mask*** .,0.0011982047073395218
239,40,simple,local,c-command,1,b,rc_subj,number,man,boys,killed,himself,The man that the boys liked killed himself . <eos>,The man that the boys liked killed himself .,the man that the boys liked killed ***mask*** .,0.0006292624259735617
240,41,simple,local,c-command,1,a,none,none,boy,man,called,himself,The boy that the man liked called himself . <eos>,The boy that the man liked called himself .,the boy that the man liked called ***mask*** .,0.014464635756534035
241,41,simple,local,c-command,1,b,none,none,man,boy,called,himself,The man that the boy liked called himself . <eos>,The man that the boy liked called himself .,the man that the boy liked called ***mask*** .,0.005031882039656346
242,41,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,called,himself,The boys that the man liked called himself . <eos>,The boys that the man liked called himself .,the boys that the man liked called ***mask*** .,0.0030860602735601037
243,41,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,called,himself,The men that the boy liked called himself . <eos>,The men that the boy liked called himself .,the men that the boy liked called ***mask*** .,0.0023606653525339474
244,41,simple,local,c-command,1,a,rc_subj,number,boy,men,called,himself,The boy that the men liked called himself . <eos>,The boy that the men liked called himself .,the boy that the men liked called ***mask*** .,0.02745300159971962
245,41,simple,local,c-command,1,b,rc_subj,number,man,boys,called,himself,The man that the boys liked called himself . <eos>,The man that the boys liked called himself .,the man that the boys liked called ***mask*** .,0.013145875669030901
246,42,simple,local,c-command,1,a,none,none,boy,man,dedicated,himself,The boy that the man liked dedicated himself . <eos>,The boy that the man liked dedicated himself .,the boy that the man liked dedicated ***mask*** .,0.20350580063194496
247,42,simple,local,c-command,1,b,none,none,man,boy,dedicated,himself,The man that the boy liked dedicated himself . <eos>,The man that the boy liked dedicated himself .,the man that the boy liked dedicated ***mask*** .,0.1282233663147305
248,42,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,dedicated,himself,The boys that the man liked dedicated himself . <eos>,The boys that the man liked dedicated himself .,the boys that the man liked dedicated ***mask*** .,0.7951307542089266
249,42,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,dedicated,himself,The men that the boy liked dedicated himself . <eos>,The men that the boy liked dedicated himself .,the men that the boy liked dedicated ***mask*** .,0.16331348935755577
250,42,simple,local,c-command,1,a,rc_subj,number,boy,men,dedicated,himself,The boy that the men liked dedicated himself . <eos>,The boy that the men liked dedicated himself .,the boy that the men liked dedicated ***mask*** .,0.48792265028883647
251,42,simple,local,c-command,1,b,rc_subj,number,man,boys,dedicated,himself,The man that the boys liked dedicated himself . <eos>,The man that the boys liked dedicated himself .,the man that the boys liked dedicated ***mask*** .,0.6388548281756208
252,43,simple,local,c-command,1,a,none,none,boy,man,declared,himself,The boy that the man liked declared himself . <eos>,The boy that the man liked declared himself .,the boy that the man liked declared ***mask*** .,0.00024324290839864132
253,43,simple,local,c-command,1,b,none,none,man,boy,declared,himself,The man that the boy liked declared himself . <eos>,The man that the boy liked declared himself .,the man that the boy liked declared ***mask*** .,0.00016781374047272087
254,43,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,declared,himself,The boys that the man liked declared himself . <eos>,The boys that the man liked declared himself .,the boys that the man liked declared ***mask*** .,0.004680641613684771
255,43,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,declared,himself,The men that the boy liked declared himself . <eos>,The men that the boy liked declared himself .,the men that the boy liked declared ***mask*** .,0.0018293386176253313
256,43,simple,local,c-command,1,a,rc_subj,number,boy,men,declared,himself,The boy that the men liked declared himself . <eos>,The boy that the men liked declared himself .,the boy that the men liked declared ***mask*** .,0.00018919757471708243
257,43,simple,local,c-command,1,b,rc_subj,number,man,boys,declared,himself,The man that the boys liked declared himself . <eos>,The man that the boys liked declared himself .,the man that the boys liked declared ***mask*** .,0.0001460945807456954
258,44,simple,local,c-command,1,a,none,none,boy,man,proved,himself,The boy that the man liked proved himself . <eos>,The boy that the man liked proved himself .,the boy that the man liked proved ***mask*** .,0.0021698274212431277
259,44,simple,local,c-command,1,b,none,none,man,boy,proved,himself,The man that the boy liked proved himself . <eos>,The man that the boy liked proved himself .,the man that the boy liked proved ***mask*** .,0.0019886611738133583
260,44,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,proved,himself,The boys that the man liked proved himself . <eos>,The boys that the man liked proved himself .,the boys that the man liked proved ***mask*** .,0.006647679485987446
261,44,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,proved,himself,The men that the boy liked proved himself . <eos>,The men that the boy liked proved himself .,the men that the boy liked proved ***mask*** .,0.006234062890550823
262,44,simple,local,c-command,1,a,rc_subj,number,boy,men,proved,himself,The boy that the men liked proved himself . <eos>,The boy that the men liked proved himself .,the boy that the men liked proved ***mask*** .,0.003673767624897668
263,44,simple,local,c-command,1,b,rc_subj,number,man,boys,proved,himself,The man that the boys liked proved himself . <eos>,The man that the boys liked proved himself .,the man that the boys liked proved ***mask*** .,0.0031013238616563227
264,45,simple,local,c-command,1,a,none,none,boy,man,shot,himself,The boy that the man liked shot himself . <eos>,The boy that the man liked shot himself .,the boy that the man liked shot ***mask*** .,0.0016314025224804587
265,45,simple,local,c-command,1,b,none,none,man,boy,shot,himself,The man that the boy liked shot himself . <eos>,The man that the boy liked shot himself .,the man that the boy liked shot ***mask*** .,0.001178228225792521
266,45,simple,local,no-c-command,0,a,matrix_subj,number,boys,man,shot,himself,The boys that the man liked shot himself . <eos>,The boys that the man liked shot himself .,the boys that the man liked shot ***mask*** .,0.00995708651045367
267,45,simple,local,no-c-command,0,b,matrix_subj,number,men,boy,shot,himself,The men that the boy liked shot himself . <eos>,The men that the boy liked shot himself .,the men that the boy liked shot ***mask*** .,0.005119197286364977
268,45,simple,local,c-command,1,a,rc_subj,number,boy,men,shot,himself,The boy that the men liked shot himself . <eos>,The boy that the men liked shot himself .,the boy that the men liked shot ***mask*** .,0.0021557546012642916
269,45,simple,local,c-command,1,b,rc_subj,number,man,boys,shot,himself,The man that the boys liked shot himself . <eos>,The man that the boys liked shot himself .,the man that the boys liked shot ***mask*** .,0.0017454680322900869
270,46,simple,local,c-command,1,a,none,none,boy,actor,saw,himself,The boy that the actor liked saw himself . <eos>,The boy that the actor liked saw himself .,the boy that the actor liked saw ***mask*** .,0.01773160592912064
271,46,simple,local,c-command,1,b,none,none,actor,boy,saw,himself,The actor that the boy liked saw himself . <eos>,The actor that the boy liked saw himself .,the actor that the boy liked saw ***mask*** .,0.01172961935509556
272,46,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,saw,himself,The boys that the actor liked saw himself . <eos>,The boys that the actor liked saw himself .,the boys that the actor liked saw ***mask*** .,0.167082087509159
273,46,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,saw,himself,The actors that the boy liked saw himself . <eos>,The actors that the boy liked saw himself .,the actors that the boy liked saw ***mask*** .,0.04457078285468484
274,46,simple,local,c-command,1,a,rc_subj,number,boy,actors,saw,himself,The boy that the actors liked saw himself . <eos>,The boy that the actors liked saw himself .,the boy that the actors liked saw ***mask*** .,0.015283658191712148
275,46,simple,local,c-command,1,b,rc_subj,number,actor,boys,saw,himself,The actor that the boys liked saw himself . <eos>,The actor that the boys liked saw himself .,the actor that the boys liked saw ***mask*** .,0.011911022152889333
276,47,simple,local,c-command,1,a,none,none,boy,actor,established,himself,The boy that the actor liked established himself . <eos>,The boy that the actor liked established himself .,the boy that the actor liked established ***mask*** .,0.00017616775938948548
277,47,simple,local,c-command,1,b,none,none,actor,boy,established,himself,The actor that the boy liked established himself . <eos>,The actor that the boy liked established himself .,the actor that the boy liked established ***mask*** .,4.565414394214794e-05
278,47,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,established,himself,The boys that the actor liked established himself . <eos>,The boys that the actor liked established himself .,the boys that the actor liked established ***mask*** .,0.0003482711895004959
279,47,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,established,himself,The actors that the boy liked established himself . <eos>,The actors that the boy liked established himself .,the actors that the boy liked established ***mask*** .,0.0001557444741807321
280,47,simple,local,c-command,1,a,rc_subj,number,boy,actors,established,himself,The boy that the actors liked established himself . <eos>,The boy that the actors liked established himself .,the boy that the actors liked established ***mask*** .,0.015353540869561245
281,47,simple,local,c-command,1,b,rc_subj,number,actor,boys,established,himself,The actor that the boys liked established himself . <eos>,The actor that the boys liked established himself .,the actor that the boys liked established ***mask*** .,0.00010576711380243639
282,48,simple,local,c-command,1,a,none,none,boy,actor,devoted,himself,The boy that the actor liked devoted himself . <eos>,The boy that the actor liked devoted himself .,the boy that the actor liked devoted ***mask*** .,0.08406570211360158
283,48,simple,local,c-command,1,b,none,none,actor,boy,devoted,himself,The actor that the boy liked devoted himself . <eos>,The actor that the boy liked devoted himself .,the actor that the boy liked devoted ***mask*** .,0.021105089594801653
284,48,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,devoted,himself,The boys that the actor liked devoted himself . <eos>,The boys that the actor liked devoted himself .,the boys that the actor liked devoted ***mask*** .,0.06468557219503165
