,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
171,15,embed,local,1,d,none,none,surgeons,bankers,hurt,themselves,The surgeons said that the bankers hurt themselves . <eos>,The surgeons said that the bankers hurt themselves .,the surgeons said that the bankers hurt ***mask*** .,5.316007268078724
172,15,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,hurt,themselves,The mechanics said that the surgeon hurt themselves . <eos>,The mechanics said that the surgeon hurt themselves .,the mechanics said that the surgeon hurt ***mask*** .,8.051039053304747
173,15,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,hurt,themselves,The surgeons said that the mechanic hurt themselves . <eos>,The surgeons said that the mechanic hurt themselves .,the surgeons said that the mechanic hurt ***mask*** .,8.54428737053159
174,15,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,hurt,themselves,The bankers said that the surgeon hurt themselves . <eos>,The bankers said that the surgeon hurt themselves .,the bankers said that the surgeon hurt ***mask*** .,9.820671279564186
175,15,embed,nonlocal,0,d,local_subj,number,surgeons,banker,hurt,themselves,The surgeons said that the banker hurt themselves . <eos>,The surgeons said that the banker hurt themselves .,the surgeons said that the banker hurt ***mask*** .,8.410368053171306
176,15,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,hurt,themselves,The mechanic said that the surgeons hurt themselves . <eos>,The mechanic said that the surgeons hurt themselves .,the mechanic said that the surgeons hurt ***mask*** .,7.704001033795951
177,15,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,hurt,themselves,The surgeon said that the mechanics hurt themselves . <eos>,The surgeon said that the mechanics hurt themselves .,the surgeon said that the mechanics hurt ***mask*** .,5.569986642219906
178,15,embed,local,1,c,nonlocal_subj,number,banker,surgeons,hurt,themselves,The banker said that the surgeons hurt themselves . <eos>,The banker said that the surgeons hurt themselves .,the banker said that the surgeons hurt ***mask*** .,7.015147415692556
179,15,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,hurt,themselves,The surgeon said that the bankers hurt themselves . <eos>,The surgeon said that the bankers hurt themselves .,the surgeon said that the bankers hurt ***mask*** .,6.452215845669224
180,16,embed,local,1,a,none,none,mechanics,surgeons,injured,themselves,The mechanics said that the surgeons injured themselves . <eos>,The mechanics said that the surgeons injured themselves .,the mechanics said that the surgeons injured ***mask*** .,5.69403735859009
181,16,embed,local,1,b,none,none,surgeons,mechanics,injured,themselves,The surgeons said that the mechanics injured themselves . <eos>,The surgeons said that the mechanics injured themselves .,the surgeons said that the mechanics injured ***mask*** .,4.291804481465977
182,16,embed,local,1,c,none,none,bankers,surgeons,injured,themselves,The bankers said that the surgeons injured themselves . <eos>,The bankers said that the surgeons injured themselves .,the bankers said that the surgeons injured ***mask*** .,7.48345883112473
183,16,embed,local,1,d,none,none,surgeons,bankers,injured,themselves,The surgeons said that the bankers injured themselves . <eos>,The surgeons said that the bankers injured themselves .,the surgeons said that the bankers injured ***mask*** .,3.222920605072439
184,16,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,injured,themselves,The mechanics said that the surgeon injured themselves . <eos>,The mechanics said that the surgeon injured themselves .,the mechanics said that the surgeon injured ***mask*** .,8.757124068840023
185,16,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,injured,themselves,The surgeons said that the mechanic injured themselves . <eos>,The surgeons said that the mechanic injured themselves .,the surgeons said that the mechanic injured ***mask*** .,8.8155863394832
186,16,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,injured,themselves,The bankers said that the surgeon injured themselves . <eos>,The bankers said that the surgeon injured themselves .,the bankers said that the surgeon injured ***mask*** .,10.486253733110688
187,16,embed,nonlocal,0,d,local_subj,number,surgeons,banker,injured,themselves,The surgeons said that the banker injured themselves . <eos>,The surgeons said that the banker injured themselves .,the surgeons said that the banker injured ***mask*** .,8.793315290940143
188,16,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,injured,themselves,The mechanic said that the surgeons injured themselves . <eos>,The mechanic said that the surgeons injured themselves .,the mechanic said that the surgeons injured ***mask*** .,8.181524506749586
189,16,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,injured,themselves,The surgeon said that the mechanics injured themselves . <eos>,The surgeon said that the mechanics injured themselves .,the surgeon said that the mechanics injured ***mask*** .,5.025486679803211
190,16,embed,local,1,c,nonlocal_subj,number,banker,surgeons,injured,themselves,The banker said that the surgeons injured themselves . <eos>,The banker said that the surgeons injured themselves .,the banker said that the surgeons injured ***mask*** .,7.269434917750072
191,16,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,injured,themselves,The surgeon said that the bankers injured themselves . <eos>,The surgeon said that the bankers injured themselves .,the surgeon said that the bankers injured ***mask*** .,4.630282855814724
192,17,embed,local,1,a,none,none,mechanics,surgeons,congratulated,themselves,The mechanics said that the surgeons congratulated themselves . <eos>,The mechanics said that the surgeons congratulated themselves .,the mechanics said that the surgeons congratulated ***mask*** .,6.8206030869418175
193,17,embed,local,1,b,none,none,surgeons,mechanics,congratulated,themselves,The surgeons said that the mechanics congratulated themselves . <eos>,The surgeons said that the mechanics congratulated themselves .,the surgeons said that the mechanics congratulated ***mask*** .,6.982535697870747
194,17,embed,local,1,c,none,none,bankers,surgeons,congratulated,themselves,The bankers said that the surgeons congratulated themselves . <eos>,The bankers said that the surgeons congratulated themselves .,the bankers said that the surgeons congratulated ***mask*** .,7.175185047925152
195,17,embed,local,1,d,none,none,surgeons,bankers,congratulated,themselves,The surgeons said that the bankers congratulated themselves . <eos>,The surgeons said that the bankers congratulated themselves .,the surgeons said that the bankers congratulated ***mask*** .,7.657164242709892
196,17,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,congratulated,themselves,The mechanics said that the surgeon congratulated themselves . <eos>,The mechanics said that the surgeon congratulated themselves .,the mechanics said that the surgeon congratulated ***mask*** .,9.347331147982295
197,17,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,congratulated,themselves,The surgeons said that the mechanic congratulated themselves . <eos>,The surgeons said that the mechanic congratulated themselves .,the surgeons said that the mechanic congratulated ***mask*** .,8.773695858855366
198,17,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,congratulated,themselves,The bankers said that the surgeon congratulated themselves . <eos>,The bankers said that the surgeon congratulated themselves .,the bankers said that the surgeon congratulated ***mask*** .,10.223001095996844
199,17,embed,nonlocal,0,d,local_subj,number,surgeons,banker,congratulated,themselves,The surgeons said that the banker congratulated themselves . <eos>,The surgeons said that the banker congratulated themselves .,the surgeons said that the banker congratulated ***mask*** .,8.155495162723254
200,17,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,congratulated,themselves,The mechanic said that the surgeons congratulated themselves . <eos>,The mechanic said that the surgeons congratulated themselves .,the mechanic said that the surgeons congratulated ***mask*** .,8.868138016648166
201,17,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,congratulated,themselves,The surgeon said that the mechanics congratulated themselves . <eos>,The surgeon said that the mechanics congratulated themselves .,the surgeon said that the mechanics congratulated ***mask*** .,8.964870679690286
202,17,embed,local,1,c,nonlocal_subj,number,banker,surgeons,congratulated,themselves,The banker said that the surgeons congratulated themselves . <eos>,The banker said that the surgeons congratulated themselves .,the banker said that the surgeons congratulated ***mask*** .,8.013901909608236
203,17,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,congratulated,themselves,The surgeon said that the bankers congratulated themselves . <eos>,The surgeon said that the bankers congratulated themselves .,the surgeon said that the bankers congratulated ***mask*** .,9.570948970937476
204,18,embed,local,1,a,none,none,mechanics,surgeons,embarrassed,themselves,The mechanics said that the surgeons embarrassed themselves . <eos>,The mechanics said that the surgeons embarrassed themselves .,the mechanics said that the surgeons embarrassed ***mask*** .,5.7045621683953796
205,18,embed,local,1,b,none,none,surgeons,mechanics,embarrassed,themselves,The surgeons said that the mechanics embarrassed themselves . <eos>,The surgeons said that the mechanics embarrassed themselves .,the surgeons said that the mechanics embarrassed ***mask*** .,5.896043287889292
206,18,embed,local,1,c,none,none,bankers,surgeons,embarrassed,themselves,The bankers said that the surgeons embarrassed themselves . <eos>,The bankers said that the surgeons embarrassed themselves .,the bankers said that the surgeons embarrassed ***mask*** .,6.719732874123915
207,18,embed,local,1,d,none,none,surgeons,bankers,embarrassed,themselves,The surgeons said that the bankers embarrassed themselves . <eos>,The surgeons said that the bankers embarrassed themselves .,the surgeons said that the bankers embarrassed ***mask*** .,7.285655528548176
208,18,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,embarrassed,themselves,The mechanics said that the surgeon embarrassed themselves . <eos>,The mechanics said that the surgeon embarrassed themselves .,the mechanics said that the surgeon embarrassed ***mask*** .,8.155678971392822
209,18,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,embarrassed,themselves,The surgeons said that the mechanic embarrassed themselves . <eos>,The surgeons said that the mechanic embarrassed themselves .,the surgeons said that the mechanic embarrassed ***mask*** .,8.097404442522851
210,18,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,embarrassed,themselves,The bankers said that the surgeon embarrassed themselves . <eos>,The bankers said that the surgeon embarrassed themselves .,the bankers said that the surgeon embarrassed ***mask*** .,9.820172894665047
211,18,embed,nonlocal,0,d,local_subj,number,surgeons,banker,embarrassed,themselves,The surgeons said that the banker embarrassed themselves . <eos>,The surgeons said that the banker embarrassed themselves .,the surgeons said that the banker embarrassed ***mask*** .,9.421441304914953
212,18,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,embarrassed,themselves,The mechanic said that the surgeons embarrassed themselves . <eos>,The mechanic said that the surgeons embarrassed themselves .,the mechanic said that the surgeons embarrassed ***mask*** .,8.663827720611996
213,18,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,embarrassed,themselves,The surgeon said that the mechanics embarrassed themselves . <eos>,The surgeon said that the mechanics embarrassed themselves .,the surgeon said that the mechanics embarrassed ***mask*** .,8.952531898355922
214,18,embed,local,1,c,nonlocal_subj,number,banker,surgeons,embarrassed,themselves,The banker said that the surgeons embarrassed themselves . <eos>,The banker said that the surgeons embarrassed themselves .,the banker said that the surgeons embarrassed ***mask*** .,8.264659456079425
215,18,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,embarrassed,themselves,The surgeon said that the bankers embarrassed themselves . <eos>,The surgeon said that the bankers embarrassed themselves .,the surgeon said that the bankers embarrassed ***mask*** .,9.438788165368992
216,19,embed,local,1,a,none,none,mechanics,surgeons,disguised,themselves,The mechanics said that the surgeons disguised themselves . <eos>,The mechanics said that the surgeons disguised themselves .,the mechanics said that the surgeons disguised ***mask*** .,0.083397492531417
217,19,embed,local,1,b,none,none,surgeons,mechanics,disguised,themselves,The surgeons said that the mechanics disguised themselves . <eos>,The surgeons said that the mechanics disguised themselves .,the surgeons said that the mechanics disguised ***mask*** .,0.09172045339165756
218,19,embed,local,1,c,none,none,bankers,surgeons,disguised,themselves,The bankers said that the surgeons disguised themselves . <eos>,The bankers said that the surgeons disguised themselves .,the bankers said that the surgeons disguised ***mask*** .,0.11413674114924521
219,19,embed,local,1,d,none,none,surgeons,bankers,disguised,themselves,The surgeons said that the bankers disguised themselves . <eos>,The surgeons said that the bankers disguised themselves .,the surgeons said that the bankers disguised ***mask*** .,0.06844721023913028
220,19,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,disguised,themselves,The mechanics said that the surgeon disguised themselves . <eos>,The mechanics said that the surgeon disguised themselves .,the mechanics said that the surgeon disguised ***mask*** .,6.597606706037157
221,19,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,disguised,themselves,The surgeons said that the mechanic disguised themselves . <eos>,The surgeons said that the mechanic disguised themselves .,the surgeons said that the mechanic disguised ***mask*** .,6.616365836958519
222,19,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,disguised,themselves,The bankers said that the surgeon disguised themselves . <eos>,The bankers said that the surgeon disguised themselves .,the bankers said that the surgeon disguised ***mask*** .,7.310347574359494
223,19,embed,nonlocal,0,d,local_subj,number,surgeons,banker,disguised,themselves,The surgeons said that the banker disguised themselves . <eos>,The surgeons said that the banker disguised themselves .,the surgeons said that the banker disguised ***mask*** .,6.495247191578088
224,19,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,disguised,themselves,The mechanic said that the surgeons disguised themselves . <eos>,The mechanic said that the surgeons disguised themselves .,the mechanic said that the surgeons disguised ***mask*** .,0.26861912452992676
225,19,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,disguised,themselves,The surgeon said that the mechanics disguised themselves . <eos>,The surgeon said that the mechanics disguised themselves .,the surgeon said that the mechanics disguised ***mask*** .,0.088153543779317
226,19,embed,local,1,c,nonlocal_subj,number,banker,surgeons,disguised,themselves,The banker said that the surgeons disguised themselves . <eos>,The banker said that the surgeons disguised themselves .,the banker said that the surgeons disguised ***mask*** .,0.11794202014652384
227,19,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,disguised,themselves,The surgeon said that the bankers disguised themselves . <eos>,The surgeon said that the bankers disguised themselves .,the surgeon said that the bankers disguised ***mask*** .,0.07011540703238112
228,20,embed,local,1,a,none,none,mechanics,surgeons,hated,themselves,The mechanics said that the surgeons hated themselves . <eos>,The mechanics said that the surgeons hated themselves .,the mechanics said that the surgeons hated ***mask*** .,11.119214018885021
229,20,embed,local,1,b,none,none,surgeons,mechanics,hated,themselves,The surgeons said that the mechanics hated themselves . <eos>,The surgeons said that the mechanics hated themselves .,the surgeons said that the mechanics hated ***mask*** .,10.580725786739128
230,20,embed,local,1,c,none,none,bankers,surgeons,hated,themselves,The bankers said that the surgeons hated themselves . <eos>,The bankers said that the surgeons hated themselves .,the bankers said that the surgeons hated ***mask*** .,10.829701424174509
231,20,embed,local,1,d,none,none,surgeons,bankers,hated,themselves,The surgeons said that the bankers hated themselves . <eos>,The surgeons said that the bankers hated themselves .,the surgeons said that the bankers hated ***mask*** .,10.967215034996263
232,20,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,hated,themselves,The mechanics said that the surgeon hated themselves . <eos>,The mechanics said that the surgeon hated themselves .,the mechanics said that the surgeon hated ***mask*** .,12.186273697516844
233,20,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,hated,themselves,The surgeons said that the mechanic hated themselves . <eos>,The surgeons said that the mechanic hated themselves .,the surgeons said that the mechanic hated ***mask*** .,12.498222207978618
234,20,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,hated,themselves,The bankers said that the surgeon hated themselves . <eos>,The bankers said that the surgeon hated themselves .,the bankers said that the surgeon hated ***mask*** .,13.084587407022925
235,20,embed,nonlocal,0,d,local_subj,number,surgeons,banker,hated,themselves,The surgeons said that the banker hated themselves . <eos>,The surgeons said that the banker hated themselves .,the surgeons said that the banker hated ***mask*** .,12.717657410711162
236,20,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,hated,themselves,The mechanic said that the surgeons hated themselves . <eos>,The mechanic said that the surgeons hated themselves .,the mechanic said that the surgeons hated ***mask*** .,11.804552844431491
237,20,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,hated,themselves,The surgeon said that the mechanics hated themselves . <eos>,The surgeon said that the mechanics hated themselves .,the surgeon said that the mechanics hated ***mask*** .,10.956632721828914
238,20,embed,local,1,c,nonlocal_subj,number,banker,surgeons,hated,themselves,The banker said that the surgeons hated themselves . <eos>,The banker said that the surgeons hated themselves .,the banker said that the surgeons hated ***mask*** .,11.412382124587857
239,20,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,hated,themselves,The surgeon said that the bankers hated themselves . <eos>,The surgeon said that the bankers hated themselves .,the surgeon said that the bankers hated ***mask*** .,11.507187544237995
240,21,embed,local,1,a,none,none,mechanics,surgeons,doubted,themselves,The mechanics said that the surgeons doubted themselves . <eos>,The mechanics said that the surgeons doubted themselves .,the mechanics said that the surgeons doubted ***mask*** .,11.13721179327959
241,21,embed,local,1,b,none,none,surgeons,mechanics,doubted,themselves,The surgeons said that the mechanics doubted themselves . <eos>,The surgeons said that the mechanics doubted themselves .,the surgeons said that the mechanics doubted ***mask*** .,10.722546716687889
242,21,embed,local,1,c,none,none,bankers,surgeons,doubted,themselves,The bankers said that the surgeons doubted themselves . <eos>,The bankers said that the surgeons doubted themselves .,the bankers said that the surgeons doubted ***mask*** .,10.642377257715546
243,21,embed,local,1,d,none,none,surgeons,bankers,doubted,themselves,The surgeons said that the bankers doubted themselves . <eos>,The surgeons said that the bankers doubted themselves .,the surgeons said that the bankers doubted ***mask*** .,10.73476912812211
244,21,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,doubted,themselves,The mechanics said that the surgeon doubted themselves . <eos>,The mechanics said that the surgeon doubted themselves .,the mechanics said that the surgeon doubted ***mask*** .,12.196989999326625
245,21,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,doubted,themselves,The surgeons said that the mechanic doubted themselves . <eos>,The surgeons said that the mechanic doubted themselves .,the surgeons said that the mechanic doubted ***mask*** .,12.424514995214114
246,21,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,doubted,themselves,The bankers said that the surgeon doubted themselves . <eos>,The bankers said that the surgeon doubted themselves .,the bankers said that the surgeon doubted ***mask*** .,12.46903424332127
247,21,embed,nonlocal,0,d,local_subj,number,surgeons,banker,doubted,themselves,The surgeons said that the banker doubted themselves . <eos>,The surgeons said that the banker doubted themselves .,the surgeons said that the banker doubted ***mask*** .,12.202065331264581
248,21,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,doubted,themselves,The mechanic said that the surgeons doubted themselves . <eos>,The mechanic said that the surgeons doubted themselves .,the mechanic said that the surgeons doubted ***mask*** .,12.986390909623674
249,21,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,doubted,themselves,The surgeon said that the mechanics doubted themselves . <eos>,The surgeon said that the mechanics doubted themselves .,the surgeon said that the mechanics doubted ***mask*** .,11.504974661576469
250,21,embed,local,1,c,nonlocal_subj,number,banker,surgeons,doubted,themselves,The banker said that the surgeons doubted themselves . <eos>,The banker said that the surgeons doubted themselves .,the banker said that the surgeons doubted ***mask*** .,11.607814272804594
251,21,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,doubted,themselves,The surgeon said that the bankers doubted themselves . <eos>,The surgeon said that the bankers doubted themselves .,the surgeon said that the bankers doubted ***mask*** .,11.47863199658784
252,22,embed,local,1,a,none,none,mechanics,farmers,hurt,themselves,The mechanics said that the farmers hurt themselves . <eos>,The mechanics said that the farmers hurt themselves .,the mechanics said that the farmers hurt ***mask*** .,1.8682891774772639
253,22,embed,local,1,b,none,none,farmers,mechanics,hurt,themselves,The farmers said that the mechanics hurt themselves . <eos>,The farmers said that the mechanics hurt themselves .,the farmers said that the mechanics hurt ***mask*** .,3.3864958016195414
254,22,embed,local,1,c,none,none,bankers,farmers,hurt,themselves,The bankers said that the farmers hurt themselves . <eos>,The bankers said that the farmers hurt themselves .,the bankers said that the farmers hurt ***mask*** .,2.920119429349392
255,22,embed,local,1,d,none,none,farmers,bankers,hurt,themselves,The farmers said that the bankers hurt themselves . <eos>,The farmers said that the bankers hurt themselves .,the farmers said that the bankers hurt ***mask*** .,5.45229726050021
256,22,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,hurt,themselves,The mechanics said that the farmer hurt themselves . <eos>,The mechanics said that the farmer hurt themselves .,the mechanics said that the farmer hurt ***mask*** .,6.8651394234604926
257,22,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,hurt,themselves,The farmers said that the mechanic hurt themselves . <eos>,The farmers said that the mechanic hurt themselves .,the farmers said that the mechanic hurt ***mask*** .,6.636344717046058
258,22,embed,nonlocal,0,c,local_subj,number,bankers,farmer,hurt,themselves,The bankers said that the farmer hurt themselves . <eos>,The bankers said that the farmer hurt themselves .,the bankers said that the farmer hurt ***mask*** .,8.333891313368134
259,22,embed,nonlocal,0,d,local_subj,number,farmers,banker,hurt,themselves,The farmers said that the banker hurt themselves . <eos>,The farmers said that the banker hurt themselves .,the farmers said that the banker hurt ***mask*** .,7.51562476309229
260,22,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,hurt,themselves,The mechanic said that the farmers hurt themselves . <eos>,The mechanic said that the farmers hurt themselves .,the mechanic said that the farmers hurt ***mask*** .,3.725976385924962
261,22,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,hurt,themselves,The farmer said that the mechanics hurt themselves . <eos>,The farmer said that the mechanics hurt themselves .,the farmer said that the mechanics hurt ***mask*** .,4.612826055989711
262,22,embed,local,1,c,nonlocal_subj,number,banker,farmers,hurt,themselves,The banker said that the farmers hurt themselves . <eos>,The banker said that the farmers hurt themselves .,the banker said that the farmers hurt ***mask*** .,3.226047594495336
263,22,embed,local,1,d,nonlocal_subj,number,farmer,bankers,hurt,themselves,The farmer said that the bankers hurt themselves . <eos>,The farmer said that the bankers hurt themselves .,the farmer said that the bankers hurt ***mask*** .,7.685856579766821
264,23,embed,local,1,a,none,none,mechanics,farmers,injured,themselves,The mechanics said that the farmers injured themselves . <eos>,The mechanics said that the farmers injured themselves .,the mechanics said that the farmers injured ***mask*** .,0.6645817023893237
265,23,embed,local,1,b,none,none,farmers,mechanics,injured,themselves,The farmers said that the mechanics injured themselves . <eos>,The farmers said that the mechanics injured themselves .,the farmers said that the mechanics injured ***mask*** .,1.7213361626402137
266,23,embed,local,1,c,none,none,bankers,farmers,injured,themselves,The bankers said that the farmers injured themselves . <eos>,The bankers said that the farmers injured themselves .,the bankers said that the farmers injured ***mask*** .,0.566174162304655
267,23,embed,local,1,d,none,none,farmers,bankers,injured,themselves,The farmers said that the bankers injured themselves . <eos>,The farmers said that the bankers injured themselves .,the farmers said that the bankers injured ***mask*** .,1.4527499495677638
268,23,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,injured,themselves,The mechanics said that the farmer injured themselves . <eos>,The mechanics said that the farmer injured themselves .,the mechanics said that the farmer injured ***mask*** .,8.206738831618976
269,23,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,injured,themselves,The farmers said that the mechanic injured themselves . <eos>,The farmers said that the mechanic injured themselves .,the farmers said that the mechanic injured ***mask*** .,8.238912957617856
270,23,embed,nonlocal,0,c,local_subj,number,bankers,farmer,injured,themselves,The bankers said that the farmer injured themselves . <eos>,The bankers said that the farmer injured themselves .,the bankers said that the farmer injured ***mask*** .,8.996647656452794
271,23,embed,nonlocal,0,d,local_subj,number,farmers,banker,injured,themselves,The farmers said that the banker injured themselves . <eos>,The farmers said that the banker injured themselves .,the farmers said that the banker injured ***mask*** .,6.8480460600339015
272,23,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,injured,themselves,The mechanic said that the farmers injured themselves . <eos>,The mechanic said that the farmers injured themselves .,the mechanic said that the farmers injured ***mask*** .,1.0265583708722699
273,23,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,injured,themselves,The farmer said that the mechanics injured themselves . <eos>,The farmer said that the mechanics injured themselves .,the farmer said that the mechanics injured ***mask*** .,2.992831543762867
274,23,embed,local,1,c,nonlocal_subj,number,banker,farmers,injured,themselves,The banker said that the farmers injured themselves . <eos>,The banker said that the farmers injured themselves .,the banker said that the farmers injured ***mask*** .,0.6833740239439783
275,23,embed,local,1,d,nonlocal_subj,number,farmer,bankers,injured,themselves,The farmer said that the bankers injured themselves . <eos>,The farmer said that the bankers injured themselves .,the farmer said that the bankers injured ***mask*** .,2.9303225938402604
276,24,embed,local,1,a,none,none,mechanics,farmers,congratulated,themselves,The mechanics said that the farmers congratulated themselves . <eos>,The mechanics said that the farmers congratulated themselves .,the mechanics said that the farmers congratulated ***mask*** .,6.419574649299814
277,24,embed,local,1,b,none,none,farmers,mechanics,congratulated,themselves,The farmers said that the mechanics congratulated themselves . <eos>,The farmers said that the mechanics congratulated themselves .,the farmers said that the mechanics congratulated ***mask*** .,6.689796212593181
278,24,embed,local,1,c,none,none,bankers,farmers,congratulated,themselves,The bankers said that the farmers congratulated themselves . <eos>,The bankers said that the farmers congratulated themselves .,the bankers said that the farmers congratulated ***mask*** .,6.931646646427325
279,24,embed,local,1,d,none,none,farmers,bankers,congratulated,themselves,The farmers said that the bankers congratulated themselves . <eos>,The farmers said that the bankers congratulated themselves .,the farmers said that the bankers congratulated ***mask*** .,7.807467123602427
280,24,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,congratulated,themselves,The mechanics said that the farmer congratulated themselves . <eos>,The mechanics said that the farmer congratulated themselves .,the mechanics said that the farmer congratulated ***mask*** .,8.807363284738239
281,24,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,congratulated,themselves,The farmers said that the mechanic congratulated themselves . <eos>,The farmers said that the mechanic congratulated themselves .,the farmers said that the mechanic congratulated ***mask*** .,8.298689095627886
282,24,embed,nonlocal,0,c,local_subj,number,bankers,farmer,congratulated,themselves,The bankers said that the farmer congratulated themselves . <eos>,The bankers said that the farmer congratulated themselves .,the bankers said that the farmer congratulated ***mask*** .,9.47023585204594
283,24,embed,nonlocal,0,d,local_subj,number,farmers,banker,congratulated,themselves,The farmers said that the banker congratulated themselves . <eos>,The farmers said that the banker congratulated themselves .,the farmers said that the banker congratulated ***mask*** .,8.691752777880275
284,24,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,congratulated,themselves,The mechanic said that the farmers congratulated themselves . <eos>,The mechanic said that the farmers congratulated themselves .,the mechanic said that the farmers congratulated ***mask*** .,8.726362737980695
285,24,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,congratulated,themselves,The farmer said that the mechanics congratulated themselves . <eos>,The farmer said that the mechanics congratulated themselves .,the farmer said that the mechanics congratulated ***mask*** .,8.496451674422145
286,24,embed,local,1,c,nonlocal_subj,number,banker,farmers,congratulated,themselves,The banker said that the farmers congratulated themselves . <eos>,The banker said that the farmers congratulated themselves .,the banker said that the farmers congratulated ***mask*** .,7.94771438336468
287,24,embed,local,1,d,nonlocal_subj,number,farmer,bankers,congratulated,themselves,The farmer said that the bankers congratulated themselves . <eos>,The farmer said that the bankers congratulated themselves .,the farmer said that the bankers congratulated ***mask*** .,10.132502081921455
288,25,embed,local,1,a,none,none,mechanics,farmers,embarrassed,themselves,The mechanics said that the farmers embarrassed themselves . <eos>,The mechanics said that the farmers embarrassed themselves .,the mechanics said that the farmers embarrassed ***mask*** .,4.517049414571435
289,25,embed,local,1,b,none,none,farmers,mechanics,embarrassed,themselves,The farmers said that the mechanics embarrassed themselves . <eos>,The farmers said that the mechanics embarrassed themselves .,the farmers said that the mechanics embarrassed ***mask*** .,5.242051958335545
290,25,embed,local,1,c,none,none,bankers,farmers,embarrassed,themselves,The bankers said that the farmers embarrassed themselves . <eos>,The bankers said that the farmers embarrassed themselves .,the bankers said that the farmers embarrassed ***mask*** .,4.599771093794564
291,25,embed,local,1,d,none,none,farmers,bankers,embarrassed,themselves,The farmers said that the bankers embarrassed themselves . <eos>,The farmers said that the bankers embarrassed themselves .,the farmers said that the bankers embarrassed ***mask*** .,6.262536945800054
292,25,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,embarrassed,themselves,The mechanics said that the farmer embarrassed themselves . <eos>,The mechanics said that the farmer embarrassed themselves .,the mechanics said that the farmer embarrassed ***mask*** .,7.765842146503691
293,25,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,embarrassed,themselves,The farmers said that the mechanic embarrassed themselves . <eos>,The farmers said that the mechanic embarrassed themselves .,the farmers said that the mechanic embarrassed ***mask*** .,7.47537387886201
294,25,embed,nonlocal,0,c,local_subj,number,bankers,farmer,embarrassed,themselves,The bankers said that the farmer embarrassed themselves . <eos>,The bankers said that the farmer embarrassed themselves .,the bankers said that the farmer embarrassed ***mask*** .,8.37850075399114
