,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
143,24,embed,nonlocal,0,b,local_subj,number,daughter,girls,taught,herself,The daughter said that the girls taught herself . <eos>,The daughter said that the girls taught herself .,the daughter said that the girls taught ***mask*** .,0.001365973468156659
144,25,embed,local,1,a,none,none,girl,daughter,killed,herself,The girl said that the daughter killed herself . <eos>,The girl said that the daughter killed herself .,the girl said that the daughter killed ***mask*** .,4.406845098696502e-05
145,25,embed,local,1,b,none,none,daughter,girl,killed,herself,The daughter said that the girl killed herself . <eos>,The daughter said that the girl killed herself .,the daughter said that the girl killed ***mask*** .,4.3291919537620895e-05
146,25,embed,local,1,a,nonlocal_subj,number,girls,daughter,killed,herself,The girls said that the daughter killed herself . <eos>,The girls said that the daughter killed herself .,the girls said that the daughter killed ***mask*** .,3.771295565356689e-05
147,25,embed,local,1,b,nonlocal_subj,number,daughters,girl,killed,herself,The daughters said that the girl killed herself . <eos>,The daughters said that the girl killed herself .,the daughters said that the girl killed ***mask*** .,2.92152226626228e-05
148,25,embed,nonlocal,0,a,local_subj,number,girl,daughters,killed,herself,The girl said that the daughters killed herself . <eos>,The girl said that the daughters killed herself .,the girl said that the daughters killed ***mask*** .,0.0005597417831269439
149,25,embed,nonlocal,0,b,local_subj,number,daughter,girls,killed,herself,The daughter said that the girls killed herself . <eos>,The daughter said that the girls killed herself .,the daughter said that the girls killed ***mask*** .,0.0003298147530391786
150,26,embed,local,1,a,none,none,girl,daughter,called,herself,The girl said that the daughter called herself . <eos>,The girl said that the daughter called herself .,the girl said that the daughter called ***mask*** .,0.01765032963303134
151,26,embed,local,1,b,none,none,daughter,girl,called,herself,The daughter said that the girl called herself . <eos>,The daughter said that the girl called herself .,the daughter said that the girl called ***mask*** .,0.01021783226479957
152,26,embed,local,1,a,nonlocal_subj,number,girls,daughter,called,herself,The girls said that the daughter called herself . <eos>,The girls said that the daughter called herself .,the girls said that the daughter called ***mask*** .,0.021068187009675037
153,26,embed,local,1,b,nonlocal_subj,number,daughters,girl,called,herself,The daughters said that the girl called herself . <eos>,The daughters said that the girl called herself .,the daughters said that the girl called ***mask*** .,0.0060839888017305424
154,26,embed,nonlocal,0,a,local_subj,number,girl,daughters,called,herself,The girl said that the daughters called herself . <eos>,The girl said that the daughters called herself .,the girl said that the daughters called ***mask*** .,0.03825372524357522
155,26,embed,nonlocal,0,b,local_subj,number,daughter,girls,called,herself,The daughter said that the girls called herself . <eos>,The daughter said that the girls called herself .,the daughter said that the girls called ***mask*** .,0.05691515715493735
156,27,embed,local,1,a,none,none,girl,daughter,dedicated,herself,The girl said that the daughter dedicated herself . <eos>,The girl said that the daughter dedicated herself .,the girl said that the daughter dedicated ***mask*** .,1.3593995812567492e-05
157,27,embed,local,1,b,none,none,daughter,girl,dedicated,herself,The daughter said that the girl dedicated herself . <eos>,The daughter said that the girl dedicated herself .,the daughter said that the girl dedicated ***mask*** .,3.0368943769273203e-06
158,27,embed,local,1,a,nonlocal_subj,number,girls,daughter,dedicated,herself,The girls said that the daughter dedicated herself . <eos>,The girls said that the daughter dedicated herself .,the girls said that the daughter dedicated ***mask*** .,4.257035478340161e-06
159,27,embed,local,1,b,nonlocal_subj,number,daughters,girl,dedicated,herself,The daughters said that the girl dedicated herself . <eos>,The daughters said that the girl dedicated herself .,the daughters said that the girl dedicated ***mask*** .,2.0464744526625114e-06
160,27,embed,nonlocal,0,a,local_subj,number,girl,daughters,dedicated,herself,The girl said that the daughters dedicated herself . <eos>,The girl said that the daughters dedicated herself .,the girl said that the daughters dedicated ***mask*** .,0.0003625140623662011
161,27,embed,nonlocal,0,b,local_subj,number,daughter,girls,dedicated,herself,The daughter said that the girls dedicated herself . <eos>,The daughter said that the girls dedicated herself .,the daughter said that the girls dedicated ***mask*** .,0.00010293219173119648
162,28,embed,local,1,a,none,none,girl,daughter,declared,herself,The girl said that the daughter declared herself . <eos>,The girl said that the daughter declared herself .,the girl said that the daughter declared ***mask*** .,0.00039472769379220976
163,28,embed,local,1,b,none,none,daughter,girl,declared,herself,The daughter said that the girl declared herself . <eos>,The daughter said that the girl declared herself .,the daughter said that the girl declared ***mask*** .,0.0002193870244611159
164,28,embed,local,1,a,nonlocal_subj,number,girls,daughter,declared,herself,The girls said that the daughter declared herself . <eos>,The girls said that the daughter declared herself .,the girls said that the daughter declared ***mask*** .,0.0002879740043917847
165,28,embed,local,1,b,nonlocal_subj,number,daughters,girl,declared,herself,The daughters said that the girl declared herself . <eos>,The daughters said that the girl declared herself .,the daughters said that the girl declared ***mask*** .,0.00015194183820379104
166,28,embed,nonlocal,0,a,local_subj,number,girl,daughters,declared,herself,The girl said that the daughters declared herself . <eos>,The girl said that the daughters declared herself .,the girl said that the daughters declared ***mask*** .,0.0037018920550467667
167,28,embed,nonlocal,0,b,local_subj,number,daughter,girls,declared,herself,The daughter said that the girls declared herself . <eos>,The daughter said that the girls declared herself .,the daughter said that the girls declared ***mask*** .,0.0019351900962135413
168,29,embed,local,1,a,none,none,girl,daughter,proved,herself,The girl said that the daughter proved herself . <eos>,The girl said that the daughter proved herself .,the girl said that the daughter proved ***mask*** .,0.00013852243333458173
169,29,embed,local,1,b,none,none,daughter,girl,proved,herself,The daughter said that the girl proved herself . <eos>,The daughter said that the girl proved herself .,the daughter said that the girl proved ***mask*** .,0.00016479944234754063
170,29,embed,local,1,a,nonlocal_subj,number,girls,daughter,proved,herself,The girls said that the daughter proved herself . <eos>,The girls said that the daughter proved herself .,the girls said that the daughter proved ***mask*** .,0.000263917465793094
171,29,embed,local,1,b,nonlocal_subj,number,daughters,girl,proved,herself,The daughters said that the girl proved herself . <eos>,The daughters said that the girl proved herself .,the daughters said that the girl proved ***mask*** .,0.00028545377788364863
172,29,embed,nonlocal,0,a,local_subj,number,girl,daughters,proved,herself,The girl said that the daughters proved herself . <eos>,The girl said that the daughters proved herself .,the girl said that the daughters proved ***mask*** .,0.001674742950885844
173,29,embed,nonlocal,0,b,local_subj,number,daughter,girls,proved,herself,The daughter said that the girls proved herself . <eos>,The daughter said that the girls proved herself .,the daughter said that the girls proved ***mask*** .,0.0009292696584275507
174,30,embed,local,1,a,none,none,girl,daughter,shot,herself,The girl said that the daughter shot herself . <eos>,The girl said that the daughter shot herself .,the girl said that the daughter shot ***mask*** .,0.00028227539570683814
175,30,embed,local,1,b,none,none,daughter,girl,shot,herself,The daughter said that the girl shot herself . <eos>,The daughter said that the girl shot herself .,the daughter said that the girl shot ***mask*** .,0.00028836970862983126
176,30,embed,local,1,a,nonlocal_subj,number,girls,daughter,shot,herself,The girls said that the daughter shot herself . <eos>,The girls said that the daughter shot herself .,the girls said that the daughter shot ***mask*** .,0.000335967382470187
177,30,embed,local,1,b,nonlocal_subj,number,daughters,girl,shot,herself,The daughters said that the girl shot herself . <eos>,The daughters said that the girl shot herself .,the daughters said that the girl shot ***mask*** .,0.00031275623054803913
178,30,embed,nonlocal,0,a,local_subj,number,girl,daughters,shot,herself,The girl said that the daughters shot herself . <eos>,The girl said that the daughters shot herself .,the girl said that the daughters shot ***mask*** .,0.003935371180430361
179,30,embed,nonlocal,0,b,local_subj,number,daughter,girls,shot,herself,The daughter said that the girls shot herself . <eos>,The daughter said that the girls shot herself .,the daughter said that the girls shot ***mask*** .,0.003259730892440579
180,31,embed,local,1,a,none,none,girl,woman,saw,herself,The girl said that the woman saw herself . <eos>,The girl said that the woman saw herself .,the girl said that the woman saw ***mask*** .,0.019216829911473554
181,31,embed,local,1,b,none,none,woman,girl,saw,herself,The woman said that the girl saw herself . <eos>,The woman said that the girl saw herself .,the woman said that the girl saw ***mask*** .,0.018164349109010203
182,31,embed,local,1,a,nonlocal_subj,number,girls,woman,saw,herself,The girls said that the woman saw herself . <eos>,The girls said that the woman saw herself .,the girls said that the woman saw ***mask*** .,0.02230317664366055
183,31,embed,local,1,b,nonlocal_subj,number,women,girl,saw,herself,The women said that the girl saw herself . <eos>,The women said that the girl saw herself .,the women said that the girl saw ***mask*** .,0.009640772894142483
184,31,embed,nonlocal,0,a,local_subj,number,girl,women,saw,herself,The girl said that the women saw herself . <eos>,The girl said that the women saw herself .,the girl said that the women saw ***mask*** .,0.050528878494708274
185,31,embed,nonlocal,0,b,local_subj,number,woman,girls,saw,herself,The woman said that the girls saw herself . <eos>,The woman said that the girls saw herself .,the woman said that the girls saw ***mask*** .,0.11383911485189484
186,32,embed,local,1,a,none,none,girl,woman,established,herself,The girl said that the woman established herself . <eos>,The girl said that the woman established herself .,the girl said that the woman established ***mask*** .,7.689058999401958e-06
187,32,embed,local,1,b,none,none,woman,girl,established,herself,The woman said that the girl established herself . <eos>,The woman said that the girl established herself .,the woman said that the girl established ***mask*** .,3.8198784546529206e-06
188,32,embed,local,1,a,nonlocal_subj,number,girls,woman,established,herself,The girls said that the woman established herself . <eos>,The girls said that the woman established herself .,the girls said that the woman established ***mask*** .,4.018490461508578e-06
189,32,embed,local,1,b,nonlocal_subj,number,women,girl,established,herself,The women said that the girl established herself . <eos>,The women said that the girl established herself .,the women said that the girl established ***mask*** .,2.902836931321809e-06
190,32,embed,nonlocal,0,a,local_subj,number,girl,women,established,herself,The girl said that the women established herself . <eos>,The girl said that the women established herself .,the girl said that the women established ***mask*** .,6.240996434083125e-05
191,32,embed,nonlocal,0,b,local_subj,number,woman,girls,established,herself,The woman said that the girls established herself . <eos>,The woman said that the girls established herself .,the woman said that the girls established ***mask*** .,2.9608464258276152e-05
192,33,embed,local,1,a,none,none,girl,woman,devoted,herself,The girl said that the woman devoted herself . <eos>,The girl said that the woman devoted herself .,the girl said that the woman devoted ***mask*** .,5.7918234248502885e-06
193,33,embed,local,1,b,none,none,woman,girl,devoted,herself,The woman said that the girl devoted herself . <eos>,The woman said that the girl devoted herself .,the woman said that the girl devoted ***mask*** .,2.83909699289248e-06
194,33,embed,local,1,a,nonlocal_subj,number,girls,woman,devoted,herself,The girls said that the woman devoted herself . <eos>,The girls said that the woman devoted herself .,the girls said that the woman devoted ***mask*** .,3.515954477783003e-06
195,33,embed,local,1,b,nonlocal_subj,number,women,girl,devoted,herself,The women said that the girl devoted herself . <eos>,The women said that the girl devoted herself .,the women said that the girl devoted ***mask*** .,1.6546152525468098e-06
196,33,embed,nonlocal,0,a,local_subj,number,girl,women,devoted,herself,The girl said that the women devoted herself . <eos>,The girl said that the women devoted herself .,the girl said that the women devoted ***mask*** .,0.0001487593944492084
197,33,embed,nonlocal,0,b,local_subj,number,woman,girls,devoted,herself,The woman said that the girls devoted herself . <eos>,The woman said that the girls devoted herself .,the woman said that the girls devoted ***mask*** .,0.00021700896922183618
198,34,embed,local,1,a,none,none,girl,woman,considered,herself,The girl said that the woman considered herself . <eos>,The girl said that the woman considered herself .,the girl said that the woman considered ***mask*** .,0.014903521362080788
199,34,embed,local,1,b,none,none,woman,girl,considered,herself,The woman said that the girl considered herself . <eos>,The woman said that the girl considered herself .,the woman said that the girl considered ***mask*** .,0.008627338569254815
200,34,embed,local,1,a,nonlocal_subj,number,girls,woman,considered,herself,The girls said that the woman considered herself . <eos>,The girls said that the woman considered herself .,the girls said that the woman considered ***mask*** .,0.009122917361618882
201,34,embed,local,1,b,nonlocal_subj,number,women,girl,considered,herself,The women said that the girl considered herself . <eos>,The women said that the girl considered herself .,the women said that the girl considered ***mask*** .,0.0023829903863694926
202,34,embed,nonlocal,0,a,local_subj,number,girl,women,considered,herself,The girl said that the women considered herself . <eos>,The girl said that the women considered herself .,the girl said that the women considered ***mask*** .,0.022104645409133365
203,34,embed,nonlocal,0,b,local_subj,number,woman,girls,considered,herself,The woman said that the girls considered herself . <eos>,The woman said that the girls considered herself .,the woman said that the girls considered ***mask*** .,0.032576318629435164
204,35,embed,local,1,a,none,none,girl,woman,identified,herself,The girl said that the woman identified herself . <eos>,The girl said that the woman identified herself .,the girl said that the woman identified ***mask*** .,1.4828703581046161e-05
205,35,embed,local,1,b,none,none,woman,girl,identified,herself,The woman said that the girl identified herself . <eos>,The woman said that the girl identified herself .,the woman said that the girl identified ***mask*** .,8.037954710676893e-06
206,35,embed,local,1,a,nonlocal_subj,number,girls,woman,identified,herself,The girls said that the woman identified herself . <eos>,The girls said that the woman identified herself .,the girls said that the woman identified ***mask*** .,9.590295403133525e-06
207,35,embed,local,1,b,nonlocal_subj,number,women,girl,identified,herself,The women said that the girl identified herself . <eos>,The women said that the girl identified herself .,the women said that the girl identified ***mask*** .,1.5432325231335906e-05
208,35,embed,nonlocal,0,a,local_subj,number,girl,women,identified,herself,The girl said that the women identified herself . <eos>,The girl said that the women identified herself .,the girl said that the women identified ***mask*** .,0.00018745144796883295
209,35,embed,nonlocal,0,b,local_subj,number,woman,girls,identified,herself,The woman said that the girls identified herself . <eos>,The woman said that the girls identified herself .,the woman said that the girls identified ***mask*** .,0.0001319419285586535
210,36,embed,local,1,a,none,none,girl,woman,made,herself,The girl said that the woman made herself . <eos>,The girl said that the woman made herself .,the girl said that the woman made ***mask*** .,0.05129953967505395
211,36,embed,local,1,b,none,none,woman,girl,made,herself,The woman said that the girl made herself . <eos>,The woman said that the girl made herself .,the woman said that the girl made ***mask*** .,0.047140162338434925
212,36,embed,local,1,a,nonlocal_subj,number,girls,woman,made,herself,The girls said that the woman made herself . <eos>,The girls said that the woman made herself .,the girls said that the woman made ***mask*** .,0.0704684809778396
213,36,embed,local,1,b,nonlocal_subj,number,women,girl,made,herself,The women said that the girl made herself . <eos>,The women said that the girl made herself .,the women said that the girl made ***mask*** .,0.037200652209155506
214,36,embed,nonlocal,0,a,local_subj,number,girl,women,made,herself,The girl said that the women made herself . <eos>,The girl said that the women made herself .,the girl said that the women made ***mask*** .,0.29478357085700113
215,36,embed,nonlocal,0,b,local_subj,number,woman,girls,made,herself,The woman said that the girls made herself . <eos>,The woman said that the girls made herself .,the woman said that the girls made ***mask*** .,0.43664583311168503
216,37,embed,local,1,a,none,none,girl,woman,found,herself,The girl said that the woman found herself . <eos>,The girl said that the woman found herself .,the girl said that the woman found ***mask*** .,0.018047905507154183
217,37,embed,local,1,b,none,none,woman,girl,found,herself,The woman said that the girl found herself . <eos>,The woman said that the girl found herself .,the woman said that the girl found ***mask*** .,0.011576747856808792
218,37,embed,local,1,a,nonlocal_subj,number,girls,woman,found,herself,The girls said that the woman found herself . <eos>,The girls said that the woman found herself .,the girls said that the woman found ***mask*** .,0.018638925476180207
219,37,embed,local,1,b,nonlocal_subj,number,women,girl,found,herself,The women said that the girl found herself . <eos>,The women said that the girl found herself .,the women said that the girl found ***mask*** .,0.0050366076052182785
220,37,embed,nonlocal,0,a,local_subj,number,girl,women,found,herself,The girl said that the women found herself . <eos>,The girl said that the women found herself .,the girl said that the women found ***mask*** .,0.05594771523617585
221,37,embed,nonlocal,0,b,local_subj,number,woman,girls,found,herself,The woman said that the girls found herself . <eos>,The woman said that the girls found herself .,the woman said that the girls found ***mask*** .,0.08703823710715995
222,38,embed,local,1,a,none,none,girl,woman,distinguished,herself,The girl said that the woman distinguished herself . <eos>,The girl said that the woman distinguished herself .,the girl said that the woman distinguished ***mask*** .,9.593621498983336e-07
223,38,embed,local,1,b,none,none,woman,girl,distinguished,herself,The woman said that the girl distinguished herself . <eos>,The woman said that the girl distinguished herself .,the woman said that the girl distinguished ***mask*** .,9.779377981193686e-07
224,38,embed,local,1,a,nonlocal_subj,number,girls,woman,distinguished,herself,The girls said that the woman distinguished herself . <eos>,The girls said that the woman distinguished herself .,the girls said that the woman distinguished ***mask*** .,6.888104246399381e-07
225,38,embed,local,1,b,nonlocal_subj,number,women,girl,distinguished,herself,The women said that the girl distinguished herself . <eos>,The women said that the girl distinguished herself .,the women said that the girl distinguished ***mask*** .,9.164736280117923e-07
226,38,embed,nonlocal,0,a,local_subj,number,girl,women,distinguished,herself,The girl said that the women distinguished herself . <eos>,The girl said that the women distinguished herself .,the girl said that the women distinguished ***mask*** .,4.8671723324148084e-05
227,38,embed,nonlocal,0,b,local_subj,number,woman,girls,distinguished,herself,The woman said that the girls distinguished herself . <eos>,The woman said that the girls distinguished herself .,the woman said that the girls distinguished ***mask*** .,5.239445196687731e-05
228,39,embed,local,1,a,none,none,girl,woman,taught,herself,The girl said that the woman taught herself . <eos>,The girl said that the woman taught herself .,the girl said that the woman taught ***mask*** .,0.0030691300875508075
229,39,embed,local,1,b,none,none,woman,girl,taught,herself,The woman said that the girl taught herself . <eos>,The woman said that the girl taught herself .,the woman said that the girl taught ***mask*** .,0.0028339183233930944
230,39,embed,local,1,a,nonlocal_subj,number,girls,woman,taught,herself,The girls said that the woman taught herself . <eos>,The girls said that the woman taught herself .,the girls said that the woman taught ***mask*** .,0.0025329427632056257
231,39,embed,local,1,b,nonlocal_subj,number,women,girl,taught,herself,The women said that the girl taught herself . <eos>,The women said that the girl taught herself .,the women said that the girl taught ***mask*** .,0.001099669527665015
232,39,embed,nonlocal,0,a,local_subj,number,girl,women,taught,herself,The girl said that the women taught herself . <eos>,The girl said that the women taught herself .,the girl said that the women taught ***mask*** .,0.004917522679360149
233,39,embed,nonlocal,0,b,local_subj,number,woman,girls,taught,herself,The woman said that the girls taught herself . <eos>,The woman said that the girls taught herself .,the woman said that the girls taught ***mask*** .,0.004482523197578996
234,40,embed,local,1,a,none,none,girl,woman,killed,herself,The girl said that the woman killed herself . <eos>,The girl said that the woman killed herself .,the girl said that the woman killed ***mask*** .,7.645884117275557e-05
235,40,embed,local,1,b,none,none,woman,girl,killed,herself,The woman said that the girl killed herself . <eos>,The woman said that the girl killed herself .,the woman said that the girl killed ***mask*** .,5.1728817586887626e-05
236,40,embed,local,1,a,nonlocal_subj,number,girls,woman,killed,herself,The girls said that the woman killed herself . <eos>,The girls said that the woman killed herself .,the girls said that the woman killed ***mask*** .,7.64994655608194e-05
237,40,embed,local,1,b,nonlocal_subj,number,women,girl,killed,herself,The women said that the girl killed herself . <eos>,The women said that the girl killed herself .,the women said that the girl killed ***mask*** .,3.6902463598381255e-05
238,40,embed,nonlocal,0,a,local_subj,number,girl,women,killed,herself,The girl said that the women killed herself . <eos>,The girl said that the women killed herself .,the girl said that the women killed ***mask*** .,0.0004896826486601352
239,40,embed,nonlocal,0,b,local_subj,number,woman,girls,killed,herself,The woman said that the girls killed herself . <eos>,The woman said that the girls killed herself .,the woman said that the girls killed ***mask*** .,0.000554032665683676
240,41,embed,local,1,a,none,none,girl,woman,called,herself,The girl said that the woman called herself . <eos>,The girl said that the woman called herself .,the girl said that the woman called ***mask*** .,0.014908421654174874
241,41,embed,local,1,b,none,none,woman,girl,called,herself,The woman said that the girl called herself . <eos>,The woman said that the girl called herself .,the woman said that the girl called ***mask*** .,0.013461192520505594
242,41,embed,local,1,a,nonlocal_subj,number,girls,woman,called,herself,The girls said that the woman called herself . <eos>,The girls said that the woman called herself .,the girls said that the woman called ***mask*** .,0.016724985796556496
243,41,embed,local,1,b,nonlocal_subj,number,women,girl,called,herself,The women said that the girl called herself . <eos>,The women said that the girl called herself .,the women said that the girl called ***mask*** .,0.00960866240357049
244,41,embed,nonlocal,0,a,local_subj,number,girl,women,called,herself,The girl said that the women called herself . <eos>,The girl said that the women called herself .,the girl said that the women called ***mask*** .,0.03915174451433368
245,41,embed,nonlocal,0,b,local_subj,number,woman,girls,called,herself,The woman said that the girls called herself . <eos>,The woman said that the girls called herself .,the woman said that the girls called ***mask*** .,0.07797981035031754
246,42,embed,local,1,a,none,none,girl,woman,dedicated,herself,The girl said that the woman dedicated herself . <eos>,The girl said that the woman dedicated herself .,the girl said that the woman dedicated ***mask*** .,3.6716570724192555e-06
247,42,embed,local,1,b,none,none,woman,girl,dedicated,herself,The woman said that the girl dedicated herself . <eos>,The woman said that the girl dedicated herself .,the woman said that the girl dedicated ***mask*** .,2.699154268483359e-06
248,42,embed,local,1,a,nonlocal_subj,number,girls,woman,dedicated,herself,The girls said that the woman dedicated herself . <eos>,The girls said that the woman dedicated herself .,the girls said that the woman dedicated ***mask*** .,1.6590805909210526e-06
249,42,embed,local,1,b,nonlocal_subj,number,women,girl,dedicated,herself,The women said that the girl dedicated herself . <eos>,The women said that the girl dedicated herself .,the women said that the girl dedicated ***mask*** .,1.8308912697443085e-06
250,42,embed,nonlocal,0,a,local_subj,number,girl,women,dedicated,herself,The girl said that the women dedicated herself . <eos>,The girl said that the women dedicated herself .,the girl said that the women dedicated ***mask*** .,7.827181186666844e-05
251,42,embed,nonlocal,0,b,local_subj,number,woman,girls,dedicated,herself,The woman said that the girls dedicated herself . <eos>,The woman said that the girls dedicated herself .,the woman said that the girls dedicated ***mask*** .,0.00012816971527954734
252,43,embed,local,1,a,none,none,girl,woman,declared,herself,The girl said that the woman declared herself . <eos>,The girl said that the woman declared herself .,the girl said that the woman declared ***mask*** .,0.0004413166977098883
253,43,embed,local,1,b,none,none,woman,girl,declared,herself,The woman said that the girl declared herself . <eos>,The woman said that the girl declared herself .,the woman said that the girl declared ***mask*** .,0.0003179939639171369
254,43,embed,local,1,a,nonlocal_subj,number,girls,woman,declared,herself,The girls said that the woman declared herself . <eos>,The girls said that the woman declared herself .,the girls said that the woman declared ***mask*** .,0.0002942011563305804
255,43,embed,local,1,b,nonlocal_subj,number,women,girl,declared,herself,The women said that the girl declared herself . <eos>,The women said that the girl declared herself .,the women said that the girl declared ***mask*** .,0.00016846954259778447
256,43,embed,nonlocal,0,a,local_subj,number,girl,women,declared,herself,The girl said that the women declared herself . <eos>,The girl said that the women declared herself .,the girl said that the women declared ***mask*** .,0.001588056518206426
257,43,embed,nonlocal,0,b,local_subj,number,woman,girls,declared,herself,The woman said that the girls declared herself . <eos>,The woman said that the girls declared herself .,the woman said that the girls declared ***mask*** .,0.002774249372701859
258,44,embed,local,1,a,none,none,girl,woman,proved,herself,The girl said that the woman proved herself . <eos>,The girl said that the woman proved herself .,the girl said that the woman proved ***mask*** .,0.00023203563320674383
259,44,embed,local,1,b,none,none,woman,girl,proved,herself,The woman said that the girl proved herself . <eos>,The woman said that the girl proved herself .,the woman said that the girl proved ***mask*** .,0.0002238878581883226
260,44,embed,local,1,a,nonlocal_subj,number,girls,woman,proved,herself,The girls said that the woman proved herself . <eos>,The girls said that the woman proved herself .,the girls said that the woman proved ***mask*** .,0.0003299597693652995
261,44,embed,local,1,b,nonlocal_subj,number,women,girl,proved,herself,The women said that the girl proved herself . <eos>,The women said that the girl proved herself .,the women said that the girl proved ***mask*** .,0.00023282979454613536
262,44,embed,nonlocal,0,a,local_subj,number,girl,women,proved,herself,The girl said that the women proved herself . <eos>,The girl said that the women proved herself .,the girl said that the women proved ***mask*** .,0.000873829438350538
263,44,embed,nonlocal,0,b,local_subj,number,woman,girls,proved,herself,The woman said that the girls proved herself . <eos>,The woman said that the girls proved herself .,the woman said that the girls proved ***mask*** .,0.0009162219044816667
264,45,embed,local,1,a,none,none,girl,woman,shot,herself,The girl said that the woman shot herself . <eos>,The girl said that the woman shot herself .,the girl said that the woman shot ***mask*** .,0.0006233374828310394
265,45,embed,local,1,b,none,none,woman,girl,shot,herself,The woman said that the girl shot herself . <eos>,The woman said that the girl shot herself .,the woman said that the girl shot ***mask*** .,0.0005739497193413137
266,45,embed,local,1,a,nonlocal_subj,number,girls,woman,shot,herself,The girls said that the woman shot herself . <eos>,The girls said that the woman shot herself .,the girls said that the woman shot ***mask*** .,0.0007140352594680571
267,45,embed,local,1,b,nonlocal_subj,number,women,girl,shot,herself,The women said that the girl shot herself . <eos>,The women said that the girl shot herself .,the women said that the girl shot ***mask*** .,0.0006456149207710102
268,45,embed,nonlocal,0,a,local_subj,number,girl,women,shot,herself,The girl said that the women shot herself . <eos>,The girl said that the women shot herself .,the girl said that the women shot ***mask*** .,0.005594891155541099
269,45,embed,nonlocal,0,b,local_subj,number,woman,girls,shot,herself,The woman said that the girls shot herself . <eos>,The woman said that the girls shot herself .,the woman said that the girls shot ***mask*** .,0.009165687371505077
270,46,embed,local,1,a,none,none,girl,wife,saw,herself,The girl said that the wife saw herself . <eos>,The girl said that the wives saw herself .,the girl said that the wives saw ***mask*** .,0.0963953246317238
271,46,embed,local,1,b,none,none,wife,girl,saw,herself,The wife said that the girl saw herself . <eos>,The wife said that the girl saw herself .,the wife said that the girl saw ***mask*** .,0.011784800910532505
272,46,embed,local,1,a,nonlocal_subj,number,girls,wife,saw,herself,The girls said that the wife saw herself . <eos>,The girls said that the wife saw herself .,the girls said that the wife saw ***mask*** .,0.05587753852327714
273,46,embed,local,1,b,nonlocal_subj,number,wives,girl,saw,herself,The wives said that the girl saw herself . <eos>,The wives said that the girl saw herself .,the wives said that the girl saw ***mask*** .,0.011064091105379188
274,46,embed,nonlocal,0,a,local_subj,number,girl,wives,saw,herself,The girl said that the wives saw herself . <eos>,The girl said that the wives saw herself .,the girl said that the wives saw ***mask*** .,0.0963953246317238
275,46,embed,nonlocal,0,b,local_subj,number,wife,girls,saw,herself,The wife said that the girls saw herself . <eos>,The wife said that the girls saw herself .,the wife said that the girls saw ***mask*** .,0.094414317435867
276,47,embed,local,1,a,none,none,girl,wife,established,herself,The girl said that the wife established herself . <eos>,The girl said that the wife established herself .,the girl said that the wife established ***mask*** .,2.189262206005749e-05
277,47,embed,local,1,b,none,none,wife,girl,established,herself,The wife said that the girl established herself . <eos>,The wife said that the girl established herself .,the wife said that the girl established ***mask*** .,2.0841704141279095e-06
278,47,embed,local,1,a,nonlocal_subj,number,girls,wife,established,herself,The girls said that the wife established herself . <eos>,The girls said that the wife established herself .,the girls said that the wife established ***mask*** .,2.583305013431864e-05
279,47,embed,local,1,b,nonlocal_subj,number,wives,girl,established,herself,The wives said that the girl established herself . <eos>,The wives said that the girl established herself .,the wives said that the girl established ***mask*** .,2.4517510477980075e-06
280,47,embed,nonlocal,0,a,local_subj,number,girl,wives,established,herself,The girl said that the wives established herself . <eos>,The girl said that the wives established herself .,the girl said that the wives established ***mask*** .,0.0004261880508205055
281,47,embed,nonlocal,0,b,local_subj,number,wife,girls,established,herself,The wife said that the girls established herself . <eos>,The wife said that the girls established herself .,the wife said that the girls established ***mask*** .,2.3180657488720696e-05
282,48,embed,local,1,a,none,none,girl,wife,devoted,herself,The girl said that the wife devoted herself . <eos>,The girl said that the wife devoted herself .,the girl said that the wife devoted ***mask*** .,6.59018897227098e-06
283,48,embed,local,1,b,none,none,wife,girl,devoted,herself,The wife said that the girl devoted herself . <eos>,The wife said that the girl devoted herself .,the wife said that the girl devoted ***mask*** .,3.145829003736702e-06
284,48,embed,local,1,a,nonlocal_subj,number,girls,wife,devoted,herself,The girls said that the wife devoted herself . <eos>,The girls said that the wife devoted herself .,the girls said that the wife devoted ***mask*** .,4.917783859522222e-06
285,48,embed,local,1,b,nonlocal_subj,number,wives,girl,devoted,herself,The wives said that the girl devoted herself . <eos>,The wives said that the girl devoted herself .,the wives said that the girl devoted ***mask*** .,2.285891531707127e-06
286,48,embed,nonlocal,0,a,local_subj,number,girl,wives,devoted,herself,The girl said that the wives devoted herself . <eos>,The girl said that the wives devoted herself .,the girl said that the wives devoted ***mask*** .,0.0012221865457908822
287,48,embed,nonlocal,0,b,local_subj,number,wife,girls,devoted,herself,The wife said that the girls devoted herself . <eos>,The wife said that the girls devoted herself .,the wife said that the girls devoted ***mask*** .,0.0001528268183501284
288,49,embed,local,1,a,none,none,girl,wife,considered,herself,The girl said that the wife considered herself . <eos>,The girl said that the wife considered herself .,the girl said that the wife considered ***mask*** .,0.021863601466449962
289,49,embed,local,1,b,none,none,wife,girl,considered,herself,The wife said that the girl considered herself . <eos>,The wife said that the girl considered herself .,the wife said that the girl considered ***mask*** .,0.003467637939446951
