,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
192,17,embed,local,1,a,none,none,mechanic,surgeon,congratulated,herself,The mechanic said that the surgeon congratulated herself . <eos>,The mechanic said that the surgeon congratulated herself .,the mechanic said that the surgeon congratulated ***mask*** .,9.810288982408451
193,17,embed,local,1,b,none,none,surgeon,mechanic,congratulated,herself,The surgeon said that the mechanic congratulated herself . <eos>,The surgeon said that the mechanic congratulated herself .,the surgeon said that the mechanic congratulated ***mask*** .,9.068743447216423
194,17,embed,local,1,c,none,none,banker,surgeon,congratulated,herself,The banker said that the surgeon congratulated herself . <eos>,The banker said that the surgeon congratulated herself .,the banker said that the surgeon congratulated ***mask*** .,9.146575929891505
195,17,embed,local,1,d,none,none,surgeon,banker,congratulated,herself,The surgeon said that the banker congratulated herself . <eos>,The surgeon said that the banker congratulated herself .,the surgeon said that the banker congratulated ***mask*** .,9.512650975397454
196,17,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,congratulated,herself,The mechanics said that the surgeon congratulated herself . <eos>,The mechanics said that the surgeon congratulated herself .,the mechanics said that the surgeon congratulated ***mask*** .,9.6361196449267
197,17,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,congratulated,herself,The surgeons said that the mechanic congratulated herself . <eos>,The surgeons said that the mechanic congratulated herself .,the surgeons said that the mechanic congratulated ***mask*** .,8.564523791259969
198,17,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,congratulated,herself,The bankers said that the surgeon congratulated herself . <eos>,The bankers said that the surgeon congratulated herself .,the bankers said that the surgeon congratulated ***mask*** .,8.417291888503575
199,17,embed,local,1,d,nonlocal_subj,number,surgeons,banker,congratulated,herself,The surgeons said that the banker congratulated herself . <eos>,The surgeons said that the banker congratulated herself .,the surgeons said that the banker congratulated ***mask*** .,9.098580558590422
200,17,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,congratulated,herself,The mechanic said that the surgeons congratulated herself . <eos>,The mechanic said that the surgeons congratulated herself .,the mechanic said that the surgeons congratulated ***mask*** .,10.91117278791924
201,17,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,congratulated,herself,The surgeon said that the mechanics congratulated herself . <eos>,The surgeon said that the mechanics congratulated herself .,the surgeon said that the mechanics congratulated ***mask*** .,10.816105095059143
202,17,embed,nonlocal,0,c,local_subj,number,banker,surgeons,congratulated,herself,The banker said that the surgeons congratulated herself . <eos>,The banker said that the surgeons congratulated herself .,the banker said that the surgeons congratulated ***mask*** .,10.334675035524922
203,17,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,congratulated,herself,The surgeon said that the bankers congratulated herself . <eos>,The surgeon said that the bankers congratulated herself .,the surgeon said that the bankers congratulated ***mask*** .,9.932142084914291
204,18,embed,local,1,a,none,none,mechanic,surgeon,embarrassed,herself,The mechanic said that the surgeon embarrassed herself . <eos>,The mechanic said that the surgeon embarrassed herself .,the mechanic said that the surgeon embarrassed ***mask*** .,9.223462148623828
205,18,embed,local,1,b,none,none,surgeon,mechanic,embarrassed,herself,The surgeon said that the mechanic embarrassed herself . <eos>,The surgeon said that the mechanic embarrassed herself .,the surgeon said that the mechanic embarrassed ***mask*** .,9.06946080005625
206,18,embed,local,1,c,none,none,banker,surgeon,embarrassed,herself,The banker said that the surgeon embarrassed herself . <eos>,The banker said that the surgeon embarrassed herself .,the banker said that the surgeon embarrassed ***mask*** .,8.67894047252621
207,18,embed,local,1,d,none,none,surgeon,banker,embarrassed,herself,The surgeon said that the banker embarrassed herself . <eos>,The surgeon said that the banker embarrassed herself .,the surgeon said that the banker embarrassed ***mask*** .,9.806444110037353
208,18,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,embarrassed,herself,The mechanics said that the surgeon embarrassed herself . <eos>,The mechanics said that the surgeon embarrassed herself .,the mechanics said that the surgeon embarrassed ***mask*** .,9.803863023543787
209,18,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,embarrassed,herself,The surgeons said that the mechanic embarrassed herself . <eos>,The surgeons said that the mechanic embarrassed herself .,the surgeons said that the mechanic embarrassed ***mask*** .,9.050698688429506
210,18,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,embarrassed,herself,The bankers said that the surgeon embarrassed herself . <eos>,The bankers said that the surgeon embarrassed herself .,the bankers said that the surgeon embarrassed ***mask*** .,7.756682897734261
211,18,embed,local,1,d,nonlocal_subj,number,surgeons,banker,embarrassed,herself,The surgeons said that the banker embarrassed herself . <eos>,The surgeons said that the banker embarrassed herself .,the surgeons said that the banker embarrassed ***mask*** .,9.573533807683404
212,18,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,embarrassed,herself,The mechanic said that the surgeons embarrassed herself . <eos>,The mechanic said that the surgeons embarrassed herself .,the mechanic said that the surgeons embarrassed ***mask*** .,10.86928915281152
213,18,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,embarrassed,herself,The surgeon said that the mechanics embarrassed herself . <eos>,The surgeon said that the mechanics embarrassed herself .,the surgeon said that the mechanics embarrassed ***mask*** .,11.352953471172922
214,18,embed,nonlocal,0,c,local_subj,number,banker,surgeons,embarrassed,herself,The banker said that the surgeons embarrassed herself . <eos>,The banker said that the surgeons embarrassed herself .,the banker said that the surgeons embarrassed ***mask*** .,10.675700082505692
215,18,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,embarrassed,herself,The surgeon said that the bankers embarrassed herself . <eos>,The surgeon said that the bankers embarrassed herself .,the surgeon said that the bankers embarrassed ***mask*** .,11.264945435121529
216,19,embed,local,1,a,none,none,mechanic,surgeon,disguised,herself,The mechanic said that the surgeon disguised herself . <eos>,The mechanic said that the surgeon disguised herself .,the mechanic said that the surgeon disguised ***mask*** .,4.749854276879747
217,19,embed,local,1,b,none,none,surgeon,mechanic,disguised,herself,The surgeon said that the mechanic disguised herself . <eos>,The surgeon said that the mechanic disguised herself .,the surgeon said that the mechanic disguised ***mask*** .,4.862276167661632
218,19,embed,local,1,c,none,none,banker,surgeon,disguised,herself,The banker said that the surgeon disguised herself . <eos>,The banker said that the surgeon disguised herself .,the banker said that the surgeon disguised ***mask*** .,5.3549287211710395
219,19,embed,local,1,d,none,none,surgeon,banker,disguised,herself,The surgeon said that the banker disguised herself . <eos>,The surgeon said that the banker disguised herself .,the surgeon said that the banker disguised ***mask*** .,4.910584434231463
220,19,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,disguised,herself,The mechanics said that the surgeon disguised herself . <eos>,The mechanics said that the surgeon disguised herself .,the mechanics said that the surgeon disguised ***mask*** .,5.645414446776823
221,19,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,disguised,herself,The surgeons said that the mechanic disguised herself . <eos>,The surgeons said that the mechanic disguised herself .,the surgeons said that the mechanic disguised ***mask*** .,5.174895349715413
222,19,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,disguised,herself,The bankers said that the surgeon disguised herself . <eos>,The bankers said that the surgeon disguised herself .,the bankers said that the surgeon disguised ***mask*** .,4.961301165297692
223,19,embed,local,1,d,nonlocal_subj,number,surgeons,banker,disguised,herself,The surgeons said that the banker disguised herself . <eos>,The surgeons said that the banker disguised herself .,the surgeons said that the banker disguised ***mask*** .,5.126859700238824
224,19,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,disguised,herself,The mechanic said that the surgeons disguised herself . <eos>,The mechanic said that the surgeons disguised herself .,the mechanic said that the surgeons disguised ***mask*** .,7.996237115593199
225,19,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,disguised,herself,The surgeon said that the mechanics disguised herself . <eos>,The surgeon said that the mechanics disguised herself .,the surgeon said that the mechanics disguised ***mask*** .,9.986887447263877
226,19,embed,nonlocal,0,c,local_subj,number,banker,surgeons,disguised,herself,The banker said that the surgeons disguised herself . <eos>,The banker said that the surgeons disguised herself .,the banker said that the surgeons disguised ***mask*** .,9.39491729319453
227,19,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,disguised,herself,The surgeon said that the bankers disguised herself . <eos>,The surgeon said that the bankers disguised herself .,the surgeon said that the bankers disguised ***mask*** .,10.315025642321915
228,20,embed,local,1,a,none,none,mechanic,surgeon,hated,herself,The mechanic said that the surgeon hated herself . <eos>,The mechanic said that the surgeon hated herself .,the mechanic said that the surgeon hated ***mask*** .,11.752625254161842
229,20,embed,local,1,b,none,none,surgeon,mechanic,hated,herself,The surgeon said that the mechanic hated herself . <eos>,The surgeon said that the mechanic hated herself .,the surgeon said that the mechanic hated ***mask*** .,11.936513410127368
230,20,embed,local,1,c,none,none,banker,surgeon,hated,herself,The banker said that the surgeon hated herself . <eos>,The banker said that the surgeon hated herself .,the banker said that the surgeon hated ***mask*** .,11.875230571368366
231,20,embed,local,1,d,none,none,surgeon,banker,hated,herself,The surgeon said that the banker hated herself . <eos>,The surgeon said that the banker hated herself .,the surgeon said that the banker hated ***mask*** .,11.827670774590423
232,20,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,hated,herself,The mechanics said that the surgeon hated herself . <eos>,The mechanics said that the surgeon hated herself .,the mechanics said that the surgeon hated ***mask*** .,12.250168720097893
233,20,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,hated,herself,The surgeons said that the mechanic hated herself . <eos>,The surgeons said that the mechanic hated herself .,the surgeons said that the mechanic hated ***mask*** .,12.353716852322979
234,20,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,hated,herself,The bankers said that the surgeon hated herself . <eos>,The bankers said that the surgeon hated herself .,the bankers said that the surgeon hated ***mask*** .,11.00124603629506
235,20,embed,local,1,d,nonlocal_subj,number,surgeons,banker,hated,herself,The surgeons said that the banker hated herself . <eos>,The surgeons said that the banker hated herself .,the surgeons said that the banker hated ***mask*** .,12.014286851524876
236,20,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,hated,herself,The mechanic said that the surgeons hated herself . <eos>,The mechanic said that the surgeons hated herself .,the mechanic said that the surgeons hated ***mask*** .,13.696901282859617
237,20,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,hated,herself,The surgeon said that the mechanics hated herself . <eos>,The surgeon said that the mechanics hated herself .,the surgeon said that the mechanics hated ***mask*** .,13.866101793768218
238,20,embed,nonlocal,0,c,local_subj,number,banker,surgeons,hated,herself,The banker said that the surgeons hated herself . <eos>,The banker said that the surgeons hated herself .,the banker said that the surgeons hated ***mask*** .,13.976620077561078
239,20,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,hated,herself,The surgeon said that the bankers hated herself . <eos>,The surgeon said that the bankers hated herself .,the surgeon said that the bankers hated ***mask*** .,14.586329206071683
240,21,embed,local,1,a,none,none,mechanic,surgeon,doubted,herself,The mechanic said that the surgeon doubted herself . <eos>,The mechanic said that the surgeon doubted herself .,the mechanic said that the surgeon doubted ***mask*** .,12.918637332908778
241,21,embed,local,1,b,none,none,surgeon,mechanic,doubted,herself,The surgeon said that the mechanic doubted herself . <eos>,The surgeon said that the mechanic doubted herself .,the surgeon said that the mechanic doubted ***mask*** .,12.116263858342855
242,21,embed,local,1,c,none,none,banker,surgeon,doubted,herself,The banker said that the surgeon doubted herself . <eos>,The banker said that the surgeon doubted herself .,the banker said that the surgeon doubted ***mask*** .,11.721811327603714
243,21,embed,local,1,d,none,none,surgeon,banker,doubted,herself,The surgeon said that the banker doubted herself . <eos>,The surgeon said that the banker doubted herself .,the surgeon said that the banker doubted ***mask*** .,11.743369313428447
244,21,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,doubted,herself,The mechanics said that the surgeon doubted herself . <eos>,The mechanics said that the surgeon doubted herself .,the mechanics said that the surgeon doubted ***mask*** .,12.697703716142456
245,21,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,doubted,herself,The surgeons said that the mechanic doubted herself . <eos>,The surgeons said that the mechanic doubted herself .,the surgeons said that the mechanic doubted ***mask*** .,12.067228544283935
246,21,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,doubted,herself,The bankers said that the surgeon doubted herself . <eos>,The bankers said that the surgeon doubted herself .,the bankers said that the surgeon doubted ***mask*** .,10.721345236243863
247,21,embed,local,1,d,nonlocal_subj,number,surgeons,banker,doubted,herself,The surgeons said that the banker doubted herself . <eos>,The surgeons said that the banker doubted herself .,the surgeons said that the banker doubted ***mask*** .,11.700074860091874
248,21,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,doubted,herself,The mechanic said that the surgeons doubted herself . <eos>,The mechanic said that the surgeons doubted herself .,the mechanic said that the surgeons doubted ***mask*** .,14.076818887566395
249,21,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,doubted,herself,The surgeon said that the mechanics doubted herself . <eos>,The surgeon said that the mechanics doubted herself .,the surgeon said that the mechanics doubted ***mask*** .,13.965352980373352
250,21,embed,nonlocal,0,c,local_subj,number,banker,surgeons,doubted,herself,The banker said that the surgeons doubted herself . <eos>,The banker said that the surgeons doubted herself .,the banker said that the surgeons doubted ***mask*** .,13.477674336145174
251,21,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,doubted,herself,The surgeon said that the bankers doubted herself . <eos>,The surgeon said that the bankers doubted herself .,the surgeon said that the bankers doubted ***mask*** .,14.21661224226082
252,22,embed,local,1,a,none,none,mechanic,farmer,hurt,herself,The mechanic said that the farmer hurt herself . <eos>,The mechanic said that the farmer hurt herself .,the mechanic said that the farmer hurt ***mask*** .,5.737517133285081
253,22,embed,local,1,b,none,none,farmer,mechanic,hurt,herself,The farmer said that the mechanic hurt herself . <eos>,The farmer said that the mechanic hurt herself .,the farmer said that the mechanic hurt ***mask*** .,5.596062848942969
254,22,embed,local,1,c,none,none,banker,farmer,hurt,herself,The banker said that the farmer hurt herself . <eos>,The banker said that the farmer hurt herself .,the banker said that the farmer hurt ***mask*** .,6.402830366244689
255,22,embed,local,1,d,none,none,farmer,banker,hurt,herself,The farmer said that the banker hurt herself . <eos>,The farmer said that the banker hurt herself .,the farmer said that the banker hurt ***mask*** .,7.1981445447398
256,22,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,hurt,herself,The mechanics said that the farmer hurt herself . <eos>,The mechanics said that the farmer hurt herself .,the mechanics said that the farmer hurt ***mask*** .,6.138940646997946
257,22,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,hurt,herself,The farmers said that the mechanic hurt herself . <eos>,The farmers said that the mechanic hurt herself .,the farmers said that the mechanic hurt ***mask*** .,5.939892541607579
258,22,embed,local,1,c,nonlocal_subj,number,bankers,farmer,hurt,herself,The bankers said that the farmer hurt herself . <eos>,The bankers said that the farmer hurt herself .,the bankers said that the farmer hurt ***mask*** .,7.083204628332116
259,22,embed,local,1,d,nonlocal_subj,number,farmers,banker,hurt,herself,The farmers said that the banker hurt herself . <eos>,The farmers said that the banker hurt herself .,the farmers said that the banker hurt ***mask*** .,7.860882118752961
260,22,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,hurt,herself,The mechanic said that the farmers hurt herself . <eos>,The mechanic said that the farmers hurt herself .,the mechanic said that the farmers hurt ***mask*** .,8.199551897515342
261,22,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,hurt,herself,The farmer said that the mechanics hurt herself . <eos>,The farmer said that the mechanics hurt herself .,the farmer said that the mechanics hurt ***mask*** .,8.24497583542967
262,22,embed,nonlocal,0,c,local_subj,number,banker,farmers,hurt,herself,The banker said that the farmers hurt herself . <eos>,The banker said that the farmers hurt herself .,the banker said that the farmers hurt ***mask*** .,8.866305412187007
263,22,embed,nonlocal,0,d,local_subj,number,farmer,bankers,hurt,herself,The farmer said that the bankers hurt herself . <eos>,The farmer said that the bankers hurt herself .,the farmer said that the bankers hurt ***mask*** .,9.716440636061941
264,23,embed,local,1,a,none,none,mechanic,farmer,injured,herself,The mechanic said that the farmer injured herself . <eos>,The mechanic said that the farmer injured herself .,the mechanic said that the farmer injured ***mask*** .,4.039298217207687
265,23,embed,local,1,b,none,none,farmer,mechanic,injured,herself,The farmer said that the mechanic injured herself . <eos>,The farmer said that the mechanic injured herself .,the farmer said that the mechanic injured ***mask*** .,4.188343087309152
266,23,embed,local,1,c,none,none,banker,farmer,injured,herself,The banker said that the farmer injured herself . <eos>,The banker said that the farmer injured herself .,the banker said that the farmer injured ***mask*** .,4.292777591553252
267,23,embed,local,1,d,none,none,farmer,banker,injured,herself,The farmer said that the banker injured herself . <eos>,The farmer said that the banker injured herself .,the farmer said that the banker injured ***mask*** .,4.273104172974404
268,23,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,injured,herself,The mechanics said that the farmer injured herself . <eos>,The mechanics said that the farmer injured herself .,the mechanics said that the farmer injured ***mask*** .,4.45533359442564
269,23,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,injured,herself,The farmers said that the mechanic injured herself . <eos>,The farmers said that the mechanic injured herself .,the farmers said that the mechanic injured ***mask*** .,4.201921707148988
270,23,embed,local,1,c,nonlocal_subj,number,bankers,farmer,injured,herself,The bankers said that the farmer injured herself . <eos>,The bankers said that the farmer injured herself .,the bankers said that the farmer injured ***mask*** .,4.000116780946306
271,23,embed,local,1,d,nonlocal_subj,number,farmers,banker,injured,herself,The farmers said that the banker injured herself . <eos>,The farmers said that the banker injured herself .,the farmers said that the banker injured ***mask*** .,4.268833260568341
272,23,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,injured,herself,The mechanic said that the farmers injured herself . <eos>,The mechanic said that the farmers injured herself .,the mechanic said that the farmers injured ***mask*** .,6.730691798868582
273,23,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,injured,herself,The farmer said that the mechanics injured herself . <eos>,The farmer said that the mechanics injured herself .,the farmer said that the mechanics injured ***mask*** .,5.577437025450857
274,23,embed,nonlocal,0,c,local_subj,number,banker,farmers,injured,herself,The banker said that the farmers injured herself . <eos>,The banker said that the farmers injured herself .,the banker said that the farmers injured ***mask*** .,7.331073152298918
275,23,embed,nonlocal,0,d,local_subj,number,farmer,bankers,injured,herself,The farmer said that the bankers injured herself . <eos>,The farmer said that the bankers injured herself .,the farmer said that the bankers injured ***mask*** .,6.324576348102882
276,24,embed,local,1,a,none,none,mechanic,farmer,congratulated,herself,The mechanic said that the farmer congratulated herself . <eos>,The mechanic said that the farmer congratulated herself .,the mechanic said that the farmer congratulated ***mask*** .,9.845547906799473
277,24,embed,local,1,b,none,none,farmer,mechanic,congratulated,herself,The farmer said that the mechanic congratulated herself . <eos>,The farmer said that the mechanic congratulated herself .,the farmer said that the mechanic congratulated ***mask*** .,9.337893417942482
278,24,embed,local,1,c,none,none,banker,farmer,congratulated,herself,The banker said that the farmer congratulated herself . <eos>,The banker said that the farmer congratulated herself .,the banker said that the farmer congratulated ***mask*** .,9.46018128152171
279,24,embed,local,1,d,none,none,farmer,banker,congratulated,herself,The farmer said that the banker congratulated herself . <eos>,The farmer said that the banker congratulated herself .,the farmer said that the banker congratulated ***mask*** .,10.417470007658322
280,24,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,congratulated,herself,The mechanics said that the farmer congratulated herself . <eos>,The mechanics said that the farmer congratulated herself .,the mechanics said that the farmer congratulated ***mask*** .,9.462562722658369
281,24,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,congratulated,herself,The farmers said that the mechanic congratulated herself . <eos>,The farmers said that the mechanic congratulated herself .,the farmers said that the mechanic congratulated ***mask*** .,9.29948842135943
282,24,embed,local,1,c,nonlocal_subj,number,bankers,farmer,congratulated,herself,The bankers said that the farmer congratulated herself . <eos>,The bankers said that the farmer congratulated herself .,the bankers said that the farmer congratulated ***mask*** .,9.478993305711741
283,24,embed,local,1,d,nonlocal_subj,number,farmers,banker,congratulated,herself,The farmers said that the banker congratulated herself . <eos>,The farmers said that the banker congratulated herself .,the farmers said that the banker congratulated ***mask*** .,10.748877078187009
284,24,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,congratulated,herself,The mechanic said that the farmers congratulated herself . <eos>,The mechanic said that the farmers congratulated herself .,the mechanic said that the farmers congratulated ***mask*** .,11.43259509943231
285,24,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,congratulated,herself,The farmer said that the mechanics congratulated herself . <eos>,The farmer said that the mechanics congratulated herself .,the farmer said that the mechanics congratulated ***mask*** .,10.314939850030806
286,24,embed,nonlocal,0,c,local_subj,number,banker,farmers,congratulated,herself,The banker said that the farmers congratulated herself . <eos>,The banker said that the farmers congratulated herself .,the banker said that the farmers congratulated ***mask*** .,11.050024965394245
287,24,embed,nonlocal,0,d,local_subj,number,farmer,bankers,congratulated,herself,The farmer said that the bankers congratulated herself . <eos>,The farmer said that the bankers congratulated herself .,the farmer said that the bankers congratulated ***mask*** .,11.271960136009694
288,25,embed,local,1,a,none,none,mechanic,farmer,embarrassed,herself,The mechanic said that the farmer embarrassed herself . <eos>,The mechanic said that the farmer embarrassed herself .,the mechanic said that the farmer embarrassed ***mask*** .,8.984228177081645
289,25,embed,local,1,b,none,none,farmer,mechanic,embarrassed,herself,The farmer said that the mechanic embarrassed herself . <eos>,The farmer said that the mechanic embarrassed herself .,the farmer said that the mechanic embarrassed ***mask*** .,8.82170458712838
290,25,embed,local,1,c,none,none,banker,farmer,embarrassed,herself,The banker said that the farmer embarrassed herself . <eos>,The banker said that the farmer embarrassed herself .,the banker said that the farmer embarrassed ***mask*** .,8.980595913057398
291,25,embed,local,1,d,none,none,farmer,banker,embarrassed,herself,The farmer said that the banker embarrassed herself . <eos>,The farmer said that the banker embarrassed herself .,the farmer said that the banker embarrassed ***mask*** .,9.98256254442102
292,25,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,embarrassed,herself,The mechanics said that the farmer embarrassed herself . <eos>,The mechanics said that the farmer embarrassed herself .,the mechanics said that the farmer embarrassed ***mask*** .,9.648275548197653
293,25,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,embarrassed,herself,The farmers said that the mechanic embarrassed herself . <eos>,The farmers said that the mechanic embarrassed herself .,the farmers said that the mechanic embarrassed ***mask*** .,9.189071580235398
294,25,embed,local,1,c,nonlocal_subj,number,bankers,farmer,embarrassed,herself,The bankers said that the farmer embarrassed herself . <eos>,The bankers said that the farmer embarrassed herself .,the bankers said that the farmer embarrassed ***mask*** .,8.691263110039657
295,25,embed,local,1,d,nonlocal_subj,number,farmers,banker,embarrassed,herself,The farmers said that the banker embarrassed herself . <eos>,The farmers said that the banker embarrassed herself .,the farmers said that the banker embarrassed ***mask*** .,10.12776588530365
296,25,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,embarrassed,herself,The mechanic said that the farmers embarrassed herself . <eos>,The mechanic said that the farmers embarrassed herself .,the mechanic said that the farmers embarrassed ***mask*** .,10.705733337823295
297,25,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,embarrassed,herself,The farmer said that the mechanics embarrassed herself . <eos>,The farmer said that the mechanics embarrassed herself .,the farmer said that the mechanics embarrassed ***mask*** .,10.771824548752887
298,25,embed,nonlocal,0,c,local_subj,number,banker,farmers,embarrassed,herself,The banker said that the farmers embarrassed herself . <eos>,The banker said that the farmers embarrassed herself .,the banker said that the farmers embarrassed ***mask*** .,10.397227181904432
299,25,embed,nonlocal,0,d,local_subj,number,farmer,bankers,embarrassed,herself,The farmer said that the bankers embarrassed herself . <eos>,The farmer said that the bankers embarrassed herself .,the farmer said that the bankers embarrassed ***mask*** .,11.81154743111589
300,26,embed,local,1,a,none,none,mechanic,farmer,disguised,herself,The mechanic said that the farmer disguised herself . <eos>,The mechanic said that the farmer disguised herself .,the mechanic said that the farmer disguised ***mask*** .,4.462754934295475
301,26,embed,local,1,b,none,none,farmer,mechanic,disguised,herself,The farmer said that the mechanic disguised herself . <eos>,The farmer said that the mechanic disguised herself .,the farmer said that the mechanic disguised ***mask*** .,4.644216893230386
302,26,embed,local,1,c,none,none,banker,farmer,disguised,herself,The banker said that the farmer disguised herself . <eos>,The banker said that the farmer disguised herself .,the banker said that the farmer disguised ***mask*** .,5.209590248814751
303,26,embed,local,1,d,none,none,farmer,banker,disguised,herself,The farmer said that the banker disguised herself . <eos>,The farmer said that the banker disguised herself .,the farmer said that the banker disguised ***mask*** .,5.233943491935477
304,26,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,disguised,herself,The mechanics said that the farmer disguised herself . <eos>,The mechanics said that the farmer disguised herself .,the mechanics said that the farmer disguised ***mask*** .,5.213488664849297
305,26,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,disguised,herself,The farmers said that the mechanic disguised herself . <eos>,The farmers said that the mechanic disguised herself .,the farmers said that the mechanic disguised ***mask*** .,4.952523244745149
306,26,embed,local,1,c,nonlocal_subj,number,bankers,farmer,disguised,herself,The bankers said that the farmer disguised herself . <eos>,The bankers said that the farmer disguised herself .,the bankers said that the farmer disguised ***mask*** .,5.389538099544878
307,26,embed,local,1,d,nonlocal_subj,number,farmers,banker,disguised,herself,The farmers said that the banker disguised herself . <eos>,The farmers said that the banker disguised herself .,the farmers said that the banker disguised ***mask*** .,5.730224969875809
308,26,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,disguised,herself,The mechanic said that the farmers disguised herself . <eos>,The mechanic said that the farmers disguised herself .,the mechanic said that the farmers disguised ***mask*** .,12.15006666506542
309,26,embed,nonlocal,0,b,local_subj,number,farmer,mechanics,disguised,herself,The farmer said that the mechanics disguised herself . <eos>,The farmer said that the mechanics disguised herself .,the farmer said that the mechanics disguised ***mask*** .,9.843100966137893
310,26,embed,nonlocal,0,c,local_subj,number,banker,farmers,disguised,herself,The banker said that the farmers disguised herself . <eos>,The banker said that the farmers disguised herself .,the banker said that the farmers disguised ***mask*** .,13.217076654863968
311,26,embed,nonlocal,0,d,local_subj,number,farmer,bankers,disguised,herself,The farmer said that the bankers disguised herself . <eos>,The farmer said that the bankers disguised herself .,the farmer said that the bankers disguised ***mask*** .,10.265252450427656
312,27,embed,local,1,a,none,none,mechanic,farmer,hated,herself,The mechanic said that the farmer hated herself . <eos>,The mechanic said that the farmer hated herself .,the mechanic said that the farmer hated ***mask*** .,12.763911773607445
313,27,embed,local,1,b,none,none,farmer,mechanic,hated,herself,The farmer said that the mechanic hated herself . <eos>,The farmer said that the mechanic hated herself .,the farmer said that the mechanic hated ***mask*** .,13.271215970788734
314,27,embed,local,1,c,none,none,banker,farmer,hated,herself,The banker said that the farmer hated herself . <eos>,The banker said that the farmer hated herself .,the banker said that the farmer hated ***mask*** .,12.696508525162725
315,27,embed,local,1,d,none,none,farmer,banker,hated,herself,The farmer said that the banker hated herself . <eos>,The farmer said that the banker hated herself .,the farmer said that the banker hated ***mask*** .,13.006808927172433
316,27,embed,local,1,a,nonlocal_subj,number,mechanics,farmer,hated,herself,The mechanics said that the farmer hated herself . <eos>,The mechanics said that the farmer hated herself .,the mechanics said that the farmer hated ***mask*** .,13.765408241471551
317,27,embed,local,1,b,nonlocal_subj,number,farmers,mechanic,hated,herself,The farmers said that the mechanic hated herself . <eos>,The farmers said that the mechanic hated herself .,the farmers said that the mechanic hated ***mask*** .,13.450109129388878
318,27,embed,local,1,c,nonlocal_subj,number,bankers,farmer,hated,herself,The bankers said that the farmer hated herself . <eos>,The bankers said that the farmer hated herself .,the bankers said that the farmer hated ***mask*** .,13.494193896545001
319,27,embed,local,1,d,nonlocal_subj,number,farmers,banker,hated,herself,The farmers said that the banker hated herself . <eos>,The farmers said that the banker hated herself .,the farmers said that the banker hated ***mask*** .,13.284823704614194
320,27,embed,nonlocal,0,a,local_subj,number,mechanic,farmers,hated,herself,The mechanic said that the farmers hated herself . <eos>,The mechanic said that the farmers hated herself .,the mechanic said that the farmers hated ***mask*** .,14.648312880985014
