,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
157,27,simple,local,c-command,1,b,none,none,son,boy,dedicated,himself,The son near the boy dedicated himself . <eos>,The son near the boy dedicated himself .,the son near the boy dedicated ***mask*** .,4.362600901461881
158,27,simple,local,no-c-command,0,a,head,number,boys,son,dedicated,himself,The boys near the son dedicated himself . <eos>,The boys near the son dedicated himself .,the boys near the son dedicated ***mask*** .,9.215712025478044
159,27,simple,local,no-c-command,0,b,head,number,sons,boy,dedicated,himself,The sons near the boy dedicated himself . <eos>,The sons near the boy dedicated himself .,the sons near the boy dedicated ***mask*** .,8.065420964222831
160,27,simple,local,c-command,1,a,distractor,number,boy,sons,dedicated,himself,The boy near the sons dedicated himself . <eos>,The boy near the sons dedicated himself .,the boy near the sons dedicated ***mask*** .,3.5134762423640704
161,27,simple,local,c-command,1,b,distractor,number,son,boys,dedicated,himself,The son near the boys dedicated himself . <eos>,The son near the boys dedicated himself .,the son near the boys dedicated ***mask*** .,5.206485889591155
162,28,simple,local,c-command,1,a,none,none,boy,son,declared,himself,The boy near the son declared himself . <eos>,The boy near the son declared himself .,the boy near the son declared ***mask*** .,5.546810137780205
163,28,simple,local,c-command,1,b,none,none,son,boy,declared,himself,The son near the boy declared himself . <eos>,The son near the boy declared himself .,the son near the boy declared ***mask*** .,5.2720900331716685
164,28,simple,local,no-c-command,0,a,head,number,boys,son,declared,himself,The boys near the son declared himself . <eos>,The boys near the son declared himself .,the boys near the son declared ***mask*** .,10.645323523147738
165,28,simple,local,no-c-command,0,b,head,number,sons,boy,declared,himself,The sons near the boy declared himself . <eos>,The sons near the boy declared himself .,the sons near the boy declared ***mask*** .,11.183792974138647
166,28,simple,local,c-command,1,a,distractor,number,boy,sons,declared,himself,The boy near the sons declared himself . <eos>,The boy near the sons declared himself .,the boy near the sons declared ***mask*** .,6.57807348441798
167,28,simple,local,c-command,1,b,distractor,number,son,boys,declared,himself,The son near the boys declared himself . <eos>,The son near the boys declared himself .,the son near the boys declared ***mask*** .,6.459067211928449
168,29,simple,local,c-command,1,a,none,none,boy,son,proved,himself,The boy near the son proved himself . <eos>,The boy near the son proved himself .,the boy near the son proved ***mask*** .,6.348594160440072
169,29,simple,local,c-command,1,b,none,none,son,boy,proved,himself,The son near the boy proved himself . <eos>,The son near the boy proved himself .,the son near the boy proved ***mask*** .,6.535743308794663
170,29,simple,local,no-c-command,0,a,head,number,boys,son,proved,himself,The boys near the son proved himself . <eos>,The boys near the son proved himself .,the boys near the son proved ***mask*** .,10.309900331702705
171,29,simple,local,no-c-command,0,b,head,number,sons,boy,proved,himself,The sons near the boy proved himself . <eos>,The sons near the boy proved himself .,the sons near the boy proved ***mask*** .,9.882422525339424
172,29,simple,local,c-command,1,a,distractor,number,boy,sons,proved,himself,The boy near the sons proved himself . <eos>,The boy near the sons proved himself .,the boy near the sons proved ***mask*** .,6.028042716491049
173,29,simple,local,c-command,1,b,distractor,number,son,boys,proved,himself,The son near the boys proved himself . <eos>,The son near the boys proved himself .,the son near the boys proved ***mask*** .,6.085803035194674
174,30,simple,local,c-command,1,a,none,none,boy,son,shot,himself,The boy near the son shot himself . <eos>,The boy near the son shot himself .,the boy near the son shot ***mask*** .,3.6073028894955264
175,30,simple,local,c-command,1,b,none,none,son,boy,shot,himself,The son near the boy shot himself . <eos>,The son near the boy shot himself .,the son near the boy shot ***mask*** .,3.042535064630429
176,30,simple,local,no-c-command,0,a,head,number,boys,son,shot,himself,The boys near the son shot himself . <eos>,The boys near the son shot himself .,the boys near the son shot ***mask*** .,5.919069623155587
177,30,simple,local,no-c-command,0,b,head,number,sons,boy,shot,himself,The sons near the boy shot himself . <eos>,The sons near the boy shot himself .,the sons near the boy shot ***mask*** .,5.864725810913431
178,30,simple,local,c-command,1,a,distractor,number,boy,sons,shot,himself,The boy near the sons shot himself . <eos>,The boy near the sons shot himself .,the boy near the sons shot ***mask*** .,2.93060628736076
179,30,simple,local,c-command,1,b,distractor,number,son,boys,shot,himself,The son near the boys shot himself . <eos>,The son near the boys shot himself .,the son near the boys shot ***mask*** .,2.503584675745405
180,31,simple,local,c-command,1,a,none,none,boy,man,saw,himself,The boy near the man saw himself . <eos>,The boy near the man saw himself .,the boy near the man saw ***mask*** .,10.292110843994413
181,31,simple,local,c-command,1,b,none,none,man,boy,saw,himself,The man near the boy saw himself . <eos>,The man near the boy saw himself .,the man near the boy saw ***mask*** .,10.141898693198815
182,31,simple,local,no-c-command,0,a,head,number,boys,man,saw,himself,The boys near the man saw himself . <eos>,The boys near the man saw himself .,the boys near the man saw ***mask*** .,13.19233357728621
183,31,simple,local,no-c-command,0,b,head,number,men,boy,saw,himself,The men near the boy saw himself . <eos>,The men near the boy saw himself .,the men near the boy saw ***mask*** .,13.010534728619346
184,31,simple,local,c-command,1,a,distractor,number,boy,men,saw,himself,The boy near the men saw himself . <eos>,The boy near the men saw himself .,the boy near the men saw ***mask*** .,10.31358208028567
185,31,simple,local,c-command,1,b,distractor,number,man,boys,saw,himself,The man near the boys saw himself . <eos>,The man near the boys saw himself .,the man near the boys saw ***mask*** .,10.204223986303498
186,32,simple,local,c-command,1,a,none,none,boy,man,established,himself,The boy near the man established himself . <eos>,The boy near the man established himself .,the boy near the man established ***mask*** .,0.9567323584784057
187,32,simple,local,c-command,1,b,none,none,man,boy,established,himself,The man near the boy established himself . <eos>,The man near the boy established himself .,the man near the boy established ***mask*** .,0.5975316273448235
188,32,simple,local,no-c-command,0,a,head,number,boys,man,established,himself,The boys near the man established himself . <eos>,The boys near the man established himself .,the boys near the man established ***mask*** .,7.335206070594607
189,32,simple,local,no-c-command,0,b,head,number,men,boy,established,himself,The men near the boy established himself . <eos>,The men near the boy established himself .,the men near the boy established ***mask*** .,7.570889062052751
190,32,simple,local,c-command,1,a,distractor,number,boy,men,established,himself,The boy near the men established himself . <eos>,The boy near the men established himself .,the boy near the men established ***mask*** .,4.162295273262016
191,32,simple,local,c-command,1,b,distractor,number,man,boys,established,himself,The man near the boys established himself . <eos>,The man near the boys established himself .,the man near the boys established ***mask*** .,1.6088611888206175
192,33,simple,local,c-command,1,a,none,none,boy,man,devoted,himself,The boy near the man devoted himself . <eos>,The boy near the man devoted himself .,the boy near the man devoted ***mask*** .,2.602432682097622
193,33,simple,local,c-command,1,b,none,none,man,boy,devoted,himself,The man near the boy devoted himself . <eos>,The man near the boy devoted himself .,the man near the boy devoted ***mask*** .,1.115152593695629
194,33,simple,local,no-c-command,0,a,head,number,boys,man,devoted,himself,The boys near the man devoted himself . <eos>,The boys near the man devoted himself .,the boys near the man devoted ***mask*** .,10.120796783506398
195,33,simple,local,no-c-command,0,b,head,number,men,boy,devoted,himself,The men near the boy devoted himself . <eos>,The men near the boy devoted himself .,the men near the boy devoted ***mask*** .,11.462964476524007
196,33,simple,local,c-command,1,a,distractor,number,boy,men,devoted,himself,The boy near the men devoted himself . <eos>,The boy near the men devoted himself .,the boy near the men devoted ***mask*** .,0.5456104574149374
197,33,simple,local,c-command,1,b,distractor,number,man,boys,devoted,himself,The man near the boys devoted himself . <eos>,The man near the boys devoted himself .,the man near the boys devoted ***mask*** .,0.34598988851012763
198,34,simple,local,c-command,1,a,none,none,boy,man,considered,himself,The boy near the man considered himself . <eos>,The boy near the man considered himself .,the boy near the man considered ***mask*** .,9.594706591344531
199,34,simple,local,c-command,1,b,none,none,man,boy,considered,himself,The man near the boy considered himself . <eos>,The man near the boy considered himself .,the man near the boy considered ***mask*** .,9.958026925089928
200,34,simple,local,no-c-command,0,a,head,number,boys,man,considered,himself,The boys near the man considered himself . <eos>,The boys near the man considered himself .,the boys near the man considered ***mask*** .,13.129367659077156
201,34,simple,local,no-c-command,0,b,head,number,men,boy,considered,himself,The men near the boy considered himself . <eos>,The men near the boy considered himself .,the men near the boy considered ***mask*** .,13.214234259263758
202,34,simple,local,c-command,1,a,distractor,number,boy,men,considered,himself,The boy near the men considered himself . <eos>,The boy near the men considered himself .,the boy near the men considered ***mask*** .,9.830702374786485
203,34,simple,local,c-command,1,b,distractor,number,man,boys,considered,himself,The man near the boys considered himself . <eos>,The man near the boys considered himself .,the man near the boys considered ***mask*** .,9.835476179287092
204,35,simple,local,c-command,1,a,none,none,boy,man,identified,himself,The boy near the man identified himself . <eos>,The boy near the man identified himself .,the boy near the man identified ***mask*** .,0.9635941083609169
205,35,simple,local,c-command,1,b,none,none,man,boy,identified,himself,The man near the boy identified himself . <eos>,The man near the boy identified himself .,the man near the boy identified ***mask*** .,0.7142920195683962
206,35,simple,local,no-c-command,0,a,head,number,boys,man,identified,himself,The boys near the man identified himself . <eos>,The boys near the man identified himself .,the boys near the man identified ***mask*** .,4.212926532449786
207,35,simple,local,no-c-command,0,b,head,number,men,boy,identified,himself,The men near the boy identified himself . <eos>,The men near the boy identified himself .,the men near the boy identified ***mask*** .,4.635777426172975
208,35,simple,local,c-command,1,a,distractor,number,boy,men,identified,himself,The boy near the men identified himself . <eos>,The boy near the men identified himself .,the boy near the men identified ***mask*** .,1.3053986399342659
209,35,simple,local,c-command,1,b,distractor,number,man,boys,identified,himself,The man near the boys identified himself . <eos>,The man near the boys identified himself .,the man near the boys identified ***mask*** .,0.7252106733795136
210,36,simple,local,c-command,1,a,none,none,boy,man,made,himself,The boy near the man made himself . <eos>,The boy near the man made himself .,the boy near the man made ***mask*** .,11.928326844310217
211,36,simple,local,c-command,1,b,none,none,man,boy,made,himself,The man near the boy made himself . <eos>,The man near the boy made himself .,the man near the boy made ***mask*** .,12.545732464312907
212,36,simple,local,no-c-command,0,a,head,number,boys,man,made,himself,The boys near the man made himself . <eos>,The boys near the man made himself .,the boys near the man made ***mask*** .,18.587749461007345
213,36,simple,local,no-c-command,0,b,head,number,men,boy,made,himself,The men near the boy made himself . <eos>,The men near the boy made himself .,the men near the boy made ***mask*** .,18.72504734552618
214,36,simple,local,c-command,1,a,distractor,number,boy,men,made,himself,The boy near the men made himself . <eos>,The boy near the men made himself .,the boy near the men made ***mask*** .,12.724559746345383
215,36,simple,local,c-command,1,b,distractor,number,man,boys,made,himself,The man near the boys made himself . <eos>,The man near the boys made himself .,the man near the boys made ***mask*** .,12.52136749879239
216,37,simple,local,c-command,1,a,none,none,boy,man,found,himself,The boy near the man found himself . <eos>,The boy near the man found himself .,the boy near the man found ***mask*** .,7.6114404233508495
217,37,simple,local,c-command,1,b,none,none,man,boy,found,himself,The man near the boy found himself . <eos>,The man near the boy found himself .,the man near the boy found ***mask*** .,7.934608190600577
218,37,simple,local,no-c-command,0,a,head,number,boys,man,found,himself,The boys near the man found himself . <eos>,The boys near the man found himself .,the boys near the man found ***mask*** .,12.00612757965287
219,37,simple,local,no-c-command,0,b,head,number,men,boy,found,himself,The men near the boy found himself . <eos>,The men near the boy found himself .,the men near the boy found ***mask*** .,11.932407099505188
220,37,simple,local,c-command,1,a,distractor,number,boy,men,found,himself,The boy near the men found himself . <eos>,The boy near the men found himself .,the boy near the men found ***mask*** .,7.850830160063285
221,37,simple,local,c-command,1,b,distractor,number,man,boys,found,himself,The man near the boys found himself . <eos>,The man near the boys found himself .,the man near the boys found ***mask*** .,8.233986270426149
222,38,simple,local,c-command,1,a,none,none,boy,man,distinguished,himself,The boy near the man distinguished himself . <eos>,The boy near the man distinguished himself .,the boy near the man distinguished ***mask*** .,0.07537032199715121
223,38,simple,local,c-command,1,b,none,none,man,boy,distinguished,himself,The man near the boy distinguished himself . <eos>,The man near the boy distinguished himself .,the man near the boy distinguished ***mask*** .,0.03510684412012007
224,38,simple,local,no-c-command,0,a,head,number,boys,man,distinguished,himself,The boys near the man distinguished himself . <eos>,The boys near the man distinguished himself .,the boys near the man distinguished ***mask*** .,11.208629113617441
225,38,simple,local,no-c-command,0,b,head,number,men,boy,distinguished,himself,The men near the boy distinguished himself . <eos>,The men near the boy distinguished himself .,the men near the boy distinguished ***mask*** .,11.529742797579013
226,38,simple,local,c-command,1,a,distractor,number,boy,men,distinguished,himself,The boy near the men distinguished himself . <eos>,The boy near the men distinguished himself .,the boy near the men distinguished ***mask*** .,0.19455997459368035
227,38,simple,local,c-command,1,b,distractor,number,man,boys,distinguished,himself,The man near the boys distinguished himself . <eos>,The man near the boys distinguished himself .,the man near the boys distinguished ***mask*** .,0.032586383300599875
228,39,simple,local,c-command,1,a,none,none,boy,man,taught,himself,The boy near the man taught himself . <eos>,The boy near the man taught himself .,the boy near the man taught ***mask*** .,8.528082220353825
229,39,simple,local,c-command,1,b,none,none,man,boy,taught,himself,The man near the boy taught himself . <eos>,The man near the boy taught himself .,the man near the boy taught ***mask*** .,8.306309934486988
230,39,simple,local,no-c-command,0,a,head,number,boys,man,taught,himself,The boys near the man taught himself . <eos>,The boys near the man taught himself .,the boys near the man taught ***mask*** .,9.121821642242223
231,39,simple,local,no-c-command,0,b,head,number,men,boy,taught,himself,The men near the boy taught himself . <eos>,The men near the boy taught himself .,the men near the boy taught ***mask*** .,11.28537652380814
232,39,simple,local,c-command,1,a,distractor,number,boy,men,taught,himself,The boy near the men taught himself . <eos>,The boy near the men taught himself .,the boy near the men taught ***mask*** .,7.441493219508989
233,39,simple,local,c-command,1,b,distractor,number,man,boys,taught,himself,The man near the boys taught himself . <eos>,The man near the boys taught himself .,the man near the boys taught ***mask*** .,6.693800461515901
234,40,simple,local,c-command,1,a,none,none,boy,man,killed,himself,The boy near the man killed himself . <eos>,The boy near the man killed himself .,the boy near the man killed ***mask*** .,3.274674623559038
235,40,simple,local,c-command,1,b,none,none,man,boy,killed,himself,The man near the boy killed himself . <eos>,The man near the boy killed himself .,the man near the boy killed ***mask*** .,3.891621032925212
236,40,simple,local,no-c-command,0,a,head,number,boys,man,killed,himself,The boys near the man killed himself . <eos>,The boys near the man killed himself .,the boys near the man killed ***mask*** .,4.601402421729236
237,40,simple,local,no-c-command,0,b,head,number,men,boy,killed,himself,The men near the boy killed himself . <eos>,The men near the boy killed himself .,the men near the boy killed ***mask*** .,7.097274823785869
238,40,simple,local,c-command,1,a,distractor,number,boy,men,killed,himself,The boy near the men killed himself . <eos>,The boy near the men killed himself .,the boy near the men killed ***mask*** .,2.761248184489836
239,40,simple,local,c-command,1,b,distractor,number,man,boys,killed,himself,The man near the boys killed himself . <eos>,The man near the boys killed himself .,the man near the boys killed ***mask*** .,2.1104705996993034
240,41,simple,local,c-command,1,a,none,none,boy,man,called,himself,The boy near the man called himself . <eos>,The boy near the man called himself .,the boy near the man called ***mask*** .,13.52573011439904
241,41,simple,local,c-command,1,b,none,none,man,boy,called,himself,The man near the boy called himself . <eos>,The man near the boy called himself .,the man near the boy called ***mask*** .,13.198315714616161
242,41,simple,local,no-c-command,0,a,head,number,boys,man,called,himself,The boys near the man called himself . <eos>,The boys near the man called himself .,the boys near the man called ***mask*** .,15.08433220596165
243,41,simple,local,no-c-command,0,b,head,number,men,boy,called,himself,The men near the boy called himself . <eos>,The men near the boy called himself .,the men near the boy called ***mask*** .,15.872538514802434
244,41,simple,local,c-command,1,a,distractor,number,boy,men,called,himself,The boy near the men called himself . <eos>,The boy near the men called himself .,the boy near the men called ***mask*** .,11.788654541889478
245,41,simple,local,c-command,1,b,distractor,number,man,boys,called,himself,The man near the boys called himself . <eos>,The man near the boys called himself .,the man near the boys called ***mask*** .,12.311578180366944
246,42,simple,local,c-command,1,a,none,none,boy,man,dedicated,himself,The boy near the man dedicated himself . <eos>,The boy near the man dedicated himself .,the boy near the man dedicated ***mask*** .,0.7204480763242433
247,42,simple,local,c-command,1,b,none,none,man,boy,dedicated,himself,The man near the boy dedicated himself . <eos>,The man near the boy dedicated himself .,the man near the boy dedicated ***mask*** .,0.5262402541602382
248,42,simple,local,no-c-command,0,a,head,number,boys,man,dedicated,himself,The boys near the man dedicated himself . <eos>,The boys near the man dedicated himself .,the boys near the man dedicated ***mask*** .,10.594742173731964
249,42,simple,local,no-c-command,0,b,head,number,men,boy,dedicated,himself,The men near the boy dedicated himself . <eos>,The men near the boy dedicated himself .,the men near the boy dedicated ***mask*** .,8.929502146948204
250,42,simple,local,c-command,1,a,distractor,number,boy,men,dedicated,himself,The boy near the men dedicated himself . <eos>,The boy near the men dedicated himself .,the boy near the men dedicated ***mask*** .,1.3474883623263456
251,42,simple,local,c-command,1,b,distractor,number,man,boys,dedicated,himself,The man near the boys dedicated himself . <eos>,The man near the boys dedicated himself .,the man near the boys dedicated ***mask*** .,0.3836336718111071
252,43,simple,local,c-command,1,a,none,none,boy,man,declared,himself,The boy near the man declared himself . <eos>,The boy near the man declared himself .,the boy near the man declared ***mask*** .,5.189610174250235
253,43,simple,local,c-command,1,b,none,none,man,boy,declared,himself,The man near the boy declared himself . <eos>,The man near the boy declared himself .,the man near the boy declared ***mask*** .,5.351798786018066
254,43,simple,local,no-c-command,0,a,head,number,boys,man,declared,himself,The boys near the man declared himself . <eos>,The boys near the man declared himself .,the boys near the man declared ***mask*** .,11.584281953927741
255,43,simple,local,no-c-command,0,b,head,number,men,boy,declared,himself,The men near the boy declared himself . <eos>,The men near the boy declared himself .,the men near the boy declared ***mask*** .,12.03579047164396
256,43,simple,local,c-command,1,a,distractor,number,boy,men,declared,himself,The boy near the men declared himself . <eos>,The boy near the men declared himself .,the boy near the men declared ***mask*** .,5.001980879603805
257,43,simple,local,c-command,1,b,distractor,number,man,boys,declared,himself,The man near the boys declared himself . <eos>,The man near the boys declared himself .,the man near the boys declared ***mask*** .,5.164102063491375
258,44,simple,local,c-command,1,a,none,none,boy,man,proved,himself,The boy near the man proved himself . <eos>,The boy near the man proved himself .,the boy near the man proved ***mask*** .,5.8525388527614535
259,44,simple,local,c-command,1,b,none,none,man,boy,proved,himself,The man near the boy proved himself . <eos>,The man near the boy proved himself .,the man near the boy proved ***mask*** .,5.534797195301467
260,44,simple,local,no-c-command,0,a,head,number,boys,man,proved,himself,The boys near the man proved himself . <eos>,The boys near the man proved himself .,the boys near the man proved ***mask*** .,9.946544374636925
261,44,simple,local,no-c-command,0,b,head,number,men,boy,proved,himself,The men near the boy proved himself . <eos>,The men near the boy proved himself .,the men near the boy proved ***mask*** .,9.934895687274
262,44,simple,local,c-command,1,a,distractor,number,boy,men,proved,himself,The boy near the men proved himself . <eos>,The boy near the men proved himself .,the boy near the men proved ***mask*** .,5.67652021808256
263,44,simple,local,c-command,1,b,distractor,number,man,boys,proved,himself,The man near the boys proved himself . <eos>,The man near the boys proved himself .,the man near the boys proved ***mask*** .,5.260263984911006
264,45,simple,local,c-command,1,a,none,none,boy,man,shot,himself,The boy near the man shot himself . <eos>,The boy near the man shot himself .,the boy near the man shot ***mask*** .,5.83290041915264
265,45,simple,local,c-command,1,b,none,none,man,boy,shot,himself,The man near the boy shot himself . <eos>,The man near the boy shot himself .,the man near the boy shot ***mask*** .,6.32536278263128
266,45,simple,local,no-c-command,0,a,head,number,boys,man,shot,himself,The boys near the man shot himself . <eos>,The boys near the man shot himself .,the boys near the man shot ***mask*** .,6.74122193059379
267,45,simple,local,no-c-command,0,b,head,number,men,boy,shot,himself,The men near the boy shot himself . <eos>,The men near the boy shot himself .,the men near the boy shot ***mask*** .,8.014640275736813
268,45,simple,local,c-command,1,a,distractor,number,boy,men,shot,himself,The boy near the men shot himself . <eos>,The boy near the men shot himself .,the boy near the men shot ***mask*** .,4.043771953121653
269,45,simple,local,c-command,1,b,distractor,number,man,boys,shot,himself,The man near the boys shot himself . <eos>,The man near the boys shot himself .,the man near the boys shot ***mask*** .,4.589561588321447
270,46,simple,local,c-command,1,a,none,none,boy,actor,saw,himself,The boy near the actor saw himself . <eos>,The boy near the actor saw himself .,the boy near the actor saw ***mask*** .,9.743058257092754
271,46,simple,local,c-command,1,b,none,none,actor,boy,saw,himself,The actor near the boy saw himself . <eos>,The actor near the boy saw himself .,the actor near the boy saw ***mask*** .,10.771693294088323
272,46,simple,local,no-c-command,0,a,head,number,boys,actor,saw,himself,The boys near the actor saw himself . <eos>,The boys near the actor saw himself .,the boys near the actor saw ***mask*** .,13.432424734911187
273,46,simple,local,no-c-command,0,b,head,number,actors,boy,saw,himself,The actors near the boy saw himself . <eos>,The actors near the boy saw himself .,the actors near the boy saw ***mask*** .,12.471974126010046
274,46,simple,local,c-command,1,a,distractor,number,boy,actors,saw,himself,The boy near the actors saw himself . <eos>,The boy near the actors saw himself .,the boy near the actors saw ***mask*** .,9.922705071392429
275,46,simple,local,c-command,1,b,distractor,number,actor,boys,saw,himself,The actor near the boys saw himself . <eos>,The actor near the boys saw himself .,the actor near the boys saw ***mask*** .,11.682619958715165
276,47,simple,local,c-command,1,a,none,none,boy,actor,established,himself,The boy near the actor established himself . <eos>,The boy near the actor established himself .,the boy near the actor established ***mask*** .,1.3967544474414468
277,47,simple,local,c-command,1,b,none,none,actor,boy,established,himself,The actor near the boy established himself . <eos>,The actor near the boy established himself .,the actor near the boy established ***mask*** .,1.2068882956534126
278,47,simple,local,no-c-command,0,a,head,number,boys,actor,established,himself,The boys near the actor established himself . <eos>,The boys near the actor established himself .,the boys near the actor established ***mask*** .,7.2114826799351945
279,47,simple,local,no-c-command,0,b,head,number,actors,boy,established,himself,The actors near the boy established himself . <eos>,The actors near the boy established himself .,the actors near the boy established ***mask*** .,7.799778313803323
280,47,simple,local,c-command,1,a,distractor,number,boy,actors,established,himself,The boy near the actors established himself . <eos>,The boy near the actors established himself .,the boy near the actors established ***mask*** .,1.7976766083408144
281,47,simple,local,c-command,1,b,distractor,number,actor,boys,established,himself,The actor near the boys established himself . <eos>,The actor near the boys established himself .,the actor near the boys established ***mask*** .,3.0392459939204164
282,48,simple,local,c-command,1,a,none,none,boy,actor,devoted,himself,The boy near the actor devoted himself . <eos>,The boy near the actor devoted himself .,the boy near the actor devoted ***mask*** .,2.327654729977233
283,48,simple,local,c-command,1,b,none,none,actor,boy,devoted,himself,The actor near the boy devoted himself . <eos>,The actor near the boy devoted himself .,the actor near the boy devoted ***mask*** .,1.5399118697306213
284,48,simple,local,no-c-command,0,a,head,number,boys,actor,devoted,himself,The boys near the actor devoted himself . <eos>,The boys near the actor devoted himself .,the boys near the actor devoted ***mask*** .,10.20206810101615
285,48,simple,local,no-c-command,0,b,head,number,actors,boy,devoted,himself,The actors near the boy devoted himself . <eos>,The actors near the boy devoted himself .,the actors near the boy devoted ***mask*** .,10.800317921212425
286,48,simple,local,c-command,1,a,distractor,number,boy,actors,devoted,himself,The boy near the actors devoted himself . <eos>,The boy near the actors devoted himself .,the boy near the actors devoted ***mask*** .,0.5795189127156948
287,48,simple,local,c-command,1,b,distractor,number,actor,boys,devoted,himself,The actor near the boys devoted himself . <eos>,The actor near the boys devoted himself .,the actor near the boys devoted ***mask*** .,1.487477973817751
288,49,simple,local,c-command,1,a,none,none,boy,actor,considered,himself,The boy near the actor considered himself . <eos>,The boy near the actor considered himself .,the boy near the actor considered ***mask*** .,8.584419266819188
289,49,simple,local,c-command,1,b,none,none,actor,boy,considered,himself,The actor near the boy considered himself . <eos>,The actor near the boy considered himself .,the actor near the boy considered ***mask*** .,7.984988270898817
290,49,simple,local,no-c-command,0,a,head,number,boys,actor,considered,himself,The boys near the actor considered himself . <eos>,The boys near the actor considered himself .,the boys near the actor considered ***mask*** .,10.886264668569964
291,49,simple,local,no-c-command,0,b,head,number,actors,boy,considered,himself,The actors near the boy considered himself . <eos>,The actors near the boy considered himself .,the actors near the boy considered ***mask*** .,11.575790517396907
292,49,simple,local,c-command,1,a,distractor,number,boy,actors,considered,himself,The boy near the actors considered himself . <eos>,The boy near the actors considered himself .,the boy near the actors considered ***mask*** .,8.339866099475651
293,49,simple,local,c-command,1,b,distractor,number,actor,boys,considered,himself,The actor near the boys considered himself . <eos>,The actor near the boys considered himself .,the actor near the boys considered ***mask*** .,7.601441431362843
294,50,simple,local,c-command,1,a,none,none,boy,actor,identified,himself,The boy near the actor identified himself . <eos>,The boy near the actor identified himself .,the boy near the actor identified ***mask*** .,1.039078556364265
295,50,simple,local,c-command,1,b,none,none,actor,boy,identified,himself,The actor near the boy identified himself . <eos>,The actor near the boy identified himself .,the actor near the boy identified ***mask*** .,0.8964711008125784
296,50,simple,local,no-c-command,0,a,head,number,boys,actor,identified,himself,The boys near the actor identified himself . <eos>,The boys near the actor identified himself .,the boys near the actor identified ***mask*** .,5.211389487835877
297,50,simple,local,no-c-command,0,b,head,number,actors,boy,identified,himself,The actors near the boy identified himself . <eos>,The actors near the boy identified himself .,the actors near the boy identified ***mask*** .,4.23534927245165
298,50,simple,local,c-command,1,a,distractor,number,boy,actors,identified,himself,The boy near the actors identified himself . <eos>,The boy near the actors identified himself .,the boy near the actors identified ***mask*** .,1.356202368066633
299,50,simple,local,c-command,1,b,distractor,number,actor,boys,identified,himself,The actor near the boys identified himself . <eos>,The actor near the boys identified himself .,the actor near the boys identified ***mask*** .,1.0685583934258671
300,51,simple,local,c-command,1,a,none,none,boy,actor,made,himself,The boy near the actor made himself . <eos>,The boy near the actor made himself .,the boy near the actor made ***mask*** .,12.898359762693113
301,51,simple,local,c-command,1,b,none,none,actor,boy,made,himself,The actor near the boy made himself . <eos>,The actor near the boy made himself .,the actor near the boy made ***mask*** .,12.1185622419985
302,51,simple,local,no-c-command,0,a,head,number,boys,actor,made,himself,The boys near the actor made himself . <eos>,The boys near the actor made himself .,the boys near the actor made ***mask*** .,18.22436430252806
303,51,simple,local,no-c-command,0,b,head,number,actors,boy,made,himself,The actors near the boy made himself . <eos>,The actors near the boy made himself .,the actors near the boy made ***mask*** .,19.74353775229809
304,51,simple,local,c-command,1,a,distractor,number,boy,actors,made,himself,The boy near the actors made himself . <eos>,The boy near the actors made himself .,the boy near the actors made ***mask*** .,12.60523143460072
305,51,simple,local,c-command,1,b,distractor,number,actor,boys,made,himself,The actor near the boys made himself . <eos>,The actor near the boys made himself .,the actor near the boys made ***mask*** .,12.368162848511773
306,52,simple,local,c-command,1,a,none,none,boy,actor,found,himself,The boy near the actor found himself . <eos>,The boy near the actor found himself .,the boy near the actor found ***mask*** .,6.04619741717021
307,52,simple,local,c-command,1,b,none,none,actor,boy,found,himself,The actor near the boy found himself . <eos>,The actor near the boy found himself .,the actor near the boy found ***mask*** .,7.244317876596211
308,52,simple,local,no-c-command,0,a,head,number,boys,actor,found,himself,The boys near the actor found himself . <eos>,The boys near the actor found himself .,the boys near the actor found ***mask*** .,9.96074724341846
309,52,simple,local,no-c-command,0,b,head,number,actors,boy,found,himself,The actors near the boy found himself . <eos>,The actors near the boy found himself .,the actors near the boy found ***mask*** .,11.052338718914807
310,52,simple,local,c-command,1,a,distractor,number,boy,actors,found,himself,The boy near the actors found himself . <eos>,The boy near the actors found himself .,the boy near the actors found ***mask*** .,7.666100400522387
311,52,simple,local,c-command,1,b,distractor,number,actor,boys,found,himself,The actor near the boys found himself . <eos>,The actor near the boys found himself .,the actor near the boys found ***mask*** .,7.198749304293717
312,53,simple,local,c-command,1,a,none,none,boy,actor,distinguished,himself,The boy near the actor distinguished himself . <eos>,The boy near the actor distinguished himself .,the boy near the actor distinguished ***mask*** .,0.1956697358616612
313,53,simple,local,c-command,1,b,none,none,actor,boy,distinguished,himself,The actor near the boy distinguished himself . <eos>,The actor near the boy distinguished himself .,the actor near the boy distinguished ***mask*** .,0.09271009301126952
314,53,simple,local,no-c-command,0,a,head,number,boys,actor,distinguished,himself,The boys near the actor distinguished himself . <eos>,The boys near the actor distinguished himself .,the boys near the actor distinguished ***mask*** .,8.620285846186377
315,53,simple,local,no-c-command,0,b,head,number,actors,boy,distinguished,himself,The actors near the boy distinguished himself . <eos>,The actors near the boy distinguished himself .,the actors near the boy distinguished ***mask*** .,9.447165002582821
